Date,Net Premium Earned (Non-Life & Life),Capital Gains (Losses),Total Investment Income,Other Operating Income,Revenue,Insurance Claims & Charges,Underwriting Costs,Other Operating Expenses,Operating Income or Losses,Interest Expense,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1992,109.0,0.6,485.700012,384.100006,979.400024,-336.399994,-102.199997,-258.399994,282.399994,-136.800003,0.0,145.599991,-58.700001,86.900002,-75.0,0.0,11.9,-6.1,5.8,,,80.79999,0.51,0.51,0.03,156.100006,0.51,0.51,0.03,156.100006,
03/31/1993,292.200012,4.3,492.599991,359.899994,1149.0,-511.299988,-122.400002,-234.300003,281.0,-133.100006,0.0,147.899994,-54.900002,93.0,-1.2,0.0,91.800003,-6.0,85.800003,,,86.999992,,0.55,0.54,158.669998,0.55,0.55,0.54,158.669998,
07/01/1993,314.100006,27.9,505.900009,365.600006,1213.5,-535.200012,-123.300003,-239.600006,315.399994,-130.399994,0.0,185.0,-67.699997,117.300003,6.6,0.0,123.900002,-5.9,118.000001,,,111.400003,,0.7,0.745,158.656006,0.7,0.7,0.745,158.656006,
09/30/1993,300.600006,14.7,444.100006,373.700012,1209.199951,-529.900024,-122.699997,-331.0,225.600006,-125.199997,0.0,100.400009,40.700001,141.100006,-2.2,0.0,138.899994,-5.8,133.099994,,,135.30001,,0.865,0.85,156.587997,0.865,0.865,0.85,156.587997,
12/31/1993,348.799988,-7.9,524.500015,376.200012,1241.599976,-569.5,-131.399994,-263.0,277.700012,-122.900002,0.0,154.80001,-58.700001,96.099998,-73.300003,0.0,22.799999,-5.9,16.899999,,,90.200009,0.585,0.585,0.12,154.046006,0.585,0.585,0.12,154.046006,
03/31/1994,330.5,2.6,514.199997,388.100006,1235.400024,-546.299988,-131.0,-270.299988,287.799988,-122.599998,0.0,165.199989,-61.5,103.699997,-0.7,0.0,103.0,-5.9,97.1,,,97.799989,,0.645,0.64,151.621994,0.645,0.645,0.64,151.621994,
06/30/1994,409.0,4.8,499.099998,450.100006,1363.0,-623.599976,-125.699997,-301.0,312.700012,-142.5,0.0,170.200012,-64.5,105.699997,0.0,0.0,105.699997,-6.0,99.699997,,,99.700012,,0.67,0.67,150.0,0.67,0.67,0.67,150.0,
09/30/1994,402.0,9.2,505.799999,454.299988,1371.300049,-623.900024,-128.100006,-309.5,309.799988,-148.199997,0.0,161.599991,-56.700001,104.900002,0.0,0.0,104.900002,-6.3,98.600001,,,98.59999,,0.7,0.7,140.800003,0.7,0.7,0.7,140.800003,
12/31/1994,353.700012,6.5,519.500008,505.100006,1384.800049,-562.599976,-145.199997,-323.299988,353.700012,-160.399994,0.0,193.300018,-79.699997,113.599998,0.0,0.0,113.599998,-6.7,106.899998,,,106.900021,0.715,0.715,0.715,138.313996,0.715,0.715,0.715,138.313996,
03/31/1995,425.5,3.1,522.700012,469.200012,1420.5,-659.099976,-145.699997,-296.700012,319.0,-168.300003,0.0,150.699997,-54.400002,96.300003,0.0,0.0,96.300003,-4.6,91.700003,,,91.699996,0.65,0.665,0.665,138.401993,0.65,0.665,0.665,138.401993,
06/30/1995,505.100006,10.2,546.099998,519.599976,1581.0,-756.0,-134.100006,-305.799988,385.100006,-185.800003,0.0,199.300003,-81.5,117.800003,0.0,0.0,117.800003,-4.5,113.300003,,,113.300003,0.77,0.815,0.815,138.292007,0.77,0.815,0.815,138.292007,
09/30/1995,494.100006,38.0,555.400005,493.700012,1581.199951,-754.299988,-128.0,-337.299988,361.600006,-181.300003,0.0,180.300003,-33.299999,147.0,0.0,0.0,147.0,-4.5,142.5,,,142.500004,0.86,1.04,1.04,137.199997,0.86,1.04,1.04,137.199997,
12/31/1995,438.100006,1.6,578.900002,499.799988,1518.400024,-689.299988,-141.600006,-331.5,356.0,-181.300003,0.0,174.699997,-65.300003,109.400002,0.0,0.0,109.400002,-4.4,105.000002,,,104.999994,0.76,0.77,0.77,136.169998,0.76,0.77,0.77,136.169998,
03/31/1996,,,,,1258.599976,,,,97.5,,,,,97.5,17.799999,,115.300003,-4.4,110.900003,,,,0.685,0.685,0.815,136.074005,0.67,0.67,0.795,139.496002,
06/30/1996,,,,,1269.0,,,,110.599998,,,,,110.599998,-4.7,,105.900002,-4.2,101.700002,,,,0.795,0.795,0.76,133.815994,0.775,0.775,0.74,137.432007,
09/30/1996,,,,,1438.800049,,,,179.699997,,,,,179.699997,-65.800003,,113.900002,-4.2,109.700002,,,,1.34,1.34,0.835,131.378006,1.31,1.31,0.82,133.779999,
12/31/1996,,,,,1345.300049,,,,113.699997,,,,,113.699997,7.5,,121.199997,-4.2,116.999997,,,,0.78,0.835,0.885,132.203994,0.76,0.815,0.87,134.481994,
03/31/1997,442.100006,8.2,589.200001,332.5,1372.0,-680.299988,-199.800003,-273.399994,218.5,-101.400002,0.0,117.099998,-36.099998,81.0,0.0,0.0,81.0,-2.55,78.45,0.0,0.0,78.45,0.52,0.56,0.56,132.339996,0.51,0.55,0.55,136.126007,
06/30/1997,451.5,6.2,643.99884,330.399994,1432.099976,-722.200012,-160.5,-274.700012,274.700012,-110.900002,0.0,163.800011,-50.900002,112.900002,275.0,0.0,387.899994,0.0,387.899994,-275.0,,-162.099991,0.82,0.85,2.92,132.722,0.8,0.83,2.84,136.742004,
09/30/1997,471.399994,-11.5,621.999985,341.399994,1423.300049,-713.0,-184.399994,-271.899994,254.0,-97.800003,0.0,156.199997,-7.3,148.899994,1.1,0.0,150.0,0.0,150.0,-1.1,,147.799997,1.24,1.18,1.19,126.033997,1.2,1.14,1.15,130.404007,
12/31/1997,453.0,64.199997,638.800026,343.100006,1499.099976,-695.400024,-190.199997,-278.0,335.5,-110.800003,0.0,224.699997,-35.5,189.199997,-14.3,0.0,174.899994,0.0,174.899994,14.3,,203.499997,1.17,1.5,1.39,125.828003,1.13,1.45,1.34,130.522003,
03/31/1998,456.899994,84.300003,639.099998,378.600006,1558.900024,-724.400024,-178.0,-322.700012,333.799988,-104.900002,0.0,228.899986,-75.199997,153.699997,0.0,0.0,153.699997,0.0,153.699997,0.0,0.0,153.699989,0.79,1.22,1.22,126.099998,0.76,1.17,1.17,131.136002,
06/30/1998,452.399994,43.299999,659.196472,388.5,1543.400024,-704.0,-181.600006,-313.899994,343.899994,-105.099998,0.0,238.799995,-86.400002,152.399994,0.0,0.0,152.399994,0.0,152.399994,0.0,0.0,152.399994,0.99,1.22,1.22,125.568001,0.95,1.17,1.17,130.649994,
09/30/1998,440.299988,1.9,661.399986,386.100006,1489.699951,-697.700012,-167.699997,-330.200012,294.100006,-102.5,0.0,191.600006,-67.5,124.099998,0.0,0.0,124.099998,0.0,124.099998,0.0,0.0,124.100006,0.98,0.99,0.99,124.853996,0.95,0.96,0.96,129.25,
12/31/1998,497.399994,232.300003,683.599998,423.299988,1836.599976,-751.900024,-193.5,-370.700012,520.499939,-116.599998,0.0,403.89994,-127.099998,276.799988,0.0,0.0,276.799988,0.0,276.799988,0.0,0.0,276.799942,1.01,2.22,2.22,124.472,0.98,2.15,2.15,128.537994,
03/31/1999,454.799988,63.200001,658.400009,411.700012,1588.099976,-702.799988,-176.600006,-375.200012,333.5,-122.699997,0.0,210.800003,-41.400002,169.399994,0.0,0.0,169.399994,0.0,169.399994,0.0,0.0,169.400002,1.03,1.36,1.36,124.570999,0.99,1.3,1.3,130.343994,
