Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/10/1994,3631.800049,,-2635.899902,,995.900146,,-847.400024,,,,148.5,-41.699998,,48.099998,,,-6.4,106.800002,-43.099998,63.700001,2.7,,,61.000003,0.0,61.0,0.0,,61.0,61.0,,488.399994,0.125,0.13,,488.399994,0.125,0.13,0.13,
12/31/1994,4890.299805,,-3576.699951,,1313.599854,,-1114.099976,,,,199.5,-59.099998,,65.099998,,,-6.0,140.400002,-54.700001,85.699997,0.4,,,85.300001,0.0,85.300003,0.0,,85.300003,85.300003,,494.399992,0.1725,0.1725,0.1725,494.399992,0.1725,0.1725,0.1725,
03/25/1995,3632.300049,,-2637.100098,,995.199951,,-841.200012,,,,154.0,-44.2,,47.5,,,-3.3,109.8,-47.799999,62.0,0.0,,,62.000001,0.0,62.0,0.0,,62.0,62.0,,484.0,0.13,0.13,,484.0,0.13,0.13,0.13,
06/17/1995,3753.399902,,-2745.600098,,1007.799805,,-842.700012,,,,165.100006,-43.600001,,49.200001,,,-5.6,121.500005,-52.799999,68.699997,0.0,,,68.700006,0.0,68.699997,0.0,,68.699997,68.699997,,481.200012,0.145,0.145,,481.200012,0.145,0.145,0.145,
09/09/1995,3845.5,,-2796.399902,,1049.100098,,-872.700012,,,,176.399994,-34.799998,,44.599998,,,-9.8,141.599996,-57.900002,83.699997,0.0,,,83.699994,0.0,83.699997,0.0,,83.699997,83.699997,,482.0,0.175,0.175,,482.0,0.175,0.175,0.175,
12/31/1995,5166.299805,,-3764.600098,,1401.699707,,-1169.800049,,,,231.899994,-48.3,,58.5,,,-10.2,183.599994,-69.699997,113.900002,2.0,,,111.899997,0.0,111.900002,0.0,,111.900002,111.900002,,480.399992,0.235,0.24,0.24,480.399992,0.235,0.24,0.24,
03/23/1996,3882.699951,,-2790.199951,,1092.5,,-898.400024,,,,194.100006,-31.999999,,44.299999,,,-12.3,162.100007,-65.699997,96.400002,0.0,,,96.40001,0.0,96.400002,0.0,,96.400002,96.400002,,438.182007,0.22,0.22,0.22,476.799988,0.2,0.2,0.2,
06/15/1996,3945.399902,,-2843.300049,,1102.099854,,-892.0,,,,210.100006,-30.900001,,42.200001,,,-11.3,179.200006,-72.5,106.699997,0.0,,,106.700006,0.0,106.699997,0.0,,106.699997,106.699997,,426.799988,0.25,0.25,0.25,477.600006,0.22,0.22,0.22,
09/07/1996,3954.0,,-2867.399902,,1086.600098,,-882.799988,,,,203.800003,-25.699999,,39.799999,,,-14.1,178.100004,-72.199997,105.900002,0.0,,,105.900007,0.0,105.900002,0.0,,105.900002,105.900002,,441.25,0.24,0.24,0.24,480.600006,0.22,0.22,0.22,
12/31/1996,5486.9,,-3993.9,,1493.0,,-1209.3,,,,283.7,-35.5,,52.2,,,-16.7,248.2,-96.6,151.6,0.0,,,151.6,0.0,151.6,0.0,,151.6,151.6,,481.0,0.315,0.315,0.315,481.0,0.315,0.315,0.315,
03/22/1997,4077.800049,,-2932.300049,,1145.5,,-920.700012,,,,224.800003,-20.700001,,38.700001,0.0,,-18.0,204.100002,-81.599998,122.5,0.0,,,122.500004,0.0,122.5,0.0,,122.5,122.5,,443.799988,0.28,0.28,0.28,477.700012,0.26,0.26,0.26,
06/14/1997,5249.200195,,-3743.899902,,1505.300293,,-1207.300049,,,,298.0,-57.800001,,62.700001,0.0,,-4.9,240.199999,-106.099998,134.100006,4.2,,,129.900001,0.0,129.899994,0.0,,129.899994,129.899994,,464.700012,0.28,0.29,0.29,500.600006,0.26,0.27,0.27,
09/06/1997,5371.399902,,-3818.800049,,1552.599854,,-1235.300049,,,,317.299988,-57.499999,,62.299999,0.0,,-4.8,259.799989,-109.800003,150.0,59.900002,,,90.099984,0.0,90.099998,0.0,,90.099998,90.099998,,467.5,0.19,0.32,0.32,502.799988,0.18,0.3,0.3,
01/03/1998,7785.399902,,-5574.100098,,2211.299804,,-1771.699951,,,,439.600006,-67.4,,77.5,,,-10.1,372.200006,-157.300003,214.899994,0.0,,,214.900003,0.0,214.899994,0.0,,214.899994,214.899994,,467.174012,0.46,0.46,0.46,504.399994,0.43,0.43,0.43,
03/28/1998,5389.299805,,-3825.199951,,1564.099854,,-1232.900024,,,,331.200012,-45.800002,,52.900002,0.0,,-7.1,285.400011,-120.599998,164.800003,0.0,,,164.800012,0.0,164.800003,0.0,,164.800003,164.800003,,478.100006,0.34,0.34,0.34,506.700012,0.33,0.33,0.33,
06/20/1998,5583.299805,,-3961.100098,,1622.199707,,-1241.300049,,,,380.899994,-46.5,,51.5,0.0,,-5.0,334.399994,-141.199997,193.199997,0.0,,,193.199997,0.0,193.199997,0.0,,193.199997,193.199997,,480.200012,0.4,0.4,0.4,508.200012,0.38,0.38,0.38,
09/12/1998,5589.0,,-3938.899902,,1650.100098,,-1272.300049,,,,377.799988,-42.299999,,48.799999,0.0,,-6.5,335.499989,-141.800003,193.699997,0.0,,,193.699986,0.0,193.699997,0.0,,193.699997,193.699997,,483.600006,0.4,0.4,0.4,509.399994,0.38,0.38,0.38,
01/02/1999,7922.600098,,-5634.5,,2288.100098,,-1776.300049,,,,511.799988,-70.200003,,81.800003,0.0,,-11.6,441.599985,-186.600006,255.0,0.0,,,254.999979,0.0,255.0,0.0,,255.0,255.0,,483.200012,0.52,0.52,0.52,511.299988,0.5,0.5,0.5,
03/27/1999,6113.2,,-4291.6,,1821.6,,-1396.4,,,,425.2,-64.1,73.3,73.3,0.0,,-9.2,361.1,-155.3,205.8,0.0,,,205.8,0.0,205.8,0.0,,205.8,205.8,,492.6,0.42,0.42,0.42,512.8,0.4,0.4,0.4,
06/19/1999,6337.0,,-4442.0,,1895.0,,-1425.4,,,,469.6,-68.2,74.2,74.2,0.0,,-6.0,401.4,-165.0,236.4,0.0,,,236.4,0.0,236.4,0.0,,236.4,236.4,,496.5,0.48,0.48,0.48,513.0,0.46,0.46,0.46,
09/11/1999,6475.0,,-4556.2,,1918.8,,-1465.5,,,,453.3,-68.1,73.4,73.4,0.0,,-5.3,385.2,-161.8,223.4,0.0,,,223.4,0.0,223.4,0.0,,223.4,223.4,,497.6,0.45,0.45,0.45,513.4,0.44,0.44,0.44,
01/01/2000,9934.7,,-7059.399,,2875.301,,-2225.5,,,,649.801,-123.5,141.3,141.3,0.0,,-17.8,526.301,-221.0,305.301,0.0,,,305.301,0.0,305.301,0.0,,305.301,305.301,,507.7,0.6,0.6,0.6,519.2,0.59,0.59,0.59,
03/25/2000,7086.3,,-4976.6,,2109.7,0.0,-1594.8,,,,514.9,-101.4,,109.8,,-7.1,-1.3,413.5,-171.6,241.9,,,,241.9,,241.9,0.0,0.0,241.9,241.9,,494.2,0.49,0.49,0.49,507.9,0.48,0.48,0.48,
06/17/2000,7418.1,,-5216.4,,2201.7,,-1618.8,,,,582.9,-102.8,108.3,108.3,0.0,,-5.5,480.1,-199.2,280.9,0.0,,,280.9,0.0,280.9,0.0,,280.9,280.9,,496.3,0.57,0.57,0.57,510.5,0.55,0.55,0.55,
09/09/2000,7457.2,,-5220.5,,2236.7,,-1681.8,,,,554.9,-93.3,104.1,104.1,0.0,,-10.8,461.6,-191.6,270.0,0.0,,,270.0,0.0,270.0,0.0,0.0,270.0,270.0,,497.9,0.54,0.54,0.54,511.7,0.53,0.53,0.53,
12/30/2000,10015.3,,-7068.9,,2946.4,,-2317.4,,,,629.0,-117.7,135.0,135.0,0.0,,-17.3,511.3,-212.2,299.1,0.0,,,299.1,0.0,299.1,0.0,,299.1,299.1,66.5,515.0,0.6,0.6,0.73,515.0,0.58,0.58,0.71,
03/24/2001,7666.1,,-5323.5,,2342.6,,-1763.3,,,,579.3,-99.8,109.2,109.2,0.0,,-9.4,479.5,-195.6,283.9,0.0,,,283.9,0.0,283.9,0.0,0.0,283.9,283.9,,504.8,0.56,0.56,0.56,516.2,0.55,0.55,0.55,
06/16/2001,7986.2,,-5497.7,,2488.5,,-1842.2,,,,646.3,-127.2,105.6,105.6,0.0,,21.6,519.1,-211.8,307.3,0.0,,,307.3,0.0,307.3,0.0,0.0,307.3,307.3,17.8,505.7,0.61,0.61,0.65,516.5,0.59,0.59,0.63,
09/08/2001,7962.3,,-5498.0,,2464.3,,-1865.7,,,,598.6,-92.8,101.2,101.2,0.0,,-8.4,505.8,-196.6,309.2,0.0,,,309.2,0.0,309.2,0.0,0.0,309.2,309.2,,505.8,0.61,0.61,0.61,515.2,0.6,0.6,0.6,
12/29/2001,10686.4,,-7377.4,,3309.0,,-2544.3,,,,764.7,-174.0,130.9,130.9,0.0,,43.1,590.7,-237.1,353.6,0.0,,,353.6,0.0,353.6,0.0,0.0,353.6,353.6,25.5,498.0,0.71,0.71,0.76,506.9,0.7,0.7,0.75,
03/23/2002,7366.897949,,-5052.796875,,2314.101074,,-1727.899048,,,,586.202026,-71.099998,,80.099998,0.0,,-9.0,515.102028,-190.100006,325.002014,692.900024,,,-367.898003,0.0,-367.89801,0.0,0.0,-367.89801,-367.89801,,486.700012,-0.76,0.67,0.67,495.0,-0.74,0.66,0.66,
06/15/2002,7513.5,,-5138.199219,,2375.300781,,-1809.399048,,,,565.901978,-76.7,,81.0,0.0,,-4.3,489.201978,-184.199997,305.002014,-4.3,,,309.301981,0.0,309.302002,0.0,0.0,309.302002,309.302002,,481.899994,0.64,0.63,0.72,489.600006,0.63,0.62,0.7,
09/07/2002,7508.0,,-5198.9,,2309.1,,-1778.9,,,,530.2,-82.1,87.2,87.2,0.0,,-5.1,448.1,-167.2,280.9,-0.4,,,281.3,0.0,281.3,0.0,0.0,281.3,281.3,,465.7,0.6,0.6,0.6,471.4,0.6,0.6,0.6,
12/31/2002,10696.9,,-7396.0,,3300.9,,-2747.6,,,,553.3,-1473.4,,182.5,0.0,,1290.9,-920.1,-118.9,-1039.0,11.8,,,-1050.8,0.0,-1050.8,0.0,0.0,-1050.8,-1050.8,,434.9,-2.37,-2.37,0.59,434.9,-2.37,-2.37,0.59,
03/22/2003,8043.3,,-5655.0,,2388.3,,-2276.2,,,,112.1,-101.2,103.7,103.7,0.0,,-2.5,10.9,151.7,162.6,0.0,,,162.6,0.0,162.6,0.0,0.0,162.6,162.6,,441.2,0.37,0.37,0.37,446.0,0.36,0.36,0.36,
06/14/2003,8248.1,,-5764.3,,2483.8,,-2126.4,,,,357.4,-99.3,102.0,102.0,0.0,,-2.7,258.1,-97.1,161.0,0.0,,,161.0,0.0,161.0,0.0,0.0,161.0,161.0,,441.4,0.36,0.36,0.36,445.8,0.36,0.36,0.36,
09/06/2003,8276.5,,-5802.2,,2474.3,,-2048.2,,,,426.1,-96.0,101.0,101.0,0.0,,-5.0,330.1,-127.6,202.5,0.0,,,202.5,0.0,202.5,0.0,0.0,202.5,202.5,,441.8,0.46,0.46,0.46,446.6,0.45,0.45,0.45,
01/03/2004,11043.8,,-7793.6,,3250.2,,-3099.3,,,,150.9,-608.9,135.6,135.6,0.0,,473.3,-458.0,-237.9,-695.9,0.0,,,-695.9,0.0,-695.9,0.0,0.0,-695.9,-695.9,991.5,442.7,-1.57,-1.57,0.66,442.7,-1.57,-1.57,0.66,
03/27/2004,7638.8,,-5362.2,,2276.6,,-2121.4,,,,155.2,-93.1,96.2,96.2,0.0,,-3.1,62.1,-19.0,43.1,0.0,,,43.1,0.0,43.1,0.0,0.0,43.1,43.1,150.5,444.1,0.1,0.1,0.43,448.3,0.1,0.1,0.43,
06/14/2004,8406.5,,-5954.8,,2451.7,,-2134.7,,,,317.0,-90.8,95.5,95.5,0.0,,-4.7,226.2,-71.0,155.2,0.0,,,155.2,0.0,155.2,0.0,0.0,155.2,155.2,,445.6,0.35,0.35,0.46,449.4,0.35,0.35,0.46,
09/11/2004,8297.0,,-5880.4,,2416.6,,-2122.1,,,,294.5,-92.8,96.5,96.5,0.0,,-3.7,201.7,-42.5,159.2,0.0,,,159.2,0.0,159.2,0.0,0.0,159.2,159.2,24.7,446.0,0.36,0.36,0.42,449.7,0.35,0.35,0.41,
01/01/2005,11390.4,,-8033.7,,3356.7,,-2950.5,,,,406.2,-102.3,113.3,123.0,0.0,,-11.0,303.9,-101.2,202.7,0.0,,,202.7,0.0,202.7,0.0,0.0,202.7,202.7,,446.7,0.45,0.45,0.56,449.0,0.45,0.45,0.56,
03/26/2005,8621.4,,-6101.9,,2519.5,,-2224.1,,,,295.4,-82.6,90.3,90.3,0.0,,-7.7,212.8,-81.5,131.3,0.0,,,131.3,0.0,131.3,0.0,0.0,131.3,131.3,,447.0,0.29,0.29,0.29,449.6,0.29,0.29,0.29,
06/18/2005,8803.0,,-6273.1,,2529.9,,-2227.5,,,,302.4,-86.0,94.5,94.5,0.0,,-8.5,216.4,-82.4,134.0,0.0,,,134.0,0.0,134.0,0.0,0.0,134.0,134.0,,447.5,0.3,0.3,0.3,450.1,0.3,0.3,0.3,
09/10/2005,8945.5,,-6388.9,,2556.6,,-2316.9,,,,239.7,-87.8,93.5,93.5,0.0,,-5.7,151.9,-29.4,122.5,0.0,,,122.5,0.0,122.5,0.0,0.0,122.5,122.5,20.4,448.1,0.27,0.27,0.32,451.6,0.27,0.27,0.32,
12/31/2005,12046.1,,-8539.2,,3506.9,,-3129.7,,,,377.2,-109.3,124.3,124.3,0.0,,-15.0,267.9,-94.6,173.3,0.0,,,173.3,0.0,173.3,0.0,0.0,173.3,173.3,,448.7,0.39,0.39,0.51,450.5,0.39,0.39,0.51,
03/25/2006,8894.6,,-6306.4,,2588.2,,-2270.5,,,,317.7,-85.3,93.0,93.0,0.0,,-7.7,232.4,-89.5,142.9,0.0,,,142.9,0.0,142.9,0.0,0.0,142.9,142.9,,449.0,0.32,0.32,0.32,451.0,0.32,0.32,0.32,
06/17/2006,9367.1,,-6682.5,,2684.6,,-2302.4,,,,382.2,-85.1,91.6,91.6,0.0,,-6.5,297.1,-50.9,246.2,0.0,,,246.2,0.0,246.2,0.0,0.0,246.2,246.2,-58.5,447.5,0.55,0.55,0.42,449.4,0.55,0.55,0.42,
09/09/2006,9419.8,,-6753.7,,2666.1,,-2312.0,,,,354.1,-78.8,,90.0,,,-11.2,275.3,-101.8,173.5,,,,173.5,0.0,173.5,0.0,,173.5,173.5,,443.8,0.39,0.39,0.39,447.0,0.39,0.39,0.39,
12/30/2006,12503.5,,-8861.4,,3642.1,,-3096.3,,,,545.8,-110.7,,121.5,,,-10.8,435.1,-127.2,307.9,,,,307.9,,307.9,0.0,,307.9,307.9,,440.7,0.7,0.7,0.61,445.1,0.69,0.69,0.6,
03/24/2007,9321.8,,-6591.2,,2730.6,,-2369.6,,,,361.0,-82.8,89.6,89.6,0.0,,-6.8,278.2,-103.8,174.4,0.0,,,174.4,0.0,174.4,0.0,0.0,174.4,174.4,,440.3,0.4,0.4,0.4,446.4,0.39,0.39,0.39,
06/16/2007,9823.3,,-7022.2,,2801.1,0.0,-2378.7,,,,422.4,-84.3,,89.7,,,-5.4,338.1,-119.9,218.2,0.0,,,218.2,0.0,218.2,0.0,0.0,218.2,218.2,,440.0,0.5,0.5,0.5,446.2,0.49,0.49,0.49,
09/08/2007,9784.5,,-6995.1,,2789.4,,-2398.4,,,,391.0,-84.0,89.2,89.2,,,-5.2,307.0,-112.4,194.6,0.0,,,194.6,0.0,194.6,0.0,0.0,194.6,194.6,,440.2,0.44,0.44,0.44,445.1,0.44,0.44,0.44,
12/29/2007,13356.4,,-9524.5,,3831.9,,-3234.2,,,,597.7,-117.4,120.6,120.6,,,-3.2,480.3,-179.2,301.1,0.0,,,301.1,0.0,301.1,0.0,0.0,301.1,301.1,,440.8,0.68,0.68,0.68,444.9,0.68,0.68,0.68,
03/22/2008,9998.8,,-7120.5,,2878.3,,-2476.4,,,,401.9,-84.9,84.5,84.5,0.0,,0.4,317.0,-123.6,193.4,0.0,,,193.4,0.0,193.4,0.0,0.0,193.4,193.4,,439.4,0.44,0.44,0.44,442.9,0.44,0.44,0.44,
06/14/2008,10120.0,,-7254.8,,2865.2,0.0,-2413.6,,,,451.6,-79.7,,81.7,0.0,,-2.0,371.9,-137.6,234.3,0.0,,,234.3,0.0,234.3,0.0,0.0,234.3,234.3,,437.0,0.54,0.54,0.54,440.3,0.53,0.53,0.53,
09/06/2008,10169.3,,-7373.7,,2795.6,0.0,-2409.3,,,,386.3,-74.3,,80.0,,,-5.7,312.0,-112.3,199.7,,,,199.7,,199.7,0.0,,199.7,199.7,,432.3,0.46,0.46,0.46,435.0,0.46,0.46,0.46,
01/03/2009,13815.9,,-9840.1,,3975.8,,-3362.8,,,,613.0,-109.2,112.5,112.5,0.0,,-3.3,503.8,-165.9,337.9,0.0,,,337.9,0.0,337.9,0.0,0.0,337.9,337.9,,426.5,0.79,0.79,0.79,427.0,0.79,0.79,0.79,
03/28/2009,9236.4,9236.4,-6583.5,6583.5,2652.9,0.0,-2371.4,2371.4,2371.4,0.0,281.5,-77.0,,78.2,,,-1.2,204.5,-60.3,144.2,0.0,0.0,0.0,144.2,0.0,144.2,0.0,0.0,144.2,155.51,11.31,428.0,0.34,0.34,0.363341,429.2,0.34,0.34,0.363341,
06/20/2009,9462.1,9462.1,-6730.6,6730.6,2731.5,0.0,-2373.9,2373.9,2373.9,0.0,357.6,-73.9,,77.2,,,-3.3,283.7,-45.1,238.6,0.0,0.0,0.0,238.6,0.0,238.6,0.0,0.0,238.6,252.64,14.04,421.1,0.57,0.57,0.599953,422.3,0.57,0.57,0.599953,
09/12/2009,9458.3,9458.3,-6784.2,6784.2,2674.1,0.0,-2396.0,2396.0,2396.0,0.0,278.1,-76.8,,78.3,,,-1.5,201.3,-72.5,128.8,0.0,0.0,0.0,128.8,0.0,128.8,0.0,0.0,128.8,145.115,16.315,411.3,0.31,0.31,0.35282,411.9,0.31,0.31,0.349609,
01/02/2010,12693.9,12693.9,-9058.9,9058.9,3635.0,0.0,-5180.9,3206.7,3206.7,1974.2,-1545.9,-96.9,,98.0,,,-1.1,-1642.8,33.7,-1609.1,0.0,0.0,0.0,-1609.1,0.0,-1609.1,0.0,0.0,-1609.1,223.66,1832.76,396.7,-4.06,-4.06,0.563801,396.7,-4.06,-4.06,0.560015,
03/27/2010,9327.1,9327.1,-6677.5,6677.5,2649.6,0.0,-2435.1,2435.1,2435.1,0.0,214.5,-66.4,,69.7,,,-3.3,148.1,-52.3,95.8,0.0,0.0,0.0,95.8,0.2,96.0,0.0,0.0,96.0,114.46,18.46,387.8,0.25,0.25,0.295152,390.0,0.25,0.25,0.295152,
06/19/2010,9519.5,9519.5,-6801.8,6801.8,2717.7,0.0,-2432.5,2432.5,2432.5,0.0,285.2,-66.8,,69.2,,,-2.4,218.4,-77.1,141.3,0.0,0.0,0.0,141.3,0.0,141.3,0.0,0.0,141.3,151.96,10.66,383.6,0.37,0.37,0.396142,385.7,0.37,0.37,0.396142,
09/11/2010,9399.6,9399.6,-6755.0,6755.0,2644.6,0.0,-2402.2,2402.2,2402.2,0.0,242.4,-64.6,,69.4,,,-4.8,177.8,-55.1,122.7,0.0,0.0,0.0,122.7,0.1,122.8,0.0,0.0,122.8,132.225,9.425,376.0,0.33,0.33,0.351662,376.8,0.33,0.33,0.351662,
01/01/2011,12803.7,12803.7,-9208.2,9208.2,3595.5,0.0,-3178.4,3178.4,3178.4,0.0,417.1,-80.3,,90.2,,,-9.9,336.8,-106.1,230.7,0.0,0.0,0.0,230.7,-1.1,229.6,0.0,0.0,229.6,227.585,-2.015,368.9,0.62,0.62,0.616929,370.0,0.62,0.62,0.614554,
03/26/2011,9772.0,9772.0,-7080.9,7080.9,2691.1,0.0,-2471.9,2471.9,2471.9,0.0,219.2,-62.0,,65.7,,,-3.7,157.2,-132.1,25.1,0.0,0.0,0.0,25.1,0.0,25.1,0.0,0.0,25.1,28.805,3.705,366.0,0.07,0.07,0.078702,366.8,0.07,0.07,0.078702,
06/18/2011,10196.4,10196.4,-7443.4,7443.4,2753.0,0.0,-2476.0,2476.0,2476.0,0.0,277.0,-58.1,,61.5,,,-3.4,218.9,-72.9,146.0,0.0,0.0,0.0,146.0,-0.2,145.8,0.0,0.0,145.8,156.46,10.66,350.8,0.42,0.42,0.446009,352.3,0.41,0.41,0.440258,
09/10/2011,10064.3,10064.3,-7347.1,7347.1,2717.2,0.0,-2468.9,2468.9,2468.9,0.0,248.3,-52.0,,60.7,,,-8.7,196.3,-66.0,130.3,0.0,0.0,0.0,130.3,-0.1,130.2,0.0,0.0,130.2,139.56,9.36,342.8,0.38,0.38,0.407118,343.0,0.38,0.38,0.407118,
