Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2000,202.117004,117.861,81.750999,36.110001,9.568,,,7.931,0.964,0.78,6.187,0.0,2.104,,,,137.464005,37.433998,70.549004,-33.115002,27.058001,,0.161,0.0,,,,0.161,64.652999,,7.637,7.637,,1.106,0.067,1.039,1.039,,4.284,,,4.284,13.027,2.336,1.5,0.836,0.836,,10.783,,,,,10.783,13.119,26.146,0.0,386.959991,,,0.0,-210.567993,-0.421005,175.970993,0.0,175.970993,202.116993,
09/30/2000,216.319,117.028,49.641998,67.386002,9.851,,,8.181,1.009,0.497,6.675,0.0,1.942,,,,137.001999,37.659,72.280998,-34.622002,41.471001,,0.187,0.0,,,,0.187,79.317001,,8.021,8.021,,0.826,0.067,0.759,0.759,,3.895,,,3.895,12.742,2.177,1.483,0.694,0.694,,10.428,,,,,10.428,12.605,25.347,0.0,404.953003,,,0.0,-213.779007,-0.201996,190.972,0.0,190.972,216.319,
12/31/2000,208.274002,117.612003,30.978001,86.634003,13.835,,,1.915,0.535,0.053,1.327,0.0,0.78,,,,134.141998,36.933998,73.130997,-36.196999,36.757999,,0.44,0.0,0.0,0.0,,0.44,74.131998,,2.59,2.59,,0.612,0.067,0.545,0.545,,10.584,,,10.584,13.786,2.069,1.466,0.603,0.603,,10.289,,,,,10.289,12.358,26.144,0.0,406.428009,,,0.0,,-224.298004,182.130005,0.0,182.130005,208.274005,
03/31/2001,349.184998,274.002998,183.619995,90.383003,8.608,,,2.668,0.617,0.499,1.552,0.0,1.357,,,,286.635986,37.166,,,25.209999,,0.173,0.0,0.0,0.0,,0.173,62.548999,,9.404,9.404,,0.537,0.067,0.47,0.47,,3.913999,,,3.913999,13.855,1.914,1.45,0.464,0.464,,9.005,,,,,9.005,10.919,24.774,0.0,561.028992,,,0.0,-236.554993,-0.063004,324.410995,0.0,324.410995,349.184995,
06/30/2001,336.295013,244.806999,142.955002,101.851997,4.38,,,2.263,508.0,0.0,1755.0,0.0,1.332,,,,252.781998,37.618999,,,45.658001,,0.236,0.0,0.0,0.0,,0.236,83.513,,2.377,2.377,,0.568,0.067,0.501,0.501,,9.981,,,9.981,12.926,1.749,1.433,0.316,0.316,,8.326,,,,,8.326,10.075,23.001,0.0,564.838989,,,0.0,-251.389008,-0.155991,313.293991,0.0,313.293991,336.294991,
09/30/2001,318.613007,240.709,99.973999,140.735001,3.547,,,3.056,0.385,0.044,2.627,0.0,5.415,,,,252.727005,37.417999,,,27.319,,1.149,0.0,0.0,0.0,,1.149,65.886,,10.12,10.12,,0.523,0.067,0.456,0.456,,3.772,,,3.772,14.415,1.646,1.416,0.23,0.23,,7.681,,,,,7.681,9.327,23.742,0.0,565.479004,,,0.0,-271.320007,0.712006,294.871002,0.0,294.871002,318.613002,
12/31/2001,495.397003,374.189003,247.393005,126.795998,2.975,,,3.973,0.374,0.227,3.372,0.0,13.049,,,,394.186005,39.448002,82.408997,-42.960999,32.419998,,29.343,0.0,0.0,0.0,,29.343,101.211,,3.007,3.007,,0.426,0.0,0.426,0.426,,18.588999,,,18.588999,22.021999,200.149994,199.999994,0.15,0.15,,6.87,,,,,6.87,207.019994,229.041993,0.0,567.66803,,,0.0,,-301.312988,266.355042,0.0,266.355042,495.397035,
03/31/2002,471.86499,314.127991,135.468994,178.658997,2.739,,,4.989,0.401,0.738,3.85,0.0,15.262,,,,337.118011,42.042999,,,63.352001,,29.351999,0.0,0.0,0.0,,29.351999,134.747,,17.068001,17.068001,,0.412,0.0,0.412,0.412,,5.463999,,,5.463999,22.944,200.052994,199.999994,0.053,0.053,,6.384,,,,,6.384,206.436994,229.380994,0.0,569.656982,,,0.0,-325.143005,-2.029999,242.483978,0.0,242.483978,471.864972,
06/30/2002,440.450989,287.825996,69.374001,218.451996,2.986,,,5.365,0.354,0.21,4.801,0.0,13.528,,,,309.704987,47.465,,,59.587002,,23.694,0.0,0.0,0.0,,23.694,130.746002,,16.933001,16.933001,,0.324,0.0,0.324,0.324,,4.219999,,,4.219999,21.476999,200.0,200.0,0.0,0.0,,5.815,,,,,5.815,205.815,227.291999,0.0,569.927979,,,0.0,-355.56601,-1.203003,213.158966,0.0,213.158966,440.450965,
09/30/2002,418.592,283.55,75.574,207.976,4.521,,,6.152,0.368,0.626,5.158,0.0,19.6,,,,313.823,56.138,,,30.987,30.987,17.644,0.0,0.0,0.0,,17.644,104.769,,4.09,4.09,,0.237,0.0,0.237,0.237,,28.327,,,28.327,32.654,200.0,200.0,0.0,0.0,,5.15,,,,,5.15,205.15,237.804,0.0,569.962,,,0.0,-388.382,-0.792,180.788,0.0,180.788,418.592,
12/31/2002,391.574005,253.359001,80.077003,173.281998,4.017,,,6.831,0.357,0.261,6.213,0.0,12.741,,,,276.947998,76.824997,127.193001,-50.368,20.402,,17.399,0.0,0.0,0.0,,17.399,114.625998,,13.297,13.297,,0.15,0.0,0.15,0.15,,26.671,,,26.671,40.118,200.0,200.0,0.0,0.0,,5.475,,,,,5.475,205.475,245.593,0.0,573.228027,,,0.0,-424.075012,-3.171997,145.981018,0.0,145.981018,391.574018,
03/31/2003,430.441,295.65,191.586,104.064,7.238,7.238,,8.437,0.403,1.077,6.957,0.0,18.415,,,,329.74,82.648,,,6.282,,11.771,0.0,0.0,0.0,,11.771,100.701,,25.201,25.201,,0.061,0.0,0.061,0.061,,34.104,,,34.104,59.366,200.0,200.0,0.0,0.0,,5.46,,,,,5.46,205.46,264.826,0.0,622.556,,,0.0,-454.185,-2.756,165.615,0.0,165.615,430.441,
06/30/2003,395.547,262.961,129.659,133.302,7.871,7.871,,10.342,0.456,0.626,9.26,0.0,13.976,,,,295.15,84.67,,,4.185,4.185,11.542,,,,,11.542,100.397,,14.043,14.043,,0.0,0.0,0.0,0.0,,35.021,,,35.021,49.064,205.147,205.147,0.0,0.0,,3.493,,,,,3.493,208.64,257.704,,622.983,,,0.0,-482.921,-2.219,137.843,,137.843,395.547,
09/30/2003,500.501007,368.340004,298.617004,69.723,9.197,,,7.698,0.429,0.951,6.318,0.0,19.143,,,,404.377991,83.714996,,,6.45,,5.958,0.0,0.0,0.0,,5.958,96.122996,,20.966999,20.966999,,9.296,9.296,0.0,0.0,,24.473001,,,24.473001,54.736,200.0,200.0,0.0,0.0,,89.563004,,,,,89.563004,289.563004,344.299004,0.0,670.174988,,,0.0,-512.156006,-1.817017,156.201965,0.0,156.201965,500.500969,
12/31/2003,479.554993,282.861008,118.285004,164.576004,15.529,,,9.006,0.388,0.0,8.618,0.0,12.811,,,,320.207001,80.723,143.707993,-62.985001,72.792,,5.833,0.0,0.0,0.0,,5.833,159.348,,3.878,3.878,,13.817,13.817,0.0,0.0,,55.227996,,,55.227996,72.922997,200.0,200.0,0.0,0.0,,68.988998,,,,,68.988998,268.988998,341.911995,0.0,673.172974,,,0.0,-531.53302,-3.997009,137.642944,0.0,137.642944,479.554939,
03/31/2004,506.178009,309.759003,174.033997,135.725006,59.882,59.882,,9.098,0.396,0.889,7.813,0.0,13.545,,,,392.283997,77.615997,,,30.642,,5.636,0.0,0.0,0.0,,5.636,113.893998,,2.939,2.939,,0.0,0.0,0.0,0.0,,33.395999,,,33.395999,36.334999,200.0,200.0,0.0,0.0,,65.737,,,,,65.737,265.737,302.071999,0.0,674.296997,,,0.0,0.0,-470.19101,204.105988,0.0,204.105988,506.177986,
06/30/2004,488.174011,338.532005,122.833,215.699005,25.396999,25.396999,,10.85,0.4,1.326,9.124,0.0,8.551,,,,383.329987,75.986,,,23.622999,,5.235,0.0,0.0,0.0,,5.235,104.843999,,3.548,3.548,,0.0,0.0,0.0,0.0,,33.824002,,,33.824002,37.372002,200.0,200.0,0.0,0.0,,60.672001,,,,,60.672001,260.672001,298.044003,0.0,674.559998,,,0.0,0.0,-484.429993,190.130005,0.0,190.130005,488.174007,
09/30/2004,472.684998,273.166992,105.046997,168.119995,24.865999,24.865999,,4.266,0.404,0.609,3.253,0.0,8.939,,,,311.238007,73.942001,,,82.469002,,5.036,0.0,0.0,0.0,,5.036,161.447003,,5.185,5.185,,0.0,0.0,0.0,0.0,,30.715002,,,30.715002,35.900002,200.0,200.0,0.0,0.0,,57.911999,,,,,57.911999,257.911999,293.812,0.0,673.690002,,,0.0,0.0,-494.816986,178.873016,0.0,178.873016,472.685017,
12/31/2004,473.108,295.982,101.234,194.748,43.102,43.102,,3.229,0.31,0.692,2.227,0.0,1.642,,,,343.955,71.239,148.52,-77.281,52.93,,4.984,0.0,0.0,0.0,,4.984,129.153,,4.407,4.407,,0.0,0.0,0.0,0.0,,29.732,,,29.732,34.139,200.0,200.0,0.0,0.0,,56.426,,,,,56.426,256.426,290.565,0.0,675.445,,,0.0,-489.834,-3.068,182.543,0.0,182.543,473.108,
03/31/2005,470.291992,353.905991,147.815994,206.089996,10.371,10.371,,3.087,0.339,0.266,2.482,0.0,2.49,,,,369.854004,69.055,,,26.622,,4.761,0.0,0.0,0.0,,4.761,100.438,,17.468,17.468,,0.0,0.0,0.0,0.0,,12.462999,,,12.462999,29.931,200.0,200.0,0.0,0.0,,54.577,,,,,54.577,254.577,284.507999,0.0,682.633972,,,0.0,-493.957001,-2.893005,185.783966,0.0,185.783966,470.291965,
06/30/2005,446.947998,335.813004,145.201004,190.612,16.83,16.83,,3.746,0.39,0.543,2.813,0.0,2.923,,,,359.312012,67.365997,,,15.798,,4.472,0.0,0.0,0.0,,4.472,87.635998,,17.042999,17.042999,,0.0,0.0,0.0,0.0,,12.906,,,12.906,29.948999,200.0,200.0,0.0,0.0,,51.938999,,,,,51.938999,251.938999,281.887999,0.0,688.020996,,,0.0,-520.955994,-2.005005,165.059998,0.0,165.059998,446.947996,
09/30/2005,419.275,307.542,176.093,131.449,10.536,10.536,,2.837,0.359,0.328,2.15,0.0,4.043,,,,324.958,64.044,,,26.02,26.02,4.253,,0.0,,,4.253,94.317,,3.452,3.452,,0.0,,,,,30.069,,,30.069,33.521,200.0,,,,,49.373,,,,,49.373,249.373,282.894,0.0,693.482,,,0.0,-555.608,-1.493,136.381,0.0,136.381,419.275,
12/31/2005,423.501,298.545,184.508,114.037,36.521,36.521,,2.904,0.278,1.423,1.203,0.0,3.422,,,,341.392,60.535,150.632,-90.097,18.109,,3.465,0.0,0.0,0.0,,3.465,82.109,,4.203,4.203,,0.0,,,,,36.154,,,36.154,40.357,200.0,,,,,69.142,,,,,69.142,269.142,309.499,0.0,700.067,,,0.0,-585.28,-0.785,114.002,0.0,114.002,423.501,
