Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1996,235.645008,-110.667999,124.977009,0.335,36.879002,13.805,175.996011,-9.723,166.273011,-109.973999,56.299,0.0,56.299,-18.738001,37.561001,0.0,0.0,37.561001,0.0,37.561001,0.0,0.0,37.560999,0.329081,0.329081,0.329081,115.626247,0.329081,0.329081,0.329081,115.626247,
09/30/1996,240.467003,-114.498001,125.969002,-0.391,41.720001,11.232,178.530003,-9.168,169.362003,-107.264,62.098,-1.7,60.398,-20.101,40.297001,0.0,0.0,40.297001,0.0,40.297001,1.7,-0.566,41.431,0.370216,0.361989,0.361989,112.616656,0.361989,0.353762,0.353762,112.616656,
12/31/1996,242.044002,-116.867996,125.176006,15.497,39.785999,,180.459005,-10.093,170.366005,-107.954002,62.411999,0.0,62.411999,-20.802999,41.609001,0.0,0.0,41.609001,0.0,41.609001,0.0,0.0,41.609,0.378443,0.378443,0.378443,109.891487,0.370216,0.370216,0.370216,110.778809,
03/31/1997,276.009003,-132.947006,143.061996,,,,143.061996,-10.371,132.690996,,69.209,0.0,69.209,-23.677999,45.530273,0.0,0.0,45.530998,0.0,45.530998,0.0,0.0,45.531,0.362812,0.362812,0.362812,125.493731,0.362812,0.362812,0.362812,125.493731,
06/30/1997,287.19101,-140.785995,146.405014,,,,146.405014,-12.041,134.364014,,88.129997,0.0,88.129997,-30.698,57.431999,0.0,0.0,57.431999,0.0,57.431999,0.0,0.0,57.431997,0.462585,0.462585,0.462585,124.155281,0.462585,0.462585,0.462585,124.155281,
09/30/1997,290.694,-143.651993,147.042007,,,,147.042007,-11.939,135.103007,,73.938004,0.0,73.938004,-25.812,48.125999,0.0,0.0,48.125999,0.0,48.125999,0.0,0.0,48.126003,0.390023,0.390023,0.390023,123.393567,0.390023,0.390023,0.390023,123.393567,
12/31/1997,292.652008,-146.453003,146.199005,,,,146.199005,-12.626,133.573005,,72.996002,0.0,72.996002,-25.667,47.328999,0.0,0.0,47.328999,0.0,47.328999,0.0,0.0,47.329002,0.390455,0.390455,0.390455,122.532291,0.380952,0.380952,0.380952,123.517426,
03/31/1998,294.298996,-146.283005,148.015991,0.838,65.700996,16.089001,230.643988,-15.381,215.262989,-136.220993,79.042,0.0,79.042,-27.518999,51.522999,0.0,0.0,51.522999,0.0,51.522999,0.0,0.0,51.523001,0.425872,0.426736,0.426736,120.555067,0.426736,0.426736,0.426736,121.567989,
06/30/1998,290.233994,-145.434006,144.799988,2.588,73.791,10.858,232.036988,-11.858,220.178988,-135.388,84.791,0.0,84.791,-29.957001,54.834,0.0,0.0,54.834,0.0,54.834,0.0,0.0,54.834,0.457143,0.457143,0.457143,119.009362,0.453515,0.453515,0.453515,119.979559,
09/30/1998,314.733002,-154.647995,160.085007,3.949,75.725998,15.877,255.637004,-8.664,246.973005,-153.455002,93.517998,0.0,93.517998,-31.634001,61.883999,0.0,0.0,61.883999,0.0,61.883999,0.0,0.0,61.883997,0.486168,0.486168,0.486168,128.768689,0.47619,0.47619,0.47619,129.985854,
12/31/1998,386.850006,-193.382996,193.46701,9.524,81.179001,13.358,297.528011,-11.315,286.213012,-174.873993,111.338997,-24.993,86.345997,-29.261,57.084999,0.0,0.0,57.084999,0.0,57.084999,24.993,-5.293,76.784997,0.495238,0.342857,0.342857,115.267791,0.495238,0.342857,0.342857,115.26748,
03/31/1999,357.986992,-171.166,186.820992,2.762,95.053001,18.673,303.308993,-8.196,295.112993,-181.195007,113.917999,0.0,113.917999,-39.438999,74.478996,0.0,0.0,74.478996,-0.185,74.293996,0.0,0.0,74.294,0.530612,0.530612,0.530612,139.629423,0.530612,0.530612,0.530612,141.369163,
06/30/1999,360.580009,-167.985992,192.594017,5.301,101.752998,9.832,309.480015,-5.964,303.516015,-191.25,112.265999,0.0,112.265999,-39.849998,72.416,0.0,0.0,72.416,-0.185,72.231,0.0,0.0,72.231,0.52,0.52,0.52,138.974844,0.509524,0.510476,0.510476,140.600249,
09/30/1999,369.94101,-170.972656,198.968353,0.008,99.328003,10.939,309.243356,-8.358,300.885357,-183.817001,117.068001,-26.0,91.068001,-32.083,58.985001,0.0,0.0,58.985001,-0.185,58.800001,26.0,-8.4,76.400001,0.552381,0.419048,0.419048,138.792998,0.552381,0.419048,0.419048,140.264001,
12/31/1999,390.515007,-189.335007,201.18,7.629,86.085999,28.74,323.634999,-7.732,315.902999,-193.033005,122.870003,0.0,122.870003,-43.763,79.107002,0.0,0.0,79.107002,0.0,79.107002,0.0,0.0,79.107002,0.580952,0.580952,0.580952,123.553498,0.571429,0.571429,0.571429,124.4544,
03/31/2000,381.496002,-189.880997,191.615005,-0.457,96.290001,16.854,304.302007,-10.632,293.670007,-182.792999,110.876999,-26.1,84.776999,-26.676001,58.101002,0.0,0.0,58.101002,-0.185,57.916002,26.1,-8.6,75.415998,0.56,0.42,0.42,137.519543,0.56,0.42,0.42,138.799503,
06/30/2000,413.141998,-217.212997,195.929001,0.01,98.681999,15.081,309.702,-8.97,300.732,-179.658005,121.073997,-39.299999,81.773998,-26.089001,55.685001,0.0,0.0,55.685001,-0.185,55.500001,39.299999,-13.2,81.599997,0.59,0.4,0.4,137.205994,0.59,0.4,0.4,138.572006,
09/30/2000,433.340012,-237.328995,196.011017,0.004,99.343002,15.872,311.230019,-8.599,302.631019,-184.186005,118.445,0.0,118.445,-36.791,81.653999,0.0,0.0,81.653999,-0.185,81.468999,0.0,0.0,81.468999,0.59,0.59,0.59,136.964996,0.59,0.59,0.59,138.268005,
12/31/2000,,,,,,,,,,,,,,,,,,82.906998,,82.906998,,,,0.6,0.6,0.6,138.479004,0.59,0.59,0.59,140.078003,
