Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,4319.13916,330.214005,203.175003,127.039001,218.716003,,,0.0,,,,,36.653999,,,585.583984,275.266998,532.421997,-257.154999,0.0,3458.288086,,,,,3458.288086,3733.555084,,59.764,59.764,,126.954002,,,,,,491.213028,,,491.213028,677.93103,514.112,,,,,2094.0,,,,,,2094.0,2608.112,3286.04303,0.0,408.89801,,,-24.204,,648.401999,1033.096008,0.0,1033.096008,4319.139038,
09/30/1994,4489.733887,272.371002,171.768005,100.602997,233.410004,,,0.0,,,,,35.766998,,,541.547974,309.424988,585.203979,-275.778992,0.0,3638.760986,,,,,3638.760986,3948.185974,,75.189003,75.189003,,100.512001,,,,,,505.046005,,,505.046005,680.747009,479.459991,,,,,2253.0,,,,,,2253.0,2732.459991,3413.207001,0.0,408.071014,,,-25.601,,694.056993,1076.527008,0.0,1076.527008,4489.734009,
12/31/1994,5419.443848,363.337006,166.203003,197.134003,225.552002,,,0.0,,,,,49.071999,,,637.960999,303.294006,565.883972,-262.589996,0.0,4478.188965,,,,,4478.188965,4781.482971,,90.358002,90.358002,,232.046005,,,,,,487.73497,,,487.73497,810.138977,474.679993,,,,,3119.365967,,,,,,3119.365967,3594.04596,4404.184937,0.0,413.882996,,,-130.537994,,731.913971,1015.258973,0.0,1015.258973,5419.44391,
03/31/1995,6644.395996,157.453003,63.360001,94.093002,250.824005,,,0.0,,,,,245.156006,,,653.432983,341.300995,623.906006,-282.605011,0.0,5649.662109,,,,,5649.662109,5990.963104,,97.718002,97.718002,,150.0,,,,,,715.334,,,715.334,963.052002,611.489014,,,,,3553.241943,,,,,,3553.241943,4164.730957,5127.782959,0.0,862.223999,,,-141.548996,,795.937973,1516.612976,0.0,1516.612976,6644.395935,
06/30/1995,7396.253906,379.103004,111.433998,267.669006,303.911987,,,0.0,,,,,4079.695068,,,4762.709961,367.287994,653.463013,-286.174988,0.0,2266.256104,,,,,2266.256104,2633.544098,,129.091995,129.091995,,372.0,,,,,,578.786057,,,578.786057,1079.878052,468.291992,,,,,4088.519043,,,,,,4088.519043,4556.811035,5636.689087,0.0,940.877014,,,-36.912998,,855.600986,1759.565002,0.0,1759.565002,7396.254089,
09/30/1995,7828.670898,108.239998,62.634998,45.605,336.928009,,,0.0,,,,,4444.104004,,,4889.271973,399.144989,701.416016,-302.270996,0.0,2540.253906,,,,,2540.253906,2939.398895,,127.970001,127.970001,,323.829987,,,,,,546.028015,,,546.028015,997.828003,632.671997,,,,,4385.855957,,,,,,4385.855957,5018.527954,6016.355957,0.0,938.408997,,,-45.159,,919.065006,1812.315002,0.0,1812.315002,7828.670959,
12/31/1995,12217.799805,5206.300049,1970.699951,3235.600098,835.900024,,,0.0,,,,,1235.300049,,,7277.5,571.400024,1059.199951,-487.799988,0.0,4368.899902,,,,,4368.899902,4940.299926,,239.0,239.0,,689.299988,,,,,,6644.099914,,,6644.099914,7572.399902,885.5,,,,,614.799988,,,,,,614.799988,1500.299988,9072.69989,0.0,2023.199951,,,-45.599998,,1167.500022,3145.099975,0.0,3145.099975,12217.799865,
03/31/1996,12737.099609,215.800003,215.800003,0.0,879.599976,,,0.0,,,,,6402.799805,,,7498.200195,622.599976,,,0.0,4616.299805,,,,,4616.299805,5238.89978,,1374.199951,1374.199951,,,,,,,,6342.500244,,,6342.500244,7716.700195,1799.599976,,,,,0.0,,,,,,0.0,1799.599976,9516.300171,0.0,2054.600098,,,-23.6,,1189.799952,3220.800049,0.0,3220.800049,12737.10022,
06/30/1996,13167.200195,190.0,190.0,0.0,934.299988,,,0.0,,,,,6676.600098,,,7800.899902,667.299988,,,0.0,4699.0,,,,,4699.0,5366.299988,,1444.300049,1444.300049,,,,,,,,6631.900146,,,6631.900146,8076.200195,1768.800049,,,,,0.0,,,,,,0.0,1768.800049,9845.000244,0.0,2054.600098,,,-14.8,,1282.399976,3322.200073,0.0,3322.200073,13167.200317,
09/30/1996,13506.299805,319.700012,319.700012,0.0,905.799988,,,0.0,,,,,6533.100098,,,7758.600098,732.799988,,,0.0,5014.899902,,,,,5014.899902,5747.69989,,1508.900024,1508.900024,,,,,,,,6480.499878,,,6480.499878,7989.399902,2012.800049,,,,,0.0,,,,,,0.0,2012.800049,10002.199951,0.0,2081.100098,,,-8.6,,1431.6,3504.100098,0.0,3504.100098,13506.300049,
12/31/1996,14340.099609,6406.800049,2115.800049,4291.0,958.099976,,,0.0,,,,,1054.699951,,,8419.599609,757.099976,1420.300049,-663.200012,0.0,5163.399902,,,,,5163.399902,5920.499878,,557.400024,557.400024,,1708.5,,,,,,8364.399781,,,8364.399781,10630.299805,0.0,,,,,0.0,,,,,,0.0,0.0,10630.299805,0.0,2106.300049,,,-33.5,,1637.0,3709.800049,0.0,3709.800049,14340.099854,
03/31/1997,14400.5,453.5,453.5,,974.599976,,,0.0,,,,,7284.0,,,8712.099609,773.900024,,,0.0,4914.5,,,,,4914.5,5688.400024,,1469.699951,1469.699951,,,,,,,,7248.399658,,,7248.399658,8718.099609,1879.300049,,,,,0.0,,,,,,0.0,1879.300049,10597.399658,0.0,2115.5,,,-20.9,,1708.499975,3803.099976,0.0,3803.099976,14400.499634,
06/30/1997,14630.700195,393.899994,393.899994,,939.0,,,0.0,,,,,7482.0,,,8814.900391,787.0,,,0.0,5028.799805,,,,,5028.799805,5815.799805,,1490.900024,1490.900024,,,,,,,,7413.39978,,,7413.39978,8904.299805,2157.0,,,,,53.299999,,,,,,53.299999,2210.299999,11114.599804,0.0,2132.300049,,,-231.600006,,1615.400055,3516.100098,0.0,3516.100098,14630.699902,
09/30/1997,15112.799805,419.600006,419.600006,0.0,912.5,,,0.0,,,,,8024.899902,,,9357.0,766.799988,,,0.0,4989.0,,,,,4989.0,5755.799988,,1626.300049,1626.300049,,,,,,,,7938.100342,,,7938.100342,9564.400391,2135.600098,,,,,119.300003,,,,,,119.300003,2254.900101,11819.300491,0.0,2141.399902,,,-564.099976,,1716.199951,3293.499878,0.0,3293.499878,15112.800369,
12/31/1997,15315.200195,7471.199951,2586.199951,4885.0,984.200012,,,0.0,0.0,0.0,0.0,,1304.0,,,9759.400391,774.900024,1567.400024,-792.5,0.0,4780.899902,4202.100098,,,,578.799804,5555.799926,,650.299988,650.299988,,616.299988,,,,,,9256.900024,,,9256.900024,10523.5,1134.400024,,,,,0.0,,,,,,0.0,1134.400024,11657.900024,0.0,2137.399902,,,-55.799999,,1575.700023,3657.299926,0.0,3657.299926,15315.19995,
03/31/1998,15560.200195,327.899994,327.899994,0.0,930.299988,,,0.0,0.0,0.0,0.0,,8527.5,,,9785.700195,837.299988,,,0.0,4937.200195,4346.200195,,,,591.0,5774.500183,,1644.300049,1644.300049,,,,,,,,8419.699951,,,8419.699951,10064.0,1737.800049,,,,,0.0,,,,,,0.0,1737.800049,11801.800049,0.0,2141.899902,,,-69.800003,,1686.300003,3758.399902,0.0,3758.399902,15560.199951,
06/30/1998,15615.099609,371.799988,371.799988,0.0,880.5,,,0.0,0.0,0.0,0.0,,8627.5,,,9879.799805,822.200012,,,0.0,4913.100098,4340.0,,,,573.100098,5735.30011,,1721.400024,1721.400024,,,,,,,,8525.099976,,,8525.099976,10246.5,1584.099976,,,,,0.0,,,,,,0.0,1584.099976,11830.599976,0.0,2143.300049,,,-78.5,,1719.699951,3784.5,0.0,3784.5,15615.099976,
09/30/1998,15205.400391,510.899994,510.899994,,866.5,,,0.0,0.0,0.0,0.0,,8131.799805,,,9509.200195,834.0,,,0.0,4862.200195,4164.0,,,,698.200195,5696.200195,,1707.800049,1707.800049,,,,,,,,7964.699951,,,7964.699951,9672.5,1602.300049,,,,,0.0,,,,,,0.0,1602.300049,11274.800049,0.0,2148.699951,,,-131.600006,,1913.50003,3930.599975,0.0,3930.599975,15205.400024,
12/31/1998,16587.0,459.5,459.5,0.0,940.099976,,,0.0,0.0,0.0,0.0,,9758.0,,,11157.599609,781.0,1632.800049,-851.799988,0.0,4648.399902,3993.300049,,,,655.099854,5429.399902,,607.900024,607.900024,,442.299988,,,,,,10651.500183,,,10651.500183,11701.700195,1129.400024,,,,,0.0,,,,,,0.0,1129.400024,12831.10022,0.0,2147.699951,,,-339.799988,,1947.999939,3755.899902,0.0,3755.899902,16587.000122,
03/31/1999,16220.099609,469.299988,469.299988,0.0,854.599976,,,0.0,0.0,0.0,0.0,,9445.5,,,10769.400391,753.0,,,0.0,4697.700195,3969.600098,2865.899902,1103.700196,,728.100097,5450.700195,,1656.800049,1656.800049,,0.0,,,,,,9296.699951,,,9296.699951,10953.5,1507.0,,,,,0.0,,,,,,0.0,1507.0,12460.5,0.0,2158.399902,,,-440.100006,,2041.299957,3759.599853,0.0,3759.599853,16220.099853,
06/30/1999,16887.800781,464.600006,464.600006,,871.799988,,,0.0,0.0,0.0,0.0,,10065.700195,,,11402.099609,755.200012,,,0.0,4730.5,3957.800049,2852.399902,1105.400147,,772.699951,5485.700012,,1614.900024,1614.900024,,0.0,,,,,,10080.899781,,,10080.899781,11695.799805,1485.300049,,,,,0.0,,,,,,0.0,1485.300049,13181.099854,0.0,2169.600098,,,-575.599976,,2112.699952,3706.700074,0.0,3706.700074,16887.799928,
09/30/1999,16131.400391,520.599976,520.599976,0.0,889.099976,,,0.0,0.0,0.0,0.0,0.0,8987.400391,,,10397.099609,740.299988,,,0.0,4994.0,3757.199951,,,,1236.800049,5734.299988,,1486.699951,1486.699951,,0.0,,,,,,9032.70044,,,9032.70044,10519.400391,2194.600098,,,,,0.0,,,,,,0.0,2194.600098,12714.000489,0.0,2179.0,,,-1044.599976,,2283.0,3417.400024,0.0,3417.400024,16131.400513,
12/31/1999,17004.800781,1044.0,1044.0,0.0,908.5,,,0.0,0.0,0.0,0.0,,9585.599609,,,11538.099609,710.599976,1629.699951,-919.099976,0.0,4756.100098,3482.5,2480.199951,1002.300049,,1273.600098,5466.700073,,560.5,560.5,,506.100006,,,,,,10958.499603,,,10958.499603,12025.099609,1072.0,,,,,0.0,,,,,,0.0,1072.0,13097.099609,0.0,2185.199951,,,-1153.900024,,2876.400024,3907.699951,0.0,3907.699951,17004.799561,
03/31/2000,15385.099609,403.0,403.0,0.0,760.599976,,,0.0,0.0,0.0,0.0,,8855.900391,,,10019.5,694.200012,,,0.0,4671.399902,3398.600098,,,,1272.799804,5365.599914,,1463.599976,1463.599976,,0.0,,,,,,8958.199829,,,8958.199829,10421.799805,1171.800049,,,,,0.0,,,,,,0.0,1171.800049,11593.599854,0.0,2202.800049,,,-1390.900024,,2979.599975,3791.5,0.0,3791.5,15385.099854,
06/30/2000,15799.0,532.700012,532.700012,0.0,773.0,,,0.0,0.0,0.0,0.0,,9186.099609,,,10491.799805,662.200012,,,0.0,4645.0,3355.699951,,,,1289.300049,5307.200012,,1509.099976,1509.099976,,0.0,,,,,,9276.499633,,,9276.499633,10785.599609,1197.199951,,,,,0.0,,,,,,0.0,1197.199951,11982.79956,0.0,2220.5,,,-1533.900024,,3129.599975,3816.199951,0.0,3816.199951,15798.999511,
09/30/2000,16369.0,592.299988,592.299988,0.0,855.900024,,,0.0,0.0,0.0,0.0,,9224.700195,,,10672.900391,641.700012,,,0.0,5054.399902,3562.600098,2596.300049,966.300049,,1491.799804,5696.099914,,1746.800049,1746.800049,,0.0,,,,,,9259.29956,,,9259.29956,11006.099609,1871.900024,,,,,0.0,,,,,,0.0,1871.900024,12877.999633,0.0,2228.199951,,,-2130.100098,,3392.900147,3491.0,0.0,3491.0,16368.999633,
12/31/2000,17295.099609,853.299988,853.299988,0.0,970.700012,,,0.0,0.0,0.0,0.0,,9816.599609,,,11640.599609,624.299988,1678.300049,-1054.0,0.0,5030.200195,3568.899902,2563.300049,1005.599854,,1461.300293,5654.500183,,742.700012,742.700012,,854.799988,,,,,,10994.700195,,,10994.700195,12592.200195,975.200012,,,,,0.0,,,,,,0.0,975.200012,13567.400208,0.0,2297.199951,,,-2267.699951,3717.100098,-18.900146,3727.699951,0.0,3727.699951,17295.100159,
03/31/2001,18489.699219,799.5,799.5,0.0,912.400024,,,0.0,0.0,0.0,0.0,0.0,10864.099609,,,12576.0,622.599976,,,0.0,5291.100098,3741.199951,,,,1549.900147,5913.700074,,1924.5,1924.5,,0.0,0.0,0.0,0.0,,,10735.400391,,,10735.400391,12659.900391,2169.199951,2169.199951,0.0,0.0,,0.0,,,,,,0.0,2169.199951,14829.100342,0.0,2360.5,,,-2410.100098,,3710.200074,3660.599976,0.0,3660.599976,18489.700318,
06/30/2001,19546.199219,880.599976,880.599976,0.0,959.5,,,0.0,0.0,0.0,0.0,,11648.200195,,,13488.299805,611.599976,,,0.0,5446.299805,3838.699951,2759.800049,1078.899902,,1607.599854,6057.89978,,1867.099976,1867.099976,,,,,,,,11540.10022,,,11540.10022,13407.200195,2292.199951,,,,,0.0,,,,,,0.0,2292.199951,15699.400146,0.0,2399.100098,,,-2486.300049,,3934.0,3846.800049,0.0,3846.800049,19546.200195,
09/30/2001,20574.300781,774.5,774.5,0.0,968.700012,,,0.0,0.0,0.0,0.0,,12434.599609,,,14177.799805,622.099976,,,0.0,5774.399902,4275.700195,3077.199951,1198.500244,,1498.699707,6396.499878,,2283.100098,2283.100098,,0.0,,,,,,12235.499511,,,12235.499511,14518.599609,2643.600098,,,,,0.0,,,,,,0.0,2643.600098,17162.199707,0.0,2408.800049,,,-3075.199951,,4078.499939,3412.100037,0.0,3412.100037,20574.299744,
12/31/2001,21912.2,917.5,917.5,0.0,1051.0,1051.0,,0.0,0.0,0.0,0.0,0.0,13166.9,,,15135.4,654.9,1847.1,-1192.2,,6121.9,4670.5,3439.0,1231.5,778.5,672.9,6776.8,,2189.6,2189.6,,0.0,-1.5,1.5,1.5,,,13100.6,,,13100.6,15290.2,3102.1,3101.9,0.2,0.2,,0.0,,,,,,0.0,3102.1,18392.3,0.0,2420.1,,,-3122.1,4365.2,-143.3,3519.9,0.0,3519.9,21912.2,
03/31/2002,21719.599609,800.900024,800.900024,0.0,1047.599976,,,0.0,0.0,0.0,0.0,,13121.0,,,14969.5,663.0,,,0.0,6087.100098,4714.600098,3444.699951,1269.900147,,1372.5,6750.100098,,2128.100098,2128.100098,,0.0,,,,,,13106.399902,,,13106.399902,15234.5,2734.5,,,,,0.0,,,,,,0.0,2734.5,17969.0,0.0,2510.600098,,,-3016.100098,,4256.100098,3750.600098,0.0,3750.600098,21719.600098,
06/30/2002,22630.199219,833.599976,833.599976,0.0,1158.0,,,0.0,0.0,0.0,0.0,0.0,13636.799805,,,15628.400391,682.299988,,,0.0,6319.5,4950.100098,3625.100098,1325.0,,1369.399902,7001.799988,,2470.800049,2470.800049,,214.800003,,,,,,13399.399948,,,13399.399948,16085.0,2752.399902,,,,,0.0,,,,,,0.0,2752.399902,18837.399902,0.0,2517.5,,,-3341.600098,,4616.900147,3792.800049,0.0,3792.800049,22630.199951,
09/30/2002,25520.400391,801.700012,801.700012,0.0,1345.300049,,,0.0,0.0,0.0,0.0,0.0,15969.299805,,,18116.300781,729.299988,,,0.0,6674.799805,5325.700195,3826.0,1499.700195,,1349.09961,7404.099793,,2882.899902,2882.899902,,0.0,,,,,,15544.900879,,,15544.900879,18427.800781,3160.0,,,,,0.0,,,,,,0.0,3160.0,21587.800781,0.0,2521.899902,,,-3518.800049,,4929.5,3932.599853,0.0,3932.599853,25520.400634,
12/31/2002,26591.2,819.4,819.4,0.0,1397.0,1397.0,,0.0,0.0,0.0,0.0,0.0,16688.5,,,18904.9,750.6,2148.6,-1398.0,0.0,6935.7,5349.5,3859.0,1490.5,766.0,820.2,7686.3,,3006.1,3006.1,,0.0,-21.5,21.5,21.5,,,16294.3,,,16294.3,19300.4,3134.5,3118.1,16.4,16.4,,0.0,,,,,,0.0,3134.5,22434.9,0.0,2534.4,,,-3543.1,5362.6,-197.6,4156.3,0.0,4156.3,26591.2,
03/31/2003,26449.800781,839.0,839.0,0.0,1382.5,,,0.0,0.0,0.0,0.0,0.0,16405.0,,,18626.5,739.799988,2186.600098,-1446.800049,,7083.5,5489.600098,3943.899902,1545.700196,,1593.899902,7823.299988,,3021.5,3021.5,,0.0,,,,,,16014.599609,,,16014.599609,19036.099609,3146.600098,,,,,0.0,,,,,,0.0,3146.600098,22182.699707,0.0,2549.800049,,,-3709.899902,,5427.199951,4267.100098,0.0,4267.100098,26449.799805,
06/30/2003,27703.0,1051.599976,1051.599976,0.0,1343.800049,,,0.0,0.0,0.0,0.0,0.0,17377.099609,,,19772.5,716.299988,2227.0,-1510.699951,0.0,7214.200195,5509.200195,3984.100098,1525.100097,,1705.0,7930.500183,,3073.899902,3073.899902,,0.0,,,,,,16924.699707,,,16924.699707,19998.599609,3430.699951,,,,,0.0,,,,,,0.0,3430.699951,23429.29956,0.0,2572.600098,,,-4087.600098,5906.200195,-117.500121,4273.700074,0.0,4273.700074,27702.999634,
09/30/2003,26293.0,1066.099976,1066.099976,0.0,1392.800049,,,0.0,0.0,0.0,0.0,0.0,15952.099609,,,18411.0,691.299988,2236.800049,-1545.5,0.0,7190.700195,5495.600098,3997.300049,1498.300049,,1695.100097,7882.000183,,3010.899902,3010.899902,,0.0,,,,,,15572.400879,,,15572.400879,18583.300781,3570.0,,,,,0.0,,,,,,0.0,3570.0,22153.300781,0.0,2579.600098,,,-4551.100098,6216.5,-105.299926,4139.700074,0.0,4139.700074,26293.000855,
12/31/2003,25585.6,839.8,839.8,,1524.9,1524.9,,,,,,,15622.6,,,17987.3,692.3,2248.1,-1555.8,,6906.0,5125.0,3731.0,1394.0,774.6,1006.4,7598.3,,2993.6,2993.6,,21.9,0.0,21.9,21.9,,,14811.3,,,14811.3,17826.8,3575.0,3550.8,24.2,24.2,,136.5,,,,,,136.5,3711.5,21538.3,,2585.9,,,-5027.7,6589.3,-100.2,4047.3,,4047.3,25585.6,
03/31/2004,31963.099609,1387.800049,1387.800049,0.0,1646.099976,1646.099976,,0.0,0.0,0.0,0.0,0.0,14569.799805,,,17603.699219,851.0,2442.5,-1591.5,0.0,13508.400391,10995.099609,8141.700195,2853.399414,,2513.300782,14359.400391,,3845.899902,3845.899902,,0.0,,,,,,14457.600098,,,14457.600098,18303.5,2970.699951,,,,,0.0,,,,,,0.0,2970.699951,21274.199951,0.0,9455.400391,,,-5685.700195,7060.399902,-141.199707,10688.900391,0.0,10688.900391,31963.100342,
06/30/2004,32273.599609,721.500061,721.500061,0.0,1610.400024,,,0.0,0.0,0.0,,0.0,15363.099609,,,17695.0,842.300049,2503.699951,-1661.400024,0.0,13736.299805,11081.299805,8240.099609,2841.200196,,2655.0,14578.599854,,3113.300049,3113.300049,,0.0,,,,,,15595.301513,,,15595.301513,18708.601562,3219.800049,,,,,0.0,,,,,,0.0,3219.800049,21928.401611,0.0,9491.0,,,-6350.799805,7420.199707,-215.19989,10345.200012,0.0,10345.200012,32273.601623,
09/30/2004,31901.099609,795.799988,795.799988,0.0,1654.400024,1654.400024,,0.0,,,,,15214.799805,,,17665.0,843.900024,2606.5,-1762.599976,0.0,13392.199219,11251.700195,8434.599609,2817.100586,,2140.499024,14236.099243,,3296.0,3296.0,,0.0,,,,,,15089.599609,,,15089.599609,18385.599609,3966.399902,,,,,0.0,,,,,,0.0,3966.399902,22351.999511,0.0,9545.900391,,,-7518.300293,7710.600098,-189.099805,9549.100391,0.0,9549.100391,31901.099902,
12/31/2004,32718.8,1215.8,895.4,320.4,1804.4,1804.4,,98.0,,,,,15278.9,,,18397.1,854.8,2636.8,-1782.0,0.0,13466.9,11367.5,8470.1,2897.4,,2099.4,14321.7,,982.3,982.3,,0.0,,,,,,18175.7,,,18175.7,19158.0,4606.3,,,,,0.0,,,,,,0.0,4606.3,23764.3,0.0,9516.8,,,-8590.0,8136.1,-176.8,8886.1,68.4,8954.5,32718.8,
03/31/2005,32157.5,712.900024,712.900024,0.0,1755.800049,1755.800049,,0.0,0.0,0.0,0.0,0.0,15538.599609,,,18007.300781,863.099976,2651.699951,-1788.599976,0.0,13287.099609,11243.900391,8425.599609,2818.300781,,2043.199219,14150.199585,,3339.800049,3339.800049,,,,,,,,15638.000732,,,15638.000732,18977.800781,5087.5,,,,,0.0,,,,,,0.0,5087.5,24065.300781,0.0,9501.0,,,-9618.599609,8443.900391,-234.10083,8092.199951,0.0,8092.199951,32157.500732,
06/30/2005,33947.398438,811.200012,811.200012,0.0,1776.400024,1776.400024,,0.0,0.0,0.0,0.0,0.0,17230.800781,,,19818.400391,847.599976,2651.399902,-1803.800049,0.0,13281.400391,11142.799805,8396.200195,2746.599609,,2138.600586,14129.000366,,3257.0,3257.0,,0.0,,,,,,17112.099609,,,17112.099609,20369.099609,5461.799805,,,,,0.0,,,,,,0.0,5461.799805,25830.899414,0.0,9509.0,,,-9885.200195,8760.5,-267.799805,8116.5,0.0,8116.5,33947.399414,
