Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1995,1490.633057,,-1212.500977,,278.13208,,-155.485001,,,,,122.647003,-27.851,,27.246,,,,0.605,94.796003,-30.334999,64.460999,0.0,,,64.461004,0.0,64.460999,0.0,,64.460999,64.460999,,51.175329,1.26,1.26,1.26,51.175329,1.26,1.26,1.26,
09/30/1995,1704.800049,,-331.833008,,1372.967041,,-50.004002,,,,,20.75,-19.62,,16.91,,,0.0,2.71,1.13,-0.452,0.678,0.0,,,0.678,0.0,92.056999,-0.533,,91.523999,91.523999,,51.209661,1.8,1.8,1.8,51.209661,1.8,1.8,1.8,
12/31/1995,1998.264038,,-2669.785889,,-671.521851,,-309.139008,,,,,321.552002,-46.831001,,43.019001,,,0.0,3.812,274.721001,-87.908997,186.811996,0.0,,,186.812004,0.0,95.432999,,,95.432999,95.432999,,51.237997,1.86,1.86,1.86,51.237997,1.86,1.86,1.86,
03/31/1996,1177.621948,,,,,,,,,,,-326.322998,,,,,,,,,,-326.322998,50.596001,,,,0.0,-376.919006,0.0,,-376.919006,-376.919006,,51.281326,-7.350001,-6.36,0.66,51.595993,-7.305001,-6.324001,0.66,
06/30/1996,1202.152954,,,,,,,,,,,73.367996,,,,,,,,,,73.367996,19.093,,,,0.0,54.275002,0.0,,54.275002,54.275002,,51.690328,1.05,1.44,1.02,51.595993,1.053,1.422,1.02,
09/30/1996,1248.702026,,,,,,,,,,,75.892998,,,,,,,,,,75.892998,8.025,,,,0.0,67.867996,0.0,,67.867996,67.867996,,50.272659,1.35,1.5,1.35,51.595993,1.314,1.47,1.35,
12/31/1996,1404.708008,,,,,,,,,,,105.579002,,,,,,,,,,105.579002,8.428,,,,0.0,97.151001,0.0,,97.151001,97.151001,,49.167994,1.98,2.16,1.53,51.595993,1.884,2.16,1.53,
03/31/1997,1111.437988,,-918.335022,,193.102966,,,,,,,193.102966,0.0,,,,,0.0,,193.102966,,29.341,0.0,,,,0.0,29.341,0.0,,29.341,29.341,,48.594996,0.6,0.6,0.6,48.984329,0.6,0.6,0.6,
06/30/1997,1146.520996,,-937.684021,,208.836975,,,,,,,,,,,,,,,,,37.675999,0.0,,,,0.0,37.675999,0.0,,37.675999,37.675999,,48.815328,0.78,0.93,0.93,49.435995,0.75,0.9,0.9,
09/30/1997,1221.743042,,-961.213989,,260.529053,,-126.275002,,,,,134.253998,-17.723001,,22.079,,,0.0,-4.356,116.530997,-35.226002,81.305,9.148,,,72.156996,0.0,72.156998,0.0,,72.156998,72.156998,,48.730662,1.5,1.5,1.68,49.50233,1.47,1.47,1.65,
12/31/1997,1413.241943,,-1125.105957,,288.135986,,-134.908005,,,,,153.227997,-178.829004,,23.503,,,0.0,155.326004,-25.601007,17.058001,-8.543,0.0,,,-8.543006,0.0,-8.543,0.0,,-8.543,-8.543,,48.50766,-0.18,-0.18,1.8,49.042664,-0.18,-0.18,1.8,
03/31/1998,1173.598022,,-955.539001,,218.059021,,-130.220001,,,,,87.838997,-19.830001,,19.947001,,,0.0,-0.117,68.008996,-23.802999,44.206001,0.0,,,44.205997,0.0,44.206001,0.0,,44.206001,44.206001,,47.975993,0.93,0.93,0.93,48.740662,0.9,0.9,0.9,
06/30/1998,1155.963989,,-915.216003,,240.747986,,-143.429001,,,,,97.319,47.663998,,19.688999,,,0.0,-67.352997,144.982998,-86.246002,58.737,0.0,,,58.736996,0.0,58.737,0.0,,58.737,58.737,,46.944998,1.26,1.26,1.11,47.94133,1.23,1.23,1.08,
09/30/1998,1274.479004,,-980.458984,,294.02002,,-145.774994,,,,,148.244995,5.925001,,19.4,,,0.0,-25.325001,154.169996,-54.925999,99.244003,0.0,,,99.243998,0.0,99.244003,0.0,,99.244003,99.244003,,46.024994,2.16,2.16,1.86,46.748993,2.13,2.13,1.83,
12/31/1998,1414.395031,,-1109.02503,,305.370001,,-150.354998,,,,,155.015004,67.194994,,19.13,,,0.0,-86.324994,222.209998,-49.750007,172.46,80.067001,,,92.39299,0.0,92.392984,0.0,,92.392984,92.392984,,45.966662,2.01,3.69,1.23,45.966662,2.01,3.69,1.23,
03/31/1999,1179.81604,,-936.880005,,242.936035,,-151.360992,,,,,91.574997,-20.063,19.896,19.896,,,0.0,0.167,71.511997,-27.532,43.98,0.0,,,43.979997,0.0,43.98,0.0,,43.98,43.98,,44.258993,0.99,0.99,1.02,44.786327,0.99,0.99,1.02,
06/30/1999,1247.483032,,-988.234009,,259.249023,,-156.345993,,,,,102.903,-15.628,,23.726,,,0.0,-8.098,87.275,-33.601002,53.674,1.187,,,52.486998,0.0,52.487,0.0,,52.487,52.487,,43.149995,1.23,1.23,1.26,43.533662,1.2,1.2,1.23,
09/30/1999,1340.143,,-1018.488,,321.655,,-163.965,,,,,157.69,-18.525,23.084,23.084,,,0.0,-4.559,139.165,-53.578,85.587,0.0,,,85.587,0.0,85.587,0.0,,85.587,85.587,,42.535996,2.01,2.01,2.01,42.802662,2.01,2.01,2.01,
12/31/1999,1468.279,,-1133.113,,335.166,,-156.908,,,,,178.258,32.249,,21.458,,,0.0,-53.707,210.507,-81.046,129.46265,3.201,,,126.26,0.0,126.26,0.0,,126.26,126.26,,41.669962,3.03,2.97,2.43,41.669962,3.03,2.97,2.43,
03/31/2000,1342.969971,,-1103.535034,,239.434937,,-144.294006,,,,,95.140999,-19.204001,22.141001,22.141001,,,0.0,-2.937,75.936998,-29.236,46.701,0.0,,,46.700998,0.0,46.701,0.0,0.0,46.701,46.701,,40.713329,1.14,1.14,1.14,40.959662,1.14,1.14,1.14,
06/30/2000,1388.805,,-1121.085,,267.72,,-155.073,,,,,112.647,-21.038,24.96,24.96,,,0.0,-3.922,91.609,-35.269,56.34,0.0,,,56.34,0.0,56.34,0.0,0.0,56.34,56.34,,40.635663,1.38,1.38,1.38,41.039329,1.38,1.38,1.38,
09/30/2000,1433.0,,-1126.484009,,306.515991,,-149.591003,,,,,156.925003,-6.83,22.809999,22.809999,,,0.0,-15.98,150.095003,-57.786999,92.307999,0.0,,,92.308004,0.0,92.307999,0.0,,92.307999,92.307999,,40.645328,2.28,2.28,2.1,41.14633,2.25,2.25,2.07,
12/31/2000,1599.56,,-1317.866,,281.694,,-145.367,,,,,136.327,-19.983999,19.728,19.728,,,0.0,0.255999,116.343001,-44.792,71.55099,0.0,,,71.551001,0.0,71.55099,0.0,,71.55099,71.55099,,40.696663,1.77,1.77,1.77,40.994329,1.74,1.74,1.74,
03/31/2001,1302.65,,-1103.277,,199.373,,-137.781,,,,,61.592,-38.007,17.624,17.624,,,0.0,20.383,23.585,-9.08,14.505,0.0,,,14.505,0.0,14.505,0.0,0.0,14.505,14.505,,39.866663,0.36,0.36,0.69,40.439329,0.36,0.36,0.69,
06/30/2001,1292.05,,-1069.568,,222.482,0.0,-144.607,144.607,,,0.0,77.875,-67.88,,18.676,,,0.0,49.204,9.995,-3.848,6.147,0.0,,,6.147,0.0,6.147,0.0,0.0,6.147,6.147,,39.085996,0.15,0.15,0.96,39.709663,0.15,0.15,0.96,
09/30/2001,1288.237,,-1050.616,,237.621,0.0,-135.438,135.438,,,0.0,102.183,-33.821,,18.831,,,,14.99,68.362,-26.32,42.042,,,,42.042,,42.042,0.0,0.0,42.042,42.042,,38.610329,1.08,1.08,1.59,39.255329,1.08,1.08,1.59,
12/31/2001,1414.823,,-1163.848,,250.975,,-149.809,,,,,101.166,-128.214,16.052,16.052,,,0.0,112.162,-27.048,-10.658,-37.706,0.0,,,-37.706,0.0,-37.706,0.0,0.0,-37.706,-37.706,,38.040996,-0.99,-0.99,1.38,38.591996,-0.99,-0.99,1.38,
03/31/2002,1093.65,,-925.745,,167.905,,-130.522,,,,,37.383,-49.036,15.453,15.453,,,0.0,33.583,-11.653,34.312,22.659,0.0,,,22.659,0.0,22.659,0.0,0.0,22.659,22.659,,37.63133,0.6,0.6,0.24,38.274663,0.6,0.6,0.24,
06/30/2002,1148.892,,-954.639,,194.253,,-136.819,,,,,57.434,-20.37,17.293,17.293,,,0.0,3.077,37.064,-13.287,23.777,0.0,,,23.777,0.0,23.777,0.0,0.0,23.777,23.777,,37.687996,0.63,0.63,0.87,38.334329,0.63,0.63,0.87,
09/30/2002,1177.28,,-935.101,,242.179,0.0,-134.223,134.223,,,0.0,107.956,-33.255,,16.937,,,,16.318,74.701,-26.959,47.742,,,,47.742,,47.742,0.0,0.0,47.742,47.742,,37.71433,1.26,1.26,1.86,38.099663,1.26,1.26,1.86,
12/31/2002,1335.115,,-1071.859,,263.256,,-132.139,,,,,131.117,-55.496,13.135,13.135,,,0.0,42.361,75.621,-27.562,48.059,0.0,,,48.059,0.0,48.059,0.0,0.0,48.059,48.059,,37.710996,1.26,1.26,1.62,37.820663,1.26,1.26,1.62,
03/31/2003,1073.817,,-841.026,,232.791,0.0,-203.864,,,,,28.927,-19.541,,12.399,,,,7.142,9.386,-3.571,5.815,,,,5.815,-0.113,5.702,,0.0,5.702,5.702,,37.70033,0.15,0.15,0.18,37.898663,0.15,0.15,0.18,
06/30/2003,1142.5,,-887.3,,255.2,,-201.0,,,,,54.2,-22.9,12.2,12.2,,,0.0,10.7,31.3,-11.8,19.5,0.0,,,19.5,-0.2,19.3,0.0,0.0,19.3,19.3,,37.699996,0.51,0.51,0.6,38.066663,0.51,0.51,0.6,
09/30/2003,1053.3,,-760.8,,292.5,0.0,-194.0,125.9,,,68.1,98.5,-8.9,-4.8,12.3,-17.1,,,13.7,89.6,-31.7,57.9,4.1,,,53.8,,53.8,0.0,0.0,53.8,53.8,,37.766663,1.41,1.53,1.47,38.199996,1.41,1.53,1.47,
12/31/2003,913.021,,-529.703,,383.318,0.0,-270.842,,,,,112.476,-31.746,31.746,,,,0.0,-58.07,138.8,7.281,105.493,7.9,,,138.181,0.013,97.606,0.0,0.0,97.606,97.606,,37.89233,2.575878,2.575878,1.56,38.246663,2.552013,2.552013,1.53,
03/31/2004,1446.195,,-1106.286,,339.909,,-289.1,,,,,50.809,-124.682,,16.964,,,0.0,107.718,-73.873,22.001,-51.872,6.578,,,-58.45,-0.396,-58.846,0.0,0.0,-58.846,-58.846,,50.425995,-1.17,-1.05,0.36,51.060995,-1.17,-1.05,0.33,
06/30/2004,2028.8,,-1515.6,,513.2,,-372.8,,,,,140.4,-161.7,23.7,23.7,,,0.0,138.0,-21.3,9.5,-11.8,0.0,,,-11.8,-0.7,-12.5,0.0,0.0,-12.5,-12.5,,72.666659,-0.18,-0.18,0.93,73.266659,-0.18,-0.18,0.93,
09/30/2004,1913.0,,-1358.9,,554.1,,-346.6,,,,,207.5,-40.4,22.5,22.5,,,0.0,17.9,167.1,-50.0,117.1,3.9,,,113.2,-0.4,112.8,0.0,0.0,112.8,112.8,,73.099993,1.53,1.59,1.59,73.833326,1.53,1.59,1.59,
12/31/2004,2111.8,,-1531.0,,580.8,,-339.5,,,,,241.3,-66.1,22.736,22.7,,,0.0,43.364,175.2,-28.6,146.6,12.0,,,134.6,2.2,136.8,0.0,0.0,136.8,136.8,,73.533326,1.86,2.01,1.8,74.199993,1.83,1.98,1.77,
03/31/2005,1926.5,,-1366.9,,559.6,,-347.8,,,,,211.8,-36.4,21.1,21.1,,,0.0,15.3,175.4,-66.5,108.9,2.3,,,106.6,0.3,106.9,0.0,0.0,106.9,106.9,,71.766659,1.5,1.53,1.65,72.333326,1.47,1.5,1.62,
06/30/2005,1932.1,,-1399.2,,532.9,,-330.2,,,,,202.7,-54.5,23.7,23.7,,,0.0,30.8,148.2,-53.1,95.1,4.6,,,90.5,0.2,90.7,0.0,0.0,90.7,90.7,,71.16666,1.26,1.32,1.56,71.699993,1.26,1.32,1.53,
09/30/2005,2183.7,,-1562.9,,620.8,,-379.2,,,,,241.6,-45.1,32.0,32.0,,,0.0,13.1,196.5,-69.2,127.3,25.2,,,102.1,0.0,102.1,0.0,0.0,102.1,102.1,,71.699993,1.41,1.77,1.8648,72.333326,1.41,1.77,1.8639,
12/31/2005,2387.9,,-1761.2,,626.7,,-405.5,,,,,221.2,-409.4,,33.9,,,0.0,375.5,-188.2,-48.6,-236.8,-73.5,,,-163.3,0.8,-162.5,0.0,0.0,-162.5,-162.5,,71.966659,-2.25,-3.27,1.86,72.499993,-2.25,-3.27,1.86,
03/31/2006,2266.9,,-1661.5,,605.4,,-376.9,,,,,228.5,-52.2,34.8,34.8,,,0.0,17.4,176.3,-62.6,113.7,2.3,,,111.4,0.5,111.9,0.0,0.0,111.9,111.9,,72.166659,1.56,1.59,1.74,72.599993,1.53,1.56,1.71,
06/30/2006,2273.7,,-1648.0,,625.7,,-389.4,,,,,236.3,-53.9,35.6,35.6,,,0.0,18.3,182.4,-58.2,124.2,-0.8,,,125.0,0.2,125.2,0.0,0.0,125.2,125.2,,72.299993,1.71,1.71,1.86,72.966659,1.71,1.71,1.83,
09/30/2006,2308.7,,-1656.8,,651.9,,-384.5,,,,,267.4,-41.3,35.2,35.2,,,0.0,6.1,226.1,-61.4,164.7,0.4,,,164.3,0.4,164.7,0.0,0.0,164.7,164.7,,72.133326,2.28,2.28,2.04,72.933326,2.25,2.25,2.01,
12/31/2006,2467.3,,-1832.7,,634.6,,-410.1,,,,,224.5,-208.0,33.4,33.4,,,0.0,174.6,16.5,-13.9,2.6,0.1,,,2.5,-3.7,-1.2,0.0,0.0,-1.2,-1.2,,72.366659,-0.03,-0.03,2.31,72.366659,-0.03,-0.03,2.31,
03/31/2007,2792.6,,-2056.0,,736.6,,-466.7,,,,,269.9,-62.6,53.4,53.4,,,0.0,9.2,207.3,-67.9,139.4,0.1,,,139.3,-0.5,138.8,0.0,0.0,138.8,138.8,,72.833326,1.92,1.92,2.01,73.499993,1.89,1.89,1.98,
06/30/2007,2796.3,,-2039.8,,756.5,,-480.4,,,,,276.1,-386.3,55.4,55.4,,,0.0,330.9,-110.2,41.7,-68.5,0.0,,,-68.5,-0.9,-69.4,0.0,0.0,-69.4,-69.4,,73.633326,-0.96,-0.96,2.01,73.633326,-0.96,-0.96,2.01,
09/30/2007,2910.0,,-2122.4,,787.6,,-473.3,,,,,314.3,-78.5,59.1,59.1,,,0.0,19.4,235.8,-59.3,176.5,0.0,,,176.5,-1.5,175.0,0.0,0.0,175.0,175.0,,72.599993,2.4,2.4,2.43,72.833326,2.4,2.4,2.43,
12/31/2007,3088.2,,-2314.2,,774.0,,-480.2,,,,,293.8,-535.3,,59.4,,,0.0,475.9,-241.5,-51.0,-292.5,0.4,,,-292.9,-0.4,-293.3,0.0,0.0,-293.3,-293.3,,71.56666,-4.11,-4.11,2.4,71.56666,-4.11,-4.11,2.4,
03/31/2008,2997.1,,-2218.2,,778.9,0.0,-502.3,344.7,,,157.6,276.6,-59.3,57.0,,,,,2.3,217.3,-35.4,181.9,-0.5,,,182.4,0.1,182.5,0.0,0.0,182.5,182.5,,71.499993,2.55,2.55,2.07,71.666659,2.55,2.55,2.07,
06/30/2008,2923.6,,-2143.5,,780.1,0.0,-487.5,323.3,,,164.2,292.6,-70.6,57.8,57.8,,,,12.8,222.0,-74.4,147.6,-1.2,,,148.8,-2.5,146.3,,0.0,146.3,146.3,,70.76666,2.07,2.04,2.19,70.96666,2.07,2.04,2.19,
09/30/2008,2864.6,,-2090.3,,774.3,0.0,-444.5,279.8,,,164.7,329.8,-80.7,56.2,56.2,,,,24.5,249.1,-79.7,169.4,0.0,,,169.4,-1.2,168.2,0.0,0.0,168.2,168.2,,69.699993,2.4,2.4,2.64,69.899993,2.4,2.4,2.61,
12/31/2008,2796.3,,-2124.3,,672.0,,-426.6,,,,,245.4,-1203.1,55.4,55.4,,,0.0,1147.7,-957.7,273.4,-684.3,-0.1,,,-684.2,-2.6,-686.8,0.0,0.0,-686.8,-686.8,816.2,68.333326,-10.050001,-10.050001,1.89,68.333326,-10.050001,-10.050001,1.89,
03/31/2009,2455.6,2455.6,-1882.8,1882.8,572.8,0.0,-485.4,283.2,,148.0,54.2,87.4,-59.4,59.1,,,0.3,,0.0,28.0,-11.6,16.4,0.0,0.0,0.0,16.4,-2.5,13.9,0.0,0.0,13.9,49.395,35.495,68.399993,0.21,0.21,0.722148,68.899993,0.21,0.21,0.722148,
06/30/2009,2355.6,2355.6,-1756.3,1756.3,599.3,0.0,-464.3,272.4,,143.7,48.2,135.0,-61.0,60.0,,,1.0,,0.0,74.0,-47.8,26.2,0.0,0.0,0.0,26.2,-1.0,25.2,0.0,0.0,25.2,77.08,51.88,68.399993,0.36,0.36,1.126902,69.233326,0.36,0.36,1.109349,
09/30/2009,2463.1,2463.1,-1841.4,1841.4,621.7,0.0,-528.3,251.6,,145.0,131.7,93.4,-73.2,59.6,,,13.6,,0.0,20.2,-5.6,14.6,0.0,0.0,0.0,14.6,-1.5,13.1,0.0,0.0,13.1,113.915,100.815,68.433326,0.18,0.18,1.664613,69.499993,0.18,0.18,1.630575,
12/31/2009,2583.1,2583.1,-1982.4,1982.4,600.7,0.0,-572.2,281.3,,142.3,148.6,28.5,-57.6,55.9,,,1.7,,0.0,-29.1,-49.5,-78.6,0.0,0.0,0.0,-78.6,-0.9,-79.5,0.0,0.0,-79.5,95.4,174.9,68.433326,-1.17,-1.17,1.394058,68.433326,-1.17,-1.17,1.385772,
03/31/2010,2415.1,2415.1,-1841.7,1841.7,573.4,0.0,-427.6,273.5,,138.6,15.5,145.8,-64.7,55.7,,,9.0,,0.0,81.1,-32.4,48.7,0.0,0.0,0.0,48.7,3.9,52.6,0.0,0.0,52.6,69.24,16.64,68.533326,0.78,0.78,1.01031,69.66666,0.75,0.75,0.988851,
06/30/2010,2408.6,2408.6,-1819.6,1819.6,589.0,0.0,-413.7,268.2,,134.8,10.7,175.3,-53.6,52.8,,,0.8,,0.0,121.7,-32.2,89.5,0.0,0.0,0.0,89.5,-0.7,88.8,0.0,0.0,88.8,99.37,10.57,68.76666,1.29,1.29,1.445031,69.96666,1.26,1.26,1.411071,
09/30/2010,2488.1,2488.1,-1898.7,1898.7,589.4,0.0,-440.7,261.7,,130.3,48.7,148.7,-56.9,57.6,,,-0.7,,0.0,91.8,-39.0,52.8,0.0,0.0,0.0,52.8,0.5,53.3,0.0,0.0,53.3,91.395,38.095,68.76666,0.78,0.78,1.32906,69.96666,0.75,0.75,1.294473,
12/31/2010,2707.1,2707.1,-2082.9,2082.9,624.2,0.0,-538.5,320.0,,135.5,83.0,85.7,-57.3,56.5,,,0.8,,0.0,28.4,-2.3,26.1,0.0,0.0,0.0,26.1,0.9,27.0,0.0,0.0,27.0,107.2,80.2,68.899993,0.39,0.39,1.555878,70.06666,0.39,0.39,1.534623,
03/31/2011,2583.5,2583.5,-1956.2,1956.2,627.3,0.0,-517.9,326.9,,140.2,50.8,109.4,-58.1,57.9,,,0.2,,0.0,51.3,-17.0,34.3,0.0,0.0,0.0,34.3,-0.4,33.9,0.0,0.0,33.9,67.3,33.4,69.06666,0.48,0.48,0.974421,69.933326,0.48,0.48,0.957597,
06/30/2011,2623.4,2623.4,-1981.6,1981.6,641.8,0.0,-525.7,309.3,,140.7,75.7,116.1,-119.9,61.3,,,-10.0,,68.6,-3.8,16.3,12.5,0.0,0.0,0.0,12.5,-0.3,12.2,0.0,0.0,12.2,105.6,93.4,65.56666,0.18,0.18,1.610574,66.499993,0.18,0.18,1.58451,
09/30/2011,2683.3,2683.3,-2056.3,2056.3,627.0,0.0,-470.2,296.9,,139.1,34.2,156.8,-62.9,62.9,65.8,-2.9,-1.3,,1.3,93.9,64.8,158.7,0.0,0.0,0.0,158.7,-0.7,158.0,0.0,0.0,158.0,98.0,-60.0,62.699994,2.52,2.52,1.562997,63.599994,2.49,2.49,1.546605,
