Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/30/1997,189.156006,,,-110.855003,,78.301003,,-62.317001,,,,,,,15.984,-10.746,14.838,14.838,,,0.0,,-4.092,5.238,-2.766,2.472,-0.461,,,2.933,-4.11,-1.177,0.0,0.0,-1.177,-1.177,,29.899,-0.04,-0.06,-0.06,29.899,-0.04,-0.06,-0.06,
06/29/1997,208.287003,,,-113.186996,,95.100006,,-126.218002,,,,,,,-31.118,-14.612,17.393,17.393,,,0.0,,-2.781,-45.73,12.818,-32.911999,2.15,,,-35.062,0.939,-34.123001,0.0,0.0,-34.123001,-34.123001,,29.961,-1.14,-1.07,-1.02,29.961,-1.14,-1.07,-1.02,
09/28/1997,258.562012,,,-132.593994,,125.968018,,-102.433998,,,,,,,23.534,-12.102,19.989,19.989,,,0.0,,-7.887,11.432,-3.079,8.353,-0.639,,,8.992,1.948,10.94,0.0,0.0,10.94,10.94,,32.820999,0.36,0.34,0.29,32.820999,0.35,0.33,0.28,
12/28/1997,205.315994,,,-69.124001,,136.191993,,-84.480003,,,,,,,51.712002,-48.925999,,16.841,,,0.0,,32.084999,2.786003,-0.951,1.835,-19.891001,,,21.726004,-0.982,20.743999,0.0,,20.743999,20.743999,,30.646,0.068,0.09,-0.01,31.938999,0.068,0.09,-0.01,
03/29/1998,172.052994,,,-79.360001,,92.692993,,-82.796997,,,,,,,9.896,-6.706,16.638,16.638,,,0.0,,-9.932,3.19,-1.595,1.595,-2.6,,,4.194999,0.0,4.195,0.0,0.0,4.195,4.195,,31.086,0.13,0.05,0.05,32.918999,0.13,0.05,0.05,
06/28/1998,232.891,,,-114.253,,118.638,0.0,-95.804,86.946,61.516,,,,8.858,22.834,-5.133,,16.996,,,0.0,,-11.863,17.701,-8.219,9.482,1.413,,,8.069,0.0,8.069,0.0,0.0,8.069,8.069,,30.596,0.26,0.31,0.23,32.374,0.25,0.29,0.21,
09/27/1998,247.031006,,,-122.750999,,124.280006,,-95.513,,,,,,,28.767,-19.5,17.014,17.014,,,0.0,,2.486,9.267,-5.486,3.781,1.529,,,2.252,0.0,2.252,0.0,0.0,2.252,2.252,,30.362,0.07,0.12,0.1,31.131001,0.07,0.12,0.1,
01/03/1999,163.061005,,,-73.286003,,89.775002,,-69.43,,,,,,,20.344999,-17.054,,18.656,,,0.0,,-1.602,3.290999,-3.171,0.12,0.0,,,0.119999,0.0,0.12,0.0,,0.12,0.12,,28.280001,0.0,0.0,0.04,29.764999,0.0,0.0,0.04,
04/04/1999,178.190994,,,-82.139999,,96.050995,,-87.028999,,,,,,,9.022,-13.193,19.135,19.135,,,0.0,,-5.942,-4.171,2.422,-1.749,11.596,,,-13.345,0.0,-13.345,0.0,0.0,-13.345,-13.345,,29.316,-0.46,-0.06,-0.06,29.316,-0.46,-0.06,-0.06,
07/04/1999,250.826004,,,-120.752998,,130.073006,,-104.436996,,,,,,,25.636,-13.427001,22.193001,22.193001,,,0.0,,-8.766,12.208999,-7.004,5.205,0.985,,,4.219998,0.0,4.22,0.0,0.0,4.22,4.22,,26.434,0.16,0.2,0.2,27.339001,0.15,0.19,0.19,
10/03/1999,20.891001,,,,,,,-18.511,,,,,,,2.38,3.686,1.535,1.535,,,0.0,,-5.221,6.066,-2.775,3.291,-10.955,,,14.246,0.0,14.246,0.0,0.0,14.246,14.246,,24.587999,0.58,0.33,0.3,25.662001,0.55,0.31,0.28,
01/02/2000,24.989,,,,,,,-21.391001,,,,,,,3.598,,,,,,,,,,-1.227,7.429,2.426,,,,0.0,5.003,0.0,0.0,5.003,5.003,,23.721001,0.21,0.31,-0.01,24.936001,0.2,0.3,-0.01,
04/02/2000,35.556999,,,,,,,-20.132,,,,,,,15.425,-0.672,0.672,0.672,,,0.0,,0.0,14.753,-6.324,8.429,5.709,,,2.72,0.0,2.72,0.0,0.0,2.72,2.72,,23.806,0.11,0.35,0.35,25.1,0.11,0.34,0.34,
07/02/2000,21.277,,,,,,,-18.639999,,,,,,,2.637,4.58,0.571,0.571,,,0.0,,-5.151,7.217,-3.063,4.154,-0.436,,,4.59,0.0,4.59,0.0,0.0,4.59,4.59,,23.954,0.19,0.17,0.17,25.132,0.18,0.16,0.16,
10/01/2000,22.468,,,,,,,-18.194,,,,,,,4.274,6.649,0.521,0.521,,,0.0,,-7.17,10.923,-4.218,6.705,3.337,,,3.368,0.0,3.368,0.0,0.0,3.368,3.368,,22.867001,0.15,0.29,0.29,24.292,0.14,0.28,0.28,
12/31/2000,24.266001,,,,,,,-28.851999,,,,,,,-4.586,-26.096,,3.04,,,0.0,,23.056,-30.682,1.237,-29.445,-460.007996,,,430.562996,0.0,430.562988,0.0,0.0,430.562988,430.562988,,22.301001,19.309999,-1.32,0.16,22.301001,19.309999,-1.32,0.16,
04/01/2001,20.858999,,,,,,,-14.488,,,,,,,6.371,8.029,6.548,6.548,,,0.0,,-14.577,14.4,-6.192,8.208,0.0,,,8.208,0.0,8.208,0.0,0.0,8.208,8.208,,22.257999,0.37,0.37,0.37,23.535,0.35,0.35,0.35,
07/01/2001,39.625,,,,,,,-25.711,,,,,,,13.914,-11.014,9.815,9.815,,,0.0,,1.199,2.9,-1.94,0.96,-38.516998,,,39.476998,0.0,39.477001,0.0,0.0,39.477001,39.477001,,22.299,1.77,0.04,0.04,23.504,1.68,0.04,0.04,
09/30/2001,30.268,,,,,,,-22.695,,,,,,,7.573,-8.787,0.522,7.122,-6.6,,0.0,,8.265,-1.214,-0.554,-1.768,0.0,,,-1.768,0.0,-1.768,0.0,0.0,-1.768,-1.768,,21.205999,-0.08,-0.08,-0.07,23.15,-0.08,-0.08,-0.07,
12/30/2001,24.892,,,,,,,-19.726,,,,,,,5.166,-3.842,,6.962,,,0.0,,-3.12,1.324,-0.01,1.314,-4.933,,,6.247,0.252,6.499,0.0,0.0,6.499,6.499,,20.309376,0.32,0.08,0.06,21.663334,0.3,0.07,0.05,
03/31/2002,22.381001,,,,,,,-21.087,,,,,,,1.294,-2.043,6.36,6.36,,,0.0,,-4.317,-0.749,-0.297,-1.046,0.0,,,-1.046,0.0,-1.046,0.0,0.0,-1.046,-1.046,,20.422001,-0.05,-0.05,-0.05,20.422001,-0.05,-0.05,-0.05,
06/30/2002,24.837,,,,,,,-21.004999,,,,,,,3.832,-13.856,6.8002,6.803,-0.0028,,0.0,,7.0558,-10.024,1.267,-8.757,0.0,,,-8.757,1.246,-7.511,0.0,0.0,-7.511,-7.511,,20.486,-0.37,-0.37,-0.33,20.486,-0.37,-0.37,-0.33,
09/29/2002,25.671,,,,,,,-21.754999,,,,,,,3.916,-10.062,6.839,6.839,,,0.0,,3.223,-6.146,2.582,-3.564,0.0,,,-3.564,1.009,-2.555,0.0,0.0,-2.555,-2.555,,61.521,-0.04,-0.04,-0.02,61.521,-0.04,-0.04,-0.02,
12/29/2002,97.782,,,0.0,,97.782,,-82.443,75.893,2.948,,,,6.55,15.339,-31.973,26.21,26.21,,,,,5.763,-16.634,3.329,-13.305,-11.1,-11.1,,-2.205,3.548,1.343,0.0,0.0,1.343,1.343,2.2464,61.338,0.02,-0.16,-0.1234,61.338,0.02,-0.16,-0.1234,
03/30/2003,69.734001,,,-36.255001,,33.479,,-29.863001,,,,,,,3.616,-5.852,8.458,8.458,,,0.0,,-2.606,-2.236,0.262,-1.974,0.0,,,-1.974,0.0,-1.974,0.0,0.0,-1.974,-1.974,,20.413,-0.1,-0.1,-0.1,20.413,-0.1,-0.1,-0.1,
06/29/2003,74.800003,,,-37.589001,,37.211002,,-31.356001,,,,,,,5.855,-7.196,7.367,9.367,-2.0,,0.0,,-0.171,-1.341,-0.195,-1.536,0.0,,,-1.536,0.112,-1.424,0.0,0.0,-1.424,-1.424,,60.525002,-0.02,-0.02,-0.02,60.525002,-0.02,-0.02,-0.02,
09/28/2003,74.635002,,,-38.294998,,36.340004,,-31.193001,,,,,,,5.147,-3.599999,10.032,10.032,,,0.0,,-6.432,1.547,-1.052,0.495,0.0,,,0.495,0.0,0.495,0.0,0.0,0.495,0.495,,58.883999,0.01,0.01,-0.02,58.883999,0.01,0.01,-0.02,
12/28/2003,74.450996,,,-39.473,,34.977997,,-28.797001,,,,,,,6.181,-17.472,,9.368,-11.051,,0.0,,19.155,-11.291,1.104,-10.187,-2.245,,,-7.942,0.007,-7.935,0.0,0.0,-7.935,-7.935,,59.407001,-0.13,-0.17,0.1,59.407001,-0.13,-0.17,0.1,
03/28/2004,69.191002,,,-37.384998,,31.806004,,-31.827999,,,,,,,-0.022,-4.125,5.534,9.634,-4.1,,0.0,,-1.409,-4.147,0.991,-3.156,0.0,,,-3.156,0.0,-3.156,0.0,0.0,-3.156,-3.156,,60.146,-0.05,-0.05,-0.04,60.146,-0.05,-0.05,-0.04,
06/27/2004,77.464996,,,-41.604,,35.860996,,-32.564999,,,,,,,3.296,-4.532,4.704,9.004,-4.3,,0.0,,-0.172,-1.236,-0.05,-1.286,0.0,,,-1.286,0.01,-1.276,0.0,0.0,-1.276,-1.276,,62.993999,-0.02,-0.02,-0.02,62.993999,-0.02,-0.02,-0.02,
09/26/2004,85.96,,,-42.944,,43.016,,-37.488,,,,,,,5.528,-9.334,1.717,5.017,-3.3,,0.0,,7.617,-3.806,15.618,11.812,-10.823,,,22.635,-0.663,21.972,0.0,0.0,21.972,21.972,0.026,47.139,0.32,0.16,0.16,47.139,0.31,0.16,0.16,
01/02/2005,95.963,,,-48.458,,47.505,,-53.573,,,,,,,-6.068,2.148,,10.516,-4.55,,0.0,,-8.114,-3.92,0.924,-2.996,-1.641,,,-1.355,-2.244,-3.599,0.0,0.0,-3.599,-3.599,,64.822,-0.06,-0.08,-0.08,64.822,-0.06,-0.08,-0.08,
04/03/2005,87.696999,,,-43.338001,,44.358997,,-43.923,,,,,,,0.436,7.181,3.953,10.253,-6.3,,0.0,,-11.134,7.617,-2.513,5.104,0.0,,,5.104,-2.425,2.679,0.0,0.0,2.679,2.679,,65.553001,0.04,0.04,-0.07,69.225998,0.04,0.04,-0.07,
07/03/2005,93.723,,,-45.652,,48.070999,,-45.341999,,,,,,,2.729,-1.228001,2.984,12.484,-9.5,,0.0,,-1.756,1.500999,-0.497,1.004,-0.471,,,1.474999,-1.056,0.419,0.0,0.0,0.419,0.419,,65.669998,0.01,0.01,-0.03,65.669998,0.01,0.01,-0.03,
10/02/2005,240.356003,,,-152.772003,,87.584,,-81.720001,,,,,,,5.864,-60.476,22.0695,22.080999,-0.0115,,0.0,,38.4065,-54.612,14.657,-39.955002,0.0,,,-39.955,-2.525,-42.48,0.0,0.0,-42.48,-42.48,,73.227997,-0.58,-0.58,-0.11,73.227997,-0.58,-0.58,-0.11,
01/01/2006,305.558,,,-201.029,,104.529,,-114.954,,,,,,,-10.425,-10.764,,26.265,-15.371,,0.0,,-0.13,-21.189,4.886,-16.303,-2.814,,,-13.489,-2.756,-16.245,0.0,0.0,-16.245,-16.245,,77.357,-0.21,-0.25,-0.14,77.357,-0.21,-0.25,-0.14,
04/02/2006,292.143005,,,-198.093994,,94.049011,,-94.653,,,,,,,-0.604,-14.976999,27.358,27.375999,-0.018,,0.0,,-12.381,-15.580999,5.766,-9.815,0.0,,,-9.814999,-3.09,-12.905,0.0,0.0,-12.905,-12.905,,82.311996,-0.16,-0.16,-0.0735,82.311996,-0.16,-0.16,-0.0735,
07/02/2006,307.617,,,-199.927,,107.69,,-93.548,,,,,,,14.142,-5.459,8.946,38.246,-29.3,,0.0,,-3.487,8.683,-2.705,5.978,0.139,,,5.839,-2.608,3.231,0.0,0.0,3.231,3.231,1.632,87.561,0.04,0.04,0.06,91.399,0.04,0.04,0.06,
10/01/2006,311.662,,,-204.895,,106.767,,-91.767,,,,,,,15.0,-13.443,12.026,34.426,-22.4,,0.0,,1.417,1.557,0.203,1.76,0.097,,,1.663,-0.976,0.687,0.0,0.0,0.687,0.687,2.356,87.856,0.01,0.01,0.04,91.573,0.01,0.01,0.04,
12/31/2006,331.972992,,,-211.143005,,120.829987,,-102.355003,,,,,,,18.475,-8.114,14.04,14.04,,,0.0,,-5.926,10.361001,-7.759,2.602,-0.183,,,2.785001,-4.849,-2.064,0.0,0.0,-2.064,-2.064,,88.847,-0.02,-0.02,-0.03,88.847,-0.02,-0.02,-0.03,
04/01/2007,302.046,,,-201.862,,100.184,,-91.297,,,,,,,8.887,8.814,15.389,15.389,,,0.0,,-24.203,17.701,-7.443,10.258,,,,10.258,-3.197,7.061,,,7.061,7.061,0.406,82.312,0.07,0.07,0.07,82.312,0.07,0.07,0.07,
07/01/2007,316.821,,,-211.195,,105.626,,-95.037,,,,,,,10.589,-73.547,12.986,15.286,-2.3,,0.0,,60.561,-62.958,36.002,-26.956,0.0,,,-26.956,-1.067,-28.023,0.0,0.0,-28.023,-28.023,32.747,92.311,-0.3,-0.3,0.06,92.311,-0.3,-0.3,0.06,
09/30/2007,324.213,,,-217.502,,106.711,,-82.96,,,,,,,23.751,-17.278,13.189,15.489,-2.3,,0.0,,4.089,6.473,-4.174,2.299,0.0,,,2.299,1.432,3.731,0.0,0.0,3.731,3.731,1.1746,92.537,0.04,0.04,0.05,93.359,0.04,0.04,0.05,
12/30/2007,320.637,,,-209.804,,110.833,0.0,-88.674,69.765,20.328,,,,18.909,22.159,25.893,15.167,15.166,,,,,-41.06,48.052,-16.034,32.018,-1.144,-1.144,,33.162,0.15,33.312,0.0,0.0,33.312,33.312,,28.883,0.33,0.32,-22.68,28.936,0.33,0.32,0.09,
03/30/2008,302.854,,,-233.445,,69.409,,-60.338,,,,,,,9.071,-85.006,10.991,13.491,-2.5,,,,74.015,-75.935,8.464,-67.471,0.0,,,-67.471,0.0,-67.471,0.0,0.0,-67.471,-67.471,,92.544,-0.73,-0.73,-0.73,92.544,-0.73,-0.73,-0.73,
06/29/2008,313.014,,,-244.992,,68.022,,-58.477,,,,,,,9.545,-23.216,11.544,13.944,-2.4,,,,11.672,-13.671,6.766,-6.905,0.0,,,-6.905,0.0,-6.905,0.0,0.0,-6.905,-6.905,,92.624,-0.07,-0.07,-0.07,92.624,-0.07,-0.07,-0.07,
09/28/2008,310.371,,,-239.88,,70.491,,-52.572,,,,,,,17.919,-28.347,,13.585,,,,,14.762,-10.428,-2.938,-13.366,-1.219,,,-12.147,0.0,-12.147,0.0,0.0,-12.147,-12.147,,92.65,-0.13,-0.14,0.01,92.65,-0.13,-0.14,0.01,
12/28/2008,896.522,,,-697.217,,199.305,,-166.299,,,,,,,33.006,-514.224,,25.989,,,,,488.235,-481.218,87.002,-394.216,-0.998,,,-393.218,0.0,-393.218,0.0,0.0,-393.218,-393.218,300.7713,468.802,-0.84,-0.84,-0.198,468.802,-0.84,-0.84,-0.198,
03/29/2009,863.984,863.984,,-675.942,675.942,188.042,0.0,-174.108,109.878,,109.878,,51.662,12.568,13.934,-29.667,,22.149,,1.794,,,5.724,-15.733,4.809,-10.924,0.0,0.0,0.0,-10.924,0.0,-10.924,0.0,0.0,-10.924,2.661,13.585,469.237,-0.02,-0.02,0.005671,469.237,-0.02,-0.02,0.005671,
06/28/2009,912.687,912.687,,-686.462,686.462,226.225,0.0,-169.718,112.746,,112.746,,44.687,12.285,56.507,-33.066,,31.065,,2.793,,,-0.792,23.441,-8.549,14.892,0.0,0.0,0.0,14.892,0.0,14.892,0.0,0.0,14.892,28.8007,13.9087,469.614,0.03,0.03,0.061328,471.153,0.03,0.03,0.059521,
09/27/2009,903.221,903.221,,-684.071,684.071,219.15,0.0,-162.328,97.909,,97.909,,47.02,17.399,56.822,-34.401,,36.457,,-0.737,,,-1.319,22.421,-8.155,14.266,-0.422,-0.422,0.0,14.688,0.0,14.688,0.0,0.0,14.688,27.65925,13.39325,468.008,0.03,0.03,0.0591,471.393,0.03,0.03,0.058412,
01/03/2010,900.943,900.943,,-682.009,682.009,218.934,0.0,-234.221,132.18,,132.18,,46.882,55.159,-15.287,-34.975,,37.037,,-0.842,,,-1.22,-50.262,35.544,-14.718,-1.124,-1.124,0.0,-13.594,0.0,-13.594,0.0,0.0,-13.594,25.53325,40.25125,459.39,-0.03,-0.03,0.055581,459.39,-0.03,-0.03,0.055581,
04/04/2010,837.447,837.447,,-641.422,641.422,196.025,0.0,-169.692,110.482,,110.482,,46.326,12.884,26.333,-34.87,,36.278,,-0.13,,,-1.278,-8.537,5.137,-3.4,0.0,0.0,0.0,-3.4,0.0,-3.4,0.0,0.0,-3.4,9.21065,12.61065,443.326,-0.01,-0.01,0.020776,443.326,-0.01,-0.01,0.018446,
07/04/2010,607.434,607.434,,-442.314,442.314,165.12,0.0,-106.173,74.081,,74.081,,31.381,0.711,58.947,-49.78,,29.516,,-5.048,,,25.312,9.167,-3.725,5.442,-5.3,-5.3,0.0,10.742,0.0,10.742,0.0,0.0,10.742,22.78335,17.34135,425.594,0.03,0.02,0.053533,426.567,0.03,0.02,0.053533,
10/03/2010,600.708,600.708,,-451.319,451.319,149.389,0.0,-129.099,73.984,,73.984,,32.639,22.476,20.29,-28.919,,29.159,,-0.077,,,-0.163,-8.629,7.872,-0.757,0.152,0.152,0.0,-0.909,0.0,-0.909,0.0,0.0,-0.909,13.02755,13.78455,417.985,0.0,0.0,0.031168,417.985,0.0,0.0,0.031168,
01/01/2011,329.85,329.85,,-221.899,221.899,107.951,0.0,-63.076,52.964,,52.964,,16.5,-6.388,44.875,-23.32,,23.432,,-0.004,,,-0.096,21.555,-4.729,16.826,27.584,27.584,0.0,-10.758,0.0,-10.758,0.0,0.0,-10.758,13.86265,-2.96335,381.535,-0.028197,0.044101,0.036334,420.902,-0.028197,0.034276,0.028239,
04/03/2011,582.465,582.465,,-438.871,438.871,143.594,0.0,-115.577,74.685,,74.685,,30.314,10.578,28.017,-29.189,,29.442,,,,,-0.253,-1.172,0.876,-0.296,1.113,1.113,0.0,-1.409,0.0,-1.409,0.0,0.0,-1.409,4.83705,5.13305,418.52,-0.003367,-0.000707,0.011558,418.52,-0.003367,-0.000707,0.011558,
07/03/2011,622.459,622.459,,-464.798,464.798,157.661,0.0,-110.227,74.456,,74.456,,29.842,5.929,47.434,-27.752,,28.089,,-0.148,,,-0.189,19.682,-8.308,11.374,0.108,-3.672,3.78,11.266,0.0,11.266,0.0,0.0,11.266,11.61125,0.23725,417.676,0.03,0.03,0.0278,419.239,0.03,0.03,0.0278,
10/02/2011,611.416,611.416,,-458.0,458.0,153.416,0.0,-121.026,66.006,,,,30.816,24.204,32.39,-28.08,,28.384,,-0.003,,,-0.301,4.31,-1.766,2.544,6.51,1.441,5.069,-3.966,0.0,-3.966,0.0,0.0,-3.966,11.969,9.425,395.677,-0.01,0.01,0.030249,397.899,-0.01,0.01,0.030249,
01/01/2012,615.018,615.018,,-454.44,454.44,160.578,0.0,-131.298,77.243,,77.243,,32.02,22.035,29.28,-27.66,,28.195,,-0.296,,,-0.239,1.62,2.67,4.29,0.306,0.356,-0.05,3.984,0.0,3.984,0.0,0.0,3.984,11.19105,6.90105,389.022,0.01,0.01,0.028767,391.992,0.01,0.01,0.027605,
04/01/2012,593.187,593.187,,-455.467,455.467,137.72,0.0,-116.804,72.304,,72.304,,32.311,12.189,20.916,0.696,,28.235,,,,,-28.931,21.612,-6.878,14.734,0.0,0.0,0.0,14.734,-2.384,12.35,0.0,0.0,12.35,3.11715,-11.61685,389.701,0.03,0.03,0.001881,392.275,0.03,0.03,0.000386,
07/01/2012,645.868,645.868,,-483.08,483.08,162.788,0.0,-124.397,73.345,,73.345,,35.947,15.105,38.391,-52.557,,28.002,,,,,24.555,-14.166,8.673,-5.493,0.0,0.0,0.0,-5.493,0.0,-5.493,0.0,0.0,-5.493,17.963,23.456,389.978,-0.01,-0.01,0.046062,389.978,-0.01,-0.01,0.046062,
09/30/2012,636.308,636.308,,-478.425,478.425,157.883,0.0,-126.7,72.175,,72.175,,41.878,12.647,31.183,-70.547,,21.566,,,,,48.981,-39.364,12.672,-26.692,-0.53,-0.784,0.254,-26.162,0.0,-26.162,0.0,0.0,-26.162,11.211,37.903,390.406,-0.07,-0.07,0.028716,390.406,-0.07,-0.07,0.027086,
12/30/2012,629.879,629.879,,-464.276,464.276,165.603,0.0,-133.346,69.984,,69.984,,36.84,26.522,32.257,-13.464,,20.801,,-6.786,,,-0.551,18.793,6.616,25.409,-0.979,-1.167,0.188,26.388,0.0,26.388,0.0,0.0,26.388,33.8727,8.4637,391.013,0.07,0.07,0.086628,392.64,0.07,0.07,0.086628,
03/31/2013,603.682,603.682,,-460.828,460.828,142.854,0.0,-120.39,65.31,,65.31,,51.797,3.283,22.464,-23.235,,20.964,,,,,2.271,-0.771,2.904,2.133,0.0,0.0,0.0,2.133,0.0,2.133,0.0,0.0,2.133,3.7411,1.6081,392.498,0.01,0.01,0.009532,395.694,0.01,0.01,0.009532,
06/30/2013,650.544,650.544,,-473.298,473.298,177.246,0.0,-120.256,74.795,,74.795,,38.719,6.742,56.99,-39.935,,18.964,,,,,20.971,17.055,-5.053,12.002,0.0,0.0,0.0,12.002,0.222,12.224,0.0,0.0,12.224,27.5947,15.5927,393.174,0.03,0.03,0.070749,397.884,0.03,0.03,0.069189,
09/29/2013,640.779,640.779,,-469.177,469.177,171.602,0.0,-144.792,76.518,,76.518,,44.325,23.949,26.81,-13.347,,15.62,,,,,-2.273,13.463,-15.625,-2.162,0.0,0.0,0.0,-2.162,0.223,-1.939,0.0,0.0,-1.939,14.1128,16.2748,392.579,-0.004939,-0.004939,0.036517,392.579,-0.004939,-0.004939,0.036517,
12/29/2013,592.405,592.405,,-436.437,436.437,155.968,0.0,-127.09,77.169,,77.169,,47.518,2.403,28.878,0.427,,13.464,,-21.202,,,7.311,29.305,3.62,32.925,0.266,0.266,0.0,32.659,0.41,33.069,0.0,0.0,33.069,40.08745,7.16245,392.088,0.08,0.09,0.103287,400.416,0.08,0.08,0.097888,
03/30/2014,523.196,523.196,,-374.19,374.19,149.006,0.0,-59.992,70.366,,70.366,,42.021,-52.395,89.014,-12.471,,12.994,,,,,-0.523,76.543,-30.24,46.303,0.0,0.0,0.0,46.303,0.0,46.303,0.0,0.0,46.303,3.4208,-42.8822,381.551,0.12,0.12,0.008966,389.352,0.12,0.12,0.008966,
06/29/2014,506.079,506.079,,-335.141,335.141,170.938,0.0,-109.769,66.433,,66.433,,37.998,5.338,61.169,-12.227,,13.083,,,,,-0.856,48.942,-21.615,27.327,-1.68,-1.68,0.0,29.007,0.0,29.007,0.0,0.0,29.007,26.613,-0.714,366.712,0.08,0.07,0.074572,372.172,0.08,0.07,0.068082,
