Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,2386.568115,264.891998,264.891998,0.0,482.937988,,,31.405001,,,,,201.884995,,,,,981.119995,897.429993,1848.957031,-951.526978,51.599998,,456.417999,,,,,456.417999,1405.44799,,620.986023,620.986023,,,,0.518,,,,,113.308965,,,113.308965,734.812988,536.39502,,,,455.152008,,,,455.152008,991.547028,1726.360016,130.904999,125.652,,,-189.832001,,593.483002,660.208,0.0,660.208,2386.568016,
12/31/1992,2293.066895,152.063995,152.063995,0.0,481.205994,,,33.425999,,,,,195.897003,,,,,862.593018,886.833984,1850.932007,-964.098022,99.464996,,444.174988,,,,,444.174988,1430.473968,,187.800003,187.800003,,,,0.571,,,,,521.912994,,,521.912994,710.283997,505.320007,,,,498.302002,,,,498.302002,1003.622009,1713.906006,132.682007,126.734001,,,-189.546005,,509.291,579.161003,0.0,579.161003,2293.067009,
03/31/1993,2318.061035,130.127998,121.266998,8.861,477.036011,,,31.363001,,,,,220.522995,,,,,859.049988,889.323975,1873.001953,-983.677979,123.236,,446.450989,,,,,446.450989,1459.010963,,608.767029,608.767029,,,,0.566,,,,,117.250956,,,117.250956,726.583984,505.217987,,,,500.381989,,,,500.381989,1005.599976,1732.18396,133.613998,127.339996,,,-194.085007,,519.008011,585.876999,0.0,585.876999,2318.060959,
06/30/1993,2313.294922,97.583,94.638,2.945,477.955994,,,33.104,,,,,218.279007,,,,,826.921997,879.109009,1870.019043,-990.909973,122.931999,,484.332001,,,,,484.332001,1486.373009,,622.166992,622.166992,,,,0.912,,,,,121.806994,,,121.806994,744.885986,491.980988,,,,486.514008,,,,486.514008,978.494995,1723.380981,133.223999,127.305,,,-188.945999,,518.331009,589.914009,0.0,589.914009,2313.294991,
09/30/1993,2293.021973,121.528999,121.528999,0.0,485.674011,,,33.463001,,,,,220.619003,,,,,861.284973,904.393982,1901.542969,-997.148987,41.462002,,485.881012,,,,,485.881012,1431.736996,,633.143005,633.143005,,,,0.924,,,,,122.341015,,,122.341015,756.40802,446.562988,,,,487.554993,,,,487.554993,934.117981,1690.526001,135.061005,127.417999,,,-188.613998,,528.630997,602.496002,0.0,602.496002,2293.022003,
12/31/1993,2306.653076,139.044006,139.044006,0.0,508.669006,,,34.939999,,,,,213.181,,,,,895.833984,910.44397,1923.776978,-1013.333008,20.327,,480.048004,,,,,480.048004,1410.818974,,206.498993,206.498993,,,,39.245998,,,,,572.008,,,572.008,817.752991,408.408997,,,,457.115997,,,,457.115997,865.524994,1683.277985,135.923004,131.755997,,,-188.343994,,544.040008,623.375015,0.0,623.375015,2306.653,
03/31/1994,2335.031006,120.222,120.222,0.0,521.463989,,,34.584999,,,,,237.774002,,,,,914.044983,913.22998,1953.170044,-1039.939941,21.304001,,486.451996,,,,,486.451996,1420.985977,,658.091003,658.091003,,,,39.182999,,,,,136.702011,,,136.702011,833.976013,408.199005,,,,452.505005,,,,452.505005,860.70401,1694.680023,138.173004,138.063004,,,-188.130005,,552.244995,640.350998,0.0,640.350998,2335.031021,
06/30/1994,2409.310059,133.042007,133.042007,0.0,547.10199,,,35.710999,,,,,222.345993,,,,,938.200989,937.789978,2000.243042,-1062.453003,20.636,,512.682983,,,,,512.682983,1471.108961,,723.393982,723.393982,,,,41.117001,,,,,171.635014,,,171.635014,936.145996,406.006012,,,,423.118011,,,,423.118011,829.124023,1765.27002,139.75,139.744995,,,-187.852005,,552.397018,644.040009,0.0,644.040009,2409.310028,
09/30/1994,2514.059082,140.574005,140.574005,0.0,599.323975,,,38.458,,,,,264.589996,,,,,1042.946045,940.947998,2026.777954,-1085.829956,20.618999,,509.54599,,,,,509.54599,1471.112988,,801.758972,801.758972,,,,41.049999,,,,,191.655994,,,191.655994,1034.464966,111.170998,,,,711.385986,,,,711.385986,822.556984,1857.02195,140.929001,140.199997,,,-187.630005,,563.537994,657.036987,0.0,657.036987,2514.058937,
12/31/1994,2472.7229,95.710999,95.710999,0.0,659.190979,,,41.719002,,,,,234.843994,,,,,1031.464966,944.59198,2022.343994,-1077.751953,0.0,,496.665985,,,,,496.665985,1441.257965,,796.380981,796.380981,,,,3.712,,,,,145.075049,,,145.075049,945.16803,397.856995,,,,456.069,,,,456.069,853.925995,1799.094025,143.654999,143.681,,,-187.421997,,573.714996,673.628998,0.0,673.628998,2472.723023,
03/31/1995,2558.86499,93.515999,93.515999,0.0,675.044006,,,44.033001,,,,,253.347,,,,,1065.939941,972.473999,2066.022949,-1093.54895,0.0,,520.450989,,,,,520.450989,1492.924988,,802.422974,802.422974,,,,55.0,,,,,144.916016,,,144.916016,1002.338989,397.688995,,,,459.535004,,,,459.535004,857.223999,1859.562988,27.006001,262.036987,,,-187.139008,,597.39801,699.301991,0.0,699.301991,2558.864979,
06/30/1995,2665.447998,99.656998,99.656998,0.0,709.177979,,,49.282001,,,,,245.199997,,,,,1103.317017,1034.76001,2142.374023,-1107.614014,0.0,,527.370972,,,,,527.370972,1562.130981,,828.012024,828.012024,,,,12.17,,,,,150.516951,,,150.516951,990.698975,495.516998,,,,460.181,,,,460.181,955.697998,1946.396973,28.048,263.921997,,,-186.694,,613.774994,719.050991,0.0,719.050991,2665.447964,
09/30/1995,2763.833984,101.955002,101.955002,0.0,760.357971,,,50.201,,,,,275.937988,,,,,1188.452026,1057.046021,2175.968994,-1118.922974,0.0,,518.335999,,,,,518.335999,1575.382019,,273.523987,273.523987,,,,84.014999,,,,,724.268997,,,724.268997,1081.807983,495.502991,,,,461.290985,,,,461.290985,956.793976,2038.601959,29.202,264.667999,,,-186.391006,,617.753006,725.231998,0.0,725.231998,2763.833958,
12/31/1995,2084.958008,59.786999,59.786999,0.0,510.028992,,,26.577999,,,,,175.591995,,,,,771.986023,574.674011,980.268982,-405.595001,0.0,,738.297974,,,,,738.297974,1312.971985,,176.619003,176.619003,,,,52.411999,,,,,364.63599,,,364.63599,593.666992,480.410004,,,,288.520996,,,,288.520996,768.931,1362.597992,30.27,271.852997,,,-186.134003,,606.371003,722.359997,0.0,722.359997,2084.957989,
03/31/1996,2805.114014,110.884003,110.884003,0.0,732.85199,,,44.037998,,,,,272.273987,,,,,1160.047974,1106.531006,2238.787109,-1132.255981,0.0,,538.534973,,,,,538.534973,1645.065979,,279.761993,279.761993,,,,93.281998,,,,,644.260025,,,644.260025,1017.304016,492.372986,,,,579.922974,,,,579.922974,1072.295959,2089.599976,30.992001,272.699005,,,-185.483002,,597.306,715.514004,0.0,715.514004,2805.113979,
06/30/1996,2876.167969,123.064003,123.064003,0.0,792.044006,,,39.523998,,,,,249.783005,,,,,1204.415039,1132.135986,2278.163086,-1146.026978,0.0,,539.617004,,,,,539.617004,1671.752991,,287.216003,287.216003,,,,125.216003,,,,,664.074951,,,664.074951,1076.506958,492.350006,,,,583.317993,,,,583.317993,1075.667999,2152.174957,32.033001,272.798004,,,-184.897995,,604.059982,723.992992,0.0,723.992992,2876.16795,
09/30/1996,2954.837891,114.408997,114.408997,0.0,840.822998,,,50.539001,,,,,256.825012,,,,,1262.595947,1150.245972,2324.531006,-1174.285034,0.0,,541.995972,,,,,541.995972,1692.241944,,281.790985,281.790985,,,,153.207993,,,,,705.319992,,,705.319992,1140.31897,492.338989,,,,583.927979,,,,583.927979,1076.266968,2216.585938,33.252998,272.731995,,,-184.451004,,616.718002,738.251991,0.0,738.251991,2954.837929,
12/31/1996,2081.865967,82.094002,82.094002,0.0,542.380981,,,32.916,,,,,158.503998,,,,,815.89502,752.648987,1259.368042,-506.718994,0.0,,513.322021,,,,,513.322021,1265.971008,,210.901993,210.901993,,,,158.184998,,,,,445.999008,,,445.999008,815.085999,477.200989,,,,281.299988,,,,281.299988,758.500977,1573.586976,24.462,275.126007,,,-173.332001,,382.022995,508.279001,0.0,508.279001,2081.865977,
03/31/1997,2103.136963,78.277,78.277,0.0,550.802002,,,32.400002,,,,,163.186996,,,,,824.666016,762.476013,1295.105957,-532.630005,0.0,,515.994995,,,,,515.994995,1278.471008,,200.800003,200.800003,,,,149.947006,,,,,460.494995,,,460.494995,811.242004,473.641998,,,,285.363007,,,,285.363007,759.005005,1570.247009,25.607,291.046997,,,-172.880005,,389.115997,532.88999,0.0,532.88999,2103.136999,
06/30/1997,2180.343994,136.546005,136.546005,0.0,548.682007,,,34.286999,,,,,169.541,,,,,889.05603,774.549011,1333.503052,-558.953979,0.0,,516.739014,,,,,516.739014,1291.288025,,211.686005,211.686005,,,,4.895,,,,,502.075978,,,502.075978,718.656982,473.528015,,,,290.585999,,,,290.585999,764.114014,1482.770996,151.718002,303.794006,,,-172.419998,,414.481003,697.573013,0.0,697.573013,2180.344009,
09/30/1997,2334.974121,163.884995,163.884995,0.0,653.18103,,,36.462002,,,,,147.227997,,,,,1000.755981,809.02002,1396.911011,-587.890991,0.0,,525.197998,,,,,525.197998,1334.218018,,259.997009,259.997009,,,,4.895,,,,,559.732014,,,559.732014,824.624023,473.507996,,,,427.446991,,,,427.446991,900.954987,1725.57901,28.399,310.179993,,,-172.214996,,443.031006,609.395003,0.0,609.395003,2334.974013,
12/31/1997,2421.496094,97.616997,97.616997,0.0,703.784973,,,36.580002,,,,,171.404999,,,,,1009.387024,879.84198,1496.696045,-616.854004,0.0,,532.267029,,,,,532.267029,1412.109009,,268.063995,268.063995,,,,4.875,,,,,533.199005,,,533.199005,806.138,473.488007,,,,358.766998,,,,358.766998,832.255005,1638.393005,154.839005,336.237,,,-172.048004,,464.075012,783.103012,0.0,783.103012,2421.496017,
03/31/1998,2493.180908,95.301003,95.301003,0.0,671.258972,,,36.573002,,,,,215.764008,,,,,1018.896973,910.494019,1558.208008,-647.713989,0.0,,563.789978,,,,,563.789978,1474.283997,,241.761002,241.761002,,,,76.262001,,,,,547.734016,,,547.734016,865.757019,467.701996,,,,360.802002,,,,360.802002,828.503998,1694.261017,156.050995,338.95401,,,-171.705002,,475.62001,798.920013,0.0,798.920013,2493.18103,
06/30/1998,2534.061035,78.899002,78.899002,0.0,728.359009,,,40.726002,,,,,188.891006,,,,,1036.875,927.604065,1609.060059,-681.455994,0.0,,569.58197,,,,,569.58197,1497.186035,,251.453003,251.453003,,,,12.262,,,,,593.461022,,,593.461022,857.176025,467.679993,,,,373.747009,,,,373.747009,841.427002,1698.603027,157.214996,340.712006,,,-171.313995,,508.845001,835.458008,0.0,835.458008,2534.061035,
09/30/1998,2624.269043,108.014999,108.014999,0.0,768.291016,,,40.265999,,,,,174.098007,,,,,1090.670044,959.018005,1667.124023,-708.106018,0.0,,574.580994,,,,,574.580994,1533.598999,,255.964005,255.964005,,,,5.262,,,,,636.823983,,,636.823983,898.049988,467.65799,,,,380.855988,,,,380.855988,848.513978,1746.563966,158.434006,343.514008,,,-170.977005,,546.733994,877.705003,0.0,877.705003,2624.268969,
12/31/1998,2689.412109,73.897003,73.897003,0.0,810.549988,,,41.764,41.764,0.0,0.0,0.0,174.149994,,,,,1100.360962,984.476013,1721.939941,-737.463989,0.0,,604.575012,268.313995,,,,336.261017,1589.051025,,285.832001,285.832001,,,,5.259,,,,,616.390994,,,616.390994,907.481995,467.63501,,,,412.940002,,,,412.940002,880.575012,1788.057007,160.087006,348.688995,,,-170.677994,,563.257004,901.355011,0.0,901.355011,2689.412018,
03/31/1999,2695.908936,79.530998,79.530998,0.0,776.567017,,,41.215,41.215,0.0,0.0,0.0,174.487,,,,,1071.800049,998.924988,1765.644043,-766.718994,0.0,,625.184021,275.036011,275.036011,0.0,,350.14801,1624.109009,,264.714996,264.714996,,,,35.459999,,,,,570.564018,,,570.564018,870.739014,461.210999,350.504997,110.706001,110.706001,421.105011,,,,421.105011,882.31601,1753.055023,161.141006,352.506989,,,-170.102005,,599.307999,942.853989,0.0,942.853989,2695.909012,
06/30/1999,2810.944092,108.471001,108.471001,0.0,795.588013,,,40.167999,40.167999,0.0,0.0,0.0,184.718002,,,,,1128.944946,1042.753052,1846.248047,-803.494995,0.0,,639.245972,271.467987,271.467987,0.0,,367.777985,1681.999023,,273.433014,273.433014,,,,12.46,,,,,616.801993,,,616.801993,902.695007,461.187012,350.505013,110.681999,110.681999,454.610992,,,,454.610992,915.798004,1818.493011,162.462997,356.242004,,,-169.716995,,643.462997,992.451004,0.0,992.451004,2810.944016,
09/30/1999,2901.959961,133.257996,133.257996,0.0,809.377014,,,45.049999,45.049999,0.0,0.0,0.0,179.339005,,,,,1167.024048,1089.31897,1919.293945,-829.974976,0.0,,645.617004,268.503998,,,,377.113006,1734.935974,,295.712006,295.712006,,,,31.459999,,,,,618.319999,,,618.319999,945.492004,433.457001,,,,487.942993,,,,487.942993,921.399994,1866.891998,163.852005,357.079987,,,-169.397003,,683.532989,1035.067978,0.0,1035.067978,2901.959976,
12/31/1999,3059.333984,146.263,146.263,0.0,781.802002,,,45.313999,45.313999,0.0,0.0,0.0,192.289993,,,,,1165.668945,1047.246948,1875.334961,-828.088013,0.0,,846.41803,351.993011,265.895996,86.097015,,494.425018,1893.664978,,395.617004,395.617004,,,,46.452,46.4,0.052,0.052,,553.290981,,,553.290981,995.359985,433.446014,322.800011,110.646004,110.646004,537.580017,,,,537.580017,971.026031,1966.386017,165.225006,363.287994,,,-169.057007,,733.492004,1092.947998,0.0,1092.947998,3059.334015,
03/31/2000,3207.573,111.415,111.415,0.0,1012.703,1012.703,,42.67,42.669998,0.0,0.0,0.0,116.276,,,,,1283.064,1144.296,2044.012,-899.716,0.0,,780.213,352.599,263.116,89.483,,427.614,1924.509,,321.467,321.467,,,,7.552,,,,,687.116,,,687.116,1016.135,659.679,549.06,110.619,110.619,533.39,,,,533.39,1193.069,2209.204,0.008,491.108,,,-168.322,780.385,-104.81,998.369,0.0,998.369,3207.573,
09/30/2000,3218.216064,79.896004,79.896004,0.0,884.674011,,,42.505001,42.505001,0.0,0.0,0.0,218.307999,,,,,1225.383057,1089.136963,2009.417969,-920.281006,0.0,,903.695984,346.556,257.592987,88.963013,,557.139984,1992.832947,,408.582001,408.582001,,,,12.553,,,,,542.166024,,,542.166024,963.301025,534.65802,424.096024,110.561996,110.561996,553.169006,,,,553.169006,1087.827026,2051.128051,168.869003,364.772003,,,-167.485001,,800.932022,1167.088027,0.0,1167.088027,3218.216078,
12/31/2000,3244.940918,104.514999,104.514999,0.0,881.268005,,,42.271,42.271,0.0,0.0,0.0,212.281006,,,,,1240.334961,1106.521973,2040.64502,-934.122986,0.0,,898.083984,344.716003,254.886993,89.82901,,553.367981,2004.605957,,418.157013,418.157013,,,,7.553,7.5,0.053,0.053,,533.198984,,,533.198984,958.908997,534.648987,424.11599,110.532997,110.532997,564.460999,,,,564.460999,1099.109986,2058.018983,169.865005,365.924011,,,-166.938995,,818.071991,1186.922012,0.0,1186.922012,3244.940995,
03/31/2001,2990.02,400.763,400.763,,677.684,677.684,,20.244,,,,,229.155,,,,,1327.846,1070.529,1918.571,-848.042,,,591.645,320.414,240.523,79.891,,271.231,1662.174,,338.73,338.73,,,,11.765,,,,,533.48,,,533.48,883.975,565.815,436.055,129.76,129.76,777.143,,,,777.143,1342.958,2226.933,0.008,489.359,,,-164.441,432.918,5.243,763.087,,763.087,2990.02,
06/30/2001,2875.584961,131.470001,131.470001,0.0,757.309998,,,23.166,23.166,0.0,0.0,0.0,251.684998,,,,,1163.630981,1083.785034,1999.60498,-915.820007,0.0,,628.169006,335.154999,249.863998,85.291001,,293.014007,1711.95404,,393.959991,393.959991,,,,8.753,,,,,458.349021,,,458.349021,861.062012,541.125977,430.652977,110.473,110.473,508.882996,,,,508.882996,1050.008973,1911.070985,172.104996,368.604004,,,-165.817993,,589.622986,964.513993,0.0,964.513993,2875.584978,
09/30/2001,3002.329102,395.007996,395.007996,0.0,731.27301,,,22.59,22.59,0.0,0.0,0.0,212.501007,,,,,1361.371948,1096.08606,2035.213989,-939.127991,0.0,,544.870972,333.075012,247.302002,85.77301,,211.79596,1640.957032,,360.036987,360.036987,,,,8.753,,,,,508.713004,,,508.713004,877.502991,558.263977,447.822975,110.441002,110.441002,578.049988,,,,578.049988,1136.313965,2013.816956,173.417007,368.320007,,,-165.389008,,612.164002,988.512008,0.0,988.512008,3002.328964,
12/31/2001,2990.02,400.763,400.763,0.0,677.684,677.684,,20.244,20.243999,0.0,0.0,0.0,229.155,,,,,1327.846,1070.529,1918.571,-848.042,0.0,,591.645,320.414,240.523,79.891,,271.231,1662.174,,338.73,338.73,,,,11.765,8.7,3.065,3.065,,533.641,,,533.641,884.136,690.815,561.055,129.76,129.76,776.982,,,,776.982,1467.797,2351.933,0.008,489.359,,,-164.441,432.918,-119.757,638.087,0.0,638.087,2990.02,
03/31/2002,2739.761,270.404,270.404,,716.037,716.037,,19.612,,,,,262.435,,,,,1268.488,1015.354,1919.044,-903.69,,,455.919,316.267,240.593,75.674,,139.652,1471.273,,356.605,356.605,,,,12.289,,,,,504.16,,,504.16,873.054,557.61,447.234,110.376,110.376,466.099,,,,466.099,1023.709,1896.763,0.008,499.322,,,-161.841,506.816,-1.307,842.998,,842.998,2739.761,
06/30/2002,2999.696045,355.511993,355.511993,0.0,710.286987,,,20.077999,20.077999,0.0,0.0,0.0,301.636993,,,,,1387.514038,1045.147949,1934.475952,-889.328003,0.0,,567.033997,318.401001,240.567001,77.834,,248.632996,1612.181946,,369.295013,369.295013,,,,15.292,,,,,680.661034,,,680.661034,1065.248047,543.999023,433.440025,110.558998,110.558998,585.461975,,,,585.461975,1129.460998,2194.709045,176.018997,372.634003,,,-162.852997,,419.187012,804.987015,0.0,804.987015,2999.69606,
09/30/2002,2950.197998,338.25,338.25,0.0,713.60498,,,19.993,19.993,0.0,0.0,0.0,275.106995,,,,,1346.954956,1034.967041,1936.463989,-901.497009,0.0,,568.276001,317.242004,240.567001,76.675003,,251.033997,1603.243042,,351.989014,351.989014,,,,10.152,,,,,688.605934,,,688.605934,1050.746948,564.419006,453.867004,110.552002,110.552002,498.375,,,,498.375,1062.794006,2113.540954,177.199005,373.32901,,,-162.287003,,448.416001,836.657013,0.0,836.657013,2950.197967,
12/31/2002,2739.761,270.404,270.404,0.0,716.037,716.037,,19.612,,0.0,0.0,0.0,262.435,,,,,1268.488,1015.354,1919.044,-903.69,0.0,,455.919,316.267,240.593,75.674,,139.652,1471.273,,356.605,356.605,,,,12.289,12.134,0.155,0.155,,504.16,,,504.16,873.054,682.61,572.234,110.376,110.376,466.099,,,,466.099,1148.709,2021.763,0.008,499.322,,,-161.841,506.816,-126.307,717.998,0.0,717.998,2739.761,
03/31/2003,2701.693,237.897,237.897,,717.124,717.124,,20.66,,,,,256.364,,,,,1232.045,1025.873,1959.83,-933.957,,,443.775,315.133,240.614,74.519,,128.642,1469.648,,347.707,347.707,,,,14.21,,,,,469.423,,,469.423,831.34,544.584,434.245,110.339,110.339,467.883,,,,467.883,1012.467,1843.807,0.008,500.308,,,-161.199,517.794,0.975,857.886,,857.886,2701.693,
06/30/2003,2688.522949,327.317993,327.317993,0.0,698.072021,,,18.952999,18.952999,0.0,0.0,0.0,206.332993,,,,,1250.676025,1007.700012,1957.272949,-949.572998,0.0,,430.147003,240.654999,240.654999,0.0,,189.492004,1437.847015,,349.957001,349.957001,,,,14.21,,,,,441.908988,,,441.908988,806.075989,543.450012,433.150009,110.300003,110.300003,463.252014,,,,463.252014,1006.702026,1812.778015,180.972,382.471008,,,-160.556,529.133972,-56.27597,875.74501,0.0,875.74501,2688.523026,
09/30/2003,2728.436035,326.286011,326.286011,0.0,766.586975,,,17.684,17.684,0.0,0.0,0.0,197.692993,,,,,1308.25,990.60498,1954.902954,-964.297974,0.0,,429.580994,312.484009,240.623993,71.860016,,117.096985,1420.185974,,361.622986,361.622986,,,,14.21,,,,,462.217002,,,462.217002,838.049988,542.299988,431.885987,110.414001,110.414001,451.536987,,,,451.536987,993.836975,1831.886963,182.244995,383.03299,,,-159.882996,548.960022,-57.80603,896.548981,0.0,896.548981,2728.435944,
12/31/2003,2749.852051,321.459991,321.459991,0.0,769.70697,769.70697,,14.333,14.33,0.0,0.0,0.0,211.179001,,,,,1316.678955,997.455017,1977.786011,-980.330994,0.0,,435.717987,309.26001,240.671005,68.589005,,126.457977,1433.173004,,354.921997,354.921997,,,,14.23,14.055,0.175,0.175,,440.442974,,,440.442974,809.594971,661.314026,551.115028,110.198997,110.198997,460.13501,,,,460.13501,1121.449036,1931.044006,58.467999,391.972992,,,-159.272995,570.750977,-43.110977,818.807995,0.0,818.807995,2749.852001,
