Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2016,3942.0,239.0,3703.0,-3346.0,3346.0,596.0,0.0,-425.0,161.0,161.0,,36.0,,228.0,171.0,-40.0,46.0,55.0,-9.0,,-3.0,-3.0,131.0,-61.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,70.0,245.1,175.1,266.2,0.26,0.26,0.920736,270.5,0.26,0.26,0.90732,
12/31/2016,5456.0,536.0,4920.0,-4574.0,4574.0,882.0,0.0,-441.0,234.0,234.0,0.0,71.0,,136.0,441.0,-58.0,62.0,75.0,-13.0,0.0,-2.0,-2.0,383.0,-139.0,244.0,0.0,0.0,0.0,244.0,0.0,244.0,0.0,0.0,244.0,332.7,88.7,387.9,0.63,0.63,0.857695,394.0,0.62,0.62,0.845127,
03/31/2017,4912.0,428.0,4484.0,-4052.0,4052.0,860.0,0.0,-314.0,212.0,212.0,,51.0,,51.0,546.0,-52.0,63.0,70.0,-7.0,,-11.0,0.0,494.0,-123.0,371.0,0.0,0.0,0.0,371.0,0.0,371.0,0.0,0.0,371.0,395.0,24.0,384.9,0.96,0.96,1.026241,390.0,0.95,0.95,1.011538,
06/30/2017,5211.0,448.0,4763.0,-4141.0,4141.0,1070.0,0.0,-326.0,234.0,234.0,,71.0,,21.0,744.0,-28.0,65.0,73.0,-8.0,,-12.0,-25.0,716.0,-227.0,489.0,0.0,0.0,0.0,489.0,0.0,489.0,0.0,0.0,489.0,488.527273,-0.472727,378.5,1.29,1.29,1.290693,383.0,1.28,1.28,1.278766,
09/30/2017,5078.0,433.0,4645.0,-4001.0,4001.0,1077.0,0.0,-287.0,205.0,205.0,,54.0,,28.0,790.0,-52.0,64.0,73.0,-9.0,,-6.0,-6.0,738.0,-253.0,485.0,0.0,0.0,0.0,485.0,0.0,485.0,0.0,0.0,485.0,503.253165,18.253165,372.3,1.3,1.3,1.351741,376.6,1.29,1.29,1.338468,
12/31/2017,5251.0,443.0,4808.0,-4445.0,4445.0,806.0,0.0,-382.0,270.0,270.0,,53.0,,59.0,424.0,610.0,58.0,72.0,-14.0,,-11.0,-657.0,1034.0,-920.0,114.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,0.0,114.0,327.955414,213.955414,365.1,0.31,0.31,0.898262,369.9,0.31,0.31,0.888414,
03/31/2018,5009.0,406.0,4603.0,-4144.0,4144.0,865.0,0.0,-335.0,247.0,247.0,,54.0,,34.0,530.0,2.0,70.0,75.0,-5.0,,-13.0,-59.0,532.0,-112.0,420.0,0.0,0.0,0.0,420.0,0.0,420.0,0.0,0.0,420.0,415.993443,-4.006557,358.4,1.17,1.17,1.160696,358.4,1.16,1.16,1.148821,
06/30/2018,5409.0,423.0,4986.0,-4298.0,4298.0,1111.0,0.0,-293.0,217.0,217.0,,58.0,,18.0,818.0,56.0,79.0,85.0,-6.0,,-21.0,-114.0,874.0,-207.0,667.0,0.0,0.0,0.0,667.0,0.0,667.0,0.0,0.0,667.0,493.799104,-173.200896,353.4,1.89,1.89,1.397281,357.3,1.87,1.87,1.385251,
09/30/2018,5051.0,397.0,4654.0,-4170.0,4170.0,881.0,0.0,-285.0,221.0,221.0,,52.0,,12.0,596.0,-2.0,81.0,86.0,-5.0,,-61.0,-18.0,594.0,-91.0,503.0,0.0,0.0,0.0,503.0,0.0,503.0,0.0,0.0,503.0,455.546364,-47.453636,346.7,1.45,1.45,1.31395,350.6,1.43,1.43,1.29465,
12/31/2018,5289.0,409.0,4880.0,-4472.0,4472.0,817.0,0.0,-395.0,242.0,242.0,,62.0,,91.0,422.0,-77.0,88.0,94.0,-6.0,,-8.0,-3.0,345.0,-28.0,317.0,0.0,0.0,0.0,317.0,0.0,317.0,0.0,0.0,317.0,378.984806,61.984806,341.9,0.93,0.93,1.108467,345.7,0.92,0.92,1.099302,
03/31/2019,5012.0,375.0,4637.0,-4217.0,4217.0,795.0,0.0,-285.0,222.0,222.0,,54.0,,9.0,510.0,-78.0,91.0,97.0,-6.0,,-8.0,-5.0,432.0,-57.0,375.0,0.0,0.0,0.0,375.0,0.0,375.0,0.0,0.0,375.0,381.641379,6.641379,339.6,1.1,1.1,1.123797,342.8,1.09,1.09,1.109374,
06/30/2019,5305.0,418.0,4887.0,-4438.0,4438.0,867.0,0.0,-458.0,229.0,229.0,,56.0,,173.0,409.0,-95.0,96.0,102.0,-6.0,,0.0,-1.0,314.0,-82.0,232.0,0.0,0.0,0.0,232.0,0.0,232.0,0.0,0.0,232.0,368.033581,136.033581,333.8,0.7,0.7,1.102557,336.4,0.69,0.69,1.09438,
09/30/2019,5284.0,393.0,4891.0,-4396.0,4396.0,888.0,0.0,-281.0,220.0,220.0,,52.0,,9.0,607.0,-80.0,92.0,100.0,-8.0,,-2.0,-10.0,527.0,-140.0,387.0,0.0,0.0,0.0,387.0,0.0,387.0,0.0,0.0,387.0,387.04748,0.04748,329.9,1.17,1.17,1.173227,332.5,1.16,1.16,1.160143,
12/31/2019,5371.0,426.0,4945.0,-4704.0,4704.0,667.0,0.0,-393.0,267.0,267.0,,179.0,,-53.0,274.0,52.0,89.0,95.0,-6.0,,-3.0,-138.0,326.0,-47.0,279.0,0.0,0.0,0.0,279.0,0.0,279.0,0.0,0.0,279.0,196.719574,-82.280426,327.7,0.85,0.85,0.600304,330.4,0.85,0.85,0.600304,
03/31/2020,4681.0,280.0,4401.0,-4149.0,4149.0,532.0,0.0,-418.0,270.0,270.0,,150.0,,-2.0,114.0,-95.0,87.0,93.0,-6.0,,4.0,4.0,19.0,12.0,31.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,31.0,29.615385,-1.384615,325.4,0.1,0.1,0.091012,327.4,0.09,0.09,0.085771,
06/30/2020,1464.0,49.0,1415.0,-1362.0,1362.0,102.0,0.0,-256.0,178.0,178.0,,72.0,,6.0,-154.0,-144.0,119.0,127.0,-8.0,,30.0,-5.0,-298.0,64.0,-234.0,0.0,0.0,0.0,-234.0,0.0,-234.0,0.0,0.0,-234.0,-230.8,3.2,325.6,-0.72,-0.72,-0.708845,325.6,-0.72,-0.72,-0.710172,
09/30/2020,2247.692,,,,,643.55917344,,,,,,,,,64.725,,,,,,,,-60.809,,-27.976,,,,,,-27.976,,,-27.976,-27.976,,,-0.054,-0.054,-0.06,,-0.054,-0.054,-0.06,
12/31/2020,3045.923,,,,,235.57168482,,,,,,,,,204.333,,,,,,,,54.388,,55.539,,,,,,55.539,,,55.539,55.539,,,0.206,0.206,0.207,,0.206,0.206,0.207,
