Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
09/30/1999,,,10.132,,-0.241,-0.241,,,,,,,,,,
12/31/1999,,,-32.713001,,9.884,9.884,,,,,,,,,,
03/31/2000,,,20.591,,20.591,20.591,,,,,,,,,,
06/30/2000,,,3.177,,3.177,3.177,,,,,,,,,,
09/30/2000,,,-3.071,,-3.071,-3.071,,,,,,,,,,
12/31/2000,,,-144.623001,,-144.623001,-144.623001,,,,,,,,,,
03/31/2001,,,-20.344999,,-47.361,-47.361,,,,,,,,,,
06/30/2001,,,-2.708,,-37.179001,-37.179001,,,,,,,,,,
09/30/2001,,,7.46,,-11.251,-11.251,,,,,,,,,,
03/31/2002,,,10.151,,51.638,51.638,,,,,,,,,,
06/30/2002,,,20.518,,53.745998,53.745998,,,,,,,,,,
09/30/2002,,,22.524,,34.124001,34.124001,,,,,,,,,,
12/31/2002,,,54.554001,,82.268996,82.268996,,,,,,,,,,
03/31/2003,,,18.759001,,12.474,12.474,,,,,,,,,,
06/30/2003,,,20.479,,2.491,2.491,,,,,,,,,,
09/30/2003,,,26.370001,,10.774,10.774,,,,,,,,,,
12/31/2003,,,46.992001,,40.5,40.5,,,,,,,,,,
03/31/2004,,,18.125,,56.018,56.018,,,,,,,,,,
06/30/2004,,,14.879,,10.2,10.2,,,,,,,,,,
09/30/2004,,,30.691999,,118.148003,118.148003,,,,,,,,,,
12/31/2004,,,38.747002,,38.747002,38.747002,,,,,,,,,,
03/31/2005,,49.1,45.59,,35.970001,35.970001,,,,,,,,,,
06/30/2005,,58.5,51.598,,35.675,35.675,,,,,,,,,,
09/30/2005,,67.717,62.847,,12.313,12.313,,,,,,,,,,
12/31/2005,,72.185,44.403,,34.259,34.259,,,,,,,,,,
03/31/2006,,70.677,61.507999,3.38867452566594,44.307,44.307,,,,,,,,,,
06/30/2006,,69.938,41.068001,1.57770347474511,26.198,26.198,,,,,,,,,,
09/30/2006,,66.787,47.068001,4.26811557971014,34.09,34.09,,,,,,,,,,
12/31/2006,,76.331,58.742001,4.35769802818057,32.876,32.876,,,,,,,,,,
03/31/2007,,74.358,71.643997,7.79897392795884,43.35,43.35,,,,,,,,,,
06/30/2007,,80.827,64.711998,2.64561432159574,48.044,48.044,,,,,,,,,,
09/30/2007,,88.55,72.468002,0.554319495582599,63.401,63.401,,,,,,,,,,
12/31/2007,,102.222,88.454002,3.99012997089072,12.185,12.185,,,,,,,,,,
03/31/2008,,102.185,71.220001,5.01164517045454,30.169,30.169,,,,,,,,,,
06/30/2008,,100.283,83.846001,7.29626857195397,47.826,47.826,,,,,,,,,,
09/30/2008,,106.0,82.245003,3.54947123113164,48.808,48.808,,,,,,,,,,
12/31/2008,,110.5,82.545998,-2.86666666666666,45.406,45.406,,,,,,,,,,
03/31/2009,,100.553,88.625,-0.109549308344486,53.456,58.491233,,,17.4521963824289,,,,,15.805595059322,,
06/30/2009,,117.765,94.667,0.37134437800887,28.653,37.97318,,,9.39976262784934,,,1.27064803049555,,5.72071498322931,,
09/30/2009,,126.235,98.595,-0.158833683439529,36.789,58.071919,,,3.18635313743103,,,-0.259608687393147,,2.73616667326811,,
12/31/2009,,134.417,102.926,2.12064108790676,54.522,59.33492,,,3.301519651183,,,1.34219608845711,,1.23645074655736,,
03/31/2010,,134.176,96.414,-1.9730376864042,37.576,51.241842,,,1.11679257173398,,,-0.795365029349738,,-5.10299904602909,,
06/30/2010,,125.875,98.168,-3.51133927497274,39.404,48.502926,,,2.84506661793798,,,1.88902614782788,,2.79404170804369,,
09/30/2010,,131.842,104.23,1.73545154598286,46.56,57.597489,,,5.69620253164557,,,-1.53681200857755,,4.2186860029429,,
12/31/2010,,142.333,105.171,1.24613117170229,60.572,72.361953,,,-2.97685834502104,,,-2.98440979955456,,-2.53068508357163,,
