Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2010,21339.0,550.0,550.0,0.0,1522.0,1522.0,0.0,124.0,,,,,373.0,55.0,,62.0,310.0,2569.0,11636.0,26204.0,-14568.0,0.0,7134.0,6002.0,5703.0,299.0,,1077.0,18770.0,,1659.0,561.0,,,1098.0,161.0,0.0,,,,161.0,491.0,,39.0,0.0,2311.0,8798.0,8798.0,,,,3791.0,1431.0,,,,1602.0,719.0,12589.0,14900.0,0.0,4530.0,6.0,4524.0,-4876.0,6270.0,184.0,6108.0,331.0,6439.0,21339.0,
12/31/2010,21476.0,539.0,539.0,0.0,1510.0,1510.0,0.0,130.0,,,,,303.0,37.0,,40.0,262.0,2482.0,11868.0,26558.0,-14690.0,0.0,7126.0,6021.0,5726.0,295.0,,1068.0,18994.0,,1780.0,692.0,0.0,0.0,1088.0,233.0,0.0,0.0,0.0,,233.0,472.0,0.0,16.0,0.0,2485.0,8674.0,8674.0,0.0,0.0,,3726.0,1386.0,66.0,0.0,66.0,1662.0,596.0,12400.0,14885.0,0.0,4534.0,6.0,4528.0,-4904.0,6400.0,230.0,6260.0,331.0,6591.0,21476.0,
03/31/2011,21648.0,676.0,676.0,0.0,1464.0,1464.0,0.0,130.0,,,,,278.0,32.0,,44.0,234.0,2548.0,11855.0,26568.0,-14713.0,0.0,7245.0,6089.0,5771.0,318.0,,1124.0,19100.0,,1619.0,546.0,,,1073.0,285.0,0.0,,,,285.0,459.0,,25.0,0.0,2363.0,8882.0,8882.0,,,,3771.0,1400.0,,,,1670.0,676.0,12653.0,15016.0,0.0,4542.0,6.0,4536.0,-4925.0,6424.0,257.0,6298.0,334.0,6632.0,21648.0,
06/30/2011,21583.0,371.0,371.0,0.0,1609.0,1609.0,0.0,137.0,,,,,257.0,50.0,,39.0,218.0,2374.0,11919.0,26876.0,-14957.0,0.0,7290.0,6103.0,5793.0,310.0,,1137.0,19209.0,,1630.0,576.0,,,1054.0,198.0,0.0,,,,198.0,467.0,,39.0,0.0,2295.0,8839.0,8839.0,,,,3826.0,1397.0,,,,1704.0,686.0,12665.0,14960.0,0.0,4551.0,6.0,4545.0,-5018.0,6499.0,259.0,6291.0,332.0,6623.0,21583.0,
09/30/2011,22052.0,282.0,282.0,0.0,1686.0,1686.0,0.0,142.0,,,,,309.0,83.0,,43.0,265.0,2419.0,11911.0,27018.0,-15107.0,0.0,7722.0,6501.0,6104.0,397.0,,1138.0,19633.0,,1828.0,676.0,,,1152.0,225.0,0.0,,,,225.0,474.0,,68.0,0.0,2527.0,9388.0,9388.0,,,,3852.0,1379.0,,,,1695.0,710.0,13240.0,15767.0,0.0,4559.0,6.0,4553.0,-5368.0,6613.0,144.0,5948.0,337.0,6285.0,22052.0,
12/31/2011,22569.0,258.0,258.0,0.0,1631.0,1631.0,0.0,153.0,,,,,337.0,73.0,,78.0,254.0,2379.0,12242.0,27550.0,-15308.0,0.0,7948.0,6672.0,6215.0,457.0,637.0,566.0,20190.0,,1925.0,838.0,0.0,0.0,1087.0,631.0,0.0,0.0,0.0,,631.0,512.0,0.0,34.0,0.0,3068.0,9125.0,9125.0,0.0,0.0,,3986.0,1370.0,73.0,0.0,73.0,1884.0,625.0,13111.0,16179.0,0.0,4567.0,6.0,4561.0,-5390.0,6721.0,172.0,6070.0,320.0,6390.0,22569.0,
03/31/2012,22535.0,189.0,189.0,0.0,1580.0,1580.0,0.0,153.0,,,,,363.0,70.0,,70.0,287.0,2285.0,12299.0,27844.0,-15545.0,0.0,7951.0,6684.0,6234.0,450.0,646.0,551.0,20250.0,,1682.0,662.0,,,1020.0,860.0,0.0,,,,860.0,505.0,,36.0,0.0,3047.0,8989.0,8989.0,,,,4018.0,1390.0,,,,1889.0,703.0,13007.0,16054.0,0.0,4546.0,6.0,4540.0,-5320.0,6727.0,206.0,6159.0,322.0,6481.0,22535.0,
06/30/2012,22691.0,237.0,237.0,0.0,1694.0,1694.0,0.0,147.0,,,,,376.0,,,73.0,300.0,2454.0,12360.0,28095.0,-15735.0,0.0,7877.0,6653.0,6237.0,416.0,656.0,568.0,20237.0,,1809.0,720.0,,,1089.0,853.0,0.0,,,,853.0,525.0,,45.0,0.0,3187.0,8973.0,8973.0,,,,4044.0,1392.0,,,,1879.0,728.0,13017.0,16204.0,0.0,4546.0,6.0,4540.0,-5312.0,6771.0,163.0,6168.0,319.0,6487.0,22691.0,
09/30/2012,23073.0,398.0,398.0,0.0,1760.0,1760.0,0.0,155.0,,,,,346.0,,,79.0,266.0,2659.0,12518.0,28523.0,-16005.0,0.0,7896.0,6664.0,6259.0,405.0,652.0,580.0,20414.0,,1898.0,787.0,,,1111.0,826.0,0.0,,,,826.0,463.0,,58.0,0.0,3187.0,9166.0,9166.0,,,,4108.0,1395.0,,,,1896.0,759.0,13274.0,16461.0,0.0,4552.0,6.0,4546.0,-5284.0,6820.0,200.0,6288.0,324.0,6612.0,23073.0,
12/31/2012,23097.0,194.0,194.0,0.0,1737.0,1737.0,0.0,174.0,,,,,318.0,0.0,,76.0,241.0,2423.0,12651.0,28763.0,-16112.0,0.0,8023.0,6688.0,6291.0,397.0,667.0,668.0,20674.0,,1812.0,842.0,0.0,0.0,970.0,743.0,0.0,0.0,0.0,,743.0,481.0,0.0,42.0,0.0,3036.0,9173.0,9173.0,0.0,0.0,,4213.0,1417.0,72.0,0.0,72.0,1947.0,735.0,13386.0,16422.0,0.0,4555.0,6.0,4549.0,-5273.0,6879.0,193.0,6354.0,321.0,6675.0,23097.0,
03/31/2013,23155.0,307.0,307.0,0.0,1658.0,1658.0,0.0,177.0,,,,,355.0,,,84.0,271.0,2497.0,12512.0,28833.0,-16321.0,0.0,8146.0,6823.0,6399.0,424.0,658.0,665.0,20658.0,,1704.0,674.0,,,1030.0,964.0,0.0,,,,964.0,520.0,,,0.0,3188.0,9045.0,9045.0,,,,4206.0,1486.0,,,,1928.0,792.0,13251.0,16439.0,0.0,4559.0,6.0,4553.0,-5199.0,6875.0,160.0,6395.0,321.0,6716.0,23155.0,
06/30/2013,23012.0,154.0,154.0,0.0,1730.0,1730.0,0.0,171.0,,,,,349.0,,,83.0,258.0,2404.0,12469.0,29009.0,-16540.0,0.0,8139.0,6802.0,6391.0,411.0,653.0,684.0,20608.0,,1731.0,696.0,,,1035.0,776.0,0.0,,,,776.0,515.0,,,0.0,3022.0,8994.0,8994.0,,,,4178.0,1487.0,,,,1923.0,768.0,13172.0,16194.0,0.0,4575.0,6.0,4569.0,-5148.0,6948.0,134.0,6509.0,309.0,6818.0,23012.0,
09/30/2013,23613.0,157.0,157.0,0.0,1751.0,1751.0,0.0,178.0,,,,,331.0,,,84.0,247.0,2417.0,12621.0,29426.0,-16805.0,0.0,8575.0,7162.0,6593.0,569.0,656.0,757.0,21196.0,,1788.0,763.0,,,1025.0,568.0,0.0,,,,568.0,506.0,,,0.0,2862.0,9491.0,9491.0,,,,4245.0,1507.0,,,,1994.0,744.0,13736.0,16598.0,0.0,4588.0,6.0,4582.0,-5115.0,7066.0,169.0,6708.0,307.0,7015.0,23613.0,
12/31/2013,22603.0,235.0,58.0,177.0,1699.0,1699.0,0.0,178.0,,,,,387.0,2.0,,113.0,274.0,2499.0,12344.0,29067.0,-16723.0,0.0,7760.0,6599.0,6070.0,529.0,414.0,745.0,20104.0,,1782.0,744.0,0.0,0.0,1038.0,726.0,0.0,,,,726.0,506.0,0.0,0.0,0.0,3014.0,9500.0,9500.0,,,,4087.0,1518.0,44.0,0.0,44.0,1842.0,683.0,13587.0,16601.0,0.0,4602.0,6.0,4596.0,-5338.0,6289.0,154.0,5707.0,295.0,6002.0,22603.0,
03/31/2014,22442.0,339.0,339.0,0.0,1661.0,1661.0,0.0,174.0,,,,,361.0,12.0,,96.0,265.0,2535.0,12170.0,29044.0,-16874.0,0.0,7737.0,6571.0,6068.0,503.0,402.0,752.0,19907.0,,1674.0,663.0,,,1011.0,1216.0,0.0,,,,1216.0,467.0,,,0.0,3357.0,8978.0,8978.0,,,,4068.0,1532.0,,,,1815.0,721.0,13046.0,16403.0,0.0,4613.0,6.0,4607.0,-5307.0,6342.0,89.0,5737.0,302.0,6039.0,22442.0,
06/30/2014,22179.0,137.0,137.0,0.0,1710.0,1710.0,0.0,166.0,,,,,342.0,1.0,,106.0,236.0,2355.0,12031.0,29029.0,-16998.0,0.0,7793.0,6587.0,6094.0,493.0,419.0,786.0,19824.0,,1720.0,692.0,,,1028.0,786.0,0.0,,,,786.0,474.0,,,0.0,2980.0,9011.0,9011.0,,,,4041.0,1540.0,,,,1796.0,705.0,13052.0,16032.0,0.0,4630.0,6.0,4624.0,-5288.0,6376.0,135.0,5853.0,294.0,6147.0,22179.0,
09/30/2014,22211.0,183.0,183.0,0.0,1643.0,1643.0,0.0,106.0,,,,,2184.0,15.0,1852.0,139.0,193.0,4116.0,10849.0,26885.0,-16036.0,0.0,7246.0,6230.0,5766.0,464.0,443.0,558.0,18095.0,,1807.0,712.0,,,1095.0,1141.0,0.0,,,,1141.0,841.0,,,369.0,3789.0,9023.0,9023.0,,,,3736.0,1535.0,,,,1522.0,679.0,12759.0,16548.0,0.0,4472.0,6.0,4466.0,-5658.0,6473.0,77.0,5364.0,299.0,5663.0,22211.0,
12/31/2014,21297.0,1307.0,1307.0,0.0,1587.0,1587.0,0.0,106.0,,,,,526.0,28.0,,,526.0,3526.0,10657.0,26625.0,-15968.0,0.0,7114.0,6180.0,5740.0,440.0,408.0,498.0,17771.0,,1920.0,740.0,,,1180.0,1090.0,0.0,,,,1090.0,475.0,0.0,0.0,0.0,3485.0,8345.0,8345.0,,,,3578.0,1531.0,121.0,0.0,121.0,1338.0,588.0,11923.0,15408.0,0.0,4591.0,6.0,4585.0,-5636.0,6888.0,23.0,5866.0,23.0,5889.0,21297.0,
03/31/2015,20691.0,277.0,277.0,0.0,1489.0,1489.0,0.0,109.0,,,,,742.0,,,70.0,672.0,2617.0,10679.0,26709.0,-16030.0,0.0,7395.0,6419.0,5855.0,564.0,397.0,579.0,18074.0,,1642.0,634.0,,,1008.0,168.0,0.0,,,,168.0,463.0,,,0.0,2273.0,9039.0,9039.0,,,,3804.0,1568.0,,,,1491.0,745.0,12843.0,15116.0,0.0,4772.0,6.0,4766.0,-5750.0,6582.0,-50.0,5554.0,21.0,5575.0,20691.0,
06/30/2015,20578.0,273.0,273.0,0.0,1578.0,1578.0,0.0,102.0,,,,,600.0,,,82.0,518.0,2553.0,10665.0,26868.0,-16203.0,0.0,7360.0,6392.0,5880.0,512.0,390.0,578.0,18025.0,,1802.0,707.0,,,1095.0,196.0,0.0,,,,196.0,479.0,,,0.0,2477.0,8910.0,8910.0,,,,3784.0,1592.0,,,,1409.0,783.0,12694.0,15171.0,0.0,4784.0,6.0,4778.0,-6044.0,6680.0,-34.0,5386.0,21.0,5407.0,20578.0,
09/30/2015,20402.0,113.0,113.0,0.0,1570.0,1570.0,0.0,92.0,,,,,624.0,,,79.0,545.0,2399.0,10659.0,27044.0,-16385.0,0.0,7344.0,6381.0,5886.0,495.0,374.0,589.0,18003.0,,1766.0,671.0,,,1095.0,215.0,0.0,,,,215.0,461.0,,,0.0,2442.0,8835.0,8835.0,,,,3868.0,1605.0,,,,1490.0,773.0,12703.0,15145.0,0.0,4811.0,6.0,4805.0,-6325.0,6840.0,-91.0,5235.0,22.0,5257.0,20402.0,
12/31/2015,20367.0,39.0,39.0,0.0,1549.0,1549.0,0.0,92.0,,,,,665.0,63.0,,,650.0,2345.0,10665.0,27085.0,-16420.0,0.0,7357.0,6461.0,5984.0,477.0,360.0,473.0,18022.0,,1785.0,721.0,,,1064.0,253.0,0.0,,,,253.0,472.0,0.0,0.0,0.0,2510.0,8676.0,8676.0,,,,3814.0,1584.0,116.0,0.0,116.0,1391.0,723.0,12490.0,15000.0,0.0,4833.0,6.0,4827.0,-6300.0,6939.0,-127.0,5345.0,22.0,5367.0,20367.0,
03/31/2016,20781.0,104.0,104.0,0.0,1532.0,1532.0,0.0,92.0,,,,,574.0,,,,574.0,2302.0,10796.0,27393.0,-16597.0,0.0,7683.0,6860.0,6215.0,645.0,371.0,452.0,18479.0,,1571.0,591.0,,,980.0,524.0,0.0,,,,524.0,465.0,,,0.0,2560.0,9072.0,9072.0,,,,3839.0,1606.0,,,,1438.0,795.0,12911.0,15471.0,0.0,4801.0,6.0,4795.0,-6465.0,7012.0,-58.0,5290.0,20.0,5310.0,20781.0,
06/30/2016,20752.0,39.0,39.0,0.0,1650.0,1650.0,0.0,93.0,,,,,494.0,,,,494.0,2276.0,10841.0,27661.0,-16820.0,0.0,7635.0,6862.0,6230.0,632.0,321.0,452.0,18476.0,,1709.0,620.0,,,1089.0,614.0,0.0,,,,614.0,483.0,,,0.0,2806.0,8916.0,8916.0,,,,3802.0,1622.0,,,,1395.0,785.0,12718.0,15524.0,0.0,4808.0,6.0,4802.0,-6667.0,7116.0,-49.0,5208.0,20.0,5228.0,20752.0,
09/30/2016,20756.0,30.0,30.0,0.0,1716.0,1716.0,0.0,93.0,,,,,454.0,,,,454.0,2293.0,10842.0,27845.0,-17003.0,0.0,7621.0,6844.0,6227.0,617.0,326.0,451.0,18463.0,,1757.0,689.0,,,1068.0,432.0,0.0,,,,432.0,475.0,,,0.0,2664.0,8829.0,8829.0,,,,3880.0,1683.0,,,,1428.0,769.0,12709.0,15373.0,0.0,4880.0,6.0,4874.0,-6693.0,7235.0,-63.0,5359.0,24.0,5383.0,20756.0,
12/31/2016,20859.0,32.0,32.0,0.0,1700.0,1700.0,0.0,90.0,,,,,554.0,0.0,,,554.0,2376.0,10950.0,28102.0,-17152.0,0.0,7533.0,6806.0,6215.0,591.0,320.0,407.0,18483.0,,1884.0,799.0,,,1085.0,417.0,0.0,,,,417.0,493.0,0.0,0.0,0.0,2794.0,8893.0,8893.0,,,,3852.0,1675.0,114.0,0.0,114.0,1482.0,581.0,12745.0,15539.0,0.0,4856.0,6.0,4850.0,-6867.0,7388.0,-80.0,5297.0,23.0,5320.0,20859.0,
03/31/2017,20650.0,30.0,30.0,0.0,1634.0,1634.0,0.0,95.0,,,,,464.0,,,,464.0,2223.0,10929.0,28213.0,-17284.0,0.0,7498.0,6795.0,6223.0,572.0,295.0,408.0,18427.0,,1683.0,720.0,,,963.0,396.0,0.0,,,,396.0,479.0,,,0.0,2558.0,8646.0,8646.0,,,,3908.0,1692.0,,,,1521.0,695.0,12554.0,15112.0,0.0,4891.0,6.0,4885.0,-6805.0,7497.0,-66.0,5517.0,21.0,5538.0,20650.0,
06/30/2017,20839.0,32.0,32.0,0.0,1772.0,1772.0,0.0,96.0,,,,,426.0,,,,426.0,2326.0,11002.0,28574.0,-17572.0,0.0,7511.0,6821.0,6248.0,573.0,289.0,401.0,18513.0,,1883.0,808.0,,,1075.0,390.0,0.0,,,,390.0,497.0,,,0.0,2770.0,8667.0,8667.0,,,,3895.0,1712.0,,,,1487.0,696.0,12562.0,15332.0,0.0,4834.0,6.0,4828.0,-6986.0,7671.0,-33.0,5486.0,21.0,5507.0,20839.0,
09/30/2017,20949.0,35.0,35.0,0.0,1790.0,1790.0,0.0,99.0,,,,,376.0,,,,376.0,2300.0,11136.0,28962.0,-17826.0,0.0,7513.0,6828.0,6267.0,561.0,287.0,398.0,18649.0,,1925.0,789.0,,,1136.0,850.0,0.0,,,,850.0,484.0,,,0.0,3259.0,8495.0,8495.0,,,,3895.0,1727.0,,,,1452.0,716.0,12390.0,15649.0,0.0,4812.0,6.0,4806.0,-7419.0,7871.0,14.0,5278.0,22.0,5300.0,20949.0,
12/31/2017,21829.0,22.0,22.0,0.0,1805.0,1805.0,0.0,96.0,,,,,701.0,0.0,,,701.0,2624.0,11559.0,29263.0,-17704.0,0.0,7646.0,6794.0,6247.0,547.0,269.0,583.0,19205.0,,2020.0,1040.0,,,980.0,739.0,0.0,,,,739.0,503.0,0.0,0.0,0.0,3262.0,8752.0,8752.0,0.0,0.0,,3773.0,1770.0,126.0,0.0,126.0,1248.0,629.0,12525.0,15787.0,0.0,4939.0,6.0,4933.0,-7516.0,8588.0,8.0,6019.0,23.0,6042.0,21829.0,
03/31/2018,22106.0,52.0,52.0,0.0,1700.0,1700.0,0.0,98.0,,,,,641.0,,,,641.0,2491.0,11637.0,29497.0,-17860.0,0.0,7978.0,6924.0,6327.0,597.0,266.0,788.0,19615.0,,1822.0,791.0,,,1031.0,1056.0,0.0,,,,1056.0,495.0,,,0.0,3373.0,8901.0,8901.0,,,,3767.0,1795.0,,,,1258.0,714.0,12668.0,16041.0,0.0,4922.0,6.0,4916.0,-7717.0,8867.0,-28.0,6044.0,21.0,6065.0,22106.0,
06/30/2018,22014.0,47.0,47.0,0.0,1838.0,1838.0,0.0,100.0,,,,,486.0,,,,486.0,2471.0,11625.0,29675.0,-18050.0,0.0,7918.0,6899.0,6346.0,553.0,254.0,765.0,19543.0,,1960.0,829.0,,,1131.0,828.0,0.0,,,,828.0,517.0,,,0.0,3305.0,8968.0,8968.0,,,,3685.0,1810.0,,,,1250.0,625.0,12653.0,15958.0,0.0,4941.0,6.0,4935.0,-8004.0,9166.0,-49.0,6054.0,2.0,6056.0,22014.0,
09/30/2018,22591.0,83.0,83.0,0.0,1943.0,1943.0,0.0,103.0,,,,,546.0,,,,546.0,2675.0,11815.0,29989.0,-18174.0,0.0,8101.0,6944.0,6390.0,554.0,419.0,738.0,19916.0,,2111.0,940.0,,,1171.0,447.0,0.0,,,,447.0,512.0,,,0.0,3070.0,9569.0,9569.0,,,,3711.0,1832.0,,,,1245.0,634.0,13280.0,16350.0,0.0,4933.0,6.0,4927.0,-8142.0,9464.0,-16.0,6239.0,2.0,6241.0,22591.0,
12/31/2018,22650.0,61.0,61.0,0.0,1931.0,1931.0,0.0,102.0,,,,,551.0,,,,551.0,2645.0,11942.0,30206.0,-18264.0,0.0,8063.0,7002.0,6430.0,572.0,406.0,655.0,20005.0,,2154.0,1037.0,,,1117.0,432.0,0.0,,,,432.0,522.0,0.0,,0.0,3108.0,9594.0,9594.0,0.0,0.0,,3672.0,1828.0,120.0,0.0,120.0,1291.0,433.0,13266.0,16374.0,0.0,4999.0,6.0,4993.0,-8434.0,9797.0,-87.0,6275.0,1.0,6276.0,22650.0,
03/31/2019,23373.0,57.0,57.0,0.0,1830.0,1830.0,0.0,105.0,,,,,496.0,,,,496.0,2488.0,12778.0,31133.0,-18355.0,0.0,8107.0,7049.0,6479.0,570.0,334.0,724.0,20885.0,,1972.0,899.0,,,1073.0,1128.0,0.0,107.0,22.0,85.0,1021.0,512.0,,,0.0,3612.0,9626.0,9138.0,488.0,185.0,303.0,3718.0,1866.0,,,,1297.0,555.0,13344.0,16956.0,0.0,4984.0,6.0,4978.0,-8440.0,9924.0,-53.0,6415.0,2.0,6417.0,23373.0,
06/30/2019,25986.0,2250.0,2250.0,0.0,2017.0,2017.0,0.0,104.0,,,,,465.0,,,,465.0,4836.0,13043.0,31662.0,-18619.0,0.0,8107.0,7059.0,6512.0,547.0,333.0,715.0,21150.0,,2115.0,908.0,,,1207.0,205.0,0.0,122.0,33.0,89.0,83.0,526.0,,,0.0,2846.0,12923.0,12327.0,596.0,296.0,300.0,3750.0,1900.0,,,,1289.0,561.0,16673.0,19519.0,0.0,4968.0,6.0,4962.0,-8568.0,10088.0,-22.0,6466.0,1.0,6467.0,25986.0,
09/30/2019,27109.0,2915.0,2915.0,0.0,2010.0,2010.0,0.0,109.0,,,,,526.0,,,,526.0,5560.0,13266.0,31765.0,-18499.0,0.0,8283.0,7093.0,6550.0,543.0,494.0,696.0,21549.0,,2170.0,903.0,,,1267.0,302.0,0.0,124.0,33.0,91.0,178.0,517.0,,,0.0,2989.0,13534.0,12854.0,680.0,293.0,387.0,3799.0,1917.0,,,,1331.0,551.0,17333.0,20322.0,0.0,5032.0,6.0,5026.0,-8578.0,10364.0,-33.0,6785.0,2.0,6787.0,27109.0,
12/31/2019,27743.0,3561.0,3561.0,0.0,1949.0,1949.0,0.0,106.0,,,,,593.0,,,,593.0,6209.0,13317.0,31974.0,-18657.0,0.0,8217.0,7053.0,6532.0,521.0,483.0,681.0,21534.0,,2313.0,1065.0,,,1248.0,297.0,0.0,115.0,36.0,79.0,182.0,534.0,0.0,,0.0,3144.0,13646.0,12957.0,689.0,323.0,366.0,3883.0,1930.0,141.0,0.0,141.0,1407.0,405.0,17529.0,20673.0,0.0,5055.0,6.0,5049.0,-8571.0,10592.0,-8.0,7068.0,2.0,7070.0,27743.0,
03/31/2020,27178.0,3125.0,3125.0,0.0,1846.0,1846.0,0.0,116.0,,,,,548.0,,,,548.0,5635.0,12900.0,31663.0,-18763.0,0.0,8643.0,6992.0,6498.0,494.0,451.0,1200.0,21543.0,,2186.0,1031.0,,,1155.0,387.0,0.0,,,,387.0,497.0,,,0.0,3070.0,13065.0,13065.0,,,,4298.0,1991.0,,,,1387.0,920.0,17363.0,20433.0,0.0,5032.0,6.0,5026.0,-8916.0,10718.0,-91.0,6743.0,2.0,6745.0,27178.0,
06/30/2020,26619.0,2663.0,2663.0,0.0,1888.0,1888.0,0.0,118.0,,,,,437.0,,,,437.0,5106.0,12917.0,31948.0,-19031.0,0.0,8596.0,6984.0,6512.0,472.0,439.0,1173.0,21513.0,,2088.0,904.0,,,1184.0,3190.0,0.0,,,,3190.0,494.0,,,0.0,5772.0,9598.0,9598.0,,,,4356.0,2030.0,,,,1367.0,959.0,13954.0,19726.0,0.0,5046.0,6.0,5040.0,-8909.0,10795.0,-41.0,6891.0,2.0,6893.0,26619.0,
