Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2002,-16874.0,-387.0,2359.0,,-288.0,,,,-288.0,-18558.0,,,,,,-9419.0,0.0,0.0,0.0,-4230.0,66805.0,,,,-71035.0,,,,-4179.0,,,,,,,,-1010.0,27352.0,-698.0,15132.0,,,,,241.0,241.0,,12582.0,95.0,,1059.0,228.0,3233,
03/31/2003,17838.0,1400.0,777.0,743.0,-68.0,,359.0,,-427.0,14986.0,,,,,,-5328.0,,,,-2264.0,95243.0,,,,-97507.0,,,,-4664.0,,,,,,,,1600.0,-9499.0,-696.0,-5149.0,,,,,205.0,205.0,,-4086.0,227.0,,3011.0,-247.0,3197,
06/30/2003,-322.0,1827.0,1525.0,,-35943.0,,,,-35943.0,32269.0,,,,,,-10135.0,0.0,0.0,0.0,3517.0,91604.0,,,,-88087.0,,,,-14018.0,,,,,,,,366.0,11626.0,-726.0,-5863.0,,,,,462.0,462.0,0.0,17693.0,60.0,,1169.0,-119.0,2738,
09/30/2003,20666.0,1628.0,38.0,658.0,35167.0,,-359.0,,35526.0,-16825.0,,,,,,681.0,0.0,0.0,0.0,18436.0,92041.0,,,,-73605.0,,,,-17719.0,,,,,,,,-36.0,-26160.0,-714.0,-21202.0,,,,,335.0,335.0,0.0,-4622.0,43.0,,-4813.0,1349.0,2588,
12/31/2003,-23581.0,1864.0,900.0,,16015.0,,,,16015.0,-42360.0,,,,,,27200.0,0.0,0.0,0.0,4964.0,47619.0,,,,-42655.0,,,,23200.0,,,,,,,,-964.0,-1936.0,-729.0,-14369.0,,,,,211.0,211.0,0.0,12866.0,85.0,,1683.0,354.0,2453,
03/31/2004,-8359.0,1930.0,762.0,15.0,391.0,,796.0,,-405.0,-11457.0,,,,,,-41954.0,,,,-10111.0,52788.0,,,,-62899.0,,,,-31276.0,,,,,,,,-567.0,49464.0,-720.0,39152.0,,,,,543.0,543.0,,10394.0,95.0,,-849.0,325.0,2619,
06/30/2004,-4500.0,-548.0,671.0,203.0,2419.0,,-1243.0,,3662.0,-7245.0,,,,,,-29942.0,,,,3533.0,30326.0,,,,-26793.0,,,,-33519.0,,,,,,,,44.0,38548.0,-734.0,7097.0,,,,,209.0,209.0,,32153.0,-177.0,,4106.0,485.0,2499,
09/30/2004,-28334.0,1418.0,2340.0,1154.0,-6679.0,,,,-6679.0,-26567.0,,,,,,53306.0,0.0,0.0,0.0,14971.0,33809.0,,,,-18838.0,,,,22473.0,,,,,,,,15862.0,-17682.0,-1237.0,2386.0,,,,,554.0,692.0,-138.0,-19369.0,-16.0,,7290.0,137.0,4034,
12/31/2004,19388.0,1666.0,1231.0,1157.0,-9735.0,,-827.0,,-8908.0,25069.0,,,,,,-4486.0,0.0,0.0,0.0,-2341.0,62874.0,,,,-65215.0,,,,-3732.0,,,,,,,,1587.0,-10549.0,-1236.0,-36586.0,,,,,-1196.0,0.0,-1196.0,28904.0,-435.0,,4353.0,530.0,4232,
03/31/2005,-11719.0,2264.0,1165.0,427.0,1083.0,,462.0,,621.0,-16658.0,,,,,,-6662.0,,,,17401.0,36944.0,,,,-19543.0,,,,-25133.0,,,,,,,,1070.0,20806.0,-1227.0,16711.0,,,,,-942.0,374.0,-1316.0,6377.0,-113.0,,2425.0,1187.0,5191,
06/30/2005,-26424.0,994.0,1643.0,587.0,-1091.0,,,,-1091.0,-28557.0,,,,,,12921.0,0.0,0.0,0.0,13040.0,25228.0,,,,-12188.0,,,,-1125.0,,,,,,,,1006.0,11002.0,-1222.0,5801.0,,,,,-831.0,0.0,-831.0,6924.0,330.0,,-2501.0,1245.0,5865,
09/30/2005,-2814.0,2527.0,2279.0,,456.0,,,,456.0,-8076.0,,,,,,-9519.0,0.0,0.0,0.0,-10852.0,20126.0,,,,-30978.0,,,,-533.0,,,,,,,,1866.0,10277.0,-1220.0,12811.0,,,,,-409.0,55.0,-464.0,-1148.0,243.0,,-2056.0,1153.0,6793,
12/31/2005,10721.0,2698.0,2287.0,,5543.0,,,,5543.0,193.0,,,,,,-9684.0,0.0,0.0,0.0,12650.0,31690.0,,,,-19040.0,,,,-22149.0,,,,,,,,-185.0,2597.0,-1209.0,-17729.0,,,,,-748.0,253.0,-1001.0,19262.0,3021.0,,3634.0,1173.0,6734,
03/31/2006,-19141.0,3081.0,1668.0,,-812.0,,554.0,839.0,-2205.0,-23078.0,,,,,,-34501.0,0.0,0.0,0.0,-20101.0,36830.0,,,,-56931.0,,,,-14610.0,,,,,,,,210.0,53875.0,-1215.0,29062.0,,,,,-902.0,528.0,-1430.0,25483.0,1447.0,,233.0,234.0,8395,
06/30/2006,-34599.0,3540.0,1376.0,1324.0,-6499.0,,,,-6499.0,-34340.0,,,,,,-39660.0,0.0,0.0,0.0,-13312.0,43009.0,,,,-56321.0,,,,-29123.0,,,,,,,,2775.0,75746.0,-1213.0,40727.0,,,,,-393.0,352.0,-745.0,35500.0,1125.0,,1487.0,965.0,8466,
09/30/2006,18677.0,3297.0,1672.0,,4261.0,,,,4261.0,9447.0,,,,,,-31461.0,0.0,0.0,0.0,-13647.0,30826.0,,,,-44473.0,,,,-18959.0,,,,,,,,1145.0,10673.0,-1209.0,21171.0,,,,,-354.0,547.0,-901.0,-12574.0,3639.0,,-2111.0,750.0,9638,
12/31/2006,-14516.0,4526.0,2131.0,,-3039.0,,,,-3039.0,-18134.0,,,,,,5995.0,0.0,0.0,0.0,-5792.0,38013.0,,,,-43805.0,,,,13893.0,,,,,,,,-2106.0,12654.0,-1209.0,-19601.0,,,,,-467.0,534.0,-1001.0,33696.0,235.0,,4133.0,3614.0,9916,
03/31/2007,-51518.0,4787.0,876.0,1008.0,913.0,,1054.0,511.0,-652.0,-59102.0,,,,,,-11846.0,,,,-5414.0,22624.0,,,,-28038.0,,,,-5385.0,,,,,,,,-1047.0,54788.0,-1207.0,73434.0,,,,,-3128.0,874.0,-4002.0,-14612.0,301.0,,-8576.0,1596.0,10699,
06/30/2007,-14838.0,4234.0,2456.0,2537.0,-8636.0,,,,-8636.0,-15429.0,,,,,,-16471.0,0.0,0.0,0.0,-362.0,32211.0,,,,-32573.0,,,,-16206.0,,,,,,,,97.0,34922.0,-1197.0,10253.0,,,,,-1142.0,734.0,-1876.0,26869.0,139.0,,3613.0,2000.0,10802,
09/30/2007,-14957.0,3373.0,2742.0,,-5814.0,,,,-5814.0,-15258.0,,,,,,-13004.0,0.0,0.0,0.0,-541.0,19979.0,,,,-20520.0,,,,-10059.0,,,,,,,,-2404.0,25278.0,-1331.0,-2169.0,,,,,-1895.0,242.0,-2137.0,29988.0,685.0,,-2683.0,606.0,12280,
12/31/2007,-29247.0,2971.0,3603.0,,5584.0,,,,5584.0,-41405.0,,,,,,-31797.0,0.0,0.0,0.0,13417.0,54793.0,,,,-41376.0,,,,-44595.0,,,,,,,,-619.0,68422.0,-1316.0,-2208.0,,,,,-181.0,0.0,-181.0,71267.0,860.0,,7378.0,3270.0,9691,
03/31/2008,-2423.0,2373.0,923.0,4424.0,-1322.0,,-409.0,660.0,-1573.0,-8821.0,,,,,,-68493.0,0.0,0.0,0.0,-15940.0,31016.0,,,,-46956.0,,,,-53014.0,,,,,,,,461.0,77972.0,-1319.0,39543.0,,,,,255.0,255.0,,38740.0,753.0,,7056.0,502.0,9998,
06/30/2008,26396.0,2003.0,4667.0,,5231.0,,,,5231.0,14495.0,,,,,,14411.0,0.0,0.0,0.0,-18517.0,22646.0,,,,-41163.0,,,,7473.0,,,,,,,,25455.0,-55440.0,-1344.0,-19248.0,,,,,6295.0,6295.0,0.0,-41304.0,161.0,,-14633.0,1762.0,9464,
09/30/2008,8432.0,527.0,-6764.0,13666.0,899.0,,-2565.0,1425.0,2039.0,104.0,,,,,,-165447.0,28850.0,28850.0,0.0,-81008.0,38674.0,,,,-119682.0,,,,-86438.0,,,,,,,,-26851.0,178798.0,-1364.0,82422.0,,,,,13140.0,13140.0,0.0,84553.0,47.0,,21783.0,567.0,8090,
12/31/2008,-9307.0,702.0,-12510.0,20979.0,30654.0,,-2228.0,1977.0,30905.0,-49132.0,,,,,,-66817.0,0.0,0.0,0.0,-3132.0,48894.0,,,,-52026.0,,,,-63139.0,,,,,,,,-546.0,48357.0,-1884.0,-68565.0,,,,,24861.0,24861.0,0.0,95342.0,-1397.0,,-27767.0,-551.0,9715,
03/31/2009,50756.0,2141.0,686.0,8596.0,-616.0,-198.0,-1206.0,788.0,0.0,39949.0,53607.0,155.0,8720.0,-22533.0,0.0,2754.0,0.0,0.0,0.0,-126011.0,51407.0,3.0,51404.0,0.0,-177418.0,0.0,-177418.0,0.0,124329.0,25780.0,93889.0,4660.0,-91.0,0.0,-91.0,0.0,4527.0,-53437.0,-1832.0,61371.0,-25019.0,87324.0,17750.0,-18684.0,-313.0,0.0,-313.0,-112287.0,-376.0,-287.0,-214.0,718.0,5530,
06/30/2009,52503.0,2721.0,1063.0,8031.0,-533.0,-347.0,-1070.0,884.0,0.0,41221.0,20294.0,6207.0,-9161.0,23881.0,,31676.0,0.0,0.0,0.0,-9153.0,63199.0,2.0,63197.0,0.0,-72352.0,0.0,-72352.0,0.0,50712.0,11813.0,25662.0,13237.0,73.0,0.0,73.0,0.0,-9956.0,-85976.0,-849.0,-4625.0,-28671.0,19957.0,20329.0,-16240.0,-18930.0,5757.0,-24687.0,-61017.0,-555.0,249.0,-1548.0,3119.0,2933,
09/30/2009,7625.0,3588.0,997.0,8104.0,601.0,-184.0,22.0,763.0,0.0,-5665.0,-22229.0,2665.0,1582.0,12317.0,0.0,3165.0,0.0,0.0,0.0,-20360.0,35518.0,2.0,35516.0,0.0,-55878.0,0.0,-55878.0,0.0,7457.0,6151.0,-9417.0,10723.0,78.0,60.0,18.0,0.0,15990.0,-15145.0,-252.0,-10582.0,-15671.0,9269.0,4645.0,-8825.0,7.0,7.0,0.0,826.0,-5144.0,290.0,-4065.0,274.0,3292,
12/31/2009,11013.0,3278.0,1087.0,7284.0,-829.0,-381.0,-1368.0,920.0,0.0,193.0,6954.0,2458.0,-7453.0,-1766.0,0.0,-8240.0,0.0,0.0,0.0,10914.0,51638.0,2.0,51636.0,0.0,-40724.0,0.0,-40724.0,0.0,-18902.0,7507.0,-28223.0,1814.0,-157.0,-60.0,-97.0,0.0,-95.0,2379.0,-489.0,-66770.0,-7366.0,-48765.0,8600.0,-19239.0,9.0,9.0,0.0,64778.0,4851.0,-14.0,5138.0,1323.0,5120,
03/31/2010,19132.0,3326.0,1198.0,7010.0,291.0,-610.0,-40.0,941.0,0.0,7307.0,3693.0,1303.0,16645.0,-14334.0,0.0,-13862.0,0.0,0.0,0.0,623.0,58270.0,2.0,58268.0,0.0,-57647.0,0.0,-57647.0,0.0,-14996.0,13997.0,-30421.0,1428.0,-4.0,0.0,-4.0,0.0,515.0,285.0,-253.0,32574.0,2083.0,33749.0,10852.0,-14110.0,12.0,12.0,0.0,-19927.0,-12121.0,-339.0,5216.0,2228.0,2850,
06/30/2010,28423.0,4795.0,1206.0,3363.0,-694.0,-1000.0,-527.0,833.0,0.0,19753.0,32872.0,2812.0,-7375.0,-8556.0,0.0,87536.0,0.0,0.0,0.0,31856.0,76500.0,2.0,76498.0,0.0,-44644.0,0.0,-44644.0,0.0,54507.0,-548.0,50944.0,4111.0,-2.0,0.0,-2.0,0.0,1175.0,-114437.0,-492.0,-80894.0,-14069.0,-57772.0,7112.0,-16165.0,-126.0,9.0,-135.0,-26252.0,-6673.0,-138.0,1384.0,3133.0,3513,
09/30/2010,-53201.0,4418.0,1273.0,3223.0,-550.0,-102.0,-1201.0,753.0,0.0,-61565.0,-65548.0,311.0,-1920.0,5592.0,0.0,-52953.0,0.0,0.0,0.0,-21097.0,22880.0,2.0,22878.0,0.0,-43977.0,0.0,-43977.0,0.0,-26785.0,-936.0,-27731.0,1882.0,-4640.0,0.0,-4640.0,0.0,-431.0,96362.0,-257.0,79306.0,2851.0,76668.0,9069.0,-9282.0,-2527.0,2.0,-2529.0,25964.0,-6124.0,946.0,-8846.0,3045.0,2610,
12/31/2010,1894.0,4831.0,1288.0,3043.0,271.0,-1253.0,800.0,724.0,0.0,-7539.0,-27681.0,-1356.0,-6907.0,28405.0,0.0,33281.0,0.0,,0.0,20478.0,53697.0,1.0,53696.0,0.0,-33219.0,0.0,-33219.0,0.0,14440.0,-8868.0,21876.0,1432.0,-264.0,0.0,-264.0,0.0,-1373.0,-31427.0,-484.0,-66515.0,2266.0,-37443.0,28148.0,-59486.0,-332.0,3.0,-335.0,10578.0,25326.0,-141.0,3607.0,1341.0,3431,
03/31/2011,-5979.0,5555.0,1274.0,1169.0,514.0,-102.0,-214.0,830.0,0.0,-14491.0,-14734.0,-1147.0,-9051.0,10441.0,0.0,-65810.0,0.0,0.0,0.0,-14713.0,24966.0,2.0,24964.0,0.0,-39679.0,0.0,-39679.0,0.0,-50950.0,1731.0,-54084.0,1403.0,-15.0,0.0,-15.0,0.0,-132.0,67328.0,-246.0,11935.0,13294.0,8835.0,17056.0,-27250.0,670.0,765.0,-95.0,56230.0,-1261.0,363.0,-4098.0,716.0,3618,
06/30/2011,64704.0,5431.0,1278.0,1810.0,783.0,-837.0,893.0,727.0,0.0,55402.0,44136.0,1954.0,-1100.0,10412.0,0.0,-79997.0,0.0,0.0,0.0,14290.0,57933.0,1.0,57932.0,0.0,-43643.0,0.0,-43643.0,0.0,-94426.0,-15864.0,-84914.0,6352.0,1.0,0.0,1.0,0.0,138.0,21997.0,-1319.0,-27042.0,-625.0,-31334.0,19799.0,-14882.0,-3469.0,11.0,-3480.0,54666.0,-839.0,293.0,6997.0,4037.0,3926,
09/30/2011,7793.0,4262.0,1265.0,2411.0,-1231.0,-607.0,-1162.0,538.0,0.0,1086.0,-6179.0,1127.0,8202.0,-2064.0,0.0,-23860.0,0.0,0.0,0.0,-18389.0,36762.0,2.0,36760.0,0.0,-55151.0,0.0,-55151.0,0.0,-5715.0,-13672.0,6634.0,1323.0,51.0,0.0,51.0,0.0,193.0,43040.0,-1061.0,-20708.0,1176.0,-15595.0,8398.0,-14687.0,-4423.0,2.0,-4425.0,67167.0,2065.0,-673.0,26300.0,1017.0,3201,
12/31/2011,29414.0,3728.0,1288.0,2184.0,2709.0,-47.0,2176.0,580.0,0.0,19505.0,2189.0,-403.0,10604.0,7115.0,0.0,-1085.0,0.0,0.0,0.0,-28010.0,35826.0,1.0,35825.0,0.0,-63836.0,0.0,-63836.0,0.0,27122.0,-30560.0,56282.0,1400.0,65.0,0.0,65.0,0.0,-262.0,-24659.0,-1269.0,-47305.0,-6615.0,-25022.0,9591.0,-25259.0,-774.0,89.0,-863.0,25357.0,-668.0,-834.0,2836.0,2383.0,2980,
03/31/2012,4266.0,4924.0,1232.0,726.0,-148.0,-536.0,-444.0,832.0,0.0,-2468.0,6757.0,-2392.0,-3100.0,-3733.0,0.0,-45362.0,0.0,0.0,0.0,-11117.0,52251.0,1.0,52250.0,0.0,-63368.0,0.0,-63368.0,0.0,-33768.0,-176.0,-34967.0,1375.0,-30.0,0.0,-30.0,0.0,-447.0,35352.0,-1024.0,39033.0,4266.0,36953.0,14527.0,-16713.0,60.0,276.0,-216.0,-4354.0,1637.0,1525.0,-4219.0,-467.0,3050,
06/30/2012,46249.0,9884.0,2449.0,940.0,1361.0,-1550.0,1470.0,1441.0,0.0,31615.0,41916.0,2159.0,-5972.0,-6488.0,0.0,-65962.0,0.0,0.0,0.0,13636.0,118802.0,2.0,118800.0,0.0,-105166.0,0.0,-105166.0,0.0,-78346.0,-17192.0,-64850.0,3696.0,90.0,0.0,90.0,0.0,-1342.0,4867.0,-2493.0,26030.0,-1088.0,48098.0,27242.0,-48222.0,-1370.0,283.0,-1653.0,-11165.0,-6135.0,110.0,-14736.0,844.0,5805,
09/30/2012,-16659.0,5708.0,1294.0,1789.0,-591.0,-458.0,-715.0,582.0,0.0,-24859.0,-27607.0,-715.0,5289.0,-1826.0,0.0,-3759.0,0.0,0.0,0.0,-4956.0,39028.0,1.0,39027.0,0.0,-43984.0,0.0,-43984.0,0.0,1554.0,1082.0,-692.0,1164.0,0.0,0.0,0.0,0.0,-357.0,28754.0,-1223.0,4460.0,6775.0,-4455.0,24603.0,-22463.0,1194.0,1194.0,0.0,22848.0,1475.0,141.0,8477.0,705.0,2975,
12/31/2012,-4511.0,5692.0,1404.0,656.0,795.0,-102.0,375.0,522.0,0.0,-13058.0,-154.0,-2268.0,2415.0,-13051.0,0.0,-50104.0,0.0,0.0,0.0,-3716.0,36764.0,1.0,36763.0,0.0,-40480.0,0.0,-40480.0,0.0,-44685.0,-14381.0,-31874.0,1570.0,-2.0,0.0,-2.0,0.0,-1701.0,54086.0,-1478.0,-4831.0,3628.0,-17097.0,34426.0,-25788.0,12.0,12.0,0.0,55567.0,4816.0,909.0,380.0,501.0,2381,
03/31/2013,19964.0,6529.0,974.0,617.0,1953.0,-509.0,1821.0,641.0,0.0,9891.0,26673.0,468.0,-12687.0,-4563.0,0.0,-55455.0,0.0,0.0,0.0,268.0,51248.0,0.0,51248.0,0.0,-50980.0,0.0,-50980.0,0.0,-54795.0,344.0,-58054.0,2915.0,-37.0,0.0,-37.0,0.0,-891.0,28180.0,-1242.0,31710.0,3333.0,8146.0,36698.0,-16467.0,-1631.0,947.0,-2578.0,2876.0,-3533.0,-888.0,-8199.0,349.0,2757,
06/30/2013,68520.0,6496.0,1435.0,47.0,808.0,-124.0,346.0,586.0,0.0,59734.0,51540.0,1482.0,-6796.0,13508.0,0.0,-86790.0,0.0,0.0,0.0,3252.0,39452.0,1.0,39451.0,0.0,-36200.0,0.0,-36200.0,0.0,-89102.0,-4129.0,-88145.0,3172.0,-8.0,0.0,-8.0,0.0,-932.0,1928.0,-1485.0,16026.0,1594.0,10758.0,25318.0,-21644.0,345.0,1517.0,-1172.0,-9175.0,-3783.0,32.0,-16310.0,2335.0,1978,
09/30/2013,26383.0,-380.0,1651.0,-543.0,954.0,-26.0,473.0,507.0,0.0,24701.0,9319.0,-965.0,15996.0,351.0,0.0,-46856.0,0.0,0.0,0.0,2187.0,30287.0,20.0,30267.0,0.0,-28100.0,0.0,-28100.0,0.0,-48446.0,-8114.0,-43523.0,3191.0,-17.0,0.0,-17.0,0.0,-580.0,21135.0,-1547.0,-50459.0,-3101.0,-40226.0,8289.0,-15421.0,-1009.0,1531.0,-2540.0,79276.0,-5126.0,788.0,1450.0,334.0,2540,
12/31/2013,-7108.0,5278.0,1246.0,104.0,5840.0,-8.0,5363.0,485.0,0.0,-19576.0,-632.0,-3347.0,1147.0,-16744.0,0.0,38600.0,0.0,0.0,0.0,2945.0,42145.0,168.0,41977.0,0.0,-39200.0,0.0,-39200.0,0.0,34018.0,-11822.0,43085.0,2755.0,-87.0,0.0,-87.0,0.0,1724.0,-22725.0,-1782.0,-30109.0,1160.0,-37545.0,13241.0,-6965.0,-284.0,15.0,-299.0,8491.0,959.0,340.0,9107.0,484.0,2298,
03/31/2014,14667.0,5269.0,1208.0,850.0,3420.0,-30.0,2832.0,618.0,0.0,3920.0,-8500.0,3972.0,-9090.0,17538.0,0.0,-68410.0,0.0,0.0,0.0,4606.0,34030.0,639.0,33391.0,0.0,-29424.0,-4649.0,-24775.0,0.0,-72436.0,-3260.0,-73572.0,4396.0,0.0,0.0,0.0,0.0,-580.0,40318.0,-1554.0,47813.0,6486.0,36263.0,22064.0,-17000.0,3848.0,4234.0,-386.0,-5320.0,-4469.0,-25.0,-13450.0,270.0,1092,
06/30/2014,-4371.0,5980.0,1218.0,692.0,220.0,-12.0,-292.0,524.0,0.0,-12481.0,-15911.0,-59.0,-3711.0,7200.0,0.0,-29528.0,0.0,0.0,0.0,-7254.0,23861.0,1028.0,22833.0,0.0,-31115.0,-1663.0,-29452.0,0.0,-22409.0,-21470.0,-5713.0,4774.0,-19.0,-19.0,0.0,0.0,154.0,35118.0,-1806.0,-1489.0,4633.0,-899.0,14405.0,-19628.0,1997.0,3372.0,-1375.0,38739.0,-2323.0,-17.0,1202.0,-1009.0,2915,
09/30/2014,-2449.0,5565.0,1147.0,757.0,-113.0,-6.0,-646.0,539.0,0.0,-9805.0,-10923.0,1003.0,5008.0,-4893.0,0.0,2308.0,0.0,0.0,0.0,-11500.0,33371.0,1280.0,32091.0,0.0,-44871.0,-2322.0,-42549.0,0.0,13378.0,-5340.0,13296.0,5422.0,43.0,19.0,24.0,0.0,387.0,-1375.0,-1718.0,-19623.0,-6752.0,-17800.0,17794.0,-12865.0,140.0,1629.0,-1489.0,18627.0,1199.0,-635.0,-2151.0,1192.0,2001,
12/31/2014,28746.0,4931.0,1186.0,840.0,2906.0,-29.0,2426.0,509.0,0.0,18883.0,38358.0,-1034.0,4156.0,-22597.0,,-70006.0,0.0,0.0,0.0,15543.0,41982.0,1222.0,40760.0,0.0,-26439.0,-1711.0,-24728.0,0.0,-87745.0,-21679.0,-71589.0,5523.0,-24.0,0.0,-24.0,0.0,2220.0,44167.0,-1912.0,6686.0,4875.0,-6659.0,24252.0,-15782.0,-1898.0,,,37300.0,3991.0,-448.0,2459.0,939.0,2186,
03/31/2015,14879.0,5914.0,1181.0,959.0,546.0,,33.0,,513.0,6279.0,24856.0,1790.0,-27.0,-20340.0,0.0,-24150.0,0.0,0.0,0.0,10387.0,33509.0,1379.0,32130.0,0.0,-23122.0,-1459.0,-21663.0,0.0,-36481.0,-15768.0,-25374.0,4661.0,0.0,0.0,0.0,0.0,1944.0,4337.0,-1770.0,-1205.0,-11885.0,4468.0,28395.0,-22183.0,-508.0,1392.0,-1900.0,8967.0,-1147.0,-76.0,-5010.0,608.0,1601,
06/30/2015,17296.0,6290.0,1238.0,935.0,523.0,-44.0,57.0,510.0,0.0,8310.0,4501.0,-4658.0,181.0,8286.0,0.0,101621.0,0.0,0.0,0.0,11752.0,35699.0,1806.0,33893.0,0.0,-23947.0,-4219.0,-19728.0,0.0,89790.0,-29737.0,113971.0,5556.0,-9.0,0.0,-9.0,0.0,88.0,-117766.0,-1964.0,-19756.0,-12276.0,-15663.0,26190.0,-18007.0,2158.0,3407.0,-1249.0,-97805.0,-399.0,123.0,1274.0,5225.0,1701,
