Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/28/1997,129.621002,,-74.761002,,54.860001,,-48.68,,,,,,6.18,2.039,,0.082,,0.0,,-2.121,8.219,-2.992,5.227,0.0,,,5.227,0.0,5.227,0.0,,5.227,5.227,,233.711998,0.0225,0.0225,0.0225,239.076004,0.021667,0.021667,0.021667,
06/27/1997,141.850006,,-81.069,,60.781006,,-52.230999,,,,,,8.55,3.007,,0.087,,0.0,,-3.094,11.557,-4.277,7.28,0.0,,,7.28,0.0,7.28,0.0,,7.28,7.28,,233.759995,0.030833,0.030833,0.030833,239.087997,0.030833,0.030833,0.030833,
09/26/1997,146.328003,,-83.161003,,63.167,,-53.863998,,,,,,9.303,1.318,,0.252,,0.0,,-1.57,10.621,-4.194,6.427,0.0,,,6.427001,0.0,6.427,0.0,,6.427,6.427,,233.26799,0.0275,0.0275,0.0275,239.97599,0.026667,0.026667,0.026667,
12/31/1997,157.106995,,-91.691002,,65.415993,,-58.893002,,,,,,6.523,1.767,,0.491,,0.0,,-2.258,8.29,-2.718,5.572,0.0,,,5.572,0.0,5.572,0.0,,5.572,5.572,,233.364006,0.024167,0.024167,0.024167,240.792,0.023333,0.023333,0.023333,
03/27/1998,152.011002,,-87.82,,64.191002,,-55.737,,,,,,8.454,0.995,,0.572,,0.0,,-1.567,9.449,-3.553,5.896,0.0,,,5.896001,0.0,5.896,0.0,,5.896,5.896,,232.751999,0.025,0.025,0.025,239.18399,0.025,0.025,0.025,
06/26/1998,173.533997,,-98.942001,,74.591995,,-66.754997,,,,,,7.837,4.751,,0.6,,0.0,,-5.351,12.588,-4.715,7.873,0.0,,,7.873,0.0,7.873,0.0,,7.873,7.873,,232.776009,0.034167,0.034167,0.034167,240.76799,0.0325,0.0325,0.0325,
09/25/1998,176.827,,-97.664,,79.163,,-67.142,,,,,,12.021,0.578,0.893,0.893,,0.0,,-1.471,12.599,-4.765,7.834,0.0,,,7.834,,7.834,0.0,,7.834,7.834,,464.952,0.016667,0.016667,0.016667,480.6,0.016667,0.016667,0.016667,
12/31/1998,182.020996,,-90.647003,,91.373993,,-77.927002,,,,,,13.447,-1.897,,0.588,,0.0,,1.309,11.55,-2.864,8.686,0.0,,,8.685999,0.0,8.686,0.0,,8.686,8.686,,231.624001,0.036667,0.036667,0.038333,240.456001,0.036667,0.036667,0.038333,
04/02/1999,174.708,,-97.59,,77.118,,-65.596,,,,,,11.522,8.341,0.605,0.605,,0.0,,-8.946,19.863,-7.498,12.365,0.0,,,12.365,0.0,12.365,0.0,,12.365,12.365,,464.496,0.026667,0.026667,0.034167,488.688,0.025,0.025,0.0325,
07/02/1999,186.365,,-102.453,,83.912,,-68.501,,,,,,15.411,1.213,0.689,0.689,,0.0,,-1.902,16.624,-5.959,10.665,0.0,,,10.665,-0.209,10.456,0.0,0.0,10.456,10.456,,465.528,0.0225,0.0225,0.023333,490.176,0.021667,0.021667,0.0225,
10/01/1999,188.521,,-100.975,,87.546,,-69.548,,,,,,17.998,0.462,0.886,0.886,,0.0,,-1.348,18.46,-6.873,11.587,0.0,,,11.587,-0.208,11.379,0.0,,11.379,11.379,0.275,233.022,0.048333,0.048333,0.05,246.582,0.046667,0.046667,0.048333,
12/31/1999,185.515,,-103.323,,82.192,,-64.598,,,,,,17.594,0.162,0.58,0.58,,0.0,,-0.742,17.756,-6.491,11.265,0.0,,,11.265,-0.108,11.157,0.0,,11.157,11.157,,232.974,0.048333,0.048333,0.048333,248.544,0.045,0.045,0.045,
03/31/2000,193.939,,-109.462,,84.477,,-65.813,,,,,,18.664,0.046,1.377,1.377,,0.0,,-1.423,18.71,-6.923,11.787,0.0,,,11.787,-0.055,11.732,0.0,0.0,11.732,11.732,,232.074,0.05,0.05,0.05,242.694,0.048333,0.048333,0.048333,
06/30/2000,202.415,,-112.573,,89.842,,-70.501,,,,,,19.341,-0.424,1.477,1.477,,0.0,,-1.053,18.917,-6.435,12.482,0.0,,,12.482,-0.107,12.375,0.0,0.0,12.375,12.375,,228.912,0.053333,0.053333,0.053333,237.9,0.051667,0.051667,0.051667,
09/29/2000,202.451,,-112.307,,90.144,,-69.927,,,,,,20.217,-22.16,1.229,1.229,,0.0,,20.931,-1.943,0.869,-1.074,0.0,,,-1.074,-0.162,-1.236,0.0,0.0,-1.236,-1.236,,229.41,-0.005,-0.005,-0.005,237.816,-0.005,-0.005,-0.005,
12/31/2000,196.92,,-123.442,,73.478,,-57.628,,,,,,15.85,0.627,0.773,0.773,,0.0,,-1.4,16.477,-5.826,10.651,0.0,,,10.651,0.037,10.688,0.0,,10.688,10.688,,229.296,0.046667,0.046667,0.051667,239.472,0.045,0.045,0.05,
03/30/2001,226.78,,-162.429,,64.351,,-43.399,,,,,,20.952,-0.236,0.67,0.67,,0.0,,-0.434,20.716,-6.585,14.131,0.0,,,14.131,-1.984,12.147,0.0,0.0,12.147,12.147,,231.228,0.053333,0.053333,0.056667,241.998,0.05,0.05,0.053333,
06/29/2001,229.636,,-160.096,,69.54,,-47.035,,,,,,22.505,0.077,1.18,1.18,,0.0,,-1.257,22.582,-7.334,15.248,0.0,,,15.248,-1.77,13.478,0.0,0.0,13.478,13.478,,233.166,0.058333,0.058333,0.058333,245.1,0.055,0.055,0.055,
09/28/2001,238.372,,-166.524,,71.848,,-46.013,,,,,,25.835,-2.142,3.028,3.028,,0.0,,-0.886,23.693,-8.418,15.275,0.0,,,15.275,-0.029,15.246,0.0,0.0,15.246,15.246,,234.066,0.065,0.065,0.068333,246.222,0.061667,0.061667,0.065,
12/31/2001,264.919,,-191.162,,73.757,,-50.188,,,,,,23.569,-12.816,6.659,6.659,,0.0,,6.157,10.753,-4.534,6.219,0.0,,,6.219,-0.106,6.113,0.0,0.0,6.113,6.113,,234.63,0.026667,0.026667,0.053333,246.594,0.025,0.025,0.05,
03/29/2002,256.802,,-183.552,,73.25,,-46.023,,,,,,27.227,-4.799,6.088,6.088,,0.0,,-1.289,22.428,-7.416,15.012,0.0,,,15.012,-0.089,14.923,0.0,0.0,14.923,14.923,,235.602,0.063333,0.063333,0.073333,248.928,0.06,0.06,0.07,
06/28/2002,258.463,,-182.525,,75.938,,-51.645,,,,,,24.293,4.813,6.097,6.097,,0.0,,-10.91,29.106,-10.414,18.692,0.0,,,18.692,-0.04,18.652,0.0,0.0,18.652,18.652,,237.504,0.078333,0.078333,0.07,251.13,0.075,0.075,0.066667,
09/27/2002,263.786,,-182.586,,81.2,,-53.051,,,,,,28.149,-1.309,6.762,6.762,,0.0,,-5.453,26.84,-9.265,17.575,0.0,,,17.575,0.0,17.575,0.0,0.0,17.575,17.575,,238.764,0.073333,0.073333,0.073333,251.25,0.07,0.07,0.07,
12/31/2002,268.098,,-187.265,,80.833,,-55.988,31.53,,,,24.458,24.845,-1.984,,,,0.0,,1.984,22.861,-7.307,15.554,0.0,,,15.554,-0.014,15.54,0.0,0.0,15.54,15.54,,239.25,0.065,0.065,0.065,251.904,0.061667,0.061667,0.061667,
03/28/2003,248.298,,-174.464,,73.834,,-45.053,,,,,,28.781,3.281,5.18,5.18,,0.0,,-8.461,32.062,-11.107,20.955,0.0,,,20.955,-0.009,20.946,0.0,0.0,20.946,20.946,,239.67,0.086667,0.086667,0.086667,251.112,0.083333,0.083333,0.083333,
06/27/2003,256.263,,-176.69,,79.573,,-54.524,,,,,,25.049,8.775,4.715,4.715,,0.0,,-13.49,33.824,-9.192,24.632,0.0,,,24.632,-0.006,24.626,0.0,0.0,24.626,24.626,,240.792,0.101667,0.101667,0.08,252.432,0.098333,0.098333,0.076667,
09/26/2003,265.566,,-185.024,,80.542,,-51.668,,,,,,28.874,0.516,4.821,4.821,,0.0,,-5.337,29.39,-9.861,19.529,0.0,,,19.529,-0.007,19.522,0.0,0.0,19.522,19.522,,241.908,0.08,0.08,0.08,253.488,0.076667,0.076667,0.076667,
12/31/2003,,,,,,,,,,,,,,-5.684,,5.684,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2004,295.991,,-199.429,,96.562,,-58.102,,,,,,38.46,6.182,4.531,4.531,,0.0,,-10.713,44.642,-14.73,29.912,0.0,,,29.912,-0.006,29.906,0.0,0.0,29.906,29.906,,245.292,0.121667,0.121667,0.121667,257.934,0.116667,0.116667,0.116667,
07/02/2004,340.785,,-221.109,,119.676,,-78.248,,,,,,41.428,-11.963,7.019,7.019,,0.0,,4.944,29.465,-9.885,19.58,0.0,,,19.58,-0.007,19.573,0.0,0.0,19.573,19.573,,246.384,0.08,0.08,0.108333,259.392,0.075,0.075,0.103333,
10/01/2004,420.31,,-259.721,,160.589,,-107.188,,,,,,53.401,-15.232,,17.786,,0.0,,-2.554,38.169,-10.764,27.405,0.0,,,27.405,-0.004,27.401,0.0,0.0,27.401,27.401,,248.02,0.11,0.11,0.125,259.74,0.105,0.105,0.12,
12/31/2004,404.976,,-248.415,,156.561,,-118.097,,,,,,38.464,-23.297,,12.071,,0.0,,11.226,15.167,-3.252,11.915,0.0,,,11.915,0.013,11.928,0.0,0.0,11.928,11.928,,250.184,0.0475,0.0475,0.1,260.296,0.045,0.045,0.0975,
04/01/2005,420.674,,-260.437,,160.237,,-93.085,,,,,,67.152,-9.297,10.61,10.61,,0.0,,-1.313,57.855,-20.163,37.692,0.0,,,37.692,0.009,37.701,0.0,0.0,37.701,37.701,,253.284,0.15,0.15,0.15,276.008,0.14,0.14,0.14,
07/01/2005,441.815,,-272.914,,168.901,,-109.071,,,,,,59.83,-7.738,10.799,10.799,,0.0,,-3.061,52.092,-17.72,34.372,0.0,,,34.372,0.008,34.38,0.0,0.0,34.38,34.38,,254.684,0.135,0.135,0.135,276.888,0.1275,0.1275,0.1275,
09/30/2005,442.743,,-275.213,,167.53,,-113.641,61.652,51.989,,,51.989,53.889,-9.785,10.893,10.893,,0.0,,-1.108,44.104,-9.514,34.59,0.0,,,34.59,0.008,34.598,0.0,0.0,34.598,34.598,,256.408,0.135,0.135,0.135,278.136,0.1275,0.1275,0.1275,
12/31/2005,431.274,,-290.942,,140.332,,-108.427,,,,,,31.905,-11.073,,11.796,,0.0,,-0.723,20.832,-4.671,16.161,0.0,,,16.161,0.066,16.227,0.0,0.0,16.227,16.227,,257.332,0.0625,0.0625,0.11,264.74,0.0625,0.0625,0.1075,
03/31/2006,442.391,,-273.399,,168.992,,-96.672,63.348,33.324,,,33.324,72.32,-6.067,11.289,11.289,,0.0,,-5.222,66.253,-26.306,39.947,0.0,,,39.947,0.0,39.947,0.0,,39.947,39.947,,257.912,0.155,0.155,0.155,274.196,0.15,0.15,0.15,
06/30/2006,458.584,,-273.791,,184.793,,-118.137,63.907,54.23,,,54.23,66.656,-8.341,11.535,11.535,,0.0,,-3.194,58.315,-21.906,36.409,0.0,,,36.409,-0.003,36.406,0.0,,36.406,36.406,,258.808,0.14,0.14,0.14,275.072,0.135,0.135,0.135,
09/29/2006,518.578,,-315.618,,202.96,,-134.071,71.451,62.62,,,62.62,68.889,-12.286,14.605,14.605,,0.0,,-2.319,56.603,-17.943,38.66,0.0,,,38.66,0.004,38.664,0.0,,38.664,38.664,,259.864,0.15,0.15,0.1425,276.26,0.1425,0.1425,0.135,
12/31/2006,526.108,,-321.716,,204.392,0.0,-160.155,93.668,66.487,,,66.487,44.237,-12.314,,16.599,,,-1.858,-2.427,31.923,-8.016,23.907,,,,23.907,0.003,23.91,0.0,0.0,23.91,23.91,,261.112,0.0925,0.0925,0.0925,278.076,0.09,0.09,0.09,
03/30/2007,514.335,,-314.459,,199.876,,-117.733,71.881,45.852,,,45.852,82.143,-11.722,15.201,15.201,,0.0,,-3.479,70.421,-25.327,45.094,0.0,,,45.094,0.005,45.099,0.0,,45.099,45.099,,262.28,0.1725,0.1725,0.1725,280.096,0.165,0.165,0.165,
06/29/2007,546.472,,-329.779,,216.693,,-140.143,74.041,66.102,,,66.102,76.55,-10.413,14.216,14.216,,0.0,,-3.803,66.137,-25.611,40.526,0.0,,,40.526,0.007,40.533,0.0,,40.533,40.533,,263.216,0.155,0.155,0.155,281.288,0.1475,0.1475,0.1475,
09/28/2007,580.438,,-351.031,,229.407,,-140.792,71.092,69.7,,,69.7,88.615,-9.396,14.489,14.489,,0.0,,-5.093,79.219,-27.512,51.707,0.0,,,51.707,0.009,51.716,0.0,,51.716,51.716,,263.652,0.195,0.195,0.18,281.364,0.1875,0.1875,0.1725,
12/31/2007,579.695,,-357.773,,221.922,0.0,-164.196,89.107,75.089,,,75.089,57.726,-8.572,,14.986,,,-2.419,-3.995,49.154,-17.45,31.704,,,,31.704,-0.027,31.677,0.0,0.0,31.677,31.677,,264.296,0.12,0.12,0.14,282.316,0.115,0.115,0.1325,
03/28/2008,552.867,,-328.761,,224.106,0.0,-131.344,77.859,53.485,,,53.485,92.762,-5.358,,12.505,,,-2.38,-4.767,87.404,-31.211,56.193,,,,56.193,-0.002,56.191,0.0,0.0,56.191,56.191,,265.372,0.2125,0.2125,0.2125,283.268,0.2025,0.2025,0.2025,
06/27/2008,593.959,,-351.479,,242.48,0.0,-160.597,81.427,79.17,,,79.17,81.883,-6.429,,10.638,,,-2.152,-2.057,75.454,-29.684,45.77,,,,45.77,-0.005,45.765,,,45.765,45.765,,266.296,0.1725,0.1725,0.1725,284.268,0.165,0.165,0.165,
09/26/2008,630.672,,-379.578,,251.094,,-165.546,85.806,79.74,,,79.74,85.548,-10.908,,11.577,,,,-0.669,74.64,-25.651,48.989,,,,48.989,,48.989,,0.0,48.989,48.989,,273.6,0.18,0.18,0.185,285.084,0.1725,0.1725,0.1775,
12/31/2008,644.9,,-390.862,,254.038,0.0,-173.899,92.164,81.735,,,81.735,80.139,-9.377,,,,,-4.359,13.736,70.762,-26.532,44.23,,,,44.23,-0.001,44.229,,0.0,44.229,44.229,,280.632,0.1575,0.1575,0.1575,285.412,0.155,0.155,0.155,
03/27/2009,580.867,580.867,-331.509,331.509,249.358,0.0,-144.698,133.798,66.373,67.425,10.9,0.0,104.66,-5.168,,8.749,-0.392,,-2.705,-0.484,99.492,-36.916,62.576,0.0,0.0,0.0,62.576,-0.007,62.569,0.0,0.0,62.569,65.949,3.38,280.936,0.2225,0.2225,0.234747,285.248,0.22,0.22,0.231849,
06/26/2009,623.119,623.119,-341.568,341.568,281.551,0.0,-182.549,168.949,93.704,75.245,13.6,0.0,99.002,-4.017,,9.231,-0.414,,-3.993,-0.807,94.985,-36.828,58.157,0.0,0.0,0.0,58.157,-0.001,58.156,0.0,0.0,58.156,58.156,0.0,281.368,0.2075,0.2075,0.2075,285.712,0.2025,0.2025,0.2025,
09/25/2009,646.157,646.157,-361.272,361.272,284.885,0.0,-166.984,174.384,100.225,74.159,12.6,-20.0,117.901,-5.234,,8.609,-0.289,,-2.704,-0.382,112.667,-42.643,70.024,0.0,0.0,0.0,70.024,0.004,70.028,0.0,0.0,70.028,63.983,-6.045,281.676,0.2475,0.2475,0.227151,286.496,0.245,0.245,0.2239,
12/31/2009,670.779,670.779,-385.583,385.583,285.196,0.0,-193.867,175.867,93.286,82.581,18.0,0.0,91.329,-6.237,,8.979,,,-2.649,-0.093,85.092,-32.328,52.764,0.0,0.0,0.0,52.764,0.016,52.78,0.0,0.0,52.78,63.0918,10.3118,282.08,0.1875,0.1875,0.223666,282.08,0.185,0.185,0.221556,
04/02/2010,634.6,634.6,-349.1,349.1,285.5,0.0,-153.5,141.0,68.9,72.1,12.5,0.0,132.0,-6.6,,8.2,-0.1,,-1.3,-0.2,125.4,-45.4,80.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,0.0,80.0,79.48,-0.52,283.2,0.2825,0.2825,0.28065,288.0,0.2775,0.2775,0.275695,
07/02/2010,640.9,640.9,-350.0,350.0,290.9,0.0,-170.9,157.8,82.8,75.0,13.1,0.0,120.0,-3.6,,5.3,0.0,,-1.6,-0.1,116.4,-42.1,74.3,0.0,0.0,0.0,74.3,0.0,74.3,0.0,0.0,74.3,74.3,0.0,284.0,0.26,0.26,0.26,288.8,0.255,0.255,0.255,
10/01/2010,656.9,656.9,-367.9,367.9,289.0,0.0,-176.0,162.9,90.2,72.7,13.1,0.0,113.0,-7.1,,8.0,-0.2,,-0.8,0.1,105.9,-36.4,69.5,0.0,0.0,0.0,69.5,0.0,69.5,0.0,0.0,69.5,69.5,0.0,284.4,0.245,0.245,0.245,288.8,0.24,0.24,0.24,
12/31/2010,656.9,656.9,-364.4,364.4,292.5,0.0,-212.4,197.3,96.1,101.2,15.1,0.0,80.1,-9.4,,6.235,,,-1.4,4.565,70.7,-23.7,47.0,0.0,0.0,0.0,47.0,,47.0,0.0,0.0,47.0,55.30765,8.30765,285.0,0.165,0.165,0.194062,289.6,0.16,0.16,0.188687,
04/01/2011,642.3,642.3,-354.2,354.2,288.1,0.0,-157.0,144.5,69.2,75.3,12.5,0.0,131.1,0.5,,2.7,-0.5,,-2.2,-0.5,131.6,-48.0,83.6,0.0,0.0,0.0,83.6,0.0,83.6,0.0,0.0,83.6,83.665,0.065,285.6,0.295,0.295,0.292945,290.6,0.29,0.29,0.290224,
07/01/2011,674.9,674.9,-374.9,374.9,300.0,0.0,-182.2,169.1,87.5,81.6,13.1,0.0,117.8,1.2,,2.6,-0.3,,-3.2,-0.3,119.0,-36.4,82.6,0.0,0.0,0.0,82.6,0.0,82.6,0.0,0.0,82.6,82.6,0.0,286.6,0.29,0.29,0.29,291.8,0.285,0.285,0.285,
09/30/2011,701.0,701.0,-391.1,391.1,309.9,0.0,-183.6,169.6,91.8,77.8,14.0,0.0,126.3,-0.3,,2.2,-0.6,,-2.9,1.6,126.0,-46.4,79.6,0.0,0.0,0.0,79.6,0.0,79.6,0.0,0.0,79.6,79.6,0.0,287.4,0.275,0.275,0.275,292.6,0.27,0.27,0.27,
