Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1999,5753.0,636.0,3810.0,3810.0,0.0,-3174.0,5117.0,1370.0,,,,3678.0,69.0,-120.0,5633.0,-2998.0,116.0,2882.0,2635,0.0,,0.0,2635.0,-1002.0,1633.0,0.0,,,1633.0,0.0,1633.0,-12.0,,1621.0,1621.0,,1079.522,1.5,1.5,1.5,1142.086,1.42,1.42,1.42,
02/29/2000,7651.0,817.0,4749.0,4749.0,0.0,-3932.0,6834.0,2703.0,,,,4039.0,92.0,-223.0,7428.0,-4996.0,139.0,4857.0,2432,0.0,,0.0,2432.0,-888.0,1544.0,0.0,,,1544.0,0.0,1544.0,-9.0,0.0,1535.0,1535.0,,1093.904751,1.4,1.4,1.4,1146.854036,1.34,1.34,1.34,
05/31/2000,7292.0,703.0,5123.0,5123.0,0.0,-4420.0,6589.0,2260.0,,,,4238.0,91.0,-204.0,7088.0,-4793.0,149.0,4644.0,2295,0.0,,0.0,2295.0,-837.0,1458.0,0.0,,,1458.0,0.0,1458.0,-9.0,0.0,1449.0,1449.0,,1098.24549,1.32,1.32,1.32,1145.401309,1.26,1.26,1.26,
08/31/2000,6484.0,655.0,5897.0,5897.0,0.0,-5242.0,5829.0,1682.0,,,,4000.0,147.0,-175.0,6309.0,-4434.0,147.0,4287.0,1875,35.0,,-35.0,1910.0,-664.0,1246.0,0.0,,,1246.0,0.0,1246.0,-9.0,,1237.0,1237.0,,1088.218669,1.14,1.14,1.12,1137.304026,1.09,1.09,1.07,
11/30/2000,5382.0,883.0,5465.0,5465.0,0.0,-4582.0,4499.0,909.0,,,,3435.0,155.0,-208.0,5174.0,-3285.0,151.0,3134.0,1889,0.0,,0.0,1889.0,-681.0,1208.0,0.0,,,1208.0,0.0,1208.0,-9.0,0.0,1199.0,1199.0,,1103.064593,1.09,1.09,1.09,1150.486725,1.04,1.04,1.04,
02/28/2001,6509.0,1064.0,7236.0,7236.0,0.0,-6172.0,5445.0,1639.0,,,,3681.0,125.0,-213.0,6296.0,-4596.0,167.0,4429.0,1700,0.0,,0.0,1700.0,-618.0,1082.0,59.0,,,1023.0,-7.0,1016.0,-9.0,0.0,1007.0,1007.0,,1089.270364,0.93,0.98,0.98,1134.150225,0.89,0.94,0.94,
05/31/2001,6199.0,544.0,6950.0,6950.0,0.0,-6406.0,5655.0,1963.0,,,,3553.0,139.0,-231.0,5968.0,-4496.0,177.0,4319.0,1472,0.0,,0.0,1472.0,-535.0,937.0,0.0,,,937.0,-7.0,930.0,-9.0,0.0,921.0,921.0,,1085.305558,0.85,0.85,0.85,1120.687197,0.82,0.82,0.82,
08/31/2001,5463.0,956.0,5825.0,5825.0,,-4869.0,4507.0,1020.0,,,,3377.0,110.0,-277.0,5186.0,-4014.0,176.0,3838.0,1172,0.0,,0.0,1172.0,-423.0,749.0,30.0,,,719.0,-14.0,705.0,-9.0,0.0,696.0,696.0,,1085.447127,0.64,0.67,0.67,1119.301107,0.62,0.65,0.65,
11/30/2001,4974.0,834.0,4116.0,4116.0,0.0,-3282.0,4140.0,553.0,,,,3445.0,142.0,-331.0,4643.0,-3253.0,180.0,3073.0,1390,0.0,,0.0,1390.0,-498.0,892.0,0.0,,,892.0,-22.0,870.0,-5.0,0.0,865.0,865.0,,1078.5,0.8,0.8,0.8,1109.0,0.78,0.78,0.78,
02/28/2002,5610.0,900.0,3836.0,3836.0,0.0,-2936.0,4710.0,1165.0,,,,3349.0,196.0,-345.0,5265.0,-3918.0,179.0,3739.0,1347,0.0,,0.0,1347.0,-477.0,870.0,0.0,,,870.0,-22.0,848.0,0.0,0.0,848.0,848.0,,1082.380245,0.78,0.78,0.78,1112.959092,0.76,0.76,0.76,
05/31/2002,5312.0,1033.0,3877.0,3877.0,0.0,-2844.0,4279.0,680.0,,,,3470.0,129.0,-340.0,4972.0,-3725.0,176.0,3549.0,1247,0.0,,0.0,1247.0,-428.0,819.0,0.0,,,819.0,-22.0,797.0,0.0,0.0,797.0,797.0,,1084.993202,0.73,0.73,0.73,1113.949482,0.72,0.72,0.72,
08/31/2002,4971.0,1188.0,4376.0,4376.0,0.0,-3188.0,3783.0,405.0,,,,3162.0,216.0,-332.0,4639.0,-3670.0,207.0,3463.0,969,0.0,,0.0,969.0,-337.0,632.0,0.0,,,632.0,-21.0,611.0,0.0,0.0,611.0,611.0,,1081.708833,0.57,0.57,0.57,1105.494894,0.55,0.55,0.55,
11/30/2002,4568.0,785.0,3787.0,3787.0,0.0,-3002.0,3783.0,414.0,,,,3239.0,130.0,-319.0,4249.0,-2857.0,212.0,2645.0,1392,-235.0,,235.0,1157.0,-403.0,754.0,0.0,,,754.0,-22.0,732.0,0.0,0.0,732.0,732.0,,1074.7,0.68,0.68,0.82,1095.7,0.67,0.67,0.81,
02/28/2003,5810.0,1101.0,3789.0,3789.0,0.0,-2688.0,4709.0,1534.0,,,,3089.0,86.0,-336.0,5474.0,-4048.0,191.0,3857.0,1426,-34.0,,34.0,1392.0,-465.0,927.0,0.0,,,927.0,-22.0,905.0,0.0,0.0,905.0,905.0,,1079.052442,0.84,0.84,0.84,1099.72414,0.82,0.82,0.82,
05/31/2003,5354.0,545.0,3449.0,3449.0,0.0,-2904.0,4809.0,1729.0,,,,2967.0,113.0,-309.0,5045.0,-4130.0,202.0,3928.0,915,-36.0,,36.0,879.0,-240.0,639.0,0.0,,,639.0,-40.0,599.0,0.0,0.0,599.0,599.0,,1077.386468,0.56,0.56,0.72,1097.478,0.55,0.55,0.71,
08/31/2003,5559.0,454.0,3821.0,3821.0,0.0,-3367.0,5105.0,1856.0,,,,3141.0,108.0,-310.0,5249.0,-3721.0,212.0,3509.0,1528,-105.0,,105.0,1423.0,-342.0,1081.0,-1.0,,,1082.0,-47.0,1035.0,0.0,0.0,1035.0,1035.0,,1077.681,0.96,0.96,0.96,1100.593,0.94,0.94,0.94,
11/30/2003,5399.0,1036.0,4729.0,4729.0,0.0,-3693.0,4363.0,905.0,,,,3313.0,145.0,-312.0,5087.0,-3538.0,233.0,3305.0,1549,-104.0,,104.0,1445.0,-386.0,1059.0,0.0,,,1059.0,-45.0,1014.0,0.0,0.0,1014.0,1014.0,,1077.9,0.94,0.94,0.94,1103.3,0.92,0.92,0.92,
02/29/2004,6503.0,293.0,3782.0,3782.0,0.0,-3489.0,6210.0,2376.0,,,,3711.0,123.0,-262.0,6241.0,-4325.0,224.0,4101.0,1916,-93.0,,93.0,1823.0,-552.0,1271.0,0.0,,,1271.0,-45.0,1226.0,0.0,0.0,1226.0,1226.0,,1078.718,1.14,1.14,1.14,1106.001,1.11,1.11,1.11,
05/31/2004,6851.0,712.0,3663.0,3663.0,0.0,-2951.0,6139.0,2255.0,,,,3764.0,120.0,-200.0,6651.0,-4740.0,237.0,4503.0,1911,-190.0,,190.0,1721.0,-498.0,1223.0,0.0,,,1223.0,0.0,1223.0,0.0,0.0,1223.0,1223.0,,1082.212,1.13,1.13,1.19,1110.357,1.1,1.1,1.16,
08/31/2004,5665.0,1221.0,5410.0,5410.0,0.0,-4189.0,4444.0,820.0,,,,3447.0,177.0,-240.0,5425.0,-4143.0,231.0,3912.0,1282,-77.0,,77.0,1205.0,-343.0,862.0,25.0,,,837.0,0.0,837.0,0.0,0.0,837.0,837.0,,1081.45,0.78,0.8,0.8,1105.55,0.76,0.78,0.78,
11/30/2004,5648.0,1020.0,5733.0,5733.0,0.0,-4713.0,4628.0,1116.0,1116.0,,,3415.0,97.0,-224.0,5424.0,-3734.0,240.0,3494.0,1690,-154.0,77.0,77.0,1613.0,-412.0,1201.0,1.0,,,1200.0,,1200.0,0.0,0.0,1200.0,1200.0,,1076.221276,1.11,1.11,1.11,1098.282118,1.09,1.09,1.09,
02/28/2005,6973.0,1218.0,5843.0,5843.0,,-4625.0,5755.0,1999.0,,,,3651.0,105.0,-135.0,6838.0,-4994.0,260.0,4734.0,1844,178.0,-73.0,-105.0,2022.0,-673.0,1349.0,-53.0,,,1402.0,0.0,1402.0,0.0,0.0,1402.0,1402.0,,1069.097162,1.31,1.26,1.39,1090.166326,1.29,1.24,1.37,
05/31/2005,6240.0,474.0,6035.0,6035.0,0.0,-5561.0,5766.0,2020.0,,,,3625.0,121.0,-209.0,6031.0,-4637.0,276.0,4361.0,1394,-67.0,-67.0,134.0,1327.0,-396.0,931.0,3.0,,,928.0,0.0,928.0,0.0,0.0,928.0,928.0,,1053.812487,0.88,0.88,0.96,1079.811172,0.86,0.86,0.94,
08/31/2005,7171.0,1012.0,6998.0,6998.0,,-5986.0,6159.0,2253.0,,,,3800.0,106.0,-224.0,6947.0,-5205.0,267.0,4938.0,1742,-105.0,-105.0,210.0,1637.0,-471.0,1166.0,1022.0,,,144.0,,144.0,,0.0,144.0,144.0,,1045.874085,0.14,1.12,1.12,1072.033275,0.13,1.09,1.09,
11/30/2005,7272.0,1046.0,9299.0,9299.0,0.0,-8253.0,6226.0,2074.0,2074.0,,,4020.0,132.0,-310.0,6962.0,-4832.0,267.0,4565.0,2130,-132.0,66.0,66.0,2064.0,-318.0,1746.0,533.0,,,1213.0,,1213.0,0.0,0.0,1213.0,1213.0,,1031.343423,2.39,1.69,1.42,1063.147962,2.32,1.64,1.38,
02/28/2006,8707.0,1083.0,10544.0,10544.0,,-9461.0,7624.0,3435.0,,,,4055.0,134.0,-155.0,8552.0,-6092.0,292.0,5800.0,2460,-69.0,-69.0,138.0,2391.0,-789.0,1602.0,28.0,,,1574.0,,1574.0,,0.0,1574.0,1574.0,,1020.041181,1.54,1.57,1.57,1061.764798,1.48,1.51,1.51,
05/31/2006,8834.0,146.0,10111.0,10111.0,,-9965.0,8688.0,4188.0,,,,4375.0,125.0,-130.0,8704.0,-5841.0,340.0,5501.0,2863,23.0,23.0,-46.0,2886.0,-1058.0,1828.0,-13.0,,,1841.0,,1841.0,,0.0,1841.0,1841.0,,1013.241715,1.82,1.81,1.81,1054.733745,1.75,1.74,1.74,
08/31/2006,7064.0,472.0,12021.0,12021.0,,-11549.0,6592.0,3143.0,,,,3330.0,119.0,,7064.0,-4820.0,339.0,4481.0,2244,20.0,20.0,-40.0,2264.0,-676.0,1588.0,-263.0,,,1851.0,,1851.0,,0.0,1851.0,1851.0,,1010.468365,1.83,1.57,1.57,1055.664392,1.75,1.5,1.5,
11/30/2006,5234.0,178.0,10100.0,10100.0,0.0,-9922.0,5056.0,2846.0,,,,2003.0,207.0,285.0,5519.0,-3983.0,334.0,3649.0,1536,-14.0,,14.0,1522.0,-205.0,1317.0,-889.0,,,2206.0,0.0,2206.0,-19.0,0.0,2187.0,2187.0,,997.89231,2.21,1.3,1.02,1052.831345,2.09,1.24,0.97,
02/28/2007,9994.0,973.0,14171.0,14171.0,,-13198.0,9021.0,5038.0,,,,3711.0,272.0,,9994.0,-6538.0,361.0,6177.0,3456,0.0,-26.0,26.0,3430.0,-1116.0,2314.0,-358.0,,,2672.0,,2672.0,-17.0,0.0,2655.0,2655.0,,1009.186993,2.63,2.28,2.28,1057.912545,2.51,2.17,2.17,
05/31/2007,10524.0,-271.0,15400.0,15400.0,,-15671.0,10795.0,5842.0,,,,4632.0,321.0,,10524.0,-7000.0,366.0,6634.0,3524,0.0,-20.0,20.0,3504.0,-1141.0,2363.0,-219.0,,,2582.0,,2582.0,-17.0,0.0,2565.0,2565.0,,996.544761,2.57,2.35,2.35,1045.643087,2.45,2.24,2.24,
08/31/2007,7958.0,1133.0,14405.0,14405.0,,-13272.0,6825.0,1939.0,,,,4624.0,262.0,,7958.0,-5693.0,459.0,5234.0,2265,0.0,-19.0,19.0,2246.0,-772.0,1474.0,-69.0,,,1543.0,,1543.0,-17.0,0.0,1526.0,1526.0,,1002.330181,1.52,1.45,1.45,1057.495875,1.44,1.38,1.38,
11/30/2007,-497.0,946.0,16107.0,16107.0,0.0,-15161.0,-1443.0,-6351.0,,,,4602.0,306.0,0.0,-497.0,-5354.0,470.0,4884.0,-5851,18.0,,-18.0,-5786.0,2198.0,-3588.0,0.0,,,-3588.0,0.0,-3588.0,-17.0,0.0,-3605.0,-3605.0,,999.553568,-3.61,-3.61,-3.61,999.553568,-3.61,-3.61,-3.61,
02/29/2008,8322.0,1103.0,13965.0,13965.0,,-12862.0,7219.0,3044.0,,,,3858.0,317.0,,8322.0,-6108.0,444.0,5664.0,2214,0.0,2.0,-2.0,2216.0,-665.0,1551.0,,,,1551.0,,1551.0,-17.0,0.0,1534.0,1534.0,,1020.802234,1.5,1.5,1.5,1057.867487,1.45,1.45,1.45,
05/31/2008,6510.0,104.0,10117.0,10117.0,,-10013.0,6406.0,939.0,,,,3668.0,1799.0,,6510.0,-5064.0,448.0,4616.0,1446,0.0,19.0,-19.0,1465.0,-439.0,1026.0,,,,1026.0,,1026.0,-14.0,0.0,1012.0,1012.0,,1038.145038,0.97,0.97,0.97,1067.184178,0.95,0.95,0.95,
08/31/2008,8049.0,1142.0,9792.0,9792.0,,-8650.0,6907.0,2151.0,,,,3639.0,1117.0,,8049.0,-6101.0,378.0,5723.0,1948,0.0,8.0,-8.0,1956.0,-531.0,1425.0,,,,1425.0,0.0,1425.0,-11.0,0.0,1414.0,1414.0,,1042.541501,1.36,1.36,1.36,1072.015729,1.32,1.32,1.32,
11/30/2008,1829.0,1232.0,6851.0,6851.0,,-5619.0,597.0,-5253.0,,,,3050.0,2800.0,,1829.0,-5179.0,389.0,4790.0,-3350,,,,-3350.0,1155.0,-2195.0,100.0,,,-2295.0,0.0,-2295.0,-77.0,0.0,-2372.0,-2372.0,,1011.232326,-2.34,-2.24,-2.24,1011.232326,-2.34,-2.24,-2.24,
03/31/2009,2897.0,-64.0,2245.0,2245.0,,-2309.0,2961.0,205.0,205.0,0.0,0.0,2509.0,247.0,,2897.0,-3527.0,248.0,3279.0,-630,0.0,,0.0,-630.0,595.0,-35.0,155.0,155.0,0.0,-190.0,13.0,-177.0,-361.0,-40.0,-578.0,-578.0,804.55,1011.74121,-0.57,-0.41,0.377122,1011.74121,-0.57,-0.41,0.377122,
06/30/2009,5197.0,-197.0,1648.0,1648.0,,-1845.0,5394.0,1607.0,1607.0,0.0,0.0,3397.0,390.0,,5197.0,-5781.0,267.0,5514.0,-584,0.0,,0.0,-584.0,319.0,-265.0,-298.0,-298.0,0.0,33.0,116.0,149.0,-509.0,-896.0,-1256.0,-1256.0,1672.45,1138.44449,-1.1,-1.36,0.104045,1138.44449,-1.1,-1.36,0.104045,
09/30/2009,8468.0,497.0,1851.0,1851.0,,-1354.0,7971.0,3494.0,3494.0,0.0,0.0,4338.0,139.0,,8468.0,-6975.0,285.0,6690.0,1493,0.0,,0.0,1493.0,-521.0,972.0,179.0,179.0,0.0,793.0,-36.0,757.0,-220.0,-39.0,498.0,498.0,615.55,1294.298229,0.39,0.51,0.998649,1300.070107,0.38,0.5,0.973474,
12/31/2009,6836.0,561.0,1754.0,1754.0,,-1193.0,6275.0,1319.0,1319.0,0.0,0.0,4894.0,62.0,,6836.0,-6183.0,390.0,5793.0,653,0.0,,0.0,653.0,-40.0,613.0,-157.0,-157.0,0.0,770.0,-153.0,617.0,-221.0,-20.0,376.0,376.0,383.5,1297.0,0.29,0.18,0.464534,1297.0,0.29,0.18,0.464534,
03/31/2010,9072.0,368.0,1736.0,1736.0,,-1368.0,8704.0,4127.0,4127.0,0.0,0.0,4283.0,294.0,,9072.0,-6557.0,348.0,6209.0,2515,0.0,,0.0,2515.0,-436.0,2079.0,68.0,68.0,0.0,2011.0,-235.0,1776.0,-220.0,-145.0,1411.0,1411.0,-341.7,1314.60802,1.07,1.12,0.865125,1626.207327,0.99,1.03,0.819879,
06/30/2010,7963.0,141.0,1747.0,1747.0,,-1606.0,7822.0,3301.0,3301.0,0.0,0.0,4362.0,159.0,,7963.0,-6260.0,371.0,5889.0,1703,0.0,,0.0,1703.0,-240.0,1463.0,-521.0,-521.0,0.0,1984.0,-24.0,1960.0,-220.0,-162.0,1578.0,1578.0,-748.65,1317.686493,1.2,0.802163,0.234009,1748.208948,1.09,0.791981,0.234009,
09/30/2010,6780.0,103.0,1851.0,1851.0,,-1748.0,6677.0,2261.0,2261.0,0.0,0.0,4229.0,187.0,,6780.0,-5979.0,332.0,5647.0,801,0.0,,0.0,801.0,23.0,824.0,183.0,183.0,0.0,641.0,-510.0,131.0,-220.0,-2.0,-91.0,-91.0,336.230157,1377.230354,-0.07,0.07,0.310936,1443.100524,-0.07,0.05,0.282992,
12/31/2010,7743.0,259.0,1951.0,1951.0,,-1692.0,7484.0,1542.0,1542.0,0.0,0.0,5140.0,802.0,,7743.0,-6552.0,380.0,6172.0,1191,0.0,,0.0,1191.0,-90.0,1101.0,35.0,35.0,0.0,1066.0,-230.0,836.0,-220.0,-16.0,600.0,600.0,589.45,1437.0,0.42,0.44,0.852088,1448.0,0.41,0.44,0.847079,
03/31/2011,7574.0,6.0,1859.0,1859.0,,-1853.0,7568.0,3306.0,3306.0,0.0,0.0,4736.0,-474.0,,7574.0,-6673.0,401.0,6272.0,901,0.0,,0.0,901.0,244.0,1145.0,15.0,15.0,0.0,1130.0,-162.0,968.0,-220.0,-12.0,736.0,736.0,-329.05,1456.015979,0.51,0.52,0.289798,1472.307592,0.5,0.51,0.286507,
06/30/2011,9207.0,-68.0,1961.0,1961.0,,-2029.0,9275.0,3886.0,3886.0,0.0,0.0,5152.0,237.0,,9207.0,-7237.0,410.0,6827.0,1970,0.0,,0.0,1970.0,-538.0,1432.0,26.0,26.0,0.0,1406.0,-213.0,1193.0,-24.0,-1727.0,-558.0,-558.0,-149.0,1464.295984,-0.38,-0.36,-0.46507,1464.295984,-0.38,-0.36,-0.46507,
09/30/2011,9810.0,145.0,1753.0,1753.0,,-1608.0,9665.0,4662.0,4662.0,0.0,0.0,4656.0,347.0,,9810.0,-6125.0,443.0,5682.0,3685,0.0,,0.0,3685.0,-1415.0,2270.0,-23.0,-23.0,0.0,2293.0,-94.0,2199.0,-24.0,-22.0,2153.0,2153.0,-2111.4,1848.246471,1.16,1.15,0.010064,1868.743943,1.15,1.14,0.010064,
12/31/2011,5675.0,270.0,1685.0,1685.0,,-1415.0,5405.0,1109.0,1109.0,0.0,0.0,4204.0,92.0,,5675.0,-6131.0,379.0,5752.0,-456,0.0,,0.0,-456.0,298.0,-158.0,26.0,26.0,0.0,-184.0,-66.0,-250.0,-24.0,-1.0,-275.0,-275.0,-517.0,1850.0,-0.15,-0.13,-0.414054,1850.0,-0.15,-0.13,-0.414054,
03/31/2012,6924.0,-59.0,1542.0,1542.0,,-1601.0,6983.0,2487.0,2487.0,0.0,0.0,4392.0,104.0,,6924.0,-6722.0,403.0,6319.0,202,0.0,,0.0,202.0,-54.0,148.0,14.0,14.0,0.0,134.0,-228.0,-94.0,-24.0,-1.0,-119.0,-119.0,1545.0,1876.961836,-0.06,-0.05,0.767197,1876.961836,-0.06,-0.05,0.767197,
