Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
02/25/2018,863.4,863.4,-621.1,621.1,242.3,0.0,-73.1,73.1,0.0,169.2,-28.5,28.5,,,,0.0,140.7,-7.5,26.4,159.6,0.0,0.0,0.0,159.6,-2.8,156.8,0.0,-0.9,155.9,133.1,-22.8,146.3,1.07,1.07,0.909774,147.1,1.06,1.06,0.905003,
05/27/2018,918.2,918.2,-685.5,685.5,232.7,0.0,-99.2,99.2,0.0,133.5,-27.7,27.7,,,,0.0,105.8,-28.1,25.1,102.8,0.0,0.0,0.0,102.8,-2.8,100.0,0.0,0.0,100.0,96.2,-3.8,147.1,0.68,0.68,0.653977,147.1,0.68,0.68,0.653977,
08/26/2018,914.9,914.9,-684.3,684.3,230.6,0.0,-78.0,78.0,0.0,152.6,-26.8,26.8,,,,0.0,125.8,-34.3,19.9,111.4,0.0,0.0,0.0,111.4,-3.6,107.8,0.0,0.0,107.8,107.8,0.0,146.5,0.73,0.73,0.73,147.2,0.73,0.73,0.73,
11/25/2018,911.4,911.4,-662.4,662.4,249.0,0.0,-75.0,75.0,0.0,174.0,-26.2,26.2,,,,0.0,147.8,-34.0,10.2,124.0,0.0,0.0,0.0,124.0,-5.0,119.0,0.0,-10.0,109.0,109.0,0.0,146.6,0.74,0.74,0.74,147.4,0.74,0.74,0.74,
02/24/2019,926.8,926.8,-653.4,653.4,273.4,0.0,-79.6,79.6,0.0,193.8,-27.0,27.0,,,,0.0,166.8,-39.6,14.2,141.4,0.0,0.0,0.0,141.4,0.0,141.4,0.0,-0.5,140.9,139.9,-1.0,146.6,0.96,0.96,0.954297,147.4,0.95,0.95,0.943216,
05/26/2019,1003.4,1003.4,-752.9,752.9,250.5,0.0,-102.5,102.5,0.0,148.0,-27.1,27.1,,,0.0,0.0,120.9,-25.7,15.2,110.4,0.0,0.0,0.0,110.4,0.0,110.4,0.0,0.6,111.0,109.6,-1.4,147.2,0.76,0.76,0.744565,147.2,0.75,0.75,0.740489,
08/25/2019,989.0,989.0,-740.4,740.4,248.6,0.0,-78.6,78.6,0.0,170.0,-28.2,28.2,,,,0.0,141.8,-36.7,10.6,115.7,0.0,0.0,0.0,115.7,0.0,115.7,0.0,0.0,115.7,115.7,0.0,146.2,0.79,0.79,0.79,147.0,0.79,0.79,0.79,
11/24/2019,1019.2,1019.2,-734.1,734.1,285.1,0.0,-91.6,91.6,0.0,193.5,-25.4,25.4,,,,0.0,168.1,-42.7,15.0,140.4,0.0,0.0,0.0,140.4,0.0,140.4,0.0,0.0,140.4,140.4,0.0,146.2,0.96,0.96,0.96,147.1,0.95,0.95,0.95,
02/23/2020,937.3,937.3,-686.9,686.9,250.4,0.0,-87.9,87.9,0.0,162.5,-25.2,25.2,,,,0.0,137.3,-35.7,9.8,111.4,0.0,0.0,0.0,111.4,0.0,111.4,0.0,0.0,111.4,113.4,2.0,146.2,0.76,0.76,0.77565,147.2,0.76,0.76,0.773587,
05/31/2020,846.9,846.9,-735.8,735.8,111.1,0.0,-80.2,80.2,0.0,30.9,-29.2,29.2,,,,0.0,1.7,2.8,-6.1,-1.6,0.0,0.0,0.0,-1.6,0.0,-1.6,0.0,0.0,-1.6,-1.6,0.0,146.2,-0.01,-0.01,-0.01,146.2,-0.01,-0.01,-0.01,
08/31/2020,868.4,,,,174.1142,,,,,90.0,,,,,,,52.0,,,47.7,,,,,,47.7,,,47.7,46.325,,,0.33,0.33,0.32,,0.33,0.33,0.32,
11/30/2020,943.6,,,,235.9,,,,,149.333,,,,,,,118.0,,,90.6,,,,,,90.6,,,90.6,96.65,,,0.647,0.647,0.667,,0.647,0.647,0.667,
