Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1077.099976,1052.300049,,,0.0,,,,0.0,24.799999,-363.200012,363.200012,151.100006,212.100006,0.0,,,,713.899963,-394.5,63.099998,116.800003,60.400002,154.199997,319.399994,-85.6,,1.0,94.0,94.0,,,-7.4,233.799994,-72.900002,160.899994,0.0,,,160.899992,0.0,160.899994,-11.4,,149.499994,149.499994,,323.600006,0.46,0.46,0.46,323.600006,0.46,0.46,0.46,
12/31/1992,895.099976,840.900024,,,0.0,,,,0.0,54.200001,-345.0,345.000008,120.400002,224.600006,0.0,,,,550.099976,-271.799988,43.299999,116.599998,61.700001,50.200001,278.299988,-86.099997,,1.3,82.199997,82.199997,,,5.2,192.199991,-57.400002,134.800003,0.0,,,134.799989,0.0,134.800003,-11.0,,123.800003,123.800003,,322.200012,0.385,0.385,0.385,322.200012,0.385,0.385,0.385,
03/31/1993,1105.800049,1060.599976,,,0.0,,,,0.0,45.200001,-406.299988,406.300003,160.699997,245.600006,0.0,,,,699.500061,-432.399994,82.0,125.599998,65.300003,159.5,267.100006,-85.200001,,1.4,93.900002,93.900002,,,-7.3,181.900005,-48.5,133.399994,0.0,,,133.400005,0.0,133.399994,-11.0,,122.399994,122.399994,,328.200012,0.37,0.37,0.37,328.200012,0.37,0.37,0.37,
06/30/1993,1005.299988,950.799988,,,0.0,,,,0.0,54.5,-351.600006,351.600006,119.800003,231.800003,0.0,,,,653.699982,-413.0,74.300003,126.900002,60.5,151.300003,240.699997,-86.500003,,1.1,94.300003,94.300003,,,-6.7,154.199994,-40.599998,113.599998,0.0,,,113.599995,0.0,113.599998,-10.5,,103.099998,103.099998,,329.799988,0.315,0.315,0.315,329.799988,0.315,0.315,0.315,
09/30/1993,1287.099976,1212.099976,,,0.0,,,,0.0,75.0,-444.799988,444.800003,187.300003,257.5,0.0,,,,842.299988,-439.5,67.800003,128.5,66.900002,176.300003,402.799988,-92.199997,,1.2,100.199997,100.199997,,,-6.8,310.599991,-101.0,209.600006,0.0,,,209.599991,0.0,209.600006,-10.6,,199.000006,199.000006,,332.399994,0.6,0.6,0.6,332.399994,0.6,0.6,0.6,
12/31/1993,1035.699951,963.799988,,,0.0,,,,0.0,71.900002,-366.200012,366.200012,143.100006,223.100006,0.0,,,,669.499939,-452.799988,55.400002,128.5,71.5,197.399994,216.699997,-94.499998,,1.4,85.099998,85.099998,,,10.8,122.199999,-20.1,102.099998,0.0,,,102.099999,0.0,102.099998,-10.0,,92.099998,92.099998,,335.200012,0.275,0.275,0.275,335.200012,0.275,0.275,0.275,
03/31/1994,1167.0,1102.099976,,,0.0,,,,0.0,64.900002,-426.5,426.5,176.300003,250.199997,0.0,,,,740.5,-445.299988,70.5,135.399994,73.199997,166.199997,295.200012,-87.7,,1.2,91.0,91.0,,,-2.1,207.500012,-56.099998,151.399994,0.0,,,151.400014,0.0,151.399994,-10.0,,141.399994,141.399994,,337.0,0.42,0.42,0.42,337.0,0.42,0.42,0.42,
06/30/1994,1109.699951,990.200012,,,0.0,,,,0.0,119.5,-378.700012,378.699997,133.699997,245.0,0.0,,,,730.999939,-442.899994,70.699997,135.699997,72.0,164.5,288.100006,-88.799999,,1.3,91.599998,91.599998,,,-1.5,199.300008,-52.700001,146.600006,0.0,,,146.600007,0.0,146.600006,-10.4,,136.200006,136.200006,,339.0,0.4,0.4,0.4,339.0,0.4,0.4,0.4,
09/30/1994,1209.800049,1151.199951,,,0.0,,,,0.0,58.599998,-431.899994,431.899994,161.5,270.399994,0.0,,,,777.900055,-441.200012,62.200001,132.0,71.0,176.0,336.700012,-91.5,,1.4,93.0,93.0,,,-0.1,245.200012,-73.199997,172.0,0.0,,,172.000015,0.0,172.0,-10.7,,161.3,161.3,,342.200012,0.47,0.47,0.47,342.200012,0.47,0.47,0.47,
12/31/1994,1004.600098,927.299866,,,0.0,,,,0.0,77.299988,-405.300018,405.300033,119.275024,286.025009,0.0,,,,599.30008,-481.100006,59.800014,129.999985,58.400009,232.899979,118.199921,-78.799915,,2.5,84.69999,85.400002,-4.2,3.5,-3.400075,39.400006,10.999996,50.400002,0.0,,,50.400002,0.0,50.400002,-11.1,,39.300002,39.300002,,344.0,0.115,0.115,0.115,344.0,0.115,0.115,0.115,
03/31/1995,1129.300049,1076.300049,,,0.0,,,,0.0,53.0,-432.700012,432.699997,254.0,178.699997,0.0,,,,696.600037,-440.100006,66.900002,135.199997,69.599998,168.399994,256.5,-92.899997,,1.8,95.199997,95.199997,,,-0.5,163.600003,-43.400002,120.199997,0.0,,,120.200001,0.0,120.199997,-11.7,,108.499997,108.499997,,344.600006,0.315,0.315,0.315,344.600006,0.315,0.315,0.315,
06/30/1995,1042.800049,971.099976,,,0.0,,,,0.0,71.699997,-381.5,381.5,226.600006,154.899994,0.0,,,,661.300049,-448.600006,73.599998,135.5,65.400002,174.100006,212.699997,-93.699997,,1.9,96.199997,96.199997,,,-0.6,119.0,-29.200001,89.800003,0.0,,,89.799999,0.0,89.800003,-11.7,,78.100003,78.100003,,345.799988,0.225,0.225,0.225,345.799988,0.225,0.225,0.225,
09/30/1995,1345.0,1276.599976,,,0.0,,,,0.0,68.400002,-476.799988,476.799988,289.299988,187.5,0.0,,,,868.200012,-469.5,62.099998,136.600006,72.0,198.800003,398.700012,-92.1,,1.7,96.0,96.0,,,-2.2,306.600012,-97.199997,209.399994,0.0,,,209.400015,0.0,209.399994,-11.5,,197.899994,197.899994,,348.600006,0.57,0.57,0.57,348.600006,0.57,0.57,0.57,
12/31/1995,1134.599976,1026.400024,,,0.0,,,,0.0,108.199997,-404.299988,404.300003,237.0,167.300003,0.0,,,,730.299988,-451.100006,57.900002,143.699997,66.800003,182.699997,279.200012,-217.2,,1.3,94.300003,94.300003,,,124.199997,62.000012,-12.3,49.700001,0.0,,,49.700012,0.0,49.700001,-9.2,,40.500001,40.500001,,351.799988,0.115,0.115,0.115,351.799988,0.115,0.115,0.115,
03/31/1996,1239.300049,1164.800049,,,0.0,,,,0.0,74.5,-457.299988,457.300003,263.100006,194.199997,0.0,,,,782.000061,-453.100006,59.599998,148.100006,75.800003,169.600006,328.899994,-97.799997,,1.1,95.199997,95.199997,,,3.7,231.099997,-70.099998,161.0,0.0,,,160.999998,0.0,161.0,-10.8,,150.2,150.2,,353.200012,0.425,0.425,0.425,353.200012,0.425,0.425,0.425,
06/30/1996,1121.0,1029.099976,,,0.0,,,,0.0,91.900002,-391.5,391.5,225.600006,165.899994,0.0,,,,729.5,-488.299988,60.299999,153.0,69.599998,205.399994,241.199997,-92.099997,,0.7,95.699997,95.699997,,,-2.9,149.1,-44.299999,104.800003,0.0,,,104.800001,0.0,104.800003,-10.6,,94.200003,94.200003,,354.799988,0.265,0.265,0.265,354.799988,0.265,0.265,0.265,
09/30/1996,1286.699951,1177.099976,,,0.0,,,,0.0,109.599998,-435.5,435.5,256.600006,178.899994,0.0,,,,851.199951,-495.0,67.099998,155.600006,71.900002,200.399994,356.200012,-105.199999,,0.8,102.599998,102.599998,,,3.4,251.000014,-78.199997,172.800003,0.0,,,172.800017,0.0,172.800003,-10.6,,162.200003,162.200003,,357.600006,0.455,0.455,0.455,357.600006,0.455,0.455,0.455,
12/31/1996,1207.0,1049.900024,,,0.0,,,,0.0,157.100006,-432.899994,432.899994,271.299988,161.600006,0.0,,,,774.100006,-499.0,63.900002,158.5,57.599998,219.0,275.100006,-158.900003,,0.4,93.5,93.5,,,65.800003,116.200003,-26.700001,89.5,0.0,,,89.500002,-9.6,79.900002,-14.4,,65.500002,65.500002,,360.799988,0.18,0.18,0.18,360.799988,0.18,0.18,0.18,
03/31/1997,1855.199951,1683.099976,,,0.0,,,,0.0,172.100006,-465.700012,465.699982,281.299988,184.399994,0.0,,,,1389.499939,-1000.390625,54.200001,194.300003,73.5,678.400024,389.100006,-128.6,,-0.4,135.5,135.899994,-0.4,,-7.3,260.500006,-80.0,180.5,0.0,,,180.500006,0.0,180.5,-10.6,,169.9,169.9,,366.0,0.465,0.465,0.465,366.0,0.465,0.465,0.465,
06/30/1997,1634.699951,1435.400024,,,0.0,,,,0.0,199.300003,-423.799988,423.799988,264.299988,159.5,0.0,,,,1210.899963,-928.799988,61.599998,195.699997,66.400002,605.099976,282.100006,-154.299994,,0.5,160.399994,160.800003,-0.4,,-5.6,127.800012,-37.900002,89.900002,0.0,,,89.900011,0.0,89.900002,-10.8,,79.100001,79.100001,,369.399994,0.215,0.215,0.23,369.399994,0.215,0.215,0.23,
09/30/1997,2094.800049,1931.199951,,,0.0,,,,0.0,163.600006,-691.599976,691.599991,493.399994,198.199997,0.0,,,,1403.200073,-934.900024,,200.699997,74.099998,660.099976,468.299988,-304.5,,,162.399994,162.399994,,,142.100006,163.799988,-97.599998,66.199997,0.0,,,66.199989,-4.0,62.200001,-11.7,,50.500001,50.500001,,372.0,0.135,0.135,0.56,372.0,0.135,0.135,0.56,
12/31/1997,2128.100098,2079.899902,,,0.0,,,,0.0,48.200001,-793.0,792.99997,617.599976,175.399994,0.0,,,,1335.100098,-815.0,,228.600006,,586.400024,520.099976,-341.5,,0.0,169.100006,171.5,-2.4,0.0,172.399994,178.599976,-16.6,162.0,0.0,,,161.999976,-46.599998,115.400002,-15.7,0.0,99.700002,99.700002,,374.200012,0.265,0.265,0.265,374.200012,0.265,0.265,0.265,
03/31/1998,2158.100098,1986.199951,,,0.0,,,,0.0,171.899994,-790.299988,790.300003,609.5,180.800003,0.0,,,,1367.80011,-981.900024,,216.699997,74.099998,691.099976,385.899994,-151.8,,,161.5,161.5,,,-9.7,234.099994,-66.5,167.600006,0.0,,,167.599994,-11.5,156.100006,-16.6,,139.500006,139.500006,,386.399994,0.36,0.36,0.36,386.399994,0.36,0.36,0.36,
06/30/1998,1585.2,1364.7,,,0.0,,,,0.0,220.5,-447.9,447.9,244.4,203.5,0.0,,,,1137.3,-1070.2,,170.9,0.0,899.3,67.1,-158.3,,,176.4,176.4,,,-18.1,-91.2,32.2,-59.0,0.0,,,-59.0,-7.0,-66.0,-16.7,,-82.7,-82.7,,391.6,-0.211,-0.211,0.285,391.6,-0.21,-0.21,0.285,
09/30/1998,1544.3,1347.6,,,,,,,,196.7,-501.8,501.8,285.0,216.8,,,,,1042.5,-606.9,,176.4,,430.5,435.6,244.9,,,127.9,127.9,,,-372.8,680.5,-234.9,445.6,,,,445.6,-6.0,439.6,-15.0,,424.6,424.6,,392.2,1.085,1.085,0.57,392.2,1.085,1.085,0.57,
12/31/1998,1178.2,1178.2,,,,,,,,,,,,,,,,,,,,,,,93.8,,,,,,,,,,,74.5,,,,,,74.5,-20.2,,54.3,54.3,,390.2,0.14,0.14,0.14,390.2,0.14,0.1425,0.1395,
03/31/1999,1293.0,1293.0,,,0.0,,,,0.0,,-430.0,430.0,220.0,210.0,,,,,863.0,-541.0,,176.0,0.0,365.0,322.0,-96.0,,,120.0,120.0,,,-24.0,226.0,-66.0,160.0,255.0,,,-95.0,-6.0,-101.0,-16.0,,-117.0,-117.0,,386.8,-0.305,0.355,0.355,386.8,-0.305,0.355,0.355,
06/30/1999,1315.3,1086.7,,,,,,,,228.6,-441.6,441.6,243.1,198.5,,,,,873.7,-574.0,,172.0,,402.0,299.7,-104.0,,,119.0,119.0,,,-15.0,195.7,-55.0,140.7,,,,140.7,-4.0,136.7,-16.6,,120.1,120.1,,384.0,0.315,0.315,0.315,384.0,0.314995,0.315,0.315,
09/30/1999,1663.0,1663.0,,,,,,,,,-517.0,517.0,321.0,196.0,,,,,1146.0,-654.0,,187.0,,467.0,492.0,-113.0,,,132.0,132.0,,,-19.0,379.0,-123.0,256.0,,,,256.0,-4.0,252.0,-17.0,,235.0,235.0,,382.8,0.615,0.615,0.615,382.8,0.615,0.615,0.615,
12/31/1999,1248.7,364.3,,,0.0,,,,0.0,884.4,-416.4,416.4,211.9,204.5,,,,,832.3,-618.0,,172.0,304.0,142.0,214.3,-119.0,,,136.0,136.0,,,-17.0,95.3,-15.0,80.3,0.0,,,80.3,-4.0,76.3,-17.4,,58.9,58.9,,377.6,0.2,0.2,0.2,377.6,0.2,0.2,0.2,
03/31/2000,2069.0,1774.0,,,0.0,,,,0.0,295.0,-699.0,442.0,249.0,193.0,257.0,,,,1370.0,-822.0,,251.0,98.0,473.0,548.0,-304.0,,,201.0,201.0,,,103.0,244.0,-77.0,167.0,-21.0,,,188.0,-2.0,186.0,-18.0,,168.0,168.0,,446.799988,0.375,0.33,0.52,446.799988,0.375,0.33,0.52,
06/30/2000,2051.0,1624.0,,,,,,,0.0,427.0,-666.0,436.0,255.0,181.0,230.0,,,,1385.0,-1052.0,,298.0,108.0,646.0,333.0,-489.0,,,245.0,245.0,,,244.0,-156.0,75.0,-81.0,0.0,,,-81.0,0.0,-81.0,-17.0,,-98.0,-98.0,,475.600006,-0.205,-0.205,0.275,475.600006,-0.205,-0.205,0.275,
09/30/2000,2344.0,,,,,,,,,,-724.0,491.0,307.0,184.0,233.0,,,,1620.0,-940.0,,297.0,115.0,528.0,680.0,-251.0,,,264.0,264.0,,,-13.0,429.0,-153.0,276.0,,,,276.0,,276.0,-16.0,0.0,260.0,260.0,,476.2,0.545,0.545,0.57,479.0,0.545,0.545,0.57,
12/31/2000,2782.0,2078.0,,,,,,,0.0,704.0,-1211.0,478.0,295.0,183.0,733.0,,,,1571.0,-1157.0,,330.0,164.0,663.0,414.0,-265.0,,0.0,248.0,248.0,0.0,0.0,17.0,149.0,-28.0,121.0,0.0,,,121.0,0.0,121.0,-15.0,,106.0,106.0,,489.2,0.436681,0.436681,0.3,489.2,0.436681,0.436681,0.3,
03/31/2001,3198.0,2844.0,,,0.0,,,,0.0,354.0,-1560.0,509.0,321.0,188.0,1051.0,,,,1638.0,-1142.0,,281.0,121.0,740.0,496.0,-214.0,,,230.0,230.0,,,-16.0,282.0,-96.0,186.0,0.0,,,186.0,0.0,186.0,-24.0,,162.0,162.0,,492.600006,0.33,0.33,0.605,497.600006,0.325,0.325,0.6,
06/30/2001,2309.0,1939.0,,,,,,,0.0,370.0,-751.0,497.0,339.0,158.0,254.0,,,,1558.0,-1040.0,,315.0,96.0,629.0,518.0,-207.0,,0.0,231.0,231.0,0.0,0.0,-24.0,311.0,-131.0,180.0,0.0,,,180.0,0.0,180.0,-25.0,0.0,155.0,155.0,,494.799988,0.315,0.315,0.365,500.0,0.31,0.31,0.36,
09/30/2001,2544.0,2168.0,,,,,,,0.0,376.0,-742.0,573.0,403.0,170.0,169.0,,,,1802.0,-1022.0,,310.0,82.0,630.0,780.0,-193.0,,0.0,224.0,224.0,0.0,0.0,-31.0,587.0,-217.0,370.0,0.0,,,370.0,0.0,370.0,-26.0,,344.0,344.0,,496.6,0.69,0.69,0.69,500.6,0.685,0.685,0.685,
12/31/2001,2507.0,1596.0,,,,,,,0.0,911.0,-818.0,470.0,306.0,164.0,348.0,,,,1689.0,-1593.0,0.0,339.0,96.0,1158.0,96.0,-264.0,,0.0,214.0,214.0,0.0,0.0,50.0,-168.0,74.0,-94.0,0.0,,,-94.0,0.0,-94.0,-23.0,0.0,-117.0,-117.0,,521.6,-0.225,-0.225,0.445,521.6,-0.225,-0.225,0.445,
03/31/2002,2634.0,1291.0,,,872.0,,,,0.0,471.0,-923.0,518.0,334.0,184.0,405.0,,,,1711.0,-1000.0,,318.0,114.0,568.0,711.0,-220.0,,0.0,242.0,211.0,0.0,31.0,-22.0,491.0,-169.0,322.0,0.0,,,322.0,0.0,322.0,0.0,,322.0,322.0,,533.599976,0.605,0.605,0.605,538.0,0.6,0.6,0.6,
06/30/2002,2332.0,1350.0,,,504.0,,,,0.0,478.0,-705.0,486.0,326.0,160.0,219.0,,,,1627.0,-1002.0,,319.0,93.0,590.0,625.0,-208.0,,0.0,237.0,209.0,0.0,28.0,-29.0,417.0,-145.0,272.0,0.0,,,272.0,0.0,272.0,0.0,0.0,272.0,272.0,,554.599976,0.49,0.49,0.49,559.799988,0.485,0.485,0.485,
09/30/2002,2545.0,2114.0,,,,,,,0.0,431.0,-700.0,591.0,418.0,173.0,109.0,,,,1845.0,-1009.0,,312.0,97.0,600.0,836.0,-195.0,,0.0,234.0,204.0,0.0,30.0,-39.0,641.0,-211.0,430.0,0.0,,,430.0,0.0,430.0,0.0,,430.0,430.0,,556.599976,0.775,0.775,0.775,559.400024,0.77,0.77,0.77,
12/31/2002,2707.0,2707.0,,,,,,,0.0,,-969.0,543.0,369.0,174.0,426.0,,,,1738.0,-1033.0,0.0,309.0,125.0,599.0,705.0,-212.0,,0.0,233.0,202.0,0.0,31.0,-21.0,493.0,-155.0,338.0,0.0,,,338.0,0.0,338.0,0.0,0.0,338.0,338.0,,603.8,0.56,0.56,0.565,603.8,0.56,0.56,0.565,
03/31/2003,3579.0,3579.0,,,,,,,0.0,,-1370.0,575.0,414.0,161.0,795.0,,,,2209.0,-1224.0,,302.0,154.0,768.0,985.0,-361.0,,0.0,236.0,209.0,0.0,27.0,125.0,624.0,-211.0,413.0,-99.0,,,512.0,0.0,512.0,-4.0,,508.0,508.0,,617.0,0.82,0.665,0.76,619.400024,0.82,0.66,0.76,
06/30/2003,2630.0,1377.0,,,648.0,,,,,605.0,-903.0,513.0,363.0,150.0,390.0,,,,1727.0,-1150.0,,304.0,113.0,733.0,577.0,-188.0,,,241.0,213.0,,28.0,-53.0,389.0,-139.0,250.0,6.0,,,244.0,,244.0,-4.0,,240.0,240.0,,628.8,0.38,0.39,0.39,631.8,0.38,0.39,0.39,
09/30/2003,2853.0,2853.0,,,,,,,0.0,,-922.0,599.0,447.0,152.0,323.0,,,,1931.0,-1254.0,,320.0,106.0,828.0,677.0,-96.0,,0.0,207.0,179.0,0.0,28.0,-111.0,581.0,-251.0,330.0,582.0,,,-252.0,0.0,-252.0,-4.0,,-256.0,-256.0,,645.599976,-0.395,0.505,0.65,645.599976,-0.395,0.505,0.65,
12/31/2003,3016.0,3016.0,,,,,,,0.0,,-1254.0,587.0,443.0,144.0,667.0,,,,1762.0,-1421.0,0.0,280.0,102.0,1039.0,341.0,-366.0,,0.0,276.0,248.0,0.0,28.0,90.0,-25.0,-4.0,-29.0,142.0,,,-171.0,0.0,-171.0,-3.0,,-174.0,-174.0,,650.799988,-0.27,-0.05,0.42,650.799988,-0.27,-0.05,0.42,
03/31/2004,3879.0,1628.0,,,1590.0,,,,0.0,661.0,-1767.0,670.0,518.0,152.0,1097.0,,,,2112.0,-1222.0,,317.0,154.0,751.0,890.0,-181.0,,0.0,236.0,207.0,0.0,29.0,-55.0,709.0,-260.0,449.0,8.0,,,441.0,0.0,441.0,-4.0,,437.0,437.0,,650.0,0.675,0.685,0.69,653.400024,0.67,0.68,0.685,
06/30/2004,3040.0,1530.0,,,784.0,,,,0.0,726.0,-1246.0,721.0,575.0,146.0,525.0,,,,1794.0,-1214.0,,319.0,122.0,773.0,580.0,-182.0,,0.0,226.0,200.0,0.0,26.0,-44.0,398.0,-136.0,262.0,7.0,,,255.0,0.0,255.0,-4.0,0.0,251.0,251.0,,656.8,0.38,0.395,0.405,656.8,0.38,0.395,0.405,
09/30/2004,3292.0,1811.0,,,624.0,,,,0.0,857.0,-1179.0,765.0,612.0,153.0,414.0,,,,2113.0,-1369.0,,328.0,107.0,934.0,744.0,-182.0,,0.0,235.0,235.0,0.0,0.0,-53.0,562.0,-221.0,341.0,0.0,,,341.0,0.0,341.0,-4.0,0.0,337.0,337.0,,662.0,0.51,0.51,0.605,662.0,0.51,0.51,0.605,
12/31/2004,3780.0,-1531.0,,,2716.0,,,,0.0,2595.0,-1484.0,593.0,457.0,136.0,891.0,,,,2296.0,-1774.0,,341.0,136.0,1297.0,522.0,-211.0,,0.0,226.0,281.0,0.0,-55.0,-15.0,311.0,-83.0,228.0,0.0,,,228.0,0.0,224.0,-4.0,0.0,220.0,220.0,,664.0,0.331325,0.331325,0.61,671.8,0.327479,0.327479,0.61,
03/31/2005,4736.0,2036.0,,,1798.0,,,,0.0,902.0,-2197.0,975.0,841.0,134.0,1222.0,,,,2539.0,-1666.0,,346.0,165.0,1155.0,873.0,-192.0,,0.0,243.0,217.0,0.0,26.0,-51.0,681.0,-248.0,433.0,0.0,,,433.0,0.0,433.0,-4.0,0.0,429.0,429.0,,680.6,0.63,0.63,0.725,684.6,0.625,0.625,0.72,
06/30/2005,3646.0,1786.0,,,873.0,,,,0.0,987.0,-1618.0,1065.0,943.0,122.0,553.0,,,,2028.0,-1323.0,,349.0,134.0,840.0,705.0,-193.0,,0.0,225.0,225.0,0.0,0.0,-32.0,512.0,-176.0,336.0,0.0,,,336.0,0.0,336.0,-4.0,0.0,332.0,332.0,,679.400024,0.49,0.49,0.5,684.0,0.485,0.485,0.495,
09/30/2005,4564.0,2810.0,,,895.0,,,,0.0,859.0,-2502.0,1873.0,1752.0,121.0,629.0,,,,2062.0,-1877.0,,355.0,120.0,1402.0,185.0,-173.0,,0.0,238.0,238.0,0.0,0.0,-65.0,12.0,2.0,14.0,-5.0,,,19.0,0.0,19.0,-4.0,0.0,15.0,15.0,,685.799988,0.02,0.015,0.54,690.0,0.02,0.015,0.535,
