Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2012,4.968,1.64,,6.608,,,,-48.430493,-15.987522,,-64.418015,0.262573,0.086679,,0.349252,
06/30/2012,4.782,0.553,,5.335,,,,10.243777,1.184611,,11.428388,0.25802,0.029838,,0.287858,
09/30/2012,4.895,1.21,,6.105,,,,3.446018,0.851825,,4.297843,0.212509,0.05253,,0.265039,
12/31/2012,4.883,0.76,,5.643,,,,1.910474,0.29735,,2.207824,0.206877,0.032199,,0.239076,
03/31/2013,5.141,1.291,,6.432,,,,1.45834,0.366216,,1.824557,0.204304,0.051305,,0.255609,
06/30/2013,4.254,1.439,,5.693,,,,1.163869,0.393702,,1.557571,0.174391,0.058991,,0.233382,
09/30/2013,4.514,0.547,,5.061,,,,0.934572,0.11325,,1.047822,0.185771,0.022511,,0.208283,
12/31/2013,3.911,0.889,,4.8,,,,0.714222,0.162348,,0.87657,0.156162,0.035497,,0.191659,
03/31/2014,3.918,2.115,,6.033,,,,0.653516,0.352779,,1.006295,0.148409,0.080114,,0.228522,
06/30/2014,3.837,2.004,,5.841,,,,0.567364,0.296325,,0.863689,0.143424,0.074908,,0.218333,
09/30/2014,3.73,2.679,,6.409,,,,0.513785,0.369016,,0.882802,0.139299,0.100049,,0.239347,
12/31/2014,3.801,3.707,,7.508,,,,1.801055,1.756514,,3.557569,0.162067,0.158059,,0.320126,
03/31/2015,3.855,0.813,,4.668,,,,1.162118,0.245085,,1.407202,0.160324,0.033812,,0.194136,
06/30/2015,3.725,0.0,,3.725,,,,0.29936,0.0,,0.29936,0.064495,0.0,,0.064495,
09/30/2015,3.63,0.0,,3.63,,,,0.276332,0.0,,0.276332,0.064601,0.0,,0.064601,
12/31/2015,3.6,0.0,,3.6,2328.1,,2328.1,0.262391,0.0,,0.262391,0.064358,0.0,,0.064358,
03/31/2016,3.472,,,3.472,2390.542,,2390.542,0.26905,,,0.26905,0.0636,,,0.0636,
06/30/2016,3.372,,,3.372,2462.613,,2462.613,0.232574,,,0.232574,0.071364,,,0.071364,
09/30/2016,3.457,80.4,,83.857,2485.28,,2485.28,0.234305,5.449259,,5.683563,0.073788,1.716097,,1.789884,
12/31/2016,3.4,76.8,,80.2,2402.6,,2402.6,0.255179,5.764035,,6.019213,0.073415,1.658317,,1.731733,
03/31/2017,3.6,77.0,,80.6,2415.5,,2415.5,0.259815,5.557159,,5.816975,0.07581,1.621496,,1.697307,
06/30/2017,3.6,89.2,,92.8,2454.1,,2454.1,0.245583,6.084999,,6.330582,0.073489,1.820891,,1.89438,
09/30/2017,3.7,84.9,,88.6,2456.7,,2456.7,0.221212,5.07593,,5.297142,0.06574,1.508475,,1.574216,
12/31/2017,3.8,83.3,,87.1,2439.8,,2439.8,0.197362,4.326374,,4.523735,0.06312,1.383652,,1.446772,
03/31/2018,3.8,84.8,,88.6,2386.9,,2386.9,0.173969,3.882251,,4.056219,0.06083,1.357473,,1.418303,
06/30/2018,3.8,111.0,,114.8,2335.0,,2335.0,0.183256,5.353009,,5.536265,0.062918,1.83787,,1.900788,
09/30/2018,4.0,0.0,,4.0,2325.9,,2325.9,0.186811,0.0,,0.186811,0.068363,0.0,,0.068363,
12/31/2018,3.3,,,3.3,2347.4,,2347.4,0.159374,,,0.159374,0.055929,,,0.055929,
03/31/2019,3.7,,,3.7,2565.8,,2565.8,0.170468,,,0.170468,0.058349,,,0.058349,
06/30/2019,3.3,,,3.3,2643.0,,2643.0,0.149274,,,0.149274,0.052936,,,0.052936,
09/30/2019,3.4,,,3.4,2906.3,,2906.3,0.164753,,,0.164753,0.054062,,,0.054062,
12/31/2019,3.6,,,3.6,2902.2,,2902.2,0.159236,,,0.159236,0.051026,,,0.051026,
03/31/2020,3.0,,,3.0,2895.0,,2895.0,0.144196,,,0.144196,0.043302,,,0.043302,
06/30/2020,3.5,,,3.5,3602.5,,3602.5,0.160838,,,0.160838,0.049944,,,0.049944,
