Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1995,295.365997,119.653999,95.069,24.584999,21.726999,,,20.059999,,,,,31.112,,,,,,192.552994,65.063004,,,0.0,,37.75,,,,,,37.75,102.813004,,25.172001,25.172001,,,,0.662,,,,,,0.774998,,,,0.774998,26.608999,4.582,,,,,3.088,,,,,3.088,7.67,34.278999,0.0,137.003006,,,0.0,,124.084,261.087006,0.0,261.087006,295.366005,
12/31/1995,322.121002,118.251997,92.213997,26.038,25.080999,,,22.636999,,,,,31.664,,,,,,197.634003,69.999001,102.646004,-32.646999,0.0,,54.487999,,,,,,54.487999,124.487,,25.215,25.215,,,,0.622,,,,,,2.985001,,,,2.985001,28.822001,3.577,,,,,0.687,,,,,0.687,4.264,33.086001,0.0,146.559006,,,0.0,,142.475998,289.035004,0.0,289.035004,322.121005,
03/31/1996,339.005005,134.858002,105.623001,29.235001,24.507999,,,28.274,,,,,25.789,,,,,,213.429001,71.806,,,,,53.77,,,,,,53.77,125.576,,20.569,20.569,,,,0.621,,,,,,3.362999,,,,3.362999,24.552999,3.426,,,,,0.458,,,,,0.458,3.884,28.437,0.0,151.628006,,,0.0,,158.940002,310.568008,0.0,310.568008,339.005008,
06/30/1996,368.354004,153.298,119.346001,33.952,24.167999,,,26.961,,,,,23.054001,,,,,,227.481003,73.147003,,,,,67.725998,,,,,,67.725998,140.873001,,19.683001,19.683001,,,,0.621,,,,,,3.56,,,,3.56,23.864,3.273,,,,,0.228,,,,,0.228,3.501,27.365,0.0,154.037003,,,0.0,,186.951996,340.988998,0.0,340.988998,368.353999,
09/30/1996,395.194,183.418999,112.111,71.307999,25.721001,,,26.302999,,,,,21.166,,,,,,256.609009,73.010002,,,,,65.574997,,,,,,65.574997,138.584999,,24.32,24.32,,,,0.621,,,,,,9.984,,,,9.984,34.924999,3.116,,,,,0.0,,,,,0.0,3.116,38.040999,0.0,155.151993,,,0.0,,202.001007,357.153,0.0,357.153,395.193999,
12/31/1996,472.854004,239.186996,158.220993,80.966003,32.845001,,,32.429001,,,,,21.742001,,,,,,326.203003,78.429001,118.684998,-40.256001,33.73,,34.492001,,,,,,34.492001,146.651002,,18.485001,18.485001,,,,1.025,,,,,,13.745,,,,13.745,33.255001,3.864,,,,,12.226,,,,,12.226,16.09,49.345001,0.0,231.792999,,,0.0,,191.315002,423.108001,0.401,423.509001,472.854002,
03/31/1997,505.644989,246.381004,148.302002,98.079002,35.713001,,,32.652,,,,,29.521999,,,,,,344.268005,75.235001,,,0.0,,86.141998,,,,,,86.141998,161.376999,,33.650002,33.650002,,,,0.673,,,,,,1.957997,,,,1.957997,36.280998,2.741,,,,,21.540001,,,,,21.540001,24.281001,60.561999,0.0,210.779007,,,0.0,,233.845001,444.624008,0.459,445.083008,505.645007,
06/30/1997,733.59198,208.401009,130.253006,78.148003,46.527,,,44.487999,,,,,20.613001,,,,,,320.028992,79.259003,,,135.453995,,198.850006,,,,,,198.850006,413.563004,,34.301998,34.301998,,,,0.817,,,,,,106.106008,,,,106.106008,141.225006,2.848,,,,,86.040001,,,,,86.040001,88.888001,230.113007,0.0,245.856995,,,0.0,,257.036011,502.893005,0.586,503.479005,733.592012,
09/30/1997,742.000977,182.685997,100.672997,82.013,64.808998,,,44.699001,,,,,10.17,,,,,,302.364014,81.820999,127.039001,-45.217999,160.447006,,197.369003,,,,,,197.369003,439.637009,,39.77,39.77,,,,0.812,,,,,,51.670998,,,,51.670998,92.252998,2.648,,,,,93.730003,,,,,93.730003,96.378003,188.631002,0.0,255.740997,,,0.0,,296.862,552.602997,0.767,553.369997,742.000999,
12/31/1997,755.005005,114.938999,82.836998,32.102001,65.068001,,,46.966999,,,,,19.815001,,,,,,246.789001,88.003998,135.684998,-47.681,92.233002,,327.979004,,,,,,327.979004,508.216003,,22.754,22.754,,,,0.864,,,,,,76.221997,,,,76.221997,99.839996,2.385,,,,,86.887001,,,,,86.887001,89.272001,189.111997,0.0,256.971985,,,0.0,,308.062012,565.033997,0.859,565.892997,755.004994,
03/31/1998,775.65802,35.212001,29.665001,5.547,73.056,,,64.514999,,,,,30.726,,,,,,203.509003,93.113007,150.104004,-56.991001,,,479.036011,,,,,,479.036011,572.149017,,64.907997,64.907997,,,,0.859,,,,,,64.429002,,,,64.429002,130.195999,2.177,,,,,46.801998,,,,,46.801998,48.978998,179.174997,0.0,285.559998,,,0.0,,309.901001,595.460999,1.022,596.482998,775.657996,
06/30/1998,982.086975,188.607002,184.246002,4.361,79.225998,,,71.501999,24.309,7.59,39.603001,,36.377998,,,,,,375.713013,97.028999,155.751007,-58.722,99.556,,409.789001,359.417999,,,,,50.371002,606.374001,,72.797997,72.797997,,,,0.855,,,,,,54.417011,,,,54.417011,128.070007,150.615005,,,,,56.459,,,,,56.459,207.074005,335.144012,0.0,288.622009,,,0.0,,357.299011,645.921021,1.022,646.94302,982.087033,
09/30/1998,1000.370972,199.054007,196.126007,2.928,75.234001,,,69.946999,19.370001,11.122,39.455002,,40.140999,,,,,,384.376007,105.408997,163.451996,-58.042999,,,510.585999,357.272003,,,,,153.313995,615.994995,,66.333,66.333,,,,0.971,,,,,,41.866997,,,,41.866997,109.170998,150.093002,,,,,56.625,,,,,56.625,206.718002,315.889,0.0,292.095001,,,0.0,,391.386993,683.481995,1.0,684.481995,1000.370995,
12/31/1998,1131.343018,92.565998,59.662998,32.903,91.329002,,,81.906998,25.961,12.728,43.217999,0.0,56.992001,,,,,,322.794006,125.917999,192.843994,-66.926003,138.514008,,544.117004,481.550995,,,,,62.56601,808.549011,,35.382,35.382,,,,1.843,,,,,,65.728003,,,,65.728003,102.953003,151.082993,,,,,77.552002,,,,,77.552002,228.634995,331.587997,0.0,369.09201,,,0.0,,430.263,799.355011,0.4,799.755011,1131.343008,
03/31/1999,1267.593994,86.669001,65.831001,20.837999,118.195,,,102.646004,35.073002,15.001,52.571999,,47.235001,,,,,,354.744995,130.384995,200.582993,-70.197998,,,782.463989,474.348999,,,,,308.11499,912.848984,,77.875999,77.875999,,,,2.109,,,,,,33.163003,,,,33.163003,113.148003,153.811005,,,,,102.864998,,,,,102.864998,256.676003,369.824005,0.0,379.325012,,,0.0,,518.044983,897.369995,0.4,897.769995,1267.594,
06/30/1999,1524.400024,89.916,55.818001,34.098,129.615005,,,108.623001,36.414001,12.283,59.925999,,30.364,,,,,,358.518005,134.264999,207.578995,-73.314003,,,1031.616943,495.796997,,,,,535.819946,1165.881943,,67.953003,67.953003,,,,1.973,,,,,,22.143997,,,,22.143997,92.07,150.326996,,,,,196.207001,,,,,196.207001,346.533997,438.603996,0.0,390.665009,,,0.0,,694.72998,1085.394989,0.4,1085.794989,1524.398985,
09/30/1999,1453.125977,113.605999,85.571999,28.034,125.193001,,,106.212997,44.285,10.797,51.131001,0.0,28.738001,,,,,,373.75,135.563995,212.436996,-76.873001,,,943.812012,520.68103,,,,,423.130981,1079.376007,,62.525002,62.525002,,,,1.924,,,,,,27.537998,,,,27.537998,91.987,149.695007,,,,,153.378006,,,,,153.378006,303.073013,395.060013,0.0,394.393005,,,0.0,,663.27301,1057.666016,0.4,1058.066016,1453.126028,
12/31/1999,1465.581,122.037,108.172,13.865,198.963,198.963,,109.077,48.952,13.897,46.228,0.0,29.841,,,,,,459.918,139.603,223.227,-83.624,0.0,,866.06,574.418,50.069,524.349,,,291.642,1005.663,,37.321,37.321,,,,2.114,,,,,,111.346,,,,111.346,150.781,150.365,,,,,105.527,,,,,105.527,255.892,406.673,0.0,399.75,,,0.0,551.628,107.53,1058.908,0.0,1058.908,1465.581,
03/31/2000,1751.479004,315.091997,305.421997,9.67,145.253998,,,123.387001,37.589001,18.035999,67.762001,0.0,43.775002,,,,,,627.507996,142.056,228.401001,-86.345001,,,981.914978,568.945007,,,,,412.969971,1123.970978,,55.868999,55.868999,,,,1.555,,,,,,97.285,,,,97.285,154.709,149.345993,,,,,156.649994,,,,,156.649994,305.995987,460.704987,0.0,405.687012,,,0.0,,885.086975,1290.773987,0.0,1290.773987,1751.478973,
06/30/2000,1750.221,377.439,353.704,23.735,134.372,134.372,,149.731,55.06,14.047,80.624,0.0,43.383,,,,,,704.925,147.351,,,334.155,,563.79,563.79,,,,,0.0,1045.296,,66.966,66.966,,,,1.28,,,,,,46.644,,,,46.644,114.89,149.161,,,,,129.575,,,,,129.575,278.736,393.626,,417.551,,,0.0,788.721,150.323,1356.595,,1356.595,1750.221,
09/30/2000,2691.656982,126.837999,103.334,23.504,85.781998,,,257.552002,80.309998,37.794998,139.447006,0.0,242.798004,,,,,,712.969971,184.145004,277.764008,-93.619003,,,1794.541992,1439.33606,,,,,355.205933,1978.686996,,148.365997,148.365997,,,,37.733002,,,,,,31.251007,,,,31.251007,217.350006,499.213013,,,,,356.606995,,,,,356.606995,855.820007,1073.170013,0.0,724.619019,,,0.0,,893.867981,1618.487,0.0,1618.487,2691.657013,
12/31/2000,2579.898,237.646,66.194,171.452,85.703,85.703,,248.945,100.859,52.529,95.557,0.0,259.051,,,,,,831.345,194.487,289.845,-95.358,0.0,,1554.066,1444.545,456.976,987.569,,,109.521,1748.553,,72.502,72.502,,,,52.882,,,,,,155.056,,,,155.056,280.44,483.272,,,,,268.217,,,,,268.217,751.489,1031.929,0.0,759.108,,,0.0,706.693,82.168,1547.969,0.0,1547.969,2579.898,
03/31/2001,2546.168945,151.005999,28.671,122.334999,193.908005,,,242.223007,81.596001,37.858002,122.768997,0.0,199.839005,,,,,,786.976013,199.472,,,0.0,,1559.720947,1448.141968,,,,,111.578979,1759.192947,,205.141006,205.141006,,,,56.882999,56.882999,0.0,0.0,,,7.658001,,,,7.658001,269.682007,466.533997,466.533997,0.0,0.0,,216.274002,,,,,216.274002,682.807999,952.490005,0.0,767.963989,,,0.0,,825.715027,1593.679016,0.0,1593.679016,2546.169022,
06/30/2001,2599.366,225.791,62.745,163.046,199.258,199.258,,264.788,89.579,51.654,123.555,0.0,152.227,,,,,,842.064,214.126,,,101.524,,1441.652,1441.652,,,,,0.0,1757.302,,174.492,174.492,,,,56.027,,,,,,6.708,,,,6.708,237.227,455.502,,,,,216.075,,,,,216.075,671.577,908.804,,783.411,,,0.0,835.394,71.757,1690.562,,1690.562,2599.366,
09/30/2001,2537.724121,270.569,131.5,139.069,211.746002,,,247.298996,87.688004,59.563,100.047997,0.0,114.426003,,,,,,844.039978,224.733002,,,0.0,,1468.95105,1278.188965,452.084015,826.10495,,,190.762085,1693.684052,,168.973007,168.973007,,,,64.101997,64.101997,0.0,0.0,,,39.392006,,,,39.392006,272.46701,435.549011,435.549011,0.0,0.0,,206.104996,,,,,206.104996,641.654007,914.121017,0.0,1566.737061,,,0.0,,56.866001,1623.603062,0.0,1623.603062,2537.724079,
12/31/2001,2528.334,329.419,193.731,135.688,173.085,173.085,,252.325,86.844,56.377,109.104,0.0,134.909,,,,,,889.738,234.911,351.259,-116.348,26.077,,1377.608,1268.924,442.988,825.936,,,108.684,1638.596,,63.425,63.425,,,,68.102,68.102,0.0,0.0,,,113.598,,,,113.598,245.125,415.703,415.703,0.0,0.0,,195.456,,,,,195.456,611.159,856.284,0.0,791.093,,,0.0,823.054,57.903,1672.05,0.0,1672.05,2528.334,
03/31/2002,2497.933,260.59,170.491,90.099,174.42,174.42,,254.99,94.934,57.725,102.331,0.0,109.467,,,,,,799.467,243.011,,,107.946,,1347.509,1325.834,442.988,882.846,,,21.675,1698.466,,153.035,153.035,,,,56.102,56.102,0.0,0.0,,,63.474,,,,63.474,272.611,395.929,395.929,0.0,0.0,,152.701,,,,,152.701,548.63,821.241,,791.62,,,0.0,855.139,29.933,1676.692,0.0,1676.692,2497.933,
06/30/2002,2591.363037,337.829002,268.444,69.385002,177.947998,,,278.490997,102.636002,62.846001,113.009003,0.0,120.641998,,,,,,914.909973,258.720001,,,0.0,,1417.733032,1311.599976,442.988007,868.611969,,,106.133057,1676.453033,,166.712997,166.712997,,,,76.102997,76.102997,0.0,0.0,,,94.628006,,,,94.628006,337.444,374.786011,374.786011,0.0,0.0,,152.634003,,,,,152.634003,527.420013,864.864014,0.0,794.109009,,,0.0,,932.390015,1726.499023,0.0,1726.499023,2591.363037,
09/30/2002,2636.042969,307.312004,249.035004,58.277,181.179993,,,315.787994,108.472,58.125,149.190994,0.0,95.109001,,,,,,899.388977,273.477997,,,0.0,,1463.176025,1346.063965,442.988007,903.075958,,,117.112061,1736.654022,,172.541,172.541,,,,79.391998,79.391998,0.0,0.0,,,110.673996,,,,110.673996,362.606995,355.656006,355.656006,0.0,0.0,,157.419006,,,,,157.419006,513.075012,875.682007,0.0,797.13501,,,0.0,,963.226013,1760.361023,0.0,1760.361023,2636.04303,
12/31/2002,2663.464,272.804,230.155,42.649,178.563,178.563,,326.741,114.558,55.029,157.154,0.0,142.673,,,,,,920.781,297.337,435.065,-137.728,24.648,,1420.698,1335.315,446.288,889.027,,,85.383,1742.683,,86.953,86.953,,,,83.36,83.36,0.0,0.0,,,205.152,,,,205.152,375.465,331.877,331.877,0.0,0.0,,157.838,,,,,157.838,489.715,865.18,0.0,797.45,,,0.0,998.85,1.984,1798.284,0.0,1798.284,2663.464,
03/31/2003,3012.275,450.335,415.676,34.659,157.075,157.075,,364.74,119.227,86.981,158.532,0.0,109.746,,,,,,1081.896,317.88,,,83.462,,1529.037,1495.118,446.288,1048.83,,,33.919,1930.379,,200.457,200.457,,,,0.0,0.0,0.0,0.0,,,85.14,,,,85.14,285.597,722.426,722.426,0.0,0.0,,150.133,,,,,150.133,872.559,1158.156,,799.42,,,0.0,1046.679,8.02,1854.119,0.0,1854.119,3012.275,
06/30/2003,3143.580078,582.587978,535.84198,46.745998,130.667999,,,375.798004,119.669998,85.466003,170.662003,0.0,117.671997,,,,,,1206.725952,340.776001,,,0.0,,1596.078003,1477.333984,446.287994,1031.04599,,,118.744019,1936.854004,,209.391006,209.391006,,,,0.0,0.0,0.0,0.0,,,121.278,,,,121.278,330.669006,722.320007,722.320007,0.0,0.0,,160.343994,,,,,160.343994,882.664001,1213.333008,0.0,814.661987,,,0.0,1097.394043,18.190918,1930.246948,0.0,1930.246948,3143.579956,
09/30/2003,3240.808105,650.671005,610.018005,40.653,122.254997,,,399.588013,127.444,76.439003,195.705002,0.0,119.225998,,,,,,1291.73999,384.619995,,,,,1564.447998,1460.347046,446.287994,1014.059052,,,104.100952,1949.067993,,209.703003,209.703003,,,,0.0,0.0,0.0,0.0,,,142.221985,,,,142.221985,351.924988,722.427002,722.427002,0.0,0.0,,170.649002,,,,,170.649002,893.076004,1245.000992,0.0,828.374023,,,0.0,1148.853027,18.579956,1995.807007,0.0,1995.807007,3240.807999,
12/31/2003,3282.600098,573.720993,318.042999,255.677994,211.173996,,,393.393005,123.238998,70.435997,199.718002,0.0,145.201004,,,,,,1323.489014,424.994995,616.700012,-191.705002,50.096001,,1484.02002,1456.890015,455.595001,1001.295013,,,27.130005,1959.111015,,73.489998,73.489998,,,,0.0,0.0,0.0,0.0,,,265.195,,,,265.195,338.684998,722.534973,722.534973,0.0,0.0,,164.033997,,,,,164.033997,886.56897,1225.253967,0.0,841.364014,,,0.0,1201.713989,14.268066,2057.346069,0.0,2057.346069,3282.600037,
03/31/2004,3166.650879,468.903011,449.937012,18.966,214.175995,214.175995,,395.787994,120.728996,78.805,196.253998,0.0,141.929001,,,,,,1220.796021,435.942993,,,70.795998,,1439.115967,1439.115967,455.595001,983.520966,,,0.0,1945.854958,,209.576004,209.576004,,,,0.0,0.0,0.0,0.0,,,47.986008,,,,47.986008,257.562012,621.026978,621.026978,0.0,0.0,,168.300995,,,,,168.300995,789.327972,1046.889984,0.0,857.880981,,,0.0,1248.373047,13.506958,2119.760986,0.0,2119.760986,3166.65097,
06/30/2004,3181.809082,492.873987,473.398987,19.475,210.619003,210.619003,,385.118988,114.129997,73.572998,197.416,0.0,141.207001,,,,,,1229.81897,447.820007,,,51.188999,,1452.980957,1426.602051,455.595001,971.00705,,,26.378906,1951.989964,,210.673004,210.673004,,,,0.0,0.0,0.0,0.0,,,50.600006,,,,50.600006,261.27301,587.510986,587.510986,0.0,0.0,,166.779999,,,,,166.779999,754.290985,1015.563995,0.0,869.880981,,,0.0,1283.296021,13.067993,2166.244995,0.0,2166.244995,3181.80899,
09/30/2004,3170.687012,608.796994,595.218994,13.578,230.102005,,,340.147003,105.500999,70.569,164.076996,0.0,126.030998,,,,,,1305.077026,433.031006,,,46.353001,,1386.225952,1364.18396,455.595001,908.588959,,,22.041992,1865.609959,,179.705002,179.705002,,,,0.0,0.0,0.0,0.0,,,69.518997,,,,69.518997,249.223999,587.582886,587.582886,0.0,0.0,,151.639999,,,,,151.639999,739.222885,988.446884,0.0,873.643982,,,0.0,1297.94104,10.654907,2182.239929,0.0,2182.239929,3170.686813,
12/31/2004,3237.483,680.332,298.653,381.679,251.459,251.459,,321.299,109.422,70.207,141.67,0.0,117.096,,,,,,1370.186,427.377,647.612,-220.235,41.299,,1398.621,1368.341,455.595,912.746,,,30.28,1867.297,,61.82,61.82,,,,0.0,,,,,,193.809,,,,193.809,255.629,587.653,,,,,157.252,,,,,157.252,744.905,1000.534,0.0,880.564,,,0.0,1346.867,9.518,2236.949,0.0,2236.949,3237.483,
03/31/2005,3198.275879,716.527008,333.38501,383.141998,230.024002,230.024002,,314.778015,113.862,67.584999,133.330994,0.0,106.415001,,,,,,1367.744019,428.084015,,,44.818001,,1357.630005,1327.728027,455.595001,872.133026,,,29.901978,1830.532021,,181.475006,181.475006,,,,0.0,,,,,,58.959,,,,58.959,240.434006,587.723999,,,,,148.863007,,,,,148.863007,736.587006,977.021011,0.0,891.031006,,,-69.078003,1391.958008,7.343994,2221.255005,0.0,2221.255005,3198.276016,
06/30/2005,3124.906982,649.783981,488.734985,161.048996,271.257996,271.257996,,289.308014,107.308998,61.624001,120.375,0.0,110.723,,,,,,1321.072998,445.221008,,,42.061001,,1316.552002,1287.029053,455.595001,831.434052,,,29.522949,1803.834011,,186.807999,186.807999,,,,0.0,,,,,,53.334,,,,53.334,240.141998,587.794006,,,,,146.738998,,,,,146.738998,734.533005,974.675003,0.0,893.771973,,,-182.585007,1432.82605,6.218918,2150.231934,0.0,2150.231934,3124.906937,
09/30/2005,3070.315918,634.591995,472.223999,162.367996,290.64801,290.64801,,271.744995,104.471001,58.089001,109.184998,0.0,110.794998,,,,,,1307.780029,443.205994,,,42.507,,1276.822998,1246.042969,455.595001,790.447968,,,30.780029,1762.535992,,194.406998,194.406998,,,,0.0,,,,,,52.128006,,,,52.128006,246.535004,587.864014,,,,,148.763,,,,,148.763,736.627014,983.162018,0.0,920.224976,,,-300.0,1472.437988,-5.509033,2087.153931,0.0,2087.153931,3070.315948,
12/31/2005,3077.187,619.918,467.451,152.467,333.832,333.832,,278.062,85.983,67.173,124.906,,121.731,,,,,,1353.543,436.149,717.397,-281.248,0.0,,1287.495,1207.403,455.595,751.808,,,80.092,1723.644,,211.16,211.16,,,,0.0,,,,,,34.51,,,,34.51,245.67,587.935,,,,,143.113,,,,,143.113,731.048,976.718,0.0,923.986,,,-300.0,1486.643,-10.16,2100.469,0.0,2100.469,3077.187,
03/31/2006,3157.362061,727.861008,559.734009,168.126999,269.755005,269.755005,,300.794006,96.766998,61.209999,142.817001,0.0,129.194,,,,,,1427.604004,451.190002,,,62.481998,,1216.08606,1190.730957,479.859009,710.871948,,,25.355103,1729.75806,,209.690002,209.690002,,,,29.933001,,,,,,67.025984,,,,67.025984,306.648987,573.947021,,,,,136.968994,,,,,136.968994,710.916016,1017.565002,0.0,921.440979,,,-300.0,1510.331055,8.024902,2139.796936,0.0,2139.796936,3157.361938,
06/30/2006,3190.937,769.448,600.411,169.037,347.813,347.813,,310.421,96.471,56.27,157.68,0.0,144.375,,,,,,1572.057,449.375,,,63.348,,1106.157,1080.607,479.945,600.662,,,25.55,1618.88,,298.639,298.639,,,,10.392,,,,,,72.077,,,,72.077,381.108,574.013,,,,,104.526,,,,,104.526,678.539,1059.647,0.0,929.382,,,-300.0,1494.713,7.195,2131.29,0.0,2131.29,3190.937,
09/30/2006,3199.033,906.767,735.222,171.545,264.264,264.264,,318.166,94.673,57.121,166.372,0.0,133.26,,,,,,1622.457,444.043,,,66.026,,1066.507,1041.335,479.926,561.409,,,25.172,1576.576,,253.864,253.864,,,,10.336,,,,,,85.578,,,,85.578,349.778,574.078,,,,,104.76,,,,,104.76,678.838,1028.616,0.0,933.251,,,-300.0,1529.095,8.071,2170.417,0.0,2170.417,3199.033,
12/31/2006,3760.577,160.82,154.171,6.649,384.692,384.692,,517.236,113.603,69.621,334.012,,198.928,,,,,,1261.676,697.415,1027.036,-329.621,76.377,,1725.109,1669.761,890.477,779.284,,,55.348,2498.901,,516.875,516.875,,,,107.059,,,,,,65.995,,,,65.995,689.929,1124.145,,,,,266.115,,,,,266.115,1390.26,2080.189,0.0,937.677,,,-300.0,1041.638,1.073,1680.388,0.0,1680.388,3760.577,
