Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/28/1995,486.75,,,-326.144989,,160.605011,,-143.796997,,,,,16.808001,-3.924,,3.924,0.0,,0.0,12.884001,-5.258,7.626,0.0,,,7.626001,0.0,7.626,0.0,,7.626,7.626,,294.320007,0.02625,0.02625,,294.320007,0.02625,0.02625,0.02625,
02/03/1996,707.018005,,,-482.242004,,224.776001,,-150.145004,,,,,74.630997,-3.536,,3.873,0.0,,-0.337,71.094997,-29.007999,42.087002,0.0,,,42.086998,0.0,42.087002,0.0,,42.087002,42.087002,,294.799984,0.1425,0.1425,0.1425,294.799984,0.1425,0.1425,0.1425,
05/04/1996,468.638,,,-311.835999,,156.802002,,-129.494003,,,,,27.308001,-4.102,,4.102,0.0,,0.0,23.206,-9.445,13.761,0.0,,,13.761001,0.0,13.761,0.0,,13.761,13.761,,295.084015,0.0475,0.0475,0.0475,295.084015,0.0475,0.0475,0.0475,
08/03/1996,474.597992,,,-318.040009,,156.557983,,-127.914001,,,,,28.643999,-3.64,,3.64,0.0,,0.0,25.003999,-10.176,14.828,0.0,,,14.827999,0.0,14.828,0.0,,14.828,14.828,,295.29599,0.05,0.05,0.05,295.29599,0.05,0.05,0.05,
11/02/1996,598.052002,,,-399.571991,,198.480011,,-156.509995,,,,,41.970001,-5.347,,5.347,0.0,,0.0,36.623001,-14.706,21.917,0.0,,,21.917001,0.0,21.917,0.0,,21.917,21.917,,295.588013,0.075,0.075,0.075,295.588013,0.075,0.075,0.075,
02/01/1997,846.932983,,,-579.23999,,267.692993,,-176.625,,,,,91.068001,-4.533,,4.656,0.0,,-0.123,86.535001,-34.563,51.972,0.0,,,51.972001,0.0,51.972,0.0,,51.972,51.972,,295.668,0.175,0.175,0.175,295.668,0.175,0.175,0.175,
05/03/1997,600.546997,,,-397.377014,,203.169983,,-171.863007,,,,,31.306999,-5.836,,5.836,0.0,,0.0,25.470999,-10.163,15.308,0.0,,,15.307999,0.0,15.308,0.0,,15.308,15.308,,295.967987,0.05,0.05,0.05,302.152008,0.05,0.05,0.05,
08/02/1997,623.937012,,,-415.85199,,208.085022,,-166.421997,,,,,41.662998,-6.986,,6.986,0.0,,0.0,34.676998,-13.836,20.841,0.0,,,20.840998,0.0,20.841,0.0,,20.841,20.841,,296.380005,0.07,0.07,0.07,303.612,0.07,0.07,0.07,
11/01/1997,757.77301,,,-503.891998,,253.881012,,-194.177994,,,,,59.702999,-5.583,,5.583,0.0,,0.0,54.119999,-21.594,32.526001,0.0,,,32.525999,0.0,32.526001,0.0,,32.526001,32.526001,,312.09201,0.105,0.105,0.105,320.0,0.1,0.1,0.1,
01/31/1998,1077.807983,,,-729.346985,,348.460999,,-222.298996,,,,,126.162003,-5.367,,5.856,0.0,,-0.489,120.795003,-48.196999,72.598,0.0,,,72.598004,0.0,72.598,0.0,,72.598,72.598,,315.372009,0.23,0.23,0.23,320.876007,0.225,0.225,0.225,
05/02/1998,744.570984,,,-491.10199,,253.468994,,-204.179001,,,,,49.290001,-5.059,,5.059,0.0,,0.0,44.231001,-17.382999,26.848,0.0,,,26.848001,0.0,26.848,0.0,0.0,26.848,26.848,,315.734009,0.09,0.09,0.09,324.362,0.08,0.08,0.08,
08/01/1998,758.747009,,,-502.170013,,256.576996,,-199.731003,,,,,56.846001,-5.201,,5.201,0.0,,0.0,51.645,-20.297001,31.348,0.0,,,31.348,0.0,31.348,0.0,0.0,31.348,31.348,,316.044006,0.1,0.1,0.1,325.503998,0.1,0.1,0.1,
10/31/1998,888.896973,,,-589.275024,,299.621948,,-228.343994,,,,,71.278,-5.367,,5.367,0.0,,0.0,65.911,-25.903,40.007999,0.0,,,40.008,0.0,40.007999,0.0,0.0,40.007999,40.007999,,316.264008,0.13,0.13,0.13,325.446014,0.12,0.12,0.12,
01/30/1999,1289.547974,,,-864.754028,,424.793945,,-264.345001,,,,,160.449005,-5.487,,7.045,0.0,,-1.558,154.962005,-60.900002,94.061996,0.0,,,94.062003,0.0,94.061996,0.0,0.0,94.061996,94.061996,,316.496002,0.3,0.3,0.3,326.355988,0.29,0.29,0.29,
05/01/1999,910.255981,,,-597.127991,,313.127991,,-243.854004,,,,,69.274002,-5.132,,5.132,0.0,,0.0,64.142002,-24.823,39.319,0.0,,,39.319002,0.0,39.319,0.0,0.0,39.319,39.319,,320.872009,0.12,0.12,0.12,330.752014,0.12,0.12,0.12,
07/31/1999,939.503,,,-614.199,,325.304,,-245.025,,,,,80.279,-12.976,,6.488,0.0,,6.488,67.303,-28.558,45.233,0.0,,,38.745,0.0,45.233,0.0,0.0,45.233,45.233,,325.646,0.14,0.14,0.14,335.096,0.135,0.135,0.135,
10/30/1999,1099.852,,,-724.193,,375.659,,-281.144,,,,,94.515,-16.066,,8.033,0.0,,8.033,78.449,-33.468,53.014,0.0,,,44.981,0.0,53.014,0.0,0.0,53.014,53.014,,325.906,0.165,0.165,0.165,335.35,0.16,0.16,0.16,
01/29/2000,1607.500977,,,-1078.552979,,528.947998,,-324.740997,,,,,204.207001,-7.51,,9.817,0.0,,-2.307,196.697,-76.121002,120.575996,0.0,,,120.575998,0.0,120.575996,0.0,0.0,120.575996,120.575996,,326.074005,0.37,0.37,0.37,335.123993,0.36,0.36,0.36,
04/29/2000,1228.666016,,,-802.745972,,425.920044,,-331.924988,,,,,93.995003,-8.23,,10.725,0.0,,-2.495,85.765002,-33.146999,52.618,0.0,,,52.618003,0.0,52.618,0.0,0.0,52.618,52.618,,327.806,0.16,0.16,0.16,336.352997,0.16,0.16,0.16,
07/29/2000,1255.36,,,-817.407,,437.953,,-323.355,,,,,114.598,-22.221,,12.259,0.0,,9.962,92.377,-40.346,64.29,0.0,,,52.031,0.0,64.29,0.0,0.0,64.29,64.29,,329.848,0.19,0.19,0.19,338.973,0.19,0.19,0.19,
10/28/2000,1444.929,,,-949.609,,495.32,,-359.342,,,,,135.978,-18.129,,7.148,0.0,,10.981,117.849,-48.251,76.746,0.0,,,69.598,0.0,76.746,0.0,0.0,76.746,76.746,,331.196,0.23,0.23,0.23,339.693,0.23,0.23,0.23,
02/03/2001,2223.041016,,,-1486.376953,,736.664062,,-429.920013,,,,,306.743988,-17.028001,,19.200001,0.0,,-2.172,289.715987,-111.222,178.494003,0.0,,,178.493987,0.0,178.494003,0.0,0.0,178.494003,178.494003,,330.544006,0.54,0.54,0.54,343.257996,0.52,0.52,0.52,
05/05/2001,1488.333008,,,-967.534973,,520.798035,,-388.287994,,,,,132.509995,-10.576,,10.576,0.0,,0.0,121.933994,-46.823002,75.111,0.0,,,75.110992,0.0,75.111,0.0,0.0,75.111,75.111,,332.783997,0.23,0.23,0.23,341.141998,0.22,0.22,0.22,
08/04/2001,1515.75,,,-978.914978,,536.835022,,-384.484985,,,,,152.350006,-12.756,,12.756,0.0,,0.0,139.594007,-53.081001,86.513,0.0,,,86.513005,0.0,86.513,0.0,0.0,86.513,86.513,,334.158997,0.26,0.26,0.26,342.118011,0.25,0.25,0.25,
11/03/2001,1760.345947,,,-1152.037964,,608.307983,,-432.472992,,,,,175.835007,-13.651,,13.651,0.0,,0.0,162.184007,-61.953999,100.230003,0.0,,,100.230008,0.0,100.230003,0.0,0.0,100.230003,100.230003,,334.615997,0.3,0.3,0.3,342.291992,0.29,0.29,0.29,
02/02/2002,2724.225098,,,-1825.03894,,899.186157,,-523.140991,,,,,376.045013,0.107,,14.806,0.0,,-14.913,376.152014,-142.330002,233.822006,0.0,,,233.822012,0.0,233.822006,0.0,0.0,233.822006,233.822006,,334.998993,0.7,0.7,0.7,346.121002,0.68,0.68,0.68,
05/04/2002,1870.588013,,,-1213.821045,,656.766968,,-472.734985,,,,,184.031998,-12.615,,12.615,0.0,,0.0,171.416998,-64.795998,106.621002,0.0,,,106.621,0.0,106.621002,0.0,0.0,106.621002,106.621002,,335.858002,0.32,0.32,0.32,342.61499,0.31,0.31,0.31,
08/03/2002,1921.829956,,,-1234.772949,,687.057007,,-474.062988,,,,,212.994003,-13.013,,13.013,0.0,,0.0,199.981003,-75.593002,124.388,0.0,,,124.388001,0.0,124.388,0.0,0.0,124.388,124.388,,336.661987,0.37,0.37,0.37,343.438995,0.36,0.36,0.36,
11/02/2002,2143.389893,,,-1399.097046,,744.292847,,-516.018982,,,,,228.274002,-13.769,,13.769,0.0,,0.0,214.505002,-81.084,133.421005,0.0,,,133.421002,0.0,133.421005,0.0,0.0,133.421005,133.421005,,336.923004,0.4,0.4,0.4,346.765991,0.39,0.39,0.39,
02/01/2003,3184.479004,,,-2133.528076,,1050.950928,,-585.867981,,,,,465.083008,-16.612,,16.612,0.0,,0.0,448.471008,-169.520004,278.950989,0.0,,,278.951004,0.0,278.950989,0.0,0.0,278.950989,278.950989,,337.174988,0.83,0.83,0.83,346.942993,0.81,0.81,0.81,
05/03/2003,2117.743896,,,-1376.479004,,741.264893,,-547.880005,,,,,193.384995,-17.766001,,17.766001,0.0,,0.0,175.618994,-67.461998,108.156998,0.0,,,108.156996,0.0,108.156998,0.0,0.0,108.156998,108.156998,,338.013,0.32,0.32,0.32,342.846985,0.32,0.32,0.32,
08/02/2003,2208.458984,,,-1471.656006,,736.802979,,-535.344971,,,,,201.457993,-23.208,,23.208,0.0,,0.0,178.249992,-68.125999,110.124001,0.0,,,110.123993,0.0,110.124001,0.0,0.0,110.124001,110.124001,,338.95401,0.32,0.32,0.32,343.665009,0.32,0.32,0.32,
11/01/2003,2393.949951,,,-1578.608032,,815.341919,,-608.098999,,,,,207.242996,-15.755,,15.755,0.0,,0.0,191.487996,-73.638,117.849998,0.0,,,117.849996,0.0,117.849998,0.0,0.0,117.849998,117.849998,,339.751007,0.35,0.35,0.35,344.446991,0.34,0.34,0.34,
01/31/2004,3561.940918,,,-2460.290039,,1101.650879,,-690.687988,,,,,410.963013,-16.202,,18.511,0.0,,-2.309,394.761013,-149.994995,244.766006,0.0,,,244.766018,0.0,244.766006,0.0,0.0,244.766006,244.766006,,340.042999,0.72,0.72,0.72,343.997986,0.71,0.71,0.71,
05/01/2004,2380.173096,,,-1532.735962,,847.437134,,-666.697998,,,,,180.738998,-15.004,,15.004,0.0,,0.0,165.734999,-62.651001,103.084,0.0,,,103.083998,0.0,103.084,0.0,0.0,103.084,103.084,,340.43399,0.3,0.3,0.3,343.858002,0.3,0.3,0.3,
07/31/2004,2497.858,,,-1587.809,,910.049,,-644.623,,,,,265.426,-14.983,15.0,15.0,0.0,,-0.017,250.443,-94.668,155.775,0.0,,,155.775,0.0,155.775,0.0,0.0,155.775,155.775,,341.03,0.46,0.46,0.46,344.195,0.45,0.45,0.45,
10/30/2004,2743.882,,,-1758.331,,985.551,,-739.329,,,,,246.222,-15.071,15.1,15.1,0.0,,-0.029,231.151,-87.375,143.776,0.0,,,143.776,0.0,143.776,0.0,0.0,143.776,143.776,,342.312,0.42,0.42,0.42,344.896,0.42,0.42,0.42,
01/29/2005,4078.706,,,-2708.116,,1370.59,,-840.615,,,,,529.975,-17.394,,17.394,0.0,,0.0,512.581,-193.755,318.826,0.0,,,318.826,0.0,318.826,0.0,0.0,318.826,318.826,,343.16,0.93,0.93,0.93,345.678,0.92,0.92,0.92,
04/30/2005,2742.838,,,-1759.638,,983.2,,-765.5,,,,,217.7,-17.162,17.162,17.162,0.0,,0.0,200.538,-75.804,124.734,0.0,,,124.734,0.0,124.734,0.0,0.0,124.734,124.734,,343.526,0.36,0.36,0.36,345.906,0.36,0.36,0.36,
07/30/2005,2888.078,,,-1819.493,,1068.585,,-759.185,,,,,309.4,-16.303,16.303,16.303,0.0,,0.0,293.097,-105.911,187.186,0.0,,,187.186,0.0,187.186,0.0,0.0,187.186,187.186,,344.066,0.54,0.54,0.54,346.772,0.54,0.54,0.54,
10/29/2005,3119.36,,,-1986.766,,1132.594,,-865.163,,,,,267.431,-18.031,18.031,18.031,0.0,,0.0,249.4,-94.273,155.127,0.0,,,155.127,0.0,155.127,0.0,0.0,155.127,155.127,,344.441,0.45,0.45,0.45,346.778,0.45,0.45,0.45,
01/28/2006,4651.941,,,-3073.381,,1578.56,,-956.91,,,,,621.65,-18.895,18.895,18.895,0.0,,0.0,602.755,-227.842,374.913,0.0,,,374.913,0.0,374.913,0.0,0.0,374.913,374.913,,344.656,1.09,1.09,1.09,346.59,1.08,1.08,1.08,
04/29/2006,3196.337,,,-2040.965,,1155.372,,-873.157,,,,,282.215,-14.195,14.195,14.195,0.0,,0.0,268.02,-100.775,167.245,0.0,,,167.245,0.0,167.245,0.0,0.0,167.245,167.245,,345.277,0.48,0.48,0.48,347.285,0.48,0.48,0.48,
07/29/2006,3301.507,,,-2062.165,,1239.342,,-863.923,,,,,375.419,-6.011,6.011,6.011,0.0,,0.0,369.408,-137.05,232.358,0.0,,,232.358,0.0,232.358,0.0,0.0,232.358,232.358,,333.394,0.7,0.7,0.7,335.694,0.69,0.69,0.69,
10/28/2006,3650.494,,,-2299.586,,1350.908,,-981.524,,,,,369.384,-10.189,10.189,10.189,0.0,,0.0,359.195,-134.699,224.496,0.0,,,224.496,0.0,224.496,0.0,0.0,224.496,224.496,,326.904,0.69,0.69,0.69,329.814,0.68,0.68,0.68,
02/03/2007,5448.572,,,-3519.357,,1929.215,,-1141.432,,,,,787.783,-9.961,9.961,36.348,0.0,,0.0,777.822,-293.24,484.582,0.0,,,484.582,0.0,484.582,0.0,0.0,484.582,484.582,,324.454,1.49,1.49,1.49,327.782,1.48,1.48,1.48,
05/05/2007,3572.04,,,-2255.719,,1316.321,0.0,-970.236,856.959,,,113.277,346.085,-10.147,10.147,,,,0.0,335.938,-126.985,208.953,0.0,,,208.953,0.0,208.953,0.0,0.0,208.953,208.953,0.0,321.775,0.65,0.65,0.65,325.068,0.64,0.64,0.64,
08/04/2007,3589.21,,,-2192.801,,1396.409,0.0,-952.684,837.79,,,114.894,443.725,-10.541,10.541,10.541,0.0,,0.0,433.184,-163.96,269.224,0.0,,,269.224,0.0,269.224,0.0,0.0,269.224,269.224,0.0,320.488,0.84,0.84,0.84,323.213,0.83,0.83,0.83,
11/03/2007,3825.162,,,-2407.131,,1418.031,0.0,-1087.168,933.706,,,153.462,330.863,-18.708,18.708,,,,0.0,312.155,-118.15,194.005,0.0,,,194.005,0.0,194.005,0.0,0.0,194.005,194.005,0.0,316.948,0.61,0.61,0.61,318.593,0.61,0.61,0.61,
02/02/2008,5487.3,,,-3605.4,,1881.9,,-1198.1,1066.9,,,131.2,683.8,-23.0,,23.0,0.0,,,660.8,-249.1,411.7,0.0,,,411.7,0.0,411.7,0.0,0.0,411.7,411.7,,312.9,1.32,1.32,1.32,313.8,1.31,1.31,1.31,
05/03/2008,3624.0,3624.0,,-2289.0,2289.0,1335.0,0.0,-1064.0,923.0,,130.0,11.0,271.0,-26.0,26.0,,,,0.0,245.0,-92.0,153.0,0.0,0.0,0.0,153.0,0.0,153.0,0.0,0.0,153.0,153.0,0.0,309.0,0.5,0.5,0.5,309.0,0.49,0.49,0.49,
08/02/2008,3725.0,3725.0,,-2250.0,2250.0,1475.0,0.0,-1069.0,930.0,,133.0,6.0,406.0,-26.0,26.0,,,,0.0,380.0,-144.0,236.0,0.0,0.0,0.0,236.0,0.0,236.0,0.0,0.0,236.0,236.0,0.0,306.0,0.77,0.77,0.77,307.0,0.77,0.77,0.77,
11/01/2008,3804.0,3804.0,,-2381.0,2381.0,1423.0,0.0,-1138.0,982.0,,135.0,21.0,285.0,-28.0,28.0,,,,0.0,257.0,-97.0,160.0,0.0,0.0,0.0,160.0,0.0,160.0,0.0,0.0,160.0,160.0,0.0,305.0,0.53,0.53,0.53,305.0,0.52,0.52,0.52,
01/31/2009,5235.0,5235.0,,-3413.0,3413.0,1822.0,0.0,-1249.0,1102.0,,143.0,4.0,573.0,-30.0,30.0,,,,0.0,543.0,-207.0,336.0,0.0,0.0,0.0,336.0,0.0,336.0,0.0,0.0,336.0,336.0,0.0,305.0,1.1,1.1,1.1,305.0,1.1,1.1,1.1,
05/02/2009,3638.0,3638.0,,-2270.0,2270.0,1368.0,0.0,-1117.0,961.0,,141.0,15.0,251.0,-32.0,32.0,,,,0.0,219.0,-82.0,137.0,0.0,0.0,0.0,137.0,0.0,137.0,0.0,0.0,137.0,137.0,0.0,305.0,0.45,0.45,0.45,306.0,0.45,0.45,0.45,
08/01/2009,3806.0,3806.0,,-2286.0,2286.0,1520.0,0.0,-1121.0,966.0,,144.0,11.0,399.0,-31.0,31.0,,,,0.0,368.0,-139.0,229.0,0.0,0.0,0.0,229.0,0.0,229.0,0.0,0.0,229.0,229.0,0.0,305.0,0.76,0.76,0.76,306.0,0.75,0.75,0.75,
10/31/2009,4051.0,4051.0,,-2512.0,2512.0,1539.0,0.0,-1200.0,1050.0,,150.0,0.0,339.0,-31.0,31.0,,,,0.0,308.0,-115.0,193.0,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,193.0,193.0,0.0,305.0,0.63,0.63,0.63,308.0,0.63,0.63,0.63,
01/30/2010,5682.0,5682.0,,-3612.0,3612.0,2070.0,0.0,-1348.0,1193.0,,155.0,0.0,722.0,-31.0,31.0,,,,0.0,691.0,-260.0,431.0,0.0,0.0,0.0,431.0,0.0,431.0,0.0,0.0,431.0,431.0,0.0,306.0,1.41,1.41,1.41,308.0,1.4,1.4,1.4,
05/01/2010,4035.0,4035.0,,-2498.0,2498.0,1537.0,0.0,-1149.0,973.0,,176.0,0.0,388.0,-77.0,77.0,,,,0.0,311.0,-116.0,195.0,0.0,0.0,0.0,195.0,0.0,195.0,0.0,0.0,195.0,195.0,0.0,307.0,0.63,0.63,0.63,309.0,0.63,0.63,0.63,
07/31/2010,4100.0,4100.0,,-2449.0,2449.0,1651.0,0.0,-1163.0,983.0,,180.0,0.0,488.0,-78.0,78.0,,,,0.0,410.0,-155.0,255.0,0.0,0.0,0.0,255.0,0.0,255.0,0.0,0.0,255.0,255.0,0.0,307.0,0.83,0.83,0.83,308.0,0.83,0.83,0.83,
10/30/2010,4218.0,4218.0,,-2596.0,2596.0,1622.0,0.0,-1266.0,1059.0,,207.0,0.0,356.0,-79.0,79.0,,,,0.0,277.0,-101.0,176.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,176.0,176.0,0.0,307.0,0.57,0.57,0.57,308.0,0.57,0.57,0.57,
01/29/2011,6038.0,6038.0,,-3815.0,3815.0,2223.0,0.0,-1362.0,1173.0,,189.0,0.0,861.0,-71.0,71.0,,,,0.0,790.0,-296.0,494.0,0.0,0.0,0.0,494.0,,494.0,,0.0,494.0,494.0,0.0,295.0,1.68,1.68,1.68,297.0,1.66,1.66,1.66,
04/30/2011,4162.0,4162.0,,-2576.0,2576.0,1586.0,0.0,-1195.0,1004.0,,191.0,0.0,391.0,-76.0,76.0,,,,0.0,315.0,-114.0,201.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,201.0,201.0,0.0,288.0,0.7,0.7,0.7,290.0,0.69,0.69,0.69,
07/30/2011,4248.0,4248.0,,-2520.0,2520.0,1728.0,0.0,-1181.0,991.0,,190.0,0.0,547.0,-72.0,72.0,,0.0,,0.0,475.0,-176.0,299.0,0.0,0.0,0.0,299.0,0.0,299.0,0.0,0.0,299.0,299.0,0.0,276.0,1.08,1.08,1.08,278.0,1.08,1.08,1.08,
10/29/2011,4376.0,4376.0,,-2688.0,2688.0,1688.0,0.0,-1273.0,1071.0,,202.0,0.0,415.0,-75.0,75.0,,,,0.0,340.0,-129.0,211.0,0.0,0.0,0.0,211.0,0.0,211.0,0.0,0.0,211.0,211.0,0.0,264.0,0.8,0.8,0.8,265.0,0.8,0.8,0.8,
01/28/2012,6018.0,6018.0,,-3841.0,3841.0,2177.0,0.0,-1372.0,1178.0,,194.0,0.0,805.0,-76.0,76.0,,,,0.0,729.0,-274.0,455.0,0.0,0.0,0.0,455.0,0.0,455.0,0.0,0.0,455.0,455.0,0.0,251.0,1.82,1.82,1.82,252.0,1.81,1.81,1.81,
04/28/2012,4243.0,4243.0,,-2719.0,2719.0,1524.0,0.0,-1203.0,1002.0,,201.0,0.0,321.0,-82.0,82.0,,0.0,0.0,0.0,239.0,-85.0,154.0,0.0,0.0,0.0,154.0,0.0,154.0,0.0,0.0,154.0,154.0,0.0,243.0,0.63,0.63,0.63,245.0,0.63,0.63,0.63,
07/28/2012,4205.0,4205.0,,-2563.0,2563.0,1642.0,0.0,-1185.0,975.0,,210.0,0.0,457.0,-80.0,80.0,,0.0,,0.0,377.0,-137.0,240.0,0.0,0.0,0.0,240.0,,240.0,0.0,0.0,240.0,240.0,0.0,238.0,1.01,1.01,1.01,239.0,1.0,1.0,1.0,
10/27/2012,4490.0,4490.0,,-2778.0,2778.0,1712.0,0.0,-1287.0,1077.0,,210.0,0.0,425.0,-80.0,80.0,,0.0,,0.0,345.0,-130.0,215.0,0.0,0.0,0.0,215.0,,215.0,0.0,0.0,215.0,215.0,0.0,233.0,0.92,0.92,0.92,235.0,0.91,0.91,0.91,
02/02/2013,6342.0,6342.0,,-4230.0,4230.0,2112.0,0.0,-1426.0,1212.0,,214.0,0.0,686.0,-85.0,85.0,,0.0,0.0,0.0,601.0,-223.0,378.0,0.0,0.0,0.0,378.0,0.0,378.0,0.0,0.0,378.0,378.0,0.0,227.0,1.66,1.66,1.66,228.0,1.66,1.66,1.66,
05/04/2013,4199.0,4199.0,,-2671.0,2671.0,1528.0,0.0,-1211.0,997.0,,214.0,0.0,317.0,-83.0,83.0,,0.0,0.0,0.0,234.0,-87.0,147.0,0.0,0.0,0.0,147.0,0.0,147.0,0.0,0.0,147.0,147.0,0.0,222.0,0.66,0.66,0.66,223.0,0.66,0.66,0.66,
