Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,216.381,7.063,7.063,0.0,11.294,11.294,,0.0,,,,,7.155,,,,,25.512,182.034,580.694,-398.66,0.0,8.835,,,,,8.835,190.869,,15.531,15.531,,,,0.0,,,,,,0.0,,,,0.0,15.531,234.63,,,,,1.513,,,,,1.513,236.143,251.674,0.0,227.796,,,,-263.089,0.0,-35.293,0.0,-35.293,216.381,
06/30/1999,224.756,8.049,8.049,0.0,10.576,10.576,,0.0,0.0,0.0,0.0,0.0,7.435,,,,,26.06,189.579,593.606,-404.027,,9.117,,,,,9.117,198.696,,15.614,15.614,,,,0.0,,,,,,0.0,,,,0.0,15.614,142.5,,,,,1.861,,,,,1.861,144.361,159.975,0.0,327.379,,,,-262.598,0.0,64.781,0.0,64.781,224.756,
09/30/1999,239.439,6.449,6.449,,4.538,4.538,,,,,,,13.291,,,,,24.278,204.403,615.097,-410.694,,10.758,,,,,10.758,215.161,,17.403,17.403,,,,,,,,,,0.0,,,,0.0,17.403,152.5,,,,,2.132,,,,,2.132,154.632,172.035,,327.598,,,,-260.194,0.0,67.404,,67.404,239.439,
12/31/1999,252.565994,11.768,11.768,0.0,2.942,,,0.0,0.0,0.0,0.0,0.0,15.836,,,,,30.546,210.955002,628.78302,-417.828003,0.0,11.065,0.0,,,,11.065,222.020002,,18.042,18.042,,,,0.0,,,,,,7.120001,,,,7.120001,25.162001,152.5,,,,,2.476,,,,,2.476,154.976,180.138001,0.0,327.875,,,0.0,,-255.447006,72.427994,0.0,72.427994,252.565995,
03/31/2000,265.695,11.189,11.189,0.0,3.897,3.897,,0.0,0.0,0.0,0.0,0.0,20.435,,,,,35.521,219.53,644.813,-425.283,0.0,10.644,0.0,,,,10.644,230.174,,16.22,16.22,,,,0.0,,,,,,10.135,,,,10.135,26.355,152.5,,,,,2.589,,,,,2.589,155.089,181.444,0.0,328.183,,,0.0,-243.932,0.0,84.251,0.0,84.251,265.695,
06/30/2000,287.398,13.563,13.563,0.0,5.072,5.072,,0.0,0.0,0.0,0.0,0.0,24.596,,,,,43.231,233.622,665.986,-432.364,0.0,10.545,0.0,,,,10.545,244.167,,25.42,25.42,,,,0.0,,,,,,11.913,,,,11.913,37.333,148.5,,,,,3.392,,,,,3.392,151.892,189.225,0.0,328.502,,,0.0,-230.329,0.0,98.173,0.0,98.173,287.398,
09/30/2000,308.259,14.2,14.2,0.0,6.071,6.071,,0.0,0.0,0.0,0.0,0.0,26.663,,,,,46.934,249.674,689.825,-440.151,0.0,11.651,0.0,,,,11.651,261.325,,30.685,30.685,,,,0.0,,,,,,10.681,,,,10.681,41.366,146.0,,,,,3.312,,,,,3.312,149.312,190.678,0.0,328.871,,,0.0,-211.29,0.0,117.581,0.0,117.581,308.259,
12/31/2000,457.379,22.293,22.293,0.0,5.739,,,0.0,0.0,0.0,0.0,0.0,69.958,,,,,97.99,307.514,759.872,-452.358,0.0,51.875,0.0,,,,51.875,359.389,,26.628,26.628,,,,0.0,,,,,,12.158,,,,12.158,38.786,199.0,,,,,3.428,,,,,3.428,202.428,241.214,0.0,329.385,,,0.0,,-113.22,216.165,0.0,216.165,457.379,
03/31/2001,505.996,26.521,26.521,0.0,13.55,13.55,,0.0,0.0,0.0,0.0,0.0,66.6,,,,,106.671,365.778,829.88,-464.102,0.0,33.547,0.0,0.0,0.0,,33.547,399.325,,39.759,39.759,,,,0.0,0.0,0.0,0.0,,,12.46,,,,12.46,52.219,206.87,206.87,0.0,0.0,,3.715,,,,,3.715,210.585,262.804,0.0,330.053,,,0.0,-87.251,0.39,243.192,0.0,243.192,505.996,
06/30/2001,553.43,23.336,23.336,0.0,20.77,20.77,,0.0,0.0,0.0,0.0,0.0,75.428,,,,,119.534,397.741,874.097,-476.356,0.0,36.155,0.0,0.0,0.0,,36.155,433.896,,45.265,45.265,,,,0.0,0.0,0.0,0.0,,,14.015,,,,14.015,59.28,216.87,216.87,0.0,0.0,,3.642,,,,,3.642,220.512,279.792,0.0,331.009,,,0.0,-67.14,9.769,273.638,0.0,273.638,553.43,
09/30/2001,795.765,23.737,23.737,0.0,31.255,31.255,,0.0,0.0,0.0,0.0,0.0,74.752,,,,,129.744,630.469,1128.334,-497.865,0.0,35.552,0.0,0.0,0.0,,35.552,666.021,,66.362,66.362,,,,0.0,0.0,0.0,0.0,,,11.955,,,,11.955,78.317,314.522,314.522,0.0,0.0,,47.485,,,,,47.485,362.007,440.324,0.0,390.661,,,0.0,-53.192,17.972,355.441,0.0,355.441,795.765,
12/31/2001,789.988,23.496,23.496,0.0,55.335,,,0.0,0.0,0.0,0.0,0.0,24.447,,,,,103.278,668.007,1188.339,-520.332,0.0,18.703,0.0,0.0,0.0,,18.703,686.71,,51.158,51.158,,,,0.0,0.0,0.0,0.0,,,28.78,,,,28.78,79.938,334.769,334.769,0.0,0.0,,26.113,,,,,26.113,360.882,440.82,0.0,391.61,,,0.0,,-42.442,349.168,0.0,349.168,789.988,
03/31/2002,764.581,14.369,14.369,0.0,41.57,17.356,,0.0,0.0,0.0,0.0,0.0,15.864,,,,,71.803,674.367,1216.44,-542.073,0.0,18.411,0.0,0.0,0.0,,18.411,692.778,,40.893,40.893,,,,0.0,0.0,0.0,0.0,,,5.965,,,,5.965,46.858,340.147,340.147,0.0,0.0,,39.146,,,,,39.146,379.293,426.151,0.0,392.473,,,0.0,-52.124,-1.919,338.43,0.0,338.43,764.581,
06/30/2002,780.352,20.175,20.175,0.0,42.785,13.779,,0.0,0.0,0.0,0.0,0.0,15.762,,,,,78.722,678.058,1243.129,-565.071,0.0,23.572,0.0,0.0,0.0,,23.572,701.63,,46.633,46.633,,,,0.0,0.0,0.0,0.0,,,7.543,,,,7.543,54.176,330.394,330.394,0.0,0.0,,44.764,,,,,44.764,375.158,429.334,0.0,394.132,,,0.0,-38.626,-4.488,351.018,0.0,351.018,780.352,
09/30/2002,862.748,22.924,22.924,0.0,44.201,12.293,,0.0,0.0,0.0,0.0,0.0,35.843,,,,,102.968,738.817,1325.785,-586.968,0.0,20.963,0.0,0.0,0.0,,20.963,759.78,,47.725,47.725,,,,0.0,0.0,0.0,0.0,,,16.676,,,,16.676,64.401,369.641,369.641,0.0,0.0,,69.772,,,,,69.772,439.413,503.814,0.0,395.102,,,0.0,-25.167,-11.001,358.934,0.0,358.934,862.748,
12/31/2002,895.292,23.94,23.94,0.0,16.846,16.846,,0.0,0.0,0.0,0.0,0.0,87.678,,,,,128.464,744.085,1354.002,-609.917,0.0,22.743,0.0,0.0,0.0,2.224,20.519,766.828,,66.59,66.59,,,,0.0,,,,,,29.289,,,,29.289,95.879,344.889,,,,,87.727,,,,,87.727,432.616,528.495,0.0,395.96,,,0.0,-9.875,-19.288,366.797,0.0,366.797,895.292,
03/31/2003,1082.077,161.17,161.17,0.0,72.07,18.413,,0.0,0.0,0.0,0.0,0.0,44.529,,,,,277.769,776.358,1404.757,-628.399,0.0,27.95,0.0,0.0,0.0,2.241,25.709,804.308,,21.179,21.179,,,,200.0,200.0,0.0,0.0,,,93.5,,,,93.5,314.679,268.193,268.193,0.0,0.0,,119.361,,,,,119.361,387.554,702.233,0.0,397.647,,,0.0,11.19,-28.993,379.844,0.0,379.844,1082.077,
06/30/2003,944.685,19.348,19.348,0.0,19.99,19.99,,0.0,0.0,0.0,0.0,0.0,77.341,,,,,116.679,803.661,1454.102,-650.441,0.0,24.345,0.0,0.0,0.0,2.237,22.108,828.006,,53.36,53.36,,,,0.0,0.0,0.0,0.0,,,66.425,,,,66.425,119.785,333.106,333.106,0.0,0.0,,110.581,,,,,110.581,443.687,563.472,0.0,399.763,,,0.0,16.319,-34.869,381.213,0.0,381.213,944.685,
09/30/2003,942.558,28.108,28.108,0.0,52.942,16.668,,0.0,0.0,0.0,0.0,0.0,16.09,,,,,97.14,821.312,1493.193,-671.881,0.0,24.106,0.0,0.0,0.0,,24.106,845.418,,52.365,52.365,,,,0.0,0.0,0.0,0.0,,,47.114,,,,47.114,99.479,327.154,327.154,0.0,0.0,,105.539,,,,,105.539,432.693,532.172,0.0,400.477,,,-0.025,31.446,-21.512,410.386,0.0,410.386,942.558,
12/31/2003,982.621,24.188,24.188,0.0,58.951,,,0.0,0.0,0.0,0.0,0.0,25.016,,,,,108.155,844.745,1541.111,-696.366,0.0,29.721,0.0,0.0,0.0,,29.721,874.466,,62.349,62.349,,,,0.0,0.0,0.0,0.0,,,64.225,,,,64.225,126.574,298.203,298.203,0.0,0.0,,136.642,,,,,136.642,434.845,561.419,0.0,401.763,,,-0.104,46.656,-27.113,421.202,0.0,421.202,982.621,
03/31/2004,1039.83,17.208,17.208,0.0,67.604,19.307,,0.0,0.0,0.0,0.0,0.0,39.518,,,,,124.33,886.089,1608.6,-722.508,0.0,29.411,0.0,0.0,0.0,7.226,22.185,915.5,,63.675,63.675,,,,0.0,0.0,0.0,0.0,,,70.801,,,,70.801,134.476,303.199,303.199,0.0,0.0,,156.138,,,,,156.138,459.337,593.813,0.0,406.589,,,-0.261,68.96,-29.271,446.017,0.0,446.017,1039.83,
06/30/2004,1081.184,27.94,27.94,0.0,71.56,19.853,,0.0,0.0,0.0,0.0,0.0,40.147,,,,,139.647,918.18,1677.09,-758.911,0.0,23.357,0.0,0.0,0.0,7.188,16.169,941.537,,62.84,62.84,,,,0.0,0.0,0.0,0.0,,,68.445,,,,68.445,131.285,308.3,308.3,0.0,0.0,,163.492,,,,,163.492,471.792,603.077,0.0,412.478,,,-0.664,88.349,-22.056,478.107,0.0,478.107,1081.184,
09/30/2004,991.709,125.097,93.142,31.955,50.814,,,0.0,0.0,0.0,0.0,0.0,33.552,,,,,209.463,763.936,1451.019,-687.083,0.0,18.31,0.0,0.0,0.0,,18.31,782.246,,64.006,64.006,,,,0.0,0.0,0.0,0.0,,,76.779,,,,76.779,140.785,223.348,223.348,0.0,0.0,,126.946,,,,,126.946,350.294,491.079,0.0,438.473,,,-1.26,106.623,-43.206,500.63,0.0,500.63,991.709,
12/31/2004,992.706,90.21,33.039,57.171,56.498,11.708,,0.0,0.0,0.0,0.0,0.0,26.138,,,,,172.846,797.362,1505.268,-707.906,0.0,22.498,0.0,,,,22.498,819.86,,51.86,51.86,,,,0.375,0.0,0.375,0.375,,,30.671,,,,30.671,82.906,227.581,223.397,4.184,4.184,,140.547,,,,,140.547,368.128,451.034,0.0,441.08,,,-2.046,129.104,-26.466,541.672,0.0,541.672,992.706,
03/31/2005,1069.974,57.314,42.742,14.572,65.506,65.506,,0.0,0.0,0.0,0.0,0.0,31.457,,,,,154.277,897.789,1626.816,-729.027,0.0,17.908,,,,,17.908,915.697,,95.318,95.318,,,,0.534,0.0,0.534,0.534,,,9.779,,,,9.779,105.631,229.751,223.446,6.305,6.305,,155.779,,,,,155.779,385.53,491.161,0.0,447.354,,,-3.13,159.172,-24.583,578.813,0.0,578.813,1069.974,
06/30/2005,1150.505,27.316,25.316,2.0,71.919,71.919,,0.0,0.0,0.0,0.0,0.0,29.113,,,,,128.348,1004.433,1757.318,-752.885,0.0,17.724,,,,,17.724,1022.157,,102.411,102.411,,,,0.547,0.0,0.547,0.547,,,7.644,,,,7.644,110.602,239.657,233.494,6.163,6.163,,173.386,,,,,173.386,413.043,523.645,0.0,453.743,,,-4.288,199.843,-22.438,626.86,0.0,626.86,1150.505,
09/30/2005,1230.175,36.99,36.99,0.0,14.189,14.189,,0.0,0.0,0.0,0.0,0.0,92.05,,,,,143.229,1069.486,1846.259,-776.773,0.0,17.46,,,,6.669,10.791,1086.946,,100.424,100.424,,,,0.56,0.0,0.56,0.56,,,13.822,,,,13.822,114.806,249.561,243.543,6.018,6.018,,193.527,,,,,193.527,443.088,557.894,0.0,459.936,,,-5.8,238.389,-20.244,672.281,0.0,672.281,1230.175,
12/31/2005,1505.069,165.089,165.089,0.0,25.887,25.887,,0.0,0.0,0.0,0.0,0.0,108.207,,,,,299.183,1155.97,1960.869,-804.899,0.0,49.916,0.0,0.0,0.0,,49.916,1205.886,,146.661,146.661,,,,0.574,0.0,0.574,0.574,,,6.829,,,,6.829,154.064,379.461,373.591,5.87,5.87,,237.882,,,,,237.882,617.343,771.407,0.0,461.227,,,-5.311,295.575,-17.829,733.662,0.0,733.662,1505.069,
03/31/2006,1706.065,29.984,29.984,0.0,87.462,87.462,,0.0,0.0,0.0,0.0,0.0,49.064,,,,,166.51,1515.876,2352.915,-837.039,0.0,23.679,,,,10.845,12.834,1539.555,,157.175,157.175,,,,0.588,0.0,0.588,0.588,,,11.698,,,,11.698,169.461,479.357,473.64,5.717,5.717,,266.013,,,,,266.013,745.37,914.831,0.0,456.742,,,-4.861,339.353,0.0,791.234,0.0,791.234,1706.065,
06/30/2006,1869.468,30.812,30.812,0.0,103.622,103.622,,0.0,0.0,0.0,0.0,0.0,16.885,,,,,151.319,1693.068,2565.585,-872.517,0.0,25.081,,,,10.932,14.149,1718.149,,147.327,147.327,,,,0.602,0.0,0.602,0.602,,,17.183,,,,17.183,165.112,449.249,443.688,5.561,5.561,,280.844,,,,,280.844,730.093,895.205,0.0,597.019,,,-6.371,383.615,0.0,974.263,0.0,974.263,1869.468,
09/30/2006,1961.644,28.924,28.924,0.0,102.003,102.003,,0.0,0.0,0.0,0.0,0.0,11.01,,,,,141.937,1793.182,2706.189,-913.007,0.0,26.525,,,,10.834,15.691,1819.707,,164.877,164.877,,,,0.616,0.0,0.616,0.616,,,9.645,,,,9.645,175.138,449.344,443.942,5.402,5.402,,293.182,,,,,293.182,742.526,917.664,0.0,610.054,,,-8.983,442.909,0.0,1043.98,0.0,1043.98,1961.644,
12/31/2006,2139.837,53.873,53.873,0.0,24.26,24.26,,0.0,0.0,0.0,0.0,0.0,105.136,,,,,183.269,1879.768,2831.215,-951.447,0.0,76.8,0.0,,,10.64,66.16,1956.568,,191.355,191.355,,,,0.671,0.0,0.671,0.671,,,8.372,,,,8.372,200.398,514.173,507.786,6.387,6.387,,277.903,,,,,277.903,792.076,992.474,0.0,616.167,,,-8.14,498.032,0.0,1106.059,41.304,1147.363,2139.837,
03/31/2007,2275.2,35.007,35.007,0.0,104.075,104.075,,0.0,0.0,0.0,0.0,0.0,5.704,,,,,144.786,2052.808,3044.493,-991.685,0.0,77.606,0.0,,,,77.606,2130.414,,186.234,186.234,,,,0.686,0.0,0.686,0.686,,,17.349,,,,17.349,204.269,610.048,603.834,6.214,6.214,,327.792,,,,,327.792,937.84,1142.109,0.0,626.215,,,-7.259,514.648,-0.513,1133.091,0.0,1133.091,2275.2,
06/30/2007,2466.851,32.577,32.577,0.0,130.537,130.537,,0.0,0.0,0.0,0.0,0.0,15.177,,,,,178.291,2209.749,3246.761,-1037.012,0.0,78.811,0.0,,,10.106,68.705,2288.56,,181.772,181.772,,,,0.702,0.0,0.702,0.702,,,13.694,,,,13.694,196.168,700.646,694.611,6.035,6.035,,359.045,,,,,359.045,1059.691,1255.859,0.0,640.28,,,-6.56,577.215,0.057,1210.992,0.0,1210.992,2466.851,
09/30/2007,2674.364,39.414,39.414,0.0,149.602,149.602,,0.0,0.0,0.0,0.0,0.0,12.273,,,,,201.289,2363.26,3452.042,-1088.782,0.0,109.815,0.0,,,,109.815,2473.075,,204.031,204.031,,,,0.719,0.0,0.719,0.719,,,19.364,,,,19.364,224.114,760.491,754.638,5.853,5.853,,399.279,,,,,399.279,1159.77,1383.884,0.0,654.61,,,-8.674,645.203,-0.659,1290.48,0.0,1290.48,2674.364,
12/31/2007,2771.077,60.107,60.107,0.0,28.977,28.977,,0.0,0.0,0.0,0.0,0.0,151.275,,,,,240.359,2392.875,3536.157,-1143.282,0.0,137.843,0.0,0.0,0.0,,137.843,2530.718,,231.73,231.73,,,,0.737,0.0,0.737,0.737,,,32.166,,,,32.166,264.633,680.33,674.665,5.665,5.665,,421.736,,,,,421.736,1102.066,1366.699,0.0,662.943,,,-8.153,751.179,-1.591,1404.378,0.0,1404.378,2771.077,
03/31/2008,2924.278,74.039,74.039,0.0,177.672,177.672,,0.0,0.0,0.0,0.0,0.0,32.583,,,,,284.294,2496.185,3689.26,-1193.075,0.0,143.799,0.0,0.0,0.0,,143.799,2639.984,,246.407,246.407,,,,0.98,0.0,0.98,0.98,,,68.727,,,,68.727,316.114,640.94,635.692,5.248,5.248,,475.216,,,,,475.216,1116.156,1432.27,0.0,677.426,,,-7.546,824.181,-2.053,1492.008,0.0,1492.008,2924.278,
06/30/2008,3273.114,147.009,147.009,0.0,252.866,252.866,,0.0,0.0,0.0,0.0,0.0,45.083,,,,,444.958,2658.793,3905.934,-1247.141,0.0,169.363,0.0,0.0,0.0,,169.363,2828.156,,126.613,126.613,,,,3.838,3.838,0.0,0.0,,,207.571,,,,207.571,338.022,777.178,771.129,6.049,6.049,,533.246,,,,,533.246,1310.424,1648.446,0.0,694.182,,,-7.087,938.234,-0.661,1624.668,0.0,1624.668,3273.114,
09/30/2008,3468.532,175.31,175.31,0.0,70.017,70.017,,0.0,0.0,0.0,0.0,0.0,179.081,,,,,424.408,2874.628,4177.589,-1302.961,0.0,169.496,0.0,,,,169.496,3044.124,,289.516,289.516,,,,3.932,,,,,,11.951,,,,11.951,305.399,776.991,771.125,5.866,5.866,,598.157,,,,,598.157,1375.148,1680.547,0.0,702.411,,,-9.563,1095.782,-0.645,1787.985,0.0,1787.985,3468.532,
12/31/2008,3589.674,17.069,17.069,0.0,80.579,80.579,,0.0,0.0,0.0,0.0,0.0,317.551,,,,,415.199,3002.197,4591.879,-1589.682,0.0,172.278,0.0,,,,172.278,3174.475,,288.466,288.466,,,,4.507,,,,,,93.094,,,,93.094,386.067,852.767,,,,,510.772,,,,,510.772,1363.539,1749.606,0.0,707.95,,,-6.83,1139.575,-0.627,1840.068,0.0,1840.068,3589.674,
03/31/2009,3934.895,18.207,18.207,0.0,95.435,95.435,0.0,0.0,0.0,0.0,0.0,0.0,247.87,,,,75.138,361.512,3301.585,4952.772,-1651.187,0.0,271.798,138.737,138.737,0.0,,133.061,3573.383,,216.439,85.829,,,130.61,4.562,0.0,,,,4.562,75.371,18.974,11.224,458.01,0.0,296.372,1257.649,1257.649,,,,549.241,,,,,61.033,1806.89,2103.262,0.0,716.624,0.249,716.375,-5.66,1121.278,-0.609,1831.633,0.0,1831.633,3934.895,
06/30/2009,3858.598,59.959,59.959,0.0,60.798,60.798,0.0,0.0,0.0,0.0,0.0,0.0,140.604,,,,101.325,261.361,3326.746,5038.158,-1711.412,0.0,270.491,138.74,138.74,0.0,,131.751,3597.237,,272.163,76.259,,,195.904,4.586,0.0,,,,4.586,93.85,17.959,21.372,408.641,0.0,370.599,1220.104,1213.449,6.655,6.655,,512.96,,,,,64.988,1733.064,2103.663,0.0,725.217,0.249,724.968,-3.728,1034.038,-0.592,1754.935,0.0,1754.935,3858.598,
09/30/2009,3903.26,21.689,21.689,0.0,77.454,77.454,0.0,0.0,0.0,0.0,0.0,0.0,115.014,,5.637,,91.477,214.157,3420.324,5184.226,-1763.902,0.0,268.779,138.83,138.83,0.0,77.606,52.343,3689.103,,274.458,86.038,,,188.42,4.698,0.0,,,,4.698,78.684,16.796,12.496,458.94,0.0,357.84,1196.061,1196.061,,,,558.7,,,,,70.468,1754.761,2112.601,0.0,734.648,0.25,734.398,-4.337,1060.923,-0.575,1790.659,0.0,1790.659,3903.26,
12/31/2009,4269.978,20.591,20.591,0.0,67.874,67.874,0.0,0.0,0.0,0.0,0.0,0.0,167.297,0.506,46.321,,120.667,255.762,3702.872,5528.4,-1825.528,0.0,311.344,169.517,169.517,0.0,,141.321,4014.216,,260.092,90.218,,,169.874,5.308,0.0,,,,5.308,128.39,0.0,5.239,515.516,4.07,393.79,1301.068,1301.068,,,,602.883,0.0,0.0,0.0,0.0,82.128,1903.951,2297.741,0.0,910.802,0.262,910.54,-2.427,1064.419,-0.557,1972.237,,1972.237,4269.978,
03/31/2010,10540.003,109.185,109.185,0.0,107.832,107.832,0.0,0.0,0.0,0.0,0.0,0.0,358.49,43.72,,,301.691,575.507,8467.561,10374.631,-1907.07,0.0,1496.935,1227.324,1227.324,0.0,,225.891,9964.496,,554.583,183.179,9.641,,361.763,105.931,0.0,,,,105.931,136.725,,38.184,1431.256,0.0,797.239,3469.182,3469.182,,,,1593.071,,,,,123.631,5062.253,5859.492,0.0,3006.014,0.399,3005.615,-4.769,1161.307,-0.536,4162.016,518.495,4680.511,10540.003,
06/30/2010,9745.837,67.474,67.474,0.0,120.1,120.1,0.0,0.0,0.0,0.0,0.0,0.0,270.38,54.855,0.0,,193.086,457.954,7791.818,9825.754,-2033.936,0.0,1496.065,1220.172,1220.172,0.0,,221.038,9287.883,,511.391,203.744,,,307.647,7.464,0.0,,,,7.464,69.896,,19.582,1483.371,4.07,588.751,2704.405,2704.405,,,,1621.203,,,,,118.25,4325.608,4914.359,0.0,3017.976,0.4,3017.576,-3.842,1296.674,-0.567,4310.241,521.237,4831.478,9745.837,
