Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2003,28241.380859,4398.345947,3107.281006,1291.064941,2516.941895,2516.941895,,2436.810059,458.351013,1133.100952,845.357971,0.0,2819.906982,,,12172.0,8288.198242,11221.280273,-2933.077881,0.0,7781.178223,3952.220947,3795.029053,157.191895,3828.957275,16069.376465,,693.156006,693.156006,,,,510.600006,510.600006,0.0,0.0,6364.214203,,6364.214203,7567.970215,6629.285156,6629.285156,0.0,0.0,5370.813965,,5370.813965,12000.099121,19568.069336,0.043,5151.216797,,,0.0,3777.291992,-255.23999,8673.311799,0.0,8673.311799,28241.381135,
12/31/2003,31031.919922,7180.090942,6069.793945,1110.296997,2529.613037,2529.613037,,2412.184082,448.631012,1141.916016,821.637024,0.0,2840.354004,,,14962.240234,8661.050781,11686.25,-3025.200928,0.0,7408.628906,3951.126953,3817.99292,133.134033,3457.501953,16069.679688,,1010.749023,1010.749023,,,,1512.844971,1512.844971,0.0,0.0,5905.915771,,5905.915771,8429.509766,8076.429199,8076.429199,0.0,0.0,5231.602051,,5231.602051,13308.03125,21737.541016,0.042,5208.541016,,,,4112.285156,-26.487061,9294.381111,0.0,9294.381111,31031.922127,
03/31/2004,29669.570312,5822.570801,4691.339844,1131.230957,2379.323975,2379.323975,,2391.324951,389.516998,1185.508057,816.299988,0.0,2764.884033,,,13358.099609,8713.131836,11864.120117,-3150.98291,0.0,7598.336914,3936.26001,3810.22998,126.030029,3662.076904,16311.46875,,896.653015,896.653015,,,,335.640015,335.640015,0.0,0.0,5607.921814,,5607.921814,6840.214844,7935.38916,7935.38916,0.0,0.0,5182.701172,,5182.701172,13118.090332,19958.305176,0.042,5229.691895,,,,4555.220215,-73.686035,9711.268074,0.0,9711.268074,29669.57325,
06/30/2004,29933.839844,5993.827026,4315.184082,1678.642944,2635.053955,2635.053955,,2384.631104,351.230988,1229.837036,803.562988,0.0,2854.053955,,,13867.570312,8785.852539,12029.360352,-3243.510986,0.0,7280.424805,3930.25,3810.139893,120.110107,3350.174805,16066.277344,,880.554016,880.554016,,,,334.675995,334.675995,0.0,0.0,5890.073212,,5890.073212,7105.303223,7592.038086,7592.038086,0.0,0.0,5321.515137,,5321.515137,12913.553223,20018.856445,0.041,5242.101074,,,,4768.810059,-95.963867,9914.988266,0.0,9914.988266,29933.844711,
09/30/2004,30598.710938,6106.046021,4501.937012,1604.109009,2841.428955,2841.428955,,2385.248047,333.980011,1312.081055,739.187012,0.0,2721.900879,,,14054.620117,8970.789062,12344.110352,-3373.320068,0.0,7573.298828,4046.353027,3821.149902,225.203125,3526.945801,16544.087891,,815.210999,815.210999,,,,336.204987,336.204987,0.0,0.0,6035.603058,,6035.603058,7187.019043,7812.76416,7812.76416,0.0,0.0,4482.178223,,4482.178223,12294.942383,19481.961426,0.041,5226.701172,,,,5883.160156,6.848633,11116.750961,0.0,11116.750961,30598.712387,
12/31/2004,33629.703125,6489.127808,4743.569824,1745.557983,2798.564941,2798.564941,,2478.009033,286.704987,1340.244995,851.059021,0.0,2672.326904,,,14438.029297,9524.349609,13077.350586,-3553.000977,0.0,9667.325195,4068.77002,3856.409912,212.360107,5598.555176,19191.674805,,949.250977,949.250977,,,,330.705994,330.705994,0.0,0.0,7255.585022,,7255.585022,8535.541992,7792.311035,7792.311035,0.0,0.0,7453.948242,,7453.948242,15246.259277,23781.80127,0.04,5262.055176,,,,4118.655762,467.152344,9847.903281,0.0,9847.903281,33629.704551,
03/31/2005,33357.511,5241.232,4561.854,679.378,2838.481,2838.481,,2461.817,292.383,1453.039,716.395,0.0,3272.759,,,13814.289,9438.88,13040.299,-3601.419,0.0,10104.342,4124.077,3843.696,280.381,5980.265,19543.222,,799.214,799.214,,,,1.518,1.518,0.0,0.0,7148.821,,7148.821,7949.553,7663.388,7663.388,0.0,0.0,7235.447,,7235.447,14898.835,22848.388,0.039,5302.351,,,,4889.074,317.659,10509.123,0.0,10509.123,33357.511,
06/30/2005,33773.588,5769.603,4778.878,990.725,2848.896,2848.896,,2422.518,289.506,1399.085,733.927,0.0,4279.572,,,15320.589,9253.461,12842.815,-3589.354,,9199.538,4141.731,3844.941,296.79,5057.807,18452.999,,793.897,793.897,,,,9.115,9.115,0.0,0.0,9072.452,,9072.452,9875.464,7947.029,7947.029,0.0,0.0,5197.044,,5197.044,13144.073,23019.537,0.038,5436.668,,,,5248.319,69.026,10754.051,,10754.051,33773.588,
09/30/2005,34399.386,6175.721,5282.325,893.396,3130.666,3130.666,,2372.418,364.544,1220.304,787.57,0.0,4443.42,,,16122.225,9241.319,12930.47,-3689.151,0.0,9035.842,4127.04,3839.088,287.952,4908.802,18277.161,,714.249,714.249,,,,8.523,8.523,0.0,0.0,9472.264,,9472.264,10195.036,7789.136,7789.136,0.0,0.0,5090.313,,5090.313,12879.449,23074.485,0.037,5487.932,,,0.0,5782.486,54.446,11324.901,0.0,11324.901,34399.386,
12/31/2005,35841.125,8234.510132,7615.891113,618.619019,3030.580078,3030.580078,,2333.542969,716.825989,1252.521973,364.195007,0.0,4446.208008,,,18044.841797,9353.352539,13047.097656,-3693.745117,0.0,8442.931641,4116.11377,3836.394043,279.719727,4326.817871,17796.28418,,895.216003,895.216003,,,,13.159,13.159,0.0,0.0,9039.585934,,9039.585934,9947.960938,9231.478516,9231.478516,0.0,0.0,4667.316895,,4667.316895,13898.79541,23846.756348,0.037,5545.01123,,,0.0,6514.045898,-64.725098,11994.369031,0.0,11994.369031,35841.125379,
03/31/2006,35488.144,7913.653,7159.14,754.513,3037.199,3037.199,,2424.96,371.802,1210.438,842.72,0.0,4195.38,,,17571.192,9475.043,13310.826,-3835.783,0.0,8441.909,4113.479,3841.92,271.559,4328.43,17916.952,,754.387,754.387,,,,12.617,12.617,0.0,0.0,7695.826,,7695.826,8462.83,9096.208,9096.208,0.0,0.0,4851.904,,4851.904,13948.112,22410.942,0.035,5884.746,,,,7164.414,28.007,13077.202,0.0,13077.202,35488.144,
06/30/2006,35975.171875,8334.177246,7318.969238,1015.208008,3280.352051,3280.352051,,2524.103027,329.256012,1349.097046,845.75,0.0,3413.070068,,,17551.701172,9715.142578,13685.373047,-3970.22998,0.0,8708.327148,8708.327148,3917.11792,4791.209229,0.0,18423.469727,,784.539978,784.539978,,,,4.695,4.695,0.0,0.0,7567.68592,,7567.68592,8356.920898,9078.916016,9078.916016,0.0,0.0,4784.26416,,4784.26416,13863.180176,22220.101074,0.035,6102.944824,,,,7430.731934,221.358887,13755.070645,0.0,13755.070645,35975.171719,
09/30/2006,36035.210938,8166.870972,6588.25293,1578.618042,3388.795898,3388.795898,,2508.881104,406.639008,1305.098022,797.143982,0.0,3038.395996,,,17102.943359,9821.476562,13971.482422,-4150.004883,0.0,9110.789062,9110.789062,3919.878906,5190.910156,0.0,18932.265625,,999.445984,999.445984,,,,4.366,4.366,0.0,0.0,6260.109891,,6260.109891,7263.921875,9235.119141,9235.119141,0.0,0.0,4729.576172,,4729.576172,13964.695312,21228.617188,0.032,6347.832031,,,,8154.935059,303.793457,14806.592547,0.0,14806.592547,36035.209734,
12/31/2006,36478.715,8727.242,6778.311,1948.931,3383.341,3383.341,,2480.459,435.002,1312.925,732.532,0.0,2923.199,,,17514.241,10146.259,14483.494,-4337.235,0.0,8818.215,4282.43,3925.738,356.692,4535.785,18964.474,,1116.754,1116.754,,,,124.225,,,,5980.869,,5980.869,7221.848,9096.743,,,,5507.369,,5507.369,14604.112,21825.96,0.028,6590.694,,,,8734.699,-672.666,14652.755,0.0,14652.755,36478.715,
03/31/2007,39641.084,11367.747,8578.939,2788.808,3414.987,3414.987,,2690.517,481.051,1323.888,885.578,0.0,2942.521,,,20415.772,10203.618,14730.45,-4526.832,0.0,9021.694,4273.308,3929.941,343.367,4748.386,19225.312,,1076.586,1076.586,,,,418.491,418.491,0.0,0.0,5863.729,,5863.729,7358.806,11319.736,11319.736,0.0,0.0,5945.538,,5945.538,17265.274,24624.08,0.027,6726.47,,,,8855.55,-565.043,15017.004,0.0,15017.004,39641.084,
06/30/2007,41267.925,12186.547,9010.251,3176.296,3688.06,3688.06,,2875.758,496.153,1319.59,1060.015,0.0,3038.256,,,21788.621,10333.735,15065.34,-4731.605,0.0,9145.569,4509.095,4102.119,406.976,4636.474,19479.304,,1090.992,1090.992,,,,414.609,414.609,0.0,0.0,6323.58,,6323.58,7829.181,11194.771,11194.771,0.0,0.0,6030.308,,6030.308,17225.079,25054.26,0.026,7462.691,,,,9121.376,-370.428,16213.665,0.0,16213.665,41267.925,
09/30/2007,42895.841,12919.087,9838.877,3080.21,3779.27,3779.27,,3073.548,558.239,1465.326,1049.983,0.0,3048.301,,,22820.206,10716.791,15681.917,-4965.126,0.0,9358.844,4521.771,4128.807,392.964,4837.073,20075.635,,1287.455,1287.455,,,,427.231,427.231,0.0,0.0,6723.379,,6723.379,8438.065,11337.42,11337.42,0.0,0.0,6099.252,,6099.252,17436.672,25874.737,0.025,7532.61,,,,9497.022,-8.553,17021.104,0.0,17021.104,42895.841,
12/31/2007,42717.282,13447.718,10453.879,2993.839,3528.009,3528.009,,3035.358,461.454,1584.547,989.357,0.0,2972.513,,,22983.598,11072.158,16221.181,-5149.023,0.0,8661.526,4518.602,4135.002,383.6,4142.924,19733.684,,1268.6,1268.6,,,,311.586,,,,5744.093,,5744.093,7324.279,11492.881,,,,5689.587,,5689.587,17182.468,24506.747,0.023,7571.473,,,,10417.606,221.433,18210.535,0.0,18210.535,42717.282,
03/31/2008,43456.557,12765.113,9590.487,3174.626,4217.818,4217.818,,3190.123,470.366,1710.212,1009.545,0.0,2969.111,,,23142.165,11532.219,16905.163,-5372.944,0.0,8782.173,4534.629,4163.464,371.165,4247.544,20314.392,,1063.299,1063.299,,,,12.783,12.783,0.0,0.0,5547.987,,5547.987,6624.069,11669.921,11669.921,0.0,0.0,5854.408,,5854.408,17524.329,24148.398,0.023,7614.046,,,,10964.119,729.971,19308.159,0.0,19308.159,43456.557,
06/30/2008,43190.555,13573.426,10382.63,3190.796,4230.836,4230.836,,3186.386,418.38,1712.824,1055.182,0.0,2146.556,,,23137.204,11527.847,17100.965,-5573.118,0.0,8525.504,4529.443,4162.297,367.146,3996.061,20053.351,,1080.605,1080.605,,,,13.894,13.894,0.0,0.0,4923.165,,4923.165,6017.664,11456.262,11456.262,0.0,0.0,5954.944,,5954.944,17411.206,23428.87,0.023,7779.571,,,,11259.612,722.479,19761.685,0.0,19761.685,43190.555,
09/30/2008,43183.59375,14172.974609,11120.728516,3052.246094,3919.216064,3919.216064,,2968.794922,426.632996,1526.623047,1015.539001,0.0,2331.202881,,,23392.189453,11080.779297,16644.167969,-5563.388184,0.0,8710.626953,4732.819824,4276.794922,456.024902,3977.807129,19791.40625,,991.375,991.375,,,,1041.155029,1041.155029,0.0,0.0,5170.883057,,5170.883057,7203.413086,10469.365234,10469.365234,0.0,0.0,5821.939941,,5821.939941,16291.305176,23494.718262,0.023,7863.701172,,,,11910.868164,-85.714844,19688.877492,0.0,19688.877492,43183.595754,
12/31/2008,44031.724,14545.272,10015.877,4529.395,3646.439,3646.439,,2996.428,460.162,1540.456,995.81,0.0,2293.201,,,23481.34,11198.211,16877.48,-5679.269,0.0,9352.173,4262.1587,4261.737,0.4217,5090.0143,20550.384,,1254.369,1254.369,,,,913.245,,,,4682.809,,4682.809,6850.423,10826.013,,,,7181.446,,7181.446,18007.459,24857.882,0.022,7927.4,,,,12868.799,-1622.379,19173.842,0.0,19173.842,44031.724,
03/31/2009,43998.392,14547.862,8830.572,5717.29,3631.958,3631.958,0.0,3053.619,0.0,1694.346,923.462,435.811,2505.658,435.551,2345.437,23739.097,10981.029,16785.875,-5804.846,0.0,9278.266,4653.267,4254.696,398.571,4189.448,20259.295,,5396.351,1084.209,508.714,,3803.428,852.737,852.737,,,0.0,,0.0,6249.088,10740.734,10740.734,,,7281.541,3436.894,3844.647,18022.275,24271.363,0.022,7989.71,444.149,7545.561,,13625.356,-1888.059,19727.029,0.0,19727.029,43998.392,
06/30/2009,45619.096,15899.511,9196.917,6702.594,3928.679,3928.679,0.0,3337.47,0.0,1776.036,1037.203,524.231,2426.941,,2390.075,25592.601,11199.233,17308.774,-6109.541,0.0,8827.262,4642.05,4277.299,364.751,4185.212,20026.495,,5935.522,1059.888,481.442,400.253,3993.939,916.863,916.863,,,0.222,0.222,0.0,6852.607,10551.802,10551.802,,,7427.982,3494.122,3933.86,17979.784,24832.391,0.017,8055.576,444.722,7610.854,,14076.238,-1345.126,20786.705,0.0,20786.705,45619.096,
