Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/31/2009,1844.776,528.816,833.217,815.155,18.062,-304.401,1315.96,-7.422,0.0,-7.422,0.0,86.244,1237.138,-380.999,1463.777,-523.838,0.0,523.838,939.939,0.0,0.0,939.939,-362.485,244.016,118.469,,577.454,0.0,0.0,0.0,577.454,0.0,577.454,-18.067,0.0,559.387,559.387,-287.0,513.098,1.09,1.09,0.530867,520.579,1.07,1.07,0.518691,
11/30/2009,1577.487,323.928,638.086,620.998,17.088,-314.158,1253.559,0.0,0.0,0.0,0.0,0.0,1253.559,-399.732,1177.755,-607.499,0.0,607.499,570.256,0.0,0.0,570.256,-217.719,155.254,62.465,,352.537,0.0,0.0,0.0,352.537,0.0,352.537,-22.032,0.0,330.505,330.505,-279.15,542.826,0.61,0.62,0.094607,551.343,0.6,0.6,0.093691,
02/28/2010,1691.302,1145.426,1559.15,1553.822,5.328,-413.724,545.876,0.18,0.0,0.18,0.0,113.73,431.966,-1387.206,304.096,-474.804,0.0,474.804,-170.708,0.0,0.0,-170.708,67.17,33.748,-100.918,,-103.538,0.0,0.0,0.0,-103.538,0.0,-103.538,0.0,-18.695,-122.233,-122.233,0.0,543.422,-0.22,-0.22,-0.22,543.422,-0.22,-0.22,-0.22,
05/31/2010,1660.005,1147.161,1551.782,1546.718,5.064,-404.621,512.844,0.0,0.0,,0.0,77.159,435.685,-724.264,935.741,-513.548,0.0,513.548,422.193,0.0,0.0,422.193,-164.126,78.157,85.969,,258.067,0.0,0.0,0.0,258.067,0.0,258.067,0.0,-73.477,184.59,184.59,0.0,543.875,0.34,0.34,0.34,552.06,0.34,0.34,0.34,
08/31/2010,1710.946,1146.802,1535.939,1530.365,5.574,-389.137,564.144,18.951,0.0,18.951,0.0,99.685,445.508,-712.565,998.381,-566.238,0.0,566.238,432.143,0.0,0.0,432.143,-171.526,93.446,78.08,,260.617,0.0,0.0,0.0,260.617,0.0,260.617,0.0,-2.423,258.194,258.194,0.0,544.314,0.47,0.47,0.47,547.082,0.47,0.47,0.47,
11/30/2010,1595.976,1123.841,1499.347,1489.091,10.256,-375.506,472.135,0.0,0.0,0.0,0.0,0.0,472.135,-382.67,1213.306,-628.075,0.0,628.075,585.231,0.0,0.0,585.231,-235.589,186.139,49.45,,349.642,0.0,0.0,0.0,349.642,0.0,349.642,0.0,0.0,349.642,349.642,0.0,544.615,0.64,0.64,0.64,544.683,0.64,0.64,0.64,
02/28/2011,1732.86,1170.236,1552.964,1540.749,12.215,-382.728,562.624,0.141,0.0,0.141,0.0,90.255,472.228,-417.709,1315.151,-595.148,0.0,595.148,720.003,0.0,0.0,720.003,-255.111,142.6,112.511,,464.892,0.0,0.0,0.0,464.892,0.0,464.892,0.0,-5.464,459.428,459.428,-10.4,545.052,0.84,0.84,0.823826,545.541,0.84,0.84,0.820936,
05/31/2011,1737.143,1193.299,1573.278,1558.634,14.644,-379.979,543.844,-0.149,0.0,-0.149,0.0,84.969,459.024,-175.54,1561.603,-635.144,0.0,635.144,926.459,0.0,0.0,926.459,-326.04,231.872,94.168,,600.419,0.0,0.0,0.0,600.419,0.0,600.419,0.0,-6.931,593.488,593.488,0.0,545.504,1.09,1.09,1.09,546.16,1.09,1.09,1.09,
08/31/2011,1789.002,1237.039,1599.092,1583.416,15.676,-362.053,551.963,-3.614,0.0,-3.614,0.0,88.353,467.224,-99.514,1689.488,-642.407,0.0,642.407,1047.081,0.0,0.0,1047.081,-398.263,253.088,145.175,,648.818,0.0,0.0,0.0,648.818,0.0,648.818,0.0,-7.046,641.772,641.772,0.0,544.438,1.18,1.18,1.18,545.181,1.18,1.18,1.18,
11/30/2011,1806.0,1260.0,1620.0,1620.0,,-360.0,546.0,0.0,0.0,0.0,0.0,0.0,546.0,-319.0,1487.0,-669.0,0.0,669.0,818.0,0.0,0.0,818.0,-305.0,424.963,-119.841,-0.122,513.0,0.0,0.0,0.0,513.0,0.0,513.0,0.0,-5.0,508.0,508.0,-4.55,532.0,0.95,0.95,0.946335,533.0,0.95,0.95,0.941463,
02/29/2012,1842.802,1293.299,1646.559,1629.048,17.511,-353.26,549.503,0.0,0.0,0.0,0.0,88.156,461.347,-151.529,1691.273,-677.027,0.0,677.027,1014.246,0.0,0.0,1014.246,-383.24,296.244,86.996,,631.006,0.0,0.0,0.0,631.006,0.0,631.006,0.0,-6.582,624.424,624.424,0.0,529.565,1.18,1.18,1.18,530.657,1.18,1.18,1.18,
05/31/2012,1848.219,1315.079,1655.618,1635.631,19.987,-340.539,533.14,0.028,0.0,0.028,0.0,80.779,452.333,-232.584,1615.635,-748.468,0.0,748.468,867.167,0.0,0.0,867.167,-330.576,291.918,38.658,,536.591,0.0,0.0,0.0,536.591,0.0,536.591,0.0,-5.046,531.545,531.545,0.0,528.094,1.01,1.01,1.01,529.269,1.0,1.0,1.0,
08/31/2012,1963.909,1369.659,1694.969,1673.598,21.371,-325.31,594.25,0.0,0.0,,0.0,84.438,509.812,-126.288,1837.621,-825.907,0.0,825.907,1011.714,0.0,0.0,1011.714,-385.028,351.681,33.347,,626.686,0.0,0.0,0.0,626.686,0.0,626.686,0.0,-5.916,620.77,620.77,0.0,512.793,1.21,1.21,1.21,513.962,1.21,1.21,1.21,
11/30/2012,1998.0,1394.0,1706.0,1706.0,,-312.0,604.0,0.0,0.0,,0.0,83.0,521.0,-338.0,1660.0,-800.0,0.0,800.0,860.0,0.0,0.0,860.0,-309.0,322.157,-13.001,-0.156,551.0,0.0,0.0,0.0,551.0,0.0,551.0,,-10.0,541.0,541.0,0.0,503.0,1.08,1.08,1.08,504.0,1.07,1.07,1.07,
03/31/2013,1992.0,1410.0,1708.0,1688.0,20.0,-298.0,582.0,3.0,0.0,3.0,0.0,81.0,498.0,-159.0,1833.0,-753.0,0.0,753.0,1080.0,0.0,0.0,1080.0,-407.0,286.0,121.0,,673.0,0.0,0.0,0.0,673.0,0.0,673.0,-9.0,-5.0,659.0,659.0,0.0,496.0,1.33,1.33,1.33,497.0,1.33,1.33,1.33,
06/30/2013,2041.0,1430.0,1727.0,1708.0,19.0,-297.0,611.0,0.0,0.0,0.0,0.0,76.0,535.0,-240.0,1801.0,-820.0,0.0,820.0,981.0,0.0,0.0,981.0,-379.0,337.0,42.0,,602.0,0.0,0.0,0.0,602.0,0.0,602.0,-10.0,-4.0,588.0,588.0,0.0,489.0,1.2,1.2,1.2,490.0,1.2,1.2,1.2,
09/30/2013,2062.0,1509.0,1787.0,1771.0,16.0,-278.0,553.0,25.0,0.0,25.0,0.0,78.0,450.0,-333.0,1729.0,-783.0,0.0,783.0,946.0,0.0,0.0,946.0,-353.0,362.0,-9.0,,593.0,0.0,0.0,0.0,593.0,0.0,593.0,-9.0,-5.0,579.0,579.0,0.0,482.0,1.2,1.2,1.2,484.0,1.2,1.2,1.2,
12/31/2013,2129.0,1569.0,1842.0,1842.0,,-273.0,560.0,0.0,0.0,,0.0,85.0,475.0,-354.0,1775.0,-838.0,0.0,838.0,937.0,0.0,0.0,937.0,-335.0,167.0,168.0,,602.0,0.0,0.0,0.0,602.0,0.0,602.0,,-14.0,588.0,588.0,0.0,475.0,1.24,1.24,1.24,477.0,1.23,1.23,1.23,
03/31/2014,2078.0,1563.0,1833.0,1817.0,16.0,-270.0,515.0,20.0,0.0,20.0,0.0,83.0,412.0,-272.0,1806.0,-784.0,0.0,784.0,1022.0,0.0,0.0,1022.0,-391.0,,,,631.0,0.0,0.0,0.0,631.0,0.0,631.0,-9.0,-4.0,618.0,618.0,0.0,471.0,1.31,1.31,1.31,472.0,1.31,1.31,1.31,
06/30/2014,2172.0,1589.0,1863.0,1846.0,17.0,-274.0,583.0,22.0,0.0,22.0,0.0,80.0,481.0,-360.0,1812.0,-797.0,0.0,797.0,1015.0,0.0,0.0,1015.0,-371.0,,,,644.0,0.0,0.0,0.0,644.0,0.0,644.0,-10.0,-4.0,630.0,630.0,0.0,466.0,1.35,1.35,1.35,467.0,1.35,1.35,1.35,
09/30/2014,2190.0,1638.0,1926.0,1909.0,17.0,-288.0,552.0,19.0,0.0,19.0,0.0,85.0,448.0,-354.0,1836.0,-827.0,0.0,827.0,1009.0,0.0,0.0,1009.0,-365.0,,,,644.0,0.0,0.0,0.0,644.0,0.0,644.0,-9.0,-5.0,630.0,630.0,0.0,460.0,1.37,1.37,1.37,461.0,1.37,1.37,1.37,
12/31/2014,2037.0,1672.0,1974.0,1957.0,17.0,-302.0,365.0,0.0,0.0,0.0,0.0,86.0,279.0,-457.0,1580.0,-932.0,0.0,932.0,648.0,0.0,0.0,648.0,-244.0,,,,404.0,0.0,0.0,0.0,404.0,0.0,404.0,0.0,-12.0,392.0,392.0,142.7,452.0,0.87,0.87,1.182965,453.0,0.87,0.87,1.182965,
03/31/2015,2171.0,1629.0,1929.0,1916.0,13.0,-300.0,542.0,48.0,0.0,48.0,0.0,81.0,413.0,-390.0,1781.0,-873.0,0.0,873.0,908.0,0.0,0.0,908.0,-322.0,,,,586.0,0.0,0.0,0.0,586.0,0.0,586.0,-9.0,-4.0,573.0,573.0,14.95,448.0,1.28,1.28,1.312388,448.0,1.28,1.28,1.312388,
06/30/2015,2175.0,1636.0,1947.0,1935.0,12.0,-311.0,539.0,26.0,0.0,26.0,0.0,80.0,433.0,-306.0,1869.0,-927.0,0.0,927.0,942.0,0.0,0.0,942.0,-343.0,,,,599.0,0.0,0.0,0.0,599.0,0.0,599.0,-10.0,-3.0,586.0,586.0,14.95,441.0,1.33,1.33,1.362698,442.0,1.33,1.33,1.362698,
09/30/2015,2188.0,1685.0,2008.0,1997.0,11.0,-323.0,503.0,2.0,0.0,2.0,0.0,87.0,414.0,-332.0,1856.0,-882.0,0.0,882.0,974.0,0.0,0.0,974.0,-362.0,,,,612.0,0.0,0.0,0.0,612.0,0.0,612.0,-9.0,-4.0,599.0,599.0,0.0,433.0,1.38,1.38,1.38,434.0,1.38,1.38,1.38,
12/31/2015,2205.0,1732.0,2061.0,2048.0,13.0,-329.0,473.0,0.0,0.0,,0.0,87.0,386.0,-484.0,1721.0,-933.0,0.0,933.0,788.0,0.0,0.0,788.0,-288.0,,,,500.0,0.0,0.0,0.0,500.0,0.0,500.0,-9.0,-3.0,488.0,488.0,1.3,426.0,1.15,1.15,1.148592,426.0,1.14,1.14,1.143052,
03/31/2016,2224.0,1750.0,2084.0,2073.0,11.0,-334.0,474.0,0.0,0.0,0.0,0.0,80.0,394.0,-424.0,1800.0,-886.0,0.0,886.0,914.0,0.0,0.0,914.0,-339.0,,,,575.0,0.0,0.0,0.0,575.0,0.0,575.0,0.0,-13.0,562.0,562.0,0.0,417.0,1.35,1.35,1.35,417.0,1.35,1.35,1.35,
06/30/2016,2216.0,1751.0,2090.0,2080.0,10.0,-339.0,465.0,0.0,0.0,0.0,0.0,79.0,386.0,-412.0,1804.0,-906.0,0.0,906.0,898.0,0.0,0.0,898.0,-282.0,,,,616.0,0.0,0.0,0.0,616.0,0.0,616.0,-10.0,-4.0,602.0,602.0,-44.0,410.0,1.47,1.47,1.360976,411.0,1.47,1.47,1.360976,
09/30/2016,2301.0,1825.0,2184.0,2175.0,9.0,-359.0,476.0,0.0,0.0,,0.0,91.0,385.0,-445.0,1856.0,-895.0,0.0,895.0,961.0,0.0,0.0,961.0,-322.0,,,,639.0,0.0,0.0,0.0,639.0,0.0,639.0,-9.0,-5.0,625.0,625.0,-28.0,402.0,1.56,1.56,1.485075,402.0,1.56,1.56,1.485075,
12/31/2016,2358.0,1892.0,2258.0,2250.0,8.0,-366.0,466.0,0.0,0.0,,0.0,93.0,373.0,-578.0,1780.0,-897.0,0.0,897.0,883.0,0.0,0.0,883.0,-320.0,,,,563.0,0.0,0.0,0.0,563.0,0.0,563.0,-9.0,-4.0,550.0,550.0,0.0,392.0,1.4,1.4,1.4,393.0,1.4,1.4,1.4,
03/31/2017,2339.0,1892.0,2278.0,2271.0,7.0,-386.0,447.0,0.0,0.0,0.0,0.0,89.0,358.0,-586.0,1753.0,-885.0,0.0,885.0,868.0,0.0,0.0,868.0,-304.0,,,,564.0,0.0,0.0,0.0,564.0,0.0,564.0,-9.0,-4.0,551.0,551.0,0.0,386.0,1.43,1.43,1.43,386.0,1.43,1.43,1.43,
06/30/2017,2419.0,1938.0,2338.0,2331.0,7.0,-400.0,481.0,0.0,0.0,0.0,0.0,83.0,398.0,-640.0,1779.0,-912.0,0.0,912.0,867.0,0.0,0.0,867.0,-321.0,,,,546.0,0.0,0.0,0.0,546.0,0.0,546.0,-10.0,-4.0,532.0,532.0,0.0,379.0,1.41,1.41,1.41,379.0,1.4,1.4,1.4,
09/30/2017,2525.0,2050.0,2476.0,2470.0,6.0,-426.0,475.0,3.0,0.0,3.0,0.0,95.0,377.0,-674.0,1851.0,-948.0,0.0,948.0,903.0,0.0,0.0,903.0,-301.0,,,,602.0,0.0,0.0,0.0,602.0,0.0,602.0,-9.0,-4.0,589.0,589.0,-28.0,371.0,1.59,1.59,1.512129,371.0,1.59,1.59,1.512129,
12/31/2017,2614.0,2120.0,2556.0,2549.0,7.0,-436.0,494.0,0.0,0.0,0.0,0.0,96.0,398.0,-679.0,1935.0,-1036.0,0.0,1036.0,899.0,0.0,0.0,899.0,-512.0,,,,387.0,0.0,0.0,0.0,387.0,0.0,387.0,-9.0,-19.0,359.0,359.0,195.0,362.0,0.99,0.99,1.530387,362.0,0.99,0.99,1.528674,
03/31/2018,2575.0,2100.0,2569.0,2562.0,7.0,-469.0,475.0,0.0,0.0,0.0,0.0,96.0,379.0,-751.0,1824.0,-968.0,0.0,968.0,856.0,0.0,0.0,856.0,-190.0,,,,666.0,0.0,0.0,0.0,666.0,0.0,666.0,-16.0,-4.0,646.0,646.0,0.0,355.0,1.82,1.82,1.82,355.0,1.82,1.82,1.82,
06/30/2018,2603.0,2129.0,2636.0,2630.0,6.0,-507.0,474.0,0.0,0.0,0.0,0.0,95.0,379.0,-742.0,1861.0,-984.0,0.0,984.0,877.0,0.0,0.0,877.0,-208.0,,,,669.0,0.0,0.0,0.0,669.0,0.0,669.0,0.0,-6.0,663.0,663.0,0.0,348.0,1.91,1.91,1.91,348.0,1.91,1.91,1.91,
09/30/2018,2724.0,2223.0,2781.0,2771.0,10.0,-558.0,501.0,0.0,0.0,0.0,0.0,103.0,398.0,-742.0,1982.0,-1015.0,0.0,1015.0,967.0,0.0,0.0,967.0,-247.0,,,,720.0,0.0,0.0,0.0,720.0,0.0,720.0,0.0,-21.0,699.0,699.0,0.0,341.0,2.05,2.05,2.05,342.0,2.05,2.05,2.05,
12/31/2018,2807.0,2302.0,2907.0,2890.0,17.0,-605.0,505.0,0.0,0.0,0.0,0.0,108.0,397.0,-800.0,2007.0,-1110.0,0.0,1110.0,897.0,0.0,0.0,897.0,-210.0,,,,687.0,0.0,0.0,0.0,687.0,0.0,687.0,0.0,-6.0,681.0,681.0,0.0,335.0,2.04,2.04,2.04,335.0,2.03,2.03,2.03,
03/31/2019,2763.0,2305.0,2937.0,2909.0,28.0,-632.0,458.0,0.0,0.0,0.0,0.0,104.0,354.0,-809.0,1954.0,-1024.0,0.0,1024.0,930.0,0.0,0.0,930.0,-204.0,,,,726.0,0.0,0.0,0.0,726.0,0.0,726.0,-16.0,-5.0,705.0,705.0,0.0,328.0,2.15,2.15,2.15,328.0,2.15,2.15,2.15,
06/30/2019,2852.0,2332.0,2977.0,2938.0,39.0,-645.0,520.0,0.0,0.0,0.0,0.0,102.0,418.0,-787.0,2065.0,-1078.0,0.0,1078.0,987.0,0.0,0.0,987.0,-234.0,,,,753.0,0.0,0.0,0.0,753.0,0.0,753.0,0.0,-6.0,747.0,747.0,0.0,322.0,2.32,2.32,2.32,323.0,2.32,2.32,2.32,
09/30/2019,2900.0,2402.0,3040.0,2987.0,53.0,-638.0,498.0,0.0,0.0,0.0,0.0,120.0,378.0,-799.0,2101.0,-1107.0,0.0,1107.0,994.0,0.0,0.0,994.0,-224.0,,,,770.0,0.0,0.0,0.0,770.0,0.0,770.0,0.0,-21.0,749.0,749.0,0.0,317.0,2.36,2.36,2.36,317.0,2.36,2.36,2.36,
12/31/2019,2944.0,2424.0,3039.0,2980.0,59.0,-615.0,520.0,0.0,0.0,0.0,0.0,123.0,397.0,-836.0,2108.0,-1184.0,0.0,1184.0,924.0,0.0,0.0,924.0,-216.0,,,,708.0,0.0,0.0,0.0,708.0,0.0,708.0,0.0,-4.0,704.0,704.0,0.0,312.0,2.25,2.25,2.25,313.0,2.25,2.25,2.25,
03/31/2020,2888.0,2398.0,2982.0,2924.0,58.0,-584.0,490.0,0.0,0.0,0.0,0.0,119.0,371.0,-1807.0,1081.0,-1159.0,0.0,1159.0,-78.0,0.0,0.0,-78.0,17.0,,,,-61.0,0.0,0.0,0.0,-61.0,0.0,-61.0,-16.0,-1.0,-78.0,-78.0,0.0,308.0,-0.25,-0.25,-0.25,308.0,-0.25,-0.25,-0.25,
06/30/2020,2662.0,2190.0,2672.0,2617.0,55.0,-482.0,472.0,0.0,0.0,0.0,0.0,85.0,387.0,-2046.0,616.0,-1077.0,0.0,1077.0,-461.0,0.0,0.0,-461.0,93.0,,,,-368.0,0.0,0.0,0.0,-368.0,0.0,-368.0,0.0,-1.0,-369.0,-369.0,0.0,306.0,-1.2,-1.2,-1.2,306.0,-1.2,-1.2,-1.2,
09/30/2020,2677.0,,,,,,,,,,,,,,,,,,539.0,,,489.5,,,,,391.923,,,,,,391.923,,,391.923,391.923,,,1.149,1.149,1.144,,1.149,1.149,1.144,
12/31/2020,2768.579,,,,,,,,,,,,,,,,,,498.0,,,474.75,,,,,361.538,,,,,,361.538,,,361.538,361.538,,,1.267,1.267,1.302,,1.267,1.267,1.302,
