Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,1124.748,8.047,8.047,0.0,102.99,102.99,,50.521,7.062,2.306,41.153,0.0,31.581,,,,,193.139,117.021,132.701,-15.68,0.0,,814.588,799.39,,,15.198,931.609,,32.786,32.786,,,,2.891,,,,,76.435,,,76.435,112.112,186.54,,,,50.115,,,50.115,236.655,348.767,0.0,491.426,,0.0,284.555,0.0,775.981,0.0,775.981,1124.748,
12/31/2000,1282.39502,76.394997,76.394997,0.0,120.702003,,,65.088997,8.602,6.662,49.825001,0.0,55.056999,,,,,317.243011,128.520996,157.100006,-28.579,0.0,,836.630981,790.323975,,,46.307007,965.151978,,25.01,25.01,,,,1.527,,,,,78.545001,,,78.545001,105.082001,96.382004,,,,93.197998,,,93.197998,189.580002,294.662003,0.0,658.947998,,0.0,,328.785004,987.733002,0.0,987.733002,1282.395004,
03/31/2001,1357.439,169.0879,169.0879,0.0,116.381,116.381,,80.58997,13.105,5.220997,62.26398,0.0,33.40298,,,,,399.4619,132.3949,,,0.0,,825.5825,780.4287,,,45.1538,957.9774,,14.959,14.959,,,,1.523999,,,,,114.180901,,,114.180901,130.6639,96.38196,,,,90.56396,,,90.56396,186.94592,317.60982,0.0,666.8706,,0.0,372.959,0.0,1039.8296,0.0,1039.8296,1357.43942,
06/30/2001,1422.773,254.1289,254.1289,0.0,106.0439,106.044,,86.91595,19.46899,6.969997,60.47699,0.0,22.698,,,,,469.7869,135.7219,,,0.0,,817.2646,771.3467,16.251,755.0957,45.9179,952.9865,,20.67099,20.67099,,,,1.518999,,,,,106.191011,,,106.191011,128.381,98.74396,,,,86.43097,,,86.43097,185.17493,313.55593,0.0,679.4106,,0.0,429.807,-0.0001,1109.2175,0.0,1109.2175,1422.77343,
09/30/2001,1524.112,19.98599,19.98599,0.0,131.533,131.533,,96.97198,24.474,9.959,62.53897,0.0,22.86699,,,,,271.3579,138.9769,,,0.0,,1113.777,1047.965,16.25099,1031.71401,65.812,1252.7539,,17.10399,17.10399,,,,1.509,,,,,146.40691,,,146.40691,165.0199,98.63898,,,,83.40094,,,83.40094,182.03992,347.05982,0.0,685.7749,,0.0,491.278,-0.0002,1177.0527,0.0,1177.0527,1524.11252,
12/31/2001,2506.611,924.482,874.602,49.88,161.864,161.864,,111.578,27.77599,9.922997,77.75195,0.0,39.635,,,,,1237.559,164.116,201.277,-37.161,0.0,,1104.936,1037.795,16.251,1021.544,67.141,1269.052,,22.87,22.87,,,,1.357,,,,,127.216,,,127.216,151.443,345.093,,,,101.791,,,101.791,446.884,598.327,0.0,1361.563,,0.0,546.7207,0.0003,1908.284,0.0,1908.284,2506.611,
03/31/2002,2619.654,1004.2056,696.5718,307.6338,182.011,182.011,,130.527,32.76099,12.31,85.45599,0.0,41.25598,,,,,1358.0,167.6689,,,0.0,,1093.988,1026.701,16.251,1010.45,67.287,1261.6569,,21.17,21.17,,,,1.348,,,,,170.811,,,170.811,193.329,345.0928,,,,99.45197,,,99.45197,444.54477,637.87377,0.0,1363.742,,0.0,618.041,-0.0005,1981.7825,0.0,1981.7825,2619.65627,
06/30/2002,2619.299,831.7637,497.9988,333.7649,219.844,219.844,,148.8729,38.63397,14.827,95.41199,0.0,50.47998,,,,,1250.961,181.6219,,,0.0,,1186.716,1135.1,16.251,1118.849,51.616,1368.3379,,39.63199,39.63199,,,,1.342999,,,,,190.922011,,,190.922011,231.897,345.0928,,,,105.724,,,105.724,450.8168,682.7138,0.0,1908.283,,,676.439,-648.13801,1936.58399,0.0,1936.58399,2619.29779,
09/30/2002,2667.625,918.8257,728.5337,190.292,182.9449,182.945,,137.9939,34.74597,11.17699,92.07098,0.0,59.68198,,,,,1299.446,192.6289,,,0.0,,1175.55,1122.341,16.251,1106.09,53.209,1368.1789,,18.19099,18.19099,,,,1.289,,,,,226.03101,,,226.03101,245.511,345.0928,,,,105.746,,,105.746,450.8388,696.3498,0.0,1210.169,,0.0,760.684,0.4229,1971.2759,0.0,1971.2759,2667.6257,
12/31/2002,2750.66,815.488,588.225,227.263,159.987,159.987,,167.153,56.778,7.81,110.623,0.0,119.074,,,,,1261.702,217.114,263.289,-46.175,0.0,,1271.844,1232.313,12.742,1219.571,39.531,1488.958,,49.889,49.889,,,,1.3,,,,,318.775,,,318.775,369.964,345.093,,,,104.42,,,104.42,449.513,819.477,0.0,1201.897,,0.0,729.241,0.045,1931.183,0.0,1931.183,2750.66,
03/31/2003,2845.469,638.905,638.905,,201.422,201.422,,209.239,84.587,11.58,126.306,0.0,143.332,,,,,1192.896,240.715,,,0.0,,1411.854,1367.55,125.799,1241.751,44.304,1652.569,,38.75,38.75,,,,1.25,,,,,399.375,,,399.375,439.375,345.093,,,,134.926,,,134.926,480.019,919.394,0.0,,,0.0,722.048,1204.025,1926.073,0.0,1926.073,2845.467,
06/30/2003,3059.314,123.742,123.742,0.0,196.046,196.046,,252.584,114.349,14.018,135.26,0.0,135.305,,,,,707.677,245.166,,,0.0,,2106.471,1893.253,125.799,1767.454,213.218,2351.637,,49.98,49.98,,,,1.204,,,,,407.923,,,407.923,459.107,470.093,,,,237.529,,,237.529,707.622,1166.729,0.0,,,0.0,687.033,1205.552,1892.585,0.0,1892.585,3059.314,
09/30/2003,3109.805,118.504,118.504,0.0,229.305,229.305,,251.728,117.754,16.311,138.181,0.0,237.902,,,,,837.439,247.155,,,0.0,,2025.211,1912.454,126.616,1785.838,112.757,2272.366,,55.729,55.729,,,,1.176,,,,,555.285,,,555.285,612.19,345.093,,,,152.4,,,152.4,497.493,1109.683,0.0,1205.472,,0.0,793.12,1.53,2000.122,0.0,2000.122,3109.805,
12/31/2003,3177.734,146.053,146.053,0.0,246.417,246.417,,264.898,139.675,11.508,144.374,0.0,288.935,,,,,946.303,257.659,324.617,-66.958,0.0,,1973.772,1878.348,121.355,1756.993,95.424,2231.431,,83.078,83.078,,,,0.097,0.097,0.0,0.0,,585.674,,,585.674,668.849,345.0,345.0,0.0,0.0,121.705,,,121.705,466.705,1135.554,0.0,1205.97,,0.0,835.097,1.113,2042.18,0.0,2042.18,3177.734,
03/31/2004,2949.59,161.326,161.326,0.0,193.002,193.002,,251.193,139.706,18.431,153.682,0.0,322.577,,,,,928.098,263.216,,,0.0,,1758.27,1619.6,134.892,1484.708,138.67,2021.486,,49.306,49.306,,,,7.441,,,,,532.119,,,532.119,588.866,345.0,,,,83.585,,,83.585,428.585,1017.451,0.0,1206.92,,0.0,724.037,1.182,1932.139,0.0,1932.139,2949.59,
06/30/2004,2963.39,106.807,106.807,0.0,255.697,255.697,,236.855,131.419,14.899,157.817,0.0,374.586,,,,,973.945,273.468,,,0.0,,1715.98,1582.0,134.892,1447.108,133.98,1989.448,,61.125,61.125,,,,0.0,,,,,606.337,,,606.337,667.462,345.0,,,,81.032,,,81.032,426.032,1093.494,0.0,1208.29,,0.0,660.498,1.108,1869.896,0.0,1869.896,2963.39,
09/30/2004,2951.051,264.368,248.151,16.217,245.982,245.982,,244.371,147.716,21.45,118.828,0.0,346.895,,,,,1101.616,279.223,,,0.0,,1570.212,1318.616,121.355,1197.261,251.596,1849.435,,58.345,58.345,,,,0.0,,,,,664.672,,,664.672,723.017,345.0,,,,49.602,,,49.602,394.602,1117.619,0.0,0.0,,0.0,1833.432,0.0,1833.432,0.0,1833.432,2951.051,
12/31/2004,2924.156,358.584,342.086,16.498,180.963,180.963,,274.412,168.541,20.287,133.527,-47.943,313.104,,,,,1127.063,280.731,374.012,-93.281,0.0,,1516.362,1407.113,121.152,1285.961,109.249,1797.093,,92.92,92.92,,,,0.0,0.0,0.0,0.0,,596.01,,,596.01,688.93,345.0,345.0,0.0,0.0,41.436,,,41.436,386.436,1075.366,0.0,1210.647,,0.0,637.12,1.023,1848.79,0.0,1848.79,2924.156,
03/31/2005,2850.453,357.123,348.589,8.534,206.17,206.17,,255.408,147.238,19.527,127.419,-38.776,251.563,,,,,1070.264,281.222,,,0.0,,1498.967,1372.849,121.152,1251.697,126.118,1780.189,,44.028,44.028,,,,0.0,,,,,514.119,,,514.119,558.147,345.0,,,,29.226,,,29.226,374.226,932.373,0.0,2421.35,,0.0,707.175,-1210.445,1918.08,0.0,1918.08,2850.453,
06/30/2005,2964.711,573.037,565.566,7.471,195.031,195.031,,222.995,131.848,19.929,109.214,-37.996,310.397,,,,,1301.46,284.615,,,0.0,,1378.636,1641.448,121.152,1520.296,-262.812,1663.251,,62.19,62.19,,,,0.0,,,,,592.595,,,592.595,654.785,345.0,,,,26.829,,,26.829,371.829,1026.614,0.0,1210.734,,0.0,727.672,-0.309,1938.097,0.0,1938.097,2964.711,
09/30/2005,3097.334961,651.221031,80.230003,570.991028,251.985001,251.985001,,218.738998,136.912003,20.091999,94.069,-32.334,323.161987,,,,,1445.107056,288.73999,,,0.0,,1363.488037,1189.69104,121.152,1068.53904,173.796997,1652.228027,,58.088001,58.088001,,,,0.0,,,,,607.133984,,,607.133984,665.221985,345.0,,,,25.236,,,25.236,370.236,1035.457985,0.0,1211.328979,,0.0,849.528992,1.018982,2061.876953,0.0,2061.876953,3097.334938,
12/31/2005,2965.242,524.677,30.014,494.663,223.581,223.581,,228.063,150.979,14.955,91.695,-29.566,271.468,,,,,1247.789,302.474,425.752,-123.278,18.502,,1396.477,1088.346,121.152,967.194,308.131,1717.453,,84.539,84.539,,,,345.0,345.0,0.0,0.0,,541.921,,,541.921,971.46,0.0,0.0,0.0,0.0,20.36,,,20.36,20.36,991.82,0.0,1222.246,,0.0,754.953,-3.777,1973.422,0.0,1973.422,2965.242,
03/31/2006,3217.147,814.452,328.298,486.154,268.336,268.336,,217.256,128.226,21.102,93.504,-25.576,157.611,,,,,1457.655,302.162,,,,,1457.33,1093.547,121.152,972.395,363.783,1759.492,,69.369,69.369,,,,180.0,,,,,515.471,,,515.471,764.84,400.0,,,,19.857,,,19.857,419.857,1184.697,0.0,0.0,,0.0,805.63,1226.82,2032.45,0.0,2032.45,3217.147,
06/30/2006,3179.761,802.509,23.881,778.628,262.956,262.956,,206.076,119.43,22.42,92.111,-27.885,163.697,,,,,1435.238,302.513,,,11.351,,1430.659,1068.167,121.152,947.015,362.492,1744.523,,70.04,70.04,,,,4.257,,,,,539.769,,,539.769,614.066,400.0,,,,19.128,,,19.128,419.128,1033.194,0.0,1230.269,,,916.533,-0.235,2146.567,0.0,2146.567,3179.761,
09/30/2006,3247.544,917.599,138.054,779.545,255.746,255.746,,186.77,110.123,21.39,71.862,-16.605,171.509,,,,,1531.624,303.822,,,13.508,,1398.59,1045.98,121.152,924.828,352.61,1715.92,,80.81,80.81,,,,4.257,,,,,492.312,,,492.312,577.379,400.0,,,,23.894,,,23.894,423.894,1001.273,0.0,1238.535,,0.0,1006.938,0.798,2246.271,0.0,2246.271,3247.544,
12/31/2006,3329.531,1003.962,113.777,890.185,265.467,265.467,,215.458,141.227,21.857,65.967,-13.593,188.586,,,,,1673.473,307.036,468.937,-161.901,11.578,,1337.444,972.543,121.152,851.391,364.901,1656.058,,77.158,77.158,,,,0.0,0.0,0.0,0.0,,540.638,,,540.638,617.796,400.0,400.0,0.0,0.0,23.129,,,23.129,423.129,1040.925,,1244.986,,,1043.902,-0.282,2288.606,,2288.606,3329.531,
03/31/2007,3333.47,818.416,60.211,758.205,263.542,263.542,,207.885,121.337,27.808,73.626,-14.886,109.471,,,,,1399.314,306.662,,,10.5,,1616.994,1236.896,121.152,1115.744,380.098,1934.156,,67.061,67.061,,,,0.0,,,,,397.89,,,397.89,464.951,400.0,,,,58.812,,,58.812,458.812,923.763,0.0,1252.11,,0.0,1158.292,-0.695,2409.707,0.0,2409.707,3333.47,
06/30/2007,3378.345,922.703,54.705,867.998,261.057,261.057,,185.382,111.501,17.025,65.625,-8.769,143.28,,,,,1512.422,241.937,,,11.237,,1612.749,1730.279,129.046,1601.233,-117.53,1865.923,,70.188,70.188,,,,0.0,,,,,350.925,,,350.925,421.113,400.0,,,,68.221,,,68.221,468.221,889.334,0.0,1265.649,,0.0,1223.077,0.285,2489.011,0.0,2489.011,3378.345,
09/30/2007,3378.273,1079.092,24.943,1054.149,264.805,264.805,,148.763,92.362,26.513,63.479,-33.591,162.624,,,,,1655.284,250.203,,,,,1472.786,1586.749,129.145,1457.604,-113.963,1722.989,,59.033,59.033,,,,0.0,,,,,394.057,,,394.057,453.09,400.0,,,,66.635,,,66.635,466.635,919.725,0.0,1274.55,,0.0,1182.539,1.459,2458.548,0.0,2458.548,3378.273,
12/31/2007,3426.822,1366.124,20.009,1346.115,183.664,183.664,,110.308,,,,,159.558,,,,,1819.654,257.093,,,,,1350.075,910.124,129.15,780.974,439.951,1607.168,,76.481,76.481,,,,0.0,0.0,0.0,0.0,,376.604,,,376.604,453.085,400.0,400.0,0.0,0.0,62.98,,,62.98,462.98,916.065,0.0,1283.44,,,1225.36,1.957,2510.757,0.0,2510.757,3426.822,
03/31/2008,3419.369,1417.278,826.582,590.696,186.787,186.787,,110.561,125.514,24.378,68.952,-108.283,136.147,,,,,1850.773,264.789,,,0.0,,1303.807,1472.207,129.15,1343.057,-168.4,1568.596,,59.342,59.342,,,,0.0,,,,,310.484,,,310.484,369.826,400.0,,,,62.331,,,62.331,462.331,832.157,0.0,1290.079,,0.0,1312.993,-15.86,2587.212,0.0,2587.212,3419.369,
06/30/2008,3457.454,1194.579,1095.549,99.03,169.04,169.04,,104.899,115.657,32.637,66.879,-110.274,133.387,,,,,1601.905,264.439,,,334.082,,1257.028,1434.887,129.15,1305.737,-177.859,1855.549,,65.197,65.197,,,,,,,,,295.713,,,295.713,360.91,400.0,,,,61.947,,,61.947,461.947,822.857,0.0,1297.974,,0.0,1356.014,-19.391,2634.597,0.0,2634.597,3457.454,
09/30/2008,3511.755,1304.069,1231.451,72.618,168.597,168.597,,92.391,109.877,30.065,59.465,-107.016,135.047,,,,,1700.104,257.166,,,343.912,,1210.573,1436.079,129.15,1306.929,-225.506,1811.651,,68.9,68.9,,,,0.0,,,,,249.182,,,249.182,318.082,400.0,,,,60.81,,,60.81,460.81,778.892,0.0,1305.057,,0.0,1440.764,-12.958,2732.863,0.0,2732.863,3511.755,
12/31/2008,4228.58,947.164,940.212,6.952,245.07,245.07,,258.303,82.273,62.836,176.582,-63.388,218.727,,,,,1669.264,417.259,606.676,-189.417,353.848,,1788.209,1384.767,450.548,934.219,403.442,2559.316,,140.908,140.908,,,,444.277,,,,,421.936,,,421.936,1007.121,877.638,,,,110.022,,,110.022,987.66,1994.781,0.0,1391.065,,0.0,871.021,-28.287,2233.799,0.0,2233.799,4228.58,
03/31/2009,3645.186,451.099,436.793,14.306,227.71,227.71,0.0,256.106,82.786,54.098,186.324,-67.102,277.008,,252.735,4.074,128.479,1211.923,410.489,,,334.049,334.049,1688.725,1311.794,415.095,896.699,124.196,2433.263,,413.889,97.286,,,316.603,56.498,5.149,,,51.349,0.0,,,0.0,470.387,837.989,837.989,,,117.638,,,117.638,955.627,1426.014,0.0,1395.111,,0.0,860.299,-36.238,2219.172,0.0,2219.172,3645.186,
06/30/2009,3498.53,484.675,442.192,42.483,209.266,209.266,0.0,224.077,81.671,52.477,155.576,-65.647,257.678,,248.786,12.357,120.078,1175.696,405.778,,,294.166,294.166,1622.89,1276.015,416.494,859.521,98.089,2322.834,,355.275,61.325,,,293.95,164.708,5.298,,,159.41,0.0,,,0.0,519.983,585.065,585.065,,,115.019,,,115.019,700.084,1220.067,0.0,1403.339,,0.0,898.88,-23.756,2278.463,0.0,2278.463,3498.53,
09/30/2009,3470.293,521.522,479.968,41.554,227.03,227.03,0.0,207.65,83.55,29.005,150.982,-55.887,212.002,,250.017,12.051,99.374,1168.204,401.162,,,292.034,292.034,1608.893,1275.597,453.008,822.589,83.279,2302.089,,397.073,87.111,0.0,,309.962,126.55,4.101,,,122.449,0.0,,,0.0,523.623,505.904,505.904,,,105.358,,,105.358,611.262,1134.885,0.0,1412.509,,0.0,941.368,-18.469,2335.408,0.0,2335.408,3470.293,
12/31/2009,3328.59,576.67,545.312,31.358,210.256,210.256,0.0,182.291,62.054,29.979,126.705,-36.447,160.626,0.0,264.162,16.091,60.86,1129.843,391.839,635.583,-243.744,218.608,218.608,1588.3,1261.752,467.613,794.139,62.386,2198.747,,407.684,86.692,,0.0,320.992,89.212,3.662,,,85.55,0.0,0.0,7.25,0.0,496.896,339.016,339.016,,,123.371,0.0,21.061,95.06,462.387,959.283,0.0,1421.489,1421.489,0.0,963.62,-15.802,2369.307,0.0,2369.307,3328.59,
03/31/2010,3174.76,500.366,471.763,28.603,207.062,207.062,0.0,188.644,70.664,37.267,121.012,-40.299,147.357,,256.828,18.258,49.903,1043.429,381.37,,,204.785,204.785,1545.176,1222.874,467.613,755.261,65.474,2131.331,,334.647,89.794,,,244.853,3.369,3.369,,,,0.0,,,0.0,338.016,336.978,336.978,,,128.238,,,128.238,465.216,803.232,0.0,1424.697,1424.697,0.0,968.089,-21.258,2371.528,0.0,2371.528,3174.76,
06/30/2010,3168.224,590.43,573.062,17.368,209.585,209.585,0.0,195.614,65.193,37.147,136.538,-43.264,115.158,,259.579,13.341,29.323,1110.787,377.298,,,169.777,169.777,1510.362,1186.145,466.283,719.862,64.638,2057.437,,302.923,74.176,,,228.747,3.506,3.506,,,0.0,0.0,,,0.0,306.429,341.735,341.735,,,126.604,,,126.604,468.339,774.768,0.0,1433.533,1433.533,0.0,986.077,-26.154,2393.456,0.0,2393.456,3168.224,
09/30/2010,3217.58,698.439,697.52,0.919,215.876,215.876,0.0,198.382,62.033,38.718,142.226,-44.595,115.583,,232.246,9.687,21.917,1228.28,368.173,,,155.337,155.337,1465.79,1169.493,466.283,703.21,64.051,1989.3,,297.423,92.085,,,205.338,3.647,3.647,,,0.0,0.0,,,0.0,301.07,346.576,346.576,,,123.406,,,123.406,469.982,771.052,0.0,1440.772,,0.0,1025.297,-19.541,2446.528,0.0,2446.528,3217.58,
