Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2013,3735.3,3393.3,342.0,-2681.7,2681.7,1053.6,0.0,-438.4,249.6,249.6,153.3,35.5,615.2,-2.8,,6.3,,,,-3.5,612.4,-194.6,417.8,0.0,0.0,0.0,417.8,0.0,417.8,0.0,0.0,417.8,417.8,0.0,1499.4,0.28,0.28,0.28,1523.8,0.275,0.275,0.275,
09/29/2013,3788.8,3442.5,346.3,-2707.6,2707.6,1081.2,0.0,-3196.4,226.1,226.1,166.1,2804.2,-2115.2,63.0,,9.1,,,,-72.1,-2052.2,820.1,-1232.1,0.0,0.0,0.0,-1232.1,0.1,-1232.0,0.0,0.0,-1232.0,430.362,1662.362,1504.4,-0.82,-0.82,0.286069,1504.4,-0.82,-0.82,0.285,
12/29/2013,4239.6,3837.8,401.8,-2970.2,2970.2,1269.4,0.0,-455.9,242.6,242.6,169.7,43.6,813.5,5.3,,14.5,,,,-19.8,818.8,-278.1,540.7,0.0,0.0,0.0,540.7,0.0,540.7,0.0,0.0,540.7,525.376,-15.324,1509.8,0.36,0.36,0.347977,1532.4,0.355,0.355,0.345,
03/30/2014,3873.8,3517.6,356.2,-2763.7,2763.7,1110.1,0.0,-466.0,240.6,240.6,174.4,51.0,644.1,1.1,,16.7,,,,-17.8,645.2,-218.3,426.9,0.0,0.0,0.0,426.9,0.1,427.0,0.0,0.0,427.0,427.0,0.0,1510.3,0.28,0.28,0.28,1529.1,0.28,0.28,0.28,
06/29/2014,4153.7,3745.6,408.1,-2888.0,2888.0,1265.7,0.0,-497.2,269.4,269.4,180.1,47.7,768.5,3.0,,16.4,,,,-19.4,771.5,-259.0,512.5,0.0,0.0,0.0,512.5,0.1,512.6,0.0,0.0,512.6,512.6,0.0,1503.5,0.34,0.34,0.34,1522.0,0.34,0.34,0.34,
09/28/2014,4180.8,3758.2,422.6,-2875.3,2875.3,1305.5,0.0,-450.6,238.6,238.6,185.4,26.6,854.9,69.3,,16.4,,,,-85.7,924.2,-336.6,587.6,0.0,0.0,0.0,587.6,0.3,587.9,0.0,0.0,587.9,521.006,-66.894,1521.6,0.39,0.39,0.342407,1521.6,0.39,0.39,0.342407,
12/28/2014,4803.2,4319.3,483.9,-3306.7,3306.7,1496.5,0.0,-581.0,298.4,298.4,206.0,76.6,915.5,384.0,,16.3,,,,-400.3,1299.5,-315.0,984.5,0.0,0.0,0.0,984.5,-1.4,983.1,0.0,0.0,983.1,736.75,-246.35,1498.8,0.66,0.66,0.49156,1516.8,0.65,0.65,0.487586,
03/29/2015,4563.5,4142.2,421.3,-3184.4,3184.4,1379.1,0.0,-601.6,305.9,305.9,217.1,78.6,777.5,-15.6,,16.9,,,,-1.3,761.9,-266.3,495.6,0.0,0.0,0.0,495.6,-0.7,494.9,0.0,0.0,494.9,495.29,0.39,1500.5,0.33,0.33,0.330083,1516.5,0.33,0.33,0.330083,
06/28/2015,4881.2,4406.0,475.2,-3346.3,3346.3,1534.9,0.0,-656.6,288.5,288.5,236.5,131.6,878.3,66.7,,19.1,,,-60.3,-25.5,945.0,-318.5,626.5,0.0,0.0,0.0,626.5,0.2,626.7,0.0,0.0,626.7,634.175,7.475,1498.5,0.42,0.42,0.423207,1515.7,0.41,0.41,0.414932,
09/27/2015,4914.8,4433.4,481.4,-3361.2,3361.2,1553.6,0.0,-584.2,303.9,303.9,234.3,46.0,969.4,-72.9,,18.2,,,,54.7,896.5,-244.0,652.5,0.0,0.0,0.0,652.5,0.0,652.5,0.0,0.0,652.5,692.8,40.3,1504.5,0.43,0.43,0.460485,1504.5,0.43,0.43,0.456786,
12/27/2015,5373.5,4832.9,540.6,-3692.4,3692.4,1681.1,0.0,-623.1,305.5,305.5,235.5,82.1,1058.0,-8.4,,16.5,,,,-8.1,1049.6,-361.9,687.7,0.0,0.0,0.0,687.7,-0.1,687.6,0.0,0.0,687.6,699.9,12.3,1485.9,0.46,0.46,0.471028,1503.3,0.46,0.46,0.468182,
03/27/2016,4993.2,4500.1,493.1,-3476.7,3476.7,1516.5,0.0,-652.3,330.5,330.5,247.8,74.0,864.2,-3.8,,18.3,,,,-14.5,860.4,-285.4,575.0,0.0,0.0,0.0,575.0,0.1,575.1,0.0,0.0,575.1,589.966,14.866,1472.1,0.39,0.39,0.400765,1486.6,0.39,0.39,0.4,
06/26/2016,5238.0,4710.8,527.2,-3589.7,3589.7,1648.3,0.0,-626.0,323.4,323.4,247.6,55.0,1022.3,51.1,,21.8,,,,-72.9,1073.4,-318.9,754.5,0.0,0.0,0.0,754.5,-0.4,754.1,0.0,0.0,754.1,763.525,9.425,1465.3,0.51,0.51,0.521071,1479.3,0.51,0.51,0.516371,
10/02/2016,5711.2,5118.0,593.2,-3816.5,3816.5,1894.7,0.0,-667.2,401.2,401.2,249.9,16.1,1227.5,-12.2,,24.7,,,,-12.5,1215.3,-413.5,801.8,0.0,0.0,0.0,801.8,-0.8,801.0,0.0,0.0,801.0,811.855,10.855,1478.4,0.54,0.54,0.549144,1478.4,0.54,0.54,0.547342,
01/01/2017,5732.9,5130.5,602.4,-3933.2,3933.2,1799.7,0.0,-667.1,356.4,356.4,249.7,61.0,1132.6,0.3,,23.8,,,,-24.1,1132.9,-381.4,751.5,0.0,0.0,0.0,751.5,0.3,751.8,0.0,0.0,751.8,765.8,14.0,1457.5,0.52,0.52,0.52542,1470.5,0.51,0.51,0.519521,
04/02/2017,5294.0,4747.3,546.7,-3727.6,3727.6,1566.4,0.0,-631.0,326.8,326.8,253.6,50.6,935.4,45.0,,22.9,,,,-67.9,980.4,-327.6,652.8,0.0,0.0,0.0,652.8,0.0,652.8,0.0,0.0,652.8,655.53,2.73,1453.2,0.45,0.45,0.451094,1464.8,0.45,0.45,0.451094,
07/02/2017,5661.5,5073.2,588.3,-3878.0,3878.0,1783.5,0.0,-739.3,325.0,325.0,252.6,161.7,1044.2,8.2,,23.5,,,,-31.7,1052.4,-361.1,691.3,0.0,0.0,0.0,691.3,0.3,691.6,0.0,0.0,691.6,564.885,-126.715,1447.7,0.48,0.48,0.390195,1459.4,0.47,0.47,0.383173,
10/01/2017,5698.4,5054.7,643.7,-4013.4,4013.4,1685.0,391.4,-1053.9,682.8,682.8,255.5,115.6,1022.5,129.3,,22.3,,,,-151.6,1151.8,-362.5,789.3,0.0,0.0,0.0,789.3,-0.8,788.5,0.0,0.0,788.5,823.925,35.425,1451.2,0.54,0.54,0.567754,1451.2,0.54,0.54,0.564411,
12/31/2017,6073.7,5391.3,682.4,-4239.9,4239.9,1833.8,0.0,-717.7,379.1,379.1,258.8,79.8,1116.1,1889.8,,25.9,,,,-1915.7,3005.9,-755.8,2250.1,0.0,0.0,0.0,2250.1,0.1,2250.2,0.0,0.0,2250.2,995.313,-1254.887,1421.0,1.58,1.58,0.700431,1434.6,1.57,1.57,0.69527,
04/01/2018,6031.8,5406.2,625.6,-4305.6,4305.6,1726.2,0.0,-953.7,405.8,405.8,331.6,216.3,772.5,43.1,,35.1,,,,-78.2,815.6,-155.8,659.8,0.0,0.0,0.0,659.8,0.3,660.1,0.0,0.0,660.1,767.671,107.571,1394.9,0.47,0.47,0.550341,1406.6,0.47,0.47,0.546476,
07/01/2018,6310.3,5649.7,660.6,-4379.9,4379.9,1930.4,0.0,-892.2,468.7,468.7,330.0,93.5,1038.2,-11.4,45.4,45.4,0.0,,,-34.0,1026.8,-174.8,852.0,0.0,0.0,0.0,852.0,0.5,852.5,0.0,0.0,852.5,940.683,88.183,1377.1,0.62,0.62,0.68309,1388.5,0.61,0.61,0.67351,
09/30/2018,6303.6,5620.0,683.6,-4456.8,4456.8,1846.8,87.7,-977.9,444.9,444.9,326.6,206.4,956.6,-24.7,,63.8,,,,-39.1,931.9,-175.5,756.4,0.0,0.0,0.0,756.4,-0.6,755.8,0.0,0.0,755.8,928.013,172.213,1348.7,0.56,0.56,0.68808,1348.7,0.56,0.56,0.687688,
12/30/2018,6632.7,5895.6,737.1,-4762.6,4762.6,1870.1,67.8,-922.2,448.0,448.0,333.4,140.8,1015.7,-50.2,,75.0,,,,-24.8,965.5,-205.1,760.4,0.0,0.0,0.0,760.4,0.2,760.6,0.0,0.0,760.6,851.371,90.771,1242.0,0.61,0.61,0.685484,1253.4,0.61,0.61,0.68242,
03/31/2019,6305.9,5627.7,678.2,-4566.1,4566.1,1739.8,62.3,-944.4,458.1,458.1,356.2,130.1,857.7,-37.7,,73.9,,,,-36.2,820.0,-161.2,658.8,0.0,0.0,0.0,658.8,4.4,663.2,0.0,0.0,663.2,744.914,81.714,1239.2,0.54,0.54,0.601125,1250.7,0.53,0.53,0.595335,
06/30/2019,6823.0,6098.0,725.0,-4827.1,4827.1,1995.9,76.0,-950.6,480.2,480.2,343.1,127.3,1121.3,555.6,86.4,86.4,0.0,,,-642.0,1676.9,-303.7,1373.2,0.0,0.0,0.0,1373.2,-0.4,1372.8,0.0,0.0,1372.8,990.089,-382.711,1211.0,1.13,1.13,0.81758,1223.0,1.12,1.12,0.807072,
09/29/2019,6747.0,6012.3,734.7,-4849.1,4849.1,1897.9,91.9,-906.5,458.4,458.4,344.7,103.4,1083.3,-79.3,,95.7,,,,-16.4,1004.0,-201.5,802.5,0.0,0.0,0.0,802.5,0.4,802.9,0.0,0.0,802.9,864.046,61.146,1205.6,0.67,0.67,0.716694,1205.6,0.67,0.67,0.716694,
12/29/2019,7097.1,6305.1,792.0,-5057.9,5057.9,2039.2,73.9,-893.3,434.2,434.2,351.0,108.1,1219.8,-76.0,,91.9,,,,-15.9,1143.8,-258.5,885.3,0.0,0.0,0.0,885.3,0.4,885.7,0.0,0.0,885.7,942.264,56.564,1180.4,0.75,0.75,0.798258,1191.0,0.74,0.74,0.787493,
03/29/2020,5995.7,5305.9,689.8,-4719.1,4719.1,1276.6,67.9,-857.1,406.5,406.5,356.3,94.3,487.4,-97.2,,99.2,,,,-2.0,390.2,-65.4,324.8,0.0,0.0,0.0,324.8,3.6,328.4,0.0,0.0,328.4,381.172,52.772,1171.8,0.28,0.28,0.325288,1180.7,0.28,0.28,0.324696,
06/28/2020,4222.1,3921.6,300.5,-4021.8,4021.8,200.3,68.4,-972.6,399.9,399.9,361.0,211.7,-703.9,-108.1,120.8,120.8,0.0,,,-12.7,-812.0,133.9,-678.1,0.0,0.0,0.0,-678.1,-0.3,-678.4,0.0,0.0,-678.4,-541.177,137.223,1168.5,-0.58,-0.58,-0.463138,1168.5,-0.58,-0.58,-0.463138,
09/30/2020,6002.857,,,,,4042.3239038,,,,,,,581.68,,,,,,,,471.944,,289.727,,,,,,289.727,,,289.727,341.684,,,0.246,0.246,0.293,,0.246,0.246,0.293,
12/31/2020,6914.364,,,,,4666.91912544,,,,,,,1049.667,,,,,,,,928.0,,724.143,,,,,,724.143,,,724.143,730.615,,,0.596,0.596,0.626,,0.596,0.596,0.626,
