Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,3378.0,,-2917.0,,461.0,,-293.0,,,,,168.0,-465.0,,67.0,,0.0,,398.0,-297.0,121.0,-176.0,0.0,,,-176.0,0.0,-176.0,0.0,,-176.0,-176.0,,245.0,-0.73,-0.73,-0.73,245.0,-0.73,-0.73,-0.73,
03/31/1993,3362.0,,-2917.0,,445.0,,-271.0,,,,,174.0,-73.0,,73.0,,0.0,,0.0,101.0,-37.0,64.0,0.0,,,64.0,0.0,64.0,0.0,,64.0,64.0,,245.600006,0.26,0.26,,245.600006,0.26,0.26,0.26,
06/30/1993,3506.0,,-3012.0,,494.0,,-293.0,,,,,201.0,-79.0,,79.0,,0.0,,0.0,122.0,-45.0,77.0,0.0,,,77.0,0.0,77.0,0.0,,77.0,77.0,,246.199997,0.31,0.31,,246.199997,0.31,0.31,0.31,
09/30/1993,3405.0,,-2923.0,,482.0,,-284.0,,,,,198.0,-79.0,,79.0,,0.0,,0.0,119.0,-71.0,48.0,0.0,,,48.0,0.0,48.0,0.0,,48.0,48.0,,246.800003,0.195,0.195,,246.800003,0.195,0.195,0.195,
12/31/1993,3412.0,,-2237.0,,1175.0,,-938.0,,,,,237.0,-79.0,,79.0,,0.0,,0.0,158.0,-58.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,100.0,100.0,,247.199996,0.405,0.405,0.405,247.199996,0.405,0.405,0.405,
03/31/1994,3414.0,,-2921.0,,493.0,,-282.0,,,,,211.0,-77.0,,77.0,,0.0,,0.0,134.0,-43.0,91.0,75.0,,,16.0,-15.0,1.0,0.0,,1.0,1.0,,248.399994,0.01,0.31,,248.399994,0.01,0.31,0.31,
06/30/1994,3633.0,,-3096.0,,537.0,,-298.0,,,,,239.0,-86.0,,86.0,,0.0,,0.0,153.0,-50.0,103.0,0.0,,,103.0,-12.0,91.0,0.0,,91.0,91.0,,249.199997,0.36,0.36,,249.199997,0.36,0.36,0.36,
09/30/1994,3792.0,,-3205.0,,587.0,,-311.0,,,,,276.0,-92.0,,92.0,,0.0,,0.0,184.0,-61.0,123.0,0.0,,,123.0,-12.0,111.0,0.0,,111.0,111.0,,249.600006,0.45,0.45,,249.600006,0.45,0.45,0.45,
12/31/1994,4127.0,,-2755.0,,1372.0,,-1034.0,,,,,338.0,-94.0,,94.0,,0.0,,0.0,244.0,-82.0,162.0,0.0,,,162.0,-8.0,154.0,0.0,,154.0,154.0,,251.199996,0.61,0.61,0.61,251.199996,0.61,0.61,0.61,
03/31/1995,4492.0,,-3637.0,,855.0,,-345.0,,,,,510.0,-104.0,,104.0,,0.0,,0.0,406.0,-146.0,260.0,0.0,,,260.0,-14.0,246.0,0.0,,246.0,246.0,,252.800003,0.97,0.97,,252.800003,0.97,0.97,0.97,
06/30/1995,5084.0,,-4001.0,,1083.0,,-391.0,,,,,692.0,-138.0,,138.0,,0.0,,0.0,554.0,-195.0,359.0,0.0,,,359.0,-43.0,316.0,0.0,,316.0,316.0,,253.600006,1.25,1.25,,253.600006,1.25,1.25,1.25,
09/30/1995,5145.0,,-4037.0,,1108.0,,-388.0,,,,,720.0,-129.0,,129.0,,0.0,,0.0,591.0,-210.0,381.0,0.0,,,381.0,-53.0,328.0,0.0,,328.0,328.0,,258.700012,1.27,1.27,,258.700012,1.27,1.27,1.27,
12/31/1995,5076.0,,-3252.0,,1824.0,,-1225.0,,,,,599.0,-122.0,,122.0,,0.0,,0.0,477.0,-168.0,309.0,0.0,,,309.0,-46.0,263.0,0.0,,263.0,263.0,,260.799988,1.01,1.01,1.01,260.799988,1.01,1.01,1.01,
03/31/1996,4798.0,,-3819.0,,979.0,,-595.0,,,,,384.0,-48.0,,125.0,,0.0,,-77.0,336.0,-163.0,173.0,0.0,,,173.0,-75.0,98.0,0.0,,98.0,98.0,,268.899994,0.36,0.36,0.46,278.600006,0.36,0.36,0.46,
06/30/1996,5093.0,,-4310.0,,783.0,,-429.0,,,,,354.0,-137.0,,137.0,,0.0,,0.0,217.0,-80.0,137.0,0.0,,,137.0,-38.0,99.0,0.0,,99.0,99.0,,299.100006,0.33,0.33,0.33,299.600006,0.33,0.33,0.33,
09/30/1996,5108.0,,-4307.0,,801.0,,-438.0,,,,,363.0,-136.0,,136.0,,0.0,,0.0,227.0,-86.0,141.0,0.0,,,141.0,-30.0,111.0,0.0,,111.0,111.0,,300.0,0.37,0.37,0.37,301.299988,0.37,0.37,0.37,
12/31/1996,5144.0,,-3659.0,,1485.0,,-1166.0,,,,,319.0,-297.0,,132.0,,0.0,,165.0,22.0,-1.0,21.0,0.0,,,21.0,-26.0,-5.0,0.0,,-5.0,-5.0,,300.200012,-0.02,-0.02,0.33,290.899994,-0.02,-0.02,0.33,
03/31/1997,4862.0,,-3956.0,,906.0,,-668.0,,,,,238.0,-130.0,,150.0,,0.0,,-20.0,108.0,-40.0,68.0,0.0,,,68.0,-34.0,34.0,0.0,,34.0,34.0,,300.600006,0.11,0.11,0.11,300.899994,0.11,0.11,0.11,
06/30/1997,5034.0,,-4337.0,,697.0,,-444.0,,,,,253.0,-810.0,,125.0,,0.0,,685.0,-557.0,167.0,-390.0,0.0,,,-390.0,-29.0,-419.0,0.0,,-419.0,-419.0,,301.100006,-1.39,-1.39,0.2,302.299988,-1.39,-1.39,0.2,
09/30/1997,5119.0,,-4335.0,,784.0,,-456.0,,,,,328.0,-120.0,,120.0,,0.0,,0.0,208.0,-71.0,137.0,0.0,,,137.0,-35.0,102.0,0.0,,102.0,102.0,,302.299988,0.34,0.34,0.34,304.600006,0.34,0.34,0.34,
12/31/1997,5081.0,,-3603.0,,1478.0,,-1151.0,,,,,327.0,-70.0,,95.0,,0.0,,-25.0,257.0,-94.0,163.0,0.0,,,163.0,-31.0,132.0,0.0,,132.0,132.0,,302.200012,0.44,0.44,0.38,303.0,0.44,0.44,0.38,
03/31/1998,6006.0,,-5103.0,,903.0,,-561.0,,,,,342.0,-157.0,,158.0,,0.0,,-1.0,185.0,-63.0,122.0,0.0,,,122.0,-22.0,100.0,0.0,,100.0,100.0,,407.399994,0.25,0.25,0.25,409.600006,0.25,0.25,0.25,
06/30/1998,5833.0,,-4944.0,,889.0,,-556.0,,,,,333.0,-162.0,156.0,156.0,,0.0,,6.0,171.0,-49.0,122.0,0.0,,,122.0,-19.0,103.0,0.0,,103.0,103.0,,411.799988,0.25,0.25,0.26,414.200012,0.25,0.25,0.26,
09/30/1998,6032.0,,-5219.0,,813.0,,-539.0,,,,,274.0,-291.0,147.0,147.0,,0.0,,144.0,-17.0,23.0,6.0,0.0,,,6.0,-8.0,-2.0,0.0,,-2.0,-2.0,,412.200012,-0.01,-0.01,0.2,412.299988,-0.01,-0.01,0.2,
12/31/1998,6108.0,,-5239.0,,869.0,,-607.0,,,,,262.0,-172.0,153.0,153.0,,0.0,,19.0,90.0,-6.0,84.0,0.0,,,84.0,-38.0,46.0,0.0,,46.0,46.0,,412.6,0.11,0.11,0.14,414.2,0.11,0.11,0.14,
03/31/1999,6032.0,,-5235.0,,797.0,,-561.0,,,,,236.0,-142.0,143.0,143.0,,0.0,,-1.0,94.0,-28.0,66.0,0.0,,,66.0,-34.0,32.0,0.0,,32.0,32.0,,412.0,0.08,0.08,0.08,412.1,0.08,0.08,0.08,
06/30/1999,5996.0,,-5071.0,,925.0,,-606.0,,,,,319.0,-355.0,123.0,123.0,,0.0,,232.0,-36.0,18.0,-18.0,13.0,,,-31.0,-40.0,-71.0,0.0,,-71.0,-71.0,,413.0,-0.17,-0.14,0.24,413.0,-0.17,-0.14,0.24,
09/30/1999,6251.0,,-5244.0,,1007.0,,-553.0,,,,,454.0,-212.0,134.0,134.0,,0.0,,78.0,242.0,-54.0,188.0,3.0,,,185.0,-43.0,142.0,0.0,,142.0,142.0,,413.5,0.34,0.35,0.46,416.799988,0.34,0.35,0.46,
12/31/1999,6294.0,,-5173.0,,1121.0,,-589.0,,,,,532.0,-384.0,141.0,141.0,,0.0,,243.0,148.0,-22.0,126.0,0.0,,,126.0,-46.0,80.0,0.0,,80.0,80.0,,413.3,0.19,0.19,0.55,413.3,0.19,0.19,0.55,
03/31/2000,6371.0,,-5213.0,,1158.0,,-584.0,,,,,574.0,-139.0,131.0,131.0,,0.0,,8.0,435.0,-136.0,299.0,-134.0,,,433.0,-55.0,378.0,0.0,0.0,378.0,378.0,,413.5,0.91,0.59,0.6,423.0,0.91,0.59,0.6,
06/30/2000,6780.0,,-5445.0,,1335.0,,-624.0,,,,,711.0,-231.0,156.0,156.0,,0.0,,75.0,480.0,-142.0,338.0,0.0,,,338.0,-68.0,270.0,0.0,,270.0,270.0,,421.0,0.64,0.64,0.75,421.0,0.64,0.64,0.75,
09/30/2000,7801.0,,-6462.0,,1339.0,,-616.0,,,,,723.0,-412.0,278.0,278.0,,0.0,,134.0,311.0,-71.0,240.0,310.0,,,-70.0,-65.0,-135.0,0.0,0.0,-135.0,-135.0,,481.600006,-0.28,0.36,0.53,481.700012,-0.28,0.36,0.53,
12/31/2000,7228.0,,-5982.0,,1246.0,,-746.0,,,,,500.0,-1003.0,251.0,251.0,,0.0,,752.0,-503.0,232.0,-271.0,50.0,,,-321.0,-50.0,-371.0,0.0,,-371.0,-371.0,,481.4,-0.77,-0.67,0.28,481.4,-0.77,-0.67,0.28,
03/31/2001,6894.0,,-5890.0,,1004.0,,-659.0,,,,,345.0,-258.0,248.0,272.0,-24.0,0.0,,10.0,87.0,-27.0,60.0,62.0,,,-2.0,-42.0,-44.0,0.0,0.0,-44.0,-44.0,,482.700012,-0.09,0.04,0.04,483.700012,-0.09,0.04,0.04,
06/30/2001,6686.0,,-5648.0,,1038.0,,-653.0,,,,,385.0,-817.0,235.0,275.0,-40.0,0.0,,582.0,-432.0,156.0,-276.0,0.0,,,-276.0,-37.0,-313.0,0.0,0.0,-313.0,-313.0,,483.100006,-0.65,-0.65,0.13,483.100006,-0.65,-0.65,0.13,
09/30/2001,6529.0,,-5550.0,,979.0,,-597.0,,,,,382.0,-669.0,226.0,235.0,-9.0,0.0,,443.0,-287.0,45.0,-242.0,0.0,,,-242.0,-33.0,-275.0,0.0,0.0,-275.0,-275.0,,482.899994,-0.57,-0.57,0.14,482.899994,-0.57,-0.57,0.14,
12/31/2001,6254.0,,-5296.0,,958.0,,-635.0,,,,,323.0,-956.0,147.0,147.0,,0.0,,809.0,-633.0,96.0,-537.0,0.0,,,-537.0,-35.0,-572.0,0.0,0.0,-572.0,-572.0,,481.9,-1.19,-1.19,0.12,481.9,-1.19,-1.19,0.12,
03/31/2002,6038.0,,-4847.0,,1191.0,,-857.0,,,,,334.0,-195.0,205.0,,,0.0,,-10.0,139.0,-43.0,96.0,,,,96.0,-31.0,65.0,0.0,0.0,65.0,65.0,,482.299988,-2.31,0.13,0.12,484.299988,-2.31,0.13,0.12,
06/30/2002,6305.0,,-5262.0,,1043.0,,-557.0,,,,,486.0,-250.0,199.0,199.0,,0.0,,51.0,236.0,10.0,246.0,0.0,,,246.0,-31.0,215.0,0.0,0.0,215.0,215.0,,482.700012,0.45,0.45,0.35,484.700012,0.45,0.45,0.35,
09/30/2002,6343.0,,-5299.0,,1044.0,,-574.0,,,,,470.0,-202.0,186.0,186.0,,0.0,,16.0,268.0,-85.0,183.0,0.0,,,183.0,-38.0,145.0,0.0,0.0,145.0,145.0,,481.100006,0.3,0.3,0.32,482.299988,0.3,0.3,0.32,
12/31/2002,6290.0,,-5262.0,,1028.0,,-578.0,,,,,450.0,-722.0,193.0,193.0,,0.0,,529.0,-272.0,172.0,-100.0,0.0,,,-100.0,-30.0,-130.0,0.0,0.0,-130.0,-130.0,,479.6,-0.27,-0.27,0.33,479.6,-0.27,-0.27,0.33,
03/31/2003,5979.0,,-4826.0,,1153.0,,-821.0,,,,,332.0,-207.0,184.0,184.0,,0.0,,23.0,125.0,-37.0,88.0,7.0,,,81.0,-37.0,44.0,0.0,0.0,44.0,44.0,,479.0,0.09,0.1,0.135699,480.100006,0.09,0.1,0.135389,
06/30/2003,6158.0,,-4992.0,,1166.0,,-810.0,,,,,356.0,-276.0,194.0,194.0,,0.0,,82.0,80.0,40.0,120.0,-3.0,,,123.0,-35.0,88.0,0.0,0.0,88.0,88.0,,479.0,0.19,0.18,0.18,480.200012,0.19,0.18,0.18,
09/30/2003,6053.0,,-4905.0,,1148.0,,-793.0,,,,,355.0,-290.0,204.0,204.0,,,,86.0,65.0,66.0,131.0,-9.0,,,140.0,-18.0,122.0,,,122.0,122.0,,479.799988,0.25,0.23,0.23,481.799988,0.25,0.23,0.23,
12/31/2003,6467.0,,-5579.0,,888.0,,-563.0,,,,,325.0,-185.0,185.0,185.0,,0.0,,99.0,41.0,34.0,75.0,3.0,,,72.0,-24.0,48.0,0.0,0.0,48.0,48.0,,480.6,0.099875,0.106117,0.106117,482.3,0.099523,0.099523,0.043541,
03/31/2004,6364.0,,-5160.0,,1204.0,,-869.0,,,,,335.0,-210.0,196.0,196.0,,0.0,,14.0,125.0,-41.0,84.0,-3.0,,,87.0,-14.0,73.0,0.0,0.0,73.0,73.0,,484.399994,0.15,0.14,0.175,487.399994,0.15,0.14,0.174,
06/30/2004,6486.0,,-5175.0,,1311.0,,-828.0,,,,,483.0,-321.0,183.0,183.0,,0.0,,138.0,162.0,-28.0,134.0,-92.0,,,226.0,-33.0,193.0,0.0,0.0,193.0,193.0,,485.600006,0.4,0.21,0.41,488.200012,0.4,0.21,0.41,
09/30/2004,6016.0,,-4758.0,,1258.0,,-790.0,,,,,468.0,-135.0,180.0,180.0,,0.0,,-45.0,333.0,-113.0,220.0,685.0,,,-465.0,-5.0,-470.0,0.0,0.0,-470.0,-470.0,,486.399994,-0.97,0.44,0.44,509.0,-0.91,0.44,0.44,
12/31/2004,6603.0,,-5097.0,,1506.0,,-574.0,,,,,932.0,-747.0,,176.0,,,,571.0,185.0,-15.0,208.0,-12.0,,,182.0,-13.0,169.0,0.0,0.0,169.0,169.0,,486.9,0.35,0.32,0.43,489.0,0.35,0.32,0.43,
03/31/2005,5593.0,,-4481.0,,1112.0,,-739.0,494.0,,,245.0,373.0,-271.0,168.0,168.0,,0.0,,103.0,102.0,-2.0,100.0,21.0,,,79.0,-2.0,77.0,0.0,0.0,77.0,77.0,,486.1,0.16,0.2,0.34,486.1,0.16,0.2,0.34,
06/30/2005,5860.0,,-4747.0,,1113.0,,-721.0,,,,,392.0,-132.0,155.0,155.0,,0.0,,-23.0,260.0,-166.0,94.0,14.0,,,80.0,-3.0,77.0,0.0,0.0,77.0,77.0,-14.0,485.9,0.16,0.19,0.16,487.4,0.16,0.19,0.16,
09/30/2005,5925.0,,-4841.0,,1084.0,,-720.0,459.0,,,261.0,364.0,-5.0,121.0,121.0,0.0,0.0,,-116.0,359.0,377.0,736.0,-290.0,,,1026.0,-3.0,1023.0,0.0,0.0,1023.0,1023.0,,486.0,2.1,1.51,0.31,507.1,2.03,1.46,0.27,
12/31/2005,4322.0,,-3710.0,,612.0,,-671.0,,,,,-59.0,-376.0,,151.0,,0.0,,225.0,-435.0,198.0,-237.0,-161.0,,,-76.0,-1.0,-77.0,0.0,0.0,-77.0,-77.0,,486.0,-0.16,-0.49,-0.2,486.0,-0.16,-0.49,-0.2,
03/31/2006,5526.0,,-4535.0,,991.0,,-757.0,472.0,,,285.0,234.0,-1457.0,149.0,149.0,,0.0,,1308.0,-1223.0,16.0,-1207.0,24.0,,,-1231.0,-5.0,-1236.0,0.0,0.0,-1236.0,-1236.0,,486.3,-2.54,-2.49,0.12,486.3,-2.54,-2.49,0.12,
06/30/2006,5716.0,,-4608.0,,1108.0,,-733.0,457.0,,,276.0,375.0,-276.0,148.0,148.0,,0.0,,128.0,99.0,-33.0,66.0,-21.0,,,87.0,-4.0,83.0,0.0,0.0,83.0,83.0,,486.9,0.17,0.13,-0.44,487.2,0.17,0.13,-0.44,
09/30/2006,5429.0,,-4245.0,,1184.0,,-428.0,465.0,,,-37.0,756.0,-162.0,144.0,144.0,0.0,,,18.0,594.0,-204.0,390.0,161.0,,,229.0,-5.0,224.0,0.0,0.0,224.0,224.0,,482.5,0.47,0.81,0.46,484.9,0.46,0.8,0.45,
12/31/2006,5324.0,,-4233.0,,1091.0,,-1005.0,,,,,86.0,3632.0,-50.0,80.0,,0.0,,-3582.0,3718.0,-1668.0,2050.0,68.0,,,1982.0,-3.0,1979.0,0.0,0.0,1979.0,1979.0,,448.7,4.41,4.56,0.47,496.4,3.98,4.13,0.44,
03/31/2007,5217.0,,-4155.0,,1062.0,,-691.0,435.0,,,256.0,371.0,235.0,61.0,61.0,,,,-296.0,606.0,-143.0,463.0,23.0,,,440.0,-6.0,434.0,0.0,0.0,434.0,434.0,,445.3,0.98,1.03,0.46,448.4,0.97,1.02,0.45,
06/30/2007,5291.0,,-4197.0,,1094.0,,-695.0,441.0,,,254.0,399.0,-105.0,80.0,80.0,,0.0,,25.0,294.0,-89.0,205.0,10.0,,,195.0,-5.0,190.0,0.0,0.0,190.0,190.0,,428.0,0.44,0.46,0.52,431.2,0.44,0.46,0.52,
09/30/2007,5541.0,,-4405.0,,1136.0,,-701.0,455.0,,,246.0,435.0,-120.0,77.0,77.0,,,,43.0,315.0,-89.0,226.0,3.0,,,223.0,-6.0,217.0,0.0,0.0,217.0,217.0,,422.3,0.51,0.52,0.57,425.6,0.51,0.52,0.57,
12/31/2007,5841.0,,-4558.0,,1283.0,,-769.0,,,,,514.0,-75.0,79.0,79.0,,0.0,,-4.0,439.0,-94.0,345.0,11.0,,,334.0,-7.0,327.0,0.0,0.0,327.0,327.0,-45.0,423.8,0.78,0.8,0.69,423.8,0.78,0.8,0.69,
03/31/2008,5668.0,,-4261.0,,1407.0,0.0,-1087.0,472.0,,,615.0,320.0,-106.0,81.0,99.0,-18.0,0.0,,41.0,214.0,-59.0,155.0,17.0,,,138.0,-5.0,133.0,0.0,0.0,133.0,133.0,,420.6,0.32,0.36,0.45,423.3,0.31,0.35,0.44,
06/30/2008,5807.0,,-4305.0,,1502.0,0.0,-1109.0,459.0,,,650.0,393.0,-91.0,81.0,108.0,-27.0,,30.0,10.0,302.0,-97.0,235.0,1.0,,,234.0,-7.0,227.0,0.0,0.0,227.0,227.0,,421.1,0.54,0.54,0.56,422.6,0.54,0.54,0.56,
09/30/2008,6808.0,,-5202.0,,1606.0,0.0,-1197.0,507.0,,,690.0,409.0,-139.0,144.0,,,,,0.0,270.0,-118.0,152.0,,,,152.0,-3.0,149.0,0.0,0.0,149.0,149.0,,421.2,0.35,0.35,0.35,423.4,0.35,0.35,0.35,
12/31/2008,6546.0,,-4789.0,,1757.0,,-1494.0,,,,,263.0,-2183.0,,180.0,-12.0,0.0,,2015.0,-1920.0,112.0,-1808.0,-5.0,,,-1803.0,12.0,-1791.0,0.0,0.0,-1791.0,-1791.0,,421.1,-4.25,-4.22,0.63,422.2,-4.25,-4.22,0.63,
03/31/2009,5668.0,5668.0,-3731.0,3731.0,1937.0,0.0,-1255.0,500.0,500.0,343.0,412.0,682.0,-164.0,164.0,173.0,-9.0,,-27.0,0.0,518.0,-230.0,261.0,0.0,0.0,0.0,261.0,-4.0,257.0,,0.0,257.0,34.0,-223.0,423.1,0.61,0.61,0.080359,423.1,0.61,0.61,0.080359,
06/30/2009,5802.0,5802.0,-3781.0,3781.0,2021.0,0.0,-1328.0,508.0,508.0,367.0,453.0,693.0,-173.0,173.0,180.0,-7.0,,-32.0,0.0,520.0,-348.0,140.0,0.0,0.0,0.0,140.0,-4.0,136.0,,0.0,136.0,86.0,-50.0,425.3,0.32,0.32,0.20221,425.4,0.32,0.32,0.20221,
09/30/2009,5919.0,5919.0,-3758.0,3758.0,2161.0,0.0,-1403.0,527.0,527.0,378.0,498.0,758.0,-169.0,169.0,177.0,-8.0,,0.0,0.0,589.0,-212.0,377.0,0.0,0.0,0.0,377.0,-6.0,371.0,,0.0,371.0,157.0,-214.0,426.1,0.87,0.87,0.368458,428.7,0.87,0.87,0.368458,
12/31/2009,5977.0,5977.0,-3950.0,3950.0,2027.0,0.0,-2292.0,496.0,496.0,384.0,1412.0,-265.0,-163.0,163.0,172.0,-9.0,,10.0,0.0,-428.0,321.0,-97.0,0.0,0.0,0.0,-97.0,-4.0,-101.0,,0.0,-101.0,102.95,203.95,426.7,-0.24,-0.24,0.24127,426.7,-0.24,-0.24,0.23797,
03/31/2010,5807.0,5807.0,-4464.0,4464.0,1343.0,0.0,-1369.0,421.0,421.0,371.0,577.0,-26.0,-149.0,149.0,158.0,-9.0,,-2.0,0.0,-175.0,24.0,-153.0,0.0,0.0,0.0,-153.0,-9.0,-162.0,,0.0,-162.0,16.0,178.0,428.8,-0.38,-0.38,0.037313,428.8,-0.38,-0.38,0.035112,
06/30/2010,6121.0,6121.0,-4490.0,4490.0,1631.0,0.0,-1356.0,472.0,472.0,363.0,521.0,275.0,-157.0,157.0,164.0,-7.0,,7.0,7.0,118.0,-25.0,100.0,0.0,0.0,0.0,100.0,-7.0,93.0,0.0,0.0,93.0,181.7,88.7,429.6,0.22,0.22,0.422952,433.4,0.21,0.21,0.414661,
09/30/2010,6720.0,6720.0,-4758.0,4758.0,1962.0,0.0,-1263.0,504.0,504.0,362.0,397.0,699.0,-152.0,152.0,162.0,-10.0,,22.0,0.0,547.0,-170.0,399.0,0.0,0.0,0.0,399.0,-2.0,397.0,0.0,0.0,397.0,366.0,-31.0,430.1,0.92,0.92,0.850965,433.8,0.91,0.91,0.838538,
12/31/2010,6531.0,6531.0,-4770.0,4770.0,1761.0,0.0,-1279.0,533.0,533.0,360.0,386.0,482.0,-150.0,150.0,159.0,-9.0,,37.0,0.0,332.0,-50.0,319.0,0.0,0.0,0.0,319.0,-3.0,316.0,0.0,0.0,316.0,305.0,-11.0,434.7,0.74,0.74,0.701633,434.7,0.73,0.73,0.701633,
