Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1994,5393.899902,4501.700195,,,,892.200001,0.0,,,-4134.100098,3616.100098,518.0,,-1082.600021,,,,,,,,,177.199997,-15.7,0.0,161.499997,32.400002,193.899994,0.0,,,193.899999,0.0,193.899994,0.0,,193.899994,193.899994,,899.599976,0.215,0.215,,899.599976,0.215,0.215,0.215,
12/31/1994,5606.899902,4692.600098,,,,914.299977,0.0,,,-4091.599945,3586.699951,504.899994,,-1150.099991,,,,,,,,,365.100006,-14.8,-194.899994,155.400012,7.7,163.100006,0.0,,,163.100012,0.0,163.100006,0.0,,163.100006,163.100006,,899.0,0.185,0.185,0.295,899.0,0.185,0.185,0.295,
03/31/1995,5573.399902,4620.399902,,,,952.999985,0.0,,,-3843.799927,3203.899902,639.900024,,-1051.500023,,,,,,,,,677.099976,-14.7,29.799999,692.199975,-150.5,541.700012,0.0,,,541.699975,0.0,541.700012,0.0,,541.700012,541.700012,,898.400024,0.605,0.605,0.505,898.400024,0.605,0.605,0.505,
06/30/1995,5671.100098,4659.899902,,,,1011.200027,0.0,,,-4030.599975,3449.199951,581.400024,,-1105.199974,,,,,,,,,532.299988,-21.200001,172.699997,683.799984,-164.699997,519.099976,0.0,,,519.099987,0.0,519.099976,0.0,,519.099976,519.099976,,897.799988,0.575,0.575,0.39,897.799988,0.575,0.575,0.39,
09/30/1995,5699.100098,4732.0,,,,967.100025,0.0,,,-4003.499878,3457.899902,545.599976,,-1089.000023,,,,,,,,,606.599976,-18.4,6.0,594.199976,-148.5,445.700012,0.0,,,445.699976,0.0,445.700012,0.0,,445.700012,445.700012,,896.200012,0.5,0.5,0.45,896.200012,0.5,0.5,0.45,
12/31/1995,6008.399902,4895.700195,,,,1112.700027,0.0,,,-4191.099976,3577.0,614.099976,,-1140.299973,,,,,,,,,677.0,-17.700001,-152.5,506.799999,-109.300003,397.5,0.0,,,397.499996,0.0,397.5,0.0,,397.5,397.5,,900.0,0.44,0.44,0.425,900.0,0.44,0.44,0.425,
03/31/1996,5903.0,4852.0,,,,1051.0,0.0,,,-4237.0,3687.0,550.0,,-1122.0,,,,,,,,,544.0,-23.0,6.0,527.0,-103.0,424.0,0.0,,,424.0,0.0,424.0,0.0,,424.0,424.0,,892.632019,0.475,0.475,0.39,902.127991,0.47,0.47,0.385,
06/30/1996,6324.0,4954.0,,,,1370.0,0.0,,,-4086.0,3529.0,557.0,,-1174.0,,,,,,,,,1064.0,-22.0,8.0,1050.0,-286.0,764.0,0.0,,,764.0,0.0,764.0,0.0,,764.0,764.0,,893.567993,0.855,0.855,0.54,893.567993,0.855,0.855,0.54,
09/30/1996,6015.0,4936.0,,,,1079.0,0.0,,,-4403.0,3825.0,578.0,,-1172.0,,,,,,,,,440.0,-19.0,-118.0,303.0,-11.0,292.0,0.0,,,292.0,0.0,292.0,0.0,,292.0,292.0,,884.848022,0.33,0.33,0.295,898.461975,0.325,0.325,0.29,
12/31/1996,6057.0,4960.0,,,,1097.0,0.0,,,-4074.0,3446.0,628.0,,-1155.0,,,,,,,,,828.0,-12.0,2.0,818.0,-219.0,599.0,0.0,,,599.0,-4.0,595.0,0.0,,595.0,595.0,,888.059998,0.67,0.67,0.58,894.736022,0.665,0.665,0.575,
03/31/1997,6179.0,4915.0,,,,1264.0,0.0,,,-3951.0,3368.0,583.0,,-1120.0,,,,,,,,,1108.0,-24.0,9.0,1093.0,-317.0,776.0,0.0,,,776.0,-9.0,767.0,0.0,,767.0,767.0,,880.0,0.87,0.87,0.635,884.599976,0.865,0.865,0.63,
06/30/1997,6073.0,4998.0,,,,1075.0,0.0,,,-3972.0,3374.0,598.0,,-1172.0,,,,,,,,,929.0,-24.0,8.0,913.0,-260.0,653.0,0.0,,,653.0,-10.0,643.0,0.0,,643.0,643.0,,870.200012,0.74,0.74,0.665,874.599976,0.735,0.735,0.66,
09/30/1997,6384.0,5041.0,,,,1343.0,0.0,,,-3979.0,3395.0,584.0,,-1187.0,,,,,,,,,1218.0,-26.0,1.0,1193.0,-359.0,834.0,0.0,,,834.0,-10.0,824.0,0.0,,824.0,824.0,,865.599976,0.95,0.95,0.695,871.299988,0.945,0.945,0.69,
12/31/1997,6313.0,5152.0,,,,1161.0,0.0,,,-3849.0,3199.0,650.0,,-1247.0,,,,,,,,,1217.0,-26.0,78.0,1269.0,-388.0,881.0,0.0,,,881.0,-10.0,871.0,0.0,,871.0,871.0,,858.127991,1.015,1.015,0.805,862.375977,1.01,1.01,0.8,
03/31/1998,6450.0,5100.0,,,,1350.0,0.0,,,-3878.0,3303.0,575.0,,-1196.0,,,,,,,,,1376.0,-26.0,9.0,1359.0,-414.0,945.0,0.0,,,945.0,-9.0,936.0,0.0,,936.0,936.0,,845.200012,1.105,1.105,0.815,850.0,1.1,1.1,0.81,
06/30/1998,6539.0,5206.0,,,,1333.0,0.0,,,-4052.0,3456.0,596.0,,-1274.0,,,,,,,,,1213.0,-28.0,88.0,1273.0,-378.0,895.0,0.0,,,895.0,-10.0,885.0,0.0,,885.0,885.0,,837.299988,1.06,1.06,0.75,841.900024,1.05,1.05,0.74,
09/30/1998,6436.0,5247.0,,,,1189.0,0.0,,,-4080.0,3476.0,604.0,,-1285.0,,,,,,,,,1071.0,-28.0,0.0,1043.0,-320.0,723.0,0.0,,,723.0,-10.0,713.0,0.0,,713.0,713.0,,826.5,0.87,0.87,0.77,830.700012,0.86,0.86,0.76,
12/31/1998,6454.0,5273.0,,,,1181.0,0.0,,,-4006.0,3366.0,640.0,,-1338.0,,,,,,,,,1110.0,-30.0,0.0,1080.0,-310.0,770.0,0.0,,,770.0,-10.0,760.0,0.0,,760.0,760.0,,819.799988,0.93,0.93,0.78,823.799988,0.93,0.93,0.78,
03/31/1999,6807.0,5237.0,,,,1570.0,0.0,,,-3927.0,3321.0,606.0,,-1345.0,,,,,,,,,1535.0,-30.0,0.0,1505.0,-461.0,1044.0,0.0,,,1044.0,-9.0,1035.0,0.0,,1035.0,1035.0,,813.6,1.27,1.27,0.804,817.0,1.27,1.27,0.803,
06/30/1999,6592.0,5272.0,,,,1320.0,0.0,,,-4129.0,3531.0,598.0,,-1322.0,,,,,,,,,1141.0,-28.0,10.0,1123.0,-343.0,780.0,0.0,,,780.0,-10.0,770.0,0.0,,770.0,770.0,,807.2,0.96,0.96,0.743,810.5,0.95,0.95,0.74,
09/30/1999,6551.0,5331.0,,,,1220.0,0.0,,,-4452.0,3817.0,635.0,,-1372.0,,,,,,,,,727.0,-28.0,0.0,699.0,-199.0,500.0,0.0,,,500.0,-10.0,490.0,0.0,,490.0,490.0,,790.9,0.63,0.63,0.494,793.9,0.62,0.62,0.493,
12/31/1999,7009.0,5895.0,,,,1114.0,0.0,,,-4749.0,4010.0,739.0,,-1556.0,,,,,,,,,704.0,-43.0,-91.0,570.0,-145.0,435.0,0.0,,,425.0,,425.0,0.0,0.0,425.0,425.0,,789.1,0.54,0.54,0.65,793.8,0.54,0.54,0.63,
03/31/2000,7286.0,6012.0,,,,1274.0,0.0,,,-4883.0,4138.0,745.0,,-1528.0,,,,,,,,,863.0,-47.0,-28.0,788.0,-216.0,572.0,0.0,,,572.0,-11.0,561.0,0.0,0.0,561.0,561.0,,767.6,0.73,0.73,0.61,772.1,0.73,0.73,0.61,
06/30/2000,7183.0,5992.0,,,,1191.0,0.0,,,-4940.0,4198.0,742.0,,-1528.0,,,,,,,,,701.0,-58.0,-5.0,638.0,-168.0,470.0,0.0,,,470.0,-11.0,459.0,0.0,0.0,459.0,459.0,,742.3,0.62,0.62,0.59,747.8,0.61,0.61,0.58,
09/30/2000,7445.0,6038.0,,,,1407.0,0.0,,,-4901.0,4076.0,825.0,,-1544.0,,,,,,,,,988.0,-61.0,-18.0,909.0,-255.0,654.0,0.0,,,654.0,-10.0,644.0,0.0,0.0,644.0,644.0,,735.8,0.87,0.87,0.716,740.6,0.87,0.87,0.71,
12/31/2000,7220.0,6034.0,,,,1186.0,0.0,,,-4861.0,3983.0,878.0,,-1523.0,,,,,,,,,821.0,-63.0,-55.0,703.0,-156.0,594.0,0.0,,,547.0,,547.0,0.0,0.0,547.0,547.0,,730.3,0.75,0.75,0.78,734.3,0.74,0.74,0.78,
03/31/2001,7131.0,5962.0,,,,1169.0,0.0,,,-4868.0,4070.0,798.0,,-1506.0,,,,,,,,,734.0,-62.0,-8.0,664.0,-155.0,509.0,9.0,,,500.0,0.0,500.0,0.0,0.0,500.0,500.0,,726.6,0.69,0.72,0.83,730.3,0.68,0.71,0.78,
06/30/2001,7203.0,6079.0,,,,1124.0,0.0,,,-5427.0,4549.0,878.0,,-1541.0,,,,,,,,,213.0,-61.0,-14.0,138.0,30.0,168.0,,,,168.0,0.0,168.0,0.0,0.0,168.0,168.0,,724.6,0.23,0.25,0.32,728.5,0.23,0.25,0.32,
09/30/2001,7173.0,6177.0,,,,996.0,0.0,,,-5360.0,4474.0,886.0,,-1504.0,,,,,,,,,285.0,-63.0,-63.0,159.0,67.0,226.0,,,,226.0,0.0,226.0,0.0,0.0,226.0,226.0,,717.3,0.32,0.33,0.56,719.7,0.32,0.33,0.56,
12/31/2001,7358.0,6209.0,,,,1149.0,0.0,,,-3548.0,4439.0,-891.0,,-1599.0,,,,,,,,,2197.0,-1795.0,-123.0,279.0,-15.0,280.0,0.0,,,264.0,0.0,264.0,-7.0,-9.0,248.0,248.0,,712.3,0.37,0.37,0.36,714.7,0.37,0.37,0.35,
03/31/2002,7298.0,6242.0,,,,1056.0,,,,-5174.0,4369.0,376.0,429.0,-1525.0,,,,,,,,,596.0,-69.0,-13.0,514.0,-88.0,426.0,331.0,,,95.0,,95.0,,,95.0,95.0,,711.7,0.14,0.6,0.71,713.8,0.14,0.6,0.71,
06/30/2002,7455.0,6385.0,,,,1223.0,0.0,,,-5788.0,4493.0,872.0,423.0,-1584.0,,,,,,,,,506.0,-68.0,-35.0,403.0,-57.0,346.0,0.0,,,346.0,-2.0,344.0,0.0,0.0,344.0,344.0,,708.7,0.48,0.48,0.67,712.1,0.48,0.48,0.67,
09/30/2002,7239.0,6416.0,,,,1242.0,0.0,,,-5707.0,4391.0,852.0,464.0,-1676.0,,,,,,,,,320.0,-67.0,-40.0,213.0,0.0,250.0,0.0,,,213.0,-2.0,248.0,0.0,0.0,248.0,248.0,,705.4,0.35,0.35,0.76,708.1,0.35,0.35,0.76,
12/31/2002,7587.0,6611.0,,,,404.0,0.0,,,-4522.0,4404.0,-330.0,448.0,-1662.0,,,,,,,,,516.0,-81.0,-35.0,400.0,80.0,443.0,0.0,,,480.0,4.0,447.0,0.0,0.0,447.0,447.0,,702.6,0.63,0.63,1.45,705.6,0.63,0.63,1.44,
03/31/2003,7861.0,6638.0,,,,1223.0,,,,-5134.0,4151.0,530.0,453.0,-1769.0,,,,,,,,,958.0,-67.0,-23.0,868.0,-203.0,665.0,,,,665.0,,665.0,,,665.0,665.0,,703.3,0.95,0.95,0.95,705.2,0.94,0.94,0.94,
06/30/2003,7899.0,6679.0,,,,1220.0,,,,-5413.0,4527.0,426.0,460.0,-1689.0,,,,,,,,,795.0,-67.0,-11.0,717.0,-129.0,588.0,,,,588.0,,588.0,,,588.0,588.0,,704.0,0.84,0.84,0.84,706.6,0.84,0.84,0.84,
09/30/2003,8127.0,6768.0,,,,1359.0,0.0,,,-5397.0,4506.0,424.0,467.0,-1731.0,,,,,,,,,999.0,-70.0,-31.0,898.0,-206.0,692.0,1.0,,,691.0,0.0,691.0,0.0,0.0,691.0,691.0,,703.3,0.98,0.99,1.03,706.0,0.97,0.98,1.03,
12/31/2003,8262.0,6896.0,6302.0,2304.0,-1710.0,1364.0,0.0,,,-5185.0,4248.0,471.0,466.0,-1873.0,,,,,,,,,1204.0,-76.0,-50.0,3566.0,-308.0,770.0,14.0,,,3244.0,5.0,761.0,0.0,0.0,761.0,761.0,,703.4,1.08,1.09,1.0,707.0,1.08,1.09,1.01,
03/31/2004,8311.0,6867.0,,,,1444.0,0.0,,,-4851.0,3986.0,395.0,470.0,-1788.0,,,,,,,,,1672.0,-74.0,-14.0,1584.0,-460.0,1124.0,175.0,,,949.0,0.0,949.0,0.0,0.0,949.0,949.0,,704.5,1.35,1.6,1.47,709.2,1.34,1.59,1.46,
06/30/2004,8304.0,6964.0,,,,1340.0,0.0,,,-4879.0,4021.0,378.0,480.0,-1842.0,,,,,,,,,1583.0,-73.0,-24.0,1486.0,-452.0,1034.0,0.0,,,1034.0,0.0,1034.0,0.0,0.0,1034.0,1034.0,,700.0,1.47,1.47,1.47,704.5,1.47,1.47,1.47,
09/30/2004,8442.0,7059.0,,,,1383.0,0.0,,,-6567.0,5661.0,401.0,505.0,-1862.0,,,,,,,,,13.0,-76.0,-5.0,-68.0,0.0,56.0,0.0,,,-68.0,0.0,56.0,0.0,0.0,56.0,56.0,,692.1,0.1,0.1,0.05,696.8,0.09,0.09,0.04,
12/31/2004,8879.0,7171.0,6607.0,564.0,0.0,1708.0,0.0,,,-5165.0,4175.0,444.0,546.0,-2013.0,,,,,,,,,1701.0,-85.0,-32.0,1584.0,-442.0,1142.0,,,,1142.0,0.0,1142.0,0.0,0.0,1142.0,1142.0,,685.799988,1.65,1.65,1.46,690.700012,1.64,1.64,1.45,
03/31/2005,8705.0,7205.0,6684.0,521.0,0.0,1500.0,0.0,,,-5065.0,4063.0,411.0,591.0,-1996.0,,,,,,,,,1644.0,-84.0,-22.0,1538.0,-415.0,1123.0,,,,1123.0,0.0,1123.0,0.0,0.0,1123.0,1123.0,,677.7,1.66,1.66,0.01,683.1,1.64,1.64,1.65,
06/30/2005,8791.0,7235.0,6736.0,499.0,0.0,1556.0,0.0,,,-5102.0,4114.0,403.0,585.0,-1954.0,,,,,,,,,1735.0,-82.0,-12.0,1641.0,-492.0,1149.0,,,,1149.0,0.0,1149.0,0.0,0.0,1149.0,1149.0,,666.5,1.72,1.72,1.67,672.6,1.71,1.71,1.66,
09/30/2005,8942.0,7286.0,6781.0,505.0,0.0,1656.0,0.0,,,-9532.0,8529.0,395.0,608.0,-1873.0,,,,,,,,,-2463.0,-85.0,-14.0,-2562.0,1014.0,-1548.0,,,,-1548.0,0.0,-1548.0,0.0,0.0,-1548.0,-1548.0,,654.8,-2.36,-2.36,-0.16,654.8,-2.36,-2.36,-2.52,
12/31/2005,8945.0,7362.0,,,,1583.0,0.0,,,-5494.0,4469.0,406.0,619.0,-1895.0,,,,,,,,,1556.0,-79.0,-6.0,1471.0,-430.0,1041.0,0.0,,,1041.0,0.0,1041.0,0.0,0.0,1041.0,1041.0,,648.1,1.61,1.61,1.5,653.0,1.59,1.59,1.49,
03/31/2006,9081.0,7371.0,6876.0,495.0,0.0,1710.0,0.0,,,-4866.0,3873.0,373.0,620.0,-1918.0,,,,,,,,,2297.0,-81.0,-160.0,2056.0,-641.0,1415.0,,,,1415.0,0.0,1415.0,0.0,0.0,1415.0,1415.0,,643.2,2.2,2.2,2.02,647.4,2.19,2.19,2.01,
06/30/2006,8875.0,7375.0,6860.0,515.0,0.0,1500.0,0.0,,,-5020.0,3994.0,374.0,652.0,-1970.0,,,,,,,,,1885.0,-90.0,-47.0,1748.0,-541.0,1207.0,,,,1207.0,0.0,1207.0,0.0,0.0,1207.0,1207.0,,634.1,1.91,1.91,2.01,638.5,1.89,1.89,2.0,
09/30/2006,8738.0,7245.0,6801.0,444.0,0.0,1493.0,0.0,,,-5067.0,4012.0,388.0,667.0,-1886.0,,,,,,,,,1785.0,-90.0,-53.0,1642.0,-484.0,1158.0,,,,1158.0,0.0,1158.0,0.0,0.0,1158.0,1158.0,,629.0,1.84,1.84,1.89,633.9,1.83,1.83,1.88,
12/31/2006,9102.0,7342.0,6832.0,510.0,0.0,1760.0,0.0,,,-5243.0,4138.0,435.0,670.0,-2016.0,,,,,,,,,1843.0,-96.0,-15.0,1732.0,-519.0,1213.0,,,,1213.0,0.0,1213.0,0.0,0.0,1213.0,1213.0,,624.0,1.94,1.94,1.81,629.4,1.93,1.93,1.78,
03/31/2007,9331.0,7289.0,6806.0,483.0,0.0,2042.0,0.0,,,-5194.0,4117.0,428.0,649.0,-1880.0,,,,,,,,,2257.0,-72.0,1.0,2186.0,-691.0,1495.0,,,,1495.0,0.0,1495.0,0.0,0.0,1495.0,1495.0,,616.8,2.42,2.42,1.94,621.6,2.41,2.41,1.93,
06/30/2007,9455.0,7276.0,6822.0,454.0,0.0,2179.0,0.0,,,-5376.0,4317.0,386.0,673.0,-1950.0,,,,,,,,,2129.0,-83.0,-2.0,2044.0,-641.0,1403.0,,,,1403.0,0.0,1403.0,0.0,0.0,1403.0,1403.0,,604.1,2.33,2.33,1.77,608.8,2.3,2.3,1.76,
09/30/2007,8992.0,7268.0,6819.0,449.0,0.0,1724.0,0.0,,,-5565.0,4509.0,371.0,685.0,-1955.0,,,,,,,,,1472.0,-90.0,4.0,1386.0,-408.0,978.0,,,,978.0,0.0,978.0,0.0,0.0,978.0,978.0,,581.1,1.7,1.7,1.54,585.1,1.7,1.7,1.54,
12/31/2007,8991.0,7266.0,6786.0,480.0,0.0,1725.0,0.0,,,-5802.0,4724.0,404.0,674.0,-1165.0,,,,,,,,,2024.0,-88.0,-42.0,1894.0,-277.0,1617.0,,,,1617.0,0.0,1617.0,0.0,0.0,1617.0,1617.0,,568.4,1.38,1.38,1.25,571.9,1.36,1.36,1.24,
03/31/2008,8087.0,7216.0,6764.0,452.0,0.0,871.0,0.0,,,-5697.0,4676.0,397.0,624.0,-1867.0,,,,,,,,,523.0,-88.0,-8.0,427.0,-79.0,348.0,,,,348.0,0.0,348.0,0.0,0.0,348.0,348.0,,558.9,0.62,0.62,1.34,561.6,0.62,0.62,1.33,
06/30/2008,7418.0,7221.0,6750.0,471.0,0.0,197.0,0.0,,,-5734.0,4776.0,395.0,563.0,-1687.0,,,,,,,,,-3.0,-88.0,5.0,-86.0,111.0,25.0,,,,25.0,0.0,25.0,0.0,0.0,25.0,25.0,,549.6,0.05,0.05,1.24,552.9,0.05,0.05,1.24,
09/30/2008,7320.0,7253.0,6785.0,468.0,0.0,67.0,0.0,,,-6975.0,5971.0,418.0,586.0,-1794.0,,,,,,,,,-1449.0,-88.0,-7.0,-1544.0,621.0,-923.0,,,,-923.0,0.0,-923.0,0.0,0.0,-923.0,-923.0,,540.1,-1.71,-1.71,-0.35,540.1,-1.71,-1.71,-0.35,
12/31/2008,6569.0,7172.0,6668.0,504.0,0.0,-603.0,0.0,,,-5681.0,4641.0,402.0,638.0,-1677.0,,,,,,,,,-789.0,-87.0,-19.0,-883.0,693.0,-190.0,,,,-190.0,0.0,-190.0,0.0,0.0,-190.0,-190.0,,536.1,-2.11,-2.11,0.97,536.1,-2.11,-2.11,0.97,
03/31/2009,7883.0,7066.0,6582.0,484.0,0.0,817.0,0.0,0.0,0.0,-5686.0,4720.0,387.0,579.0,-2198.0,1627.0,678.0,949.0,569.0,121.0,448.0,2.0,-42.0,-43.0,-88.0,0.0,-131.0,-143.0,-274.0,0.0,0.0,0.0,-274.0,,-274.0,,0.0,-274.0,-734.0,-460.0,538.9,-0.51,-0.51,-1.362034,538.9,-0.51,-0.51,-1.363591,
06/30/2009,8490.0,7054.0,6560.0,494.0,0.0,1436.0,0.0,0.0,0.0,-5970.0,5002.0,407.0,561.0,-1931.0,1531.0,591.0,940.0,394.0,105.0,289.0,6.0,-31.0,558.0,-97.0,0.0,461.0,-72.0,389.0,0.0,0.0,0.0,389.0,,389.0,0.0,0.0,389.0,631.0,242.0,539.8,0.72,0.72,1.168951,540.6,0.72,0.72,1.167651,
09/30/2009,7582.0,7017.0,6535.0,482.0,0.0,565.0,0.0,0.0,0.0,-5451.0,4573.0,382.0,496.0,-1767.0,1585.0,642.0,943.0,179.0,99.0,80.0,3.0,-33.0,331.0,-106.0,0.0,225.0,-4.0,221.0,0.0,0.0,0.0,221.0,,221.0,0.0,0.0,221.0,-93.0,-314.0,539.9,0.41,0.41,-0.172254,541.5,0.41,0.41,-0.172254,
12/31/2009,8058.0,7015.0,6517.0,498.0,0.0,1043.0,0.0,0.0,0.0,-5382.0,4451.0,441.0,490.0,-1865.0,1605.0,648.0,957.0,195.0,105.0,90.0,65.0,-17.0,794.0,-101.0,0.0,693.0,-175.0,518.0,0.0,0.0,0.0,518.0,,518.0,0.0,0.0,518.0,500.35,-17.65,539.9,0.96,0.96,0.926746,542.1,0.96,0.96,0.926746,
03/31/2010,7749.0,7047.0,6503.0,544.0,0.0,702.0,0.0,0.0,0.0,-5697.0,4792.0,442.0,463.0,-1843.0,1629.0,704.0,925.0,209.0,120.0,89.0,5.0,-10.0,199.0,-92.0,0.0,107.0,13.0,120.0,0.0,0.0,0.0,120.0,,120.0,0.0,0.0,120.0,-110.0,-230.0,540.5,0.22,0.22,-0.203515,541.8,0.22,0.22,-0.204511,
06/30/2010,7656.0,7058.0,6513.0,545.0,0.0,598.0,0.0,0.0,0.0,-5649.0,4714.0,485.0,450.0,-1738.0,1578.0,664.0,914.0,151.0,116.0,35.0,9.0,-11.0,258.0,-92.0,0.0,166.0,-21.0,145.0,0.0,0.0,0.0,145.0,,145.0,0.0,0.0,145.0,-148.0,-293.0,540.7,0.27,0.27,-0.273719,543.0,0.27,0.27,-0.273719,
09/30/2010,7908.0,7047.0,6499.0,548.0,0.0,861.0,0.0,0.0,0.0,-5493.0,4603.0,445.0,445.0,-1834.0,1621.0,706.0,915.0,209.0,118.0,91.0,4.0,0.0,581.0,-91.0,0.0,490.0,-123.0,367.0,0.0,0.0,0.0,367.0,,367.0,0.0,0.0,367.0,268.0,-99.0,540.9,0.68,0.68,0.495471,543.0,0.68,0.68,0.495471,
12/31/2010,8087.0,6973.0,6442.0,531.0,0.0,1114.0,,,,-5734.0,4842.0,443.0,449.0,-1900.0,1650.0,726.0,924.0,201.0,115.0,86.0,49.0,2.0,455.0,-92.0,0.0,363.0,-67.0,296.0,0.0,0.0,0.0,296.0,,296.0,0.0,0.0,296.0,365.0,69.0,539.5,0.55,0.55,0.676552,542.0,0.55,0.55,0.676552,
