Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2013,3950.3,1403.5,782.1,621.4,301.4,301.4,0.0,179.6,67.2,12.6,99.8,0.0,47.9,0.0,126.1,38.3,1932.4,309.9,484.2,-174.3,1350.4,1350.4,357.6,231.5,137.4,94.1,0.0,2017.9,,177.0,46.2,,,130.8,0.0,0.0,0.0,0.0,,203.9,0.0,0.0,0.0,380.9,0.0,0.0,0.0,0.0,,68.0,0.0,0.0,0.0,0.0,68.0,68.0,448.9,0.0,2519.9,,,0.0,979.4,2.1,3501.4,0.0,3501.4,3950.3,
03/31/2014,4194.2,1559.3,814.0,745.3,239.1,239.1,0.0,185.5,60.0,8.4,117.1,0.0,93.7,,131.6,58.4,2077.6,320.8,,,1404.3,1404.3,391.5,259.9,147.5,112.4,0.0,2116.6,,233.0,57.0,,,176.0,0.0,0.0,,,,226.5,,,0.0,459.5,0.0,0.0,,,,78.1,,,,,78.1,78.1,537.6,0.0,2629.1,,,0.0,1023.7,3.8,3656.6,0.0,3656.6,4194.2,
06/30/2014,3404.6,978.6,507.6,471.0,271.1,271.1,0.0,202.4,60.4,11.3,130.7,0.0,81.3,,143.7,41.8,1533.4,326.7,,,1064.8,1064.8,479.7,336.0,198.0,138.0,0.0,1871.2,,270.4,58.9,,,211.5,0.0,0.0,,,,225.5,,,0.0,495.9,0.0,0.0,,,,86.3,,,,,86.3,86.3,582.2,0.0,2509.6,,,0.0,312.2,0.6,2822.4,0.0,2822.4,3404.6,
09/30/2014,3651.5,1014.3,493.0,521.3,259.1,259.1,0.0,198.9,57.0,10.1,131.8,0.0,119.6,,143.2,78.5,1591.9,335.4,,,1248.4,1248.4,475.8,332.6,198.0,134.6,0.0,2059.6,,262.7,53.6,,,209.1,0.0,0.0,,,,217.8,,,0.0,480.5,0.0,0.0,,,,86.8,,,,,86.8,86.8,567.3,0.0,2741.8,,,0.0,341.0,1.4,3084.2,0.0,3084.2,3651.5,
12/31/2014,3959.4,1232.5,600.3,632.2,315.1,315.1,0.0,181.7,60.0,8.7,113.0,0.0,117.7,0.0,136.2,73.6,1847.0,387.4,610.3,-222.9,1264.5,1264.5,460.5,324.3,198.0,126.3,0.0,2112.4,,284.5,61.6,7.4,,215.5,0.0,0.0,0.0,0.0,,216.7,0.0,0.0,0.0,501.2,0.0,0.0,0.0,0.0,,78.8,0.0,0.0,0.0,0.0,78.8,78.8,580.0,0.0,2896.8,0.0366,2896.7634,0.0,487.7,-5.1,3379.4,0.0,3379.4,3959.4,
03/31/2015,4126.2,1362.2,701.1,661.1,292.4,292.4,0.0,202.4,61.9,9.1,131.4,0.0,102.3,,139.1,67.9,1959.3,404.7,,,1304.8,1304.8,457.4,318.3,198.0,120.3,0.0,2166.9,,244.9,67.9,,,177.0,0.0,0.0,,,,212.0,,,0.0,456.9,0.0,0.0,,,,83.9,,,,,83.9,83.9,540.8,0.0,3024.3,,,0.0,562.3,-1.2,3585.4,0.0,3585.4,4126.2,
06/30/2015,4354.5,1561.5,915.4,646.1,321.5,321.5,0.0,201.3,66.0,8.7,126.6,0.0,78.9,,148.9,50.1,2163.2,408.6,,,1307.1,1307.1,475.6,326.7,201.1,125.6,0.0,2191.3,,257.6,64.7,,,192.9,0.0,0.0,,,,216.8,,,0.0,474.4,0.0,0.0,,,,87.4,,,,,87.4,87.4,561.8,0.0,3147.8,,,0.0,651.3,-6.4,3792.7,0.0,3792.7,4354.5,
09/30/2015,4682.3,1739.7,868.2,871.5,334.7,334.7,0.0,194.0,58.7,8.0,127.3,0.0,130.4,,139.6,101.1,2398.8,427.3,,,1385.5,1385.5,470.7,331.1,201.1,130.0,0.0,2283.5,,253.6,58.0,,,195.6,0.0,0.0,,,,225.0,,,0.0,478.6,0.0,0.0,,,,88.5,,,,,88.5,88.5,567.1,0.0,3332.2,0.0373,3332.1627,0.0,785.7,-2.7,4115.2,0.0,4115.2,4682.3,
12/31/2015,4907.3,1559.8,714.6,845.2,394.3,394.3,0.0,167.9,53.3,10.2,104.4,0.0,73.5,,167.8,71.5,2195.5,432.1,699.2,-267.1,1788.0,1788.0,491.7,323.9,201.1,122.8,0.0,2711.8,,265.8,52.6,11.4,,201.8,0.0,0.0,0.0,0.0,,226.1,0.0,0.0,0.0,491.9,0.0,0.0,0.0,0.0,,95.9,0.0,0.0,0.0,0.0,95.9,95.9,587.8,0.0,3429.8,0.0374,3429.7626,0.0,899.2,-9.5,4319.5,0.0,4319.5,4907.3,
03/31/2016,5306.3,1808.4,980.5,827.9,325.9,325.9,0.0,163.0,51.1,8.1,103.8,0.0,109.1,,135.6,108.4,2406.4,439.0,,,1992.7,1992.7,468.2,332.6,201.1,131.5,0.0,2899.9,,225.2,57.9,,,167.3,0.0,0.0,,,,227.7,,,0.0,452.9,0.0,0.0,,,,103.0,,,,,103.0,103.0,555.9,0.0,3739.5,0.0381,3739.4619,0.0,1009.6,1.3,4750.4,0.0,4750.4,5306.3,
06/30/2016,5780.8,2183.8,1193.5,990.3,403.8,403.8,0.0,169.2,49.8,9.3,110.1,0.0,70.6,,126.8,68.9,2827.4,440.1,,,2041.1,2041.1,472.2,345.4,201.1,144.3,0.0,2953.4,,258.2,64.8,,,193.4,0.0,0.0,,,,231.3,,,0.0,489.5,0.0,0.0,,,,109.8,,,,,109.8,109.8,599.3,0.0,3979.2,0.0385,3979.1615,0.0,1193.0,9.3,5181.5,0.0,5181.5,5780.8,
09/30/2016,6174.7,2215.3,1021.6,1193.7,432.0,432.0,0.0,183.5,52.1,11.0,120.4,0.0,80.6,,133.1,79.1,2911.4,447.3,,,2346.0,2346.0,470.0,336.9,201.1,135.8,0.0,3263.3,,295.6,60.6,32.2,,202.8,0.0,0.0,,,,232.5,,,0.0,528.1,0.0,,,,,104.8,,,,,104.8,104.8,632.9,0.0,4135.0,0.0387,4134.9613,0.0,1402.8,4.0,5541.8,0.0,5541.8,6174.7,
12/31/2016,6486.9,2554.6,1036.6,1518.0,430.2,430.2,0.0,182.3,54.8,13.4,114.1,0.0,83.3,0.0,150.9,77.1,3250.4,458.4,780.3,-321.9,2283.3,2283.3,494.8,343.9,201.1,142.8,0.0,3236.5,,354.9,68.5,40.4,,246.0,0.0,0.0,0.0,0.0,,241.6,0.0,0.0,0.0,596.5,0.0,0.0,0.0,0.0,,112.6,0.0,0.0,0.0,0.0,112.6,112.6,709.1,0.0,4211.8,0.0388,4211.7612,0.0,1574.9,-8.9,5777.8,0.0,5777.8,6486.9,
03/31/2017,4808.0,1464.8,708.6,756.2,412.9,412.9,0.0,213.5,63.1,12.9,137.5,0.0,76.5,,119.6,74.0,2167.7,497.4,,,1682.0,1682.0,460.9,341.3,201.1,140.2,0.0,2640.3,,283.8,74.0,,,209.8,0.0,0.0,,,,274.4,,,0.0,558.2,0.0,0.0,,,,122.3,,,,,122.3,122.3,680.5,0.0,3872.2,0.0368,3872.1632,0.0,263.3,-8.0,4127.5,0.0,4127.5,4808.0,
06/30/2017,5250.8,1823.4,696.5,1126.9,481.1,481.1,0.0,214.2,67.4,12.6,134.2,0.0,123.5,,115.1,121.2,2642.2,540.1,,,1599.9,1599.9,468.6,353.5,201.1,152.4,0.0,2608.6,,307.0,74.2,,,232.8,0.0,0.0,,,,292.8,,,0.0,599.8,0.0,0.0,,,,128.7,,,,,128.7,128.7,728.5,0.0,4049.8,0.0371,4049.7629,0.0,482.3,-9.8,4522.3,0.0,4522.3,5250.8,
09/30/2017,5644.6,2146.8,875.0,1271.8,468.0,468.0,0.0,225.2,67.7,18.5,139.0,0.0,88.9,,119.8,87.3,2928.9,584.8,,,1655.2,1655.2,475.7,355.9,201.1,154.8,0.0,2715.7,,329.1,80.4,,,248.7,0.0,0.0,,,,286.6,,,0.0,615.7,0.0,0.0,,,,69.0,,,,,69.0,69.0,684.7,0.0,4190.4,0.1,4190.3,0.0,776.6,-9.2,4957.8,2.1,4959.9,5644.6,
12/31/2017,5776.8,1960.6,648.2,1312.4,507.9,507.9,0.0,241.2,80.9,19.7,140.6,0.0,99.2,0.0,72.0,98.3,2808.9,613.1,960.1,-347.0,1885.9,1885.9,468.9,396.9,201.1,195.8,0.0,2967.9,,416.1,82.5,155.1,,178.5,0.0,0.0,0.0,0.0,,246.7,0.0,0.0,0.0,662.8,0.0,0.0,0.0,0.0,,333.6,0.0,0.0,0.0,0.0,333.6,333.6,996.4,0.0,4679.3,0.1,4679.2,0.0,115.0,-15.5,4778.8,1.6,4780.4,5776.8,
03/31/2018,6426.2,2517.3,974.7,1542.6,474.9,474.9,0.0,283.6,96.4,28.9,158.3,0.0,105.9,,426.8,105.5,3381.7,661.9,,,1550.9,1550.9,831.7,404.9,201.1,203.8,0.0,3044.5,,322.9,96.3,,,226.6,0.0,0.0,,,,258.3,,,0.0,581.2,0.0,0.0,,,,338.6,,,,,338.6,338.6,919.8,0.0,4817.2,0.1,4817.1,0.0,698.0,-18.1,5497.1,9.3,5506.4,6426.2,
06/30/2018,6849.6,2932.5,1203.5,1729.0,532.5,532.5,0.0,331.5,129.5,35.9,166.1,0.0,189.6,,415.4,185.1,3986.1,688.8,,,1327.1,1327.1,847.6,432.2,210.9,221.3,0.0,2863.5,,393.5,102.2,,,291.3,0.0,0.0,,,,272.9,,,0.0,666.4,0.0,0.0,,,,314.0,,,,,314.0,314.0,980.4,0.0,4928.9,0.1,4928.8,0.0,948.1,-16.4,5860.6,8.6,5869.2,6849.6,
09/30/2018,7318.6,3135.9,1008.3,2127.6,580.4,580.4,0.0,370.1,139.5,38.5,192.1,0.0,166.2,,411.5,161.4,4252.6,746.4,,,1434.6,1434.6,885.0,473.5,236.1,237.4,0.0,3066.0,,421.8,96.4,,,325.4,0.0,0.0,,,,281.5,,,0.0,703.3,0.0,,,,,326.8,,,,,326.8,326.8,1030.1,0.0,5063.3,0.1,5063.2,0.0,1234.0,-16.7,6280.6,7.9,6288.5,7318.6,
12/31/2018,7846.7,3063.1,857.9,2205.2,682.3,682.3,0.0,409.0,164.1,40.0,204.9,0.0,178.8,,428.6,175.7,4333.2,812.0,1248.2,-436.2,1771.3,1771.3,930.2,501.6,240.6,261.0,0.0,3513.5,,525.4,100.7,39.1,,385.6,0.0,0.0,0.0,0.0,,295.2,0.0,0.0,0.0,820.6,0.0,0.0,0.0,0.0,,338.6,0.0,0.0,0.0,0.0,338.6,338.6,1159.2,0.0,5170.4,0.1,5170.3,0.0,1521.7,-13.3,6678.8,8.7,6687.5,7846.7,
03/31/2019,8234.9,2808.7,875.7,1933.0,547.6,547.6,0.0,468.3,188.0,48.5,231.8,0.0,200.4,,392.4,197.2,4025.0,1009.6,,,2255.9,2255.9,944.4,552.0,247.5,304.5,0.0,4209.9,,436.0,130.6,,,305.4,5.3,0.0,5.3,,5.3,298.9,,,0.0,740.2,71.3,0.0,71.3,,71.3,383.0,,,,,383.0,454.3,1194.5,0.0,5328.9,0.1,5328.8,0.0,1696.0,-0.7,7024.2,16.2,7040.4,8234.9,
06/30/2019,8531.6,2718.4,790.3,1928.1,633.4,633.4,0.0,512.8,188.4,59.0,265.4,0.0,207.0,,369.1,205.1,4071.6,1105.2,,,2429.8,2429.8,925.0,555.9,244.9,311.0,0.0,4460.0,,494.4,129.6,,,364.8,5.5,0.0,5.5,,5.5,307.6,,,0.0,807.5,69.6,0.0,69.6,,69.6,374.9,,,,,374.9,444.5,1252.0,0.0,5430.2,0.1,5430.1,0.0,1819.0,16.1,7265.3,14.3,7279.6,8531.6,
09/30/2019,9131.3,2897.6,969.6,1928.0,639.0,639.0,0.0,579.6,208.1,70.9,300.6,0.0,200.8,,424.1,196.3,4317.0,1210.8,,,2533.0,2533.0,1070.5,646.4,304.7,341.7,0.0,4814.3,,617.9,132.4,,,485.5,4.8,0.0,4.8,,4.8,308.2,,,0.0,930.9,72.2,0.0,72.2,,72.2,351.1,,,,,351.1,423.3,1354.2,0.0,5601.0,0.1,5600.9,0.0,2142.6,17.8,7761.4,15.7,7777.1,9131.3,
12/31/2019,9733.2,3221.7,1167.6,2054.1,645.2,645.2,0.0,595.5,211.0,75.9,308.6,0.0,200.2,,425.6,198.9,4662.6,1347.3,1910.4,-563.1,2623.5,2623.5,1099.8,674.2,307.2,367.0,0.0,5070.6,,684.2,123.5,37.9,,522.8,7.7,0.0,7.7,0.0,7.7,338.3,0.0,0.0,0.0,1030.2,68.7,0.0,68.7,0.0,68.7,349.6,0.0,0.0,0.0,0.0,349.6,418.3,1448.5,0.0,5756.9,0.1,5756.8,0.0,2494.5,12.4,8263.8,20.9,8284.7,9733.2,
03/31/2020,9891.1,3253.4,1223.8,2029.6,527.6,527.6,0.0,620.3,223.2,67.7,329.4,0.0,290.2,,364.7,287.7,4691.5,1369.2,,,2642.7,2642.7,1187.7,674.6,335.0,339.6,148.4,5199.6,,608.1,133.4,34.6,,440.1,,,,,,337.8,,,0.0,945.9,,,,,,414.7,,,,,414.7,414.7,1360.6,0.0,5926.9,0.1,5926.8,0.0,2570.9,8.9,8506.7,23.8,8530.5,9891.1,
06/30/2020,10103.6,4488.3,2035.6,2452.7,508.8,508.8,0.0,645.5,212.8,67.2,365.5,0.0,256.4,,365.5,255.6,5899.0,1450.3,,,1586.5,1586.5,1167.8,653.6,336.8,316.8,148.7,4204.6,,581.4,108.9,37.7,,434.8,,,,,,343.4,,,0.0,924.8,,,,,,412.4,,,,,412.4,412.4,1337.2,0.0,6085.2,0.1,6085.1,0.0,2633.0,22.3,8740.5,25.9,8766.4,10103.6,
