Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2008,17570.0,1345.0,718.0,627.0,604.0,604.0,,0.0,0,0,0,0,246.0,,,,2195.0,676.0,,,0,14699.0,13120.0,5565.0,7555.0,318.0,1261.0,15375.0,,767.0,767.0,,,,1066.0,,,,582.0,,,,582.0,2415.0,1944.0,,,,3126.0,,,3126.0,5070.0,7485.0,0,8313.0,,,-68.0,916.0,847.0,10008.0,77.0,10085.0,17570.0,
09/30/2008,16693.0,1153.0,682.0,471.0,787.0,787.0,0.0,0.0,0,0,0,0,412.0,,,,2352.0,677.0,,,0,13664.0,12017.0,5212.0,6805.0,9.0,1638.0,14341.0,,827.0,827.0,,,,1402.0,,,,523.0,,,,523.0,2752.0,1800.0,,,,3081.0,,,3081.0,4881.0,7633.0,0,8329.0,,,-67.0,1010.0,-228.0,9044.0,16.0,9060.0,16693.0,
12/31/2008,13948.0,1013.0,777.0,236.0,744.0,744.0,,0.0,0,0,0,0,269.0,,,,2026.0,695.0,2167.0,-1472.0,0,11227.0,9851.0,3985.0,5866.0,,1376.0,11922.0,,997.0,997.0,,,,1350.0,,,,235.0,,,,235.0,2582.0,1787.0,,,,3005.0,,,3005.0,4792.0,7374.0,0,8525.0,,,-416.0,-331.0,-1222.0,6556.0,18.0,6574.0,13948.0,
03/31/2009,13227.0,708.0,606.0,102.0,704.0,704.0,0.0,0.0,0,0,0,0,286.0,,622.0,189.0,1698.0,706.0,,,0,10823.0,9537.0,3852.0,5685.0,,664.0,11529.0,,862.0,,,,862.0,812.0,812.0,,,554.0,343.0,,1972.0,151.0,2228.0,1736.0,1736.0,,,2936.0,555.0,,66.0,4672.0,6900.0,0,8416.0,3.0,8413.0,-416.0,-227.0,-1467.0,6306.0,21.0,6327.0,13227.0,
06/30/2009,14288.0,635.0,507.0,128.0,661.0,661.0,0.0,0.0,0,0,0,0,324.0,,629.0,234.0,1620.0,811.0,,,0,11857.0,10331.0,4178.0,6153.0,,897.0,12668.0,,1262.0,,,,1262.0,410.0,410.0,,,594.0,352.0,,2064.0,261.0,2266.0,2137.0,2137.0,,,3133.0,540.0,,177.0,5270.0,7536.0,0,8350.0,3.0,8347.0,-416.0,-409.0,-800.0,6725.0,27.0,6752.0,14288.0,
09/30/2009,14171.0,497.0,428.0,69.0,575.0,575.0,0.0,0.0,0,0,0,0,365.0,,664.0,274.0,1437.0,853.0,,,0,11881.0,10405.0,4199.0,6206.0,,812.0,12734.0,,950.0,,,,950.0,704.0,704.0,,,375.0,358.0,,2081.0,108.0,2029.0,2197.0,2197.0,,,3145.0,529.0,,177.0,5342.0,7371.0,0,8276.0,3.0,8273.0,-416.0,-284.0,-804.0,6772.0,28.0,6800.0,14171.0,
12/31/2009,14382.0,490.0,423.0,67.0,660.0,660.0,0.0,0.0,0,0,0,0,370.0,,680.0,267.0,1520.0,986.0,2467.0,-1481.0,0,11876.0,10394.0,4210.0,6184.0,,802.0,12862.0,,1162.0,466.0,104.0,0.0,592.0,616.0,616.0,0.0,0.0,371.0,362.0,0.0,2090.0,189.0,2149.0,2166.0,2166.0,0.0,0.0,3132.0,504.0,79.0,97.0,5298.0,7447.0,0,8212.0,3.0,8209.0,-416.0,-112.0,-813.0,6871.0,64.0,6935.0,14382.0,
03/31/2010,13802.0,379.0,322.0,57.0,753.0,753.0,0.0,0.0,0,0,0,0,447.0,,554.0,279.0,1579.0,1002.0,,,0,11221.0,9883.0,4020.0,5863.0,,784.0,12223.0,,946.0,,,,946.0,591.0,591.0,,,576.0,360.0,,2009.0,103.0,2113.0,2088.0,2088.0,,,3020.0,486.0,,165.0,5108.0,7221.0,0,8159.0,3.0,8156.0,-416.0,0.0,-1228.0,6515.0,66.0,6581.0,13802.0,
06/30/2010,13043.0,419.0,369.0,50.0,729.0,729.0,0.0,0.0,0,0,0,0,264.0,,618.0,180.0,1412.0,991.0,,,0,10640.0,9395.0,3863.0,5532.0,,627.0,11631.0,,915.0,,,,915.0,282.0,282.0,,,580.0,354.0,,1970.0,191.0,1777.0,1962.0,1962.0,,,2975.0,482.0,,169.0,4937.0,6714.0,0,8167.0,3.0,8164.0,-416.0,106.0,-1582.0,6275.0,54.0,6329.0,13043.0,
09/30/2010,13628.0,375.0,324.0,51.0,654.0,654.0,0.0,0.0,0,0,0,0,263.0,,612.0,178.0,1292.0,1035.0,,,0,11301.0,10017.0,4090.0,5927.0,,672.0,12336.0,,870.0,,,,870.0,447.0,447.0,,,346.0,365.0,,2004.0,69.0,1663.0,2098.0,2098.0,,,2987.0,483.0,,135.0,5085.0,6748.0,0,8175.0,3.0,8172.0,-416.0,156.0,-1087.0,6828.0,52.0,6880.0,13628.0,
12/31/2010,13378.0,379.0,327.0,52.0,526.0,526.0,0.0,0.0,0,0,0,0,269.0,0.0,633.0,143.0,1174.0,1021.0,2656.0,-1635.0,0,11183.0,9887.0,4050.0,5837.0,,663.0,12204.0,,772.0,258.0,86.0,,428.0,366.0,366.0,0.0,0.0,316.0,366.0,0.0,2007.0,138.0,1454.0,2074.0,2074.0,0.0,0.0,3006.0,499.0,78.0,56.0,5080.0,6534.0,0,8183.0,3.0,8180.0,-416.0,212.0,-1183.0,6796.0,48.0,6844.0,13378.0,
03/31/2011,13793.0,351.0,309.0,42.0,602.0,602.0,0.0,0.0,0,0,0,0,280.0,,611.0,201.0,1233.0,1021.0,,,0,11539.0,10279.0,4196.0,6083.0,,649.0,12560.0,,620.0,,,,620.0,202.0,202.0,,,559.0,371.0,,2049.0,128.0,1381.0,2156.0,2156.0,,,2979.0,453.0,,106.0,5135.0,6516.0,0,8206.0,3.0,8203.0,-416.0,289.0,-872.0,7207.0,70.0,7277.0,13793.0,
06/30/2011,13816.0,385.0,344.0,41.0,532.0,532.0,0.0,0.0,0,0,0,0,286.0,,582.0,210.0,1203.0,998.0,,,0,11615.0,10371.0,4232.0,6139.0,,662.0,12613.0,,609.0,,,,609.0,0.0,0.0,,,582.0,387.0,,2033.0,212.0,1191.0,2189.0,2189.0,,,2936.0,453.0,,63.0,5125.0,6316.0,0,8002.0,3.0,7999.0,-416.0,364.0,-792.0,7158.0,342.0,7500.0,13816.0,
09/30/2011,13226.0,370.0,340.0,30.0,489.0,489.0,0.0,0.0,0,0,0,0,264.0,,564.0,194.0,1123.0,974.0,,,0,11129.0,9930.0,4091.0,5839.0,,635.0,12103.0,,703.0,,,,703.0,31.0,31.0,,,345.0,376.0,,1941.0,74.0,1079.0,2084.0,2084.0,,,2820.0,440.0,,63.0,4904.0,5983.0,0,8010.0,3.0,8007.0,-416.0,484.0,-1154.0,6924.0,319.0,7243.0,13226.0,
12/31/2011,13107.0,432.0,396.0,36.0,497.0,497.0,0.0,0.0,0,0,0,0,260.0,0.0,594.0,150.0,1189.0,963.0,2673.0,-1710.0,0,10955.0,9724.0,4027.0,5697.0,,637.0,11918.0,,836.0,,,,836.0,39.0,39.0,0.0,0.0,309.0,371.0,0.0,1900.0,153.0,1184.0,2036.0,2036.0,0.0,0.0,2954.0,479.0,78.0,126.0,4990.0,6174.0,0,7985.0,3.0,7982.0,-516.0,518.0,-1406.0,6581.0,352.0,6933.0,13107.0,
03/31/2012,13295.0,401.0,369.0,32.0,528.0,528.0,0.0,0.0,0,0,0,0,220.0,,544.0,151.0,1149.0,965.0,,,0,11181.0,9971.0,4144.0,5827.0,,666.0,12146.0,,627.0,,,,627.0,66.0,66.0,,,521.0,377.0,,1930.0,104.0,1214.0,2074.0,2074.0,,,2959.0,589.0,,63.0,5033.0,6247.0,0,7982.0,3.0,7979.0,-643.0,528.0,-1181.0,6686.0,362.0,7048.0,13295.0,
06/30/2012,12977.0,416.0,380.0,36.0,495.0,495.0,0.0,0.0,0,0,0,0,240.0,,548.0,166.0,1151.0,943.0,,,0,10883.0,9699.0,4082.0,5617.0,,636.0,11826.0,,645.0,,,,645.0,270.0,270.0,,,566.0,369.0,,1885.0,230.0,1481.0,2007.0,2007.0,,,2843.0,565.0,,24.0,4850.0,6331.0,0,7982.0,3.0,7979.0,-820.0,578.0,-1429.0,6311.0,335.0,6646.0,12977.0,
09/30/2012,12959.0,341.0,310.0,31.0,477.0,477.0,0.0,0.0,0,0,0,0,231.0,,535.0,160.0,1049.0,944.0,,,0,10966.0,9854.0,4139.0,5715.0,,577.0,11910.0,,626.0,,,,626.0,866.0,866.0,,,252.0,373.0,,1898.0,22.0,1744.0,1616.0,1616.0,,,2858.0,562.0,,25.0,4474.0,6218.0,0,8006.0,3.0,8003.0,-940.0,613.0,-1260.0,6419.0,322.0,6741.0,12959.0,
12/31/2012,12556.0,380.0,337.0,43.0,405.0,405.0,0.0,0.0,0,0,0,0,223.0,0.0,74.0,154.0,1008.0,948.0,2799.0,-1851.0,0,10600.0,9946.0,4163.0,5783.0,,580.0,11548.0,,725.0,273.0,72.0,,380.0,454.0,454.0,0.0,0.0,237.0,378.0,0.0,1435.0,94.0,1416.0,2055.0,2055.0,0.0,0.0,2442.0,527.0,75.0,27.0,4497.0,5913.0,0,7942.0,3.0,7939.0,-968.0,569.0,-1198.0,6345.0,298.0,6643.0,12556.0,
03/31/2013,12278.0,527.0,494.0,33.0,447.0,447.0,0.0,0.0,0,0,0,0,199.0,,73.0,130.0,1173.0,906.0,,,0,10199.0,9559.0,4011.0,5548.0,,567.0,11105.0,,611.0,,,,611.0,478.0,478.0,,,472.0,365.0,,1403.0,73.0,1561.0,2021.0,2021.0,,,2381.0,588.0,,25.0,4402.0,5963.0,0,7865.0,3.0,7862.0,-968.0,622.0,-1583.0,5936.0,379.0,6315.0,12278.0,
06/30/2013,12046.0,322.0,295.0,27.0,442.0,442.0,0.0,0.0,0,0,0,0,184.0,,70.0,119.0,948.0,887.0,,,0,10211.0,9600.0,4027.0,5573.0,,541.0,11098.0,,573.0,,,,573.0,179.0,179.0,,,468.0,375.0,,1401.0,151.0,1220.0,2039.0,2039.0,,,2360.0,562.0,,22.0,4399.0,5619.0,0,7911.0,3.0,7908.0,-968.0,722.0,-1546.0,6119.0,308.0,6427.0,12046.0,
09/30/2013,12398.0,437.0,404.0,33.0,399.0,399.0,0.0,0.0,0,0,0,0,176.0,,67.0,107.0,1012.0,893.0,,,0,10493.0,9994.0,4191.0,5803.0,,432.0,11386.0,,618.0,,,,618.0,213.0,213.0,,,246.0,384.0,,1362.0,17.0,1077.0,2088.0,2088.0,,,2328.0,560.0,,22.0,4416.0,5493.0,0,7937.0,3.0,7934.0,-966.0,827.0,-1187.0,6611.0,294.0,6905.0,12398.0,
