Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2017,2050,52996,0.0,55046,,,,11.721654,303.024758,0.0,314.746412,0.92928,24.023463,0.0,24.952743,
09/30/2017,2086,53252,0.0,55338,,,,11.571532,295.401342,0.0,306.972874,0.90415,23.081391,0.0,23.985541,
12/31/2017,3182,55935,0.0,59117,,,,,,,,,,,,
03/31/2018,1481,57703,0.0,59184,,,,7.661666,298.515261,0.0,306.176927,0.596408,23.237355,0.0,23.833763,
06/30/2018,1547,59344,0.0,60891,,,,7.697666,295.287854,0.0,302.98552,0.590724,22.660588,0.0,23.251312,
09/30/2018,970,61578,0.0,62548,,,,4.655851,295.564942,0.0,300.220793,0.356484,22.630484,0.0,22.986968,
03/31/2019,1088,68842,0.0,69930,,,,5.031214,318.344509,0.0,323.375723,0.384704,24.341707,0.0,24.726411,
06/30/2019,2015,59124,0.0,61139,,,,9.45122,277.317073,0.0,286.768293,0.729224,21.396854,0.0,22.126078,
09/30/2019,4584,61068,0.0,65652,,,,21.466704,285.979208,0.0,307.445912,1.643087,21.889192,0.0,23.532279,
12/31/2019,5626,72818,0.0,78444,,,,25.872614,334.872384,0.0,360.744999,1.913573,24.767606,0.0,26.681179,
03/31/2020,5534,240200,0.0,242070,,,,21.065855,914.350971,0.0,921.469357,1.492533,64.782525,0.0,65.286869,
06/30/2020,5898,303087,0.0,308985,,,,19.140029,983.56969,0.0,1002.709719,1.472718,75.680177,0.0,77.152895,
