Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1995,526,136,190,-62,,-62,262,,,,262,,,-331.0,,,,-331.0,,,,,,,,,,331.0,,,,,,,,,,,,,,,
12/31/1995,317,109,189,30,,30,-11,,,,-11,,-576.0,-576.0,,,,-576.0,,,,,,,,,,0.0,,,,,,,,,,,,-259.0,,,
03/31/1996,707,695,241,-33,,-33,-196,,,,-196,,,-316.0,,,,-316.0,,,,,,,,,,316.0,,,,,,,,,,,,,,,
06/30/1996,70,221,187,51,,51,-389,,,,-389,,,-391.0,,,,-391.0,,,,,,,,,,391.0,,,,,,,,,,,,,,,
09/30/1996,650,187,205,-23,,-23,281,,,,281,,,-323.0,,,,-323.0,,,,,,,,,,323.0,,,,,,,,,,,,,,,
12/31/1996,658,200,308,326,,326,-176,,,,-176,,,-514.0,,,,-514.0,,,,,,,,,,514.0,,,,,,,,,,,,,,,
03/31/1997,638,227,183,134,,134,94,,,,94,,-383.0,-372.0,6.0,,,-378.0,,,0.0,0.0,0.0,,,,,-11.0,-9.0,-84.0,-232.0,,,,354.0,354.0,0.0,-47.0,,246.0,,,
06/30/1997,455,307,189,189,,189,-230,,,,-230,,-384.0,-383.0,11.0,,,-394.0,,,0.0,0.0,0.0,,,,,-1.0,-158.0,-90.0,-28.0,,,,-18.0,2.0,-20.0,-22.0,,-87.0,,,
09/30/1997,765,216,250,147,,147,152,,,,152,,-512.0,-503.0,2.0,,,-505.0,,,0.0,0.0,0.0,,,,,-9.0,-128.0,-89.0,-10.0,,,,11.0,12.0,-1.0,-40.0,,125.0,,,
12/31/1997,387,209,241,77,,77,-140,,,,-140,,-777.0,-764.0,2.0,,,-766.0,,,0.0,0.0,0.0,,,,,-13.0,-346.0,-90.0,169.0,,,,-372.0,2.0,-374.0,-53.0,,-736.0,,,
03/31/1998,641,243,231,92,,92,75,,,,75,,-410.0,-404.0,12.0,,,-416.0,,,0.0,0.0,0.0,,,,,-6.0,-200.0,-89.0,19.0,,,,-99.0,7.0,-106.0,-31.0,,31.0,,,
06/30/1998,468,158,277,28,,28,5,,,,5,,-416.0,-414.0,12.0,,,-426.0,,,0.0,0.0,0.0,,,,,-2.0,-116.0,-89.0,86.0,,,,-106.0,3.0,-109.0,-7.0,,-64.0,,,
09/30/1998,567,46,274,-39,,-39,286,,,,286,,-723.0,-720.0,12.0,,,-732.0,,,0.0,0.0,0.0,,,,,-3.0,153.0,-88.0,296.0,,,,-201.0,1.0,-202.0,146.0,,-3.0,,,
12/31/1998,-46,-210,672,-233,,-233,-275,,,,-275,,-435.0,-428.0,50.0,,,-478.0,,,0.0,0.0,0.0,,,,,-7.0,451.0,-87.0,560.0,,,,-104.0,2.0,-106.0,82.0,,-30.0,,,
03/31/1999,169,70,241,-18,,-18,-124,,,,-124,,-266.0,-264.0,104.0,,,-368.0,,,0.0,0.0,0.0,,,,,-2.0,209.0,-86.0,335.0,,,,-9.0,3.0,-12.0,-31.0,,112.0,9.0,80.0,
06/30/1999,519,68,201,131,,131,119,,,,119,,-593.0,-589.0,28.0,,,-617.0,,,0.0,0.0,0.0,,,,,-4.0,12.0,-86.0,95.0,,,,14.0,15.0,-1.0,-11.0,,-62.0,36.0,47.0,
09/30/1999,707,221,229,-5,,-5,262,,,,262,,-323.0,-323.0,43.0,,,-366.0,,,0.0,0.0,0.0,,,,,0.0,-351.0,-86.0,-240.0,,,,4.0,4.0,0.0,-29.0,,33.0,15.0,91.0,
12/31/1999,546,250,231,131,,131,-66,,,,-66,,-300.0,-289.0,50.0,,,-339.0,,,0.0,0.0,0.0,,,,,-11.0,-288.0,-86.0,-189.0,,,,2.0,2.0,0.0,-15.0,,-42.0,124.0,57.0,
03/31/2000,770,250,234,108,,108,178,,,,178,,-334.0,-292.0,7.0,,,-299.0,,,0.0,0.0,0.0,,,,,-42.0,-443.0,-86.0,-334.0,,,,2.0,2.0,0.0,-25.0,,-7.0,70.0,84.0,
06/30/2000,816,442,298,60,,60,16,,,,16,,-4749.0,-386.0,32.0,,,-418.0,,,0.0,0.0,0.0,,,,,-4363.0,4037.0,-87.0,4146.0,,,,10.0,10.0,0.0,-32.0,,104.0,193.0,51.0,
09/30/2000,1131,426,316,139,,139,250,,,,250,,-710.0,-590.0,63.0,,,-653.0,,,0.0,0.0,0.0,,,,,-120.0,-568.0,-86.0,-473.0,,,,15.0,15.0,0.0,-24.0,,-147.0,205.0,41.0,
12/31/2000,1297,744,331,121,,121,101,,,,101,,31.0,96.0,748.0,,,-652.0,,,0.0,0.0,0.0,,,,,-65.0,-1267.0,-87.0,-1147.0,,,,4.0,4.0,0.0,-37.0,,61.0,598.0,147.0,
03/31/2001,1255,516,322,89,119.0,-30,328,417.0,-174.0,-88.0,173,,-666.0,-644.0,12.0,,,-656.0,,,-17.0,0.0,-17.0,,,,,-5.0,-595.0,-87.0,-496.0,,,,4.0,4.0,0.0,-16.0,,-6.0,,,
06/30/2001,693,619,329,162,143.0,19,-417,,2.0,-155.0,-264,,-524.0,-530.0,228.0,,,-758.0,,,-7.0,0.0,-7.0,,,,,13.0,-225.0,-87.0,-137.0,,,,7.0,7.0,0.0,-8.0,,-56.0,,,
09/30/2001,1399,364,297,374,,374,364,,,,364,,-638.0,-682.0,0.0,,,-682.0,,,-1.0,0.0,-1.0,,,,,45.0,-649.0,-92.0,-545.0,,,,9.0,9.0,0.0,-21.0,,112.0,,,
12/31/2001,215,162,439,125,,125,-511,,,,-511,,-942.0,-968.0,16.0,,,-984.0,,,0.0,0.0,0.0,,,,,26.0,670.0,-137.0,799.0,,,,31.0,31.0,0.0,-23.0,,-57.0,577.0,145.0,
03/31/2002,579,-102,406,194,-77.0,271,81,-407.0,99.0,239.0,150,,-624.0,-612.0,45.0,,,-657.0,,,0.0,0.0,0.0,,,,,-12.0,73.0,-138.0,204.0,,,,25.0,25.0,0.0,-18.0,,28.0,40.0,69.0,
06/30/2002,530,351,419,189,157.0,32,-429,51.0,-59.0,192.0,-613,,-836.0,-842.0,44.0,,,-886.0,,,0.0,0.0,0.0,,,,,6.0,281.0,-137.0,725.0,,,,-293.0,8.0,-301.0,-14.0,,-25.0,-35.0,138.0,
09/30/2002,1877,-116,514,295,-33.0,328,1184,-140.0,-174.0,696.0,802,,196.0,-925.0,11.0,,,-936.0,,,0.0,0.0,0.0,,,,,1121.0,-2002.0,-138.0,-1432.0,,,,-296.0,4.0,-300.0,-136.0,,372.0,,,
12/31/2002,1983,-428,811,455,,455,1145,,,,1145,,-1321.0,-1172.0,715.0,,,-1887.0,,,0.0,0.0,0.0,,,,,-149.0,-872.0,-271.0,-587.0,,,,7.0,7.0,0.0,-21.0,,-210.0,,,
03/31/2003,3120,1221,859,404,243.0,161,636,-2.0,-140.0,971.0,-193,,-1012.0,-1183.0,125.0,,,-1308.0,,,-28.0,,-28.0,,,,,199.0,-1772.0,-271.0,-1569.0,,,,19.0,19.0,,49.0,,336.0,199.0,79.0,
06/30/2003,2146,1187,857,135,253.0,-118,-33,31.0,-283.0,156.0,63,,-1104.0,-1091.0,466.0,,,-1557.0,,,0.0,0.0,0.0,,,,,-13.0,-935.0,-272.0,-709.0,,,,14.0,14.0,0.0,32.0,,107.0,1132.0,385.0,
09/30/2003,2058,1306,858,-206,-163.0,-43,100,-41.0,203.0,,-62,,-597.0,-607.0,913.0,,,-1520.0,,,2.0,2.0,0.0,,,,,8.0,-1728.0,-272.0,-1514.0,,,,20.0,20.0,0.0,38.0,,-267.0,355.0,51.0,
12/31/2003,1988,1021,911,171,68.0,103,-115,,,,-115,,-785.0,-629.0,1155.0,,,-1784.0,,,0.0,0.0,0.0,,,,,-156.0,-1196.0,-292.0,-1019.0,,,,55.0,55.0,0.0,60.0,,7.0,1223.0,173.0,
03/31/2004,2073,1616,918,316,360.0,-44,-777,-1389.0,-401.0,694.0,319,,-1077.0,-1032.0,449.0,,,-1481.0,,,0.0,0.0,0.0,,,,,-45.0,-827.0,-294.0,-722.0,,,,112.0,112.0,0.0,77.0,,169.0,373.0,13.0,
06/30/2004,2276,2075,912,465,310.0,155,-1176,-605.0,-710.0,1045.0,-906,,-671.0,-679.0,905.0,,,-1584.0,,,0.0,0.0,0.0,,,,,8.0,-1460.0,-296.0,-1361.0,,,,95.0,95.0,0.0,102.0,,145.0,1452.0,305.0,
09/30/2004,4413,2006,938,-145,328.0,-473,1614,170.0,738.0,,706,,-1480.0,-1521.0,73.0,,,-1594.0,,,0.0,0.0,0.0,,,,,41.0,-474.0,-296.0,-221.0,,,,62.0,62.0,0.0,-19.0,,2459.0,966.0,6.0,
12/31/2004,3197,2432,1030,-3,27.0,-30,-262,1104.0,733.0,,-2099,,-4560.0,-4673.0,164.0,,,-4837.0,,,0.0,0.0,0.0,,,,,113.0,-513.0,-346.0,-471.0,,,,161.0,161.0,0.0,143.0,,-1876.0,1963.0,236.0,
03/31/2005,4089,2912,1041,-752,123.0,-875,888,-954.0,-903.0,1744.0,1001,,-1710.0,-1735.0,87.0,,,-1822.0,,,0.0,0.0,0.0,,,,,25.0,-1345.0,-348.0,-986.0,,,,-39.0,155.0,-194.0,28.0,,1034.0,682.0,42.0,
06/30/2005,2768,3142,985,-135,369.0,-504,-1224,695.0,-377.0,,-1542,,-2900.0,-2904.0,221.0,,,-3125.0,,,0.0,0.0,0.0,,,,,4.0,-748.0,-432.0,-13.0,,,,-274.0,108.0,-382.0,-29.0,,-880.0,2999.0,227.0,
09/30/2005,6096,3804,1049,66,261.0,-195,1177,-1490.0,5.0,,2662,,-3384.0,-3326.0,300.0,,,-3626.0,,,0.0,0.0,0.0,,,,,-58.0,-1450.0,-430.0,-513.0,,,,-475.0,114.0,-589.0,-32.0,,1262.0,1315.0,31.0,
12/31/2005,4675,3679,1178,413,348.0,65,-595,0.0,1093.0,,-1688,,-3022.0,-2887.0,160.0,,,-3047.0,,,0.0,0.0,0.0,,,,,-135.0,-2242.0,-429.0,-1038.0,,,,-734.0,25.0,-759.0,-41.0,,-589.0,3511.0,198.0,
03/31/2006,4800,3291,1180,-7,168.0,-175,336,550.0,-1304.0,108.0,982,,-18814.0,-4509.0,5.0,,,-4514.0,,,0.0,0.0,0.0,,,,,-14305.0,14808.0,-496.0,15324.0,,,,40.0,40.0,0.0,-60.0,,794.0,1393.0,12.0,
06/30/2006,4844,5186,1965,-771,-390.0,-381,-1536,240.0,-863.0,,-913,,-3579.0,-3334.0,68.0,,,-3402.0,,,0.0,0.0,0.0,,,,,-245.0,-3619.0,-595.0,-2756.0,,,,-361.0,64.0,-425.0,93.0,,-2354.0,4442.0,315.0,
09/30/2006,6235,3876,2137,349,495.0,-146,-127,-618.0,245.0,,246,,-3676.0,-3424.0,173.0,,,-3597.0,,,-115.0,,-115.0,,,,,-137.0,-2517.0,-593.0,-1630.0,,,,-209.0,41.0,-250.0,-85.0,,42.0,3478.0,187.0,
12/31/2006,5637,3197,2002,745,-10.0,755,-307,-906.0,1093.0,,-494,,-3924.0,-3784.0,299.0,,,-4083.0,,,0.0,274.0,-274.0,,,,,-140.0,-1592.0,-593.0,-706.0,,,,-175.0,75.0,-250.0,-118.0,,121.0,3737.0,444.0,
03/31/2007,6873,3546,2024,-847,77.0,-924,2150,289.0,-686.0,1539.0,1008,,-1648.0,-1504.0,1343.0,,,-2847.0,,,0.0,0.0,0.0,,,,,-144.0,-5182.0,-674.0,-3491.0,,,,-960.0,40.0,-1000.0,-57.0,,43.0,1199.0,115.0,
06/30/2007,4766,301,2016,4079,103.0,3976,-1630,-79.0,415.0,,-1966,,-1725.0,-1628.0,872.0,,,-2500.0,,,0.0,0.0,0.0,,,,,-97.0,-2490.0,-668.0,-865.0,,,,-859.0,141.0,-1000.0,-98.0,,551.0,4326.0,417.0,
09/30/2007,5991,3673,2052,-468,-125.0,-343,734,-210.0,-63.0,,1007,,-1836.0,-1718.0,842.0,,,-2560.0,,,0.0,0.0,0.0,,,,,-118.0,-4187.0,-667.0,-961.0,,,,-2431.0,70.0,-2501.0,-128.0,,-32.0,2444.0,118.0,
12/31/2007,6920,4371,2206,-153,-212.0,59,496,-2492.0,1101.0,,1887,,-3353.0,-3369.0,515.0,,,-3884.0,,,0.0,0.0,0.0,,,,,16.0,-3490.0,-652.0,-202.0,,,,-2466.0,34.0,-2500.0,-170.0,,77.0,3361.0,390.0,
03/31/2008,6587,4139,2209,-1085,-17.0,-1068,1324,-725.0,-2783.0,2822.0,2010,,-3012.0,-2952.0,370.0,,,-3322.0,,,0.0,0.0,0.0,,,,,-60.0,-3608.0,-730.0,-202.0,,,,-2489.0,7.0,-2496.0,-187.0,,-33.0,1649.0,86.0,
06/30/2008,5434,5439,2178,-680,28.0,-708,-1503,-2900.0,246.0,2659.0,-1508,,-3410.0,-3327.0,71.0,,,-3398.0,,,0.0,0.0,0.0,,,,,-83.0,-2660.0,-719.0,426.0,,,,-2334.0,178.0,-2512.0,-33.0,,-636.0,4756.0,312.0,
09/30/2008,7515,5188,2361,-391,48.0,-439,357,3625.0,-172.0,,-3096,,-3736.0,-3527.0,288.0,,,-3815.0,,,0.0,0.0,0.0,,,,,-209.0,-3450.0,-710.0,183.0,,,,-2495.0,0.0,-2495.0,-428.0,,329.0,3845.0,77.0,
12/31/2008,3122,-31764,2264,33819,-487.0,34306,-1197,4225.0,1388.0,,-6810,,-7458.0,-7653.0,911.0,,,-8564.0,,,0.0,0.0,0.0,,,,,195.0,3975.0,-695.0,5353.0,,,,-733.0,13.0,-746.0,50.0,,-361.0,2872.0,383.0,
03/31/2009,1885,800,2230,-296,-221.0,-75,-849,1860.0,-1454.0,-529.0,-726,0.0,-2926.0,-2820.0,86.0,86.0,0.0,-2906.0,-2906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.0,1011.0,-696.0,1931.0,,,,-21.0,0.0,-21.0,-203.0,77.0,47.0,1346.0,95.0,
06/30/2009,2567,859,2347,-238,-382.0,144,-401,-1795.0,481.0,1549.0,-636,0.0,-2582.0,-2526.0,146.0,146.0,0.0,-2672.0,-2672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.0,89.0,-697.0,989.0,,,,0.0,0.0,0.0,-203.0,12.0,86.0,1925.0,321.0,
09/30/2009,2933,1470,2327,-937,-269.0,-668,73,-159.0,-53.0,-110.0,395,0.0,-1921.0,-1892.0,706.0,706.0,0.0,-2598.0,-2598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-1268.0,-697.0,104.0,,,,10.0,10.0,0.0,-685.0,9.0,-247.0,1536.0,231.0,
12/31/2009,5094,1285,2391,779,-243.0,1022,639,-1012.0,1346.0,702.0,-397,0.0,-2506.0,-2353.0,332.0,332.0,0.0,-2685.0,-2685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153.0,-2687.0,-742.0,-1795.0,,,,24.0,24.0,0.0,-174.0,0.0,-99.0,1834.0,351.0,
03/31/2010,3040,2098,2318,-397,-35.0,-362,-979,677.0,-2439.0,396.0,387,0.0,-2157.0,-1939.0,132.0,132.0,0.0,-2071.0,-2071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-218.0,-574.0,-744.0,-15.0,,,,9.0,9.0,0.0,176.0,4.0,313.0,1596.0,322.0,
06/30/2010,3475,4164,2280,-3063,-508.0,-2555,94,-6.0,38.0,-502.0,564,0.0,3840.0,3802.0,5811.0,5811.0,0.0,-2009.0,-2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,-4066.0,-816.0,-2717.0,,,,-364.0,26.0,-390.0,-169.0,16.0,3265.0,2329.0,338.0,
09/30/2010,4339,3055,2246,-1616,-392.0,-1224,654,-348.0,-497.0,507.0,992,0.0,4101.0,3999.0,6290.0,6290.0,0.0,-2291.0,-2291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,-4687.0,-816.0,-2838.0,,,,-844.0,24.0,-868.0,-189.0,123.0,3876.0,2097.0,336.0,
12/31/2010,6191,2041,2216,-164,57.0,-221,2098,-2750.0,2535.0,2486.0,-173,0.0,-1119.0,-251.0,3139.0,3139.0,0.0,-3390.0,-3390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-868.0,-3492.0,-799.0,6.0,,,,-2534.0,74.0,-2608.0,-165.0,-122.0,1458.0,2452.0,214.0,
03/31/2011,1947,3028,2070,-1061,87.0,-1148,-2090,-681.0,-2669.0,1753.0,-493,0.0,-2211.0,-1097.0,1787.0,1787.0,0.0,-2884.0,-2884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1114.0,-3061.0,-944.0,-373.0,,,,-1561.0,75.0,-1636.0,-183.0,43.0,-3282.0,2722.0,286.0,
06/30/2011,6274,3402,1624,329,-128.0,457,895,-125.0,2762.0,-1206.0,-536,-14.0,-2683.0,-2430.0,76.0,76.0,0.0,-2506.0,-2506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.0,-4235.0,-917.0,-5.0,,,,-3125.0,24.0,-3149.0,-174.0,-23.0,-667.0,2626.0,202.0,
09/30/2011,5613,2616,1194,1149,-286.0,1435,1196,871.0,1689.0,-1663.0,299,-21.0,-3245.0,-2965.0,5.0,5.0,0.0,-2970.0,-2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-444.0,-4322.0,-900.0,-27.0,,,,-3189.0,10.0,-3199.0,-185.0,-114.0,-2068.0,1693.0,244.0,
12/31/2011,5812,3390,1939,297,667.0,-370,-711,-1003.0,-1863.0,2413.0,-258,7.0,1124.0,-2530.0,324.0,324.0,0.0,-2854.0,-2854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507.0,-4687.0,-871.0,-529.0,,,,-3152.0,0.0,-3152.0,-142.0,94.0,2343.0,3244.0,187.0,
03/31/2012,4182,2937,1571,142,131.0,11,196,166.0,83.0,-55.0,2,-318.0,-3010.0,-2716.0,1102.0,1102.0,0.0,-3818.0,-3818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,-3270.0,-843.0,-47.0,,,,-1863.0,36.0,-1899.0,-199.0,25.0,-2073.0,1308.0,228.0,
06/30/2012,2350,2267,1580,-434,284.0,-718,-766,-552.0,-59.0,250.0,-405,-1701.0,-2915.0,-3159.0,464.0,464.0,0.0,-3623.0,-3623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,-2081.0,-818.0,831.0,,,,-3041.0,9.0,-3050.0,2648.0,-17.0,-2663.0,3137.0,155.0,
09/30/2012,3520,1798,1650,362,396.0,-34,-297,-1376.0,-23.0,829.0,273,,-2773.0,-2757.0,522.0,522.0,0.0,-3279.0,-3279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,-532.0,-808.0,-1967.0,,,,-111.0,38.0,-149.0,2354.0,9.0,224.0,1565.0,213.0,
12/31/2012,3870,1426,1779,636,586.0,50,-372,-62.0,207.0,209.0,-726,,-2929.0,-3408.0,44.0,44.0,0.0,-3452.0,-3452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,1402.0,-809.0,614.0,,,,55.0,55.0,0.0,1542.0,7.0,2350.0,2558.0,128.0,
03/31/2013,4730,2139,1807,-191,241.0,-432,982,249.0,-177.0,528.0,382,,-2433.0,-2257.0,1134.0,1134.0,0.0,-3391.0,-3391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-330.0,-815.0,-48.0,,,,-10.0,0.0,-10.0,543.0,-163.0,1804.0,1199.0,157.0,
06/30/2013,3741,2050,1832,488,443.0,45,-684,410.0,-2.0,-134.0,-958,0.0,-3415.0,-3163.0,542.0,542.0,0.0,-3705.0,-3705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.0,-1845.0,-814.0,-850.0,,,,5.0,5.0,0.0,-186.0,6.0,-1513.0,1662.0,102.0,
09/30/2013,3705,2480,1902,-551,458.0,-1009,-175,163.0,-122.0,-70.0,-146,,-2718.0,-2686.0,1499.0,1499.0,0.0,-4185.0,-4185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,-1085.0,-852.0,-48.0,,,,17.0,17.0,0.0,-202.0,72.0,-26.0,1189.0,189.0,
12/31/2013,3911,2487,1893,495,169.0,326,-20,-78.0,23.0,-86.0,121,,2315.0,2789.0,7045.0,7045.0,0.0,-4256.0,-4256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-410.0,-3873.0,-853.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,-3028.0,10.0,2363.0,860.0,118.0,
03/31/2014,6336,2123,1892,1669,230.0,1439,614,-290.0,-27.0,353.0,578,,-3698.0,-3847.0,48.0,48.0,0.0,-3895.0,-3895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,-1354.0,-855.0,-450.0,,,,-32.0,0.0,-32.0,-17.0,-10.0,1274.0,667.0,199.0,
06/30/2014,3562,2081,2070,126,403.0,-277,-738,370.0,-76.0,-366.0,-666,0.0,-4205.0,-4231.0,15.0,15.0,0.0,-4246.0,-4246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,-789.0,-856.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,-11.0,54.0,-1378.0,1654.0,112.0,
09/30/2014,3871,2704,2096,212,391.0,-179,-90,554.0,-59.0,-568.0,-17,0.0,-3502.0,-3217.0,1371.0,1371.0,0.0,-4588.0,-4588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-275.0,-973.0,-907.0,-55.0,,,,-19.0,32.0,-51.0,8.0,-130.0,-734.0,1038.0,180.0,
12/31/2014,2811,-39,2271,1023,-315.0,1338,-444,593.0,-31.0,-382.0,-624,0.0,-3571.0,-4187.0,169.0,169.0,0.0,-4356.0,-4356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,542.0,-907.0,1485.0,,,,8.0,8.0,0.0,-44.0,-128.0,-346.0,844.0,178.0,
03/31/2015,2068,272,2131,-280,-637.0,357,-55,1368.0,77.0,-1104.0,-396,0.0,-3314.0,-3159.0,173.0,173.0,0.0,-3332.0,-3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155.0,-1019.0,-910.0,-57.0,,,,-34.0,0.0,-34.0,-18.0,-133.0,-2398.0,-253.0,197.0,
06/30/2015,1974,-179,2329,158,35.0,123,-334,51.0,-35.0,-254.0,-96,0.0,-2466.0,-2286.0,121.0,121.0,0.0,-2407.0,-2407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,1555.0,-909.0,2493.0,,,,-12.0,0.0,-12.0,-17.0,86.0,1149.0,425.0,202.0,
09/30/2015,1934,-1071,2271,143,-682.0,825,591,494.0,117.0,-260.0,240,0.0,-2249.0,-2145.0,29.0,29.0,0.0,-2174.0,-2174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.0,-990.0,-922.0,-30.0,,,,-23.0,0.0,-23.0,-15.0,-95.0,-1400.0,204.0,234.0,
