Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2012,68245.0,714.0,714.0,0,1333.0,1333.0,0.0,374.0,,,,,1253.0,709.0,298.0,,,353.0,3674.0,30996.0,36274.0,-5278.0,5804.0,5804.0,0.0,27771.0,24803.0,23632.0,1171.0,,2259.0,64571.0,,1875.0,1248.0,0.0,513.0,114.0,2401.0,0.0,0.0,0.0,,2401.0,952.0,0.0,133.0,872,5228.0,29409.0,29409.0,0.0,0.0,,9508.0,0.0,552.0,4071.0,4752.0,38917.0,44145.0,0,14927.0,10.0,14917.0,0,-943.0,-118.0,13866.0,10234.0,24100.0,68245.0,
03/31/2013,68308.0,1106.0,1106.0,0,1290.0,1290.0,0.0,389.0,,,,,901.0,618.0,32.0,,,308.0,3686.0,31201.0,,,5773.0,5773.0,,27648.0,24720.0,23569.0,1151.0,,2310.0,64622.0,,2602.0,1111.0,,377.0,1114.0,2876.0,0.0,,,,2876.0,104.0,,116.0,0,5582.0,29065.0,29065.0,,,,9353.0,,,4219.0,5018.0,38418.0,44000.0,0,14867.0,10.0,14857.0,0,-1035.0,-157.0,13675.0,10633.0,24308.0,68308.0,
06/30/2013,74120.0,1017.0,1017.0,0,1488.0,1488.0,0.0,428.0,,,,,839.0,402.0,32.0,,,382.0,3772.0,34599.0,,,6085.0,6085.0,,29664.0,26978.0,24493.0,2485.0,,2284.0,70348.0,,3286.0,1326.0,,539.0,1421.0,3964.0,0.0,,,,3964.0,83.0,,158.0,0,7333.0,29345.0,29345.0,,,,8903.0,,,4113.0,4632.0,38248.0,45581.0,0,14955.0,10.0,14945.0,0,-1153.0,-148.0,13654.0,14885.0,28539.0,74120.0,
09/30/2013,74575.0,816.0,816.0,0,1420.0,1420.0,0.0,435.0,,,,,920.0,280.0,,,,339.0,3591.0,35275.0,,,6044.0,6044.0,,29665.0,26968.0,24494.0,2474.0,,2417.0,70984.0,,1818.0,1427.0,,391.0,,2973.0,0.0,,,,2973.0,1624.0,,208.0,1518,6415.0,30914.0,30914.0,,,,8944.0,,,4314.0,4422.0,39858.0,46273.0,0,14646.0,10.0,14636.0,0,-1284.0,-97.0,13265.0,15037.0,28302.0,74575.0,
12/31/2013,75185.0,598.0,598.0,0,1721.0,1721.0,0.0,430.0,,,,,1119.0,241.0,0.0,,,436.0,3868.0,35847.0,42604.0,-6757.0,5951.0,5951.0,,29519.0,26942.0,24504.0,2438.0,,2336.0,71317.0,,2825.0,1676.0,0.0,565.0,584.0,2306.0,0.0,0.0,0.0,,2306.0,944.0,0.0,219.0,852,6075.0,33887.0,33887.0,0.0,0.0,,6938.0,0.0,230.0,4651.0,1838.0,40825.0,46900.0,0,14489.0,10.0,14479.0,0,-1372.0,-24.0,13093.0,15192.0,28285.0,75185.0,
03/31/2014,76054.0,513.0,513.0,0,1645.0,1645.0,0.0,417.0,,,,,1087.0,200.0,,,,496.0,3662.0,36952.0,,,5962.0,5962.0,,29478.0,26966.0,24563.0,2403.0,,2312.0,72392.0,,2619.0,1575.0,,411.0,633.0,2412.0,0.0,,,,2412.0,1037.0,,165.0,928,6068.0,32830.0,32830.0,,,,8722.0,,,4599.0,3958.0,41552.0,47620.0,0,14372.0,10.0,14362.0,0,-1510.0,-62.0,12800.0,15634.0,28434.0,76054.0,
06/30/2014,76364.0,363.0,363.0,0,1633.0,1633.0,0.0,460.0,,,,,911.0,219.0,,,,479.0,3367.0,37607.0,,,5862.0,5862.0,,29528.0,27020.0,24653.0,2367.0,,2289.0,72997.0,,2753.0,1501.0,,600.0,652.0,2623.0,0.0,,,,2623.0,1111.0,,161.0,955,6487.0,32548.0,32548.0,,,,8674.0,,,4554.0,3959.0,41222.0,47709.0,0,14349.0,10.0,14339.0,0,-1661.0,-68.0,12620.0,16035.0,28655.0,76364.0,
09/30/2014,77118.0,472.0,472.0,0,1696.0,1696.0,0.0,461.0,,,,,857.0,194.0,,,,454.0,3486.0,38100.0,,,6041.0,6041.0,,29491.0,26979.0,24642.0,2337.0,,2318.0,73632.0,,2648.0,1543.0,,421.0,684.0,2307.0,0.0,,,,2307.0,1130.0,,119.0,1061,6085.0,35636.0,35636.0,,,,6628.0,,,4605.0,1904.0,42264.0,48349.0,0,14371.0,10.0,14361.0,0,-1776.0,-50.0,12545.0,16224.0,28769.0,77118.0,
12/31/2014,83049.0,315.0,315.0,0,1641.0,1641.0,0.0,459.0,,,,,1337.0,462.0,,5651.0,,746.0,3752.0,38564.0,46933.0,-8369.0,6036.0,6036.0,,34697.0,26956.0,24654.0,2302.0,173.0,1455.0,79297.0,,2608.0,1588.0,,637.0,383.0,2717.0,0.0,0.0,0.0,,2717.0,1037.0,0.0,16.0,944,6362.0,38312.0,38312.0,0.0,0.0,,3949.0,0.0,813.0,,3120.0,42261.0,48623.0,0,36199.0,21.0,36178.0,0,-2106.0,-17.0,34076.0,350.0,34426.0,83049.0,
03/31/2015,86164.0,259.0,259.0,0,1420.0,1420.0,0.0,453.0,,,,,1157.0,548.0,,5545.0,,540.0,3289.0,40289.0,,,6011.0,6011.0,,36575.0,28669.0,24907.0,3762.0,,1813.0,82875.0,,2330.0,1393.0,,538.0,399.0,3435.0,0.0,,,,3435.0,1019.0,,35.0,868,6784.0,39733.0,39733.0,,,,4288.0,,,,4253.0,44021.0,50805.0,0,37861.0,22.0,37839.0,0,-2639.0,-193.0,35029.0,330.0,35359.0,86164.0,
06/30/2015,85610.0,163.0,163.0,0,1349.0,1349.0,0.0,474.0,,,,,950.0,371.0,,5409.0,,493.0,2936.0,40586.0,,,6028.0,6028.0,,36060.0,28642.0,24965.0,3677.0,,1638.0,82674.0,,2313.0,1293.0,,669.0,351.0,3154.0,0.0,,,,3154.0,1032.0,,107.0,916,6499.0,39776.0,39776.0,,,,3830.0,,,,3723.0,43606.0,50105.0,0,38813.0,22.0,38791.0,0,-3350.0,-291.0,35172.0,333.0,35505.0,85610.0,
09/30/2015,85677.0,179.0,179.0,0,1404.0,1404.0,0.0,445.0,,,,,1039.0,608.0,,5327.0,,460.0,3067.0,40608.0,,,5943.0,5943.0,,36059.0,28571.0,24952.0,3619.0,,1553.0,82610.0,,2111.0,1226.0,,563.0,322.0,3003.0,0.0,,,,3003.0,1077.0,,27.0,996,6191.0,39775.0,39775.0,,,,3869.0,,,,3842.0,43644.0,49835.0,0,40084.0,22.0,40062.0,0,-4242.0,-328.0,35514.0,328.0,35842.0,85677.0,
12/31/2015,84104.0,229.0,229.0,0,1315.0,1315.0,0.0,407.0,,,,,873.0,517.0,0.0,5323.0,,366.0,2824.0,40547.0,51398.0,-10851.0,6040.0,6040.0,,34693.0,27341.0,23790.0,3551.0,139.0,1373.0,81280.0,,2317.0,1324.0,0.0,695.0,298.0,821.0,0.0,0.0,0.0,,821.0,927.0,0.0,60.0,879,4065.0,40732.0,40732.0,0.0,0.0,,3904.0,0.0,911.0,0.0,2933.0,44636.0,48701.0,0,41683.0,22.0,41661.0,0,-6103.0,-461.0,35119.0,284.0,35403.0,84104.0,
03/31/2016,84229.0,175.0,175.0,0,1203.0,1203.0,0.0,364.0,,,,,739.0,838.0,0.0,5103.0,,285.0,2481.0,41042.0,,,6035.0,6035.0,,34671.0,27297.0,23801.0,3496.0,,1433.0,81748.0,,1799.0,1017.0,,506.0,276.0,1702.0,0.0,,,,1702.0,895.0,,2.0,848,4396.0,40193.0,40193.0,,,,4094.0,,,,4092.0,44287.0,48683.0,1600,40100.0,22.0,40078.0,0,-6106.0,-414.0,35180.0,366.0,35546.0,84229.0,
06/30/2016,84317.0,180.0,180.0,0,1278.0,1278.0,0.0,361.0,,,,,651.0,859.0,,4975.0,,338.0,2470.0,41199.0,,,6202.0,6202.0,,34446.0,27242.0,23802.0,3440.0,,1370.0,81847.0,,2122.0,1087.0,,630.0,405.0,3419.0,0.0,,,,3419.0,1025.0,,30.0,955,6566.0,38213.0,38213.0,,,,4065.0,,,,4035.0,42278.0,48844.0,1600,40118.0,22.0,40096.0,0,-6053.0,-554.0,35111.0,362.0,35473.0,84317.0,
09/30/2016,81604.0,357.0,357.0,0,1282.0,1282.0,0.0,325.0,,,,,1399.0,766.0,,4595.0,,1118.0,3363.0,38780.0,,,7358.0,7358.0,,32103.0,25547.0,22163.0,3384.0,,1195.0,78241.0,,2388.0,1192.0,278.0,505.0,413.0,2944.0,0.0,,,,2944.0,712.0,,19.0,668,6044.0,36808.0,36808.0,,,,3784.0,,,,3765.0,40592.0,46636.0,1600,40123.0,22.0,40101.0,0,-6560.0,-557.0,34606.0,362.0,34968.0,81604.0,
12/31/2016,80305.0,684.0,684.0,0,1370.0,1370.0,0.0,357.0,,,,,818.0,276.0,,4352.0,180.0,440.0,3229.0,38705.0,51011.0,-12306.0,7027.0,7027.0,,31344.0,25470.0,22152.0,3318.0,153.0,1093.0,77076.0,,2143.0,1257.0,,625.0,261.0,2696.0,0.0,0.0,0.0,,2696.0,1085.0,0.0,106.0,992,5924.0,36205.0,36205.0,0.0,0.0,,3374.0,0.0,1002.0,,2266.0,39579.0,45503.0,1600,40161.0,22.0,40139.0,0,-6669.0,-661.0,34431.0,371.0,34802.0,80305.0,
03/31/2017,79793.0,396.0,396.0,0,1263.0,1263.0,0.0,380.0,,,,,636.0,263.0,,4064.0,177.0,246.0,2675.0,39023.0,,,7136.0,7136.0,,30959.0,25417.0,22154.0,3263.0,,1215.0,77118.0,,1922.0,1214.0,,444.0,264.0,3928.0,0.0,,,,3928.0,839.0,,70.0,777,6689.0,34385.0,34385.0,,,,3714.0,,,,3644.0,38099.0,44788.0,1600,40178.0,22.0,40156.0,0,-6540.0,-593.0,34645.0,360.0,35005.0,79793.0,
06/30/2017,80203.0,452.0,452.0,0,1184.0,1184.0,0.0,438.0,,,,,652.0,375.0,,3619.0,169.0,253.0,2726.0,39423.0,,,7442.0,7442.0,,30612.0,25367.0,22159.0,3208.0,,1251.0,77477.0,,2261.0,1353.0,,573.0,335.0,3224.0,0.0,,,,3224.0,878.0,,33.0,845,6363.0,34000.0,34000.0,,,,3626.0,,,,3593.0,37626.0,43989.0,1600,40514.0,22.0,40492.0,0,-6482.0,-483.0,35149.0,1065.0,36214.0,80203.0,
09/30/2017,80351.0,539.0,539.0,0,1194.0,1194.0,0.0,428.0,428.0,0.0,0.0,0.0,452.0,1.0,,3432.0,20.0,257.0,2613.0,39867.0,,,7484.0,7484.0,,30387.0,25317.0,22164.0,3153.0,,1637.0,77738.0,,2077.0,1358.0,,442.0,277.0,3156.0,0.0,,,,3156.0,941.0,,1.0,900,6174.0,34069.0,34069.0,,,,3584.0,,,,3583.0,37653.0,43827.0,1600,40523.0,22.0,40501.0,0,-6429.0,-469.0,35225.0,1299.0,36524.0,80351.0,
12/31/2017,79055.0,264.0,264.0,0,1448.0,1448.0,0.0,424.0,,,,,579.0,344.0,,2044.0,165.0,300.0,2715.0,40155.0,54330.0,-14175.0,7298.0,7298.0,,28887.0,25261.0,22162.0,3099.0,198.0,1040.0,76340.0,,2252.0,1340.0,0.0,621.0,291.0,2828.0,0.0,0.0,0.0,,2828.0,1101.0,0.0,86.0,1021,6181.0,34088.0,34088.0,0.0,0.0,,3662.0,0.0,959.0,0.0,2617.0,37750.0,43931.0,1600,40331.0,22.0,40309.0,0,-7754.0,-541.0,33636.0,1488.0,35124.0,79055.0,
03/31/2018,79011.0,294.0,294.0,0,1349.0,1349.0,0.0,442.0,,,,,543.0,364.0,,1886.0,163.0,286.0,2628.0,40333.0,,,7420.0,7420.0,,28630.0,25201.0,22157.0,3044.0,,1179.0,76383.0,,1937.0,1221.0,,409.0,307.0,2494.0,0.0,,,,2494.0,998.0,,191.0,863,5429.0,34823.0,34823.0,,,,3101.0,,,,2910.0,37924.0,43353.0,1600,40099.0,22.0,40077.0,0,-7365.0,-667.0,33667.0,1991.0,35658.0,79011.0,
06/30/2018,78315.0,271.0,271.0,0,1357.0,1357.0,0.0,420.0,,,,,586.0,258.0,,1953.0,163.0,330.0,2634.0,39905.0,,,7293.0,7293.0,,28483.0,25142.0,22153.0,2989.0,,1130.0,75681.0,,2159.0,1269.0,,584.0,306.0,2132.0,0.0,,,,2132.0,1088.0,,239.0,886,5379.0,34740.0,34740.0,,,,3121.0,,,,2882.0,37861.0,43240.0,1600,40118.0,22.0,40096.0,0,-7993.0,-690.0,33035.0,2040.0,35075.0,78315.0,
09/30/2018,79063.0,3459.0,3459.0,0,1384.0,1384.0,0.0,383.0,,,,,540.0,229.0,,1874.0,161.0,328.0,5766.0,37795.0,,,7432.0,7432.0,,28070.0,24900.0,21965.0,2935.0,,1067.0,73297.0,,1795.0,1307.0,,399.0,89.0,2337.0,0.0,,,,2337.0,1357.0,,374.0,1086,5489.0,34725.0,34725.0,,,,2950.0,,,,2576.0,37675.0,43164.0,1600,40126.0,22.0,40104.0,0,-7744.0,-495.0,33487.0,2412.0,35899.0,79063.0,
12/31/2018,78866.0,3280.0,3280.0,0,1498.0,1498.0,0.0,385.0,,,,,559.0,291.0,,1566.0,0.0,299.0,5722.0,37897.0,53256.0,-15359.0,7481.0,7481.0,,27766.0,24845.0,21965.0,2880.0,190.0,874.0,73144.0,,2399.0,1337.0,483.0,579.0,0.0,3388.0,0.0,0.0,0.0,,3388.0,1770.0,0.0,78.0,1677,7557.0,33205.0,33205.0,0.0,0.0,,2907.0,0.0,912.0,0.0,1917.0,36112.0,43669.0,0,41724.0,23.0,41701.0,0,-7716.0,-330.0,33678.0,1519.0,35197.0,78866.0,
03/31/2019,76292.0,221.0,221.0,0,1310.0,1310.0,0.0,429.0,,,,,302.0,285.0,,1647.0,,245.0,2262.0,38483.0,,,7770.0,7770.0,,27777.0,24791.0,21965.0,2826.0,,1054.0,74030.0,,1637.0,1012.0,289.0,336.0,,2555.0,0.0,53.0,,53.0,2502.0,817.0,,51.0,635,5009.0,33116.0,32466.0,650.0,2.0,648.0,3006.0,,,,2955.0,36122.0,41131.0,0,41739.0,23.0,41716.0,0,-7619.0,-508.0,33612.0,1549.0,35161.0,76292.0,
06/30/2019,76695.0,213.0,213.0,0,1227.0,1227.0,0.0,450.0,,,,,410.0,350.0,,1487.0,0.0,300.0,2300.0,38553.0,,,8124.0,8124.0,,27718.0,24746.0,21964.0,2782.0,,1135.0,74395.0,,1729.0,900.0,298.0,531.0,,3105.0,0.0,51.0,,51.0,3054.0,825.0,,14.0,711,5659.0,32610.0,31946.0,664.0,2.0,662.0,3167.0,,,,3153.0,35777.0,41436.0,0,41757.0,23.0,41734.0,0,-7671.0,-448.0,33638.0,1621.0,35259.0,76695.0,
09/30/2019,76931.0,241.0,241.0,0,1273.0,1273.0,0.0,405.0,,,,,446.0,68.0,,1324.0,0.0,302.0,2365.0,38648.0,,,8387.0,8387.0,,27531.0,24693.0,21964.0,2729.0,,1446.0,74566.0,,1660.0,916.0,384.0,360.0,,4459.0,0.0,53.0,,53.0,4406.0,707.0,,4.0,652,6826.0,31610.0,30947.0,663.0,2.0,661.0,3220.0,,,,3216.0,34830.0,41656.0,0,41750.0,23.0,41727.0,0,-7733.0,-384.0,33633.0,1642.0,35275.0,76931.0,
12/31/2019,74157.0,1110.0,185.0,925,1370.0,1370.0,0.0,371.0,,,,,387.0,376.0,,857.0,0.0,303.0,3238.0,36748.0,53698.0,-16950.0,7759.0,7759.0,,26412.0,24127.0,21451.0,2676.0,231.0,821.0,70919.0,,1826.0,914.0,364.0,548.0,0.0,2517.0,0.0,40.0,,40.0,2477.0,757.0,0.0,9.0,701,5100.0,31172.0,30881.0,291.0,2.0,289.0,2996.0,0.0,833.0,0.0,2154.0,34168.0,39268.0,0,41768.0,23.0,41745.0,0,-7693.0,-333.0,33742.0,1147.0,34889.0,74157.0,
03/31/2020,73530.0,360.0,360.0,0,1186.0,1186.0,0.0,307.0,,,,,1243.0,816.0,,845.0,,795.0,3096.0,36041.0,,,7886.0,7886.0,,26507.0,23467.0,20851.0,2616.0,,1379.0,70434.0,,1384.0,752.0,295.0,337.0,,3540.0,0.0,,,,3540.0,684.0,,33.0,639,5608.0,29955.0,29955.0,,,,3710.0,,,,3677.0,33665.0,39273.0,0,41736.0,23.0,41713.0,0,-8568.0,-62.0,33106.0,1151.0,34257.0,73530.0,
06/30/2020,71784.0,526.0,526.0,0,1073.0,1073.0,0.0,336.0,,,,,555.0,808.0,,790.0,,260.0,2490.0,36027.0,,,7892.0,7892.0,,25375.0,22418.0,19851.0,2567.0,,1359.0,69294.0,,1534.0,698.0,335.0,501.0,,3006.0,0.0,,,,3006.0,662.0,,26.0,609,5202.0,29976.0,29976.0,,,,3714.0,,,,3688.0,33690.0,38892.0,0,41754.0,23.0,41731.0,0,-9802.0,-199.0,31753.0,1139.0,32892.0,71784.0,
