Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/26/1998,217.399994,,-90.599998,,126.799995,,-127.0,,,,-0.2,-8.4,,7.6,,,0.8,-8.6,2.1,-6.5,0.0,,,-6.5,0.0,-6.5,0.0,,-6.5,-6.5,,57.599998,-0.11,-0.11,-0.11,58.5,-0.11,-0.11,-0.11,
12/26/1998,313.700012,,-111.0,,202.700012,,-150.199997,,,,52.5,-3.2,,6.6,,,-3.4,49.3,-12.1,37.200001,0.0,,,37.2,0.0,37.200001,0.0,,37.200001,37.200001,,57.5,0.64,0.64,0.64,57.900002,0.64,0.64,0.64,
03/27/1999,250.899994,,-84.099998,,166.799995,,-137.699997,,,,29.1,-5.8,5.2,5.2,,0.0,0.6,23.300001,-5.5,17.799999,0.0,,,17.800001,0.0,17.799999,0.0,,17.799999,17.799999,,57.599998,0.31,0.31,0.31,57.799999,0.31,0.31,0.31,
06/26/1999,271.299988,,-93.099998,,178.199989,,-138.899994,,,,39.299999,-20.6,5.9,5.9,,0.0,14.7,18.699999,-4.4,14.3,0.0,,,14.299999,0.0,14.3,0.0,,14.3,14.3,,57.5,0.25,0.25,0.45,57.900002,0.25,0.25,0.45,
09/25/1999,211.899994,,-79.099998,,132.799995,,-121.699997,,,,11.1,-6.5,6.0,6.0,,0.0,0.5,4.6,-1.1,3.5,0.0,,,3.5,0.0,3.5,0.0,,3.5,3.5,,57.5,0.06,0.06,0.06,57.900002,0.06,0.06,0.06,
12/25/1999,309.700012,,-108.800003,,200.900009,,-138.5,,,,62.400002,-5.7,5.5,5.9,-0.4,0.0,0.2,56.700001,-13.3,43.400002,0.0,,,43.400001,0.0,43.400002,0.0,,43.400002,43.400002,,57.599998,0.75,0.75,0.77,57.799999,0.75,0.75,0.76,
04/01/2000,268.6,,-93.8,,174.8,0.0,-143.5,143.5,,0.0,31.3,-6.5,5.6,6.0,-0.4,,0.9,24.8,-5.6,19.2,,,,19.2,,19.2,0.0,0.0,19.2,19.2,,57.6,0.33,0.33,0.33,57.6,0.33,0.33,0.33,
07/01/2000,278.399994,,-93.5,,184.899994,,-142.800003,,,,42.099998,-4.6,4.7,4.7,,0.0,-0.1,37.499999,-8.4,29.1,0.0,,,29.099999,0.0,29.1,0.0,0.0,29.1,29.1,,57.700001,0.5,0.5,0.53,58.0,0.5,0.5,0.53,
09/30/2000,225.100006,,-74.800003,,150.300003,,-138.600006,,,,11.7,-5.6,5.6,5.6,,0.0,0.0,6.1,-1.4,4.7,0.0,,,4.7,0.0,4.7,0.0,,4.7,4.7,,57.700001,0.09,0.09,0.11,58.0,0.08,0.08,0.1,
12/30/2000,311.700012,,-96.300003,,215.400009,,-164.199997,,,,51.200001,-18.5,,6.6,,0.0,11.9,32.700001,-10.8,21.9,0.0,,,21.900001,0.0,21.9,0.0,0.0,21.9,21.9,,57.700001,0.38,0.38,0.71,58.0,0.38,0.38,0.71,
03/31/2001,263.700012,,-88.099998,,175.600014,,-144.5,,,,31.1,-8.3,6.7,7.3,-0.6,0.0,1.6,22.8,-4.9,17.9,0.0,,,17.9,0.0,17.9,0.0,0.0,17.9,17.9,,57.799999,0.31,0.31,0.34,58.900002,0.3,0.3,0.33,
06/30/2001,285.4,,-94.0,,191.4,,-150.7,,,,40.7,-5.4,4.9,5.9,-1.0,0.0,0.5,35.3,-7.6,27.7,0.0,,,27.7,0.0,27.7,0.0,0.0,27.7,27.7,,57.9,0.48,0.48,0.5,58.9,0.47,0.47,0.5,
09/29/2001,238.6,,-82.0,,156.6,,-147.6,,,,9.0,-21.8,5.7,6.3,-0.6,0.0,16.1,-12.8,0.2,-12.6,0.0,,,-12.6,0.0,-12.6,0.0,0.0,-12.6,-12.6,,58.0,-0.21,-0.21,0.12,58.0,-0.21,-0.21,0.12,
12/29/2001,326.700012,,-109.900002,,216.800011,,-167.600006,,,,49.200001,-12.3,,5.1,-0.7,0.0,7.9,36.900001,-8.4,28.5,0.0,,,28.500001,0.0,28.5,0.0,0.0,28.5,28.5,,58.700001,0.48,0.48,0.65,58.700001,0.48,0.48,0.65,
03/30/2002,251.899994,,-79.800003,,172.099991,,-147.199997,,,,24.9,-5.8,,5.2,-0.5,0.0,1.1,19.1,-3.5,15.6,0.0,,,15.6,0.0,15.6,0.0,0.0,15.6,15.6,,58.099998,0.27,0.27,0.28,58.700001,0.27,0.27,0.28,
06/29/2002,286.100006,,-94.699997,,191.400009,,-155.199997,,,,36.200001,4.7,,5.7,-0.6,0.0,-9.8,40.900001,-8.9,32.0,0.0,,,32.000001,0.0,32.0,0.0,0.0,32.0,32.0,,58.299999,0.55,0.55,0.44,58.299999,0.54,0.54,0.43,
09/28/2002,244.300003,,-82.800003,,161.5,,-148.600006,,,,12.9,-2.9,5.5,6.1,-0.6,0.0,-2.6,10.0,-2.0,8.0,0.0,,,8.0,0.0,8.0,0.0,0.0,8.0,8.0,,58.299999,0.14,0.14,0.09,58.5,0.14,0.14,0.09,
12/28/2002,321.2,,-105.3,,215.9,,-174.2,,,,41.7,5.7,6.5,7.0,-0.5,0.0,-12.2,47.4,-12.9,34.5,0.0,,,34.5,0.0,34.5,0.0,0.0,34.5,34.5,,58.4,0.59,0.59,0.5,58.4,0.59,0.59,0.5,
03/29/2003,271.5,,-89.300003,,182.199997,,-164.800003,,,,17.4,-9.2,4.4,5.0,-0.6,0.0,4.8,8.2,-1.8,6.4,0.0,,,6.4,0.0,6.4,0.0,0.0,6.4,6.4,,58.299999,0.11,0.11,0.11,58.400002,0.11,0.11,0.11,
06/28/2003,310.0,,-108.599998,,201.400002,,-179.399994,,,,22.0,-3.8,2.1,2.5,-0.4,0.0,1.7,18.2,-4.1,14.1,0.0,,,14.1,0.0,14.1,0.0,0.0,14.1,14.1,,58.400002,0.24,0.24,0.22,58.400002,0.24,0.24,0.22,
09/27/2003,249.199997,,-88.5,,160.699997,,-156.399994,,,,4.3,-5.4,3.7,4.1,-0.4,0.0,1.7,-1.1,1.1,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.400002,0.0,0.0,0.0,58.5,0.0,0.0,0.0,
12/27/2003,344.100006,,-121.599998,,222.500008,,-176.800003,,,,45.700001,-14.4,3.6,4.0,-0.4,0.0,10.8,31.300001,-3.9,27.4,0.0,,,27.400001,0.0,27.4,0.0,0.0,27.4,27.4,,58.5,0.47,0.47,0.5,58.5,0.47,0.47,0.5,
03/27/2004,296.4,,-100.1,,196.3,,-176.8,,,,19.5,-1.0,2.7,3.2,-0.5,0.0,-1.7,18.5,-4.0,14.5,0.0,,,14.5,0.0,14.5,0.0,0.0,14.5,14.5,,58.4,0.25,0.25,0.23,58.8,0.25,0.25,0.23,
06/26/2004,302.1,,-99.7,,202.4,,-169.1,,,,33.3,-4.5,3.2,3.7,-0.5,0.0,1.3,28.8,-5.1,23.7,0.0,,,23.7,0.0,23.7,0.0,0.0,23.7,23.7,,58.4,0.4,0.4,0.41,58.9,0.4,0.4,0.41,
09/25/2004,259.3,,-90.9,,168.4,,-158.3,,,,10.1,3.9,3.3,3.7,-0.4,0.0,-7.2,14.0,-1.1,12.9,0.0,,,12.9,0.0,12.9,0.0,0.0,12.9,12.9,,58.4,0.23,0.23,0.23,58.7,0.22,0.22,0.22,
12/25/2004,357.7,,-128.1,,229.6,,-182.4,,,,50.2,-6.5,3.8,4.3,-0.5,0.0,2.7,43.7,-4.9,35.8,0.0,,,38.8,0.0,35.8,0.0,0.0,35.8,35.8,,58.4,0.61,0.61,0.64,58.9,0.61,0.61,0.64,
04/02/2005,326.4,,-114.5,,211.9,,-175.6,,,,36.3,-6.5,3.7,4.3,-0.6,0.0,2.8,29.8,-5.9,23.9,0.0,,,23.9,0.0,23.9,0.0,0.0,23.9,23.9,,58.9,0.41,0.41,0.4355,59.8,0.4,0.4,0.4251,
07/02/2005,320.4,,-112.4,,208.0,,-174.9,,,,33.1,-1.4,3.4,4.3,-0.9,0.0,-2.0,31.7,-4.0,27.7,0.0,,,27.7,0.0,27.7,0.0,0.0,27.7,27.7,,59.4,0.46,0.46,0.444,60.5,0.46,0.46,0.436,
10/01/2005,270.7,,-100.9,,169.8,,-161.1,,,,8.7,-7.1,6.6,7.3,-0.7,0.0,0.5,1.6,1.0,2.6,0.0,,,2.6,0.0,2.6,0.0,0.0,2.6,2.6,,59.6,0.04,0.04,0.04,60.9,0.04,0.04,0.04,
12/31/2005,361.8,,-131.5,,230.3,,-184.3,,,,46.0,-43.4,34.5,36.1,-1.6,0.0,8.9,2.6,29.4,32.0,0.8,,,31.2,0.0,31.2,0.0,0.0,31.2,31.2,,58.868,0.53,0.54,0.5815,61.2,0.51,0.52,0.551,
04/01/2006,423.7,,-148.2,,275.5,,-241.2,,,,34.3,-13.5,10.9,13.2,-2.3,0.0,2.6,20.8,-4.8,16.0,0.0,,,16.0,0.0,16.0,0.0,0.0,16.0,16.0,,60.1,0.27,0.27,0.37,60.1,0.26,0.26,0.36,
07/01/2006,438.6,,-152.4,,286.2,,-242.0,,,,44.2,-12.6,12.3,14.6,-2.3,,0.3,31.6,-6.4,25.2,0.0,,,25.2,0.0,25.2,0.0,,25.2,25.2,,60.2,0.41,0.41,0.5,61.2,0.41,0.41,0.49,
09/30/2006,394.9,,-140.0,,254.9,,-245.9,,,,9.0,-0.6,11.2,13.6,-2.4,0.0,-10.6,8.4,4.7,13.1,0.0,,,13.1,0.0,13.1,0.0,0.0,13.1,13.1,,60.2,0.22,0.22,0.2,60.9,0.22,0.22,0.2,
12/30/2006,486.5,,-174.4,,312.1,,-254.5,,254.5,0.0,57.6,-14.6,12.6,13.7,-1.1,0.0,2.0,43.0,-3.1,39.9,0.0,,,39.9,0.0,39.9,0.0,0.0,39.9,39.9,,59.55,0.67,0.67,0.71,62.6,0.65,0.65,0.69,
03/31/2007,456.9,,-161.2,,295.7,,-257.6,,,,38.1,-11.9,10.7,11.8,-1.1,0.0,1.2,26.2,-6.6,19.6,0.0,,,19.6,0.0,19.6,0.0,0.0,19.6,19.6,,60.4,0.33,0.33,0.334,61.9,0.32,0.32,0.323,
06/30/2007,492.9,,-167.6,,325.3,,-272.2,,,,53.1,-9.3,10.0,10.9,-0.9,0.0,-0.7,43.8,-8.3,35.5,0.0,,,35.5,0.0,35.5,0.0,0.0,35.5,35.5,,61.1,0.58,0.58,0.62,62.9,0.56,0.56,0.6,
09/29/2007,454.7,,-160.9,,293.8,,-260.9,,,,32.9,-28.1,19.0,19.8,-0.8,0.0,9.1,4.8,2.1,6.9,0.0,,,6.9,0.0,6.9,0.0,0.0,6.9,6.9,,61.1,0.11,0.11,0.37,62.9,0.11,0.11,0.37,
12/29/2007,576.9,,-205.7,,371.2,,-292.7,,,,78.5,-11.9,9.5,10.5,-1.0,0.0,2.4,66.6,-11.7,54.9,0.0,,,54.9,0.0,54.9,0.0,0.0,54.9,54.9,,61.0,0.9,0.9,0.96,62.7,0.88,0.88,0.93,
03/29/2008,543.4,,-194.8,,348.6,,-297.8,,,,50.8,-11.2,7.6,8.7,-1.1,0.0,3.6,39.6,-7.5,32.1,0.0,,,32.1,0.0,32.1,0.0,0.0,32.1,32.1,,61.2,0.52,0.52,0.57,63.1,0.51,0.51,0.56,
06/28/2008,583.6,,-199.3,,384.3,,-316.8,,,,67.5,-21.3,8.7,10.1,-1.4,0.0,12.6,46.2,-10.2,36.0,0.0,,,36.0,0.0,36.0,0.0,0.0,36.0,36.0,,61.6,0.59,0.59,0.8,63.6,0.56,0.56,0.76,
09/27/2008,513.1,,-186.1,,327.0,,-284.8,,,,42.2,-9.7,9.0,10.3,-1.3,0.0,0.7,32.5,-5.0,27.5,0.0,,,27.5,0.0,27.5,0.0,0.0,27.5,27.5,,61.6,0.44,0.44,0.43,63.4,0.44,0.44,0.43,
12/27/2008,521.7,,-183.9,,337.8,,-261.6,261.6,,0.0,76.2,7.4,11.6,12.6,-1.0,,-19.0,83.6,-17.8,65.8,,,,65.8,,65.8,0.0,0.0,65.8,65.8,-35.1,61.6,1.068182,1.068182,0.499,63.1,1.042789,1.042789,0.487,
03/28/2009,462.8,462.8,-160.1,160.1,302.7,0.0,-261.5,258.8,,2.7,41.2,-8.9,7.4,8.1,-0.7,,1.5,32.3,-6.7,25.6,0.0,0.0,0.0,25.6,0.0,25.6,0.0,0.0,25.6,27.355,1.755,62.2,0.41,0.41,0.439791,62.5,0.41,0.41,0.43808,
06/27/2009,524.7,524.7,-175.9,175.9,348.8,0.0,-293.6,274.2,,19.4,55.2,-6.2,6.2,7.3,-1.1,,0.0,49.0,-15.9,33.1,0.0,0.0,0.0,33.1,0.0,33.1,0.0,0.0,33.1,45.71,12.61,62.2,0.53,0.53,0.734887,63.0,0.52,0.52,0.720159,
09/26/2009,514.0,514.0,-172.4,172.4,341.6,0.0,-286.8,284.4,,2.4,54.8,-12.5,7.6,8.4,-0.8,,4.9,42.3,-10.0,32.3,0.0,0.0,0.0,32.3,0.0,32.3,0.0,0.0,32.3,33.86,1.56,62.5,0.52,0.52,0.54176,64.0,0.5,0.5,0.524375,
12/26/2009,626.0,626.0,-210.1,210.1,415.9,0.0,-291.4,301.7,,-10.3,124.5,-11.0,7.5,7.8,-0.3,,3.5,113.5,-29.4,84.1,0.0,0.0,0.0,84.1,0.0,84.1,0.0,0.0,84.1,77.405,-6.695,62.4,1.34,1.34,1.240465,64.198,1.31,1.31,1.205713,
03/27/2010,557.1,557.1,-184.2,184.2,372.9,0.0,-302.3,300.7,,1.6,70.6,-7.6,7.0,7.4,-0.4,,0.6,63.0,-15.9,47.1,0.0,0.0,0.0,47.1,0.0,47.1,0.0,0.0,47.1,48.14,1.04,62.5,0.75,0.75,0.77024,63.9,0.73,0.73,0.746275,
06/26/2010,565.1,565.1,-181.6,181.6,383.5,0.0,-303.4,301.4,,2.0,80.1,-6.4,6.4,7.1,-0.7,,0.0,73.7,-15.8,57.9,0.0,0.0,0.0,57.9,0.0,57.9,0.0,0.0,57.9,59.2,1.3,62.6,0.92,0.92,0.945687,63.9,0.9,0.9,0.920344,
09/25/2010,523.2,523.2,-176.8,176.8,346.4,0.0,-284.8,284.6,,0.2,61.6,-8.5,6.5,7.1,-0.6,,2.0,53.1,-13.2,39.9,0.0,0.0,0.0,39.9,0.0,39.9,0.0,0.0,39.9,40.03,0.13,62.6,0.64,0.64,0.639457,63.8,0.62,0.62,0.622038,
12/25/2010,655.0,655.0,-223.6,223.6,431.4,0.0,-314.3,306.4,,7.9,117.1,-7.2,6.9,7.7,-0.8,,0.3,109.9,-29.2,80.7,0.0,0.0,0.0,80.7,0.0,80.7,0.0,0.0,80.7,85.9,5.2,62.6,1.29,1.29,1.372204,63.8,1.26,1.26,1.341505,
04/02/2011,636.4,636.4,-214.9,214.9,421.5,0.0,-340.8,339.4,,1.4,80.7,-6.7,6.6,7.5,-0.9,,0.1,74.0,-18.2,55.8,0.0,0.0,0.0,55.8,0.0,55.8,0.0,0.0,55.8,56.71,0.91,62.3,0.9,0.9,0.910273,63.5,0.88,0.88,0.894331,
07/02/2011,669.9,669.9,-219.6,219.6,450.3,0.0,-344.6,344.2,,0.4,105.7,-24.6,24.8,25.6,-0.8,,-0.2,81.1,-16.0,65.1,0.0,0.0,0.0,65.1,0.0,65.1,0.0,0.0,65.1,65.36,0.26,61.7,1.05,1.05,1.059319,63.1,1.03,1.03,1.03412,
10/01/2011,602.6,602.6,-201.7,201.7,400.9,0.0,-367.0,328.7,,38.3,33.9,-7.9,7.2,8.0,-0.8,,0.7,26.0,-15.5,10.5,0.0,0.0,0.0,10.5,0.0,10.5,0.0,0.0,10.5,35.395,24.895,59.1,0.18,0.18,0.5989,60.5,0.17,0.17,0.581488,
12/31/2011,676.1,676.1,-226.3,226.3,449.8,0.0,-327.8,327.7,,0.1,122.0,-7.8,7.2,7.9,-0.7,,0.6,114.2,-27.3,86.9,0.0,0.0,0.0,86.9,0.0,86.9,0.0,0.0,86.9,86.965,0.065,56.8,1.53,1.53,1.531074,58.1,1.5,1.5,1.501119,
03/31/2012,639.5,639.5,-213.1,213.1,426.4,0.0,-340.3,339.6,,0.7,86.1,-8.8,9.1,9.8,-0.7,,-0.3,77.3,-19.0,58.3,0.0,0.0,0.0,58.3,0.0,58.3,0.0,0.0,58.3,58.755,0.455,55.9,1.04,1.04,1.051073,57.1,1.02,1.02,1.027968,
06/30/2012,638.9,638.9,-206.7,206.7,432.2,0.0,-399.0,328.5,,70.5,33.2,-8.5,8.1,8.7,-0.6,,0.4,24.7,-12.0,12.7,0.0,0.0,0.0,12.7,0.0,12.7,0.0,0.0,12.7,58.525,45.825,55.5,0.23,0.23,1.054505,56.5,0.22,0.22,1.031062,
09/29/2012,594.4,594.4,-199.5,199.5,394.9,0.0,-319.7,318.0,,1.7,75.2,-7.9,7.9,8.5,-0.6,,0.0,67.3,-19.8,47.5,0.0,0.0,0.0,47.5,0.0,47.5,0.0,0.0,47.5,48.605,1.105,55.2,0.86,0.86,0.880525,56.2,0.85,0.85,0.869662,
12/29/2012,711.0,711.0,-237.1,237.1,473.9,0.0,-361.9,343.4,,18.5,112.0,-8.5,7.3,7.9,-0.6,,1.2,103.5,-29.0,74.5,0.0,0.0,0.0,74.5,0.0,74.5,0.0,0.0,74.5,86.525,12.025,54.4,1.37,1.37,1.590533,55.6,1.34,1.34,1.556277,
03/30/2013,662.9,662.9,-222.8,222.8,440.1,0.0,-350.7,348.5,,2.2,89.4,-11.2,8.3,8.9,-0.6,,2.9,78.2,-20.0,58.2,0.0,0.0,0.0,58.2,0.0,58.2,0.0,0.0,58.2,62.165,3.965,53.6,1.09,1.09,1.159795,54.7,1.06,1.06,1.132486,
06/29/2013,688.4,688.4,-226.0,226.0,462.4,0.0,-351.3,349.3,,2.0,111.1,-10.3,9.6,10.3,-0.7,,0.7,100.8,-24.5,76.3,0.0,0.0,0.0,76.3,0.0,76.3,0.0,0.0,76.3,77.6,1.3,52.4,1.46,1.46,1.480916,53.5,1.43,1.43,1.454299,
09/28/2013,603.2,603.2,-199.6,199.6,403.6,0.0,-327.2,325.4,,1.8,76.4,-11.2,9.7,10.3,-0.6,,1.5,65.2,-15.3,49.9,0.0,0.0,0.0,49.9,0.0,49.9,0.0,0.0,49.9,51.07,1.17,51.2,0.97,0.97,0.997461,52.4,0.95,0.95,0.972328,
12/28/2013,717.1,717.1,-241.4,241.4,475.7,0.0,-349.1,346.5,,2.6,126.6,-10.5,10.0,10.7,-0.7,,0.5,116.1,-26.4,89.7,0.0,0.0,0.0,89.7,0.0,89.7,0.0,0.0,89.7,91.39,1.69,50.4,1.78,1.78,1.813294,51.5,1.74,1.74,1.772816,
03/29/2014,663.2,663.2,-221.6,221.6,441.6,0.0,-345.0,344.5,,0.5,96.6,-25.8,11.7,12.4,-0.7,,14.1,70.8,-18.6,52.2,0.0,0.0,0.0,52.2,0.0,52.2,0.0,0.0,52.2,61.235,9.035,50.2,1.04,1.04,1.219821,51.1,1.02,1.02,1.19681,
06/28/2014,674.3,674.3,-225.7,225.7,448.6,0.0,-351.5,348.6,,2.9,97.1,-27.1,11.1,11.6,-0.5,,16.0,70.0,-22.4,47.6,0.0,0.0,0.0,47.6,0.0,47.6,0.0,0.0,47.6,63.915,16.315,50.2,0.95,0.95,1.273207,51.1,0.93,0.93,1.249276,
09/27/2014,588.7,588.7,-209.2,209.2,379.5,0.0,-324.3,321.7,,2.6,55.2,-7.3,11.1,11.9,-0.8,,-3.8,47.9,-15.6,32.3,0.0,0.0,0.0,32.3,0.0,32.3,0.0,0.0,32.3,40.88,8.58,50.2,0.64,0.64,0.814343,51.0,0.63,0.63,0.798235,
12/27/2014,679.9,679.9,-227.5,227.5,452.4,0.0,-333.6,331.3,,2.3,118.8,-9.3,9.6,10.6,-1.0,,-0.3,109.5,-27.2,82.3,0.0,0.0,0.0,82.3,0.0,82.3,0.0,0.0,82.3,83.795,1.495,49.9,1.63,1.63,1.679259,50.6,1.63,1.63,1.659545,
03/28/2015,581.8,581.8,-191.6,191.6,390.2,0.0,-329.0,313.4,,15.6,61.2,-20.0,12.8,13.3,-0.5,,7.2,41.2,-11.7,29.5,0.0,0.0,0.0,29.5,0.0,29.5,0.0,0.0,29.5,45.685,16.185,49.7,0.59,0.59,0.919215,50.3,0.59,0.59,0.911769,
06/27/2015,588.9,588.9,-189.1,189.1,399.8,0.0,-300.8,310.1,,-9.3,99.0,-12.6,11.5,12.0,-0.5,,1.1,86.4,-24.4,62.0,0.0,0.0,0.0,62.0,0.0,62.0,0.0,0.0,62.0,57.125,-4.875,49.8,1.24,1.24,1.147088,50.4,1.23,1.23,1.133274,
09/26/2015,521.0,521.0,-172.5,172.5,348.5,0.0,-286.8,288.5,,-1.7,61.7,-11.1,10.8,11.3,-0.5,,0.3,50.6,-14.4,36.2,0.0,0.0,0.0,36.2,0.0,36.2,0.0,0.0,36.2,36.395,0.195,49.9,0.72,0.72,0.729359,50.3,0.72,0.72,0.723877,
12/26/2015,592.1,592.1,-191.2,191.2,400.9,0.0,-307.6,305.6,,2.0,93.3,-11.6,10.1,11.0,-0.9,,1.5,81.7,-23.6,58.1,0.0,0.0,0.0,58.1,0.0,58.1,0.0,0.0,58.1,60.57,2.47,50.086207,1.16,1.16,1.209315,50.5,1.15,1.15,1.198911,
03/26/2016,525.7,525.7,-166.0,166.0,359.7,0.0,-289.7,288.7,,1.0,70.0,-11.8,11.4,12.1,-0.7,,0.4,58.2,-14.8,43.4,0.0,0.0,0.0,43.4,0.0,43.4,0.0,0.0,43.4,44.18,0.78,50.4,0.86,0.86,0.876587,50.6,0.86,0.86,0.875415,
06/25/2016,564.7,564.7,-183.9,183.9,380.8,0.0,-299.3,298.2,,1.1,81.5,-11.3,10.4,11.2,-0.8,,0.9,70.2,-17.8,52.4,0.0,0.0,0.0,52.4,0.0,52.4,0.0,0.0,52.4,53.115,0.715,50.5,1.04,1.04,1.051782,50.7,1.03,1.03,1.044103,
09/24/2016,521.8,521.8,-168.4,168.4,353.4,0.0,-262.4,284.2,,-21.8,91.0,-11.7,12.0,12.8,-0.8,,-0.3,79.3,-30.5,48.8,0.0,0.0,0.0,48.8,0.0,48.8,0.0,0.0,48.8,34.63,-14.17,50.5,0.97,0.97,0.685743,50.8,0.96,0.96,0.681063,
12/31/2016,600.9,600.9,-196.7,196.7,404.2,0.0,-299.7,299.7,,0.0,104.5,-10.9,11.6,12.7,-1.1,,-0.7,93.6,-14.6,79.0,0.0,0.0,0.0,79.0,0.0,79.0,0.0,0.0,79.0,79.065,0.065,50.8,1.56,1.56,1.556398,50.8,1.55,1.55,1.55128,
04/01/2017,554.8,554.8,-177.7,177.7,377.1,0.0,-300.1,297.9,,2.2,77.0,-12.8,11.1,11.6,-0.5,,1.7,64.2,-16.8,47.4,0.0,0.0,0.0,47.4,0.0,47.4,0.0,0.0,47.4,48.864394,1.464394,50.7,0.94,0.94,0.963795,51.0,0.93,0.93,0.958714,
07/01/2017,572.9,572.9,-182.6,182.6,390.3,0.0,-391.4,299.0,,92.4,-1.1,-11.6,10.9,11.6,-0.7,,0.7,-12.7,-5.0,-17.7,0.0,0.0,0.0,-17.7,0.0,-17.7,0.0,0.0,-17.7,56.147266,73.847266,50.8,-0.35,-0.35,1.105261,51.0,-0.35,-0.35,1.097986,
