Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2015,1493.642,745.01,307.981,437.029,142.72,142.72,0,0,0,0,0,0,96.204,,,96.204,983.934,115.438,188.127,-72.689,253.625,253.625,140.645,104.829,54.913,49.916,35.816,509.708,,90.382,18.192,7.413,,64.777,0.0,0,,,,,450.544,12.789,,0.0,540.926,451.323,451.323,,,,46.483,,,,,33.694,497.806,1038.732,0.0,887.264,0.153,887.111,0.0,-416.676,-15.678,454.91,0.0,454.91,1493.642,
06/30/2015,1563.311,722.524,325.354,397.17,143.206,143.206,0,0,0,0,0,0,88.344,,,88.344,954.074,124.902,207.289,-82.387,333.284,333.284,151.051,104.844,57.412,47.432,46.207,609.237,,104.051,20.966,6.526,,76.559,0.0,0,,,,,487.582,15.112,,0.0,591.633,459.011,459.011,,,,49.554,,,,,34.442,508.565,1100.198,0.0,953.986,0.155,953.831,0.0,-478.601,-12.272,463.113,0.0,463.113,1563.311,
09/30/2015,1662.888,728.951,349.073,379.878,159.768,159.768,0,0,0,0,0,0,92.888,,,92.888,981.607,132.713,222.841,-90.128,400.512,400.512,148.056,100.074,55.547,44.527,47.982,681.281,,115.335,30.654,7.326,,77.355,0.0,0,,,,,519.486,8.917,,0.0,634.821,466.831,466.831,,,,44.302,,,,,35.385,511.133,1145.954,0.0,1051.637,0.157,1051.48,0.0,-519.631,-15.072,516.934,0.0,516.934,1662.888,
12/31/2015,1807.052,801.25,412.305,388.945,203.333,203.333,0,0,0,0,0,0,81.052,0.0,,81.052,1085.635,144.714,246.077,-101.363,422.667,422.667,154.036,98.674,55.669,43.005,55.362,721.417,,138.633,37.369,9.08,0.0,92.184,0.0,0,0.0,0.0,,,593.003,10.751,0.0,0.0,731.636,474.534,474.534,0.0,0.0,,34.068,0.0,0.0,0.0,0.0,23.317,508.602,1240.238,0.0,1140.705,0.16,1140.545,0.0,-557.009,-16.882,566.814,0.0,566.814,1807.052,
03/31/2016,1874.043,900.873,453.45,447.423,190.263,190.263,0,0,0,0,0,0,102.122,,,102.122,1193.258,154.244,267.619,-113.375,361.831,361.831,164.71,103.61,57.364,46.246,61.1,680.785,,376.234,39.621,8.129,,328.484,0.0,0,,,,,672.049,10.468,,0.0,1048.283,482.643,482.643,,,,40.761,,,,,30.293,523.404,1571.687,0.0,1207.266,0.162,1207.104,0.0,-890.341,-14.569,302.356,0.0,302.356,1874.043,
06/30/2016,1714.338,806.714,289.113,517.601,197.296,197.296,0,0,0,0,0,0,93.879,,,93.879,1097.889,166.551,293.486,-126.935,224.439,224.439,225.459,147.988,83.115,64.873,77.471,616.449,,154.226,41.095,9.84,,103.291,0.0,0,,,,,697.855,15.13,,0.0,852.081,490.891,490.891,,,,47.084,,,,,31.954,537.975,1390.056,0.0,1268.878,0.164,1268.714,0.0,-928.543,-16.053,324.282,0.0,324.282,1714.338,
09/30/2016,1813.114,806.88,325.067,481.813,220.089,220.089,0,0,0,0,0,0,99.938,,,99.938,1126.907,176.106,315.718,-139.612,281.353,281.353,228.748,145.151,84.425,60.726,83.597,686.207,,154.682,30.012,11.452,,113.218,0.0,0,,,,,743.657,18.048,,0.0,898.339,499.28,499.28,,,,52.992,,,,,34.944,552.272,1450.611,0.0,1343.769,0.165,1343.604,0.0,-964.801,-16.465,362.503,0.0,362.503,1813.114,
12/31/2016,2033.767,899.362,401.238,498.124,322.757,322.757,0,0,0,0,0,0,120.416,,,120.416,1342.535,181.62,332.363,-150.743,262.658,262.658,246.954,148.388,82.534,65.854,98.566,691.232,,209.716,38.08,19.472,0.0,152.164,0.0,0,0.0,0.0,,,861.782,33.319,,0.0,1071.498,507.812,507.812,0.0,0.0,,67.496,0.0,0.0,0.0,0.0,34.177,575.308,1646.806,0.0,1405.484,0.167,1405.317,0.0,-997.39,-21.133,386.961,0.0,386.961,2033.767,
03/31/2017,2170.263,975.314,439.915,535.399,278.107,278.107,0,0,0,0,0,0,142.834,,,142.834,1396.255,189.659,356.628,-166.969,326.261,326.261,258.088,164.669,96.914,67.755,93.419,774.008,,178.252,33.658,19.36,,125.234,0.0,0,,,,,961.553,50.44,,0.0,1139.805,516.49,516.49,,,,86.629,,,,,36.189,603.119,1742.924,0.0,1477.069,0.17,1476.899,0.0,-1038.052,-11.678,427.339,0.0,427.339,2170.263,
06/30/2017,2924.406,1692.176,1173.457,518.719,279.088,279.088,0,0,0,0,0,0,139.763,,,139.763,2111.027,213.501,402.04,-188.539,319.795,319.795,280.083,177.017,104.43,72.587,103.066,813.379,,197.986,24.478,16.752,,156.756,0.0,0,,,,,1019.304,47.491,,0.0,1217.29,1140.063,1140.063,,,,84.627,,,,,37.136,1224.69,2441.98,0.0,1577.884,0.171,1577.713,0.0,-1094.525,-0.933,482.426,0.0,482.426,2924.406,
09/30/2017,3069.515,1671.897,1104.871,567.026,291.903,291.903,0,0,0,0,0,0,163.692,,,163.692,2127.492,231.304,442.841,-211.537,424.858,424.858,285.861,177.067,108.097,68.97,108.794,942.023,,198.305,20.752,18.694,,158.859,0.0,0,,,,,1082.346,42.298,,0.0,1280.651,1156.629,1156.629,,,,80.844,,,,,38.546,1237.473,2518.124,0.0,1670.512,0.173,1670.339,0.0,-1118.713,-0.408,551.391,0.0,551.391,3069.515,
12/31/2017,3550.245,1779.298,726.495,1052.803,437.051,437.051,0,0,0,0,0,0,205.602,0.0,,205.602,2421.951,245.124,480.237,-235.113,391.442,391.442,491.728,215.644,128.728,86.916,276.084,1128.294,,285.366,32.109,25.617,0.0,227.64,543.418,0,0.0,0.0,,543.418,1210.695,36.12,0.0,0.0,2039.479,630.018,630.018,0.0,0.0,,102.004,0.0,0.0,0.0,0.0,65.884,732.022,2771.501,0.0,1731.541,0.174,1731.367,0.0,-958.564,5.767,778.744,0.0,778.744,3550.245,
03/31/2018,3704.485,1885.959,682.854,1203.105,371.008,371.008,0,0,0,0,0,0,232.959,,,232.959,2489.926,267.454,529.667,-262.213,451.209,451.209,495.896,211.238,128.685,82.553,284.658,1214.559,,288.453,37.715,21.673,,229.065,516.925,0,,,,516.925,1292.638,50.244,,0.0,2098.016,637.795,637.795,,,,103.511,,,,,53.267,741.306,2839.322,0.0,1819.587,0.177,1819.41,0.0,-941.454,-12.97,865.163,0.0,865.163,3704.485,
06/30/2018,3472.884,1749.658,704.846,1044.812,367.598,367.598,0,0,0,0,0,0,234.373,,,234.373,2351.629,286.953,571.21,-284.257,304.629,304.629,529.673,230.733,143.007,87.726,298.94,1121.255,,304.65,30.656,30.927,,243.067,211.463,0,,,,211.463,1320.928,44.389,,0.0,1837.041,645.668,645.668,,,,98.465,,,,,54.076,744.133,2581.174,0.0,1889.905,0.178,1889.727,0.0,-994.2,-3.995,891.71,0.0,891.71,3472.884,
09/30/2018,3581.442,1626.04,703.629,922.411,424.698,424.698,0,0,0,0,0,0,241.447,,,241.447,2292.185,297.371,611.301,-313.93,457.561,457.561,534.325,227.139,143.133,84.006,307.186,1289.257,,294.768,43.223,29.439,,222.106,160.972,0,,,,160.972,1363.217,41.244,,0.0,1818.957,653.638,653.638,,,,88.663,,,,,47.419,742.301,2561.258,0.0,2007.397,0.179,2007.218,0.0,-985.795,-1.418,1020.184,0.0,1020.184,3581.442,
12/31/2018,3879.14,1497.922,566.204,931.718,574.81,574.81,0,0,0,0,0,0,271.961,0.0,,271.961,2344.693,347.216,685.829,-338.613,581.856,581.856,605.375,249.427,148.845,100.582,355.948,1534.447,,360.979,30.733,35.122,0.0,295.124,0.0,0,0.0,0.0,,0.0,1651.594,38.597,0.0,0.0,2012.573,661.707,661.707,0.0,0.0,,93.661,0.0,0.0,0.0,0.0,55.064,755.368,2767.941,0.0,2094.014,0.18,2093.834,0.0,-978.78,-4.035,1111.199,0.0,1111.199,3879.14,
03/31/2019,4398.895,1662.113,639.722,1022.391,422.559,422.559,0,0,0,0,0,0,289.814,,,289.814,2374.486,744.212,1118.723,-374.511,674.633,674.633,605.564,244.436,151.184,93.252,361.128,2024.409,,344.829,38.668,20.529,,285.632,41.952,0,41.952,,41.952,,1711.06,36.722,,0.0,2097.841,1050.819,669.875,380.944,,380.944,55.284,,,,,18.562,1106.103,3203.944,0.0,2165.115,0.185,2164.93,0.0,-980.487,10.323,1194.951,0.0,1194.951,4398.895,
06/30/2019,4602.703,1653.384,583.581,1069.803,503.376,503.376,0,0,0,0,0,0,285.527,,,285.527,2442.287,761.957,1167.803,-405.846,746.716,746.716,651.743,274.071,152.472,121.599,377.672,2160.416,,426.627,65.711,24.587,,336.329,46.132,0,46.132,,46.132,,1752.22,37.159,,0.0,2224.979,1060.957,678.145,382.812,,382.812,55.821,,,,,18.662,1116.778,3341.757,0.0,2238.97,0.188,2238.782,0.0,-991.566,13.542,1260.946,0.0,1260.946,4602.703,
09/30/2019,4756.808,1471.073,622.925,848.148,539.416,539.416,0,0,0,0,0,0,286.724,,,286.724,2297.213,806.282,1234.753,-428.471,1001.513,1001.513,651.8,266.849,153.902,112.947,384.951,2459.595,,381.698,61.906,24.565,,295.227,49.331,0,49.331,,49.331,,1761.532,41.286,,0.0,2192.561,1074.999,686.516,388.483,,388.483,59.775,,,,,18.489,1134.774,3327.335,0.0,2360.81,0.189,2360.621,0.0,-950.968,19.631,1429.473,0.0,1429.473,4756.808,
12/31/2019,6022.43,1691.095,775.778,915.317,835.279,835.279,0,0,0,0,0,0,300.527,0.0,599.633,300.527,2826.901,870.513,1327.879,-457.366,1013.332,1013.332,1311.684,300.606,156.756,143.85,411.445,3195.529,,514.363,52.96,38.326,0.0,423.077,52.668,0,52.668,0.0,52.668,,2185.754,40.038,0.0,0.0,2752.785,1078.202,694.981,383.221,0.0,383.221,63.502,0.0,0.0,0.0,0.0,23.464,1141.704,3894.489,0.0,2454.93,0.189,2454.741,0.0,-352.244,25.255,2127.941,0.0,2127.941,6022.43,
03/31/2020,6197.416,1858.705,808.725,1049.98,615.234,615.234,0,0,0,0,0,0,331.922,,586.021,331.922,2805.861,935.545,1420.736,-485.191,1077.938,1077.938,1378.072,378.654,207.605,171.049,413.397,3391.555,,444.901,73.904,,,370.997,60.895,0,60.895,,60.895,,2215.265,40.477,,0.0,2721.061,1142.226,701.288,440.938,,440.938,68.034,,,,,27.557,1210.26,3931.321,0.0,2584.488,0.19,2584.298,0.0,-304.013,-14.38,2266.095,0.0,2266.095,6197.416,
06/30/2020,6521.309,2342.671,837.309,1505.362,631.992,631.992,0,0,0,0,0,0,362.459,,594.155,362.459,3337.122,1010.473,1543.048,-532.575,776.807,776.807,1396.907,375.273,211.416,163.857,427.479,3184.187,,532.41,85.757,,,446.653,65.742,0,65.742,,65.742,,2250.719,31.399,,0.0,2848.871,1132.622,696.123,436.499,,436.499,61.01,,,,,29.611,1193.632,4042.503,0.0,2712.281,0.191,2712.09,0.0,-263.247,29.772,2478.806,0.0,2478.806,6521.309,
