Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1997,197.748993,,,-131.669998,,66.078995,,-32.792,,,,,,,33.286999,-6.642,7.525,0.0,-0.883,26.644999,-11.163,15.482,0.0,,,15.481999,-0.85,14.632,0.0,,14.632,14.632,,233.255052,0.0634,0.0634,0.0634,241.595048,0.06,0.06,0.06,
12/31/1997,225.595993,,,-150.218994,,75.376999,,-37.174,,,,,,,38.202999,-10.206,,0.0,10.206,27.996999,-11.551,16.445999,0.0,,,16.445999,-1.309,15.137,0.0,,15.137,15.137,,233.646012,0.063333,0.063333,0.063333,242.901009,0.063333,0.063333,0.063333,
03/31/1998,258.748993,,,-166.994995,,91.753998,,-43.266998,,,,,,,48.487,-92.309999,14.517,0.0,77.792999,-43.823,-0.872,-44.695,9.708,,,-54.403,-1.393,-55.796001,0.0,,-55.796001,-55.796001,,236.778008,-0.236667,-0.196667,0.113333,236.778008,-0.236667,-0.196667,0.113333,
06/30/1998,288.350006,,,-183.324005,,105.026001,,-48.188999,,,,,,,56.837002,-25.345,16.544001,0.0,8.801,31.492002,-12.088,19.403999,9.932,,,9.472001,-1.565,7.907,0.0,,7.907,7.907,,242.141991,0.033333,0.073333,0.073333,261.789001,0.033333,0.073333,0.073333,
09/30/1998,318.584991,,,-200.925003,,117.659988,,-51.476002,,,,,,,66.183998,-18.842,19.805,0.0,-0.963,47.341998,-18.101999,29.24,0.0,,,29.239999,-1.859,27.381001,0.0,,27.381001,27.381001,,242.574005,0.113333,0.113333,0.113333,261.156006,0.11,0.11,0.11,
12/31/1998,339.209991,,,-220.001007,,119.208984,,-67.037003,,,,,,,52.172001,-21.475001,22.742001,0.0,-1.267,30.697,-11.165,19.532,0.0,,,19.532,-2.346,17.186001,0.0,,17.186001,17.186001,,242.919,0.07,0.07,0.1,246.425994,0.07,0.07,0.1,
03/31/1999,352.243988,,,-229.639999,,122.603989,,-60.476002,,,,,,,62.127998,-21.972999,23.302999,0.0,-1.33,40.154999,-14.63,25.525,0.0,,,25.524999,-2.318,23.207001,0.0,,23.207001,23.207001,,243.305992,0.096667,0.096667,0.096667,259.374001,0.093333,0.093333,0.093333,
06/30/1999,352.819,,,-250.548004,,102.270996,,-108.624001,,,,,,,-6.353,-22.971001,24.905001,0.0,-1.934,-29.324001,9.786,-19.538,0.0,,,-19.538001,-2.521,-22.059,0.0,,-22.059,-22.059,,243.447006,-0.09,-0.09,0.063333,243.447006,-0.09,-0.09,0.063333,
12/31/1999,373.12,,,-262.608002,,110.511998,,-527.984,,,,,,,-154.864,-72.533001,33.727001,0.0,38.806,-193.67,41.733,-151.937,0.0,,,-151.937,1.273,-150.664,0.0,0.0,-150.664,-150.664,,243.489,-0.62,-0.62,-0.62,243.489,-0.62,-0.62,-0.62,
03/31/2000,372.113007,,,-259.298004,,112.815002,,-72.498001,,,,,,,40.317001,-31.770001,33.165001,0.0,-1.395,8.547,-3.702,4.845,0.0,,,4.845001,-0.998,3.847,0.0,0.0,3.847,3.847,,243.945007,0.016667,0.016667,0.016667,245.23201,0.016667,0.016667,0.016667,
09/30/2000,362.535004,,,-248.733994,,113.80101,,-63.895,,,,,,,49.905998,-24.952001,26.370001,0.0,-1.418,24.953997,-10.657,14.297,3.49,,,10.806997,-1.147,9.66,0.0,0.0,9.66,9.66,,244.947006,0.04,0.053333,0.056667,245.018991,0.04,0.053333,0.056667,
12/31/2000,372.746,,,,,,,-321.097,,,,,7.094,,51.649,-20.65,,,20.65,30.999,-12.892,18.107,,,,18.107,-2.774,15.333,,,15.333,15.333,,245.574,0.063333,0.063333,0.063333,256.875,0.06,0.06,0.06,
03/31/2001,386.21701,,,-260.973999,,125.243011,,-49.776001,,,,,,,75.467003,-18.376001,19.724001,0.0,-1.348,57.091002,-23.700001,33.390999,0.0,,,33.391001,-2.457,30.934,0.0,0.0,30.934,30.934,,247.611008,0.123333,0.123333,0.086667,306.602989,0.116667,0.116667,0.08,
06/30/2001,400.640015,,,-271.545013,,129.095002,,-58.662998,,,,,,,70.431999,-17.595,18.715,0.0,-1.12,52.836999,-22.0,30.837,-0.977,,,31.813999,-2.269,29.545,0.0,0.0,29.545,29.545,,250.643991,0.116667,0.113333,0.093333,278.079003,0.11,0.106667,0.086667,
09/30/2001,434.239014,,,-277.252014,,156.987,,-60.119999,,,,,,,96.866997,-16.463,18.319,0.0,-1.856,80.403997,-34.0,46.403999,0.0,,,46.403997,-2.126,44.278,0.0,0.0,44.278,44.278,,253.061988,0.173333,0.173333,0.12,312.078003,0.156667,0.156667,0.103333,
03/31/2002,427.665009,,,-291.634003,,136.031006,,-57.112999,,,,,,,78.917999,-14.805,15.072,0.0,-0.267,64.112999,-26.0,38.112999,0.0,,,38.112999,-2.135,35.978001,0.0,0.0,35.978001,35.978001,,248.901009,0.143333,0.143333,0.143333,306.738006,0.133333,0.133333,0.133333,
09/30/2002,481.194,,,-308.437988,,172.756012,,-61.431999,,,,,,,111.323997,-18.842999,19.966999,0.0,-1.124,92.480998,-36.400002,56.081001,0.0,,,56.080996,-1.911,54.169998,0.0,0.0,54.169998,54.169998,,192.383994,0.28,0.28,0.193333,247.268991,0.24,0.24,0.17,
12/31/2002,503.096008,,,-317.061005,,186.035003,,-63.846001,,,,,,,122.189003,-20.65,19.458,0.0,1.192,101.539003,-40.599998,60.938999,0.0,,,60.939005,-2.128,58.811001,0.0,0.0,58.811001,58.811001,,181.887006,0.323333,0.323333,0.19,217.818009,0.27,0.27,0.166667,
03/31/2003,459.807007,,,-316.709991,,143.097016,,-62.469002,,,,,,,80.627998,-18.670999,19.455999,0.0,-0.785,61.956999,-24.25,37.707001,0.0,,,37.706999,-1.294,36.412998,0.0,0.0,36.412998,36.412998,,182.714997,0.2,0.2,0.2,236.316009,0.173333,0.173333,0.173333,
06/30/2003,489.882996,,,-335.985992,,153.897004,,-69.283997,,,,,,,84.612999,-18.605001,19.495001,0.0,-0.89,66.007998,-25.674999,40.333,0.0,,,40.332999,-1.813,38.52,0.0,0.0,38.52,38.52,,183.918,0.21,0.21,0.21,237.567009,0.183333,0.183333,0.183333,
09/30/2003,513.281982,,,-347.894989,,165.386993,,-68.470001,,,,,,,96.917,-32.301001,16.111,0.0,16.190001,64.615999,-24.85,39.765999,0.0,,,39.765999,-1.706,38.060001,0.0,0.0,38.060001,38.060001,,195.308991,0.193333,0.193333,0.246667,229.497003,0.18,0.18,0.223333,
12/31/2003,553.445984,,,-359.964996,,193.480988,,-69.792,,,,,,,123.689003,-20.692,11.766,0.0,8.926,102.997003,-37.700001,65.296997,0.0,,,65.297002,-2.499,62.798,0.0,0.0,62.798,62.798,,192.761994,0.326667,0.326667,0.28,205.323006,0.306667,0.306667,0.263333,
03/31/2004,535.43103,,,-363.428986,,172.002044,,-72.450996,,,,,,,99.551003,-10.193,11.636,0.0,-1.443,89.358003,-33.775002,55.583,0.0,,,55.583001,-2.718,52.865002,0.0,0.0,52.865002,52.865002,,196.200006,0.27,0.27,0.27,205.766991,0.256667,0.256667,0.256667,
06/30/2004,551.630005,,,-375.139008,,176.490997,,-76.521004,,,,,9.867,,99.970001,-10.591,11.258,0.0,-0.667,89.379001,-33.474998,55.903999,0.0,,,55.904003,-3.503,52.401001,0.0,0.0,52.401001,52.401001,,199.371994,0.265,0.265,0.265,208.020004,0.25,0.25,0.25,
09/30/2004,595.531006,,,-396.908997,,198.622009,,-83.376999,,,,,10.52,,115.245003,-12.731,13.741,0.0,-1.01,102.514003,-38.535,63.979,0.0,,,63.979003,-3.593,60.386002,0.0,0.0,60.386002,60.386002,,198.337998,0.305,0.305,0.28,205.779998,0.295,0.295,0.2705,
12/31/2004,583.932,,,-396.745,,187.187,,-85.8,,,,,10.421,,101.387,-14.737,15.777,,-1.04,86.65,-31.086,55.564,-4.335,,,59.899,-3.297,56.602,0.0,0.0,56.602,56.602,,195.968,0.29,0.265,0.265,203.554,0.28,0.255,0.255,
03/31/2005,578.626,,,-387.515,,191.111,,-88.433,,,,,10.325,,102.678,-14.394,17.531,0.0,-3.137,88.284,-32.496,55.788,-4.364,,,60.152,-3.818,56.334,0.0,0.0,56.334,56.334,,198.799224,0.285,0.26,0.26,206.300598,0.275,0.25,0.25,
06/30/2005,617.085,,,-413.225,,203.86,,-95.753,,,,,10.964,,108.107,-24.951,24.885,0.0,0.066,83.156,-29.353,53.803,-4.816,,,58.619,-5.676,52.943,0.0,0.0,52.943,52.943,,200.953174,0.265,0.24,0.24,207.69006,0.255,0.23,0.23,
09/30/2005,644.892,,,-435.212,,209.68,,-97.692,,,,,11.462,,111.988,-23.943,24.284,0.0,-0.341,88.045,-30.441,57.604,-4.303,,,61.907,-6.69,55.217,0.0,0.0,55.217,55.217,,202.614922,0.275,0.25,0.25,208.743578,0.265,0.245,0.248548,
12/31/2005,1133.315,,,-799.291,,334.024,,-169.337,,,,,,,164.687,-70.986,72.886,0.0,-1.9,93.701,-31.385,62.316,-7.738,,,70.054,-5.905,64.149,0.0,0.0,64.149,64.149,0.84,203.676,0.315,0.275,0.28,209.776,0.305,0.27,0.275,
03/31/2006,1163.188,,,-817.773,,345.415,,-176.139,,,,,30.08,,169.276,-66.585,70.459,0.0,-3.874,102.691,-37.71,64.981,0.311,,,64.67,-7.201,57.469,0.0,0.0,57.469,57.469,,205.16291,0.28,0.28,0.28,210.776838,0.275,0.275,0.275,
06/30/2006,1207.816,,,-842.973,,364.843,,-184.391,,,,,31.23,,180.452,-65.463,68.436,0.0,-2.973,114.989,-41.96,73.029,1.092,,,71.937,-8.7,63.237,0.0,0.0,63.237,63.237,,206.958124,0.305,0.31,0.31,211.290416,0.3,0.305,0.305,
09/30/2006,1237.041,,,-857.049,,379.992,,-189.91,,,,,31.985,,190.082,-26.665,67.904,0.0,-41.239,163.417,-59.37,104.047,-1.765,,,105.812,-10.956,94.856,0.0,0.0,94.856,94.856,,207.56902,0.455,0.45,0.34,211.847952,0.45,0.44,0.33,
12/31/2006,1272.617,,,-872.556,,400.061,,-202.574,,,,,32.908,,197.487,-66.992,69.907,0.0,-2.915,130.495,-47.39,83.105,0.0,,,83.105,-8.976,74.129,0.0,0.0,74.129,74.129,,208.388,0.355,0.355,0.355,212.438,0.35,0.35,0.35,
03/31/2007,1278.166,,,-881.585,,396.581,,-192.646,,,,,33.635,,203.935,-65.675,68.87,0.0,-3.195,138.26,-51.06,87.2,0.0,,,87.2,-10.618,76.582,0.0,0.0,76.582,76.582,,210.02628,0.365,0.365,0.365,213.478432,0.36,0.36,0.36,
06/30/2007,1312.735,,,-891.013,,421.722,,-203.434,,,,,33.944,,218.288,0.022,62.911,0.0,-62.933,218.31,-80.94,137.37,0.0,,,137.37,-12.346,125.024,0.0,0.0,125.024,125.024,,210.902612,0.595,0.595,0.425,214.022496,0.585,0.585,0.415,
09/30/2007,1318.381,,,-890.243,,428.138,,-203.933,,,,,34.107,,224.205,-56.437,62.715,0.0,-6.278,167.768,-61.52,106.248,0.0,,,106.248,-11.793,94.455,0.0,0.0,94.455,94.455,,212.342946,0.445,0.445,0.42,215.122278,0.44,0.44,0.415,
12/31/2007,1354.869,,,-927.503,,427.366,,-221.375,,,,,34.996,,205.991,-57.322,111.155,0.0,-53.833,148.669,-52.224,96.445,0.0,,,96.445,-10.728,85.717,0.0,0.0,85.717,85.717,,213.771106,0.4,0.4,0.4,216.501072,0.395,0.395,0.395,
03/31/2008,1344.724,,,-930.209,,414.515,0.0,-208.207,,,,,34.631,,206.308,-54.203,59.066,,-4.863,152.105,-55.59,96.515,0.0,,,96.515,-9.581,86.934,0.0,0.0,86.934,86.934,0.0,214.734712,0.405,0.405,0.405,216.47872,0.4,0.4,0.4,
06/30/2008,1407.304,,,-973.286,,434.018,0.0,-215.588,,,,,37.497,,218.43,-52.333,55.32,,-2.987,166.097,-58.27,107.827,0.0,,,107.827,-12.876,94.951,0.0,0.0,94.951,94.951,0.0,209.629634,0.455,0.455,0.455,211.234346,0.45,0.45,0.45,
09/30/2008,1447.135,,,-1005.648,,441.487,0.0,-220.892,,,,,37.305,,220.595,-52.024,54.505,,-2.481,168.571,-61.95,106.621,,,,106.621,-12.711,93.91,0.0,0.0,93.91,93.91,0.0,209.11354,0.45,0.45,0.45,211.155646,0.445,0.445,0.445,
12/31/2008,1461.01,,,-1011.344,,449.666,0.0,-226.699,,,,,36.796,,222.967,-53.745,55.825,,-2.08,169.222,-59.49,109.732,,,,109.732,-11.367,98.365,0.0,0.0,98.365,98.365,0.0,207.794276,0.475,0.475,0.475,209.060666,0.47,0.47,0.47,
03/31/2009,1447.64,1447.64,,-1005.886,1005.886,441.754,0.0,-221.15,127.273,127.273,,57.123,36.736,0.018,220.604,-47.547,48.301,,-0.754,173.057,-64.783,108.274,0.0,0.0,0.0,108.274,-12.063,96.211,0.0,0.0,96.211,96.202,-0.009,207.756834,0.465,0.465,0.463051,208.818052,0.46,0.46,0.459957,
06/30/2009,1519.041,1519.041,,-1051.879,1051.879,467.162,0.376,-231.584,132.166,132.166,,58.185,41.233,0.0,235.954,-45.815,47.088,,-1.273,190.139,-70.507,119.632,0.0,0.0,0.0,119.632,-13.813,105.819,0.0,0.0,105.819,105.672,-0.147,207.411366,0.51,0.51,0.509481,207.851686,0.51,0.51,0.509293,
09/30/2009,1573.915,1573.915,,-1095.857,1095.857,478.058,0.708,-233.765,134.931,134.931,,56.813,42.021,0.0,245.001,-44.536,45.535,,-0.999,200.465,-74.195,126.27,0.0,0.0,0.0,126.27,-15.34,110.93,,0.0,110.93,110.93,0.0,208.254668,0.535,0.535,0.535,209.214636,0.53,0.53,0.53,
12/31/2009,1568.204,1568.204,,-1095.046,1095.046,473.158,1.376,-235.822,137.161,137.161,0.0,56.865,41.796,0.0,238.712,-44.149,44.831,0.0,-0.682,194.563,-68.98,125.583,0.0,0.0,0.0,125.583,-15.859,109.724,0.0,0.0,109.724,109.724,0.0,205.422252,0.535,0.535,0.535,207.471142,0.53,0.53,0.53,
03/31/2010,1559.418,1559.418,,-1082.789,1082.789,476.629,2.345,-236.308,137.277,137.277,,57.468,41.563,0.0,242.666,-43.752,44.583,,-0.831,198.914,-73.914,125.0,0.0,0.0,0.0,125.0,-15.577,109.423,0.0,0.0,109.423,109.437,0.014,206.729738,0.525,0.525,0.529373,209.5312,0.52,0.52,0.520067,
06/30/2010,1586.907,1586.907,,-1110.552,1110.552,476.355,2.834,-236.824,136.104,136.104,,58.353,42.367,0.0,242.365,-47.043,43.655,,3.388,195.322,-71.429,123.893,0.0,0.0,0.0,123.893,-16.04,107.853,,0.0,107.853,110.375,2.522,206.007246,0.525,0.525,0.535782,208.89813,0.52,0.52,0.532073,
09/30/2010,1649.557,1649.557,,-1144.474,1144.474,505.083,1.789,-250.127,148.041,148.041,,58.325,43.761,0.0,256.745,-38.731,39.49,,-0.759,218.014,-75.038,142.976,0.095,0.095,0.0,142.881,-23.494,119.387,0.0,0.0,119.387,119.482,0.0,205.217688,0.58,0.58,0.58,208.044916,0.575,0.575,0.575,
12/31/2010,1646.924,1646.924,,-1133.008,1133.008,513.916,2.031,-260.689,157.578,157.578,,59.91,43.201,0.0,255.258,-123.043,53.879,,69.164,132.215,-39.863,92.352,-0.093,-0.093,0.0,92.445,-23.425,69.02,0.0,0.0,69.02,111.853,42.926,194.198682,0.355,0.355,0.575972,198.11749,0.35,0.35,0.56667,
03/31/2011,1562.313,1456.363,105.95,-1114.086,1114.086,448.227,1.519,-214.412,151.602,151.602,,61.838,0.972,0.0,235.334,-57.754,58.595,,-0.841,177.58,-62.959,114.621,-0.131,-0.131,0.0,114.752,-20.25,94.502,0.0,0.0,94.502,94.314,-0.057,192.527604,0.49,0.49,0.489872,196.756742,0.48,0.48,0.47971,
06/30/2011,1661.233,1535.539,125.694,-1163.136,1163.136,498.097,2.417,-253.89,163.793,163.793,,64.245,1.852,24.0,246.624,-59.341,59.897,,-0.556,187.283,-66.871,120.412,-0.253,-0.253,0.0,120.665,-20.65,100.015,0.0,0.0,100.015,114.162,14.4,190.976898,0.525,0.525,0.597779,195.315156,0.515,0.51,0.583727,
09/30/2011,1807.869,1807.869,,-1189.638,1189.638,618.231,2.619,-302.138,182.638,182.638,,67.558,51.942,0.0,318.712,-60.05,60.848,,-0.798,258.662,-94.204,164.458,2.612,2.612,0.0,161.846,-26.485,135.361,0.0,0.0,135.361,143.823,5.85,186.88324,0.725,0.74,0.769587,190.34245,0.71,0.725,0.755734,
12/31/2011,1794.325,1664.104,130.221,-1201.387,1201.387,592.938,2.221,-265.425,192.019,192.019,0.0,72.387,1.019,0.0,329.734,-60.963,61.75,0.0,-0.787,268.771,-91.552,177.219,1.087,1.087,0.0,176.132,-28.009,148.123,0.0,0.0,148.123,157.465,8.255,186.970002,0.795,0.8,0.842194,189.936058,0.78,0.785,0.828462,
03/31/2012,1849.533,1765.482,84.051,-1249.395,1249.395,600.138,2.632,-281.888,205.401,205.401,,75.381,1.106,0.0,320.882,-60.342,61.381,,-1.039,260.54,-95.556,164.984,0.101,0.101,0.0,164.883,-24.763,140.12,0.0,0.0,140.12,143.747,3.526,187.538184,0.745,0.75,0.766494,191.45821,0.73,0.73,0.748417,
06/30/2012,1913.006,1759.325,153.681,-1299.322,1299.322,613.684,2.618,-369.041,212.793,212.793,,77.21,1.038,78.0,247.261,-59.869,60.709,,-0.84,187.392,-67.74,119.652,-0.352,-0.352,0.0,120.004,-24.667,95.337,0.0,0.0,95.337,112.145,17.16,188.343166,0.505,0.505,0.595429,192.00438,0.495,0.495,0.584373,
09/30/2012,1945.888,1842.853,103.035,-1327.373,1327.373,618.515,3.064,-280.694,197.912,197.912,,80.1,1.39,1.292,340.885,-69.675,70.494,,-0.819,271.21,-98.647,172.563,0.013,0.013,0.0,172.55,-27.829,144.721,0.0,0.0,144.721,147.524002,2.790002,189.959716,0.76,0.76,0.776607,193.26924,0.75,0.75,0.764436,
12/31/2012,2477.853,1929.802,548.051,-1702.763,1702.763,775.09,8.063,-395.097,278.469,278.469,0.0,109.278,0.805,6.545,388.056,-105.894,98.032,0.0,7.862,282.162,-97.902,184.26,0.46,0.46,0.0,183.8,-27.961,155.839,0.0,0.0,155.839,173.782,17.483,202.21556,0.77,0.775,0.85939,206.94197,0.755,0.755,0.839483,
03/31/2013,2829.582,1979.873,849.709,-1953.929,1953.929,875.653,9.367,-718.159,291.372,291.372,,125.909,0.878,300.0,166.861,-105.219,105.817,,-0.598,61.642,-15.144,46.498,-13.236,-13.236,0.0,59.734,-29.57,30.164,0.0,0.0,30.164,196.928,180.0,208.968,0.145,0.08,0.942384,214.128,0.14,0.08,0.920619,
06/30/2013,2871.673,2048.651,823.022,-2014.32,2014.32,857.353,7.649,-342.982,268.11,268.11,,130.589,1.26,-56.977,522.02,-109.47,108.096,,1.374,412.55,-129.192,283.358,0.0,0.0,0.0,283.358,-28.982,254.376,0.0,0.0,254.376,197.399,-56.977,209.797334,1.21,1.21,0.940904,214.849164,1.185,1.185,0.919805,
09/30/2013,2999.586,2052.222,947.364,-2095.334,2095.334,904.252,9.223,-536.401,305.138,305.138,,132.765,1.498,97.0,377.074,-106.308,108.421,,-2.113,270.766,-100.93,169.836,0.0,0.0,0.0,169.836,-33.208,136.628,0.0,0.0,136.628,210.978,74.35,210.39456,0.65,0.65,1.002773,214.90286,0.64,0.64,0.98597,
12/31/2013,3063.209,2151.972,911.237,-2127.832,2127.832,935.377,8.319,-459.517,318.827,318.827,,139.474,1.216,0.0,484.179,-104.159,107.609,,-3.45,380.02,-135.747,244.273,0.0,0.0,0.0,244.273,-31.995,212.278,0.0,0.0,212.278,211.882,-0.396,210.574383,1.01,1.01,1.00621,215.154029,0.99,0.99,0.988159,
03/31/2014,3042.776,2114.098,928.678,-2179.772,2179.772,863.004,7.372,-429.151,284.061,284.061,,142.579,2.511,0.0,441.225,-104.637,106.335,0.0,-1.698,336.588,-124.851,211.737,0.0,0.0,0.0,211.737,-28.448,183.289,0.0,0.0,183.289,189.04085,5.75185,211.375232,0.87,0.87,0.894338,216.118922,0.85,0.85,0.876614,
06/30/2014,3172.489,2187.249,985.24,-2246.538,2246.538,925.951,6.095,-447.751,298.636,298.636,,145.907,3.208,0.0,484.295,-201.987,106.132,,95.855,282.308,-100.887,181.421,0.0,0.0,0.0,181.421,-33.738,147.683,0.0,0.0,147.683,207.6441,59.9611,212.258994,0.7,0.7,0.978258,216.720944,0.68,0.68,0.956674,
09/30/2014,3251.824,2242.533,1009.291,-2326.534,2326.534,925.29,5.225,-492.979,322.822,322.822,,149.196,3.961,17.0,437.536,-101.124,99.878,,1.246,336.412,-116.628,219.784,0.0,0.0,0.0,219.784,-35.662,184.122,0.0,0.0,184.122,203.5374,19.4154,212.617238,0.87,0.87,0.957295,217.236493,0.85,0.85,0.939374,
12/31/2014,3328.017,2324.458,1003.559,-2366.461,2366.461,961.556,4.542,-514.013,355.987,355.987,,153.253,4.773,0.0,452.085,-97.72,97.949,,-0.229,354.365,-103.977,250.388,0.0,0.0,0.0,250.388,-42.368,208.02,0.0,0.0,208.02,208.02,0.0,212.94185,0.98,0.98,0.98,217.620369,0.96,0.96,0.96,
03/31/2015,3287.965,2271.815,1016.15,-2362.612,2362.612,925.353,2.908,-992.417,341.801,341.801,,153.789,1.827,495.0,-64.156,-97.925,97.392,0.0,0.533,-162.081,85.933,-76.148,0.0,0.0,0.0,-76.148,-34.469,-110.617,0.0,0.0,-110.617,183.857409,294.474409,213.387253,-0.52,-0.52,0.861614,213.387253,-0.52,-0.52,0.86,
06/30/2015,3434.618,2363.579,1071.039,-2446.076,2446.076,988.542,5.033,-513.027,352.025,352.025,,158.843,2.159,0.0,480.548,-150.009,104.248,0.0,45.761,330.539,-122.762,207.777,0.0,0.0,0.0,207.777,-37.3,170.477,0.0,0.0,170.477,205.4583,34.9813,212.991606,0.8,0.8,0.964631,217.606198,0.78,0.78,0.940755,
09/30/2015,3525.665,2414.034,1111.631,-2501.015,2501.015,1024.65,2.783,-518.065,353.492,353.492,,162.062,2.511,0.0,509.368,-100.997,103.481,,-2.484,408.371,-147.064,261.307,0.0,0.0,0.0,261.307,-45.435,215.872,0.0,0.0,215.872,215.872,0.0,212.374897,1.02,1.02,1.02,216.691461,1.0,1.0,1.0,
12/31/2015,,,,,,,,,,,,,,,211.006,-99.448,103.259,,-3.811,111.558,-23.617,87.941,53.467,53.467,0.0,34.474,-40.474,-6.0,0.0,0.0,-6.0,39.967,-7.5,208.728478,-0.028745,0.22741,0.191478,212.743589,-0.028745,0.222576,0.187322,
03/31/2016,3581.136,2477.738,1103.398,-2582.333,2582.333,998.803,1.387,-635.301,386.429,386.429,,169.355,2.517,77.0,364.889,-99.908,102.884,,-2.976,264.981,-126.822,138.159,0.0,0.0,0.0,138.159,-40.725,97.434,0.0,0.0,97.434,191.001643,93.567643,204.366869,0.48,0.48,0.934602,207.928096,0.47,0.47,0.92,
06/30/2016,3717.651,2570.654,1146.997,-2671.025,2671.025,1046.626,0.0,-717.556,386.895,386.895,,180.381,3.566,146.714,329.07,-99.679,102.894,,-3.215,229.391,-134.888,94.503,0.0,0.0,0.0,94.503,-41.121,53.382,0.0,0.0,53.382,210.005,156.623,204.49797,0.26,0.26,1.02693,208.047172,0.26,0.26,1.012824,
