Date,Level 1 Assets,Level 2 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
12/31/2012,13.893,6.102,19.995,28.627,,28.627,0.775364,0.340551,1.115914,0.222832,0.097871,0.320703,
03/31/2013,6.118,14.402,20.52,30.398,,30.398,0.33746,0.794394,1.131854,0.099218,0.233563,0.332781,
06/30/2013,6.349,14.421,20.77,24.785,,24.785,0.339968,0.772196,1.112164,0.099071,0.225029,0.324101,
09/30/2013,3.294,17.162,20.456,25.8,,25.8,0.176183,0.917925,1.094108,0.04759,0.247949,0.295539,
12/31/2013,3.759,17.901,21.66,28.607,,28.607,0.21183,1.008771,1.220601,0.058895,0.28047,0.339365,
03/31/2014,4.181,17.672,21.853,28.609,,28.609,0.252928,1.069061,1.321989,0.067553,0.285528,0.353081,
06/30/2014,3.728,19.433,23.161,29.382,,29.382,0.244466,1.274329,1.518795,0.058792,0.306466,0.365258,
09/30/2014,0.9,22.826,23.726,31.263,,31.263,0.066571,1.688394,1.754965,0.014247,0.361342,0.375589,
12/31/2014,1.14,22.73,23.87,34.443,,34.443,0.114404,2.281052,2.395456,0.020002,0.398819,0.418821,
03/31/2015,1.132,22.895,24.027,34.012,,34.012,0.241276,4.879873,5.12115,0.019341,0.391177,0.410518,
06/30/2015,1.733,23.016,24.749,34.074,,34.074,0.228827,3.03905,3.267876,0.028277,0.375552,0.40383,
09/30/2015,1.99,20.626,22.616,35.252,,35.252,0.203859,2.112962,2.316821,0.032682,0.338743,0.371425,
12/31/2015,2.295,21.367,23.662,35.15,,35.15,0.264428,2.461891,2.72632,0.039713,0.369739,0.409452,
03/31/2016,2.673,21.276,23.949,35.116,23.757,58.873,0.26708,2.12585,2.392931,0.044267,0.35235,0.396618,
06/30/2016,3.056,22.359,25.415,35.634,174.669,210.303,0.245141,1.793557,2.038698,0.045847,0.335435,0.381282,
09/30/2016,3.413,23.114,26.527,36.928,157.316,194.244,0.213608,1.446629,1.660238,0.049337,0.334125,0.383462,
12/31/2016,,,,,,,0.202402,1.259023,1.461425,0.056305,0.35024,0.406544,
03/31/2017,4.189,24.752,28.941,37.719,,37.719,0.202823,1.198441,1.401264,0.059938,0.354161,0.414099,
06/30/2017,28.7,24.862,53.562,64.001,,64.001,1.200204,1.039703,2.239907,0.138531,0.120005,0.258536,
09/30/2017,32.286,25.666,57.952,65.297,,65.297,1.177896,0.936377,2.114273,0.155373,0.123515,0.278888,
12/31/2017,34.433,26.664,61.097,70.85,,70.85,0.943913,0.730941,1.674854,0.173034,0.133993,0.307028,
03/31/2018,34.806,26.45,61.256,70.2,,70.2,0.954706,0.725506,1.680212,0.171384,0.130239,0.301623,
06/30/2018,35.952,27.244,63.196,72.609,,72.609,0.970948,0.735773,1.70672,0.178903,0.13557,0.314473,
09/30/2018,28.559,28.517,57.076,68.461,,68.461,0.726595,0.725526,1.452122,0.143356,0.143145,0.2865,
12/31/2018,27.019,25.441,52.46,62.599,,62.599,0.724234,0.681936,1.40617,0.141207,0.13296,0.274167,
03/31/2019,29.9,32.7,62.6,76.9,,76.9,0.864137,0.945059,1.809196,0.142642,0.156,0.298641,
06/30/2019,30.588,27.887,58.475,69.813,6.561,76.374,0.816228,0.744153,1.560381,0.144377,0.131629,0.276006,
09/30/2019,27.758,40.955,68.713,70.421,,70.421,0.690007,1.018057,1.708063,0.13304,0.196292,0.329332,
12/31/2019,29.9,32.7,62.6,76.9,0.0,76.9,0.725147,0.793054,1.518201,0.145881,0.159542,0.305422,
03/31/2020,29.6,28.0,57.6,65.6,4.7,70.3,0.899942,0.851297,1.751239,0.143897,0.136119,0.280015,
06/30/2020,31.5,30.3,61.8,76.2,14.2,90.4,0.813975,0.782966,1.59694,0.1537,0.147845,0.301544,
