Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/29/2014,418.0,418.0,-233.3,222.3,11.0,184.7,0.0,-196.3,113.4,74.1,8.8,-11.6,-7.1,,7.7,,,,-0.6,-18.7,17.2,-1.5,0.0,0.0,0.0,-1.5,0.0,-1.5,0.0,0.0,-1.5,2.205,3.705,234.0,-0.01,-0.01,0.009423,234.0,-0.01,-0.01,0.005833,
06/28/2014,448.6,448.6,-239.1,228.2,10.9,209.5,0.0,-226.0,120.9,80.0,25.1,-16.5,-8.3,,8.4,,,,-0.1,-24.8,-0.6,-25.4,0.0,0.0,0.0,-25.4,0.0,-25.4,0.0,0.0,-25.4,-10.125,15.275,234.3,-0.11,-0.11,-0.043214,234.3,-0.11,-0.11,-0.044806,
09/27/2014,215.3,215.3,-86.4,78.3,8.1,128.9,0.0,-141.3,93.6,41.6,6.1,-12.4,-7.6,,8.2,,,,-0.6,-20.0,-5.8,-25.8,-16.1,-16.1,0.0,-9.7,0.0,-9.7,0.0,0.0,-9.7,-24.63,1.17,230.8,-0.04,-0.11,-0.106716,230.8,-0.04,-0.11,-0.106716,
12/27/2014,226.4,226.4,-93.3,84.1,9.2,133.1,0.0,-154.3,96.1,44.2,14.0,-21.2,-8.0,,8.3,,,,-0.3,-29.2,-8.5,-37.7,-12.6,-12.6,0.0,-25.1,0.0,-25.1,0.0,0.0,-25.1,-27.495,10.205,232.1,-0.11,-0.16,-0.118462,232.1,-0.11,-0.16,-0.118462,
03/28/2015,212.4,212.4,-85.4,76.4,9.0,127.0,0.0,-150.2,95.5,42.1,12.6,-23.2,-7.8,,8.2,,,,-0.4,-31.0,-4.8,-35.8,-22.6,-22.6,0.0,-13.2,0.0,-13.2,0.0,0.0,-13.2,-26.7,9.1,233.2,-0.06,-0.16,-0.114494,233.2,-0.06,-0.16,-0.120978,
06/27/2015,219.8,219.8,-88.7,83.1,5.6,131.1,0.0,-150.1,91.1,45.4,13.6,-19.0,-6.1,,8.6,,,,-2.5,-25.1,-7.0,-32.1,8.0,8.0,0.0,-40.1,0.0,-40.1,0.0,0.0,-40.1,-22.87,9.23,234.6,-0.17,-0.14,-0.097485,234.6,-0.17,-0.14,-0.100656,
10/03/2015,229.7,229.7,-89.2,84.9,4.3,140.5,0.0,-143.4,94.9,44.3,4.2,-2.9,-9.9,,8.8,,,,1.1,-12.8,-2.9,-15.7,53.4,53.4,0.0,-69.1,0.0,-69.1,0.0,0.0,-69.1,-10.825,4.875,236.0,-0.29,-0.07,-0.045869,236.0,-0.29,-0.07,-0.049343,
01/02/2016,232.1,232.1,-90.3,85.7,4.6,141.8,0.0,-132.6,85.8,41.7,5.1,9.2,-7.1,,8.8,,,,-1.7,2.1,-1.1,1.0,-3.0,-3.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.665,2.665,234.9,0.02,0.01,0.015602,237.1,0.02,0.01,0.015602,
04/02/2016,220.4,220.4,-89.1,85.0,4.1,131.3,0.0,-124.1,80.6,40.0,3.5,7.2,31.5,,9.1,,,,-40.6,38.7,-9.9,28.8,-5.0,-5.0,0.0,33.8,0.0,33.8,0.0,0.0,33.8,4.36,-24.44,232.0,0.15,0.13,0.018793,234.6,0.14,0.12,0.015823,
07/02/2016,224.1,224.1,-88.0,83.7,4.3,136.1,0.0,-233.9,89.8,40.4,103.7,-97.8,23.9,,9.0,,,,-32.9,-73.9,9.4,-64.5,3.4,3.4,0.0,-67.9,0.0,-67.9,0.0,0.0,-67.9,14.940157,79.440157,228.3,-0.291291,-0.276705,0.064093,228.3,-0.291291,-0.276705,0.064093,
10/01/2016,210.8,210.8,-85.7,81.9,3.8,125.1,0.0,-115.0,75.4,36.1,3.5,10.1,73.6,,9.2,,,,-82.8,83.7,-5.7,78.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,78.0,25.935,-52.065,232.4,0.34,0.34,0.111596,236.8,0.33,0.33,0.110131,
12/31/2016,206.5,206.5,-81.8,78.1,3.7,124.7,0.0,-118.0,76.9,35.9,5.2,6.7,48.3,,9.4,,,,-57.7,55.0,-5.8,49.2,0.0,0.0,0.0,49.2,0.0,49.2,0.0,0.0,49.2,1.95594,-47.24406,230.5,0.21,0.21,0.008486,234.2,0.21,0.21,0.008275,
04/01/2017,196.0,196.0,-79.0,75.4,3.6,117.0,0.0,-132.2,76.2,34.1,21.9,-15.2,45.5,,10.7,,,,-56.2,30.3,-4.3,26.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,26.0,1.748936,-24.251064,229.4,0.11,0.11,0.007624,234.6,0.11,0.11,0.006628,
07/01/2017,198.1,198.1,-78.9,75.7,3.2,119.2,0.0,-107.2,72.0,30.2,5.0,12.0,5.6,,13.9,,,,-19.5,17.6,-5.5,12.1,-1.6,-1.6,0.0,13.7,0.0,13.7,0.0,0.0,13.7,7.721535,-4.378465,227.3,0.06,0.05,0.033971,232.5,0.06,0.05,0.031168,
09/30/2017,190.9,190.9,-78.2,74.1,4.1,112.7,0.0,-106.0,72.3,29.1,4.6,6.7,-12.3,,12.5,,,,-0.2,-5.6,-2.0,-7.6,0.0,0.0,0.0,-7.6,0.0,-7.6,0.0,0.0,-7.6,-7.00021,0.59979,228.1,-0.03,-0.03,-0.030689,228.1,-0.03,-0.03,-0.030689,
12/30/2017,205.4,205.4,-86.0,81.9,4.1,119.4,0.0,-112.5,76.7,29.9,5.9,6.9,-8.8,,11.7,,,,-2.9,-1.9,0.8,-1.1,0.0,0.0,0.0,-1.1,0.0,-1.1,0.0,0.0,-1.1,4.612063,5.712063,227.4,0.0,0.0,0.020282,227.4,0.0,0.0,0.020282,
03/31/2018,218.7,218.7,-95.4,89.2,6.2,123.3,0.0,-122.9,86.0,32.1,4.8,0.4,-8.0,,11.4,,,,-3.4,-7.6,-3.1,-10.7,0.0,0.0,0.0,-10.7,0.0,-10.7,0.0,0.0,-10.7,4.985089,15.685089,226.3,-0.05,-0.05,0.022029,226.3,-0.05,-0.05,0.019311,
06/30/2018,260.7,260.7,-127.7,115.4,12.3,133.0,0.0,-145.1,88.9,42.2,14.0,-12.1,-8.5,,11.7,,,,-3.2,-20.6,-8.6,-29.2,0.0,0.0,0.0,-29.2,0.0,-29.2,0.0,0.0,-29.2,-12.641176,16.558824,226.5,-0.13,-0.13,-0.055811,226.5,-0.13,-0.13,-0.056893,
09/29/2018,268.5,268.5,-118.1,108.7,9.4,150.4,0.0,-151.6,84.4,42.6,24.6,-1.2,-8.4,,10.1,,,,-1.7,-9.6,-5.7,-15.3,0.0,0.0,0.0,-15.3,0.0,-15.3,0.0,0.0,-15.3,1.992772,17.292772,227.2,-0.07,-0.07,0.008771,227.2,-0.07,-0.07,0.006113,
12/29/2018,306.9,306.9,-128.9,120.4,8.5,178.0,0.0,-145.1,88.5,45.9,10.7,32.9,-6.6,,8.1,,,,-1.5,26.3,-10.9,15.4,2.4,2.4,0.0,13.0,0.0,13.0,0.0,0.0,13.0,18.292125,2.892125,228.3,0.06,0.07,0.080123,230.4,0.06,0.07,0.080123,
03/30/2019,265.2,265.2,-111.7,103.8,7.9,153.5,0.0,-145.6,86.8,48.7,10.1,7.9,-7.1,,8.0,,,,-0.9,0.8,-5.6,-4.8,0.0,0.0,0.0,-4.8,0.0,-4.8,0.0,0.0,-4.8,-1.46105,3.33895,228.3,-0.02,-0.02,-0.0064,228.3,-0.02,-0.02,-0.0064,
06/29/2019,289.7,289.7,-120.2,111.6,8.6,169.5,0.0,-141.7,83.8,49.8,8.1,27.8,-6.0,,8.1,,,,-2.1,21.8,-9.3,12.5,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,8.74086,-3.75914,228.7,0.05,0.05,0.03822,232.5,0.05,0.05,0.033832,
09/28/2019,299.8,299.8,-125.4,117.0,8.4,174.4,0.0,-153.7,93.2,51.5,9.0,20.7,-5.6,,8.3,,,,-2.7,15.1,-8.3,6.8,0.0,0.0,0.0,6.8,0.0,6.8,0.0,0.0,6.8,11.276011,4.476011,229.4,0.03,0.03,0.049154,236.4,0.03,0.03,0.048934,
12/28/2019,313.7,313.7,-124.2,115.8,8.4,189.5,0.0,-144.5,86.3,50.3,7.9,45.0,-7.1,,8.4,,,,-1.3,37.9,-9.9,28.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,28.0,22.499644,-5.500356,230.0,0.12,0.12,0.097825,238.3,0.12,0.12,0.096918,
03/28/2020,256.2,256.2,-109.4,101.4,8.0,146.8,0.0,-137.7,83.6,46.8,7.3,9.1,-3.1,,8.4,,,,-5.3,6.0,-38.8,-32.8,0.0,0.0,0.0,-32.8,0.0,-32.8,0.0,0.0,-32.8,-0.907918,31.892082,230.0,-0.14,-0.14,-0.003947,230.0,-0.14,-0.14,-0.003947,
06/27/2020,266.6,266.6,-112.0,104.1,7.9,154.6,0.0,-111.3,51.9,45.0,14.4,43.3,-8.3,,8.6,,,,-0.3,35.0,-8.3,26.7,0.0,0.0,0.0,26.7,0.0,26.7,0.0,0.0,26.7,8.091099,-18.608901,228.1,0.12,0.12,0.035472,230.3,0.12,0.12,0.035472,
09/30/2020,271.25,,,,,165.3078875,,,,,,46.557,,,,,,,,43.875,,18.45,,,,,,18.45,,,18.45,35.288,,,0.08,0.08,0.151,,0.08,0.08,0.151,
12/31/2020,287.286,,,,,175.98278502,,,,,,52.957,,,,,,,,50.471,,23.85,,,,,,23.85,,,23.85,40.643,,,0.1,0.1,0.171,,0.1,0.1,0.171,
