Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2005,39899.0,5438.0,5082.0,356.0,,,,4319.0,,,,,2194.0,,,,,,11951.0,6513.0,,,,,,21435.0,17959.0,,,,,,3476.0,27948.0,,,,,,6101.0,,,,8414.0,,,8414.0,14515.0,6823.0,,,,9339.0,,,,9339.0,16162.0,30677.0,,,,,,,8813.0,8813.0,409.0,9222.0,39899.0,
12/31/2005,39500.0,1864.0,1529.0,335.0,3345.0,,,4107.0,1512.0,,2595.0,,1826.0,,,,,,11142.0,6492.0,13859.0,-7367.0,841.0,,,20794.0,18055.0,12963.0,5092.0,,,,2739.0,28127.0,,3988.0,3988.0,,,5942.0,5878.0,64.0,64.0,5464.0,,,5464.0,15394.0,6457.0,6345.0,112.0,112.0,8884.0,,,,8884.0,15341.0,30735.0,0.0,674.0,,,-2758.0,7687.0,2758.0,8361.0,404.0,8765.0,39500.0,
03/31/2006,40300.0,1969.0,1969.0,,,,,4217.0,,,,4217.0,6105.0,,,,,,12291.0,6428.0,,,,,,21581.0,17892.0,,,,,,3689.0,28009.0,,,,,,6501.0,,,,8994.0,,,8994.0,15495.0,6250.0,,,,8730.0,,,,8730.0,14980.0,30475.0,,,,,,,9365.0,9365.0,460.0,9825.0,40300.0,
06/30/2006,38514.0,1590.0,1590.0,,,,,3893.0,,,,3893.0,5340.0,,,,,,10823.0,6139.0,,,,,,21552.0,17428.0,,,,,,4124.0,27691.0,,,,,,5939.0,,,,8486.0,,,8486.0,14425.0,6111.0,,,,8785.0,,,,8785.0,14896.0,29321.0,,,,,,,8788.0,8788.0,405.0,9193.0,38514.0,
09/30/2006,38181.0,1440.0,1440.0,,,,,3930.0,,,,3930.0,4977.0,,,,,,10347.0,6198.0,,,,,,21636.0,17527.0,,,,,,4109.0,27834.0,,,,,,5735.0,,,,8689.0,,,8689.0,14424.0,5025.0,,,,8616.0,,,,8616.0,13641.0,28065.0,,,,,,,9704.0,9704.0,412.0,10116.0,38181.0,
12/31/2006,37072.0,1276.0,1039.0,237.0,3054.0,4290.0,,3796.0,1360.0,,2436.0,,1375.0,,,,,,9501.0,6276.0,13363.0,-7087.0,874.0,,,20169.0,17206.0,12425.0,4781.0,1266.0,,,1697.0,27319.0,,3833.0,3833.0,,,4362.0,4301.0,61.0,61.0,5689.0,,,5689.0,13884.0,4239.0,4131.0,108.0,108.0,7277.0,,,1003.0,6274.0,11516.0,25400.0,0.0,649.0,,,-2340.0,10581.0,2340.0,11230.0,442.0,11672.0,37072.0,
03/31/2007,38436.0,1535.0,1535.0,,,,,4140.0,,,,,5276.0,,,,,,10951.0,6165.0,,,,,,21320.0,17137.0,,,,,,4183.0,27485.0,,,,,,5102.0,,,,9634.0,,,9634.0,14736.0,4353.0,,,,6542.0,,,,6542.0,10895.0,25631.0,,,,,,,12234.0,12234.0,571.0,12805.0,38436.0,
07/01/2007,39582.0,1810.0,1518.0,292.0,,,,4166.0,,,,4166.0,5729.0,,,,,,11705.0,6249.0,,,,,,21628.0,17180.0,,,,,,4448.0,27877.0,,,,,,5367.0,,,,10105.0,,,10105.0,15472.0,5233.0,,,,6083.0,,,,6083.0,11316.0,26788.0,0.0,,,,,,12245.0,12245.0,549.0,12794.0,39582.0,
09/30/2007,38924.0,1566.0,1566.0,,,,,4120.0,,,,,5639.0,,,,,,11325.0,6260.0,,,,,,21339.0,16769.0,,,,,,4570.0,27599.0,,,,,,5095.0,,,,9772.0,,,9772.0,14867.0,4944.0,,,,5724.0,,,,5724.0,10668.0,25535.0,,,,,,,12883.0,12883.0,506.0,13389.0,38924.0,
12/31/2007,37302.0,1314.0,1098.0,216.0,2965.0,2965.0,,3894.0,1406.0,,2488.0,,1755.0,,,,,,9928.0,6284.0,13273.0,-6989.0,738.0,,,20352.0,16755.0,12244.0,4511.0,1003.0,,,2594.0,27374.0,,8017.0,8017.0,,,4166.0,4101.0,65.0,65.0,1376.0,,,1376.0,13559.0,5483.0,5170.0,313.0,313.0,5441.0,,,1213.0,4228.0,10924.0,24483.0,0.0,637.0,,,-3290.0,15162.0,-122.0,12387.0,432.0,12819.0,37302.0,
03/31/2008,37315.0,1421.0,1254.0,167.0,,,,4305.0,,,,,5029.0,,,,,,10755.0,5942.0,,,,,,20618.0,16157.0,11804.0,4353.0,,,,4461.0,26560.0,,,,,,4121.0,,,,9670.0,,,9670.0,13791.0,5678.0,,,,5409.0,,,,5409.0,11087.0,24878.0,0.0,,,,,,11977.0,11977.0,460.0,12437.0,37315.0,
06/30/2008,38346.0,1319.0,1060.0,259.0,,,,4431.0,,,,,6032.0,,,,,,11782.0,6045.0,,,,,,20519.0,16451.0,12015.0,4436.0,,,,4068.0,26564.0,,,,,,5947.0,,,,9705.0,,,9705.0,15652.0,5607.0,,,,5315.0,,,,5315.0,10922.0,26574.0,0.0,,,,,,11344.0,11344.0,428.0,11772.0,38346.0,
09/30/2008,38680.0,1645.0,1295.0,350.0,5215.0,,,4390.0,,,,,363.0,,,,,,11613.0,6205.0,,,,,,20862.0,16617.0,12098.0,4519.0,958.0,,,3287.0,27067.0,,8295.0,8295.0,,,4476.0,,,,1769.0,,,1769.0,14540.0,5864.0,,,,5257.0,,,1186.0,4071.0,11121.0,25661.0,0.0,,,,,,12578.0,12578.0,441.0,13019.0,38680.0,
12/31/2008,36142.0,3193.0,2561.0,632.0,2788.0,2788.0,,3889.0,1437.0,,2452.0,,1305.0,,,,,,11175.0,5957.0,12359.0,-6402.0,904.0,,,18106.0,16091.0,11665.0,4426.0,1068.0,,,947.0,24967.0,,7824.0,7824.0,,,4842.0,4818.0,24.0,24.0,1134.0,,,1134.0,13800.0,6363.0,6121.0,242.0,242.0,5607.0,,,790.0,4817.0,11970.0,25770.0,0.0,605.0,,,-4576.0,15812.0,-1893.0,9948.0,424.0,10372.0,36142.0,
03/31/2009,37483.0,2831.0,2437.0,394.0,,,,4217.0,,,,,4928.0,,,16.0,207.0,4705.0,11976.0,6091.0,,,,,,19416.0,16600.0,12032.0,4568.0,990.0,305.0,,1521.0,25507.0,,8281.0,,354.0,7927.0,3952.0,3952.0,,,724.0,,,724.0,12957.0,7931.0,7931.0,,,5668.0,,3885.0,738.0,1045.0,13599.0,26556.0,0.0,,,,,,10437.0,10437.0,490.0,10927.0,37483.0,
06/30/2009,37452.0,2416.0,2082.0,334.0,,,,3759.0,,,,,4993.0,,,13.0,167.0,4813.0,11168.0,6261.0,,,,,,20023.0,16936.0,12338.0,4598.0,1083.0,413.0,,1591.0,26284.0,,8836.0,,408.0,8428.0,2470.0,2470.0,,,698.0,,,698.0,12004.0,8826.0,8826.0,,,6044.0,,4063.0,796.0,1185.0,14870.0,26874.0,0.0,,,,,,10085.0,10085.0,493.0,10578.0,37452.0,
09/30/2009,37862.0,3331.0,2698.0,633.0,,,,3741.0,,,,,4618.0,,,42.0,192.0,4384.0,11690.0,6270.0,,,,,,19902.0,16750.0,12244.0,4506.0,1062.0,565.0,,1525.0,26172.0,,9128.0,,483.0,8645.0,1458.0,1458.0,,,724.0,,,724.0,11310.0,8794.0,8794.0,,,5807.0,,3863.0,806.0,1138.0,14601.0,25911.0,0.0,,,,,,11481.0,11481.0,470.0,11951.0,37862.0,
12/31/2009,37016.0,3614.0,2642.0,972.0,2314.0,2314.0,0.0,3578.0,1298.0,0.0,2280.0,0.0,1305.0,472.0,0.0,17.0,173.0,643.0,10811.0,6644.0,13645.0,-7001.0,485.0,49.0,436.0,19076.0,17047.0,12464.0,4583.0,738.0,759.0,102.0,430.0,26205.0,,8900.0,3982.0,829.0,4089.0,2185.0,2163.0,22.0,22.0,514.0,0.0,0.0,420.0,11599.0,7692.0,7502.0,190.0,190.0,5189.0,0.0,3341.0,764.0,1084.0,12881.0,24480.0,0.0,615.0,484.0,131.0,-4350.0,17350.0,-1550.0,12065.0,471.0,12536.0,37016.0,
03/31/2010,39316.0,3290.0,2674.0,616.0,,,,4234.0,,,,,4615.0,,,23.0,162.0,4430.0,12139.0,6971.0,,,,,,20206.0,17612.0,12860.0,4752.0,779.0,795.0,,1020.0,27177.0,,9803.0,,537.0,9266.0,2382.0,2382.0,,,379.0,,,379.0,12564.0,7973.0,7973.0,,,5507.0,,3499.0,817.0,1191.0,13480.0,26044.0,0.0,,,,,,12677.0,12677.0,595.0,13272.0,39316.0,
06/30/2010,41956.0,3520.0,3105.0,415.0,,,,4398.0,,,,,5445.0,,,398.0,125.0,4922.0,13363.0,7504.0,,,,,,21089.0,18402.0,13371.0,5031.0,1045.0,536.0,,1106.0,28593.0,,10870.0,,534.0,10336.0,2895.0,2895.0,,,333.0,,,333.0,14098.0,8188.0,8188.0,,,6590.0,,4489.0,807.0,1294.0,14778.0,28876.0,0.0,,,,,,12428.0,12428.0,652.0,13080.0,41956.0,
09/30/2010,40897.0,4232.0,3826.0,406.0,,,,4359.0,,,,,4995.0,,,651.0,175.0,4169.0,13586.0,7239.0,,,,,,20072.0,17421.0,12698.0,4723.0,957.0,658.0,,1036.0,27311.0,,10320.0,,584.0,9736.0,2613.0,2613.0,,,356.0,,,356.0,13289.0,7680.0,7680.0,,,6130.0,,4133.0,783.0,1214.0,13810.0,27099.0,0.0,,,,,,13186.0,13186.0,612.0,13798.0,40897.0,
12/31/2010,41172.0,2463.0,2316.0,147.0,2541.0,2541.0,0.0,4307.0,1554.0,0.0,2753.0,0.0,3223.0,629.0,0.0,921.0,298.0,972.0,12534.0,7854.0,15418.0,-7564.0,511.0,105.0,406.0,20273.0,18233.0,13143.0,5090.0,607.0,910.0,89.0,434.0,28638.0,,10881.0,6030.0,1044.0,3807.0,1997.0,1978.0,19.0,19.0,730.0,0.0,24.0,451.0,13608.0,7234.0,7045.0,189.0,189.0,5252.0,0.0,2980.0,880.0,1368.0,12486.0,26094.0,0.0,618.0,484.0,134.0,-4322.0,19273.0,-1084.0,14485.0,593.0,15078.0,41172.0,
12/31/2011,47512.0,4729.0,3484.0,1245.0,2897.0,2897.0,,4601.0,1584.0,0.0,3017.0,0.0,2064.0,,,,,,14291.0,8774.0,16467.0,-7693.0,478.0,,,23969.0,21913.0,14896.0,7017.0,421.0,,93.0,1542.0,33221.0,,6767.0,6767.0,,,5739.0,5723.0,16.0,16.0,5423.0,,,5423.0,17929.0,7855.0,7667.0,188.0,188.0,6807.0,,,1125.0,5682.0,14662.0,32591.0,0.0,621.0,,,-4184.0,19676.0,-1820.0,14293.0,628.0,14921.0,47512.0,
12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
