Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1992,11.678832,11421.542792,11812.710491,11172.146223,1.321766,,0.814743,2.57119,24.0,11776.30788,
03/31/1993,12.269053,11820.889898,12461.545029,11599.440545,1.423189,,0.903952,2.725583,26.5625,12527.326288,
07/01/1993,11.677632,12300.213748,12703.481007,12040.424732,1.400671,,0.915525,2.658294,26.625,12160.36726,
09/30/1993,11.166667,12512.194892,12770.073744,12177.054052,1.504331,,1.01475,2.759673,29.3125,12559.549861,
12/31/1993,10.509259,12511.111121,12887.345175,12239.411989,1.475461,,0.925106,2.570366,28.375,12371.943366,
03/31/1994,9.033989,12201.173414,13177.274395,11926.471072,1.226158,,0.799592,2.663056,25.25,13048.176373,
06/30/1994,9.425859,13197.512171,13339.006753,12963.741746,1.368575,,0.789374,2.520694,26.0625,12727.48691,
09/30/1994,9.663462,12748.612033,12989.100755,12569.100416,1.375652,,0.717164,2.468883,25.125,12866.088362,
12/31/1994,9.111722,12761.867,13124.711398,12619.849375,1.426612,,0.672553,2.442245,24.875,13077.001184,
03/31/1995,10.35192,13412.39768,14812.494784,13133.505647,1.390836,,0.724075,2.662777,28.3125,14750.717148,
06/30/1995,10.273369,14869.704907,15062.40065,14683.369781,1.105457,,0.7027,2.545059,29.125,14653.429285,
09/30/1995,11.894825,15113.90206,15529.979042,14692.027657,1.288659,,0.824029,2.592818,35.625,15472.640068,
12/31/1995,11.98602,15564.909912,15857.03006,15166.915084,1.243387,,0.821192,2.579858,36.4375,15739.971094,
03/31/1996,12.234477,15946.773782,16158.117875,15671.223885,1.437802,,0.863466,2.713175,37.4375,16114.089917,
06/30/1996,13.213703,16367.082861,16740.11143,15933.480659,1.619195,,0.97807,2.877262,40.5,16190.928383,
09/30/1996,9.939545,15610.481342,16429.073776,15319.310303,1.347838,,0.855579,2.822537,34.9375,15481.052836,
12/31/1996,11.237554,15977.7131,16265.564629,15658.436852,1.362283,,0.990966,3.000725,39.5,15938.951213,
03/31/1997,13.338301,16250.166349,16813.040468,15757.980825,1.66379,,1.092051,3.046941,44.75,16529.962524,
06/30/1997,13.840607,16365.02192,16936.509399,13246.11116,1.461927,,1.106332,2.320126,46.78125,12965.330149,
09/30/1997,15.214067,13273.612098,13553.095535,12886.112648,1.363171,,1.167117,2.34797,49.75,13084.531895,
12/31/1997,14.629121,13470.903541,14037.334896,13084.638943,1.372437,1.502653,1.200289,2.360373,53.25,13516.676105,
03/31/1998,14.974293,13889.549376,14757.425185,13091.000183,1.447485,,1.256485,2.465726,58.25,14580.822681,
06/30/1998,14.248143,14528.245278,14758.785494,14071.470737,1.420079,,1.202711,2.321853,57.5625,13988.465534,
09/30/1998,13.984169,13948.40717,14375.452303,13012.77803,1.263251,,1.092802,2.318419,53.0,14121.719986,
12/31/1998,15.865385,14070.751087,15951.360111,13397.244291,1.259976,1.360965,1.124845,2.479964,57.75,15942.697523,
03/31/1999,18.346253,16739.098069,18039.589821,15406.060114,1.502379,1.61966,1.372602,2.795041,71.0,18049.814163,
