Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2018,9117.548,2942.407,2942.407,0.0,783.807,783.807,0.0,0.0,0.0,0.0,0.0,0.0,918.476,867.936,,50.54,4644.69,886.901,2052.874,-1165.973,0.0,,,,3585.957,2901.137,1772.671,1128.466,,684.82,4472.858,,2221.456,1121.424,,,1100.032,119.414,0.0,,,,119.414,2097.843,,,58.825,4438.713,2747.399,2747.399,,,,294.515,,,,,138.517,155.998,3041.914,7480.627,0.0,2350.194,2.076,2348.118,-6.865,-1113.378,-92.28,1137.671,499.25,1636.921,9117.548,
06/30/2018,8952.809,2293.264,2293.264,0.0,949.422,949.422,0.0,0.0,0.0,0.0,0.0,0.0,1020.67,953.966,,66.704,4263.356,890.439,2080.322,-1189.883,0.0,,,,3799.014,2929.796,1823.948,1105.848,,869.218,4689.453,,2214.683,900.386,,,1314.297,84.946,0.0,,,,84.946,1907.122,,,60.966,4206.751,2743.104,2743.104,,,,304.24,,,,,134.974,169.266,3047.344,7254.095,0.0,2339.77,2.079,2337.691,-6.865,-1044.019,-125.837,1163.049,535.665,1698.714,8952.809,
09/30/2018,8511.699,1900.305,1900.305,0.0,1252.585,1252.585,0.0,0.0,0.0,0.0,0.0,0.0,728.157,668.9,,59.257,3881.047,913.357,2143.873,-1230.516,0.0,,,,3717.295,2873.841,1835.353,1038.488,,843.454,4630.652,,2569.853,1048.647,,,1521.206,81.832,0.0,,,,81.832,957.113,,,66.33,3608.798,2731.985,2731.985,,,,311.537,,,,,130.911,180.626,3043.522,6652.32,0.0,2330.508,2.083,2328.425,-6.865,-871.336,-134.918,1317.389,541.99,1859.379,8511.699,
12/31/2018,8496.886,2371.54,2371.54,0.0,829.32,829.32,0.0,0.0,0.0,0.0,0.0,0.0,647.214,597.866,0.0,49.348,3848.074,946.593,2216.93,-1270.337,137.211,137.211,,,3565.008,2853.248,1822.943,1030.305,,711.76,4648.812,,2372.88,1037.162,,,1335.718,82.142,0.0,,,,82.142,1294.844,0.0,0.0,67.047,3749.866,2752.878,2732.878,20.0,20.0,,322.044,0.0,0.0,0.0,0.0,137.067,184.977,3074.922,6824.788,0.0,2270.3,2.091,2268.209,-6.865,-1019.223,-145.231,1098.981,573.117,1672.098,8496.886,
03/31/2019,10302.533,2670.538,2670.538,0.0,920.035,920.035,0.0,0.0,0.0,0.0,0.0,0.0,834.301,772.296,,62.005,4424.874,2057.962,3373.659,-1315.697,0.0,,,,3819.697,2864.968,1841.234,1023.734,,954.729,5877.659,,2367.741,1123.959,,,1243.782,193.718,0.0,112.88,,112.88,80.838,2127.423,,,58.631,4688.882,3787.341,2715.966,1071.375,,1071.375,242.887,,,,,142.71,100.177,4030.228,8719.11,0.0,2269.86,2.099,2267.761,-6.865,-1071.667,-148.12,1043.208,540.215,1583.423,10302.533,
06/30/2019,10529.387,2270.341,2270.341,0.0,1096.754,1096.754,0.0,0.0,0.0,0.0,0.0,0.0,917.792,858.469,,59.323,4284.887,2212.377,3557.234,-1344.857,0.0,,,,4032.123,3048.061,1925.725,1122.336,,984.062,6244.5,,2499.725,989.57,,,1510.155,175.474,0.0,120.065,,120.065,55.409,1930.524,,,39.527,4605.723,3847.535,2708.642,1138.893,,1138.893,283.045,,,,,169.985,113.06,4130.58,8736.303,0.0,2298.111,2.101,2296.01,-6.865,-968.312,-148.791,1174.143,618.941,1793.084,10529.387,
09/30/2019,9967.133,1795.166,1795.166,0.0,1215.465,1215.465,0.0,0.0,0.0,0.0,0.0,0.0,839.092,772.196,,66.896,3849.723,2193.626,3576.206,-1382.58,0.0,,,,3923.784,2962.761,1915.215,1047.546,,961.023,6117.41,,2617.007,985.214,,,1631.793,186.573,0.0,122.299,,122.299,64.274,1155.792,,,39.918,3959.372,3787.472,2694.934,1092.538,,1092.538,278.641,,,,,166.305,112.336,4066.113,8025.485,0.0,2264.572,2.111,2262.461,-6.865,-789.387,-181.047,1287.273,654.375,1941.648,9967.133,
12/31/2019,10975.615,2470.362,2470.362,0.0,994.606,994.606,0.0,0.0,0.0,0.0,0.0,0.0,727.931,667.044,0.0,60.887,4192.899,2519.951,3941.334,-1421.383,167.603,167.603,,,4095.162,3237.593,1998.498,1239.095,,857.569,6782.716,,2497.611,1005.888,0.0,0.0,1491.723,159.745,0.0,121.95,,121.95,37.795,1450.243,0.0,0.0,59.211,4107.599,4645.743,3266.062,1379.681,5.2,1374.481,308.821,0.0,0.0,0.0,0.0,178.173,130.648,4954.564,9062.163,0.0,2247.732,2.113,2245.619,-6.865,-949.334,-145.713,1145.82,767.632,1913.452,10975.615,
03/31/2020,11861.444,3269.863,3269.863,0.0,759.432,759.432,0.0,0.0,0.0,0.0,0.0,0.0,821.73,736.369,,85.361,4851.025,2533.187,3990.92,-1457.733,0.0,,,,4477.232,3274.656,1999.979,1274.677,,1202.576,7010.419,,2224.716,907.555,,,1317.161,158.019,0.0,121.983,,121.983,36.036,2347.321,,,73.827,4730.056,5031.211,3651.019,1380.192,,1380.192,425.739,,,,,178.535,247.204,5456.95,10187.006,0.0,2262.627,2.118,2260.509,-6.865,-1137.082,-259.326,859.354,815.084,1674.438,11861.444,
06/30/2020,11622.3,3290.052,3290.052,0.0,618.58,618.58,0.0,0.0,0.0,0.0,0.0,0.0,524.562,446.062,,78.5,4433.194,2542.314,4063.956,-1521.642,0.0,,,,4646.792,3318.24,2012.641,1305.599,,1328.552,7189.106,,2048.94,835.981,,,1212.959,183.358,0.0,119.473,,119.473,63.885,1259.998,,,102.687,3492.296,6243.278,4831.088,1412.19,,1412.19,868.968,,,,,177.749,691.219,7112.246,10604.542,0.0,2297.194,2.125,2295.069,-6.865,-1704.599,-243.805,341.925,675.833,1017.758,11622.3,
