Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/23/2013,18.0,19.0,,37.0,,,0.744725,0.786098,,1.530823,0.20123,0.212409,,0.413639,
06/15/2013,19.0,24.0,,43.0,,,0.81058,1.023891,,1.834471,0.216796,0.273848,,0.490644,
09/07/2013,19.0,19.0,,38.0,7.0,7.0,0.826087,0.826087,,1.652174,0.21764,0.21764,,0.435281,
12/28/2013,,,,,,,0.0,,,0.0,0.0,,,0.0,
03/22/2014,,,,,3100.0,3100.0,,,,,,,,,
09/06/2014,,,,,3100.0,3100.0,,,,,,,,,
12/27/2014,21.0,34.0,,55.0,,,1.301922,2.107874,,3.409795,0.25198,0.407967,,0.659947,
03/21/2015,,,,,3500.0,3500.0,,,,,,,,,
06/13/2015,,,,,3400.0,3400.0,,,,,,,,,
09/05/2015,,,,,3200.0,3200.0,0.0,,,0.0,0.0,,,0.0,
12/26/2015,21.0,21.0,,42.0,0.0,,2.153846,2.153846,,4.307692,0.260514,0.260514,,0.521027,
03/19/2016,,,,,4600.0,4600.0,,,,,,,,,
06/11/2016,,,,,2200.0,2200.0,,,,,,,,,
09/03/2016,,,,,4500.0,4500.0,0.0,,,0.0,0.0,,,0.0,
12/31/2016,24.0,62.0,,86.0,3.0,3.0,-0.424328,-1.096181,,-1.520509,0.438116,1.1318,,1.569916,
03/31/2017,25.0,56.0,,81.0,0.0,0.0,-0.430145,-0.963524,,-1.393668,0.485343,1.087168,,1.57251,
06/30/2017,26.0,40.0,,,18.0,18.0,-0.42609,-0.655523,,,0.464618,0.714796,,,
09/30/2017,27.0,39.0,,66.0,33.0,33.0,-0.441104,-0.637151,,-1.078255,0.49505,0.715072,,1.210121,
12/31/2017,29.0,54.0,,83.0,46.0,46.0,-0.457847,-0.852542,,-1.310388,0.546037,1.016758,,1.562794,
03/31/2018,94.0,69.0,,163.0,2.0,2.0,-1.391768,-1.021617,,-2.413385,1.943755,1.426799,,3.370554,
06/30/2018,320.0,72.0,,392.0,41.0,41.0,-4.41562,-0.993515,0.0,-5.409135,7.397134,1.664355,0.0,9.061489,
09/30/2018,417.0,73.0,,490.0,30.0,30.0,-5.591311,-0.978815,,-6.570126,10.036101,1.756919,,11.79302,
12/31/2018,241.0,55.0,,296.0,47.0,47.0,-3.040626,-0.693919,,-3.734545,5.835351,1.331719,,7.16707,
03/31/2019,225.0,42.0,,267.0,54.0,54.0,-2.84666,-0.531377,,-3.378036,4.742833,0.885329,,5.628162,
06/30/2019,32.0,234.0,,266.0,78.0,78.0,-0.4003,-2.927195,0.0,-3.327496,0.684638,5.006418,0.0,5.691057,
09/30/2019,191.0,10.0,,201.0,86.0,86.0,-2.358898,-0.123503,0.0,-2.482401,3.817709,0.19988,0.0,4.017589,
12/31/2019,180.0,9.0,,189.0,71.0,71.0,-2.245509,-0.112275,,-2.357784,3.441025,0.172051,,3.613076,
03/31/2020,146.0,6.0,,152.0,143.0,143.0,-1.774213,-0.072913,,-1.847126,2.399343,0.098603,,2.497946,
06/30/2020,235.0,4.0,,239.0,158.0,158.0,-2.898372,-0.049334,0.0,-2.947706,3.659866,0.062296,0.0,3.722162,
