Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2016,912,218,328,175,91.0,84,191,-11.0,17.0,185,,-2527.0,-439.0,6.0,6.0,0.0,-445.0,-445.0,0.0,0.0,0.0,0.0,-2169.0,3.0,-2172.0,0.0,81.0,104.0,-190.0,305.0,5.0,383.0,-83.0,0.0,0.0,0.0,-11.0,-18.0,-1529.0,22.0,171.0,
03/31/2017,633,209,345,203,7.0,196,-124,-57.0,-15.0,-52,,-400.0,-373.0,1.0,1.0,0.0,-374.0,-374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,-284.0,-191.0,-47.0,-6.0,186.0,-227.0,-46.0,0.0,-46.0,0.0,16.0,-35.0,29.0,212.0,
06/30/2017,645,80,357,732,297.0,435,-524,-173.0,36.0,-387,,-330.0,-274.0,16.0,16.0,0.0,-290.0,-290.0,0.0,0.0,0.0,0.0,-44.0,0.0,-44.0,0.0,-12.0,-270.0,-191.0,-75.0,,,,0.0,0.0,0.0,-4.0,-2.0,43.0,72.0,175.0,
09/30/2017,-709,395,373,-1558,-9.0,-1549,81,-63.0,-91.0,235,,-278.0,-266.0,5.0,5.0,0.0,-271.0,-271.0,0.0,0.0,0.0,0.0,3.0,4.0,-1.0,0.0,-15.0,934.0,-191.0,1002.0,5.0,1366.0,-369.0,0.0,0.0,0.0,1.0,10.0,-43.0,21.0,213.0,
12/31/2017,1188,1460,348,-785,-1408.0,623,165,-77.0,-17.0,259,,-383.0,-452.0,4.0,4.0,0.0,-456.0,-456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,-779.0,-196.0,-493.0,21.0,541.0,-1055.0,-1.0,0.0,-1.0,-89.0,-6.0,20.0,-115.0,182.0,
03/31/2018,663,729,325,-273,157.0,-430,-118,-122.0,21.0,-17,,-489.0,-488.0,1.0,1.0,0.0,-489.0,-489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-56.0,-197.0,172.0,-17.0,223.0,-34.0,-31.0,0.0,-31.0,0.0,5.0,123.0,20.0,223.0,
06/30/2018,801,405,330,169,39.0,130,-103,-211.0,-47.0,155,,-475.0,-439.0,1.0,1.0,0.0,-440.0,-440.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-35.0,-354.0,-196.0,142.0,-7.0,188.0,-39.0,-300.0,0.0,-300.0,0.0,-40.0,-68.0,92.0,155.0,
09/30/2018,941,562,335,80,-33.0,113,-36,-108.0,-94.0,166,,-346.0,-347.0,10.0,10.0,0.0,-357.0,-357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-636.0,-195.0,-240.0,,,,-201.0,0.0,-201.0,0.0,-6.0,-47.0,83.0,228.0,
12/31/2018,821,316,338,357,-30.0,387,-190,99.0,-116.0,-173,,-259.0,-275.0,11.0,11.0,0.0,-286.0,-286.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,24.0,-1000.0,-201.0,-593.0,32.0,141.0,-766.0,-200.0,0.0,-200.0,-6.0,1.0,-437.0,193.0,166.0,
03/31/2019,733,424,315,-19,22.0,-41,13,26.0,-22.0,9,0.0,-294.0,-290.0,3.0,3.0,0.0,-293.0,-293.0,0.0,0.0,0.0,0.0,0.0,17.0,-17.0,0.0,-4.0,-389.0,-201.0,41.0,-25.0,208.0,-142.0,-229.0,0.0,-229.0,0.0,2.0,52.0,51.0,214.0,
06/30/2019,1067,292,321,415,28.0,387,39,22.0,70.0,-53,0.0,-421.0,-334.0,1.0,1.0,0.0,-335.0,-335.0,0.0,0.0,0.0,0.0,-82.0,0.0,-82.0,0.0,-5.0,-508.0,-197.0,-63.0,11.0,236.0,-310.0,-231.0,0.0,-231.0,-17.0,8.0,146.0,117.0,161.0,
09/30/2019,882,344,327,133,18.0,115,78,120.0,-57.0,15,0.0,-279.0,-274.0,11.0,11.0,0.0,-285.0,-285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-669.0,-197.0,-398.0,,,,-75.0,0.0,-75.0,1.0,-24.0,-90.0,77.0,216.0,
12/31/2019,928,165,343,254,144.0,110,166,78.0,8.0,80,0.0,-306.0,-360.0,3.0,3.0,0.0,-363.0,-363.0,0.0,0.0,0.0,0.0,60.0,64.0,-4.0,0.0,-6.0,-823.0,-201.0,-619.0,-37.0,153.0,-735.0,0.0,0.0,0.0,-3.0,15.0,-186.0,104.0,163.0,
03/31/2020,649,-141,323,567,35.0,532,-100,-107.0,60.0,-53,0.0,-35.0,-285.0,1.0,1.0,0.0,-286.0,-286.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,156.0,-202.0,415.0,-9.0,560.0,-136.0,-41.0,0.0,-41.0,-16.0,-42.0,728.0,16.0,184.0,
06/30/2020,890,266,312,25,-23.0,48,287,181.0,5.0,101,0.0,-299.0,-250.0,2.0,2.0,0.0,-252.0,-252.0,0.0,0.0,0.0,0.0,-314.0,-250.0,-64.0,0.0,265.0,-986.0,-201.0,-763.0,-1.0,19.0,-781.0,0.0,0.0,0.0,-22.0,3.0,-392.0,42.0,154.0,
