Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/1994,190.479996,,,,,,,-173.873993,,16.606001,-8.458,,8.458,,0.0,,,8.148001,-2.456,5.692,0.0,,,5.692001,0.0,5.692,-0.107,,5.585,5.585,,106.760002,0.0525,0.0525,,106.760002,0.0525,0.0525,0.0525,
08/31/1994,129.268005,,,,,,,-127.129997,,2.138,-8.52,,8.52,,0.0,,,-6.382,2.672,-3.71,0.0,,,-3.71,0.0,-3.71,-0.107,,-3.817,-3.817,,106.764,-0.035,-0.035,-0.035,106.764,-0.035,-0.035,-0.035,
11/30/1994,165.779999,,,,,,,-143.873001,,21.907,-9.284,,9.284,,0.0,,,12.622999,-4.835,7.788,0.0,,,7.787999,0.0,7.788,-0.107,,7.681,7.681,,106.760002,0.0725,0.0725,,106.760002,0.0725,0.0725,0.0725,
02/28/1995,286.5,,,,,,,-230.563004,,55.937,-9.84,,9.84,,0.0,,,46.097,-17.809999,28.287001,0.0,,,28.287001,0.0,28.287001,-0.107,,28.180001,28.180001,,106.848,0.2625,0.2625,,106.848,0.2625,0.2625,0.2625,
05/31/1995,302.277008,,,,,,,-279.023987,,23.253,-9.403,,9.403,,0.0,,,13.85,-4.81,9.04,0.0,,,9.04,0.0,9.04,-0.107,,8.933,8.933,,108.080002,0.0825,0.0825,,108.080002,0.0825,0.0825,0.0825,
08/31/1995,199.638,,,,,,,-195.222,,4.416,-8.84,,8.752,,0.0,,0.088,-4.424,2.113,-2.311,0.0,,,-2.311,0.0,-2.311,-0.107,,-2.418,-2.418,,108.08,-0.0225,-0.0225,-0.0225,108.08,-0.0225,-0.0225,-0.0225,
11/30/1995,238.460007,,,,,,,-215.645004,,22.815001,-9.116,,9.116,,0.0,,,13.699,-5.276,8.423,0.0,,,8.423,0.0,8.423,-0.107,,8.316,8.316,,108.092003,0.0775,0.0775,,108.092003,0.0775,0.0775,0.0775,
02/29/1996,464.73999,,,,,,,-393.233002,,71.507004,-9.124,,9.124,,0.0,,,62.383004,-23.84,38.542999,0.0,,,38.543004,0.0,38.542999,-0.107,,38.435999,38.435999,,108.400002,0.355,0.355,,108.400002,0.355,0.355,0.355,
05/31/1996,289.682007,,,,,,,-261.846008,,27.836,-8.383,,8.383,,0.0,,,19.453,-7.746,11.707,0.0,,,11.707,0.0,11.707,-0.107,,11.6,11.6,,108.744003,0.105,0.105,,108.744003,0.105,0.105,0.105,
08/31/1996,231.462997,,,,,,,-232.585999,,-1.123,-8.539,,8.309,,0.0,,0.23,-9.662,3.825,-5.837,0.0,,,-5.837,0.0,-5.837,-0.107,,-5.944,-5.944,,108.928,-0.055,-0.055,-0.055,108.928,-0.055,-0.055,-0.055,
11/30/1996,248.751999,,-164.416,,,84.335999,,-55.658001,,28.677999,-8.839,,8.839,,0.0,,,19.839,-7.665,12.174,0.0,,,12.174,0.0,12.174,-0.107,,12.067,12.067,,109.220001,0.11,0.11,0.11,109.220001,0.11,0.11,0.11,
02/28/1997,473.653015,,-343.156006,,,130.497009,,-59.544998,,70.952003,-8.893,,8.893,,0.0,,,62.059004,-23.818001,38.241001,0.0,,,38.241003,0.0,38.241001,-0.107,,38.134001,38.134001,,109.512001,0.3475,0.3475,0.3475,109.512001,0.3475,0.3475,0.3475,
05/31/1997,231.626999,,-157.735001,,,73.891998,,-43.967999,,29.924,-7.981,,7.981,,0.0,,,21.943,-8.174,13.769,0.0,,,13.769,0.0,13.769,-0.071,,13.698,13.698,,111.587997,0.1225,0.1225,0.1225,111.587997,0.1225,0.1225,0.1225,
08/31/1997,207.895004,,-115.182999,,,92.712005,,-93.579002,,-0.867,-8.867,,8.867,,0.0,,,-9.734,4.818,-4.916,0.0,,,-4.916,0.0,-4.916,0.0,,-4.916,-4.916,,112.072,-0.0475,-0.0475,-0.0475,112.072,-0.0475,-0.0475,-0.0475,
11/30/1997,314.160004,,-226.466995,,,87.693008,,-59.207001,,28.486,-8.528,,8.528,,0.0,,,19.958,-7.438,12.52,0.0,,,12.52,0.0,12.52,0.0,,12.52,12.52,,113.071999,0.11,0.11,0.11,117.456001,0.1075,0.1075,0.1075,
02/28/1998,707.409973,,-501.968994,,,205.440979,,-88.835999,,116.605003,3.842,,10.802,,0.0,,-14.644,120.447003,-46.611,73.835999,0.0,,,73.836003,0.0,73.835999,-8.976,,64.859999,64.859999,,125.863998,0.515,0.515,0.515,206.304001,0.3575,0.3575,0.3575,
05/31/1998,444.048004,,-287.632996,,,156.415009,,-106.364998,,50.049999,-5.844,,5.844,,0.0,,,44.205999,-17.27,26.936001,0.0,,,26.935999,0.0,26.936001,-8.983,,17.953001,17.953001,,126.143997,0.1425,0.1425,0.1425,206.356003,0.13,0.13,0.13,
08/31/1998,355.140015,,-305.592987,,,49.547028,,-55.876999,,-6.33,-9.901,,9.901,,0.0,,,-16.231,4.734,-11.497,0.0,,,-11.497,0.0,-11.497,-9.02,,-20.517,-20.517,,126.344002,-0.1625,-0.162498,-0.1625,126.344002,-0.1625,-0.1625,-0.1625,
11/30/1998,387.471008,,-270.973999,,,116.497009,,-81.504997,,34.992001,-11.355,11.355,11.355,,0.0,,0.0,23.637001,-9.387,14.25,0.0,,,14.250001,0.0,14.25,-9.324,,4.926,4.926,,126.139999,0.04,0.04,0.04,126.311996,0.04,0.04,0.04,
02/28/1999,592.664001,,-395.084991,,,197.57901,,-72.442001,,125.137001,-12.009,12.009,12.009,,0.0,,0.0,113.128001,-44.596001,68.531998,0.0,,,68.532001,0.0,68.531998,-9.324,,59.207997,59.207997,,126.375999,0.4675,0.4675,0.4675,206.748001,0.3325,0.3325,0.3325,
05/31/1999,418.08,,-329.813,,,88.267,0.0,-43.101,,45.166,-12.985,,12.985,,,,,32.181,-10.985,21.196,,,,21.196,,21.196,-9.324,0.0,11.872,11.872,,126.536,0.095,0.095,0.095,126.56,0.095,0.095,0.095,
08/31/1999,648.779,,-423.199,,,225.58,,-151.249,,74.331,-16.663,21.116,21.116,,0.0,,-4.453,57.668,-22.525,35.143,0.0,,,35.143,0.0,35.143,-9.275,,25.868,25.868,,121.104,0.2125,0.2125,0.2125,200.932,0.175,0.175,0.175,
03/31/2000,821.819,,-670.327,,,151.492,,-46.566,,104.926,-5.573,21.985,21.985,,0.0,,-16.412,99.353,-38.446,60.907,-2.115,,,63.022,0.0,63.022,-9.275,0.0,53.747,53.747,,196.752,0.2675,0.262422,0.2675,196.756,0.2675,0.256751,0.2675,
06/30/2000,1383.53,,-1297.381,,,86.149,0.0,-12.116,,74.033,-27.261,,28.343,,,,-1.082,46.772,-19.61,27.162,,,,27.162,,27.162,-9.275,0.0,17.887,17.887,,116.784,0.1525,0.1525,0.1525,196.584,0.1375,0.1375,0.1375,
09/30/2000,1753.806,,-1563.953,,,189.853,0.0,-142.785,,47.068,-31.953,,32.337,,0.0,,-0.384,15.115,-5.029,10.086,,,,10.086,0.0,10.086,-9.275,0.0,0.811,0.811,,196.584,0.005,0.005,0.005,196.6,0.005,0.005,0.005,
12/31/2000,2683.703,,-2617.771,,,65.932,,41.974,,107.906,-35.368,35.965,35.965,,0.0,,-0.597,72.538,-27.201,45.337,0.0,,,45.337,0.0,45.337,-9.275,0.0,36.062,36.062,,393.264,0.115,0.115,0.115,393.376,0.115,0.115,0.115,
03/31/2001,2956.924,,-2760.858,,,196.066,,-53.02,,143.046,-34.236,37.535,37.535,,,,-3.299,108.81,-41.8,67.01,2.151,,,64.859,,64.859,-9.275,,55.584,55.584,,396.856,0.135,0.135,0.135,398.384,0.135,0.135,0.135,
06/30/2001,196.798996,,,,,,,-137.787003,,59.012001,-35.683001,,36.249001,,0.0,,-0.566,23.329,-7.84,15.489,-8.119,,,23.608001,0.0,23.608,-9.275,0.0,14.333,14.333,,198.813995,0.1,0.06,0.06,199.466003,0.1,0.06,0.06,
09/30/2001,187.093994,,,,,,,-136.959,,50.134998,-36.644999,,34.730999,,0.0,,1.914,13.489999,1.782,15.272,-3.515,,,18.786999,0.0,18.787001,-9.275,0.0,9.512001,9.512001,,199.042007,0.08,0.06,0.06,199.266006,0.08,0.06,0.06,
12/31/2001,1317.302,,-839.447,,,477.855,,-202.423,,51.742,-30.566,31.643,31.643,,0.0,,-1.077,21.176,-7.615,13.561,19.25,,,-5.689,0.0,-5.689,-9.275,0.0,-14.964,-14.964,,199.17,-0.03,-0.03,-0.03,199.52,-0.03,-0.03,-0.03,
03/31/2002,294.436,,-1267.152,,,-972.716,,-152.971,,141.465,-26.902,26.182,26.182,,0.0,,0.72,114.563,-42.87,71.693,-0.905,,,72.598,0.0,72.598,-9.275,0.0,63.323,63.323,,200.14,0.305,0.3,0.3,200.552,0.3,0.295,0.295,
06/30/2002,238.637,,,,,,,-159.346,,79.291,-22.722,,27.853,,0.0,,-5.131,56.569,-24.251,32.318,-3.065,,,35.383,0.0,35.383,-9.275,,26.108,26.108,,199.754,0.145,0.13,0.13,201.414,0.145,0.13,0.13,
09/30/2002,208.842,,,,,,,-145.058,,63.784,-36.003,,28.991,,0.0,,7.012,27.781,-10.405,17.376,-3.343,,,20.719,0.0,20.719,-9.275,0.0,11.444,11.444,,199.914,0.085,0.075,0.075,201.146,0.085,0.075,0.075,
12/31/2002,233.745,,,,,,,-146.807,,86.938,-27.39,23.379,23.379,,0.0,,4.011,59.548,-24.959,34.589,-3.335,,,37.924,0.0,37.924,-9.275,0.0,28.649,28.649,,199.504,0.165,0.15,0.15,201.112,0.165,0.15,0.15,
03/31/2003,1085.221,,-675.563,,,409.658,,-177.221,,232.437,-27.836,28.577,28.577,,0.0,,-0.741,204.601,-78.994,125.607,103.174,,,22.433,0.0,22.433,-15.166,0.0,7.267,7.267,,167.466,0.255,0.715,0.715,197.028,0.14,0.6,0.6,
06/30/2003,466.539,,-234.103,,,232.436,,-170.427,,62.009,-23.923,24.969,24.969,,0.0,,-1.046,38.086,-15.538,22.548,0.0,,,22.548,0.0,22.548,-5.045,0.0,17.503,17.503,,148.824,0.12,0.12,0.12,194.05,0.115,0.115,0.115,
09/30/2003,568.27,,-373.888,,,194.382,,-162.562,,31.82,-24.192,24.972,24.972,,0.0,,-0.78,7.628,-3.033,4.595,0.0,,,4.595,0.0,4.595,-4.0,0.0,0.595,0.595,,155.73,0.005,0.005,0.005,157.402,0.005,0.005,0.005,
12/31/2003,878.966,,-578.964,,,300.002,,-180.204,,119.798,-25.294,25.667,25.667,,0.0,,-0.373,94.504,-32.962,61.542,-1.37,,,62.912,0.0,62.912,0.0,0.0,62.912,62.912,,172.54,0.365,0.355,0.355,190.6,0.33,0.325,0.325,
03/31/2004,1030.575,,-637.816,,,392.759,0.0,-197.651,,195.108,-23.464,23.457,23.688,-0.231,0.0,,0.007,171.644,-66.491,105.153,0.0,,,105.153,,105.153,0.0,0.0,105.153,105.153,,198.232,0.53,0.53,0.565741,202.596,0.52,0.52,0.553555,
06/30/2004,632.138977,,-402.087006,,,230.051971,,-176.445999,,53.605999,-24.176999,24.948999,24.948999,,0.0,,-0.772,29.429,-11.64,17.789,0.0,,,17.788999,0.0,17.789,0.0,0.0,17.789,17.789,,205.089996,0.085,0.085,0.085,207.942001,0.085,0.085,0.085,
09/30/2004,1664.411011,,-1444.564941,,,219.846069,,-171.451004,,48.395,-20.834001,20.790001,21.148001,-0.358,0.0,,0.044,27.561,-11.01,16.551001,-4.288,,,20.839,0.0,20.839001,0.0,0.0,20.839001,20.839001,,205.828003,0.1,0.08,0.08,213.884003,0.095,0.075,0.075,
12/31/2004,2543.826,,-2196.952,,,346.874,,-177.524,,169.35,-21.106,,25.249,-0.47,0.0,,-3.673,148.244,-53.78,94.464,-3.933,,,98.397,0.0,98.397,0.0,0.0,98.397,98.397,,206.522,0.475,0.455,0.455,219.046,0.45,0.43,0.43,
03/31/2005,2707.04,,-2336.643,,,370.397,,-184.019,,186.378,-21.574,26.09,26.09,,0.0,,-4.516,164.804,-63.026,101.778,-5.886,,,107.664,0.0,107.664,0.0,0.0,107.664,107.664,,207.332,0.52,0.49,0.49,222.002,0.485,0.46,0.46,
06/30/2005,2080.79,,-2028.608,,,52.182,,,,52.182,-23.992,23.716,23.991,-0.275,0.0,,0.276,28.19,-11.116,17.074,-7.778,,,24.852,0.0,24.852,0.0,0.0,24.852,24.852,,202.286,0.125,0.085,0.085,218.124,0.115,0.08,0.08,
09/30/2005,3192.207,,-3082.141,,,110.066,,,,110.066,-37.716,41.298,41.601,-0.303,,,-3.582,72.35,-27.736,44.614,-131.773,,,176.387,,176.387,,,176.387,176.387,,199.788,0.885,0.225,0.225,217.204,0.81,0.205,0.205,
12/31/2005,4696.193,,-4245.848,,,450.345,,,,450.345,-73.576,55.926,55.926,,0.0,,17.65,376.769,-140.643,236.126,-1.516,,,237.642,0.0,237.642,0.0,0.0,237.642,237.642,,194.886,1.22,1.23,1.23,206.722,1.15,1.16,1.16,
03/31/2006,3847.704,,-3346.419,,,501.285,,,,270.376,-24.724,55.585,55.585,,0.0,,-30.861,245.652,-80.141,165.511,0.247,,,165.264,-35.772,129.492,,,129.492,129.492,-0.874,214.286,0.605,0.605,0.6,221.512,0.585,0.585,0.58,
06/30/2006,2431.907,,-2277.426,,,154.481,,,,154.481,75.669,54.229,59.603,-5.374,0.0,,-129.898,230.15,-51.638,178.512,0.15,,,178.362,-100.567,77.795,0.0,0.0,77.795,77.795,-89.164,234.846,0.33,0.33,-0.05,238.052,0.325,0.325,-0.05,
09/30/2006,2640.877,,-2521.342,,,119.535,,,,119.535,-31.115,53.694,61.46,-7.766,,,-22.579,88.42,-15.726,72.694,0.013,,,72.681,-48.281,24.4,,,24.4,24.4,,226.4,0.11,0.11,0.11,229.84,0.105,0.105,0.105,
12/31/2006,2993.041,,-2798.556,,,194.485,,0.0,,317.81,-159.591,,63.077,,0.0,,96.514,158.219,-46.259,111.96,-0.045,,,112.005,-37.38,74.625,0.0,0.0,74.625,74.625,,220.514,0.34,0.34,0.34,225.41,0.33,0.33,0.33,
03/31/2007,3806.208,,-3480.11,,,326.098,,,,326.098,-30.058,62.012,62.012,,0.0,,-31.954,296.04,-97.847,198.193,0.0,,,198.193,-45.313,152.88,0.0,0.0,152.88,152.88,-1.47,221.736,0.69,0.69,0.685,225.448,0.68,0.68,0.675,
06/30/2007,2876.241,,-2740.127,,,136.114,,,,136.114,-32.999,62.816,62.816,,0.0,,-29.817,103.115,-23.21,79.905,0.0,,,79.905,-44.702,35.203,0.0,0.0,35.203,35.203,,221.758,0.16,0.16,0.16,225.972,0.155,0.155,0.155,
12/31/2007,3984.968,,-3729.257,,,255.711,,,,255.727,-38.905,,68.822,,0.0,,-29.917,229.861,-101.822,161.11,0.0,,,128.039,-58.186,102.924,0.0,0.0,102.924,102.924,,207.526,0.495,0.495,0.495,211.11,0.49,0.49,0.49,
03/31/2008,4902.076,,-4568.966,,,333.11,0.0,,,333.11,-27.945,,62.861,,,-36.279,1.363,305.165,-92.368,212.797,0.0,,,212.797,-68.96,143.837,0.0,0.0,143.837,143.837,,208.34,0.69,0.69,0.69,211.642,0.68,0.68,0.68,
06/30/2008,4172.866,,-3999.85,,,173.016,,,,173.016,-29.48,59.059,59.059,,0.0,,-29.579,143.536,-30.574,112.962,0.0,,,112.962,-71.097,41.865,0.0,0.0,41.865,41.865,,208.68,0.2,0.2,0.2,212.144,0.195,0.195,0.195,
09/30/2008,4239.246,,-4048.377,,,190.869,,,,192.179,-14.761,61.18,61.18,,0.0,,-46.419,177.418,-24.031,153.387,0.0,,,153.387,-95.354,58.033,0.0,0.0,58.033,58.033,-1.13,208.892,0.28,0.28,0.275,211.272,0.275,0.275,0.27,
12/31/2008,2843.245,,-2625.552,,,217.693,,,,217.693,-50.271,,81.067,,0.0,-41.745,10.949,167.422,-47.098,120.324,0.0,,,120.324,-53.147,67.177,0.0,0.0,67.177,67.177,,209.04,0.325,0.325,0.32,211.024,0.325,0.325,0.32,
03/31/2009,2789.827,2789.827,-2497.488,2425.362,72.126,292.339,0.0,0.664,-0.664,293.003,-50.015,,77.961,,,-30.225,2.279,242.988,-79.439,163.549,0.0,0.0,0.0,163.549,-41.264,122.285,0.0,0.0,122.285,120.2258,-2.0592,210.324,0.58,0.58,0.571622,211.466,0.58,0.58,0.570263,
06/30/2009,2227.627,2227.627,-2076.585,2005.336,71.249,151.042,0.0,3.762,-3.762,154.804,-43.196,,73.392,,,-23.656,-6.54,111.608,-30.258,81.35,0.0,0.0,0.0,81.35,-39.671,41.679,0.0,0.0,41.679,37.17645,-4.50255,210.67,0.2,0.2,0.176467,211.9,0.195,0.195,0.173752,
09/30/2009,2364.736,2364.736,-2189.778,2117.46,72.318,174.958,0.0,-1.18,1.18,173.778,-37.39,,72.689,,,-27.344,-7.955,136.388,-34.08,102.308,0.0,0.0,0.0,102.308,-54.266,48.042,0.0,0.0,48.042,43.64215,-4.39985,210.84,0.23,0.23,0.206992,212.976,0.225,0.225,0.204341,
12/31/2009,3729.461,3729.461,-3457.966,3384.668,73.298,271.495,0.0,1.56,-1.56,273.055,-65.514,,76.78,,,-18.365,7.099,207.541,-63.544,143.997,0.0,0.0,0.0,143.997,-50.552,93.445,0.0,0.0,93.445,92.06505,-1.37995,211.06,0.445,0.445,0.436203,214.194,0.435,0.435,0.428557,
03/31/2010,3923.967,3923.967,-3585.849,3507.993,77.856,338.118,0.0,-0.786,0.786,337.332,-53.301,,76.52,,,-21.363,-1.856,284.031,-97.311,186.72,0.0,0.0,0.0,186.72,-32.181,154.539,0.0,0.0,154.539,153.72,-0.819,212.264,0.73,0.73,0.724193,214.82,0.72,0.72,0.716187,
06/30/2010,2807.131,2807.131,-2628.145,2552.635,75.51,178.986,0.0,-0.273,0.273,178.713,-61.291,,75.361,,,-20.911,6.841,117.422,-31.048,86.374,0.0,0.0,0.0,86.374,-44.65,41.724,0.0,0.0,41.724,39.49515,-2.22885,212.712,0.195,0.195,0.185674,215.676,0.195,0.195,0.184666,
09/30/2010,2942.703,2942.703,-2771.925,2694.691,77.234,170.778,0.0,16.126,-16.126,186.904,-36.638,,70.907,,,-29.656,-4.613,150.266,-29.965,120.301,0.0,0.0,0.0,120.301,-65.006,55.295,0.0,0.0,55.295,41.79775,-13.49725,212.886,0.26,0.26,0.196338,215.302,0.255,0.255,0.19231,
12/31/2010,3280.05,3280.05,-3041.312,2964.63,76.682,238.738,0.0,3.552,-3.552,242.29,-37.65,,69.447,,,-30.968,-0.829,204.64,-55.965,148.675,0.74,0.74,0.0,147.935,-64.861,83.074,0.0,0.0,83.074,81.04175,-2.77225,213.08,0.39,0.395,0.380335,217.792,0.38,0.385,0.372271,
03/31/2011,3760.6,3760.6,-3431.761,3352.404,79.357,328.839,0.0,-0.51,0.51,328.329,-45.724,,79.349,,,-32.558,-1.067,282.605,-84.32,198.285,-1.061,-1.061,0.0,199.346,-69.216,130.13,0.0,0.0,130.13,127.4804,-1.5886,214.04,0.61,0.605,0.595592,218.358,0.595,0.59,0.582725,
06/30/2011,3444.798,3444.798,-3228.367,3149.574,78.793,216.431,0.0,-0.212,0.212,216.219,-45.986,,75.498,,,-29.944,0.432,170.233,-35.904,134.329,-0.437,-0.437,0.0,134.766,-79.624,55.142,0.0,0.0,55.142,49.8573,-4.8477,421.348,0.13,0.13,0.118328,432.12,0.125,0.125,0.113781,
09/30/2011,3529.359,3529.359,-3279.949,3203.996,75.953,249.41,0.0,-0.069,0.069,249.341,-54.154,,73.841,,,-32.788,13.101,195.187,-34.028,161.159,0.279,0.279,0.0,160.88,-100.559,60.321,0.0,0.0,60.321,56.51865,-4.08135,206.606,0.29,0.29,0.273558,211.94,0.28,0.29,0.270743,
12/31/2011,4071.037,4071.037,-3705.842,3627.785,78.057,365.195,0.0,-0.172,0.172,365.023,-29.487,,68.32,,,-34.293,-4.54,335.536,-71.795,263.741,-1.01,-1.01,0.0,264.751,-149.75,115.001,0.0,0.0,115.001,113.4515,-0.5395,206.054,0.56,0.55,0.550591,211.634,0.55,0.55,0.547451,
03/31/2012,3414.6,3414.6,-3078.48,2995.071,83.409,336.12,0.0,-10.198,10.198,325.922,-32.633,,75.815,,,-35.595,-7.587,293.289,-73.839,219.45,-14.012,-14.012,0.0,233.462,-110.597,122.865,0.0,0.0,122.865,116.94025,8.08725,207.617,0.59,0.52,0.56325,211.852,0.58,0.51,0.548174,
06/30/2012,2529.26,2529.26,-2296.147,2211.561,84.586,233.113,0.0,0.966,-0.966,234.079,-44.729,,71.535,,,-31.018,4.212,189.35,-40.412,148.938,-0.267,-0.267,0.0,149.205,-88.212,60.993,0.0,0.0,60.993,58.8943,-1.8317,207.292,0.29,0.29,0.284113,211.784,0.29,0.29,0.281351,
09/30/2012,3028.775,3028.775,-2785.442,2704.008,81.434,243.333,0.0,-0.42,0.42,242.913,-35.341,,71.364,,,-31.893,-4.13,207.572,-42.584,164.988,0.0,0.0,0.0,164.988,-99.769,65.219,0.0,0.0,65.219,64.5378,-0.6812,205.005,0.32,0.32,0.314811,209.96,0.31,0.31,0.306756,
