Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
03/31/2012,,,410.0,3.15518351577592,417.0,441.5227,,-2.77777777777778,,,,,-2.47179109586829,,
06/30/2012,,,494.0,-0.167772461531064,480.0,509.31108,,3.80267214799589,,,,,0.364937264724746,,
09/30/2012,,,473.0,-0.8655267046654,654.0,521.4469,,3.34029227557412,,,,,4.85442251120211,,
12/31/2012,,,521.0,4.00356728435411,468.0,549.54116,,10.1190476190476,,,,,12.1516038128551,,
03/31/2013,,,443.0,-0.464753037739168,455.0,463.60502,,2.89389067524115,,,,,5.95813204508857,,
06/30/2013,,,571.0,1.57196393329163,571.0,598.6624,,4.5531197301855,,,,,7.4025974025974,,
09/30/2013,,,537.0,-1.7983353843388,531.0,558.12924,,0.932994062765046,,,,,3.9202657807309,,
12/31/2013,,,514.0,0.962498502336352,545.0,598.427,,-3.52348993288591,,,,,2.14477211796247,,
03/31/2014,,,433.0,0.748031496062992,356.0,437.2104,,-0.801603206412826,,,,,-1.36136725474814,,
06/30/2014,,,603.0,2.58946387804275,602.0,623.766,,10.3174603174603,,,,,8.33331224039871,,
09/30/2014,,,581.0,1.51630022744503,542.0,554.89208,,11.847555923778,,,,,8.95392930797937,,
12/31/2014,,,582.0,1.73984851818003,469.0,502.94712,,8.12943962115234,,,,,2.41129840457828,,
03/31/2015,,,491.0,-0.346497869938964,373.0,526.0,,11.1111111111111,,,,,6.63749088256747,,
06/30/2015,,,569.0,-0.314230845687662,389.0,546.0,,0.0730460189919731,,,,,-1.35778113032378,,
09/30/2015,,,480.0,-0.820562778672865,539.0,534.82167,,-6.37610976594029,,,,,-5.48893108598777,,
12/31/2015,,,494.0,-1.34461796389473,547.0,560.07012,,2.1097046413502,,,,,1.83664446264905,,
03/31/2016,,,396.0,0.621909072038489,319.0,404.0,,9.01001112347052,,,,,6.47746396833188,,
06/30/2016,,,582.0,1.19925850262928,585.0,591.0,,15.3238546603475,,,,,10.2825745682889,,
09/30/2016,,,532.0,1.33941713276421,507.0,557.0,,7.74142059058262,,,,,6.64707894281824,,
12/31/2016,,,577.0,-1.12222142291921,557.0,583.0,,11.9332075471698,,,,,-28.9411764705882,,
03/31/2017,,,468.0,1.32376714552257,446.0,464.85,,9.60144927536231,,,,,4.40409850799928,,
06/30/2017,,,635.0,2.96634810468046,584.0,630.15,,6.23409669211195,,,,,7.21074475292199,,
09/30/2017,,,648.0,0.542189088444595,629.0,650.45,,6.0136391816491,,,,,1.75145954962468,,
12/31/2017,,,687.0,-0.1037795855512,313.0,788.45,,7.71041789287816,,,,,1.40270318258748,,
03/31/2018,,,605.0,0.710813519200772,603.0,603.0,,1.88679245283019,,,,,-4.18581171444609,,
06/30/2018,,,760.9697,-0.746826014040414,697.0,757.83,,2.05653253849975,,,,,-8.72022590952644,,
09/30/2018,,,709.0,-2.29631795181828,708.0,708.0,,-0.743099787685764,,,,,-5.46287209682696,,
12/31/2018,,,646.0,0.873505097557786,394.0,661.13,,0.418410041840998,,,,,-35.8506848321235,,
03/31/2019,,,473.0,0.422411185933193,452.0,473.0,,3.76569037656903,,,,,0.501240042859431,,
06/30/2019,,,546.0,-0.0372642151150724,537.0,546.0,,5.14865844815083,,,,,-1.29458068755611,,
09/30/2019,,,564.36,1.46801817546312,528.0,561.0,,8.78962536023056,,,,,3.06699354580478,,
12/31/2019,,,737.885,2.63427984946972,492.0,584.0,,17.090479006505,,,,,3.10098065200106,,
03/31/2020,,,595.371,5.35542417159357,580.0,588.0,,22.0798794272796,,,,,19.8606271777003,,
06/30/2020,,,671.0,1.95728782486715,662.0,671.0,,15.7436216552583,,,,,15.83122971511,,
09/30/2020,,485.818,,,,,,,,,,,,,
12/31/2020,,532.636,,,,,,,,,,,,,
