Date,P/Sales,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
07/31/1993,,,14424.981213,15240.375,13536.625,0.789065,10.213502,12.901732,45.375,14901.5,
10/30/1993,,,14926.603516,17059.0,13721.5,0.897039,12.379536,15.913246,52.0,17059.0,
01/29/1994,,,17186.571429,17973.5,16557.5,0.911763,9.647715,11.710419,52.0,17308.0,
04/30/1994,,,17904.540323,18842.0,17131.0,0.894729,9.05907,10.817728,54.25,17330.0,
07/30/1994,,,16483.349206,17330.0,15825.5,0.865304,8.293415,9.770977,49.5,17001.5,
10/29/1994,,,17336.605469,18050.0,16448.125,0.872899,8.374985,9.865969,51.25,17512.094612,
01/28/1995,,,15906.921384,17522.125,15044.587193,0.746639,7.803333,9.352489,41.5,15216.5,
04/29/1995,,,15732.653389,16238.0,15159.75,0.766154,8.410791,10.260834,43.75,15627.25,
07/29/1995,,,16383.886905,17214.375,15428.625,0.833669,10.428463,13.224384,49.125,17165.25,
10/28/1995,,,16741.722656,17306.5,15837.5,0.801303,10.67487,13.735,43.625,16482.0,
01/27/1996,,,17130.302419,17658.0,16230.25,0.797928,9.795224,12.2991,46.375,16407.0,
04/27/1996,,,16988.698413,17555.0,16351.0,0.809624,9.209471,11.330927,49.75,16871.75,
07/27/1996,,,17170.051587,17578.0,16478.0,0.819516,8.394772,10.117909,49.625,17301.625,
10/26/1996,,,18185.541016,18904.75,17273.5,0.871681,7.724613,9.52754,52.875,18940.75,
01/25/1997,,,18419.719758,19902.25,17810.75,0.843892,10.424737,13.0395,47.625,19807.0,
04/26/1997,,,19923.980159,20665.0,18524.0,0.768643,9.430562,12.017759,45.875,19625.0,
07/26/1997,,,20614.007937,23098.5,18664.0,0.84288,10.520871,13.416244,57.9375,23156.4375,
10/25/1997,,,23539.394531,24572.625,22518.375,0.824263,10.963111,13.621587,56.4375,24042.101701,
01/31/1998,,42.708459,25298.204078,26852.4375,23693.25,0.814513,9.639723,12.458751,67.375,24880.125,
05/02/1998,,104.35017,25888.919763,27401.990604,24215.230087,0.852659,10.023283,13.001573,71.9375,26341.1875,
08/01/1998,,43.204652,25933.032738,27843.375,23185.9375,0.749706,9.0587,12.012726,58.6875,23244.625,
10/31/1998,,16.331822,21310.650391,23154.3125,19355.25,0.670397,8.448248,11.360961,47.5,20858.724884,
01/31/1999,,31.519514,21084.87766,22893.204865,18569.934906,0.626475,9.057022,12.942088,39.0,19219.0,
05/01/1999,,15.606742,19729.858458,21723.563007,18576.476788,0.682794,10.179187,14.743243,45.625,21274.5,
07/31/1999,,14.078354,21802.781746,22771.375,20693.25,0.656477,10.138788,15.094221,43.75,20814.930813,
10/30/1999,,11.985009,18913.146107,20967.5,16309.751041,0.517628,8.505365,13.18467,25.375,16559.945194,
01/29/2000,,10.60247,15433.992342,17014.657097,10872.16721,0.342938,7.6125,14.953125,18.375,10885.875,
04/29/2000,,,10092.212595,11197.484707,9473.301971,0.301975,7.97369,19.440923,13.875,9584.375,
07/29/2000,,,10583.598925,10889.375,9796.4375,0.320821,9.168473,25.122525,16.5,10149.5,
10/28/2000,,17.443993,9359.44167,10534.705633,8168.842876,0.288495,11.591593,103.924623,10.625,9041.44223,
01/27/2001,,3.962521,9067.632973,9648.120829,8514.327391,0.267622,10.074099,56.441639,12.8125,8522.6875,
04/28/2001,,7.117844,9365.901191,10710.212385,8694.691299,0.336356,11.086522,40.720837,20.66,10709.58,
07/28/2001,,10.784158,11484.876086,12934.924982,10531.35157,0.354692,11.814665,44.999283,27.14,11294.82,
10/27/2001,,12.109673,10525.474332,11642.217405,9127.017498,0.342897,9.712378,26.279187,23.9,10984.7,
01/26/2002,,20.312785,11297.101241,12045.982388,9889.351187,0.309143,6.933287,13.93493,23.7,9893.8,
04/27/2002,,10.487027,9322.137314,10198.011562,8630.966581,0.286676,6.416831,12.295366,21.46,9233.82,
07/27/2002,,6.572552,9236.423361,10099.307159,7591.20507,0.256154,5.583886,10.335088,17.55,8247.4,
10/26/2002,,5.136997,8148.275254,8872.279343,7450.453109,0.274383,5.713818,10.176101,18.92,8873.56,
01/25/2003,,,9776.372816,10443.489655,8247.387653,0.28944,,9.018461,19.39,8260.91,
04/26/2003,,,8190.719325,8773.260773,7570.52915,0.286352,,9.242281,16.88,8105.48,
07/26/2003,,,8222.649255,8645.282043,7959.695095,0.296578,,9.344834,18.07,8429.04,
10/25/2003,,,9249.121723,10686.737126,8336.417222,0.375512,,11.998712,24.45,10714.85,
01/31/2004,,,10821.602124,11499.037831,9831.789547,0.341214,,9.966957,26.18,9857.32,
05/01/2004,,,11570.082734,12774.683384,9954.650711,0.480102,,12.087644,33.86,12208.52,
07/31/2004,,,12826.343244,13888.622369,9307.047607,0.426979,,8.867675,40.0,9382.0,
10/30/2004,,,8813.563344,9972.495351,8189.346516,0.500815,,7.856743,34.59,9239.53,
01/29/2005,,,11483.884126,12302.091325,9897.565927,0.577515,6.334326,8.113576,41.69,10571.99,
04/30/2005,,,12306.232024,14102.539285,11297.911862,0.674486,7.096379,8.975738,47.41,12404.47,
07/30/2005,,,13686.521927,14940.667166,12540.452592,0.780926,8.014878,10.047839,56.14,14458.84,
10/29/2005,,75.561733,12774.809594,15089.462921,11252.527598,0.690407,6.864442,8.564471,49.01,12795.32,
01/28/2006,,14.536679,14483.359441,15164.68377,13503.261313,0.721257,6.950195,8.589683,56.21,13545.93,
04/29/2006,,19.471693,14339.314702,15986.422414,13145.610318,0.850135,7.982645,9.800427,65.46,16053.1,
07/29/2006,,21.281594,15914.003211,16866.873504,14683.146018,0.800797,7.066505,8.989589,62.75,15327.25,
10/28/2006,,25.320197,16661.904984,18572.844307,15394.183503,0.958402,8.22297,10.351806,76.25,18633.25,
02/03/2007,,44.375709,19259.361023,20548.664184,18321.731577,0.985439,8.247771,10.317307,83.7,19613.2,
05/05/2007,,45.500262,19143.167412,20124.134627,18133.050186,0.955501,7.873945,9.856622,80.06,19141.56,
08/04/2007,,67.544114,17842.218018,19619.506821,16118.043969,0.803629,6.747945,8.147695,65.73,16222.06,
11/03/2007,,,15698.743641,17056.639659,13578.688046,0.694317,6.020405,7.369204,53.29,13979.38,
02/02/2008,,360.214226,11768.815811,13647.755998,9813.715381,0.604431,5.228223,6.419251,48.5,12004.0,
05/03/2008,,,10795.253595,12422.562365,9546.908373,0.600752,5.502313,6.906885,45.18,11796.96,
08/02/2008,,23.736333,10062.158638,12050.04,8072.884674,0.425102,4.004534,5.118002,30.2,8301.4,
11/01/2008,,23.871282,8845.868638,11209.033364,5765.447363,0.37617,3.718325,4.875417,23.92,7191.24,
01/31/2009,,19.815893,6155.937746,7028.821516,4874.576984,0.263524,3.037095,4.29207,16.75,4871.5,
05/02/2009,,13.9128,5517.600758,8256.997864,4303.564874,0.452173,5.60394,8.30715,31.0,8249.0,
08/01/2009,,12.849906,7843.061803,8610.388077,6945.67569,0.457741,6.29447,10.031089,30.15,8195.4,
10/31/2009,,9.029418,8853.679563,9762.297571,8086.09319,0.511212,7.835789,13.575007,33.13,9081.68,
01/30/2010,,6.031186,7864.042667,9089.097077,6240.532192,0.355484,5.389361,9.413092,24.83,6240.88,
05/01/2010,,7.917682,7392.536854,8334.826965,6115.459616,0.426403,6.192343,10.540899,29.17,7505.12,
07/31/2010,,33.794651,6640.134488,7729.127514,5545.151483,0.392628,5.549141,9.336054,24.63,6908.68,
10/30/2010,,262.802857,7129.882239,9104.344851,5705.743347,0.499346,6.938816,11.61358,31.18,8791.48,
01/29/2011,,84.215949,9046.107445,9583.211013,8116.691513,0.457781,6.05341,9.77131,32.29,8129.73,
04/30/2011,,40.419599,8922.365369,10170.64388,7783.090862,0.542238,7.128107,11.500239,38.45,9637.2,
07/30/2011,,12.795714,8860.549985,10393.621372,7711.219204,0.456563,6.044687,9.829951,30.76,8099.88,
10/29/2011,,23.903164,7517.377719,9073.4835,6624.511004,0.516766,8.681073,17.132401,33.08,9063.04,
01/28/2012,,46.917529,9170.474877,10712.723193,8333.278006,0.61052,20.421663,,41.42,10537.578,
04/28/2012,,,9775.751797,10805.376752,8746.475108,0.624364,81.608317,,36.72,10282.648,
07/28/2012,,,7832.732798,10134.861795,6470.80162,0.468104,,,23.0,7295.4,
10/27/2012,,,7749.660761,8719.384784,6737.659381,0.552171,,,25.46,8020.832,
02/02/2013,,,6681.879161,7754.960803,6006.676087,0.486999,,,19.88,6323.684,
05/04/2013,,,5660.980718,6890.430583,5025.173189,0.545434,,,17.26,6800.474,
08/03/2013,,,6820.369259,7360.869662,6216.959361,0.608003,,,14.28,7362.312,
11/02/2013,,,6897.95707,7516.24177,6170.303789,0.568301,,,8.14,6797.444,
02/01/2014,,,6813.495887,7421.511777,5827.367896,0.491376,,,5.92,5827.232,
05/03/2014,,,6367.586808,6981.268762,5571.484613,0.580639,,,8.58,6982.184,
08/02/2014,,,7063.308665,7331.66609,6831.96903,0.598653,,,9.63,7280.224,
11/01/2014,,,7224.419309,7758.508301,6506.294153,0.569943,54.940698,,7.61,6922.528,
01/31/2015,,,6771.578471,7084.494948,6153.273744,0.50205,18.761046,,7.27,6153.623,
05/02/2015,,38.875582,6453.70429,6822.169277,6165.467822,0.554185,12.997484,,8.43,6823.679,
08/01/2015,,,6872.601897,7047.732583,6703.172122,0.550837,11.78639,,8.24,6824.32,
10/31/2015,,,7106.660114,7416.355244,6722.945931,0.592272,12.098589,,9.17,7416.435,
01/30/2016,,18.742236,6892.400243,7413.300331,6090.589024,0.482478,11.558417,,7.26,6091.286,
04/30/2016,,,6839.979397,7498.207414,6007.967945,0.568069,12.009654,,9.28,7145.744,
07/30/2016,,38.257868,6889.693551,7260.800441,6521.976752,0.573555,10.6462,113.115875,9.66,7239.416,
10/29/2016,,28.956161,7192.619163,7739.002796,6825.232841,0.572178,10.05467,69.894602,8.48,7199.144,
01/28/2017,,,7209.376259,7844.644648,5703.532953,0.454574,5.680812,14.439329,6.45,5703.535,
04/29/2017,,,5631.040758,5968.67068,5396.97598,0.453412,5.870449,15.467913,5.38,5676.724,
07/29/2017,,12.467508,5515.12396,5772.217036,5349.408395,0.43246,5.86018,15.928105,5.56,5479.268,
10/28/2017,,7.882684,4998.069358,5471.379175,4794.983141,0.398191,6.196853,20.809185,3.12,5056.632,
02/03/2018,,,5115.625028,5360.327582,4656.963237,0.36188,3.878834,21.973962,3.54,4658.48,
05/05/2018,,,4601.783491,4909.742916,4459.423709,0.3849,4.07241,22.223199,2.89,4911.327,
08/04/2018,,,4802.452124,4966.218253,4575.011837,0.365484,4.111612,34.668364,2.38,4576.224,
11/03/2018,,,4395.42659,4656.727416,4255.258239,0.369608,4.163311,41.557418,1.56,4571.316,
02/02/2019,,,4481.778794,4580.386349,3899.32668,0.324507,7.091367,,1.32,3900.252,
05/04/2019,,2.822618,3957.533088,5342.097293,3864.632569,0.448852,11.614522,,1.35,5342.68,
08/03/2019,,1.293746,5245.902304,5332.606242,5012.121892,0.428698,8.299273,,0.7232,5012.76064,
11/02/2019,,4.565544,5058.144084,5518.372224,4957.98916,0.481728,7.966234,324.741176,1.03,5520.6,
02/01/2020,,2.115604,5510.698008,5574.994737,4749.396732,0.42534,7.026291,,0.745,4749.7725,
05/02/2020,,,4681.118621,5433.324488,4585.66034,0.553991,19.40552,,0.2409,5433.54571,
08/01/2020,,,5360.325463,5558.41105,274.421407,0.031733,3.154334,,0.3146,274.42704,
09/12/2020,0.0108204621383504,,,,,0.0308247343293247,3.0640494537931,,0.29,266.57230248,
