Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,7128.249,7128.249,-6809.783,6809.783,318.466,0.0,-31.206,31.206,31.206,,0.0,287.26,0.921,-0.921,6.61,-7.531,,0.0,288.181,-95.66,192.521,0.0,0.0,0.0,192.521,-31.331,161.19,0.0,0.0,161.19,161.19,0.0,168.264,0.96,0.96,0.96,169.44,0.95,0.95,0.95,
09/30/2012,7136.056,7136.056,-6829.781,6829.781,306.275,0.0,-40.884,40.884,40.884,,0.0,265.391,-0.889,0.889,6.89,-6.001,,0.0,264.502,-92.164,172.338,0.0,0.0,0.0,172.338,-27.755,144.583,0.0,0.0,144.583,144.583,0.0,166.66,0.87,0.87,0.87,167.968,0.86,0.86,0.86,
12/31/2012,7022.7,7022.7,-7038.3,7038.3,-15.6,0.0,-41.1,41.1,41.1,,0.0,-56.7,-3.3,3.258,7.857,-4.599,,0.042,-60.0,89.1,29.1,0.0,0.0,0.0,29.1,-33.5,-4.4,0.0,0.0,-4.4,288.599,292.999,164.7,-0.03,-0.03,1.752271,164.7,-0.03,-0.03,1.748986,
03/31/2013,7185.624,7185.624,-6843.75,6843.75,341.874,0.0,-32.602,32.602,32.602,,0.0,309.272,-2.939,2.939,6.955,-4.016,,0.0,306.333,-93.077,213.256,0.0,0.0,0.0,213.256,-46.798,166.458,0.0,0.0,166.458,166.458,0.0,162.408,1.02,1.02,1.02,163.991,1.02,1.02,1.02,
06/30/2013,7190.328,7190.328,-6857.472,6857.472,332.856,0.0,-31.918,31.918,31.918,,0.0,300.938,-2.232,2.232,6.448,-4.216,,0.0,298.706,-91.366,207.34,0.0,0.0,0.0,207.34,-45.928,161.412,0.0,0.0,161.412,172.90145,11.48945,162.797,0.99,0.99,1.062068,164.135,0.98,0.98,1.05,
09/30/2013,6684.216,6684.216,-6329.685,6329.685,354.531,0.0,-46.07,46.07,46.07,,0.0,308.461,-3.719,3.719,6.435,-2.716,,0.0,304.742,-87.391,217.351,0.0,0.0,0.0,217.351,-44.305,173.046,0.0,0.0,173.046,173.046,0.0,162.94,1.06,1.06,1.06,164.845,1.05,1.05,1.05,
12/31/2013,6291.5,6291.5,-5955.4,5955.4,336.1,0.0,-64.6,64.6,64.6,,0.0,271.5,-3.6,3.554,7.049,-3.495,,0.046,267.9,-82.9,185.0,0.0,0.0,0.0,185.0,-18.2,166.8,0.0,0.0,166.8,166.8,0.0,162.1,1.03,1.03,1.03,164.4,1.01,1.01,1.01,
03/31/2014,5384.636,5384.636,-5072.304,5072.304,312.332,0.0,-37.773,37.773,37.773,,0.0,274.559,-3.091,3.091,6.897,-3.806,,0.0,271.468,-78.158,193.31,0.0,0.0,0.0,193.31,-44.236,149.074,0.0,0.0,149.074,149.074,0.0,160.213,0.93,0.93,0.93,162.36,0.92,0.92,0.92,
06/30/2014,5251.664,5251.664,-4906.352,4906.352,345.312,0.0,-56.711,56.711,56.711,,0.0,288.601,-3.312,3.312,7.445,-4.133,,0.0,285.289,-90.126,195.163,85.183,85.183,0.0,109.98,-32.19,77.79,0.0,0.0,77.79,172.073,9.1,158.465,0.49,1.03,1.085874,160.454,0.48,1.02,1.076714,
09/30/2014,5440.081,5440.081,-5059.96,5059.96,380.121,0.0,-35.131,35.131,35.131,,0.0,344.99,-1.606,1.606,5.979,-4.373,,0.0,343.384,-114.635,228.749,113.859,113.859,0.0,114.89,-45.388,69.502,0.0,0.0,69.502,183.361,0.0,157.332,0.44,1.17,1.17,159.456,0.44,1.15,1.15,
12/31/2014,5455.2,5455.2,-5093.8,5093.8,361.4,0.0,-53.2,53.2,53.2,,0.0,308.2,-3.5,3.5,9.36,-5.86,,0.0,304.7,-69.8,234.9,5.6,5.6,0.0,229.3,-14.8,214.5,0.0,0.0,214.5,220.1,0.0,153.9,1.39,1.43,1.43,156.2,1.37,1.41,1.41,
03/31/2015,4548.649,4548.649,-4251.189,4251.189,297.46,0.0,-41.11,41.11,41.11,,0.0,256.35,-7.472,7.472,12.168,-4.696,,0.0,248.878,-83.274,165.604,0.0,0.0,0.0,165.604,-21.525,144.079,0.0,0.0,144.079,138.33235,-5.74665,147.731,0.98,0.98,0.93638,149.915,0.96,0.96,0.921667,
06/30/2015,4810.106,4810.106,-4516.125,4516.125,293.981,0.0,-47.785,47.785,47.785,,0.0,246.196,-7.347,7.347,11.401,-4.054,,0.0,238.849,-78.105,160.744,0.0,0.0,0.0,160.744,-12.237,148.507,0.0,0.0,148.507,142.53155,-5.97545,146.261,1.02,1.02,0.974501,147.921,1.0,1.0,0.959604,
09/30/2015,4384.612,4384.612,-4133.819,4133.819,250.793,0.0,32.997,35.165,35.165,,-68.162,283.79,-5.58,5.58,10.17,-4.59,,0.0,278.21,-91.417,186.793,5.057,5.057,0.0,181.736,-10.453,171.283,0.0,0.0,171.283,129.24295,-47.09705,144.293,1.19,1.22,0.895698,146.085,1.17,1.21,0.887605,
12/31/2015,4370.7,4370.7,-4118.3,4118.3,252.4,0.0,-284.1,53.6,53.6,,230.5,-31.7,-7.6,7.6,11.0,-3.4,,0.0,-39.3,6.9,-32.4,0.6,0.6,0.0,-33.0,-18.4,-51.4,0.0,0.0,-51.4,126.55705,177.35705,140.9,-0.36,-0.36,0.898205,140.9,-0.36,-0.36,0.898205,
03/31/2016,4423.889,4423.889,-4168.067,4168.067,255.822,0.0,-55.113,55.113,55.113,,0.0,200.709,-11.489,11.489,14.645,-3.156,,0.0,189.22,-70.209,119.011,0.0,0.0,0.0,119.011,-14.688,104.323,0.0,0.0,104.323,114.2108,9.8878,138.95,0.75,0.75,0.821956,140.865,0.74,0.74,0.810193,
06/30/2016,4856.117,4856.117,-4607.868,4607.868,248.249,0.0,-52.64,52.64,52.64,0.0,0.0,195.609,-14.207,14.207,18.719,-4.512,,0.0,181.402,-61.348,120.054,0.0,0.0,0.0,120.054,-18.241,101.813,0.0,0.0,101.813,99.6069,-2.2061,139.226,0.73,0.73,0.715433,140.801,0.72,0.72,0.704332,
09/30/2016,4766.864,4766.864,-4729.637,4729.637,37.227,0.0,-27.144,27.144,27.144,,0.0,10.083,-12.734,12.734,17.377,-4.643,,0.0,-2.651,20.057,17.406,0.0,0.0,0.0,17.406,-12.602,4.804,0.0,0.0,4.804,155.4071,150.6031,139.25,0.03,0.03,1.116029,140.924,0.03,0.03,1.098683,
12/31/2016,4989.6,4989.6,-4740.5,4740.5,249.1,0.0,-56.2,56.2,56.2,,0.0,192.9,-14.2,14.2,18.9,-4.7,,0.0,178.7,-107.7,71.0,0.0,0.0,0.0,71.0,-0.5,70.5,0.0,0.0,70.5,66.4726,-4.0274,139.3,0.51,0.51,0.47719,141.1,0.5,0.5,0.471457,
03/31/2017,4835.905,4835.905,-4685.904,4685.904,150.001,0.0,-45.048,45.048,45.048,,0.0,104.953,-11.528,11.528,17.563,-6.035,,0.0,93.425,-16.071,77.354,0.0,0.0,0.0,77.354,-16.743,60.611,0.0,0.0,60.611,77.72875,17.11775,139.443,0.43,0.43,0.557423,140.958,0.43,0.43,0.551439,
06/30/2017,4716.092,4716.092,-4684.116,4684.116,31.976,0.0,-47.315,47.315,47.315,,0.0,-15.339,-8.61,8.61,16.473,-7.863,,0.0,-23.949,17.317,-6.632,0.0,0.0,0.0,-6.632,-17.393,-24.025,0.0,0.0,-24.025,97.817,121.842,139.818,-0.17,-0.17,0.699602,139.818,-0.17,-0.17,0.699602,
09/30/2017,4941.634,4941.634,-4720.071,4720.071,221.563,0.0,-45.973,45.973,45.973,,0.0,175.59,-10.206,10.206,16.955,-6.749,,0.0,165.384,-52.495,112.889,0.0,0.0,0.0,112.889,-18.426,94.463,0.0,0.0,94.463,91.37225,-3.09075,139.887,0.68,0.68,0.653186,140.83,0.67,0.67,0.648053,
12/31/2017,5027.4,5027.4,-4812.4,4812.4,215.0,0.0,-54.0,54.0,54.0,0.0,0.0,161.0,-9.5,9.5,9.5,0.0,0.0,0.0,151.5,-70.7,80.8,0.0,0.0,0.0,80.8,-20.5,60.3,0.0,0.0,60.3,142.3,82.0,139.9,0.43,0.43,1.017155,141.0,0.43,0.43,1.01156,
03/31/2018,4823.77,4823.77,-4765.975,4765.975,57.795,0.0,-57.271,57.271,57.271,,0.0,0.524,-9.579,9.579,17.112,-7.533,,0.0,-9.055,-3.006,-12.061,0.0,0.0,0.0,-12.061,-5.529,-17.59,0.0,0.0,-17.59,-19.29087,-1.70087,140.099,-0.13,-0.13,-0.137695,140.099,-0.13,-0.13,-0.14214,
06/30/2018,4883.796,4883.796,-4673.644,4673.644,210.152,0.0,-17.776,17.776,17.776,,0.0,192.376,-8.741,8.741,16.784,-8.043,,0.0,183.635,-52.471,131.164,0.0,0.0,0.0,131.164,-16.332,114.832,0.0,0.0,114.832,110.72874,-4.10326,140.654,0.82,0.82,0.787242,141.306,0.81,0.81,0.780962,
09/30/2018,3842.235,3842.235,-3654.953,3654.953,187.282,0.0,-61.058,61.058,61.058,,0.0,126.224,-14.734,14.734,24.238,-9.504,,0.0,111.49,-28.71,82.78,-13.245,-13.245,0.0,96.025,-18.68,77.345,0.0,0.0,77.345,-41.1201,-105.2201,140.713,0.55,0.49,-0.260382,141.549,0.55,0.49,-0.260382,
12/31/2018,4801.0,4801.0,-4624.9,4624.9,176.1,0.0,-8.0,8.0,8.0,,0.0,168.1,-7.3,7.3,7.3,0.0,0.0,0.0,160.8,-82.9,77.9,0.0,0.0,0.0,77.9,-27.6,50.3,0.0,0.0,50.3,50.3,0.0,140.2,0.36,0.36,0.36,141.0,0.36,0.36,0.36,
03/31/2019,4192.747,4192.747,-4131.06,4131.06,61.687,0.0,-88.419,61.051,61.051,,27.368,-26.732,-5.661,5.661,18.637,-12.976,,0.0,-32.393,-10.915,-43.308,0.0,0.0,0.0,-43.308,-15.118,-58.426,0.0,0.0,-58.426,-40.08619,18.33981,139.776,-0.42,-0.42,-0.286789,139.776,-0.42,-0.42,-0.288791,
06/30/2019,4094.376,4094.376,-4706.302,4706.302,-611.926,0.0,-99.088,53.356,53.356,,45.732,-711.014,-3.964,3.964,18.877,-14.913,,0.0,-714.978,121.492,-593.486,0.0,0.0,0.0,-593.486,38.678,-554.808,0.0,0.0,-554.808,-520.04326,34.76474,140.141,-3.96,-3.96,-3.710857,140.141,-3.96,-3.96,-3.71193,
09/30/2019,3937.707,3937.707,-3869.606,3869.606,68.101,0.0,-344.35,10.362,10.362,,333.988,-276.249,-5.019,5.019,18.984,-13.965,,0.0,-281.268,-490.077,-771.345,-41.806,-41.806,0.0,-729.539,-12.445,-741.984,0.0,0.0,-741.984,-512.6383,271.1517,140.163,-5.29,-5.57,-3.641855,140.163,-5.29,-5.57,-3.641855,
12/31/2019,3986.0,,,,138.19462,,,,,,,5.87,,,,,,,-45.24,,-6.475,,,,,,-6.475,,,-6.475,-10.18,,,-0.24,-0.24,0.268,,-0.24,-0.24,0.268,
03/31/2020,4305.625,,,,142.085625,,,,,,,49.82,,,,,,,46.517,,38.7,,,,,,38.7,,,38.7,29.717,,,0.252,0.252,0.278,,0.252,0.252,0.278,
