Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Impairment of Assets,Impairment from Affiliates,Disposal of Con Assets,Disposal of Uncon Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/1996,37.749001,37.181999,,,,,,0.0,0.0,0.567,-20.893,12.279,0.466,8.148,0.0,,0.0,16.855999,-9.377,10.131,,-0.754,7.479,0.0,,,,0.0,,,7.479,,4.659,,,-0.228,-0.228,,21.596063,0.212938,0.212938,0.212938,21.596063,0.212938,0.212938,0.212938,,,,,,,,,,15.46,,15.46,,,,,,15.46,0.715871,0.715871,0.388843,54.317461,54.317461,54.320826,
12/31/1996,44.240002,43.356998,,,,,,0.0,0.0,0.883,-24.026,14.718,0.516,8.792,0.0,,0.0,20.214,-11.482,11.863,,-0.381,8.732,0.0,,,,0.315,,,8.417,,5.539,,,0.279,0.279,,25.013587,0.222196,0.231454,0.231454,25.013587,0.222196,0.222196,0.222196,,,,,,,,,,17.448999,,17.448999,,,,,,17.448999,0.697581,0.697581,0.407359,58.396015,58.396015,64.914895,
03/31/1997,50.301998,49.175999,,,,,0.0,0.0,0.0,1.126,-25.985,15.761,0.75,9.474,0.0,,0.0,24.316999,-14.398,14.766,-0.368,0.0,9.919,0.0,,,,0.0,,,9.919,,6.751,,,6.751,6.751,,27.866202,0.240712,0.240712,0.240712,41.395876,0.240712,0.240712,0.240712,,,,,,,,,,16.302999,,16.302999,,,,,,16.302999,0.393831,0.393831,0.407359,103.434955,103.434955,69.870577,
06/30/1997,52.349998,51.445,,,,,0.0,0.0,0.0,0.905,-26.82,16.173,0.44,10.207,0.0,,0.0,25.53,-15.690999,16.396999,-0.706,0.0,9.839,0.0,,,,0.512,,,9.327,,6.172,,,6.172,6.172,,28.032541,0.222196,0.240712,0.240712,41.563295,0.222196,0.231454,0.231454,,,,,,,,,,16.805,,16.805,,,,,,16.805,0.404323,0.404323,0.407359,100.750963,100.750963,67.789348,
09/30/1997,57.032001,56.597,,,,,0.0,0.0,0.0,0.435,-30.94,19.896,0.91,10.134,0.0,,0.0,26.092,-23.3,16.239,8.681,-1.62,2.792,0.0,,,,0.051,,,2.741,,1.87,,,1.87,1.87,,28.035781,0.064807,0.064807,0.064807,41.524411,0.064807,0.064807,0.064807,,,,,,,,,,19.443001,,19.443001,,,,,,19.443001,0.468231,0.468231,0.407359,86.999738,86.999738,58.746075,
12/31/1997,61.529999,60.791,,,,,0.0,0.0,0.0,0.739,-31.449999,19.070999,0.659,11.72,0.0,,0.0,30.079999,-19.461999,19.004999,0.456,0.001,10.618,0.0,,,,-0.008,,,10.626,,7.253,,,7.253,7.253,,27.92777,0.259229,0.259229,0.259229,46.734946,0.259229,0.259229,0.259229,,,,,,,,,,20.07,,20.07,,,,,,20.07,0.429443,0.429443,0.425876,99.169314,99.169314,59.302444,
03/31/1998,61.175,60.227,,,,,0.0,0.0,0.0,0.948,-31.458,18.722,1.024,11.712,0.0,,0.0,29.717,-19.148,20.576,-1.428,0.0,10.569,0.0,,,,0.09,,,10.479,,7.471,,0.0,6.822,6.822,,29.328694,0.231454,0.231454,0.231454,43.104637,0.231454,0.231454,0.231454,,,,,,,,,,22.412,,22.412,,,,,,22.412,0.502188,0.502188,0.425876,84.804034,84.804034,55.730769,
06/30/1998,61.407001,60.473999,,,,,0.0,0.0,0.0,0.933,-32.325999,19.278999,1.153,11.894,0.0,,0.0,29.081,-16.475,20.636,-4.152,-0.009,12.606,0.0,,,,0.0,,,12.606,,9.424,,,7.367,7.367,,33.230113,0.222196,0.222196,0.222196,46.904523,0.222196,0.222196,0.222196,,,,,,,,,,21.195999,,21.195999,,,,,,21.195999,0.451897,0.451897,0.425876,94.24184,94.24184,66.375734,
09/30/1998,75.079002,73.834999,,,,,0.0,0.0,0.0,1.244,-40.389,24.135,0.942,15.312,0.0,,0.0,34.69,-22.036,24.888,-2.852,0.0,12.654,0.0,,,,2.324,,,10.33,,8.772,,,4.579,4.579,,35.069569,0.129614,0.194422,0.194422,48.987011,0.129614,0.129614,0.129614,,,,,,,,,,24.996,,24.996,,,,,,24.996,0.510258,0.510258,0.425876,83.462876,83.462876,59.753561,
12/31/1998,86.199997,84.769997,,,,,0.0,0.0,0.0,1.43,-43.331999,27.855,1.254,14.223,0.0,,0.0,42.868,-19.285,25.333,-6.048,0.0,23.583,0.0,,,,0.021,,,23.562,,18.408001,,,13.760001,13.760001,,35.401171,0.388843,0.388843,0.388843,48.721297,0.388843,0.388843,0.388843,,,,,,,,,,29.806,,29.806,,,,,,29.806,0.611765,0.611765,0.449021,73.397622,73.397622,55.163388,
03/31/1999,78.849,77.632,,,,,0.0,0.0,0.0,1.217,-39.921,23.265,1.403,15.253,0.0,,0.0,38.928,-21.407,26.753,-5.346,0.0,17.521,0.0,,,,0.973,,,16.548,,13.318,,0.0,8.897,8.897,,36.645476,0.240712,0.268487,0.268487,50.296124,0.240712,0.259229,0.259229,,,,,,,,,,30.819,,30.819,,,,,,30.819,0.46878,0.46878,0.425876,90.847724,90.847724,50.638956,
06/30/1999,80.675,78.697,,,,,0.0,0.0,0.0,1.978,-40.679,23.955,1.439,15.285,0.0,,0.0,39.996,-23.316,28.602,-5.286,0.0,16.68,0.0,,,,0.015,,,16.665,,13.407,,0.0,8.986,8.986,,36.702723,0.240712,0.240712,0.240712,50.595319,0.240712,0.240712,0.240712,,,,,,,,,,30.963,,30.963,,,,,,30.963,0.468836,0.468836,0.425876,90.836741,90.836741,50.482188,
09/30/1999,83.244,80.524,,,,,0.0,0.0,0.0,2.72,-42.451,25.316,1.24,15.895,0.0,,0.0,40.793,-23.593,29.813,-6.058,-0.162,17.2,0.0,,,,0.028,,,17.172,,13.865,,0.0,9.125,9.125,,36.771851,0.249971,0.249971,0.249971,50.6072,0.249971,0.249971,0.249971,,,,,,,,,,32.474,,32.474,,,,,,32.474,0.491627,0.491627,0.425876,86.625731,86.625731,48.223933,
12/31/1999,84.676,81.947,,,,,0.0,0.0,0.0,2.729,-44.147,27.791,1.406,14.95,0.0,,0.0,40.529,76.894,28.18,-9.255,-95.819,117.423,0.0,,,,0.462,,,116.961,,88.421,,0.0,83.865,83.865,,36.807495,2.27751,2.286768,2.286768,58.189693,1.444274,1.453532,1.453532,,,,,,,,,,37.469,,37.469,,,,,,37.469,0.574243,0.574243,0.541603,94.316008,94.316008,54.60925,
03/31/2000,75.303,73.276,,,,,0.0,0.0,0.0,2.027,-39.897,23.9,1.469,14.528,0.0,,0.0,35.406,-21.43,28.151,-6.723,0.002,13.976,0.0,,,,0.963,,,13.013,,10.974,,0.0,6.326,6.326,,36.822617,0.175905,0.20368,0.20368,48.983769,0.175905,0.194422,0.194422,,,,,,,,,,29.57,,29.57,,,,,,29.57,0.458943,0.458943,0.425876,92.794927,92.794927,53.033006,
06/30/2000,76.255,74.245,,,,,0.0,0.0,0.0,2.01,-40.96,24.208,1.712,15.04,0.0,,0.0,35.295,-20.667,26.947,-6.386,0.106,14.628,0.0,,,,0.0,,,14.628,,12.245,,0.0,7.597,7.597,,36.884184,0.20368,0.20368,0.20368,48.706177,0.20368,0.20368,0.20368,,,,,,,,,,29.89,,29.89,,,,,,29.89,0.461981,0.461981,0.472167,102.204751,102.204751,58.265239,
09/30/2000,76.937,74.884,,,,,0.0,0.0,0.0,2.053,-41.037,25.122,0.851,15.064,0.0,,0.0,35.9,-20.798,26.962,-7.353,1.189,15.102,0.0,,,,0.984,,,14.118,,11.817,,0.0,7.169,7.169,,36.899306,0.194422,0.222196,0.222196,48.721298,0.194422,0.212938,0.212938,,,,,,,,,,30.63,,30.63,,,,,,30.63,0.4733,0.4733,0.490683,103.672706,103.672706,59.111525,
12/31/2000,91.597,89.514,,,,,0.0,0.0,0.0,2.083,-46.936,28.444,1.477,17.015,0.0,,0.0,44.661,-18.003,26.387,-9.86,1.476,26.658,0.0,,,,-0.68,,,27.338,,21.893,,0.0,16.879,16.879,,36.863662,0.45365,0.435134,0.435134,48.691055,0.342552,0.324036,0.324036,,,,,,,,,,45.656,,45.656,,,,,,45.656,0.709011,0.709011,0.518457,73.124058,73.124058,43.735325,
03/31/2001,77.289,74.85,,,,,0.0,0.0,0.0,2.439,-41.749,24.05,1.682,16.017,0.0,,0.0,35.54,-22.262,27.996,-6.055,0.321,13.278,0.0,,,,-0.1,,,13.378,,11.25,,0.0,6.419,6.419,,36.33548,0.175905,0.175905,0.175905,48.385379,0.175905,0.166647,0.166647,,,,,,,,,,30.374,,30.374,,,,,,30.374,0.478586,0.478586,0.490683,102.527622,102.527622,58.698887,
06/30/2001,80.013,77.384,,,,,0.0,0.0,0.0,2.629,-45.808,27.676,1.832,16.3,0.0,,0.0,34.205,-20.74,27.497,-6.625,-0.132,13.465,0.0,,,,-0.441,,,13.906,,11.657,,0.0,6.826,6.826,,36.476976,0.185163,0.175905,0.175905,48.523635,0.185163,0.175905,0.175905,,,,,,,,,,30.918,,30.918,,,,,,30.918,0.486099,0.486099,0.490683,100.943075,100.943075,57.890646,
09/30/2001,82.481,79.684,,,,,0.0,0.0,0.0,2.797,-45.937,28.461,0.963,16.513,0.0,,0.0,36.544,-19.448,27.55,-8.209,0.107,17.096,0.0,,,,-0.15,,,17.246,,14.281,,0.0,9.268,9.268,,36.59363,0.249971,0.249971,0.249971,48.640289,0.249971,0.249971,0.249971,,,,,,,,,,34.478,,34.478,,,,,,34.478,0.541077,0.541077,0.509199,94.108417,94.108417,54.044463,
12/31/2001,92.682,89.037,,,,,0.0,0.0,0.0,3.645,-49.143,30.068,2.303,16.772,0.0,,0.0,43.539,10.225,26.603,-12.041,-24.787,53.764,0.0,,,,1.57,,,52.194,,40.535,,0.0,35.522,35.522,,36.665998,0.972108,1.018399,1.018399,48.713737,0.731395,0.75917,0.75917,,,,,,,,,,47.838,,47.838,,,,,,47.838,0.751047,0.751047,0.490683,65.333208,65.333208,39.574648,
03/31/2002,76.95,74.501,,,,,0.0,0.0,0.0,2.449,-43.74,25.698,1.533,16.509,0.0,,0.0,33.21,-18.97,25.124,-6.306,0.152,14.24,0.0,,,,-13.696,,,27.936,,22.363,,0.0,17.35,17.35,,37.517139,0.462908,0.185163,0.185163,49.563798,0.462908,0.185163,0.185163,,,,,,,,,,33.673,,33.673,,,,,,33.673,0.528184,0.528184,0.509199,96.405577,96.405577,56.732991,
06/30/2002,79.108,76.891,,,,,0.0,0.0,0.0,2.217,-46.792,27.654,2.012,17.126,0.0,,0.0,32.316,-28.469,25.036,0.9,2.533,3.847,0.0,,,,0.504,,,3.343,,3.736,,0.0,-1.277,-1.277,,39.14489,-0.037033,-0.027775,-0.027775,51.190469,-0.037033,-0.027775,-0.027775,,,,,,,,,,33.172,,33.172,,,,,,33.172,0.50738,0.50738,0.472167,93.059779,93.059779,55.718407,
09/30/2002,99.562,96.092,,,,,0.0,0.0,0.0,3.47,-57.213,34.238,1.886,21.089,0.0,,0.0,42.349,-20.464,36.001,-15.55,0.013,21.885,0.0,,,,0.83,,,21.055,,16.871,,0.0,11.676,11.676,,39.165413,0.296261,0.314778,0.314778,53.699605,0.296261,0.314778,0.314778,,,,,,,,,,45.934,,45.934,,,,,,45.934,0.855388,0.855388,0.472167,55.199112,55.199112,40.259067,
12/31/2002,116.88,112.988,,,,,0.0,0.0,0.0,3.892,-64.336,39.49,2.004,22.842,0.0,,0.0,52.544,-15.482,36.453,-22.093,1.122,37.062,0.0,,,,-12.175,,,49.237,,38.412,,0.0,33.216,33.216,,39.753002,0.833235,0.527716,0.527716,53.888627,0.620297,0.398101,0.398101,,,,,,,,,,52.137,,52.137,,,,,,52.137,0.967495,0.967495,0.601781,62.199877,62.199877,45.671577,
03/31/2003,113.895,109.81,,,,,0.0,0.0,0.0,4.085,-65.073,38.976,2.336,23.761,0.0,,0.0,48.822,-19.414,34.008,-14.466,-0.128,29.408,0.0,,,,-0.357,,,29.765,,24.62,,0.0,19.425,19.425,,55.878221,0.35181,0.35181,0.35181,71.205226,0.342552,0.333294,0.333294,,,,,,,,,,63.285,,63.285,,,,,,63.285,0.888769,0.888769,0.527716,59.376013,59.376013,46.59556,
06/30/2003,116.473,112.708,,,,,0.0,0.0,0.0,3.765,-69.705,42.59,2.719,24.396,0.0,,0.0,46.768,-6.23,32.981,-15.141,-11.61,40.538,0.0,,,,-0.785,,,41.323,,33.769,,0.0,28.574,28.574,,56.030519,0.509199,0.499941,0.499941,71.374806,0.509199,0.499941,0.499941,,,,,,,,,,5.671,,5.671,,,,,,5.671,0.079454,0.079454,0.527716,664.179157,664.179157,521.389526,
09/30/2003,117.219,112.896,,,,,0.0,0.0,0.0,4.323,-69.696,42.732,1.687,25.277,,,,47.523,-17.88,31.858,-13.252,-0.726,29.643,,,,,-22.37,,,,,41.799,,,39.732,39.732,,57.674473,0.685104,0.685104,0.370327,81.34114,0.638814,0.638814,0.361069,,,,,,,,,,63.763,,63.763,,,,,,63.763,0.783896,0.783896,,,,0.0,
12/31/2003,135.972,130.422,,,,,0.0,0.0,0.0,5.55,-85.609,48.825,1.893,34.891,0.0,,0.0,50.363,-14.399,33.665,-16.038,-3.228,35.964,0.0,,,,2.124,,,33.84,,27.846,,0.0,25.487,25.487,,57.82191,0.444392,0.481425,0.481425,81.282273,0.314778,0.342552,0.342552,,,,,,,,,,75.964,,75.964,,,,,,75.964,0.93457,0.93457,0.675846,72.316262,72.316262,58.786017,
03/31/2004,123.668,119.696,,,,,0.0,0.0,0.0,3.972,-80.161,42.836,3.024,34.301,0.0,,0.0,43.507,-18.888,33.333,-14.85,0.405,24.619,0.0,,,,-0.109,,,24.728,,20.328,,0.0,18.116,18.116,,63.068628,0.287003,0.287003,0.287003,82.752866,0.287003,0.287003,0.287003,,,,,,,,,,68.683,,68.683,,,,,,68.683,0.829977,0.829977,0.564748,68.043825,68.043825,51.858539,
06/30/2004,128.796,124.019,,,,,0.0,0.0,0.0,4.777,-85.115,47.533,2.271,35.311,0.0,,0.0,43.681,-20.665,34.755,-13.31,-0.78,23.016,0.0,,,,-0.38,,,23.396,,19.326,,0.0,17.113,17.113,,63.308416,0.268487,0.259229,0.259229,82.986174,0.268487,0.259229,0.259229,,,,,,,,,,68.049,,68.049,,,,,,68.049,0.820004,0.820004,0.564748,68.871401,68.871401,52.540081,
09/30/2004,130.007,120.571,,,,,,5.642,,3.794,-80.506,43.047,2.788,34.671,,,,49.501,-26.699,37.44,-12.09,1.349,22.802,,,,,-1.034,,,,,19.656,,,17.298,17.298,,63.374304,0.268487,0.259229,0.277745,79.075033,0.268487,0.259229,0.277745,,,,,,,,,,72.887,,72.887,,,,,,72.887,0.921745,0.921745,0.564748,61.269486,61.269486,49.104134,
12/31/2004,164.797,142.062,,,,,0.0,16.109,0.0,6.626,-110.672,69.865,2.994,37.813,0.0,,0.0,54.125,-25.909,40.799,-14.631,-0.259,28.216,0.0,,,,-11.327,,,39.543,,32.323,,0.0,29.966,29.966,,63.481237,0.472167,0.324036,0.333294,83.092026,0.472167,0.324036,0.333294,,,,,,,,,,89.556,,89.556,,,,,,89.556,1.077793,1.077793,0.601781,55.834562,55.834562,44.976852,
03/31/2005,149.173,138.87,,,,,0.0,5.277,0.0,5.026,-96.87,58.059,2.652,36.159,0.0,,0.0,52.303,-29.403,41.957,-11.246,-1.308,22.9,0.509,,,,-1.288,,,24.697,,20.493801,,,18.135801,18.135801,,63.581689,0.287003,0.268487,0.268487,79.156043,0.277745,0.259229,0.259229,,,,,,,,,,75.954,,75.954,,,,,,75.954,0.959548,0.959548,0.601781,62.715064,62.715064,50.375556,
06/30/2005,186.506,174.383,,,,,0.0,6.164,0.0,5.959,-129.276,72.046,3.865,53.365,0.0,,0.0,57.23,-44.591,60.788,-16.338,0.141,12.639,0.529,,,,0.064,,,13.104,,11.313,,,6.747,6.747,,63.834438,0.10184,0.10184,0.10184,79.514645,0.10184,0.10184,0.10184,,,,,,,,,,77.064,,77.064,,,,,,77.064,0.96918,0.96918,0.601781,62.091768,62.091768,49.847335,
09/30/2005,201.59,189.365,,,,,0.0,6.921,0.0,5.304,-84.605,81.185,3.42,56.211,0.0,,0.0,60.774,-51.219,70.06,-18.831,-0.01,9.555,1.166,,,,-1.101,,,11.822,,10.338,,0.0,4.064,4.064,,63.994297,0.064807,0.046291,0.046291,79.562171,0.064807,0.037033,0.046291,,,,,,,,,,81.09,,81.09,,,,,,81.09,1.019203,1.019203,0.601781,59.044272,59.044272,47.491121,
12/31/2005,174.555,160.125,,,,,0.0,7.766,0.0,6.664,-115.034,65.455,2.169,47.41,0.0,,0.0,59.521,-35.994,64.292,-29.888,1.59,23.527,-0.173,,,,-11.859,,,35.213,,29.537,,0.0,23.637,23.637,,64.705021,0.365698,0.185163,0.208309,79.63994,0.296261,0.148131,0.166647,,,,,,,,,,102.723,,102.723,,,,,,102.723,1.289843,1.289843,0.629555,48.808699,48.808699,41.779202,
03/31/2006,200.692,186.802,,,,,0.0,7.257,0.0,6.633,-139.666,76.559,3.698,59.409,0.0,,0.0,61.026,-50.049,68.781,-21.016,2.284,10.977,0.533,,,7.453,-3.836,,,15.346,-0.515,13.423,2.466,0.0,7.453,7.453,,74.245785,0.10184,0.055549,0.083324,89.129938,0.10184,0.055549,0.074065,,63.539,20.579,-4.032,,,0.623,,,90.113,,90.113,-2.4,,,0.2,,87.913,0.968462,0.944818,0.629555,65.005715,66.632466,51.870252,
06/30/2006,193.091,179.762,,,,,0.0,7.369,0.0,5.96,-135.425,76.123,3.292,56.01,0.0,,0.0,57.666,-50.287,68.148,-17.861,0.0,7.379,-0.218,,,25.672,-29.792,,,36.953,40.531,31.642,2.467,0.0,25.672,25.672,,77.183731,0.333294,0.009258,0.009258,91.835656,0.333294,0.009258,0.009258,,59.411,20.585,3.633,,,-59.706,,,85.327,,85.327,-3.1,,,0.2,,82.427,0.891113,0.860827,0.629555,70.648212,73.133803,56.94732,
09/30/2006,202.077,184.829,,,,,0.0,8.023,0.0,9.225,-138.026,81.933,2.551,53.542,0.0,,0.0,64.051,-48.354,67.353,-18.49,-0.509,15.697,-0.535,,,46.968,-47.776,,,62.938,7.772,53.167,2.575,0.0,46.968,46.968,,77.206413,0.611039,0.092582,0.092582,91.833496,0.611039,0.092582,0.092582,,56.121,21.045,-3.472,,,-44.414,-0.001,,86.595,,86.595,-3.5,,,1.0,,84.095,0.904376,0.878267,0.629555,69.612149,71.681598,56.129938,
12/31/2006,233.806,216.885,,,,,0.0,8.806,0.0,8.115,-88.174,84.183,3.991,55.31,0.0,,0.0,90.322,-41.722,70.384,-28.686,0.024,48.6,0.187,,,,-134.828,,,183.615,,154.13,,0.0,147.932,147.932,0.024,77.251779,1.916441,0.166647,0.166647,99.177281,1.833117,0.129614,0.129614,,,,,,,,,,,,,-2.8,,,0.2,,,,,0.65733,,,,
03/31/2007,192.798,177.489,,,,,0.0,8.754,0.0,6.555,-136.523,79.771,5.373,51.379,0.0,,0.0,56.275,-48.663,64.02,-14.483,-0.874,7.612,0.12,,,3.508,-0.207,,,7.939,0.481,6.083,2.575,0.0,3.508,3.508,,77.411637,0.046291,0.046291,0.055549,91.847538,0.046291,0.046291,0.055549,,55.974,24.388,-3.658,,,-0.582,2.382,,85.068,,85.068,-1.6,,,-0.1,-14.3,69.068,0.888298,0.721223,0.65733,73.998813,91.141064,59.816841,
06/30/2007,194.324,178.272,,,,,0.0,9.599,0.0,6.453,-138.457,80.392,4.412,53.653,0.0,,0.0,55.867,-37.45,58.726,-18.997,-2.279,18.417,0.787,,,10.9,-0.247,,,19.451,4.239,17.594,2.575,-4.119,10.9,10.9,-1.545,77.259339,0.138873,0.185163,0.185163,91.326916,0.138873,0.185163,0.185163,,59.291,20.696,3.98,,,-1.725,-0.012,,100.696,,100.696,-3.2,,,0.0,-17.1,80.396,0.964065,0.769713,0.65733,68.183155,85.39941,50.43386,
09/30/2007,223.984,205.986,,,,,0.0,9.242,0.0,8.756,-153.902,91.739,1.992,60.171,0.0,,0.0,70.082,-41.187,59.982,-18.648,-0.147,28.895,-0.429,,,19.366,0.688,,,27.778,1.116,24.007,3.627,0.0,17.28,17.28,,77.417038,0.222196,0.231454,0.231454,91.302073,0.222196,0.231454,0.231454,,59.061,23.422,-4.438,,,0.868,0.0,,110.983,,110.983,-4.1,,,-0.8,-13.3,92.783,1.062817,0.888526,0.65733,61.847914,73.979792,45.852554,
