Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/2015,2327.8,652.1,652.1,0.0,392.8,392.8,0.0,256.4,,,134.2,122.2,42.3,,3.3,21.7,1343.6,164.9,529.0,-364.1,0.0,819.3,791.4,565.3,226.1,,24.6,984.2,,484.9,301.9,,,183.0,0.0,0.0,,,,,1.2,,,1.2,486.1,353.7,353.7,,,,174.3,,58.1,,58.5,57.7,528.0,1014.1,0.0,784.1,0.5,783.6,-420.2,1038.6,-88.8,1313.7,0.0,1313.7,2327.8,
08/31/2015,2407.0,756.8,756.8,0.0,411.7,411.7,0.0,224.8,,,113.9,110.9,20.1,0.0,3.5,20.1,1413.4,174.6,527.0,-352.4,0.0,819.0,788.4,565.0,223.4,,27.1,993.6,,519.3,311.1,0.0,0.0,208.2,0.0,0.0,0.0,0.0,,0.0,1.6,0.0,0.0,1.6,520.9,352.4,352.4,0.0,0.0,,173.7,0.0,83.9,,31.7,58.1,526.1,1047.0,0.0,797.6,0.5,797.1,-420.2,1093.0,-110.4,1360.0,0.0,1360.0,2407.0,
11/30/2015,2506.3,560.2,560.2,0.0,415.7,415.7,0.0,242.3,,,127.7,114.6,37.0,,3.4,37.0,1255.2,191.3,553.5,-362.2,0.0,1059.8,1031.0,728.0,303.0,,25.4,1251.1,,512.7,329.1,,,183.6,0.0,0.0,,,,,0.0,,,0.0,512.7,352.4,352.4,,,,206.3,,81.7,,57.3,67.3,558.7,1071.4,0.0,812.6,0.5,812.1,-420.2,1155.7,-113.2,1434.9,0.0,1434.9,2506.3,
02/29/2016,2619.8,224.3,224.3,0.0,458.8,458.8,0.0,277.5,,,144.1,133.4,37.1,,3.4,37.1,997.7,256.6,621.3,-364.7,0.0,1365.5,1336.5,883.7,452.8,,25.6,1622.1,,513.2,317.8,,,195.4,0.2,0.0,,,,0.2,0.0,,,0.0,513.4,353.5,353.5,,,,259.5,,79.9,,114.2,65.4,613.0,1126.4,0.0,819.2,0.5,818.7,-420.2,1215.5,-121.1,1493.4,0.0,1493.4,2619.8,
05/31/2016,2783.2,337.0,337.0,0.0,494.0,494.0,0.0,288.9,,,149.9,139.0,34.9,,3.2,34.9,1154.8,262.9,637.5,-374.6,0.0,1365.5,1338.5,889.8,448.7,,23.8,1628.4,,584.4,353.9,,,230.5,0.2,0.0,,,,0.2,0.0,,,0.0,584.6,354.2,354.2,,,,256.5,,79.6,,116.0,60.9,610.7,1195.3,0.0,834.1,0.5,833.6,-420.2,1283.8,-109.8,1587.9,0.0,1587.9,2783.2,
08/31/2016,2948.0,413.2,413.2,0.0,572.8,572.8,0.0,295.2,0.0,0.0,145.3,149.9,41.7,0.0,5.1,41.7,1322.9,267.8,645.7,-377.9,0.0,1357.3,1329.2,947.8,381.4,,23.0,1625.1,,671.0,401.0,0.0,0.0,270.0,0.2,0.0,0.0,0.0,,0.2,1.3,0.0,0.0,1.3,672.5,355.0,355.0,0.0,0.0,,260.7,0.0,119.9,,74.6,66.2,615.7,1288.2,0.0,856.9,0.5,856.4,-418.6,1360.9,-139.4,1659.8,0.0,1659.8,2948.0,
11/30/2016,2963.4,451.2,451.2,0.0,522.5,522.5,0.0,334.4,0.0,0.0,174.0,160.4,48.1,,4.8,48.1,1356.2,273.5,658.8,-385.3,0.0,1333.7,1314.6,941.8,372.8,,14.3,1607.2,,609.5,390.9,,,218.6,0.3,0.0,,,,0.3,0.0,,,0.0,609.8,355.7,355.7,,,,267.8,,117.6,,74.6,75.6,623.5,1233.3,0.0,861.2,0.5,860.7,-418.6,1436.8,-149.3,1730.1,0.0,1730.1,2963.4,
02/28/2017,2999.1,463.2,463.2,0.0,500.9,500.9,0.0,353.7,0.0,0.0,185.2,168.5,46.1,,4.7,46.1,1363.9,277.8,661.4,-383.6,0.0,1357.4,1339.7,893.3,446.4,,13.0,1635.2,,546.5,365.5,,,181.0,0.3,0.0,,,,0.3,0.0,,,0.0,546.8,355.8,355.8,,,,291.7,,116.4,,102.5,72.8,647.5,1194.3,0.0,868.9,0.5,868.4,-418.6,1498.4,-143.9,1804.8,0.0,1804.8,2999.1,
05/31/2017,2730.5,189.7,189.7,0.0,521.1,521.1,0.0,342.2,,,184.8,157.4,41.1,,4.6,41.1,1094.1,284.4,675.6,-391.2,0.0,1352.0,1335.8,887.5,448.3,,11.6,1636.4,,543.9,359.8,,,184.1,0.4,0.0,,,,0.4,0.0,,,0.0,544.3,356.3,356.3,,,,294.7,,116.3,,106.8,71.6,651.0,1195.3,0.0,875.9,0.5,875.4,-776.1,1574.9,-139.5,1535.2,0.0,1535.2,2730.5,
08/31/2017,2899.6,311.1,311.1,0.0,573.3,573.3,0.0,328.6,0.0,0.0,180.8,147.8,32.6,0.0,3.4,32.6,1245.6,287.7,687.8,-400.1,0.0,1366.3,1349.7,900.9,448.8,,13.2,1654.0,,600.5,395.1,0.0,0.0,205.4,0.4,0.0,0.0,0.0,,0.4,0.0,0.0,0.0,0.0,600.9,356.5,356.5,0.0,0.0,,276.6,0.0,96.9,39.7,108.2,31.8,633.1,1234.0,0.0,881.5,0.5,881.0,-776.1,1659.9,-99.7,1665.6,0.0,1665.6,2899.6,
11/30/2017,2961.4,428.6,428.6,0.0,514.3,514.3,0.0,339.6,0.0,0.0,193.1,146.5,41.3,,3.3,41.3,1323.8,286.1,696.6,-410.5,0.0,1351.5,1336.4,896.5,439.9,,11.8,1637.6,,594.5,364.6,,,229.9,0.4,0.0,,,,0.4,0.0,,,0.0,594.9,356.5,356.5,,,,283.9,,95.9,,108.3,79.7,640.4,1235.3,0.0,884.8,0.5,884.3,-776.0,1725.9,-108.6,1726.1,0.0,1726.1,2961.4,
02/28/2018,2750.5,229.8,229.8,0.0,500.2,500.2,0.0,322.1,0.0,0.0,187.2,134.9,41.3,,3.2,41.3,1093.4,282.8,705.8,-423.0,0.0,1374.3,1359.4,911.9,447.5,,11.7,1657.1,,509.2,341.9,,,167.3,0.4,0.0,,,,0.4,0.0,,,0.0,509.6,356.5,356.5,,,,248.6,,94.3,,76.1,78.2,605.1,1114.7,0.0,893.0,0.5,892.5,-970.3,1828.5,-115.4,1635.8,0.0,1635.8,2750.5,
05/31/2018,2882.4,94.3,94.3,0.0,572.6,572.6,0.0,406.5,0.0,0.0,251.4,155.1,32.4,,3.1,32.4,1105.8,288.0,721.2,-433.2,0.0,1488.6,1475.1,970.5,504.6,,10.4,1776.6,,670.5,464.5,,,206.0,1.6,0.0,,,,1.6,0.0,,,0.0,672.1,356.4,356.4,,,,253.5,,86.7,,87.9,78.9,609.9,1282.0,0.0,899.7,0.5,899.2,-1074.4,1896.2,-121.1,1600.4,0.0,1600.4,2882.4,
08/31/2018,2988.8,129.1,129.1,0.0,637.9,637.9,0.0,411.8,0.0,0.0,251.8,160.0,32.3,0.0,2.9,32.3,1211.1,286.7,728.6,-441.9,0.0,1491.0,1469.3,970.6,498.7,1.6,17.2,1777.7,,682.3,451.1,,,231.2,0.4,0.0,0.0,0.0,,0.4,0.0,0.0,0.0,0.0,682.7,356.4,356.4,0.0,0.0,,232.9,0.0,64.6,40.0,92.5,35.8,589.3,1272.0,0.0,906.8,0.5,906.3,-1074.4,1999.2,-114.8,1716.8,0.0,1716.8,2988.8,
11/30/2018,3015.3,214.8,214.8,0.0,556.7,556.7,0.0,420.2,0.0,0.0,261.4,158.8,60.1,,2.9,60.1,1251.8,283.0,732.4,-449.4,0.0,1480.5,1456.4,966.9,489.5,,21.2,1763.5,,651.6,389.7,,,261.9,0.4,0.0,,,,0.4,0.0,37.5,,0.0,652.0,356.3,356.3,,,,256.1,,62.5,,88.7,67.4,612.4,1264.4,0.0,910.7,0.5,910.2,-1099.4,2060.6,-121.0,1750.9,0.0,1750.9,3015.3,
02/28/2019,2991.8,232.0,232.0,0.0,520.1,520.1,0.0,413.0,,,259.5,153.5,67.5,,2.9,67.5,1232.6,284.2,748.5,-464.3,0.0,1475.0,1450.9,968.5,482.4,,21.2,1759.2,,577.4,351.1,,,226.3,7.0,0.0,,,,7.0,0.0,,,0.0,584.4,349.7,349.7,,,,255.9,,62.9,,89.8,103.2,605.6,1190.0,0.0,918.0,0.5,917.5,-1123.1,2121.6,-114.7,1801.8,0.0,1801.8,2991.8,
05/31/2019,3121.1,333.7,333.7,0.0,586.0,586.0,0.0,390.6,0.0,0.0,240.3,150.3,69.0,,2.8,69.0,1379.3,280.5,751.7,-471.2,0.0,1461.3,1437.2,964.1,473.1,,21.3,1741.8,,621.9,378.8,,,243.1,9.1,0.0,,,,9.1,0.0,43.7,,0.0,631.0,347.5,347.5,,,,257.7,,61.9,,89.6,62.5,605.2,1236.2,0.0,925.2,0.5,924.7,-1123.1,2204.9,-122.1,1884.9,0.0,1884.9,3121.1,
08/31/2019,3172.4,461.0,461.0,0.0,561.0,561.0,0.0,340.8,0.0,0.0,183.7,157.1,79.0,0.0,2.3,79.0,1441.8,277.3,757.7,-480.4,0.0,1453.3,1433.3,967.3,466.0,0.0,17.7,1730.6,,587.0,338.8,,,248.2,9.1,0.0,0.0,0.0,,9.1,0.0,0.0,0.0,0.0,596.1,347.5,347.5,0.0,0.0,,309.9,0.0,99.7,41.6,92.7,75.9,657.4,1253.5,0.0,930.5,0.5,930.0,-1156.0,2295.8,-151.4,1918.9,0.0,1918.9,3172.4,
11/30/2019,3305.2,266.6,266.6,0.0,507.7,507.7,0.0,352.6,0.0,0.0,186.8,165.8,79.5,,2.3,79.5,1206.4,338.5,834.1,-495.6,0.0,1760.3,1737.0,1115.5,621.5,,21.0,2098.8,,546.7,321.7,,,225.0,25.9,0.0,16.7,,16.7,9.2,0.0,47.7,,0.0,572.6,396.5,347.1,49.4,,49.4,348.8,,98.7,,122.7,79.7,745.3,1317.9,0.0,943.3,0.5,942.8,-1156.0,2347.6,-147.6,1987.3,0.0,1987.3,3305.2,
02/29/2020,3396.7,380.6,380.6,0.0,506.7,506.7,0.0,348.6,,,185.3,163.3,71.9,,2.1,71.9,1307.8,338.7,847.6,-508.9,0.0,1750.2,1718.4,1089.6,628.8,,29.7,2088.9,,540.2,333.5,,,206.7,32.0,0.0,16.6,,16.6,15.4,0.0,50.1,,0.0,572.2,438.9,390.8,48.1,,48.1,340.5,,96.9,,117.8,75.7,779.4,1351.6,0.0,951.1,0.5,950.6,-1156.0,2399.6,-149.6,2045.1,0.0,2045.1,3396.7,
05/31/2020,3442.3,520.6,520.6,0.0,451.3,451.3,0.0,355.3,0.0,0.0,204.4,150.9,53.1,,1.9,53.1,1380.3,331.8,848.7,-516.9,0.0,1730.2,1699.3,1086.4,612.9,,29.0,2062.0,,541.9,331.3,,,210.6,34.0,0.0,16.2,,16.2,17.8,0.0,51.6,,0.0,575.9,432.2,385.8,46.4,,46.4,338.5,,94.7,,119.2,73.0,770.7,1346.6,0.0,958.5,0.5,958.0,-1156.0,2454.8,-161.6,2095.7,0.0,2095.7,3442.3,
