Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/2000,42.259998,76.454002,94.475998,,,6.267,,5.55,0,11.422,,-39.813999,-16.26,-56.869999,0.0,-38.965,,-46.808998,0.0,0.0,0.0,-46.808998,0.0,0.0,-28.348,-75.156998,26.225,-54.73,81.846001,0.0,-0.211,0.0,0.0,-0.68,-6.672,
06/30/2000,179.699997,115.300003,116.400002,,,-7.5,,26.700001,0,-84.300003,,-11.0,18.4,39.099998,14.7,-48.099998,,-84.400002,0.0,0.0,0.0,-84.400002,0.0,0.0,-37.799999,-122.199997,-51.0,-60.099998,7.5,0.1,-1.0,0.0,0.0,2.5,6.5,
09/30/2000,139.330994,150.302994,128.425003,0.0,0.0,-19.639,0.0,-142.709,0,-68.655998,0.0,27.146999,-43.276001,15.707,-14.7,106.728996,,-56.327,0.0,0.0,0.0,-56.327,0.0,0.0,-63.351002,-119.678001,-25.105,-54.674999,106.473,-0.1,-75.515999,0.0,0.0,-1.287,-5.452,
12/31/2000,105.100014,-208.400009,135.399994,,,-216.699997,,124.199997,0,18.600004,,71.200005,33.400002,56.299999,-16.400002,107.5,,-229.5,0.0,0.0,1.1,-229.5,0.0,0.0,-2.7,-231.099991,146.199997,-35.199997,134.700012,-9.2,-73.199997,84.5,0.0,44.599998,20.200001,
03/31/2001,267.196014,75.987999,150.466003,,,24.399,,-4.019,0,45.838001,,-58.324001,5.259,-46.175999,0.0,73.764999,,-79.974998,0.0,0.0,0.0,-79.974998,0.0,0.0,-30.068001,-110.042999,-165.651993,-54.611,-78.235001,0.087,-31.702999,0.0,0.0,-1.19,-8.499,
06/30/2001,217.914001,89.810997,100.505997,0.0,0.0,-1.881,0.0,19.966999,0,-72.609001,0.0,-26.665001,4.094,37.965,0.0,66.725998,,-74.783997,0.0,0.0,5.532,-74.783997,0.0,0.0,-32.354,-101.606003,-113.952003,-54.612999,-87.008003,0.0,-4.726,33.466,0.0,-1.071,2.356,
09/30/2001,229.541,167.332001,101.290001,0.0,0.0,-22.017,0.0,42.807999,0,-43.830002,0.0,-28.211,-3.752,51.345001,0.0,-35.424,,-101.004997,0.0,0.0,0.0,-101.004997,0.0,0.0,-26.507999,-127.513,-81.136002,-104.612999,-129.389008,298.971008,-152.326996,6.185,0.0,0.037,20.892,
12/31/2001,106.611008,-88.800003,116.313988,,,-202.28801,,233.238998,0,115.533005,,-18.462,-16.201,-0.434002,0.0,-32.289997,,-110.492996,0.0,-133.447006,19.456001,-243.940018,0.0,0.0,88.308998,-136.175003,-4.184013,-34.971001,-172.659973,500.142975,-347.636047,50.498001,0.0,0.442,-33.748001,
03/31/2002,179.550003,75.773003,88.593002,,,19.354,,37.376999,0,-26.24,,-11.527,-0.415,1.505,0.0,-4.87,,-77.508003,-2.001,-40.722,0.0,-120.231003,0.0,0.0,-1.508,-121.738998,-48.984001,-100.0,77.699997,0.0,-54.835999,33.808998,0.0,-5.657,8.827,
06/30/2002,181.104004,90.356003,113.629997,0.0,0.0,3.591,0.0,-35.689999,0,132.953995,0.0,-18.099001,-1.771,-127.941002,0.0,24.073999,,-101.502998,0.0,-27.040001,0.0,-128.542999,0.0,0.0,-20.162001,-148.705002,-21.236,-59.595001,-79.370003,88.953003,-3.791,32.818001,0.0,-0.251,11.163,
09/30/2002,94.822998,-51.901001,95.225998,0.0,0.0,-195.022995,0.0,184.843002,0,-68.720001,0.0,1.258,-9.476,3.396,0.0,135.220001,,-129.311005,12.348,-33.773998,0.67,-150.737,0.0,0.0,15.411,-134.656006,54.201,-93.586998,315.585999,101.539001,-276.868988,7.287,0.0,0.245,14.368,
12/31/2002,219.613998,120.943001,101.345001,0.0,0.0,-67.453003,0.0,58.876999,0,72.332001,0.0,-5.533,-0.263,23.487,0.0,-84.121002,,-232.679001,-0.142,-57.445999,34.154999,-290.266998,0.0,0.0,18.601999,-237.509995,11.938,-49.999001,-165.315994,0.0,-15.249,9.251,0.0,233.251007,-5.958,
03/31/2003,143.0,92.0,105.0,,,19.0,,-54.0,0,-25.0,,15.0,-17.0,40.0,0.0,-32.0,,-179.0,0.0,-165.0,0.0,-344.0,0.0,0.0,-1.0,-345.0,183.0,-123.0,-81.0,639.0,-226.0,133.0,0.0,-159.0,-19.0,
06/30/2003,153.0,114.0,110.0,0.0,0.0,-63.0,0.0,-49.0,0,-64.0,0.0,15.0,1.0,-61.0,38.0,112.0,,-142.0,0.0,-49.0,1.0,-191.0,0.0,0.0,-7.0,-197.0,51.0,-80.0,-32.0,0.0,-1.0,7.0,0.0,157.0,7.0,
09/30/2003,238.399994,175.014008,99.555,0.0,0.0,-90.319,0.0,-51.971001,0,32.862,0.0,13.605,3.32,26.941999,88.351997,-58.959999,,-141.468002,0.0,-91.735001,0.0,-233.203003,0.0,0.0,-4.458,-237.660995,-6.359,0.0,179.972,0.0,-203.018997,15.013,0.0,1.675,-5.62,
12/31/2003,129.115005,81.328003,93.725998,0.0,0.0,0.02,0.0,-4.354,0,-57.132999,0.0,28.415001,-0.698,94.991997,-88.351997,-18.829,,-136.445007,0.0,-117.855003,100.0,-254.300003,0.0,0.0,-4.373,-158.673004,39.854,-97.726997,-65.57,295.862,-103.678001,12.912,0.0,-1.945,10.296,
03/31/2004,155.0,55.0,95.0,,,-16.0,,63.0,0,16.0,,-24.0,-6.0,-24.0,0.0,-4.0,,-121.0,0.0,-35.0,0.0,-156.0,0.0,0.0,79.0,-77.0,-74.0,-39.0,242.0,0.0,-282.0,0.0,0.0,5.0,4.0,
06/30/2004,282.0,135.0,107.0,,,-127.0,,-23.0,0,-109.0,,-11.0,-22.0,134.0,162.0,36.0,,-111.0,0.0,-56.0,1.0,-167.0,0.0,0.0,-9.0,-175.0,-100.0,-39.0,-320.0,257.0,0.0,0.0,-1.0,3.0,7.0,
09/30/2004,29.804001,148.0,64.533997,,,284.601013,,-1.969,0,45.161999,,23.323999,-31.259001,-62.824001,-312.0,-127.764999,,-150.024994,0.0,-100.0,84.0,-250.024994,0.0,0.0,19.068001,-146.957001,123.652,-23.389,169.147995,0.0,-34.297001,1.0,0.0,11.19,6.499,
12/31/2004,137.195999,136.0,149.466003,0.0,0.0,-132.600998,0.0,-254.031006,0,108.837997,0.0,-87.323997,-40.741001,-74.176003,150.0,181.764999,,-264.975006,0.0,0.0,0.0,-96.974998,0.0,0.0,306.932007,41.957001,-186.651993,-238.610992,-12.148,47.297001,0.0,10.0,0.0,5.81,-7.499,
03/31/2005,19.0,18.0,102.0,,,-10.0,,-14.0,0,2.0,,-38.0,-6.0,31.0,0.0,-66.0,,-162.0,0.0,-33.0,0.0,-195.0,0.0,0.0,401.0,206.0,-221.0,0.0,195.0,0.0,-425.0,0.0,0.0,9.0,4.0,
06/30/2005,184.0,-8.0,103.0,,,-89.0,,208.0,0,-61.0,,-5.0,-20.0,50.0,0.0,6.0,,-125.0,0.0,-79.0,0.0,-204.0,0.0,0.0,23.0,-181.0,22.0,0.0,-284.0,297.0,-1.0,0.0,0.0,10.0,25.0,
03/31/2012,189.0,128.0,31.0,0.0,-9.0,53.0,0.0,-59.0,0,2.0,0.0,-6.0,0.0,27.0,22.0,0.0,,-210.0,0.0,0.0,0.0,-210.0,-225.0,225.0,10.0,-200.0,13.0,-106.0,127.0,0.0,0.0,,0.0,-8.0,2.0,
