Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2001,1971.780029,82.464996,82.464996,0.0,170.175003,,,170.173004,140.658005,5.989,46.942001,-23.416,25.403999,,,,,448.21701,1451.223999,2516.648926,-1065.425049,,,72.338997,4.037,,,68.301997,1523.562996,,93.873001,93.873001,,,,0.054,,,,,,97.968003,,,,97.968003,191.895004,795.163025,,,,,214.888,,,,214.888,1010.051025,1201.94603,0.0,491.971008,,,-0.056,,277.919007,769.834015,0.0,769.834015,1971.780045,
03/31/2002,1968.679,77.418,77.418,,188.396,188.396,,160.389,78.202,5.796,46.233,30.158,33.161,,,,,459.364,1440.268,,,,,69.047,1.8,1.8,0.0,67.247,1509.315,,96.225,96.225,,,,0.081,,,,,,93.945,,,,93.945,190.251,777.17,,,,,224.253,,,,224.253,1001.423,1191.674,,487.846,,,,290.512,-1.353,777.005,,777.005,1968.679,
06/30/2002,1984.365,89.432,89.432,,205.462,205.462,,152.797,64.664,5.535,49.849,32.749,39.461,,,,,487.152,1430.088,,,,,67.125,1.8,1.8,0.0,65.325,1497.213,,100.201,100.201,,,,0.094,,,,,,86.435,,,,86.435,186.73,777.168,,,,,232.28,,,,232.28,1009.448,1196.178,,488.216,,,,302.107,-2.136,788.187,,788.187,1984.365,
09/30/2002,2026.88,129.692,129.692,0.0,201.536,,,157.7,130.654,5.273,48.169,0.0,59.102,,,,,548.03,1411.595,,,,,67.255,3.942,1.8,2.142,63.313,1478.85,,94.833,94.833,,,,0.094,,,,,,112.974,,,,112.974,207.901,768.108,,,,,264.759,,,,264.759,1032.867,1240.768,0.0,471.615,,,-0.593,316.705,-1.615,786.112,0.0,786.112,2026.88,
12/31/2002,1982.551,131.305,131.305,0.0,175.716,,,160.549,135.301,5.423,49.306,0.0,41.984,,,,,509.554,1408.98,2582.401,-1173.421,,,64.017,3.854,,,60.163,1472.997,,85.807,85.807,,,,113.094,86.094,27.0,27.0,,,97.905,,,,97.905,296.806,629.119,629.119,0.0,0.0,,260.751,,,,260.751,889.87,1186.676,0.0,467.956,,,-0.334,329.065,-0.812,795.875,0.0,795.875,1982.551,
03/31/2003,2000.563,140.015,140.015,0.0,190.081,,,161.593,137.727,5.688,51.459,0.0,51.14,,,,,542.829,1395.667,,,,,62.067,3.765,,,58.302,1457.734,,96.511,96.511,,,,109.07,,,,,,95.12,,,,95.12,300.701,629.129,,,,,267.948,,,,267.948,897.077,1197.778,0.0,467.381,,,-0.373,336.192,-0.415,802.785,0.0,802.785,2000.563,
06/30/2003,2003.695,131.451,131.451,,193.753,,,164.553,76.858,5.471,52.542,29.682,64.94,,,,,554.697,1388.712,,,,,60.286,3.794,,,56.492,1448.998,,91.405,91.405,,,,109.07,,,,,,86.22,,,,86.22,286.695,629.14,,,,,275.729,,,,275.729,904.869,1191.564,,460.347,,,-3.364,346.866,8.282,812.131,,812.131,2003.695,
09/30/2003,1991.586,116.651,116.651,0.0,202.465,,,166.48,138.466,5.519,52.882,0.0,84.841,,,,,570.437,1376.331,,,,,44.818,3.764,,,41.054,1421.149,,97.064,97.064,,,,109.07,,,,,,94.988,,,,94.988,301.122,599.695,,,,,287.513,,,,287.513,887.208,1188.33,0.0,463.484,,,0.0,314.53,25.242,803.256,0.0,803.256,1991.586,
12/31/2003,1985.126,172.022,172.022,0.0,191.405,191.405,,166.312,139.723,4.895,54.26,0.0,37.338,,,,,567.077,1372.823,2674.492,-1301.669,,,45.226,5.495,2.3,3.195,39.731,1418.049,,126.924,126.924,,,,112.763,81.163,31.6,31.6,,,103.29,,,,103.29,342.977,585.198,585.198,0.0,0.0,,259.471,,,,259.471,844.669,1187.646,0.0,474.153,,,0.0,298.869,24.458,797.48,0.0,797.48,1985.126,
03/31/2004,1926.228,87.589,87.589,0.0,188.866,,,164.017,86.078,5.89,49.693,22.356,42.437,,,,,482.909,1384.409,,,,,58.91,16.115,16.115,0.0,42.795,1443.319,,123.964,123.964,,,,109.099,,,,,,77.999,,,,77.999,311.062,585.457,,,,,248.959,,,218.264,30.695,834.416,1145.478,,480.95,,,0.0,276.123,23.677,780.75,,780.75,1926.228,
06/30/2004,1935.161,91.181,91.181,,206.892,,,166.247,77.103,5.804,56.788,26.552,40.348,,,,,504.668,1371.557,,,,,58.936,19.793,,,39.143,1430.493,,114.239,114.239,,,,109.099,,,,,,84.753,,,,84.753,308.091,585.569,,,,,259.931,,,,259.931,845.5,1153.591,,486.435,,,0.0,273.805,21.33,781.57,,781.57,1935.161,
09/30/2004,1968.859,119.367,119.367,,226.068,,,175.87,82.053,6.624,59.417,27.776,36.689,,,,,557.994,1353.416,,,,,57.449,17.374,17.374,0.0,40.075,1410.865,,116.975,116.975,,,,109.099,,,,,,93.455,,,,93.455,319.529,585.612,,,,,266.919,,,,266.919,852.531,1172.06,,492.559,,,0.0,283.443,20.797,796.799,,796.799,1968.859,
12/31/2004,2082.774,213.321,213.321,0.0,216.594,,,179.348,79.753,5.988,60.936,32.671,0.0,0.0,,,,677.061,1345.154,2782.215,-1437.061,0.0,,60.559,22.108,,,38.451,1405.713,,128.953,128.953,,,,109.168,109.168,0.0,0.0,,,0.0,0.0,0.0,,0.0,335.104,585.724,585.724,0.0,0.0,,344.376,0.0,,,344.376,930.1,1265.204,0.0,493.731,,,0.0,303.662,20.177,817.57,0.0,817.57,2082.774,
03/31/2005,2066.717,180.199,180.199,,227.404,,,184.487,87.357,6.236,63.506,27.388,68.744,,,,,660.834,1344.686,,,,,61.197,25.627,3.7,21.927,35.57,1405.883,,147.368,147.368,,,,109.1,,,,,,71.913,,,,71.913,328.381,585.836,,,,,343.614,,,,343.614,929.45,1257.831,0.0,500.307,,,,289.431,19.148,808.886,0.0,808.886,2066.717,
06/30/2005,2085.444,165.454,165.454,,235.832,,,187.261,81.411,6.455,62.705,36.69,56.306,,,,,644.853,1348.191,,,,,92.4,54.168,36.111,18.057,38.232,1440.591,,140.46,140.46,,,,109.03,,,,,,93.537,,,,93.537,343.027,585.948,,,,,342.927,,,,342.927,928.875,1271.902,,509.532,,,,290.25,13.76,813.542,,813.542,2085.444,
09/30/2005,2070.703,184.429,184.429,0.0,227.936,227.936,,187.645,154.877,5.761,62.222,-35.215,41.365,,,,,641.375,1338.914,,,,,90.414,53.988,53.988,0.0,36.426,1429.328,,142.198,142.198,,,,118.03,,,,,,98.648,,,,98.648,358.876,577.061,,,,,335.938,,,,335.938,912.999,1271.875,0.0,511.448,,,0.0,273.789,13.591,798.828,0.0,798.828,2070.703,
12/31/2005,1973.298,112.669,112.669,0.0,213.181,213.181,,191.828,165.006,5.119,61.994,-40.291,35.811,,,,,553.489,1320.511,,,,,99.298,63.713,34.187,29.526,35.585,1419.809,,124.851,124.851,,,,118.03,,,,,,129.213,,,,129.213,372.094,577.173,,,,,342.611,,,,342.611,919.784,1291.878,0.0,419.658,,,0.0,248.404,13.358,681.42,0.0,681.42,1973.298,
03/31/2006,1921.224,67.855,67.855,,233.168,,,185.981,88.279,5.292,60.966,31.444,34.604,,,,,521.608,1299.711,,,,,99.905,63.455,34.213,29.242,36.45,1399.616,,116.49,116.49,,,,118.03,,,,,,101.2,,,,101.2,335.72,577.285,,,,,341.481,,,,341.481,918.766,1254.486,,416.703,,,0.0,231.449,18.586,666.738,,666.738,1921.224,
06/30/2006,1976.19,94.078,94.078,0.0,263.702,,,194.339,87.197,6.277,64.493,36.372,36.456,,,,,588.575,1284.873,,,,,102.742,66.392,37.028,29.364,36.35,1387.615,,131.466,131.466,,,,118.142,,,,,,136.121,,,,136.121,385.729,577.606,,,,,338.268,,,,338.268,915.874,1301.603,0.0,419.035,,,0.0,237.743,17.809,674.587,0.0,674.587,1976.19,
09/30/2006,1992.392,118.231,118.231,,277.659,,,200.637,170.417,6.136,63.925,-39.841,34.62,,,,,631.147,1259.225,,,,,102.02,66.041,37.111,28.93,35.979,1361.245,,126.883,126.883,,,,119.146,,,,,,150.08,,,,150.08,396.109,567.686,,,,,329.839,,,,329.839,897.525,1293.634,,426.336,,,,255.39,17.032,698.758,,698.758,1992.392,
12/31/2006,1986.976,161.837,161.837,0.0,263.159,263.159,,195.946,170.674,5.021,63.633,-43.382,25.776,,,,,646.718,1252.291,2938.255,-1685.964,0.0,,87.967,51.911,37.2,14.711,36.056,1340.258,,119.397,119.397,,,,119.147,,,,,,149.794,,,,149.794,388.338,567.77,,,,,339.097,,,,339.097,906.867,1295.205,0.0,430.554,,,0.0,269.296,-8.079,691.771,0.0,691.771,1986.976,
03/31/2007,1972.702,147.294,147.294,0.0,275.292,275.292,,200.438,173.428,5.678,66.339,-45.007,25.832,,,,,648.856,1235.915,,,,,87.931,51.746,37.163,14.583,36.185,1323.846,,125.934,125.934,,,,119.15,,,,,,116.623,,,,116.623,361.707,567.851,,,,,333.506,,,,333.506,901.357,1263.064,0.0,438.689,,,0.0,279.353,-8.404,709.638,0.0,709.638,1972.702,
06/30/2007,2034.883,208.075,208.075,0.0,289.12,289.12,,198.73,81.798,7.218,67.601,42.113,32.142,,,,,728.067,1219.606,,,,,87.21,51.47,37.163,14.307,35.74,1306.816,,133.755,133.755,,,,119.152,,,,,,147.943,,,,147.943,400.85,567.932,,,,,327.801,,,,327.801,895.733,1296.583,0.0,447.756,,,0.0,299.273,-8.729,738.3,0.0,738.3,2034.883,
09/30/2007,2021.354,194.146,194.146,0.0,300.371,300.371,,202.668,172.565,6.695,66.113,-42.705,29.731,,,,,726.916,1208.564,,,,,85.874,62.599,37.163,25.436,23.275,1294.438,,135.413,135.413,,,,278.71,,,,,,136.359,,,,136.359,550.482,398.457,,,,,314.7,,,,314.7,713.157,1263.639,0.0,445.171,,,0.0,321.597,-9.053,757.715,0.0,757.715,2021.354,
12/31/2007,2035.857,228.143,228.143,0.0,275.921,275.921,,204.356,89.576,6.709,71.983,36.088,24.617,,,,,733.037,1215.298,3020.137,-1804.839,,,87.522,62.876,37.163,25.713,24.646,1302.82,,132.197,132.197,,,,278.747,,,,,,151.633,,,,151.633,562.577,398.501,,,,,313.918,,,,313.918,712.419,1274.996,0.0,433.966,,,0.0,334.06,-7.165,760.861,0.0,760.861,2035.857,
03/31/2008,2120.89,310.368,310.368,,278.779,278.779,,204.091,93.356,7.494,72.192,31.049,26.527,,,,,819.765,1211.892,,,0.0,,89.233,50.64,37.163,13.477,38.593,1301.125,,146.733,146.733,,,,258.78,,,,,,118.623,,,,118.623,524.136,548.488,,,,,311.603,,,,311.603,860.091,1384.227,0.0,413.622,,,0.0,334.869,-11.828,736.663,0.0,736.663,2120.89,
06/30/2008,2127.536,297.604,297.604,,295.343,295.343,,205.042,93.491,7.976,73.141,30.434,35.744,,,,,833.733,1205.014,,,0.0,,88.789,50.369,37.163,13.206,38.42,1293.803,,133.293,133.293,,,,259.087,,,,,,155.909,,,,155.909,548.289,548.226,,,,,307.158,,,,307.158,855.384,1403.673,0.0,396.96,,,0.0,338.908,-12.005,723.863,0.0,723.863,2127.536,
09/30/2008,1989.43,147.967,147.967,,305.894,305.894,,209.154,101.042,7.384,73.853,26.875,37.523,,,,,700.538,1200.445,,,0.0,,88.447,50.1,37.163,12.937,38.347,1288.892,,138.315,138.315,,,,109.055,,,,,,159.148,,,,159.148,406.518,548.313,,,,,301.629,,,,301.629,849.942,1256.46,0.0,399.082,,,-0.012,345.921,-12.021,732.97,0.0,732.97,1989.43,
12/31/2008,1939.741,149.397,149.397,0.0,254.898,254.898,,206.954,106.165,6.56,65.213,29.016,21.924,,,,,633.173,1221.019,3099.833,-1878.814,,,85.549,49.832,37.163,12.669,35.717,1306.568,,101.064,101.064,,,,109.606,109.0,0.606,0.606,,,151.312,,,,151.312,361.982,571.529,548.4,23.129,23.129,,322.281,,,,322.281,893.81,1255.792,0.0,380.128,,,0.0,342.072,-38.251,683.949,0.0,683.949,1939.741,
03/31/2009,1912.162,140.023,140.023,0.0,255.321,255.321,,205.453,99.759,6.551,63.769,35.374,14.672,,,,12.135,615.469,1210.781,,,,,85.912,49.586,37.163,12.423,36.326,1296.693,,226.878,116.761,15.112,19.74,75.265,109.594,109.0,0.594,0.594,,,0.0,,,,0.0,336.472,571.463,548.487,22.976,22.976,,308.308,,89.013,191.369,27.926,879.771,1216.243,,381.507,1.024,380.483,0.0,352.392,-37.98,695.919,,695.919,1912.162,
06/30/2009,2046.362,192.944,192.944,0.0,263.448,263.448,,206.886,92.98,7.528,65.581,40.797,103.077,,,9.294,82.249,766.355,1194.985,,,,,85.022,49.36,37.163,12.197,35.662,1280.007,,241.407,121.447,,28.034,91.926,109.604,109.0,0.604,0.604,,,0.0,,,,0.0,351.011,571.396,548.575,22.821,22.821,,330.245,,89.666,212.06,28.519,901.641,1252.652,,385.392,1.029,384.363,0.0,445.899,-37.581,793.71,,793.71,2046.362,
09/30/2009,2111.501,224.287,224.287,0.0,274.026,274.026,0.0,208.736,93.587,7.371,65.345,42.433,140.454,,,,120.346,847.503,1177.593,,,,,86.405,50.848,38.854,11.994,35.557,1263.998,,258.692,116.734,9.884,19.899,112.175,109.615,109.0,0.615,0.615,,,0.0,,,,0.0,368.307,571.325,548.662,22.663,22.663,,319.553,,79.489,210.707,29.357,890.878,1259.185,0.0,386.383,1.03,385.353,0.0,503.118,-37.185,852.316,0.0,852.316,2111.501,
12/31/2009,2152.84,260.727,260.727,0.0,243.403,243.403,,213.396,101.429,6.6,66.994,38.373,167.688,,,4.707,140.856,885.214,1182.504,3183.614,-2001.11,,,85.122,50.644,38.854,11.79,34.478,1267.626,,261.331,126.813,,28.095,106.423,109.626,0.0,0.626,0.626,,109.0,0.0,,,,0.0,370.957,571.252,548.749,22.503,22.503,,311.786,,78.859,205.227,27.7,883.038,1253.995,,388.526,1.03,387.496,0.0,546.355,-36.036,898.845,,898.845,2152.84,
03/31/2010,2164.295,197.601,197.601,0.0,275.727,275.727,0.0,215.631,113.028,8.103,71.072,23.428,184.789,,,9.58,159.043,873.748,1204.48,,,0.0,,86.067,50.44,38.854,11.586,35.627,1290.547,,259.198,158.27,,19.915,81.013,109.636,109.0,0.636,0.636,,,0.6,,,,0.0,369.434,571.176,548.836,22.34,22.34,,318.028,,83.881,206.203,27.944,889.204,1258.638,0.0,391.979,1.031,390.948,0.0,550.092,-36.414,905.657,0.0,905.657,2164.295,
06/30/2010,2203.519,181.511,181.511,0.0,308.665,308.665,0.0,207.867,104.378,7.603,69.729,26.157,162.753,,,22.81,125.999,860.796,1256.927,,,,,85.796,50.236,38.854,11.382,35.56,1342.723,,286.479,165.835,,28.056,92.588,109.648,109.0,0.648,0.648,,,0.9,,11.0,,0.0,397.027,571.097,548.924,22.173,22.173,,314.242,-11.0,84.154,190.756,39.332,885.339,1282.366,0.0,392.669,1.035,391.634,0.0,571.747,-43.263,921.153,0.0,921.153,2203.519,
09/30/2010,2190.032,172.82,172.82,0.0,335.0,335.0,0.0,226.731,113.207,6.943,69.167,37.414,78.466,,,,21.04,813.017,1291.555,,,,,85.46,50.033,38.854,11.179,35.427,1377.015,,316.404,169.944,15.544,19.837,111.079,109.659,109.0,0.659,0.659,,,0.0,,,,0.0,426.063,571.015,549.011,22.004,22.004,,226.642,,82.894,86.953,56.795,797.657,1223.72,0.0,371.22,1.027,370.193,-1.166,650.565,-54.307,966.312,0.0,966.312,2190.032,
12/31/2010,2224.274,196.556,196.556,0.0,293.159,293.159,,241.142,126.401,6.395,73.71,34.636,67.184,,,0.0,14.788,798.041,1337.986,3439.521,-2101.535,,,88.247,49.829,38.854,10.975,38.418,1426.233,,295.281,154.13,2.601,27.949,110.601,109.67,0.0,0.67,0.67,,109.0,0.607,,,,0.0,405.558,570.931,549.099,21.832,21.832,,238.784,,97.914,9.19,131.68,809.715,1215.273,,363.271,1.023,362.248,0.0,690.111,-44.381,1009.001,0.0,1009.001,2224.274,
03/31/2011,2220.947,173.014,173.014,0.0,308.816,308.816,,233.916,120.572,7.743,72.585,33.016,56.358,,,,20.754,772.104,1360.14,,,0.0,,88.703,49.625,38.854,10.771,39.078,1448.843,,277.329,167.822,7.019,24.836,77.652,109.682,109.0,0.682,0.682,,,0.3,,,,0.0,387.311,570.843,549.186,21.657,21.657,,242.297,,100.904,9.179,132.214,813.14,1200.451,,351.466,1.02,350.446,0.0,707.059,-38.029,1020.496,,1020.496,2220.947,
06/30/2011,2259.181,119.181,119.181,0.0,331.249,331.249,0.0,226.521,114.532,7.984,72.77,31.235,65.337,,,3.587,30.005,742.288,1401.516,,,,,115.377,70.535,53.603,16.932,44.842,1516.893,,316.041,189.778,,32.795,93.468,109.694,109.0,0.694,0.694,,,0.0,,,,0.0,425.735,570.752,549.273,21.479,21.479,,241.489,,101.988,8.988,130.513,812.241,1237.976,0.0,332.317,1.016,331.301,0.0,725.803,-36.915,1021.205,0.0,1021.205,2259.181,
09/30/2011,2232.743,40.117,40.117,0.0,338.516,338.516,,244.375,123.393,8.658,77.77,34.554,46.903,,6.294,,22.287,669.911,1434.362,,,,,128.47,71.661,51.106,20.555,50.515,1562.832,,312.274,176.677,0.464,24.343,110.79,109.706,109.0,0.706,0.706,,,0.0,,19.035,,0.0,421.98,570.659,549.361,21.298,21.298,,266.553,,94.957,0.0,152.561,837.212,1259.192,,357.66,0.996,356.664,0.0,678.011,-62.12,973.551,,973.551,2232.743,
12/31/2011,2412.499,156.313,156.313,0.0,319.988,319.988,,254.675,126.489,7.61,74.391,46.185,81.087,,,0.0,18.298,812.063,1476.654,3618.56,-2141.906,,,123.782,83.256,58.214,25.042,40.526,1600.436,,360.782,154.855,10.404,32.264,163.259,15.718,0.0,0.718,0.718,,15.0,0.0,0.0,23.702,,0.0,376.5,814.562,793.448,21.114,21.114,,292.527,0.0,148.686,11.924,108.215,1107.089,1483.589,0.0,352.787,0.983,351.804,-0.059,673.96,-97.778,928.91,0.0,928.91,2412.499,
03/31/2012,2492.359,84.017,84.017,0.0,348.272,348.272,,263.283,124.969,8.875,78.729,50.71,169.624,,,94.077,26.1,865.196,1477.13,,,,,150.033,108.172,71.682,36.49,41.861,1627.163,,304.828,153.028,,29.022,122.778,15.918,15.0,0.918,0.918,,,0.0,,,,0.0,320.746,815.418,789.785,25.633,25.633,,434.251,,153.428,150.83,129.993,1249.669,1570.415,,362.116,0.98,361.136,,648.693,-88.865,921.944,,921.944,2492.359,
06/30/2012,2831.491,515.121,515.121,0.0,353.527,353.527,0.0,258.62,123.548,8.57,76.674,49.828,158.418,,,85.769,33.929,1285.686,1393.73,,,,,152.075,107.149,71.555,35.594,44.926,1545.805,,274.358,134.113,,37.262,102.983,415.59,0.0,0.933,0.933,,414.657,0.0,,,,0.0,689.948,811.504,786.11,25.394,25.394,,407.319,,151.819,125.056,130.444,1218.823,1908.771,0.0,364.155,0.981,363.174,,661.6,-103.035,922.72,0.0,922.72,2831.491,
09/30/2012,2455.15,140.906,140.906,0.0,379.675,379.675,0.0,260.772,124.935,8.894,77.494,49.449,143.48,,,82.576,27.023,924.833,1376.457,,,,,153.86,106.313,71.555,34.758,47.547,1530.317,,291.308,147.308,,29.25,114.75,15.949,0.0,0.949,0.949,,15.0,0.0,,,,0.0,307.257,807.521,782.37,25.151,25.151,,400.276,,134.049,135.361,130.866,1207.797,1515.054,0.0,371.886,0.981,370.905,,670.178,-101.968,940.096,0.0,940.096,2455.15,
12/31/2012,2453.768,207.393,207.393,0.0,352.142,352.142,,268.767,125.909,8.287,78.788,55.783,108.731,0.0,,65.488,20.915,937.033,1366.069,3640.792,-2274.723,0.0,,150.666,105.443,67.16,38.283,45.223,1516.735,,243.882,117.51,0.0,3.676,122.696,15.964,0.0,0.964,0.964,,15.0,0.0,0.0,32.043,0.0,0.0,259.846,803.534,778.63,24.904,24.904,,420.927,,164.538,125.109,99.237,1224.461,1484.307,0.0,379.775,0.981,378.794,0.0,703.728,-114.042,969.461,,969.461,2453.768,
03/31/2013,2515.938,268.037,268.037,0.0,391.683,391.683,0.0,270.181,131.726,8.892,76.223,53.34,81.735,,,36.132,24.279,1011.636,1353.202,,,0.0,,151.1,104.596,67.16,37.436,46.504,1504.302,,270.4,142.856,,35.826,91.718,15.98,0.0,0.98,0.98,,15.0,0.0,,,,0.0,286.38,799.543,774.89,24.653,24.653,,428.196,,171.163,123.782,133.251,1227.739,1514.119,0.0,383.376,0.981,382.395,0.0,729.727,-111.284,1001.819,0.0,1001.819,2515.938,
