Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,526.33197,516.960022,,,,0.0,0.0,9.372,,-93.166,93.165998,71.294998,21.871,0.0,,433.16597,-218.542999,92.695999,55.436001,58.948002,11.463,214.623001,-49.625001,,,0.869,,67.052002,65.001999,-1.153,3.203,-16.558001,164.998,-71.582001,93.416,0.0,,,93.415999,0.0,93.416,-8.11,,85.306001,85.306001,,87.050003,0.98,0.98,0.98,87.050003,0.98,0.98,0.98,
12/31/1992,403.130005,398.76001,,,,0.0,0.0,4.37,,-71.422997,71.423,59.895,11.528,0.0,,331.707008,-224.339996,107.767998,55.287998,54.307999,6.976,107.366997,-57.960001,,,0.682,,66.373001,63.573002,-0.903,3.703,-7.731,49.406996,-22.837,26.57,-6.0,,,32.569996,0.0,32.57,-7.925,,24.645,24.645,,88.017998,0.28,0.21,0.21,88.017998,0.28,0.21,0.21,
03/31/1993,375.10199,371.303009,,,,0.0,0.0,3.799,,-65.503998,65.504,55.007999,10.496,0.0,,309.597992,-202.263,91.111,55.726002,51.556,3.87,107.334999,-45.489998,,,0.652,,64.419998,61.417999,-0.886,3.888,-18.278,61.845001,-26.482,35.362999,-19.252001,,,54.615001,0.0,54.615002,-7.889,,46.726002,46.726002,,87.160004,0.54,0.32,0.32,87.160004,0.54,0.32,0.32,
06/30/1993,413.652008,407.375,,,,0.0,0.0,6.277,,-71.606003,71.605999,55.028999,16.577,0.0,,342.046005,-212.891006,94.191002,55.821999,54.668999,8.209,129.154999,-47.516998,,,0.758,,66.907997,63.932999,-1.08,4.055,-18.632999,81.638001,-35.091,46.547001,0.0,,,46.547001,0.0,46.547001,-7.648,,38.899001,38.899001,,87.193001,0.45,0.45,0.45,87.193001,0.45,0.45,0.45,
09/30/1993,534.575989,524.482971,,,,0.0,0.0,10.093,,-95.514,95.513998,67.170998,28.343,0.0,,439.061989,-231.108002,101.156998,56.063999,62.001999,11.885,207.953995,-46.666004,,,0.684,,64.271004,60.060001,-0.806,5.017,-16.921,161.287991,-67.260002,94.028,0.0,,,94.027988,0.0,94.028,-7.294,,86.734,86.734,,87.272003,0.99,0.99,0.99,87.272003,0.99,0.99,0.99,
12/31/1993,395.208008,383.128998,,,,0.0,0.0,12.079,,-67.921997,67.922002,54.226002,13.696,0.0,,327.286011,-239.076996,114.757004,55.945999,54.118,14.256,88.209,-43.716,,,0.232,,62.714001,60.549999,-1.381,3.545,-18.766001,44.493,-19.613001,24.879999,0.0,,,24.879999,0.0,24.879999,-8.009,,16.870999,16.870999,,87.339996,0.19,0.19,0.19,87.339996,0.19,0.19,0.19,
03/31/1994,374.600006,365.175995,,,,0.0,0.0,9.424,,-68.030998,68.030998,57.967999,10.063,0.0,,306.569008,-218.098999,97.621002,58.195,53.622002,8.661,88.470001,-38.127999,,,0.846,,59.183998,56.363998,-1.167,3.987,-20.209999,50.342002,-21.212999,29.129,0.0,,,29.129003,0.0,29.129,-7.51,,21.618999,21.618999,,87.417999,0.25,0.25,0.25,87.417999,0.25,0.25,0.25,
06/30/1994,433.023987,417.588013,,,,0.0,0.0,15.436,,-76.393997,76.394001,60.09,16.304001,0.0,,356.62999,-239.300995,108.444,57.952999,57.301998,15.602,117.329002,-25.141,,,0.977,,59.828999,57.202,-1.35,3.977,-33.710999,92.188002,-36.514,55.674,0.0,,,55.674002,0.0,55.674,-6.972,,48.702,48.702,,87.418999,0.56,0.56,0.56,87.418999,0.56,0.56,0.56,
09/30/1994,583.900024,570.427002,,,,0.0,0.0,13.473,,-95.567001,95.567003,70.035004,25.532,0.0,,488.333023,-242.897003,102.944,59.132,65.549004,15.272,245.436005,-67.325002,,,1.014,,65.538002,63.021,-1.401,3.918,2.801,178.111003,-78.211998,99.899002,0.0,,,99.899005,0.0,99.899002,-5.908,,93.991002,93.991002,,87.408997,1.08,1.08,1.08,87.408997,1.08,1.08,1.08,
12/30/1994,293.897003,272.97699,,,,0.0,0.0,20.92,,-60.696999,60.696998,49.009998,11.687,0.0,,233.200004,-150.664993,102.912003,62.046001,34.547001,20.254,82.535004,-54.312999,,,1.104,,55.001999,53.223,-1.524,3.303,0.415,28.222005,12.969,41.191002,0.0,,,41.191005,0.0,41.191002,-4.884,,36.307002,36.307002,,87.398003,0.41,0.41,0.41,87.398003,0.41,0.41,0.41,
03/31/1995,346.114014,336.967987,,,,0.0,0.0,9.146,,-54.919998,54.919999,46.709999,8.21,0.0,,291.194016,-195.494995,91.431999,60.847,35.721001,7.495,95.698997,-50.382,,,1.186,,56.16,54.919998,-1.996,3.236,-4.592,45.316998,-15.887,29.43,0.0,,,29.429998,0.0,29.43,-4.807,,24.623,24.623,,87.392998,0.28,0.28,0.28,87.392998,0.28,0.28,0.28,
06/30/1995,393.196014,380.178009,,,,0.0,0.0,13.018,,-62.637001,62.637001,44.823002,17.813999,0.0,,330.559013,-203.384995,94.250999,60.842999,35.435001,12.856,127.174004,-52.170001,,,1.348,,54.839001,52.676998,-2.355,4.517,-1.321,75.004003,-27.979,47.025002,0.0,,,47.025003,0.0,47.025002,-4.776,,42.249002,42.249002,,87.403,0.48,0.48,0.48,87.403,0.48,0.48,0.48,
09/30/1995,558.791016,549.08197,,,,0.0,0.0,9.709,,-92.253998,92.253996,68.714996,23.539,0.0,,466.537018,-205.488998,97.565002,61.625,35.498001,10.801,261.048004,-66.642,,,1.111,,54.625,51.355,-2.13,5.4,13.128,194.406004,-75.136002,119.269997,0.0,,,119.270002,0.0,119.269997,-4.775,,114.494997,114.494997,,87.415001,1.31,1.31,1.31,87.415001,1.31,1.31,1.31,
12/30/1995,371.696991,348.723999,,,,0.0,0.0,22.973,,-59.987,59.987,48.68,11.307,0.0,,311.709991,-233.207001,,60.674,35.775002,136.757996,78.502998,-46.522998,,,1.337,,51.578999,50.341,-2.584,3.822,-3.719,31.98,-8.963,23.017,11.571001,,,11.445999,0.0,11.446,-4.776,,6.67,6.67,,87.457001,0.08,0.21,0.21,87.457001,0.08,0.21,0.21,
03/31/1996,361.255005,345.260986,,,,0.0,0.0,15.994,,-56.271999,56.271999,42.334,13.938,0.0,,304.983006,-198.421005,87.742996,58.935001,34.201,17.542,106.561996,-44.176002,,,1.675,,47.518002,45.909,-3.237,4.846,-1.667,62.385995,-23.049999,39.335999,3.597,,,35.738996,0.0,35.738998,-4.477,,31.261998,31.261998,,87.449997,0.36,0.4,0.4,87.449997,0.36,0.4,0.4,
06/30/1996,452.808014,426.65799,,,,0.0,0.0,26.15,,-79.754997,79.755001,57.289001,22.466,0.0,,373.053017,-220.959,100.295998,59.341999,35.509998,25.811001,152.093994,-47.689002,,,2.003,,48.712002,44.674999,-2.164,6.201,0.98,104.404992,-38.625,65.779999,2.471,,,63.308992,0.0,63.308998,-4.326,,58.982998,58.982998,,87.419998,0.67,0.7,0.7,87.419998,0.67,0.7,0.7,
09/30/1996,598.791016,566.898987,,,,0.0,0.0,31.892,,-108.036003,108.035995,68.242996,39.792999,0.0,,490.755013,-244.955002,100.386002,91.143997,25.028999,28.396,245.800003,-44.498999,,,1.942,,46.168999,41.366001,-2.021,6.824,0.272,201.301004,-75.741997,125.558998,14.271999,,,111.287008,0.0,111.287003,-4.153,,107.134003,107.134003,,87.440002,1.23,1.39,1.39,88.0,1.22,1.38,1.38,
12/31/1996,404.906006,379.45401,,,,0.0,0.0,25.452,,-81.459999,81.460001,62.527,18.933001,0.0,,323.446007,-284.042999,142.289001,90.085999,27.337,24.330999,39.403,-50.887999,,,-0.411,,43.313999,39.507999,-2.087,5.893,7.163,-11.484999,8.961,-2.524,9.539,,,-12.062999,0.0,-12.063,-4.136,,-16.199,-16.199,,87.458,-0.19,-0.08,-0.08,87.458,-0.19,-0.08,-0.08,
03/31/1997,398.563995,379.020996,,,,0.0,0.0,19.542999,,-85.469002,85.469002,51.122002,34.347,0.0,,313.094994,-230.623993,88.015999,92.601997,30.243999,19.761999,82.471001,-35.895,,,0.0,,40.118,39.451,-3.834,4.501,-4.223,46.576001,-17.568001,29.007999,0.0,,,29.008,0.0,29.007999,-3.626,,25.381999,25.381999,,87.418999,0.29,0.29,0.29,87.418999,0.29,0.29,0.29,
06/30/1997,488.917,458.751,,,,0.0,0.0,30.166,,-99.31,99.31,55.627,43.683,0.0,,389.607,-239.583,89.162,91.809,30.311,28.301,150.024,-37.043,,,0.0,,41.866,40.453,-4.56,5.973,-4.823,112.981,-42.604,70.377,0.0,,,70.377,0.0,70.377,-3.195,,67.182,67.182,,85.156,0.79,0.79,0.79,86.131,0.78,0.78,0.78,
09/30/1997,663.75,632.820984,,,,0.0,0.0,30.929001,,-158.529999,158.530003,48.379002,110.151001,0.0,,505.220001,-261.765991,110.101997,91.594002,30.583,29.487,243.453995,-39.244,,,0.0,,41.181,40.775002,-3.997,4.403,-1.937,204.209995,-76.886002,127.323997,0.0,,,127.323993,0.0,127.323997,-2.984,,124.339998,124.339998,,84.748001,1.47,1.47,1.47,85.164001,1.46,1.46,1.46,
12/31/1997,443.795013,407.959991,,,,0.0,0.0,35.834999,,-93.318001,93.318001,46.213001,47.105,0.0,,350.477012,-268.920013,,92.279999,30.408001,146.231995,81.556999,-46.384001,,,0.0,,39.970001,39.991001,-3.817,3.796,6.414,35.172998,-13.223,21.950001,0.0,,,21.949998,0.0,21.950001,-2.998,,18.952001,18.952001,,84.726997,0.21,0.21,0.21,84.726997,0.21,0.21,0.21,
03/31/1998,414.584,380.423,,,,0.0,0.0,34.161,,-73.917,73.917,73.917,,0.0,,340.667,-249.83,,92.83,30.348,126.652,90.837,-33.907,,,0.0,,38.266,42.922,-4.656,,-4.359,56.93,-22.966,33.964,0.0,,,33.964,0.0,33.964,-2.878,,31.086,31.086,,84.785309,0.37,0.37,0.37,85.332159,0.36,0.36,0.36,
06/30/1998,470.631,441.715,,,,0.0,0.0,28.916,,-95.585,95.585,95.585,,0.0,,375.046,-252.441,,93.585,29.93,128.926,122.605,-37.375,,,0.0,,37.567,42.441,-4.874,,-0.192,85.23,-33.798,51.432,0.0,,,51.432,0.0,51.432,-2.435,,48.997,48.997,,84.81079,0.58,0.58,0.58,85.416069,0.57,0.57,0.57,
09/30/1998,759.01001,740.734009,,,,0.0,0.0,18.275999,,-252.699005,252.699005,252.699005,,0.0,,506.311005,-254.473007,110.259003,94.981003,30.412001,18.820999,251.837997,-38.825999,,,0.0,,37.314999,42.046001,-4.731,,1.511,213.011999,-83.384003,129.628006,0.0,,,129.627996,0.0,129.628006,-2.347,,127.281006,127.281006,,84.769997,1.5,1.5,1.5,85.327003,1.49,1.49,1.49,
12/31/1998,486.360992,443.526001,,,,0.0,0.0,42.834999,,-115.300003,115.300003,115.300003,,0.0,,371.060989,-269.213013,104.653,98.282997,26.216,40.061001,101.848,-39.832001,,,0.0,,37.401001,42.241001,-4.84,,2.431,62.015999,-24.445,37.570999,0.0,,,37.570999,0.0,37.570999,-2.043,,35.527999,35.527999,,84.730003,0.42,0.42,0.42,85.760002,0.42,0.42,0.42,
03/31/1999,438.516,413.983,,,,0.0,0.0,24.533,,-99.241,99.241,99.241,,0.0,,339.275,-247.647,,96.91,29.447,121.319,91.77,-39.203,,,0.0,,36.695,40.769,-4.074,0.0,2.508,52.567,-20.861,31.706,0.0,,,31.706,0.0,30.69,-1.016,,29.674,29.674,,84.67,0.36,0.36,0.36,85.176,0.36,0.36,0.36,
06/30/1999,544.131,511.434,,,,0.0,0.0,32.697,,-132.543,132.543,132.543,,0.0,,411.588,-262.62,106.234,97.383,29.602,29.401,148.968,-36.517,,,0.0,,36.916,41.105,-4.189,,-0.399,112.451,-43.749,68.702,0.0,,,68.702,0.0,68.702,,,68.702,68.702,,84.716,0.81,0.81,0.81,85.093,0.81,0.81,0.81,
09/30/1999,894.27,867.63,,,,0.0,0.0,26.64,,-396.614,396.614,396.614,,0.0,,497.656,-257.362,110.082,95.068,25.455,26.757,240.294,-36.584,,,0.0,,37.624,39.614,-1.99,,-1.04,203.71,-78.131,125.579,101.885,,,23.694,0.0,23.694,0.0,,23.694,23.694,,84.759,0.28,1.48,1.48,84.98828,0.28,1.48,1.48,
12/31/1999,546.265,499.966,,,,0.0,0.0,46.299,,-167.711,167.711,167.711,,0.0,,378.554,-280.809,,96.207,12.102,487.9,97.745,-25.588,,,0.0,,32.434,40.893,-8.459,,-6.846,72.157,-25.324,46.833,0.0,,,46.833,0.0,46.833,0.0,,46.833,46.833,,84.718,0.53,0.53,0.53,84.776,0.53,0.53,0.53,
03/31/2000,488.117,446.228,,,,0.0,0.0,41.889,,-125.997,125.997,125.997,,0.0,,362.12,-265.849,,97.038,25.392,143.419,96.271,-1.385,,,0.0,,36.928,40.777,-3.849,0.0,-35.543,94.886,-40.816,54.07,0.0,,,54.07,0.0,54.07,0.0,,54.07,54.07,,84.728,0.64,0.64,0.64,84.834,0.64,0.64,0.64,
06/30/2000,756.548,720.174,,,,0.0,0.0,36.374,,-289.785,289.785,289.785,,0.0,,466.763,-265.61,107.485,97.941,25.61,34.574,201.153,-45.64,,,0.0,,38.66,43.446,-4.786,,6.98,155.513,-65.612,89.901,0.0,,,89.901,0.0,89.901,0.0,,89.901,89.901,,84.73,1.06,1.06,1.06,84.891,1.06,1.06,1.06,
09/30/2000,1607.356,1567.96,,,,0.0,0.0,39.396,,-1079.436,1079.436,1079.436,,0.0,,527.92,-271.919,113.67,98.628,25.641,33.98,256.001,-52.311,,,0.0,,37.533,42.773,-5.24,,14.778,203.69,-87.641,116.049,0.0,,,116.049,0.0,116.049,0.0,,116.049,116.049,,84.745,1.37,1.37,1.37,85.012,1.37,1.37,1.37,
12/31/2000,838.1541,797.4481,,,,0.0,0.0,40.70601,,-439.5649,439.5649,439.5649,,0.0,,398.5892,-276.043,,100.803,23.137,373.258,122.546,-50.451,,,0.0,,36.48,44.243,-7.763001,,13.971,72.095,-29.783,42.312,0.0,,,42.312,0.0,42.312,0.0,,42.312,42.312,,84.727,0.5,0.5,0.5,85.015,0.5,0.5,0.5,
03/31/2001,938.829,906.494,,,,0.0,0.0,32.335,,-516.424,516.424,516.424,,0.0,,422.405,-286.342,,104.781,25.303,156.258,136.063,-33.06,,,0.0,,32.322,42.749,-10.427,0.0,0.738,103.003,-40.798,62.205,2.755,,,59.45,0.0,59.45,0.0,,59.45,59.45,,84.727,0.7,0.73,0.73,84.966,0.7,0.73,0.73,
06/30/2001,1293.812,739.317,,,,0.0,0.0,554.495,,-858.757,858.757,858.757,,0.0,,435.055,-296.167,,106.129,25.462,164.576,138.888,-28.059,,,0.0,,31.296,43.823,-12.527,0.0,-3.237,110.829,-43.972,66.857,0.0,,,66.857,0.0,66.857,0.0,0.0,66.857,66.857,,84.744,0.79,0.79,0.79,85.042,0.79,0.79,0.79,
09/30/2001,1160.778,973.398,,,,0.0,0.0,187.38,,-533.503,533.503,533.503,,0.0,,627.275,-328.523,,107.932,29.336,191.255,298.752,-32.157,,,0.0,,30.081,42.531,-12.45,0.0,2.076,266.595,-104.096,162.499,12.446,,,150.053,0.0,150.053,0.0,,150.053,150.053,,84.721,1.77,1.92,1.92,84.909,1.77,1.91,1.91,
12/31/2001,520.976,436.569,,,,0.0,0.0,84.407,,-115.874,115.874,115.874,,0.0,,405.102,-304.032,,109.061,20.967,174.004,101.07,-40.595,,,0.0,,34.261,46.719,-12.458,0.0,6.334,60.475,-24.669,35.806,0.0,,,35.806,0.0,35.806,0.0,,35.806,35.806,,84.679,0.42,0.42,0.57,84.824,0.42,0.42,0.57,
03/31/2002,499.844,380.241,,,,0.0,0.0,119.603,,-97.316,97.316,97.316,,,,402.528,-283.792,,99.656,26.758,157.378,118.736,-30.588,,,0.0,,30.66,44.519,-13.859,0.0,-0.072,88.148,-34.897,53.251,-0.506,,,53.757,0.0,53.757,0.0,,53.757,53.757,,84.735,0.63,0.63,0.63,84.884,0.63,0.63,0.63,
06/30/2002,593.516,496.838,,,,0.0,0.0,96.678,,-135.07,135.07,135.07,,0.0,,458.446,-302.614,,101.786,27.632,173.196,155.832,-41.889,,,0.0,,32.856,46.764,-13.908,0.0,9.033,113.943,-45.14,68.803,-6.562,,,75.365,0.0,75.365,0.0,,75.365,75.365,,84.794,0.89,0.81,0.81,84.926,0.89,0.81,0.81,
09/30/2002,871.39,719.361,,,,0.0,0.0,152.029,,-300.845,300.845,300.845,,0.0,,570.545,-358.054,,108.672,26.757,222.625,212.491,-45.927,,,0.0,,38.24,49.255,-11.015,0.0,7.687,166.564,-65.851,100.713,-0.203,,,100.916,0.0,100.916,0.0,,100.916,100.916,,84.768,1.19,1.19,1.19,84.797,1.19,1.19,1.19,
12/31/2002,475.538,293.951,,,,0.0,0.0,181.587,,,,,,0.0,,,-462.996,,113.968,26.805,320.89,13.875,-44.104,,,0.0,,42.007,46.974,-4.967,0.0,2.097,-30.229,13.66,-16.569,64.061,,,-80.63,0.0,-80.63,0.0,,-80.63,-80.63,,85.249,-0.95,-0.19,1.6,85.249,-0.95,-0.19,1.6,
03/31/2003,603.962,384.96,,,,0.0,0.0,219.002,,-218.316,218.316,218.316,,,,385.646,-316.391,,105.398,28.496,182.497,69.255,-36.348,,,0.0,,37.872,47.851,-9.979,0.0,-1.524,32.907,-12.754,20.153,-5.145,,,25.298,0.0,25.298,0.0,,25.298,25.298,,91.256,0.28,0.22,0.22,91.359,0.28,0.22,0.22,
06/30/2003,757.483,506.632,,,,0.0,0.0,250.851,,-271.806,271.806,271.806,,0.0,,485.677,-353.195,,107.076,28.149,217.97,132.482,-42.345,,,0.0,,39.886,51.117,-11.231,0.0,2.459,90.137,-35.248,54.889,-1.253,,,56.142,0.0,56.142,0.0,,56.142,56.142,,91.258,0.62,0.6,0.6,91.45,0.61,0.6,0.6,
09/30/2003,831.002,667.4,,,,0.0,0.0,163.602,,-292.952,292.952,292.952,,0.0,,538.05,-340.689,,110.242,28.206,202.241,197.361,-38.74,,,11.194,,49.676,52.527,-2.851,0.0,0.258,158.621,-49.961,108.66,-1.388,,,110.048,0.0,110.048,0.0,,110.048,110.048,,91.271,1.21,1.19,1.19,91.467,1.2,1.19,1.19,
12/31/2003,567.047,419.083,,,,0.0,0.0,147.964,,-79.108,79.108,79.108,,0.0,,487.939,-413.095,,112.424,25.419,275.252,74.844,-28.233,,,3.046,4.412,47.461,52.844,-5.383,0.0,-11.77,46.611,-4.51,42.101,-6.99,,,49.091,0.0,49.091,0.0,0.0,49.091,49.091,,91.275,0.54,0.54,0.39,91.344,0.54,0.54,0.39,
03/31/2004,566.345,415.464,,,,,0.0,150.881,,-156.375,156.375,156.375,,,,409.97,-325.772,,101.616,30.33,193.826,84.198,-37.939,,,2.002,3.802,45.408,50.319,-4.911,0.0,-1.665,46.259,-15.468,30.791,-0.635,,,31.426,0.0,31.426,0.0,0.0,31.426,31.426,,91.294,0.34,0.34,0.34,91.376,0.34,0.34,0.34,
06/30/2004,722.686,519.929,,,,0.0,0.0,202.757,,-245.762,245.762,245.762,,0.0,,476.924,-355.764,,104.241,32.532,218.991,121.16,-6.076,,,2.184,,40.734,44.854,-4.12,0.0,-32.474,115.084,-44.027,71.057,-0.313,,,71.37,0.0,71.37,0.0,,71.37,71.37,,91.315,0.78,0.78,0.55,91.4,0.78,0.78,0.55,
09/30/2004,847.165,670.559,,,,0.0,0.0,176.606,,-278.84,278.84,278.84,,,,568.325,-358.969,,93.36,31.02,234.589,209.356,-45.844,,,-1.327,,42.209,46.715,-4.506,0.0,2.308,163.512,-59.183,104.329,-1.071,,,105.4,0.0,105.4,0.0,0.0,105.4,105.4,,91.357,1.15,1.14,1.14,91.491,1.15,1.14,1.13,
12/31/2004,713.281,429.295,,,,0.0,0.0,283.986,,-213.175,213.175,213.175,,0.0,,500.106,-398.3,,96.655,27.064,274.581,101.806,-47.42,,,2.026,16.185,45.689,48.463,-2.774,0.0,19.942,54.386,-16.666,37.72,3.991,,,33.729,0.0,33.729,0.0,0.0,33.729,33.729,,91.62,0.37,0.41,0.41,91.779,0.37,0.41,0.41,
03/31/2005,585.358,416.03,,,,0.0,0.0,169.328,,-149.232,149.232,149.232,,,,436.126,-344.301,,90.944,34.565,218.792,91.825,-43.656,,,2.603,1.32,42.676,45.965,-3.289,0.0,4.903,48.169,-18.57,29.599,5.151,,,24.448,0.0,24.448,0.0,0.0,24.448,24.448,,91.962,0.27,0.32,0.32,92.045,0.27,0.32,0.32,
06/30/2005,755.342,579.652,,,,0.0,0.0,175.69,,-218.183,218.183,218.183,,,,537.159,-358.327,,85.323,34.638,238.366,178.832,-38.743,,,2.952,4.177,46.533,50.077,-3.544,0.0,-0.661,140.089,-54.988,85.101,58.366,,,26.735,0.0,26.735,0.0,0.0,26.735,26.735,,96.192,0.28,0.88,0.88,96.299,0.28,0.88,0.88,
09/30/2005,955.583,753.428,,,,0.0,0.0,202.155,,-290.464,290.464,290.464,,,,665.119,-503.274,,85.763,34.325,383.186,161.845,-36.846,,,2.852,6.815,43.477,46.778,-3.301,0.0,3.036,124.999,-40.305,84.694,-19.043,,,103.737,0.0,103.737,0.0,0.0,103.737,103.737,,98.697,1.05,0.86,0.86,98.816,1.05,0.857288,,
