Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2008,225.1,137.8,61.3,26.2,17.2,,-15.4,28.1,4.5,-17.4,,,,,-1186.3,-50.9,0.0,-50.9,-868.2,2263.5,,,,-3131.7,,,,511.0,,,,,,,,-778.2,-939.1,-194.4,44.0,,,,,28.4,28.4,0.0,-817.1,0.0,,-1900.3,82.2,271.4,
03/31/2009,27.9,24.2,15.7,7.9,0.2,-7.3,,7.5,0.0,-20.1,5.1,-66.9,41.7,0.0,1021.7,-16.2,0.0,-16.2,1073.9,1487.9,5.7,1482.2,0.0,-414.0,0.0,-414.0,0.0,-28.0,-30.7,0.0,2.7,0.0,0.0,0.0,0.0,-8.0,533.4,-50.2,-2.6,-2.6,0.0,0.0,0.0,0.1,0.1,0.0,586.1,0.0,,1583.0,1.2,55.4,
06/30/2009,-40.3,25.3,15.9,14.0,-7.4,-15.8,,8.4,0.0,-88.1,4.1,-85.1,-7.1,0.0,-126.0,-6.1,0.0,-6.1,110.3,640.8,0.0,640.8,0.0,-530.5,0.0,-530.5,0.0,-224.9,175.1,-400.0,0.0,-16.2,0.0,-16.2,0.0,10.9,109.6,-51.1,-25.2,-25.2,0.0,0.0,0.0,0.2,0.2,0.0,185.7,0.0,,-56.7,27.8,47.8,
09/30/2009,192.7,26.8,17.7,21.5,-2.6,-9.9,,7.3,0.0,129.3,1.9,138.5,-11.1,0.0,-829.2,-21.1,,-21.1,-158.6,227.2,0.5,226.7,0.0,-385.8,-55.0,-330.8,0.0,-653.1,84.3,-744.0,6.6,0.0,0.0,0.0,0.0,3.6,-29.8,-51.2,-6.1,-6.1,0.0,0.0,0.0,0.0,0.2,-0.2,27.5,0.0,,-666.3,9.4,50.3,
12/31/2009,-76.8,24.9,16.4,13.6,-10.3,-2.9,,7.2,-14.6,-121.4,-65.4,-12.2,-43.8,0.0,804.4,-18.1,0.0,-18.1,16.9,337.4,,,,-320.5,0.0,-320.5,0.0,803.3,59.3,744.0,0.0,0.0,0.0,0.0,0.0,2.3,346.5,-51.1,4.7,4.7,0.0,0.0,0.0,-2.3,,,395.2,0.0,0.0,1074.1,10.3,36.7,
03/31/2010,23.9,13.6,17.4,9.5,5.0,-2.8,,7.8,0.0,-21.6,,19.2,-40.8,0.0,249.6,-3.4,0.0,-3.4,22.1,29.8,0.0,29.8,0.0,-7.7,0.0,-7.7,0.0,518.1,118.1,400.0,0.0,-291.6,0.0,-291.6,0.0,4.4,-867.9,-51.2,-766.7,-766.7,0.0,0.0,0.0,-1.8,0.1,-1.9,-48.2,0.0,,-594.4,1.2,36.9,
06/30/2010,93.3,16.0,17.5,17.8,6.3,-2.7,,9.0,0.0,35.7,0.1,-13.4,49.0,0.0,-1391.6,-16.7,0.0,-16.7,-874.4,86.6,0.0,86.6,0.0,-961.0,0.0,-961.0,0.0,-534.6,208.9,-745.0,1.5,31.6,0.0,31.6,0.0,2.5,31.4,-56.2,-67.3,-67.3,0.0,0.0,0.0,-54.5,0.1,-54.6,209.4,0.0,,-1266.9,29.1,29.8,
09/30/2010,84.1,24.1,19.0,21.8,4.4,-2.4,,6.8,0.0,14.8,-7.9,3.2,19.5,0.0,-715.4,-26.1,0.0,-26.1,-678.3,491.3,0.2,491.1,0.0,-1169.6,0.0,-1169.6,0.0,-17.7,-22.7,5.0,0.0,-0.2,0.0,-0.2,0.0,6.9,-127.0,-55.5,113.3,113.3,0.0,0.0,0.0,-25.4,0.0,-25.4,-159.4,0.0,,-758.3,6.3,34.6,
12/31/2010,29.2,32.0,19.2,10.9,-2.0,-3.2,-6.0,7.2,0.0,-30.9,0.0,-14.1,-16.8,0.0,208.2,-31.3,0.0,-31.3,81.5,613.5,0.0,613.5,0.0,-532.0,0.0,-532.0,0.0,68.6,-155.4,220.0,4.0,71.3,0.0,71.3,0.0,18.1,-81.3,-55.2,105.6,171.3,0.0,0.0,-65.7,-116.0,0.3,-116.3,-15.7,0.0,,156.1,8.9,25.8,
03/31/2011,-60.2,51.7,20.1,14.6,-2.1,-8.7,,6.6,0.0,-144.5,-1.4,79.1,-222.2,0.0,142.9,-15.5,,-15.5,-169.3,442.6,0.0,442.6,0.0,-611.9,0.0,-611.9,0.0,321.9,-155.4,520.0,-42.7,0.0,0.0,0.0,0.0,5.8,204.2,-54.2,143.3,149.3,0.0,0.0,-6.0,-61.9,0.1,-62.0,177.0,0.0,,286.9,1.4,36.6,
06/30/2011,69.2,51.2,20.5,14.0,0.2,-8.4,,8.6,0.0,-16.7,0.0,-10.5,-6.2,0.0,-424.0,-10.6,,-10.6,18.6,229.4,0.1,225.2,4.1,-210.8,-1.0,-209.8,0.0,-222.4,-368.2,0.0,145.8,-214.5,0.0,-214.5,0.0,4.9,270.0,-54.5,155.6,173.6,0.0,0.0,-18.0,0.7,0.7,0.0,168.2,0.0,,-84.8,43.6,31.2,
09/30/2011,110.4,51.5,22.6,14.4,-2.0,2.8,,6.5,-11.3,23.9,15.0,-12.1,21.0,0.0,675.4,-11.6,0.0,-11.6,929.5,966.5,0.0,966.5,0.0,-37.0,0.0,-37.0,0.0,-616.1,-643.1,0.0,27.0,361.3,0.0,361.3,0.0,12.3,-792.4,-57.4,-688.6,-668.9,0.0,0.0,-19.7,-186.7,0.1,-186.8,140.3,0.0,,-6.6,37.0,38.8,
12/31/2011,55.0,41.4,22.7,20.7,64.8,-2.1,60.1,6.4,0.4,-94.6,-1.9,-62.3,-30.4,0.0,-675.3,-5.6,0.0,-5.6,-392.3,194.1,0.0,194.1,0.0,-586.4,0.0,-586.4,0.0,-282.4,-288.7,0.0,6.3,0.0,0.0,0.0,0.0,5.0,251.2,-54.8,-22.6,-22.6,0.0,0.0,0.0,-0.5,0.5,-1.0,329.1,0.0,,-369.1,16.1,29.2,
03/31/2012,165.4,57.3,21.5,11.5,3.1,-3.6,,6.7,0.0,72.0,49.2,48.8,-26.0,0.0,-132.5,-15.0,0.0,-15.0,-11.9,224.0,0.0,220.0,4.0,-235.9,0.0,-235.9,0.0,-113.2,-120.6,0.0,7.4,0.0,0.0,0.0,0.0,7.6,294.7,-54.9,-44.5,-44.5,0.0,0.0,0.0,-57.6,0.2,-57.8,451.7,0.0,,327.6,2.2,31.2,
06/30/2012,104.4,64.6,22.8,10.6,3.6,-2.8,,7.1,-0.7,2.8,10.6,2.4,-10.2,0.0,-642.8,-28.7,0.0,-28.7,-802.4,196.2,0.0,196.2,0.0,-998.6,0.0,-998.6,0.0,180.3,-147.0,324.8,2.5,0.0,0.0,0.0,0.0,8.0,-82.2,-55.1,149.7,149.7,0.0,0.0,0.0,-53.7,0.0,-53.7,-123.1,0.0,,-620.6,50.6,27.4,
09/30/2012,159.3,62.2,23.8,15.1,1.4,-3.6,,6.5,-1.5,56.8,5.7,0.7,50.4,0.0,-587.2,-16.5,,-16.5,-79.0,246.6,0.2,246.4,0.0,-325.6,0.0,-325.6,0.0,-497.7,-471.1,-26.6,0.0,0.0,0.0,0.0,0.0,6.0,362.0,-54.3,565.7,565.7,0.0,0.0,0.0,-53.7,0.1,-53.8,-95.7,0.0,,-65.9,20.8,27.1,
12/31/2012,82.7,61.2,24.2,12.0,37.4,-6.1,,-1.0,44.5,-52.1,-0.2,-11.0,-40.9,0.0,-1538.0,-24.0,,-24.0,-842.8,255.3,0.0,255.3,0.0,-1098.1,0.0,-1098.1,0.0,-676.4,-684.2,0.0,7.8,0.0,0.0,0.0,0.0,5.2,1634.7,-53.6,863.1,863.1,0.0,0.0,0.0,437.3,494.3,-57.0,387.9,0.0,,179.4,1.8,26.1,
03/31/2013,74.6,52.5,24.1,12.4,-0.7,-5.7,,5.0,0.0,-13.7,0.1,32.0,-45.8,0.0,-534.6,-16.0,0.0,-16.0,-89.0,279.4,0.1,278.4,0.9,-368.4,0.0,-358.2,-10.2,-435.6,-435.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,306.3,-52.8,463.7,463.7,0.0,0.0,0.0,-145.7,0.1,-145.8,41.1,0.0,,-153.7,5.1,26.2,
06/30/2013,60.4,62.1,24.3,9.2,-5.5,-4.2,,4.5,-5.8,-29.7,0.0,-13.4,-16.3,0.0,-751.5,-16.8,0.0,-16.8,-20.6,257.8,0.0,257.8,0.0,-278.4,0.0,-246.0,-32.4,-717.8,-731.6,0.0,13.8,0.0,0.0,0.0,0.0,3.7,742.5,-51.9,757.0,757.0,0.0,0.0,0.0,-152.8,0.4,-153.2,190.2,0.0,,51.4,58.0,34.1,
09/30/2013,154.9,58.5,24.4,12.1,0.4,-3.9,,4.3,0.0,59.5,0.1,43.7,15.7,0.0,-183.2,-13.8,0.0,-13.8,199.8,232.6,0.1,232.5,0.0,-32.8,0.0,-26.2,-6.6,-373.2,-374.2,0.0,1.0,0.0,0.0,0.0,0.0,4.0,124.4,-50.3,-4.0,-4.0,0.0,0.0,0.0,-29.1,1.1,-30.2,207.8,0.0,,96.1,19.1,25.4,
12/31/2013,89.5,59.3,25.0,10.0,19.6,-1.0,15.5,5.0,0.1,-24.4,-2.0,6.2,-28.6,0.0,-1833.4,-37.4,0.0,-37.4,-627.3,169.8,0.0,169.8,0.0,-797.1,0.0,-743.4,-53.7,-1174.0,-1190.0,0.0,16.0,0.0,0.0,0.0,0.0,5.3,1623.1,-49.8,1436.3,1436.3,0.0,0.0,0.0,-131.1,0.8,-131.9,367.7,0.0,,-120.8,11.5,32.9,
03/31/2014,94.1,53.1,27.3,9.5,4.4,-0.9,,5.3,0.0,-0.2,,6.7,-6.9,0.0,41.3,-2.8,0.0,-2.8,292.9,344.4,2.1,342.3,0.0,-51.5,-12.9,-38.6,0.0,-251.7,-252.1,,0.4,0.0,0.0,0.0,0.0,2.9,-109.4,-48.6,-1169.0,-1169.0,0.0,0.0,0.0,0.0,2.6,-2.6,1108.2,0.0,0.0,26.0,4.3,23.9,
06/30/2014,59.3,72.3,24.7,8.8,-15.4,0.0,,4.8,-20.2,-31.1,,-17.0,-14.1,0.0,-652.2,-10.0,,-10.0,183.2,231.4,4.6,226.8,0.0,-48.2,-21.9,-26.3,0.0,-829.9,-836.1,,6.2,0.0,0.0,0.0,0.0,4.5,655.5,-49.4,280.7,280.7,0.0,0.0,0.0,1.0,1.0,0.0,423.2,0.0,,62.6,71.4,31.6,
09/30/2014,84.1,61.6,24.7,12.4,3.8,-1.3,,4.9,0.2,-18.4,,2.1,-20.5,0.0,-875.6,-17.7,,-17.7,-54.0,414.7,56.8,357.9,0.0,-468.7,-13.6,-455.1,0.0,-506.3,-506.9,,0.6,0.0,0.0,0.0,0.0,-297.6,748.1,-49.4,-375.6,-375.6,0.0,0.0,0.0,0.5,0.8,-0.3,1172.6,0.0,,-43.4,19.9,22.3,
