Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/02/2015,3191.0,1049.9,1049.9,0.0,242.3,242.3,0.0,273.8,33.7,130.7,109.4,0.0,24.4,,,58.2,24.4,1590.4,610.4,1265.5,-655.1,0.0,,990.2,917.5,851.0,66.5,14.5,1600.6,,265.6,211.0,,,54.6,0.0,0.0,,,,,67.3,,,,67.3,332.9,0.0,0.0,,,,148.0,,,148.0,148.0,480.9,0.0,2387.3,47.7,2339.6,-633.8,965.3,-8.7,2710.1,0.0,2710.1,3191.0,
04/03/2015,3313.2,1054.2,1054.2,0.0,277.1,277.1,0.0,276.2,24.9,149.0,102.3,0.0,71.4,,,54.6,71.4,1678.9,655.8,1345.4,-689.6,0.0,,978.5,909.2,851.0,58.2,14.7,1634.3,,288.8,231.0,,,57.8,0.0,0.0,,,,,9.8,,,,9.8,298.6,0.0,0.0,,,,151.1,,,151.1,151.1,449.7,0.0,2446.8,47.8,2399.0,-682.3,1106.9,-7.9,2863.5,0.0,2863.5,3313.2,
07/03/2015,3518.3,1106.0,1106.0,0.0,381.7,381.7,0.0,272.7,22.6,190.4,59.7,0.0,57.7,,,55.5,57.7,1818.1,721.6,1446.2,-724.6,0.0,,978.6,908.0,854.7,53.3,15.1,1700.2,,305.5,228.2,,,77.3,0.0,0.0,,,,,13.5,,,,13.5,319.0,0.0,0.0,,,,157.3,,,157.3,157.3,476.3,0.0,2493.1,47.8,2445.3,-732.8,1289.6,-7.9,3042.0,0.0,3042.0,3518.3,
10/02/2015,3719.4,1043.6,1043.6,0.0,538.0,538.0,0.0,267.9,30.0,192.4,45.5,0.0,65.2,0.0,,56.3,56.4,1914.7,826.4,1585.4,-759.0,0.0,,978.3,901.7,856.7,45.0,20.3,1804.7,,372.6,291.1,0.0,0.0,81.5,0.0,0.0,0.0,0.0,,,91.3,0.0,0.0,18.3,90.5,463.9,0.0,0.0,0.0,0.0,,96.3,0.0,9.8,68.2,96.3,560.2,0.0,2542.8,47.6,2495.2,-844.6,1469.2,-8.2,3159.2,0.0,3159.2,3719.4,
01/01/2016,3930.5,1233.2,1233.2,0.0,527.6,527.6,0.0,276.4,12.6,179.5,84.3,0.0,77.5,,25.3,54.3,52.2,2114.7,847.9,1619.3,-771.4,0.0,,967.9,893.3,856.7,36.6,20.3,1815.8,,249.2,191.8,,,57.4,0.0,0.0,,,,,118.7,,,,118.7,367.9,0.0,0.0,,,,80.0,,,80.0,80.0,447.9,0.0,2632.6,47.9,2584.7,-916.5,1774.7,-8.2,3482.6,0.0,3482.6,3930.5,
04/01/2016,3958.2,1177.5,1177.5,0.0,538.5,538.5,0.0,333.7,18.1,194.7,120.9,0.0,77.3,,,56.6,77.3,2127.0,837.7,1695.7,-858.0,0.0,,993.5,893.7,856.7,37.0,43.2,1831.2,,235.3,180.7,,,54.6,0.0,0.0,,,,,89.4,,,,89.4,324.7,0.0,0.0,,,,90.2,,,90.2,90.2,414.9,0.0,2670.4,47.5,2622.9,-1052.1,1933.5,-8.5,3543.3,0.0,3543.3,3958.2,
07/01/2016,3955.7,973.7,973.7,0.0,570.0,570.0,0.0,437.6,25.2,275.2,137.2,0.0,96.8,,,54.7,96.8,2078.1,844.5,1752.8,-908.3,0.0,,1033.1,934.0,865.8,68.2,44.4,1877.6,,241.3,181.7,,,59.6,0.0,0.0,,,,,105.7,,,,105.7,347.0,0.0,0.0,,,,94.4,,,94.4,94.4,441.4,0.0,2698.9,46.9,2652.0,-1244.5,2068.9,-9.0,3514.3,0.0,3514.3,3955.7,
09/30/2016,3855.4,1083.8,1083.8,0.0,416.6,416.6,0.0,424.0,18.5,255.5,150.0,0.0,77.7,0.0,,54.1,63.7,2002.1,806.3,1767.8,-961.5,0.0,,1047.0,940.3,873.3,67.0,52.6,1853.3,,152.7,110.4,0.0,0.0,42.3,0.0,0.0,0.0,0.0,,,57.5,0.0,0.0,24.9,56.7,210.2,0.0,0.0,0.0,0.0,,103.8,0.0,11.4,67.5,103.8,314.0,0.0,2732.2,46.2,2686.0,-1443.5,2263.6,-10.9,3541.4,0.0,3541.4,3855.4,
12/30/2016,4065.7,1350.5,1350.5,0.0,368.4,368.4,0.0,422.8,19.8,257.8,145.2,0.0,56.8,,,54.4,56.8,2198.5,801.5,1819.7,-1018.2,0.0,,1065.7,955.3,880.4,74.9,56.0,1867.2,,218.6,161.5,,,57.1,0.0,0.0,,,,,84.8,,,,84.8,303.4,0.0,0.0,,,,102.0,,,102.0,102.0,405.4,0.0,2794.2,46.2,2748.0,-1594.4,2469.5,-9.0,3660.3,0.0,3660.3,4065.7,
03/31/2017,4166.8,1406.9,1406.9,0.0,368.8,368.8,0.0,444.5,18.4,273.7,152.4,0.0,87.9,,,53.2,87.9,2308.1,800.4,1873.4,-1073.0,0.0,,1058.3,949.7,881.8,67.9,55.4,1858.7,,214.7,163.8,,,50.9,0.0,0.0,,,,,52.2,,,,52.2,266.9,0.0,0.0,,,,108.1,,,108.1,108.1,375.0,0.0,2848.3,46.1,2802.2,-1689.8,2642.6,-9.3,3791.8,0.0,3791.8,4166.8,
06/30/2017,4310.2,1444.0,1444.0,0.0,397.4,397.4,0.0,482.5,20.9,314.3,147.3,0.0,88.1,,,51.4,88.1,2412.0,857.7,1983.6,-1125.9,0.0,,1040.5,942.6,881.8,60.8,46.5,1898.2,,246.4,178.7,,,67.7,0.0,0.0,,,,,54.4,,,,54.4,300.8,0.0,0.0,,,,111.6,,,111.6,111.6,412.4,0.0,2892.0,45.9,2846.1,-1822.2,2837.2,-9.2,3897.8,0.0,3897.8,4310.2,
09/29/2017,4573.6,1616.8,1616.8,0.0,454.7,454.7,0.0,493.5,24.6,330.6,138.3,0.0,68.7,0.0,,66.5,68.7,2633.7,882.3,2059.0,-1176.7,0.0,,1057.6,950.8,883.0,67.8,40.3,1939.9,,326.5,258.4,0.0,0.0,68.1,0.0,0.0,0.0,0.0,,,61.4,0.0,0.0,0.0,61.4,387.9,0.0,0.0,0.0,0.0,,120.0,0.0,11.5,108.5,120.0,507.9,0.0,2939.6,45.8,2893.8,-1925.0,3059.6,-8.5,4065.7,0.0,4065.7,4573.6,
12/29/2017,4594.3,1681.5,1681.5,0.0,458.8,458.8,0.0,458.6,24.9,302.7,131.0,0.0,87.7,,,45.3,87.7,2686.6,869.1,2107.9,-1238.8,0.0,,1038.6,951.2,883.0,68.2,42.1,1907.7,,225.5,161.6,,,63.9,0.0,0.0,,,,,96.0,,,,96.0,321.5,0.0,0.0,,,,372.3,,,372.3,372.3,693.8,0.0,2981.9,45.6,2936.3,-2142.2,3069.3,-8.5,3900.5,0.0,3900.5,4594.3,
03/30/2018,4745.1,1881.3,1881.3,0.0,367.2,367.2,0.0,466.4,19.0,262.5,184.9,0.0,96.0,,,41.2,96.0,2810.9,907.1,2198.8,-1291.7,0.0,,1027.1,945.7,883.0,62.7,40.2,1934.2,,264.9,198.4,,,66.5,0.0,0.0,,,,,53.6,,,,53.6,318.5,0.0,0.0,,,,356.4,,,356.4,356.4,674.9,0.0,3047.9,45.5,3002.4,-2255.7,3286.8,-8.8,4070.2,0.0,4070.2,4745.1,
06/29/2018,4783.3,1542.5,1158.1,384.4,468.4,468.4,0.0,502.8,19.6,305.2,178.0,0.0,117.7,,,30.9,117.7,2631.4,1034.6,2383.6,-1349.0,106.3,106.3,1011.0,942.9,883.0,59.9,37.2,2151.9,,309.3,230.2,,,79.1,0.0,0.0,,,,,49.0,,,,49.0,358.3,0.0,0.0,,,,342.1,,,342.1,342.1,700.4,0.0,3073.2,44.9,3028.3,-2496.9,3515.4,-8.8,4082.9,0.0,4082.9,4783.3,
09/28/2018,4828.9,1027.4,733.3,294.1,655.8,655.8,0.0,490.2,20.2,340.7,129.3,0.0,88.8,0.0,,36.5,88.8,2262.2,1140.9,2549.7,-1408.8,22.8,22.8,1403.0,1333.5,1189.8,143.7,33.0,2566.7,,315.1,229.9,0.0,0.0,85.2,0.0,0.0,0.0,0.0,,,74.6,0.0,0.0,,74.6,389.7,0.0,0.0,0.0,0.0,,342.2,0.0,11.3,330.9,342.2,731.9,0.0,3105.4,44.4,3061.0,-2732.5,3732.9,-8.8,4097.0,0.0,4097.0,4828.9,
12/28/2018,4738.9,1099.1,1085.7,13.4,524.4,524.4,0.0,493.1,21.5,301.5,170.1,0.0,91.9,,,34.7,91.9,2208.5,1140.6,2617.1,-1476.5,2.7,2.7,1387.1,1319.9,1189.8,130.1,32.5,2530.4,,227.3,156.5,,,70.8,0.0,0.0,,,,,130.0,,,,130.0,357.3,0.0,0.0,,,,343.3,,,343.3,343.3,700.6,0.0,3131.9,43.5,3088.4,-3036.1,3950.7,-8.2,4038.3,0.0,4038.3,4738.9,
03/29/2019,4765.5,957.4,816.3,141.1,543.8,543.8,0.0,555.0,20.3,332.9,201.8,0.0,103.9,,,49.2,103.9,2160.1,1169.8,2725.3,-1555.5,33.9,33.9,1401.7,1319.7,1189.8,129.9,32.8,2605.4,,238.2,167.9,,,70.3,0.0,0.0,,,,,100.1,,,,100.1,338.3,0.0,0.0,,,,346.3,,,346.3,346.3,684.6,0.0,3169.4,43.2,3126.2,-3179.1,4098.7,-8.1,4080.9,0.0,4080.9,4765.5,
06/28/2019,4842.3,935.0,742.8,192.2,557.8,557.8,0.0,580.8,20.3,349.2,211.3,0.0,132.7,,,33.7,132.7,2206.3,1230.1,2862.5,-1632.4,35.1,35.1,1370.8,1303.9,1189.8,114.1,33.2,2636.0,,304.1,218.9,,,85.2,0.0,0.0,,,,,92.4,,,,92.4,396.5,0.0,0.0,,,,345.9,,,345.9,345.9,742.4,0.0,3196.2,42.9,3153.3,-3265.6,4177.1,-7.8,4099.9,0.0,4099.9,4842.3,
09/27/2019,4839.6,1054.6,851.3,203.3,465.3,465.3,0.0,609.7,24.4,336.2,249.1,0.0,105.0,0.0,,40.8,105.0,2234.6,1205.6,2883.9,-1678.3,27.6,27.6,1371.8,1297.7,1189.8,107.9,33.3,2605.0,,266.5,190.5,0.0,0.0,76.0,0.0,0.0,0.0,0.0,,,107.5,0.0,0.0,,107.5,374.0,0.0,0.0,0.0,0.0,,343.3,0.0,,343.3,343.3,717.3,0.0,3230.5,42.5,3188.0,-3412.9,4312.6,-7.9,4122.3,0.0,4122.3,4839.6,
12/27/2019,5091.8,1190.4,928.2,262.2,426.8,426.8,0.0,604.4,22.8,376.5,205.1,0.0,124.9,,,39.9,124.9,2346.5,1349.9,3104.4,-1754.5,38.2,38.2,1357.2,1286.3,1189.8,96.5,31.0,2745.3,,218.4,138.5,,,79.9,9.3,0.0,9.3,,9.3,,105.5,,,,105.5,333.2,150.9,0.0,150.9,,150.9,340.4,,,340.4,491.3,824.5,0.0,3294.5,42.6,3251.9,-3513.8,4494.6,-8.0,4267.3,0.0,4267.3,5091.8,
03/27/2020,4981.9,1073.9,912.4,161.5,367.6,367.6,0.0,648.9,22.2,387.0,239.7,0.0,130.4,,,39.6,130.4,2220.8,1379.2,3190.7,-1811.5,34.1,34.1,1347.8,1275.2,1189.8,85.4,33.0,2761.1,,247.9,169.5,,,78.4,20.7,0.0,20.7,,20.7,,93.6,,,,93.6,362.2,151.9,0.0,151.9,,151.9,325.0,,,325.0,476.9,839.1,0.0,3349.1,41.9,3307.2,-3799.6,4600.8,-7.5,4142.8,0.0,4142.8,4981.9,
06/26/2020,5072.4,1138.3,791.3,347.0,346.1,346.1,0.0,698.2,37.7,484.4,176.1,0.0,154.8,,,42.6,154.8,2337.4,1379.6,3256.1,-1876.5,24.1,24.1,1331.3,1252.7,1189.8,62.9,36.0,2735.0,,295.5,200.9,,,94.6,24.0,0.0,24.0,,24.0,,81.6,,,,81.6,401.1,155.8,0.0,155.8,,155.8,333.1,,,333.1,488.9,890.0,0.0,3393.3,41.8,3351.5,-3860.3,4657.0,-7.6,4182.4,0.0,4182.4,5072.4,
