Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,586.568,586.568,,-456.551,456.551,130.017,0.0,-22.192,26.479,26.479,,-4.287,107.825,-35.052,,33.306,,,1.746,72.773,-28.223,44.55,0.0,0.0,0.0,44.55,0.0,44.55,0.0,0.0,44.55,60.0283,15.4783,225.95,0.2,0.2,0.265671,228.281,0.2,0.2,0.265671,
03/31/2012,602.506,602.506,,-474.939,474.939,127.567,0.0,-26.449,25.959,25.959,,0.49,101.118,-29.683,,33.588,,,-3.905,71.435,-23.12,48.315,0.0,0.0,0.0,48.315,-0.29,48.025,0.0,0.0,48.025,20.6132,-27.7018,220.132,0.22,0.22,0.092323,223.212,0.22,0.22,0.092323,
06/30/2012,597.372,597.372,,-469.183,469.183,128.189,0.0,-28.5,29.558,29.558,,-1.058,99.689,-36.115,,33.894,,,2.221,63.574,-25.935,37.639,0.0,0.0,0.0,37.639,-0.563,37.076,0.0,0.0,37.076,32.3639,-5.2751,215.898,0.17,0.17,0.147296,218.906,0.17,0.17,0.145902,
09/30/2012,581.182,581.182,,-459.911,459.911,121.271,0.0,-26.095,26.41,26.41,,-0.315,95.176,-31.251,,33.568,,,-2.317,63.925,-22.128,41.797,0.0,0.0,0.0,41.797,-0.735,41.062,0.0,0.0,41.062,38.4374,-3.4796,214.914,0.19,0.19,0.174872,218.46,0.19,0.19,0.174072,
12/31/2012,629.421,629.421,,-481.221,481.221,148.2,0.0,-44.394,41.978,41.978,,2.416,103.806,-57.057,,34.018,,,23.039,46.749,-20.365,26.384,0.0,0.0,0.0,26.384,-0.001,26.383,0.0,0.0,26.383,21.4069,-4.9771,211.954,0.12,0.12,0.100993,215.261,0.12,0.12,0.096879,
03/31/2013,652.352,652.352,,-492.752,492.752,159.6,0.0,-31.835,30.866,30.866,,0.969,127.765,-33.753,,32.769,,,0.984,94.012,-35.29,58.722,0.0,0.0,0.0,58.722,-1.102,57.62,0.0,0.0,57.62,42.26645,-15.35355,211.38,0.27,0.27,0.199955,215.208,0.27,0.27,0.198657,
06/30/2013,624.231,624.231,,-498.248,498.248,125.983,0.0,-36.924,31.379,31.379,,5.545,89.059,-32.967,,32.74,,,0.227,56.092,-21.598,34.494,0.059,0.059,0.0,34.435,-0.82,33.615,0.0,0.0,33.615,17.489,-16.185,211.821,0.16,0.158974,0.082565,215.946,0.16,0.158974,0.082565,
09/30/2013,608.589,608.589,,-492.784,492.784,115.805,0.0,-32.759,33.74,33.74,,-0.981,83.046,-37.413,,38.08,,,-0.667,45.633,-18.407,27.226,-0.168,-0.168,0.0,27.394,-0.615,26.779,0.0,0.0,26.779,17.4504,-9.29395,211.954,0.13,0.125551,0.081702,216.37,0.12,0.119224,0.07627,
12/31/2013,667.228,667.228,,-519.296,519.296,147.932,0.0,-59.816,59.086,59.086,,0.73,88.116,-38.316,,38.771,,,-0.455,49.8,-17.729,32.071,0.035,0.035,0.0,32.036,-2.719,29.317,0.0,0.0,29.317,21.9831,-7.3689,212.079,0.14,0.138401,0.103655,216.354,0.14,0.138401,0.103655,
03/31/2014,745.495,745.495,,-579.433,579.433,166.062,0.0,-58.642,55.83,55.83,,2.812,107.42,-43.462,,44.996,,,-1.534,63.958,-22.707,41.251,-0.14,-0.14,0.0,41.391,-0.289,41.102,0.0,0.0,41.102,62.138,21.176,212.838,0.19,0.192456,0.29195,217.231,0.19,0.189356,0.286837,
06/30/2014,746.76,746.76,,-590.716,590.716,156.044,0.0,-11.313,46.307,46.307,,-34.994,144.731,-75.415,,46.307,,,29.108,69.316,-37.357,31.959,0.178,0.178,0.0,31.781,-5.859,25.922,0.0,0.0,25.922,39.629,13.529,212.39,0.12,0.122887,0.186586,215.989,0.12,0.120824,0.183462,
09/30/2014,718.314,718.314,,-570.016,570.016,148.298,0.0,-13.178,39.748,39.748,,-26.57,135.12,-43.385,,43.376,,,0.009,91.735,-74.934,16.801,-0.884,-0.884,0.0,17.685,-0.034,17.651,0.0,0.0,17.651,119.26635,102.46535,210.82,0.08,0.079532,0.565565,213.01,0.08,0.07585,0.556885,
12/31/2014,783.444,783.444,,-578.142,578.142,205.302,0.0,14.979,42.882,42.882,,-57.861,220.281,-42.69,,42.892,,,-0.202,177.591,-90.982,86.609,-1.34,-1.34,0.0,87.949,-0.155,87.794,0.0,0.0,87.794,97.3116,10.8576,206.977,0.42,0.417699,0.470157,210.467,0.42,0.413633,0.465221,
03/31/2015,748.117,748.117,,-570.673,570.673,177.444,0.0,-36.329,34.55,34.55,,1.779,141.115,-42.997,,42.939,,,0.058,98.118,-36.653,61.465,0.0,0.0,0.0,61.465,-0.09,61.375,0.0,0.0,61.375,67.7683,6.3933,203.51,0.3,0.3,0.332997,207.752,0.3,0.3,0.330774,
06/30/2015,754.354,754.354,,-588.097,588.097,166.257,0.0,-38.677,33.095,33.095,,5.582,127.58,-43.091,,42.982,,,0.109,84.489,-31.007,53.482,0.39,0.39,0.0,53.092,-0.497,52.595,0.0,0.0,52.595,52.08415,-0.90085,202.466,0.26,0.261698,0.257249,206.746,0.25,0.251886,0.247529,
09/30/2015,714.453,714.453,,-572.774,572.774,141.679,0.0,-17.131,27.895,27.895,,-10.764,124.548,-50.503,,43.921,,,6.582,74.045,-26.118,47.927,0.0,0.0,0.0,47.927,-0.479,47.448,0.0,0.0,47.448,49.7055,2.2575,199.31,0.24,0.24,0.249388,203.444,0.23,0.23,0.241096,
12/31/2015,769.28,769.28,,-581.478,581.478,187.802,0.0,-30.747,33.866,33.866,,-3.119,157.055,-43.356,,43.054,,,0.302,113.699,-41.249,72.45,0.0,0.0,0.0,72.45,-0.096,72.354,0.0,0.0,72.354,70.22845,-2.12555,196.248,0.37,0.37,0.357856,199.977,0.36,0.36,0.349371,
03/31/2016,749.219,749.219,,-586.296,586.296,162.923,0.0,-39.251,38.904,38.904,,0.347,123.672,-43.905,,43.082,,,0.823,79.767,-32.313,47.454,0.0,0.0,0.0,47.454,-0.009,47.445,0.0,0.0,47.445,57.8734,10.4284,194.924,0.24,0.24,0.296902,198.03,0.24,0.24,0.292661,
06/30/2016,751.396,751.396,,-589.407,589.407,161.989,0.0,-67.49,36.849,36.849,,30.641,94.499,-61.86,,39.398,,,22.462,32.639,-16.746,15.893,0.0,0.0,0.0,15.893,-0.273,15.62,0.0,0.0,15.62,54.33445,38.71445,193.806,0.08,0.08,0.280355,196.718,0.08,0.08,0.276802,
09/30/2016,721.467,721.467,,-580.722,580.722,140.745,0.0,-26.359,26.916,26.916,,-0.557,114.386,-39.423,,39.508,,,-0.085,74.963,-27.422,47.541,0.0,0.0,0.0,47.541,0.186,47.727,0.0,0.0,47.727,50.8064,3.0794,193.274,0.25,0.25,0.262872,196.567,0.24,0.24,0.255666,
12/31/2016,809.055,809.055,,-597.862,597.862,211.193,0.0,-30.427,34.039,34.039,,-3.612,180.766,-41.477,,40.105,,,1.372,139.289,-72.872,66.417,0.0,0.0,0.0,66.417,-0.171,66.246,0.0,0.0,66.246,77.1191,10.8731,190.34,0.34804,0.34804,0.405165,192.853,0.343505,0.343505,0.399885,
03/31/2017,777.71,777.71,,-600.471,600.471,177.239,0.0,-37.348,42.283,42.283,,-4.935,139.891,-41.365,,40.636,,,0.729,98.526,76.223,174.749,0.0,0.0,0.0,174.749,-0.047,174.702,0.0,0.0,174.702,72.97925,-101.72275,188.26,0.93,0.93,0.387651,192.867,0.91,0.91,0.382576,
06/30/2017,773.242,773.242,,-589.724,589.724,183.518,0.0,-39.616,40.369,40.369,,-0.753,143.902,-42.384,42.083,42.083,0.0,,0.301,101.518,-32.956,68.562,0.0,0.0,0.0,68.562,-0.081,68.481,0.0,0.0,68.481,67.5797,-0.9013,187.597,0.37,0.37,0.360239,192.138,0.36,0.36,0.355309,
09/30/2017,731.346,731.346,,-581.644,581.644,149.702,0.0,-40.646,39.213,39.213,,1.433,109.056,-42.478,,42.754,,,-0.276,66.578,-10.437,56.141,0.0,0.0,0.0,56.141,0.023,56.164,0.0,0.0,56.164,63.83045,7.66645,187.435,0.3,0.3,0.340547,192.243,0.29,0.29,0.329879,
12/31/2017,812.733,812.733,,-600.487,600.487,212.246,0.0,-34.247,31.423,31.423,0.0,2.824,177.999,-44.363,43.652,43.652,0.0,0.0,0.711,133.636,113.759,247.395,0.0,0.0,0.0,247.395,-0.079,247.316,0.0,0.0,247.316,97.8071,-149.5089,187.241,1.32,1.32,0.522359,191.729,1.29,1.29,0.510207,
03/31/2018,794.482,794.482,,-598.72,598.72,195.762,0.0,-32.07,34.784,34.784,,-2.714,163.692,-53.323,43.576,43.576,0.0,,9.747,110.369,-28.321,82.048,0.0,0.0,0.0,82.048,-0.06,81.988,0.0,0.0,81.988,87.16994,5.18194,185.13,0.44,0.44,0.470858,189.923,0.43,0.43,0.457284,
06/30/2018,796.092,796.092,,-607.965,607.965,188.127,0.0,-26.173,31.136,31.136,,-4.963,161.954,-42.639,44.519,44.519,0.0,,-1.88,119.315,-16.034,103.281,0.0,0.0,0.0,103.281,-0.042,103.239,0.0,0.0,103.239,80.35656,-22.88244,182.637,0.57,0.57,0.43998,187.188,0.55,0.55,0.427757,
09/30/2018,778.786,778.786,,-612.616,612.616,166.17,0.0,-33.867,41.07,41.07,,-7.203,132.303,-46.267,46.419,46.419,0.0,,-0.152,86.036,-17.043,68.993,0.0,0.0,0.0,68.993,-0.058,68.935,0.0,0.0,68.935,64.97093,-3.96407,180.858,0.38,0.38,0.359237,185.46,0.37,0.37,0.348626,
12/31/2018,820.814,820.814,,-610.551,610.551,210.263,0.0,-37.553,38.509,38.509,0.0,-0.956,172.71,-46.698,47.042,47.042,0.0,,-0.344,126.012,67.224,193.236,0.0,0.0,0.0,193.236,-0.19,193.046,0.0,0.0,193.046,99.3774,-93.6686,181.233,1.07,1.07,0.548341,185.676,1.04,1.04,0.535527,
03/31/2019,798.212,798.212,,-606.378,606.378,191.834,0.0,-44.856,42.53,42.53,,2.326,146.978,-46.67,47.39,47.39,0.0,,-0.72,100.308,-21.095,79.213,0.0,0.0,0.0,79.213,0.11,79.323,0.0,0.0,79.323,87.05492,7.73192,181.696,0.44,0.44,0.479124,185.317,0.43,0.43,0.471723,
06/30/2019,812.572,812.572,,-621.426,621.426,191.146,0.0,-41.041,29.37,29.37,,11.671,150.105,-54.022,47.317,47.317,0.0,,6.705,96.083,-23.57,72.513,0.0,0.0,0.0,72.513,-0.184,72.329,0.0,0.0,72.329,87.00892,14.67992,182.369,0.4,0.4,0.477104,185.69,0.39,0.39,0.469056,
09/30/2019,769.241,769.241,,-609.509,609.509,159.732,0.0,-31.147,29.406,29.406,,1.741,128.585,-55.716,46.678,46.678,0.0,,9.038,72.869,-1.997,70.872,0.0,0.0,0.0,70.872,-0.08,70.792,0.0,0.0,70.792,90.24039,19.44839,182.551,0.39,0.39,0.49433,185.843,0.38,0.38,0.48465,
12/31/2019,850.76,850.76,,-632.892,632.892,217.868,0.0,23.077,25.022,25.022,,-48.099,240.945,-45.773,44.458,44.458,0.0,,1.315,195.172,-47.999,147.173,0.0,0.0,0.0,147.173,-0.021,147.152,0.0,0.0,147.152,108.645,-38.507,182.329,0.81,0.81,0.595873,185.193,0.79,0.79,0.582071,
03/31/2020,802.965,745.411,57.554,-623.921,623.921,179.044,0.0,-27.268,31.813,31.813,,-4.545,151.776,-45.737,44.351,44.351,0.0,,1.386,106.039,-24.038,82.001,0.0,0.0,0.0,82.001,-0.06,81.941,0.0,0.0,81.941,78.54445,-3.39655,180.854,0.45,0.45,0.434298,183.585,0.45,0.45,0.431499,
06/30/2020,820.035,769.395,50.64,-601.268,601.268,218.767,0.0,-36.432,37.169,37.169,,-0.737,182.335,-40.612,41.767,41.767,0.0,,-1.155,141.723,-36.17,105.553,0.0,0.0,0.0,105.553,-0.045,105.508,0.0,0.0,105.508,104.882,-0.626,177.902,0.59,0.59,0.589549,179.666,0.59,0.59,0.586516,
09/30/2020,788.333,,,,,168.703262,,,,,,,128.0,,,,,,,92.8,,69.5,,,,,,69.5,,,69.5,69.5,,,0.385,0.385,0.393,,0.385,0.385,0.393,
12/31/2020,826.667,,,,,200.4667475,,,,,,,159.0,,,,,,,127.5,,95.55,,,,,,95.55,,,95.55,95.55,,,0.535,0.535,0.517,,0.535,0.535,0.517,
