Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/27/2004,125.301,54.01,54.01,0.0,9.933,9.933,,2.77,1.345,1.195,0.23,0.0,12.555,,,,79.268,45.129,,,0.0,,0.904,0.904,0.0,0.904,,0.0,46.033,,11.119,11.119,,,,0.388,0.388,0.0,0.0,,,9.036,,,,,9.036,20.543,24.792,24.792,0.0,0.0,,10.265,,,,,,10.265,35.057,55.6,0.0,,,,,,69.701,69.701,0.0,69.701,125.301,
10/03/2004,92.071999,54.321999,54.321999,0.0,9.486,9.486,,3.183,1.473,1.629,0.081,0.0,14.529,,,,81.519997,7.87,,,0.0,,2.682,2.682,0.0,2.682,,0.0,10.552,,10.615,10.615,,,,0.0,0.0,0.0,0.0,,,9.225,,,,,9.225,19.84,0.0,0.0,0.0,0.0,,3.503,,,,,,3.503,3.503,23.343,0.0,,,,,,68.728996,68.728996,0.0,68.728996,92.071996,
01/02/2005,94.907,54.789,54.789,0.0,11.891,11.891,,3.807,1.487,1.714,0.606,0.0,13.204,,,,83.691,8.574,19.625,-11.051,0.0,,2.642,2.642,0.0,2.642,,0.0,11.216,,2.684,2.684,,,,0.0,0.0,0.0,0.0,,,16.364,,,,,16.364,19.048,0.0,0.0,0.0,0.0,,3.597,,,,,,3.597,3.597,22.645,0.0,196.034,,,0.0,-123.712,-0.06,72.262,0.0,72.262,94.907,
04/03/2005,93.78,62.061,52.953,9.108,11.755,11.755,,4.979,2.012,2.587,0.38,0.0,1.618,,,,80.413,10.831,,,,,2.536,2.536,,,,0.0,13.367,,15.585,15.585,,,,,,,,,,0.0,,,,,0.0,15.585,,,,,,5.773,,,,,,5.773,5.773,21.358,,,,,,,72.422,72.422,,72.422,93.78,
07/03/2005,91.259,54.566,54.566,0.0,12.192,12.192,,5.157,2.602,1.929,0.626,0.0,1.023,,,,72.938,13.573,,,0.0,,4.748,4.748,2.315,2.433,,0.0,18.321,,15.067,15.067,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,15.067,0.0,0.0,0.0,0.0,,5.903,,,,,,5.903,5.903,20.97,0.0,0.0,,,0.0,0.0,70.289,70.289,0.0,70.289,91.259,
10/02/2005,97.026,50.172,50.172,0.0,17.607,17.607,,7.162,3.284,2.509,1.369,0.0,1.382,,,,76.323,15.342,,,0.0,,5.361,5.361,2.268,3.093,,0.0,20.703,,19.742,19.742,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,19.742,0.0,0.0,0.0,0.0,,6.18,,,,,,6.18,6.18,25.922,0.0,0.0,,,0.0,0.0,71.104,71.104,0.0,71.104,97.026,
01/01/2006,100.61,50.822,50.822,0.0,17.62,17.62,,10.309,4.575,4.546,1.188,0.0,0.959,,,,79.71,16.131,30.509,-14.378,0.0,,4.769,4.769,2.125,2.644,,0.0,20.9,,7.39,7.39,,,,0.118,0.118,0.0,0.0,,,14.21,,,,,14.21,21.718,0.054,0.054,0.0,0.0,,6.341,,,,,,6.341,6.395,28.113,0.0,217.179,,,0.0,-144.586,-0.096,72.497,0.0,72.497,100.61,
04/02/2006,112.526,49.044,49.044,0.0,21.427,21.427,,12.926,5.529,5.601,1.796,0.0,1.192,,,,84.589,19.215,19.215,,0.0,,8.722,8.722,2.125,6.597,,0.0,27.937,,24.579,24.579,,,,0.118,,,,,,0.0,,,,,0.0,24.697,0.025,,,,,9.082,,,,,,9.082,9.107,33.804,0.0,0.0,,,0.0,,78.722,78.722,0.0,78.722,112.526,
07/02/2006,230.951,156.761,152.25,4.511,23.1,23.1,,17.324,7.206,7.987,2.131,0.0,2.153,,,,199.338,22.728,,,0.0,,8.885,8.885,2.125,6.76,,0.0,31.613,,34.757,34.757,,,,0.114,,,,,,0.0,,,,,0.0,34.871,0.0,,,,,9.412,,,,,,9.412,9.412,44.283,0.0,,,,0.0,,186.668,186.668,0.0,186.668,230.951,
10/01/2006,256.477,169.942,44.166,125.776,29.045,29.045,,19.397,7.379,9.012,3.006,0.0,2.519,,,,220.903,25.388,,,0.0,,10.186,10.186,2.125,8.061,,0.0,35.574,,33.362,33.362,,,,0.094,,,,,,0.0,,,,,0.0,33.456,0.0,,,,,11.947,,,,,,11.947,11.947,45.403,0.0,,,,0.0,,211.074,211.074,0.0,211.074,256.477,
12/31/2006,300.584,130.804,38.386,92.418,39.984,39.984,,20.169,8.365,8.907,2.897,0.0,2.769,,,,193.726,25.634,45.78,-20.146,0.0,,81.224,13.44,2.125,11.315,67.784,0.0,106.858,,9.853,9.853,,,,0.063,0.063,0.0,0.0,,,23.86,,,,,23.86,33.776,0.0,0.0,0.0,0.0,,19.466,,,,,,19.466,19.466,53.242,0.0,340.666,,,0.0,-104.618,11.294,247.342,0.0,247.342,300.584,
04/01/2007,742.837,326.821,123.529,203.292,53.127,53.127,,36.34,16.725,14.64,4.975,0.0,8.248,,,,424.536,32.807,,,0.0,,285.494,272.501,248.543,23.958,,12.993,318.301,,66.661,66.661,,,,0.067,,,,,,0.0,,,,,0.0,66.728,400.006,,,,,10.143,,,,,,10.143,410.149,476.877,0.0,0.0,,,0.0,,265.96,265.96,0.0,265.96,742.837,
07/01/2007,773.574,343.262,81.117,262.145,57.441,57.441,,42.898,20.726,16.305,5.867,0.0,8.585,,,,452.186,36.683,,,,,284.705,272.074,248.778,23.296,,12.631,321.388,,76.565,76.565,,,,0.042,,,,,,0.0,,,,,0.0,76.607,400.0,,,,,10.132,,,,,,10.132,410.132,486.739,,,,,0.0,,286.835,286.835,,286.835,773.574,
09/30/2007,810.209,352.852,64.107,288.745,79.886,79.886,,45.245,20.087,18.471,6.687,0.0,8.948,,,,486.931,39.33,,,0.0,,283.948,271.86,249.227,22.633,,12.088,323.278,,78.996,78.996,,,,0.025,,,,,,0.0,,,,,0.0,79.021,400.0,,,,,9.93,,,,,,9.93,409.93,488.951,0.0,0.0,,,0.0,,321.258,321.258,0.0,321.258,810.209,
12/30/2007,987.732,386.082,174.941,211.141,83.119,83.119,,53.98,27.098,20.321,6.561,0.0,39.574,,,,562.755,46.274,77.378,-31.104,,,378.703,286.85,228.734,58.116,,91.853,424.977,,24.311,24.311,,,,0.016,,,,,,141.388,,,,,141.388,165.715,400.0,,,,,10.339,,,,,,10.339,410.339,576.054,0.0,1044.93,,,-251.622,-382.977,1.347,411.678,0.0,411.678,987.732,
03/30/2008,935.752,275.302,118.614,156.688,91.412,91.412,,54.817,25.316,24.039,5.462,0.0,43.131,,,,464.662,55.035,,,53.496,,362.559,284.424,228.734,55.69,,78.135,471.09,,69.518,69.518,,,,400.006,,,,,,0.0,,,,,0.0,469.524,0.0,,,,,15.139,,,,,,15.139,15.139,484.663,0.0,,,,,,451.089,451.089,0.0,451.089,935.752,
06/29/2008,992.685,303.275,132.968,170.307,101.985,101.985,,67.972,31.008,29.742,7.222,0.0,33.424,,,,506.656,72.125,,,52.825,,361.079,281.745,228.734,53.011,,79.334,486.029,,86.048,86.048,,,,400.0,,,,,,0.0,,,,,0.0,486.048,0.0,,,,,14.885,,,,,,14.885,14.885,500.933,0.0,,,,,,491.752,491.752,0.0,491.752,992.685,
09/28/2008,1361.322,649.647,355.219,294.428,124.161,124.161,,72.953,31.849,31.89,9.214,0.0,28.465,,,,875.226,82.198,,,51.567,,352.331,279.033,228.734,50.299,,73.298,486.096,,91.22,91.22,,,,400.127,,,,,,0.0,,,,,0.0,491.347,0.46,,,,,16.522,,,,,,16.522,16.982,508.329,0.0,,,,,,852.993,852.993,0.0,852.993,1361.322,
12/28/2008,1327.171,640.075,327.024,313.051,133.266,133.266,,73.431,32.501,34.063,6.867,0.0,22.789,,,,869.561,89.436,141.611,-52.175,55.9,,312.274,261.207,213.452,47.755,,51.067,457.61,,29.204,29.204,,,,276.889,,,,,,80.355,,,,,80.355,386.448,0.0,,,,,142.056,,,,,,142.056,142.056,528.504,0.0,1471.159,,,-322.407,-352.507,2.422,798.667,0.0,798.667,1327.171,
03/29/2009,1372.57,672.59,351.146,321.444,134.629,134.629,0.0,69.182,31.002,32.689,5.491,0.0,20.766,,23.754,11.865,897.167,96.552,,,55.9,55.9,322.951,274.802,228.734,46.068,,24.395,475.403,,108.521,36.591,,,71.93,274.791,0.0,,,,274.791,0.0,,,,,0.0,383.312,0.0,0.0,,,,134.123,,,,,,134.123,134.123,517.435,0.0,1509.368,1.407,1507.961,-322.407,-333.698,1.872,855.135,0.0,855.135,1372.57,
06/28/2009,1477.168,734.569,352.097,382.472,154.251,154.251,0.0,70.666,31.813,33.731,5.122,0.0,22.273,,37.618,12.344,981.759,103.907,,,55.75,55.75,335.752,273.539,228.734,44.805,,24.595,495.409,,125.594,41.158,,,84.436,279.703,0.0,,,,279.703,0.0,,,,,0.0,405.297,0.0,0.0,,,,132.131,,,,,,132.131,132.131,537.428,0.0,1568.32,1.421,1566.899,-322.407,-309.01,2.837,939.74,0.0,939.74,1477.168,
09/27/2009,1541.716,759.93,238.528,521.402,162.905,162.905,0.0,80.849,37.195,37.065,6.589,0.0,27.672,,42.357,16.281,1031.356,116.701,,,55.45,55.45,338.209,271.821,228.734,43.087,,24.031,510.36,,127.934,41.751,,,86.183,284.708,0.0,,,,284.708,0.0,,,,,0.0,412.642,0.0,0.0,,,,126.954,,,,,,126.954,126.954,539.596,0.0,1613.222,1.43,1611.792,-322.407,-291.932,3.237,1002.12,0.0,1002.12,1541.716,
01/03/2010,1429.937,693.527,144.633,548.894,157.751,157.751,0.0,92.776,39.839,52.059,11.475,-10.597,37.536,0.0,47.371,17.515,981.59,117.188,191.342,-74.154,0.0,,331.159,257.24,213.452,43.788,,26.548,448.347,,151.034,52.781,0.0,0.0,98.253,290.202,0.0,0.0,0.0,,290.202,0.0,0.0,0.0,,,0.0,441.236,0.0,0.0,0.0,0.0,,124.453,0.0,0.0,0.0,0.0,,124.453,124.453,565.689,0.0,1639.187,1.436,1637.751,-497.543,-280.226,2.83,864.248,0.0,864.248,1429.937,
04/04/2010,1505.211,747.98,213.225,534.755,156.03,156.03,0.0,100.623,37.637,53.212,9.774,0.0,35.881,,47.486,16.797,1040.514,118.014,,,0.0,,346.683,255.515,213.452,42.063,,43.682,464.697,,150.436,47.55,,,102.886,295.404,0.0,,,,295.404,0.0,,,,,0.0,445.84,0.0,0.0,,,,117.574,,,,,,117.574,117.574,563.414,0.0,1695.706,1.456,1694.25,-497.543,-259.018,2.652,941.797,0.0,941.797,1505.211,
07/04/2010,1641.885,785.38,237.187,548.193,147.939,147.939,0.0,119.445,50.76,56.338,12.347,0.0,35.503,,45.579,16.345,1088.267,122.398,,,0.0,,431.22,342.117,271.819,70.298,,43.524,553.618,,181.151,57.574,,,123.577,300.705,0.0,,,,300.705,0.0,,,,,0.0,481.856,0.0,0.0,,,,123.069,,,,,,123.069,123.069,604.925,0.0,1761.108,1.483,1759.625,-497.542,-229.218,2.612,1036.96,0.0,1036.96,1641.885,
10/03/2010,1725.221,806.816,210.767,596.049,170.618,170.618,0.0,130.029,53.551,62.642,13.836,0.0,32.884,,37.538,16.076,1140.347,126.269,,,0.0,,458.605,350.445,278.112,72.333,,70.622,584.874,,194.318,59.792,,,134.526,306.106,0.0,,,,306.106,0.0,,,,,0.0,500.424,0.0,0.0,,,,116.676,,,,,,116.676,116.676,617.1,0.0,1812.883,1.495,1811.388,-513.548,-193.779,2.565,1108.121,0.0,1108.121,1725.221,
01/02/2011,1839.113,894.289,248.947,645.342,165.598,165.598,0.0,142.211,54.762,64.862,22.587,0.0,56.3,0.0,39.497,36.922,1258.398,129.874,233.496,-103.622,0.0,,450.841,369.668,278.206,91.462,,41.676,580.715,,222.908,66.744,0.0,0.0,156.164,311.609,0.0,0.0,0.0,,311.609,0.0,0.0,0.0,,,0.0,534.517,0.0,0.0,0.0,0.0,,106.921,0.0,0.0,0.0,0.0,,106.921,106.921,641.438,0.0,1892.804,1.516,1891.288,-541.559,-155.335,1.765,1197.675,0.0,1197.675,1839.113,
04/03/2011,2123.149,1134.638,410.341,724.297,181.924,181.924,0.0,150.708,52.48,71.074,27.154,0.0,44.203,,2.007,26.761,1511.473,125.185,,,0.0,,486.491,438.962,320.543,118.419,,45.522,611.676,,233.99,66.287,,,167.703,111.323,0.0,,,,111.323,0.0,,,,,0.0,345.313,652.083,652.083,,,,61.527,,,,,,61.527,713.61,1058.923,0.0,2071.926,1.608,2070.318,-877.616,-131.204,1.12,1064.226,0.0,1064.226,2123.149,
07/03/2011,2256.986,1233.914,261.084,972.83,193.431,193.431,0.0,142.583,62.031,60.542,20.01,0.0,53.387,,16.99,30.937,1623.315,129.762,,,0.0,,503.909,434.561,321.853,112.708,,52.358,633.671,,243.806,58.27,,,185.536,40.649,0.0,,,,40.649,0.0,,,,,0.0,284.455,757.274,757.274,,,,46.953,,,,,,46.953,804.227,1088.682,0.0,2172.215,1.651,2170.564,-905.674,-100.584,2.347,1168.304,0.0,1168.304,2256.986,
10/02/2011,2147.059,1132.19,229.846,902.344,169.052,169.052,0.0,139.265,62.916,57.146,19.203,0.0,63.707,,19.356,38.585,1504.214,135.393,,,0.0,,507.452,431.62,321.853,109.767,,56.476,642.845,,263.42,52.249,,,211.171,33.793,0.0,,,,33.793,0.0,,,,,0.0,297.213,765.077,765.077,,,,49.229,,,,,,49.229,814.306,1111.519,0.0,2223.641,1.661,2221.98,-1109.755,-80.432,2.086,1035.54,0.0,1035.54,2147.059,
01/01/2012,2195.84,1189.568,302.978,886.59,173.886,173.886,0.0,128.781,58.34,53.412,17.029,0.0,52.384,0.0,19.675,29.196,1544.619,143.483,280.165,-136.682,0.0,,507.738,428.328,321.853,106.475,,59.735,651.221,,226.921,49.806,19.339,0.0,157.776,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,226.921,807.369,807.369,0.0,0.0,,86.335,0.0,0.0,0.0,0.0,,86.335,893.704,1120.625,0.0,2251.568,1.668,2249.9,-1109.763,-68.707,2.117,1075.215,0.0,1075.215,2195.84,
04/01/2012,2301.474,1266.363,260.194,1006.169,202.234,202.234,0.0,128.684,55.386,55.599,17.699,0.0,40.01,,26.479,17.318,1637.291,143.494,,,0.0,,520.689,424.86,321.853,103.007,,69.35,664.183,,257.901,59.861,,,198.04,35.025,0.0,,,,35.025,0.0,,,,,0.0,292.926,780.943,780.943,,,,67.433,,,,,,67.433,848.376,1141.302,0.0,2310.966,1.681,2309.285,-1110.547,-42.51,2.263,1160.172,0.0,1160.172,2301.474,
07/01/2012,2348.738,1301.686,316.412,985.274,188.562,188.562,0.0,133.844,57.234,60.699,15.911,0.0,40.28,,48.859,16.366,1664.372,147.917,,,0.0,,536.449,410.86,321.853,89.007,,76.73,684.366,,263.481,56.668,25.449,,181.364,35.66,0.0,,,,35.66,0.0,,,,,0.0,299.141,789.008,789.008,,,,79.806,,,,,,79.806,868.814,1167.955,0.0,2340.734,1.685,2339.049,-1143.046,-19.108,2.203,1180.783,0.0,1180.783,2348.738,
09/30/2012,2437.983,1233.066,343.089,889.977,218.145,218.145,0.0,147.684,56.199,72.372,19.113,0.0,47.341,,54.41,20.112,1646.236,154.869,,,0.0,,636.878,505.018,370.189,134.829,,77.45,791.747,,266.792,74.971,22.252,,169.569,36.307,0.0,,,,36.307,0.0,,,,,0.0,303.099,797.162,797.162,,,,115.508,,,,,,115.508,912.67,1215.769,0.0,2372.659,1.69,2370.969,-1163.532,10.64,2.447,1222.214,0.0,1222.214,2437.983,
12/30/2012,2566.085,1350.204,433.981,916.223,214.975,214.975,0.0,158.718,61.665,75.675,21.378,0.0,63.151,0.0,40.183,32.7,1787.048,166.167,319.571,-153.404,0.0,,612.87,499.523,369.327,130.196,,73.164,779.037,,267.604,65.727,23.021,0.0,178.856,36.967,0.0,0.0,0.0,,36.967,0.0,0.0,0.0,,,0.0,304.571,805.406,805.406,0.0,0.0,,137.527,0.0,0.0,0.0,0.0,,137.527,942.933,1247.504,0.0,2421.534,1.703,2419.831,-1187.623,82.547,2.123,1318.581,0.0,1318.581,2566.085,
03/31/2013,2744.188,1067.47,443.082,624.388,210.831,210.831,0.0,167.959,66.589,75.496,25.874,0.0,104.513,,21.646,30.525,1550.773,186.792,,,0.0,,1006.623,911.707,604.493,307.214,,73.27,1193.415,,265.378,76.627,24.638,,164.113,37.641,0.0,,,,37.641,106.922,,,,,106.922,409.941,813.741,813.741,,,,208.679,,,,,,208.679,1022.42,1432.361,0.0,2465.266,1.711,2463.555,-1215.102,59.96,1.703,1311.827,0.0,1311.827,2744.188,
06/30/2013,2823.202,1129.463,783.611,345.852,207.413,207.413,0.0,168.07,60.874,80.461,26.735,0.0,141.445,,9.715,56.558,1646.391,187.362,,,0.0,,989.449,901.057,596.588,304.469,,78.677,1176.811,,266.436,67.648,30.072,,168.716,29.731,0.0,,,,29.731,122.713,,,,,122.713,418.88,822.169,822.169,,,,193.561,,,,,,193.561,1015.73,1434.61,0.0,2531.801,1.726,2530.075,-1240.209,95.837,1.163,1388.592,0.0,1388.592,2823.202,
09/29/2013,2817.696,1027.991,691.836,336.155,235.437,235.437,0.0,159.866,59.714,74.146,26.006,0.0,114.352,,43.296,28.877,1537.646,193.649,,,0.0,,1086.401,965.103,667.192,297.911,,78.002,1280.05,,263.103,63.126,24.882,,175.095,28.81,0.0,,,,28.81,127.012,,,,,127.012,418.925,830.69,830.69,,,,193.617,,,,,,193.617,1024.307,1443.232,0.0,2486.196,1.739,2484.457,-1240.287,127.187,1.368,1374.464,0.0,1374.464,2817.696,
