Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Consumer Loans,Credit Card Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/30/2009,46020.987,13020.719,6385.297,2645.481,2389.816,,1350.0,,23625.084,20230.302,1932.266,1462.516,0.0,23625.084,-1757.899,21867.185,499.303,499.303,451.057,255.421,195.636,997.65,,0.0,2799.776,,64.506,32028.506,5392.659,26635.847,0.0,32093.012,0.0,0.0,0.0,,0.0,2428.101,,,2428.101,77.893,53.533,24.36,208.123,,2778.311,37585.44,1158.066,3578.679,5.448,3573.231,-19.642,3873.262,-154.818,8435.547,0,8435.547,46020.987,
02/28/2010,66818.951,12728.321,912.581,648.144,89.437,,175.0,,50093.516,45761.239,2818.159,1514.118,,50093.516,-4207.36,45886.156,482.833,482.833,449.391,255.421,193.97,,,0.0,6359.669,,,34954.443,6399.212,28555.231,97.223,35051.666,,,,,,22392.2,,,22392.2,,,,,,2360.037,59803.903,1161.454,3589.972,5.46,3584.512,-25.025,2362.685,-74.038,7015.048,0,7015.048,66818.951,
05/31/2010,62153.678,10335.729,1446.144,982.947,88.197,,375.0,,48608.115,45328.33,1642.266,1637.519,1416.603,50024.718,-3930.624,46094.094,469.001,469.001,447.725,255.421,192.304,,,0.0,3360.985,,88.061,34933.914,7292.987,27640.927,0.0,35021.975,,,,,,18311.127,,,18311.127,,,,,,2782.309,56115.411,0.0,3599.154,5.462,3593.692,-25.111,2538.164,-73.94,6038.267,0,6038.267,62153.678,
08/31/2010,60057.553,7916.091,1600.747,1151.689,74.058,,375.0,,48693.072,45248.166,1689.909,1754.997,1437.592,50130.664,-3743.721,46386.943,456.943,456.943,446.06,255.421,190.639,,,0.0,3250.769,,97.872,34148.932,7763.701,26385.231,0.0,34246.804,,,,,,17708.753,,,17708.753,,,,,,1990.699,53946.256,0.0,3433.559,5.47,3428.089,-27.787,2787.822,-82.297,6111.297,0,6111.297,60057.553,
11/30/2010,60784.968,5098.733,5450.395,5002.579,72.816,,375.0,,48048.312,45156.994,999.322,1891.996,788.101,48836.413,-3304.118,45532.295,460.732,460.732,444.394,255.421,188.973,1586.186,,0.0,2212.233,,,34413.383,8842.328,25571.055,0.0,34413.383,0.0,0.0,0.0,,0.0,17705.728,,,17705.728,77.17,55.303,21.867,116.981,,2014.86,54328.122,0.0,3440.789,5.471,3435.318,-27.883,3126.488,-82.548,6456.846,0,6456.846,60784.968,
02/28/2011,63506.609,5171.425,5615.881,5177.116,63.765,,375.0,,50896.567,44317.247,4545.488,2033.832,766.661,51663.228,-3033.459,48629.769,458.95,458.95,448.714,255.421,193.293,,,0.0,3181.87,,130.665,34728.329,9481.077,25247.252,0.0,34858.994,100.0,,,,100.0,18990.17,,,18990.17,,,,,,2658.28,56607.444,0.0,3457.993,5.48,3452.513,-32.887,3580.338,-106.279,6899.165,0,6899.165,63506.609,
05/31/2011,63437.533,3772.96,5557.41,5496.034,61.376,,,,51753.172,44960.645,4567.162,2225.365,756.683,52509.855,-2632.32,49877.535,471.112,471.112,446.717,255.421,191.296,,,0.0,3311.799,,103.335,35115.848,10479.733,24636.115,0.0,35219.183,100.0,,,,100.0,17938.507,,,17938.507,,,,,,2656.543,55914.233,0.0,3475.041,5.484,3469.557,-32.981,4147.598,-66.358,7523.3,0,7523.3,63437.533,
08/31/2011,65725.667,3957.525,5952.168,5899.08,53.088,,,,53344.069,46177.673,4715.276,2451.12,738.382,54082.451,-2273.058,51809.393,465.871,465.871,444.719,255.421,189.298,,,0.0,3095.991,,116.847,37470.037,11797.822,25672.215,0.0,37586.884,100.0,,,,100.0,17718.2,,,17718.2,,,,,,2314.667,57719.751,0.0,3498.158,5.495,3492.663,-235.443,4763.18,-19.979,8005.916,0,8005.916,65725.667,
11/30/2011,69117.0,2850.0,6206.0,6108.0,98.0,,,,56956.0,46972.0,7319.0,2665.0,714.0,57670.0,-2205.0,55465.0,483.0,483.0,443.0,255.0,188.0,1387.0,,0.0,2283.0,,,39464.0,12870.0,26594.0,114.0,39578.0,50.0,,,,50.0,18287.0,,,18287.0,115.0,89.0,26.0,169.0,,2676.0,60875.0,0.0,3513.0,5.0,3508.0,-462.0,5243.0,-52.0,8242.0,0,8242.0,69117.0,
02/29/2012,70486.018,6315.152,6269.776,6174.073,95.703,,,,56299.261,45917.598,7571.118,2810.545,0.0,56299.261,-1978.591,54320.67,486.52,486.52,441.653,255.421,186.232,,,0.0,2652.247,,133.287,40014.625,14017.348,25997.277,0.0,40147.912,3326.336,,,3326.336,0.0,15427.622,,,15427.622,,,,,,2755.196,61657.066,0.0,3533.995,5.515,3528.48,-477.048,5820.609,-48.604,8828.952,0,8828.952,70486.018,
05/31/2012,72083.405,5112.069,6652.214,6557.344,94.62,,0.25,,57057.657,46610.407,7504.478,2942.772,0.0,57057.657,-1869.253,55188.404,492.444,492.444,439.922,255.421,184.501,,,0.0,4198.352,,124.282,41427.004,14266.849,27160.155,0.0,41551.286,2796.764,,,2796.764,0.0,16227.143,,,16227.143,,,,,,2609.354,63184.547,0.0,3560.627,5.523,3555.104,-924.219,6303.466,-41.016,8898.858,0,8898.858,72083.405,
08/31/2012,73908.664,6237.61,6467.757,6377.502,90.005,,0.25,,58885.43,48124.468,7619.725,3141.237,272.082,59157.512,-1687.664,57469.848,519.621,519.621,479.224,287.043,192.181,,,0.0,2734.604,,,42175.032,14304.228,27870.804,143.28,42318.312,250.139,,,,250.139,19246.113,,,19246.113,,,,,,2948.187,64762.751,0.0,3575.897,5.526,3570.371,-1276.648,6877.99,-31.326,9145.913,0,9145.913,73908.664,
11/30/2012,75283.0,3926.0,6221.0,6133.0,88.0,,,,60695.0,49642.0,7744.0,3309.0,322.0,61017.0,-1725.0,59292.0,534.0,534.0,476.0,286.0,190.0,1345.0,,0.0,3489.0,,,42034.0,14259.0,27775.0,121.0,42155.0,5463.0,,,5179.0,284.0,14550.0,,,14550.0,180.0,167.0,13.0,280.0,,2877.0,65505.0,560.0,3598.0,5.0,3593.0,-1678.0,7373.0,-75.0,9778.0,0,9778.0,75283.0,
03/31/2013,76139.0,8067.0,5270.0,5196.0,74.0,,,,60073.0,48655.0,7987.0,3431.0,311.0,60384.0,-1634.0,58750.0,572.0,572.0,473.0,286.0,187.0,,,0.0,3007.0,,139.0,42255.0,14203.0,28052.0,0.0,42394.0,2627.0,,,2337.0,290.0,16893.0,1.0,1.0,16892.0,,,,,,3926.0,65840.0,560.0,3638.0,6.0,3632.0,-1951.0,8136.0,-84.0,10299.0,0,10299.0,76139.0,
06/30/2013,74944.0,5744.0,4943.0,4872.0,71.0,,,,61428.0,49791.0,7881.0,3756.0,275.0,61703.0,-1556.0,60147.0,607.0,607.0,475.0,284.0,191.0,,,0.0,3028.0,,145.0,42423.0,14579.0,27844.0,0.0,42568.0,262.0,,,,262.0,18033.0,2.0,2.0,18031.0,,,,,,3633.0,64496.0,560.0,3655.0,5.0,3650.0,-2289.0,8629.0,-107.0,10448.0,0,10448.0,74944.0,
09/30/2013,75544.0,5623.0,5014.0,4953.0,61.0,,0.0,,62601.0,50360.0,8125.0,4116.0,137.0,62738.0,-1598.0,61140.0,639.0,639.0,472.0,284.0,188.0,,79.0,0.0,2577.0,,,42928.0,15696.0,27232.0,189.0,43117.0,124.0,,,,124.0,18665.0,2.0,2.0,18663.0,,,,,12.0,3024.0,64942.0,560.0,3676.0,5.0,3671.0,-2640.0,9115.0,-109.0,10602.0,0,10602.0,75544.0,
12/31/2013,79340.0,6554.0,4991.0,4931.0,60.0,,,,65623.0,53150.0,8147.0,4326.0,148.0,65771.0,-1648.0,64123.0,654.0,654.0,469.0,284.0,185.0,1063.0,79.0,0.0,1407.0,,193.0,44766.0,17515.0,27251.0,0.0,44959.0,4430.0,,,4290.0,140.0,16184.0,,,16184.0,98.0,85.0,13.0,272.0,7.0,2581.0,68531.0,560.0,3692.0,5.0,3687.0,-2986.0,9611.0,-68.0,10809.0,0,10809.0,79340.0,
03/31/2014,79584.0,8731.0,3964.0,3902.0,62.0,,,,63719.0,50879.0,8372.0,4468.0,133.0,63852.0,-1591.0,62261.0,668.0,668.0,466.0,284.0,182.0,,,0.0,3494.0,,171.0,44813.0,18037.0,26776.0,0.0,44984.0,124.0,,,,124.0,20182.0,1.0,1.0,20181.0,,,,,,3273.0,68563.0,560.0,3744.0,5.0,3739.0,-3351.0,10138.0,-70.0,11021.0,0,11021.0,79584.0,
06/30/2014,78937.0,6879.0,4070.0,4000.0,70.0,,,,65746.0,52742.0,8251.0,4753.0,129.0,65875.0,-1614.0,64261.0,665.0,665.0,463.0,284.0,179.0,,,0.0,2599.0,,200.0,44245.0,18280.0,25965.0,0.0,44445.0,1120.0,,,1000.0,120.0,19057.0,1.0,1.0,19056.0,,,,,,2934.0,67556.0,560.0,3763.0,5.0,3758.0,-3529.0,10659.0,-72.0,11381.0,0,11381.0,78937.0,
09/30/2014,80596.0,7382.0,3995.0,3913.0,82.0,,0.0,,67218.0,53699.0,8494.0,5025.0,148.0,67366.0,-1644.0,65722.0,661.0,661.0,461.0,284.0,177.0,,,0.0,2375.0,,205.0,45177.0,18490.0,26687.0,0.0,45382.0,139.0,,,,139.0,20918.0,1.0,1.0,20917.0,,,,,,2856.0,69295.0,560.0,3780.0,5.0,3775.0,-4151.0,11182.0,-70.0,11301.0,0,11301.0,80596.0,
12/31/2014,83126.0,7284.0,3949.0,3847.0,102.0,,0.0,,69847.0,56128.0,8510.0,5209.0,122.0,69969.0,-1746.0,68223.0,670.0,670.0,433.0,257.0,176.0,1146.0,43.0,0.0,1378.0,,297.0,45792.0,18656.0,27136.0,0.0,46089.0,113.0,1.0,1.0,,112.0,22544.0,0.0,0.0,22544.0,169.0,169.0,,301.0,23.0,2753.0,71992.0,560.0,3795.0,5.0,3790.0,-4550.0,11467.0,-138.0,11134.0,0,11134.0,83126.0,
03/31/2015,84178.0,11814.0,2778.0,2663.0,115.0,,0.0,,67468.0,53499.0,8696.0,5273.0,180.0,67648.0,-1776.0,65872.0,678.0,678.0,432.0,257.0,175.0,,,0.0,2604.0,,303.0,46124.0,19346.0,26778.0,0.0,46427.0,166.0,1.0,1.0,,165.0,22924.0,0.0,0.0,22924.0,,,,,,3450.0,72967.0,560.0,3846.0,5.0,3841.0,-4970.0,11936.0,-161.0,11211.0,0,11211.0,84178.0,
06/30/2015,84911.0,10595.0,2701.0,2574.0,127.0,,0.0,,68873.0,54949.0,8520.0,5404.0,155.0,69028.0,-1735.0,67293.0,688.0,688.0,425.0,255.0,170.0,,,0.0,3209.0,,327.0,45989.0,19612.0,26377.0,0.0,46316.0,144.0,,,,144.0,24099.0,,,24099.0,,,,,,3089.0,73648.0,575.0,3843.0,5.0,3838.0,-5395.0,12400.0,-160.0,11263.0,0,11263.0,84911.0,
09/30/2015,85611.0,10250.0,3302.0,3178.0,124.0,,0.0,,70077.0,55655.0,8769.0,5653.0,1.0,70078.0,-1743.0,68335.0,684.0,684.0,424.0,255.0,169.0,,,0.0,2616.0,,359.0,46246.0,20283.0,25963.0,0.0,46605.0,0.0,,,,0.0,23800.0,,,23800.0,,,,,,3903.0,74308.0,575.0,3858.0,5.0,3853.0,-5830.0,12880.0,-180.0,11303.0,0,11303.0,85611.0,
12/31/2015,86799.0,9572.0,3084.0,2963.0,121.0,,0.0,,72385.0,57896.0,8763.0,5726.0,0.0,72385.0,-1869.0,70516.0,693.0,693.0,423.0,255.0,168.0,958.0,14.0,0.0,1539.0,,437.0,47094.0,21375.0,25719.0,0.0,47531.0,0.0,0.0,0.0,,0.0,24650.0,0.0,0.0,24650.0,150.0,150.0,0.0,400.0,5.0,2788.0,75524.0,575.0,3875.0,5.0,3870.0,-6265.0,13250.0,-160.0,11275.0,0,11275.0,86799.0,
03/31/2016,88093.0,12135.0,2956.0,2824.0,132.0,,0.0,,70320.0,55620.0,8914.0,5786.0,0.0,70320.0,-1921.0,68399.0,706.0,706.0,422.0,255.0,167.0,,58.0,0.0,3417.0,,410.0,48055.0,22811.0,25244.0,0.0,48465.0,,,,,,24752.0,,,24752.0,,,,,78.0,3482.0,76777.0,575.0,3903.0,5.0,3898.0,-6688.0,13698.0,-172.0,11316.0,0,11316.0,88093.0,
06/30/2016,87511.0,10617.0,3521.0,2471.0,158.0,,892.0,,71924.0,57219.0,8725.0,5980.0,0.0,71924.0,-1949.0,69975.0,708.0,708.0,422.0,255.0,167.0,,59.0,0.0,2209.0,,423.0,48104.0,23815.0,24289.0,0.0,48527.0,0.0,,,,,24681.0,,,24681.0,,,,,88.0,2818.0,76114.0,575.0,3922.0,5.0,3917.0,-7114.0,14188.0,-174.0,11397.0,0,11397.0,87511.0,
09/30/2016,90541.0,12076.0,2705.0,1855.0,158.0,,692.0,,73551.0,58006.0,8995.0,6550.0,,73551.0,-2024.0,71527.0,722.0,722.0,421.0,255.0,166.0,,48.0,0.0,3042.0,,460.0,48785.0,24670.0,24115.0,0.0,49245.0,0.0,,,,,26830.0,,,26830.0,,,,,66.0,3053.0,79194.0,575.0,3936.0,5.0,3931.0,-7695.0,14696.0,-165.0,11347.0,0,11347.0,90541.0,
12/31/2016,92308.0,11914.0,1757.0,1605.0,152.0,,0.0,,77254.0,61522.0,8977.0,6755.0,0.0,77254.0,-2167.0,75087.0,734.0,734.0,421.0,255.0,166.0,1035.0,5.0,0.0,1355.0,,531.0,51461.0,25372.0,26089.0,0.0,51992.0,0.0,0.0,0.0,,0.0,25443.0,0.0,0.0,25443.0,165.0,165.0,0.0,523.0,,2862.0,80985.0,575.0,3952.0,5.0,3947.0,-8173.0,15130.0,-161.0,11323.0,0,11323.0,92308.0,
03/31/2017,94795.0,15163.0,1718.0,1553.0,165.0,,0.0,,75853.0,59757.0,9138.0,6958.0,0.0,75853.0,-2264.0,73589.0,750.0,750.0,420.0,255.0,165.0,,10.0,0.0,3145.0,,505.0,53017.0,26421.0,26596.0,0.0,53522.0,0.0,,,,,26823.0,,,26823.0,,,,,,3185.0,83530.0,575.0,3970.0,6.0,3964.0,-8693.0,15568.0,-155.0,11265.0,0,11265.0,94795.0,
06/30/2017,93757.0,12950.0,1679.0,1499.0,180.0,,0.0,,77997.0,61797.0,8916.0,7284.0,0.0,77997.0,-2384.0,75613.0,774.0,774.0,419.0,255.0,164.0,,4.0,0.0,2318.0,,505.0,52359.0,26785.0,25574.0,0.0,52864.0,0.0,,,,,26438.0,,,26438.0,,,,,,3196.0,82498.0,575.0,3988.0,6.0,3982.0,-9143.0,15989.0,-150.0,11259.0,0,11259.0,93757.0,
09/30/2017,97608.0,13249.0,1627.0,1449.0,178.0,,0.0,,80443.0,63475.0,9200.0,7768.0,0.0,80443.0,-2531.0,77912.0,800.0,800.0,418.0,255.0,163.0,,3.0,0.0,3599.0,,552.0,55583.0,27690.0,27893.0,0.0,56135.0,0.0,,,,,26737.0,,,26737.0,,,,,10.0,3539.0,86421.0,575.0,4007.0,6.0,4001.0,-9699.0,16452.0,-148.0,11187.0,0,11187.0,97608.0,
12/31/2017,100087.0,13306.0,1568.0,1395.0,173.0,,0.0,,84248.0,67291.0,9160.0,7797.0,0.0,84248.0,-2621.0,81627.0,825.0,825.0,418.0,255.0,163.0,628.0,5.0,0.0,1710.0,,599.0,58165.0,28413.0,29752.0,0.0,58764.0,0.0,0.0,0.0,,0.0,26326.0,0.0,0.0,26326.0,179.0,179.0,0.0,372.0,,3554.0,89195.0,570.0,4041.0,6.0,4035.0,-10254.0,16687.0,-152.0,10892.0,0,10892.0,100087.0,
03/31/2018,101967.0,17011.0,1543.0,1340.0,203.0,,0.0,,82744.0,65577.0,9372.0,7795.0,0.0,82744.0,-2736.0,80008.0,848.0,848.0,417.0,255.0,162.0,,2.0,0.0,2138.0,,600.0,60530.0,30432.0,30098.0,0.0,61130.0,0.0,,,,,26244.0,,,26244.0,,,,,,3722.0,91096.0,570.0,4067.0,6.0,4061.0,-10838.0,17211.0,-139.0,10871.0,0,10871.0,101967.0,
06/30/2018,102751.0,15289.0,1522.0,1296.0,226.0,,0.0,,84789.0,67812.0,9102.0,7875.0,0.0,84789.0,-2828.0,81961.0,874.0,874.0,417.0,255.0,162.0,,,0.0,2688.0,,615.0,61068.0,31070.0,29998.0,0.0,61683.0,0.0,,,,,26252.0,,,26252.0,,,,,,3927.0,91862.0,570.0,4088.0,6.0,4082.0,-11394.0,17787.0,-162.0,10889.0,0,10889.0,102751.0,
09/30/2018,105842.0,16019.0,1801.0,1559.0,242.0,,0.0,,86894.0,69253.0,9403.0,8238.0,0.0,86894.0,-2927.0,83967.0,896.0,896.0,417.0,255.0,162.0,,3.0,0.0,2739.0,,640.0,63034.0,31014.0,32020.0,0.0,63674.0,0.0,,,,,26998.0,,,26998.0,,,,,,4154.0,94826.0,570.0,4106.0,6.0,4100.0,-11854.0,18354.0,-160.0,11016.0,0,11016.0,105842.0,
12/31/2018,109553.0,13299.0,3370.0,3133.0,237.0,,0.0,,90512.0,72876.0,9365.0,8271.0,0.0,90512.0,-3041.0,87471.0,936.0,936.0,416.0,255.0,161.0,839.0,5.0,0.0,3217.0,,675.0,67084.0,32296.0,34788.0,0.0,67759.0,0.0,0.0,0.0,,0.0,27228.0,0.0,0.0,27228.0,95.0,95.0,0.0,404.0,,2937.0,98423.0,570.0,4129.0,6.0,4123.0,-12319.0,18906.0,-156.0,11130.0,0,11130.0,109553.0,
03/31/2019,110720.0,15169.0,6243.0,5000.0,243.0,,1000.0,,88743.0,70789.0,9602.0,8352.0,0.0,88743.0,-3134.0,85609.0,980.0,980.0,415.0,255.0,160.0,,1.0,0.0,2303.0,,662.0,68254.0,34489.0,33765.0,0.0,68916.0,0.0,,,,,26276.0,,,26276.0,,,,,,4269.0,99461.0,570.0,4147.0,6.0,4141.0,-12806.0,19484.0,-136.0,11259.0,0,11259.0,110720.0,
06/30/2019,110707.0,10313.0,8581.0,3133.0,237.0,,5211.0,,90229.0,72393.0,9375.0,8461.0,0.0,90229.0,-3202.0,87027.0,1008.0,1008.0,415.0,255.0,160.0,,,0.0,3363.0,,670.0,69064.0,35366.0,33698.0,0.0,69734.0,0.0,,,,,25163.0,,,25163.0,,,,,,4317.0,99214.0,570.0,4166.0,6.0,4160.0,-13267.0,20107.0,-83.0,11493.0,0,11493.0,110707.0,
09/30/2019,110786.0,6075.0,11649.0,10380.0,269.0,,1000.0,,92493.0,73968.0,9736.0,8789.0,0.0,92493.0,-3299.0,89194.0,1028.0,1028.0,414.0,255.0,159.0,,,0.0,2426.0,,694.0,70327.0,36343.0,33984.0,0.0,71021.0,0.0,,,,,24454.0,,,24454.0,,,,,,3594.0,99069.0,570.0,4187.0,6.0,4181.0,-13686.0,20720.0,-74.0,11717.0,0,11717.0,110786.0,
12/31/2019,113996.0,6924.0,10595.0,10323.0,272.0,,0.0,,95894.0,77181.0,9653.0,9060.0,0.0,95894.0,-3383.0,92511.0,1057.0,1057.0,410.0,255.0,155.0,934.0,,0.0,1565.0,,791.0,71955.0,37574.0,34381.0,0.0,72746.0,0.0,,,,,25701.0,,,25701.0,125.0,125.0,0.0,382.0,,3183.0,102137.0,570.0,4205.0,6.0,4199.0,-14087.0,21290.0,-119.0,11859.0,0,11859.0,113996.0,
03/31/2020,112657.0,10028.0,10782.0,10503.0,279.0,,0.0,,92963.0,73811.0,9957.0,9195.0,0.0,92963.0,-6913.0,86050.0,1070.0,1070.0,410.0,255.0,155.0,,1.0,0.0,4316.0,,826.0,72592.0,38730.0,33862.0,0.0,73418.0,0.0,,,,,26098.0,,,26098.0,,,,,,3476.0,102992.0,570.0,4216.0,6.0,4210.0,-14430.0,19175.0,134.0,9665.0,0,9665.0,112657.0,
06/30/2020,113792.0,15138.0,13034.0,10201.0,284.0,,2549.0,,88927.0,70201.0,9730.0,8996.0,0.0,88927.0,-8184.0,80743.0,1115.0,1115.0,351.0,255.0,96.0,,,0.0,3411.0,,999.0,76365.0,42999.0,33366.0,0.0,77364.0,0.0,,,,,23194.0,,,23194.0,,,,,,3591.0,104149.0,1000.0,4278.0,6.0,4272.0,-14430.0,18673.0,122.0,9643.0,0,9643.0,113792.0,
