Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2011,3960.7,3702.7,258.0,-3277.2,3231.1,46.1,683.5,0.0,-341.1,133.2,77.5,119.4,11.0,0.0,342.4,10.8,43.2,44.5,-1.3,-9.9,,-44.1,353.2,-113.5,239.7,0.0,0.0,0.0,239.7,0.0,239.7,0.0,0.0,239.7,239.7,0.0,365.9,0.66,0.66,0.66,367.2,0.65,0.65,0.65,
09/30/2011,4257.1,3993.0,264.1,-3528.6,3484.0,44.6,728.5,0.0,-340.8,137.1,70.0,123.0,10.7,0.0,387.7,7.0,49.0,49.5,-0.5,-11.0,,-45.0,394.7,-113.1,281.6,0.0,0.0,0.0,281.6,0.0,281.6,0.0,0.0,281.6,281.6,0.0,363.3,0.78,0.78,0.78,364.2,0.77,0.77,0.77,
12/31/2011,4853.8,4587.6,266.2,-4161.8,3994.4,167.4,692.0,0.0,-225.0,143.5,72.3,,9.2,0.0,467.0,5.7,41.6,44.5,-2.9,-9.3,,-38.0,472.7,-145.0,327.7,0.0,0.0,0.0,327.7,0.0,327.7,0.0,0.0,327.7,327.7,0.0,358.3,0.91,0.91,0.91,359.1,0.91,0.91,0.91,
03/31/2012,4776.1,4514.7,261.4,-3959.6,3919.9,39.7,816.5,0.0,-348.5,149.9,72.3,118.8,7.5,0.0,468.0,11.0,40.9,41.6,-0.7,-8.9,,-43.0,479.0,-151.7,327.3,0.0,0.0,0.0,327.3,0.0,327.3,0.0,0.0,327.3,327.3,0.0,357.0,0.92,0.92,0.92,357.8,0.91,0.91,0.91,
06/30/2012,4457.2,4191.1,266.1,-3670.6,3632.5,38.1,786.6,0.0,-346.9,146.6,73.8,121.5,5.0,0.0,439.7,6.6,38.8,39.3,-0.5,-8.2,,-37.2,446.3,-149.1,297.2,0.0,0.0,0.0,297.2,0.0,297.2,0.0,0.0,297.2,297.2,0.0,356.0,0.83,0.83,0.83,356.8,0.83,0.83,0.83,
09/30/2012,3820.2,3546.7,273.5,-3149.1,3108.5,40.6,671.1,0.0,-333.2,136.5,66.8,127.2,2.7,0.0,337.9,7.5,40.6,41.0,-0.4,-7.8,,-40.3,345.4,-111.8,233.6,0.0,0.0,0.0,233.6,0.0,233.6,0.0,0.0,233.6,233.6,0.0,353.7,0.66,0.66,0.66,354.3,0.66,0.66,0.66,
12/31/2012,3997.0,3699.2,297.8,-3287.4,3247.4,40.0,709.6,0.0,-359.7,138.6,66.4,149.9,4.8,0.0,349.9,8.3,41.2,41.7,-0.5,-8.2,,-41.3,358.2,-104.7,253.5,0.0,0.0,0.0,253.5,0.0,253.5,0.0,0.0,253.5,253.5,0.0,353.6,0.72,0.72,0.72,354.3,0.72,0.72,0.72,
03/31/2013,3924.3,3631.2,293.1,-3228.2,3189.3,38.9,696.1,0.0,-363.9,141.2,72.1,144.1,6.5,0.0,332.2,5.0,39.5,40.1,-0.6,-6.5,,-38.0,337.2,-101.1,236.1,0.0,0.0,0.0,236.1,0.0,236.1,0.0,0.0,236.1,236.1,0.0,354.0,0.67,0.67,0.67,354.8,0.67,0.67,0.67,
06/30/2013,4300.5,4011.7,288.8,-3534.0,3494.6,39.4,766.5,0.0,-342.0,136.0,61.8,138.9,5.3,0.0,424.5,8.4,38.0,39.2,-1.2,-8.0,,-38.4,432.9,-141.3,291.6,0.0,0.0,0.0,291.6,0.0,291.6,0.0,0.0,291.6,291.6,0.0,354.1,0.82,0.82,0.82,355.0,0.82,0.82,0.82,
09/30/2013,4300.1,4006.6,293.5,-3529.0,3491.1,37.9,771.1,0.0,-335.1,134.7,56.6,140.2,3.6,0.0,436.0,4.0,38.6,39.1,-0.5,-7.3,,-35.3,440.0,-130.6,309.4,0.0,0.0,0.0,309.4,0.0,309.4,0.0,0.0,309.4,309.4,0.0,354.4,0.87,0.87,0.87,355.4,0.87,0.87,0.87,
12/31/2013,4598.9,4299.4,299.5,-3765.4,3725.7,39.7,833.5,0.0,-354.5,147.6,60.9,148.5,-2.5,0.0,479.0,5.9,39.5,41.1,-1.6,-6.8,,-38.6,484.9,-150.7,334.2,0.0,0.0,0.0,334.2,0.0,334.2,0.0,0.0,334.2,334.2,0.0,354.6,0.94,0.94,0.94,355.6,0.94,0.94,0.94,
03/31/2014,4379.9,4086.2,293.7,-3632.1,3595.5,36.6,747.8,0.0,-345.7,145.0,52.7,144.3,3.7,0.0,402.1,4.4,36.0,36.5,-0.5,-5.8,,-34.6,406.5,-132.6,273.9,0.0,0.0,0.0,273.9,0.0,273.9,0.0,0.0,273.9,273.9,0.0,354.9,0.77,0.77,0.77,356.0,0.77,0.77,0.77,
06/30/2014,4569.6,4267.0,302.6,-3753.1,3719.4,33.7,816.5,0.0,-341.9,139.6,49.9,148.4,4.0,0.0,474.6,6.4,31.9,32.3,-0.4,-5.5,,-32.8,481.0,-161.8,319.2,0.0,0.0,0.0,319.2,0.0,319.2,0.0,0.0,319.2,319.2,0.0,355.1,0.9,0.9,0.9,356.3,0.9,0.9,0.9,
09/30/2014,4928.4,4622.5,305.9,-4038.9,4006.3,32.6,889.5,0.0,-339.3,136.7,50.5,147.3,4.8,0.0,550.2,2.2,30.4,30.8,-0.4,-5.7,,-26.9,552.4,-181.0,371.4,0.0,0.0,0.0,371.4,0.0,371.4,0.0,0.0,371.4,371.4,0.0,355.2,1.05,1.05,1.05,356.3,1.04,1.04,1.04,
12/31/2014,5119.1,4817.1,302.0,-4191.2,4160.4,30.8,927.9,0.0,-354.0,140.1,62.5,148.5,2.9,0.0,573.9,3.8,28.2,28.6,-0.4,-5.3,,-26.7,577.7,-183.4,394.3,0.0,0.0,0.0,394.3,0.0,394.3,0.0,0.0,394.3,395.47,1.17,354.7,1.11,1.11,1.114942,355.8,1.11,1.11,1.113288,
03/31/2015,4832.7,4548.0,284.7,-3939.3,3910.2,29.1,893.4,0.0,-332.3,133.0,56.2,140.4,2.7,0.0,561.1,0.6,27.1,27.5,-0.4,-5.1,,-22.6,561.7,-183.3,378.4,0.0,0.0,0.0,378.4,0.0,378.4,0.0,0.0,378.4,378.4,0.0,355.1,1.07,1.07,1.07,356.1,1.06,1.06,1.06,
06/30/2015,5079.9,4786.1,293.8,-4090.8,4061.2,29.6,989.1,0.0,-340.9,132.1,59.3,145.9,3.6,0.0,648.2,4.0,27.4,27.8,-0.4,-5.3,,-26.1,652.2,-205.0,447.2,0.0,0.0,0.0,447.2,0.0,447.2,0.0,0.0,447.2,447.2,0.0,355.3,1.26,1.26,1.26,356.3,1.26,1.26,1.26,
09/30/2015,4847.2,4546.2,301.0,-3880.5,3851.3,29.2,966.7,0.0,-343.5,131.0,57.6,152.5,2.4,0.0,623.2,1.3,26.6,27.1,-0.5,-6.2,,-21.7,624.5,-193.3,431.2,0.0,0.0,0.0,431.2,0.0,431.2,0.0,0.0,431.2,431.2,0.0,355.0,1.21,1.21,1.21,355.9,1.21,1.21,1.21,
12/31/2015,4355.3,4062.5,292.8,-3499.5,3469.4,30.1,855.8,0.0,-360.7,145.4,66.7,144.9,3.7,0.0,495.1,3.6,18.4,18.9,-0.5,-5.2,,-16.8,498.7,-151.5,347.2,0.0,0.0,0.0,347.2,0.0,347.2,0.0,0.0,347.2,349.345,2.145,353.2,0.98,0.98,0.989086,353.9,0.98,0.98,0.986061,
03/31/2016,4300.0,4010.6,289.4,-3443.9,3413.6,30.3,856.1,0.0,-1291.3,134.8,59.6,150.9,3.4,942.6,-435.2,5.6,,,-0.4,-5.7,,0.5,-429.6,-165.0,-594.6,0.0,0.0,0.0,-594.6,0.0,-594.6,0.0,0.0,-594.6,347.3,941.9,351.3,-1.69,-1.69,0.988614,351.3,-1.69,-1.69,0.988614,
06/30/2016,4413.2,4115.8,297.4,-3522.0,3489.4,32.6,891.2,0.0,-248.9,135.3,60.8,156.4,6.0,-109.6,642.3,3.9,,,-0.4,-6.4,,2.9,646.2,-164.9,481.3,0.0,0.0,0.0,481.3,0.0,481.3,0.0,0.0,481.3,371.7,-109.6,350.9,1.37,1.37,1.059276,351.6,1.37,1.37,1.058282,
09/30/2016,4249.4,3953.2,296.2,-3403.7,3371.5,32.2,845.7,0.0,-357.7,130.8,59.2,162.6,5.1,0.0,488.0,6.9,,,-0.3,-8.5,,1.9,494.9,-148.7,346.2,0.0,0.0,0.0,346.2,0.0,346.2,0.0,0.0,346.2,346.2,0.0,351.0,0.99,0.99,0.99,351.8,0.98,0.98,0.98,
12/31/2016,4070.7,3767.0,303.7,-3291.2,3259.1,32.1,779.5,0.0,-378.7,141.9,67.6,165.3,3.9,0.0,400.8,18.1,,,-0.4,-7.0,,-10.7,418.9,-130.1,288.8,0.0,0.0,0.0,288.8,0.0,288.8,0.0,0.0,288.8,288.33,-0.47,351.2,0.822323,0.822323,0.820985,352.5,0.819291,0.819291,0.817957,
03/31/2017,4237.9,3935.7,302.2,-3425.0,3390.9,34.1,812.9,0.0,-386.8,140.2,61.0,179.7,5.9,0.0,426.1,22.1,,,-0.3,-8.1,,-13.7,448.2,-137.9,310.3,0.0,0.0,0.0,310.3,0.0,310.3,0.0,0.0,310.3,310.105,-0.195,351.6,0.88,0.88,0.881982,352.7,0.88,0.88,0.879447,
06/30/2017,4704.2,4397.9,306.3,-3801.4,3764.0,37.4,902.8,0.0,-384.4,138.7,66.1,172.8,6.8,0.0,518.4,20.6,,,-0.3,-8.7,,-11.6,539.0,-166.0,373.0,0.0,0.0,0.0,373.0,0.0,373.0,0.0,0.0,373.0,373.0,0.0,351.8,1.06,1.06,1.06,352.7,1.06,1.06,1.06,
09/30/2017,5059.7,4731.5,328.2,-4093.9,4055.6,38.3,965.8,0.0,-402.8,144.9,67.0,186.2,4.7,0.0,563.0,18.8,,,-0.4,-9.0,,-9.4,581.8,-179.1,402.7,0.0,0.0,0.0,402.7,0.0,402.7,0.0,0.0,402.7,402.7,0.0,351.9,1.14,1.14,1.14,352.9,1.14,1.14,1.14,
12/31/2017,5454.6,5122.4,332.2,-4458.2,4418.4,39.8,996.4,0.0,-412.3,148.0,70.6,188.8,4.9,0.0,584.1,20.2,,,-0.7,-9.5,,-10.0,604.3,-15.1,589.2,0.0,0.0,0.0,589.2,0.0,589.2,0.0,0.0,589.2,415.8,-173.4,352.2,1.67,1.67,1.180579,353.2,1.67,1.67,1.17906,
03/31/2018,5654.0,5321.8,332.2,-4576.8,4535.5,41.3,1077.2,0.0,-436.5,168.2,76.0,186.4,5.9,0.0,640.7,28.7,,,-0.5,-10.0,,-18.2,669.4,-157.3,512.1,0.0,0.0,0.0,512.1,0.0,512.1,0.0,0.0,512.1,511.784,-0.316,352.5,1.45,1.45,1.45187,353.5,1.45,1.45,1.449106,
06/30/2018,5805.2,5467.2,338.0,-4693.0,4647.3,45.7,1112.2,0.0,-423.6,156.8,76.7,185.5,4.6,0.0,688.6,31.0,,,-0.5,-14.6,,-15.9,719.6,-160.0,559.6,0.0,0.0,0.0,559.6,0.0,559.6,0.0,0.0,559.6,559.6,0.0,351.7,1.59,1.59,1.59,352.5,1.59,1.59,1.59,
09/30/2018,5756.8,5416.9,339.9,-4702.6,4653.6,49.0,1054.2,0.0,-409.2,153.5,72.9,178.5,4.3,0.0,645.0,23.8,,,-0.6,-16.4,,-6.8,668.8,-123.5,545.3,0.0,0.0,0.0,545.3,0.0,545.3,0.0,0.0,545.3,545.3,0.0,350.7,1.55,1.55,1.55,351.5,1.55,1.55,1.55,
12/31/2018,6279.7,5932.7,347.0,-5139.5,5088.6,50.9,1140.2,0.0,-426.0,166.2,80.5,177.6,1.7,0.0,714.2,38.2,,,-0.6,-19.9,,-17.7,752.4,-174.3,578.1,0.0,0.0,0.0,578.1,0.0,578.1,0.0,0.0,578.1,576.994,-1.106,349.1,1.66,1.66,1.652804,349.6,1.65,1.65,1.646836,
03/31/2019,6487.6,6138.1,349.5,-5270.5,5217.1,53.4,1217.1,0.0,-427.3,169.4,78.3,177.4,2.2,0.0,789.8,29.6,,,-0.4,-19.3,,-9.9,819.4,-190.4,629.0,0.0,0.0,0.0,629.0,0.0,629.0,0.0,0.0,629.0,628.921,-0.079,347.2,1.81,1.81,1.811408,347.8,1.81,1.81,1.809773,
06/30/2019,6627.9,6266.5,361.4,-5401.7,5341.7,60.0,1226.2,0.0,-443.4,173.3,82.5,183.6,4.0,0.0,782.8,31.6,,,-0.3,-21.8,,-9.5,814.4,-194.7,619.7,0.0,0.0,0.0,619.7,0.0,619.7,0.0,0.0,619.7,619.621,-0.079,347.0,1.79,1.79,1.785651,347.7,1.78,1.78,1.779773,
09/30/2019,6367.0,6004.2,362.8,-5166.4,5106.8,59.6,1200.6,0.0,-455.7,172.6,82.2,195.3,5.6,0.0,744.9,32.7,,,-0.6,-21.1,,-11.0,777.6,-169.7,607.9,0.0,0.0,0.0,607.9,0.0,607.9,0.0,0.0,607.9,607.584,-0.316,346.6,1.75,1.75,1.752983,347.2,1.75,1.75,1.74909,
12/31/2019,6117.2,5710.9,406.3,-4947.5,4890.0,57.5,1169.7,0.0,-512.3,183.2,83.6,241.9,3.6,0.0,657.4,30.4,,,-0.4,-20.1,,-9.9,687.8,-156.5,531.3,0.0,0.0,0.0,531.3,0.0,531.3,0.0,0.0,531.3,531.063,-0.237,346.7,1.53,1.53,1.531765,347.4,1.53,1.53,1.529318,
03/31/2020,5161.7,4778.0,383.7,-4246.0,4189.6,56.4,915.7,0.0,-481.4,164.0,71.0,229.4,17.0,0.0,434.3,27.9,,,-0.4,-14.8,,-12.7,462.2,-102.8,359.4,0.0,0.0,0.0,359.4,0.0,359.4,0.0,0.0,359.4,359.163,-0.237,346.9,1.04,1.04,1.03535,347.3,1.03,1.03,1.029318,
06/30/2020,3062.2,2701.9,360.3,-2488.4,2441.5,46.9,573.8,0.0,-418.3,120.2,66.5,224.1,7.5,0.0,155.5,28.5,,,-0.6,-9.0,,-18.9,184.0,-36.3,147.7,0.0,0.0,0.0,147.7,0.0,147.7,0.0,0.0,147.7,147.226,-0.474,346.4,0.43,0.43,0.425017,346.8,0.43,0.43,0.425017,
09/30/2020,4269.833,,,,,,533.13134838,,,,,,,,305.571,,,,,,,,403.6,,331.333,,,,,,331.333,,,331.333,312.545,,,0.927,0.927,0.918,,0.927,0.927,0.918,
12/31/2020,4422.455,,,,,,562.49205145,,,,,,,,319.286,,,,,,,,415.3,,337.5,,,,,,337.5,,,337.5,326.909,,,0.956,0.956,0.97,,0.956,0.956,0.97,
