Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,18192,4551,3714,837.0,1639,,,,3682,,,,,105,,,,9977,6537,11989.0,-5452.0,1456,,,222,,,,,222,8215,,6117,6117,,,,17,,,,,,1022,,,1022,7156,1721,,,,,228,,,,228,1949,9105,0,2325,,,-390,,7152,9087,0,9087,18192,
12/31/1992,18147,3614,2711,903.0,1428,,,,2701,,,,,344,,,,8087,6724,12293.0,-5569.0,2066,,,1270,,,,,1270,10060,,2869,2869,,,,21,,,,,,3250,,,3250,6140,1772,,,,,2179,,,,2179,3951,10091,0,2164,,,-384,,6276,8056,0,8056,18147,
03/31/1993,18996,3598,3106,492.0,1711,,,,3026,,,,,173,,,,8508,6904,12609.0,-5705.0,2403,,,1181,,,,,1181,10488,,5591,5591,,,,21,,,,,,1014,,,1014,6626,1771,,,,,2214,,,,2214,3985,10611,0,2162,,,-378,,6601,8385,0,8385,18996,
06/30/1993,19863,3619,3057,562.0,1688,,,,2412,,,,,468,,,,8187,7046,12959.0,-5913.0,0,,,4630,,,,,4630,11676,,5711,5711,,,,20,,,,,,983,,,983,6714,2243,,,,,2261,,,,2261,4504,11218,0,2162,,,-374,,6857,8645,0,8645,19863,
09/30/1993,20391,3080,2298,782.0,1616,,,,3291,,,,,712,,,,8699,7072,13111.0,-6039.0,0,,,4620,,,,,4620,11692,,5832,5832,,,,17,,,,,,911,,,911,6760,2491,,,,,2298,,,,2298,4789,11549,0,2159,,,-363,,7046,8842,0,8842,20391,
12/31/1993,20450,3108,2342,766.0,1615,,,,3434,,,,,1018,,,,9175,7088,13232.0,-6144.0,2959,,,1228,,,,,1228,11275,,5854,5854,,,,17,,,,,,660,,,660,6531,2613,,,,,2323,,,,2323,4936,11467,0,2159,,,-356,,7180,8983,0,8983,20450,
03/31/1994,21201,3840,2905,935.0,1477,,,,3243,,,,,1197,,,,9757,7056,13331.0,-6275.0,0,,,4388,,,,,4388,11444,,6011,6011,,,,21,,,,,,924,,,924,6956,2606,,,,,2354,,,,2354,4960,11916,0,2157,,,-344,,7472,9285,0,9285,21201,
06/30/1994,21604,3409,2438,971.0,1510,,,,3879,,,,,1514,,,,10312,6997,13459.0,-6462.0,0,,,4295,,,,,4295,11292,,6204,6204,,,,21,,,,,,1013,,,1013,7238,2608,,,,,2416,,,,2416,5024,12262,0,2155,,,-337,,7524,9342,0,9342,21604,
09/30/1994,21342,2596,1861,735.0,1585,,,,4426,,,,,1320,,,,9927,6914,13552.0,-6638.0,0,,,4501,,,,,4501,11415,,6082,6082,,,,20,,,,,,613,,,613,6715,2605,,,,,2418,,,,2418,5023,11738,0,2227,,,-332,,7709,9604,0,9604,21342,
12/31/1994,21463,2643,2084,559.0,1664,,,,4979,,,,,1128,,,,10414,6802,13588.0,-6786.0,3071,,,1176,,,,,1176,11049,,3207,3207,,,,6,,,,,,3614,,,3614,6827,2603,,,,,2333,,,,2333,4936,11763,0,2332,,,-328,,7696,9700,0,9700,21463,
03/31/1995,22161,2788,2788,0.0,1614,,,,5309,,,,,1026,,,,10737,6775,13715.0,-6940.0,3123,,,1526,,,,,1526,11424,,3552,3552,,,,258,,,,,,3659,,,3659,7469,2348,,,,,2449,,,,2449,4797,12266,0,2331,,,-313,,7877,9895,0,9895,22161,
06/30/1995,21747,3483,3483,0.0,1636,,,,5379,,,,,1078,,,,11576,6671,13740.0,-7069.0,0,,,3500,,,,,3500,10171,,6482,6482,,,,259,,,,,,640,,,640,7381,2361,,,,,2474,,,,2474,4835,12216,0,2338,,,-282,,7475,9531,0,9531,21747,
09/30/1995,21725,4201,4201,0.0,1406,,,,5900,,,,,798,,,,12305,6574,13828.0,-7254.0,0,,,2846,,,,,2846,9420,,6407,6407,,,,262,,,,,,479,,,479,7148,2355,,,,,2420,,,,2420,4775,11923,0,2345,,,-243,,7700,9802,0,9802,21725,
12/31/1995,22098,3730,3730,0.0,1470,,,,6933,,,,,1045,,,,13178,6456,13744.0,-7288.0,1660,,,804,,,,,804,8920,,3017,3017,,,,271,,,,,,4127,,,4127,7415,2344,,,,,2441,,,,2441,4785,12200,0,2361,,,-209,,7746,9898,0,9898,22098,
03/31/1996,22674,4532,4387,145.0,1427,,,,7223,,,,,823,,,,14005,6390,13855.0,-7465.0,1133,,,1146,,,,,1146,8669,,3098,3098,,,,23,,,,,,4611,,,4611,7732,2338,,,,,2484,,,,2484,4822,12554,0,2387,,,-132,,7865,10120,0,10120,22674,
06/30/1996,22645,5640,4857,783.0,1305,,,,6265,,,,,794,,,,14004,6351,13979.0,-7628.0,1085,,,1205,,,,,1205,8641,,3072,3072,,,,22,,,,,,4357,,,4357,7451,2337,,,,,2503,,,,2503,4840,12291,0,2396,,,-181,,8139,10354,0,10354,22645,
09/30/1996,22002,5555,4616,939.0,1269,,,,6185,,,,,695,,,,13704,6294,14071.0,-7777.0,848,,,1156,,,,,1156,8298,,6341,6341,,,,22,,,,,,905,,,905,7268,2332,,,,,2529,,,,2529,4861,12129,0,2568,,,-22,,7327,9873,0,9873,22002,
12/31/1996,37880,6352,5469,883.0,2870,,,,9151,1476.0,7675.0,,,2136,,,,20509,8266,18725.0,-10459.0,0,,,9105,,,,,9105,17371,,4830,4830,,,,637,,,,,,7259,,,7259,12726,6852,,,,,4800,,,,4800,11652,24378,0,5887,,,-1,,7616,13502,0,13502,37880,
03/31/1997,28292,5514,4542,972.0,2219,,,,7300,1184.0,16672.0,,-10556.0,739,,,,15772,6848,14866.0,-8018.0,0,,,5672,2458.0,,,,3214,12520,,3827,3827,,,,318,,,,,,5614,,,5614,9759,3652,,,,,3692,,,,3692,7344,17103,0,3654,,,-33,,7568,11189,0,11189,28292,
06/30/1997,28861,6381,5413,968.0,2056,,,,7497,1236.0,17009.0,,-10748.0,561,,,,16495,6814,14845.0,-8031.0,0,,,5552,2437.0,,,,3115,12366,,3997,3997,,,,316,,,,,,5792,,,5792,10105,3619,,,,,3694,,,,3694,7313,17418,0,5550,,,-1,,5894,11443,0,11443,28861,
09/30/1997,39374,5550,4820,730.0,3312,,,,10543,1949.0,25800.0,,-17206.0,1747,,,,21152,8314,19157.0,-10843.0,0,,,9908,2418.0,,,,7490,18222,,5097,5097,,,,608,,,,,,8639,,,8639,14344,6353,,,,,4807,,,,4807,11160,25504,0,6238,,,-13,,7645,13870,0,13870,39374,
12/31/1997,38024,5149,4420,729.0,3121,,,,8967,1869.0,26566.0,,-19468.0,2026,,,,19263,8391,19294.0,-10903.0,0,,,10370,2395.0,,,,7975,18761,,5609,5609,,,,731,,,,,,7812,,,7812,14152,6123,,,,,4796,,,,4796,10919,25071,0,6090,,,-9,,6872,12953,0,12953,38024,
03/31/1998,38234,4546,4092,454.0,3299,,,,9155,1836.0,7319.0,,,2186,,,,19186,8528,19606.0,-11078.0,0,,,10520,2374.0,,,,8146,19048,,5734,5734,,,,419,,,,,,7829,,,7829,13982,6430,,,,,4795,,,,4795,11225,25207,0,6803,,,-17,,6241,13027,0,13027,38234,
06/30/1998,37942,3456,3154,302.0,3235,,,,10192,2414.0,7778.0,,,1942,,,,18825,8528,19865.0,-11337.0,0,,,10589,2353.0,,,,8236,19117,,5644,5644,,,,365,,,,,,7748,,,7748,13757,6438,,,,,4792,,,,4792,11230,24987,0,6557,,,-69,,6467,12955,0,12955,37942,
09/30/1998,37623,2714,2435,279.0,3255,,,,10531,2283.0,8248.0,,,1800,,,,18300,8552,20092.0,-11540.0,0,,,10771,2333.0,,,,8438,19323,,5590,5590,,,,534,,,,,,7477,,,7477,13601,6261,,,,,4789,,,,4789,11050,24651,0,6230,,,-417,,7159,12972,0,12972,37623,
12/31/1998,37024,2462,2183,279.0,3288,,,,8584,2162.0,24812.0,,-18625.0,2276,,,,16610,8589,20241.0,-11652.0,0,,,11825,2312.0,,,,9513,20414,,5263,5263,,,,869,,,,,,7642,,,7642,13774,6103,,,,,4831,,,,4831,10934,24708,0,5059,,,-1321,,8578,12316,0,12316,37024,
03/31/1999,37696,2674,2398,276.0,3491,3491.0,,,8997,2204.0,23981.0,,0.0,2118,,,,17280,8584,20376.0,-11792.0,0,,,11832,2291.0,2291.0,0.0,,9541,20416,,5588,5588,,,,821,,,,,,7526,,,7526,13935,6162,,,,,4852,,,,4852,11014,24949,0,6322,,,-1397,9175.0,-1353,12747,0,12747,37696,
06/30/1999,38061,3002,2777,225.0,3698,3698.0,,,8631,2158.0,22505.0,,0.0,2112,,,,17443,8601,20480.0,-11879.0,0,,,12017,5814.0,2270.0,3544.0,,6203,20618,,5419,5419,,,,810,,,,,,8186,,,8186,14415,6097,,,,,4873,,,,4873,10970,25385,0,6712,,,-1938,9605.0,-1703,12676,0,12676,38061,
09/30/1999,37194,2773,2673,100.0,3200,,,,8729,2191.0,22569.0,,-16031.0,2018,,,,16720,8435,20364.0,-11929.0,0,,,12039,2250.0,,,,9789,20474,,5465,5465,,,,744,,,,,,7962,,,7962,14171,5909,,,,,4894,,,,4894,10803,24974,0,6745,,,-2922,,8397,12220,0,12220,37194,
12/31/1999,36147,3454,3354,100.0,3453,,,,6539,2042.0,19537.0,,-15040.0,2266,,,,15712,8245,20119.0,-11874.0,0,,,12190,2233.0,,,,9957,20435,,4909,4909,,,,752,,,,,,7995,,,7995,13656,5980,,,,,5049,,,,5049,11029,24685,0,6743,,,-4161,,8880,11462,0,11462,36147,
03/31/2000,36560,2727,2628,99.0,3422,3422.0,,,7974,1979.0,21191.0,,-15196.0,2059,,,,16182,8142,20161.0,-12019.0,0,,,12236,2212.0,2212.0,0.0,,10024,20378,,4689,4689,,,,1044,,,,,,8145,,,8145,13878,5709,,,,,5118,,,,5118,10827,24705,0,6680,,,-4240,10905.0,-1490,11855,0,11855,36560,
06/30/2000,37477,4872,4772,100.0,3552,3552.0,,,6193,1912.0,19169.0,,-14888.0,2225,,,,16842,8070,20161.0,-12091.0,0,,,12565,2191.0,2191.0,0.0,,10374,20635,,5042,5042,,,,933,,,,,,8687,,,8687,14662,5657,,,,,5109,,,,5109,10766,25428,0,6873,,,-4468,11272.0,-1628,12049,0,12049,37477,
09/30/2000,39447,6262,6162,100.0,3693,3693.0,,,6071,1951.0,19351.0,,-15231.0,2071,,,,18097,7930,20155.0,-12225.0,0,,,13420,2434.0,2434.0,0.0,,10986,21350,,5155,5155,,,,692,,,,,,9171,,,9171,15018,7081,,,,,5195,,,,5195,12276,27294,0,7616,,,-4902,11882.0,-2443,12153,0,12153,39447,
12/31/2000,42677,1010,1010,0.0,5519,,,,6852,2075.0,19354.0,,-14577.0,3132,,,,16513,8814,20970.0,-12156.0,0,,,17350,5214.0,5214.0,0.0,,12136,26164,,5040,5040,,,,1232,1181.0,51.0,51.0,,,12655,,,12655,18927,7567,7238.0,329.0,329.0,,5163,,,,5163,12730,31657,0,7752,,,-6221,,9489,11020,0,11020,42677,
03/31/2001,43798,1552,1552,0.0,4524,4524.0,,,8016,2020.0,20330.0,,0.0,3079,,,,17171,8712,20828.0,-12116.0,0,,,17915,5247.0,5247.0,0.0,,12668,26627,,5421,5421,,,,658,,,,,,12027,,,12027,18106,8238,,,,,5220,,,,5220,13458,31564,0,7440,,,-6307,13327.0,-2242,12218,16,12234,43798,
06/30/2001,44697,1502,1502,0.0,4710,4710.0,,,7407,1973.0,19719.0,,0.0,3570,,,,17189,8701,,,0,,,18807,5223.0,5223.0,0.0,,13584,27508,,5216,5216,,,,780,,,,,,11777,,,11777,17773,9810,,,,,5605,,,,5605,15415,33188,0,7527,,,-7658,13873.0,-2247,11495,14,11509,44697,
09/30/2001,47905,1572,1572,0.0,4804,4804.0,,,7776,2018.0,20362.0,,0.0,3781,,,,17933,8695,,,0,,,21277,6536.0,6536.0,0.0,,14741,29972,,5285,5285,,,,2347,,,,,,13708,,,13708,21340,9306,,,,,5939,,,,5939,15245,36585,0,6716,,,-8516,14526.0,-1422,11304,16,11320,47905,
12/31/2001,48978,633,633,0.0,5156,,,,7559,2629.0,18391.0,,-13461.0,3497,,,,16845,8459,20828.0,-12369.0,0,,,23674,6443.0,6443.0,0.0,,17231,32133,,4793,4793,,,,1399,1337.0,62.0,62.0,,,14374,,,14374,20566,10866,10468.0,398.0,398.0,,6721,,,,6721,17587,38153,0,7034,,,-8509,,12300,10825,0,10825,48978,
03/31/2002,46551,643,643,0.0,5696,5696.0,,,6084,2546.0,17369.0,,0.0,3650,,,,16073,8444,20958.0,-12514.0,0,,,22034,3895.0,3895.0,0.0,,18139,30478,,5006,5006,,,,1551,,,,,,12658,,,12658,19215,11325,,,,,6258,,,,6258,17583,36798,0,7480,,,-8454,13091.0,-2364,9753,0,9753,46551,
06/30/2002,47228,816,816,0.0,5713,5713.0,,,5446,2646.0,16792.0,,0.0,3785,,,,15760,8415,20988.0,-12573.0,0,,,23053,3874.0,2751.0,1123.0,,19179,31468,,4714,4714,,,,1844,,,,,,12581,,,12581,19139,11312,,,,,6375,,,,6375,17687,36826,0,7462,,,-8446,13585.0,-2199,10402,0,10402,47228,
09/30/2002,48320,1702,1702,0.0,5207,5207.0,,,5902,2727.0,17021.0,,0.0,3800,,,,16611,8325,21018.0,-12693.0,0,,,23384,3852.0,2751.0,1101.0,,19532,31709,,4535,4535,,,,1617,,,,,,12872,,,12872,19024,11988,,,,,6405,,,,6405,18393,37417,0,7151,,,-8431,13957.0,-1774,10903,0,10903,48320,
12/31/2002,52342,2333,2333,0.0,5007,,,,6184,2713.0,17169.0,,-13698.0,3331,,,,16855,8765,21484.0,-12719.0,0,,,26722,3888.0,2760.0,1128.0,,22834,35487,,4431,4431,,,,1814,,,,,,13565,,,13565,19810,12589,,,,,12247,,,,12247,24836,44646,0,7200,,,-8397,14262.0,-5369,7696,0,7696,52342,
03/31/2003,51227,1993,1993,0.0,4929,4929.0,,,6426,2939.0,17024.0,,-13557.0,3366,,,,16714,8614,21402.0,-12788.0,0,,,25899,3015.0,1910.0,1105.0,,22884,34513,,4127,4127,,,,1801,1634.0,167.0,167.0,,,12506,,,12506,18434,13207,12963.0,244.0,244.0,,12302,,,,12302,25509,43943,0,6909,,,-8361,13784.0,-5048,7284,0,7284,51227,
06/30/2003,51651,1879,1879,0.0,5235,5235.0,,,6384,3886.0,16383.0,,-13885.0,2951,,,,16449,8521,21420.0,-12899.0,0,,,26681,2991.0,1910.0,1081.0,,23690,35202,,4175,4175,,,,1505,1337.0,168.0,168.0,,,13566,,,13566,19246,13083,12853.0,230.0,230.0,,12356,,,,12356,25439,44685,0,7400,,,-8350,14407.0,-6491,6966,0,6966,51651,
09/30/2003,52255,1733,1733,0.0,4422,4422.0,,,6630,3831.0,16047.0,,-13248.0,2830,,,,15615,8451,21506.0,-13055.0,0,,,28189,2968.0,1910.0,1058.0,,25221,36640,,4044,4044,,,,1550,1402.0,148.0,148.0,,,13350,,,13350,18944,13320,13105.0,215.0,215.0,,12641,,,,12641,25961,44905,0,7509,,,-8340,13561.0,-5380,7350,0,7350,52255,
12/31/2003,53035,4633,4633,0.0,4515,4515.0,,,5338,2707.0,16565.0,,0.0,2772,,,,17258,8432,21395.0,-12963.0,0,,,27345,2948.0,1913.0,1035.0,,24397,35777,,3822,3822,,,,1144,1056.0,88.0,88.0,,,13482,,,13482,18448,13299,12988.0,311.0,311.0,,13149,,,,13149,26448,44896,0,7939,,,-8322,14407.0,-5885,8139,0,8139,53035,
03/31/2004,53800,3950,3950,,5691,4844.0,,,5324,3078.0,10189.0,,-7943.0,1716,,,,16681,8383,21520.0,-13137.0,12588,,,16148,2927.0,1915.0,1012.0,,13221,37119,,4246,4246,,,,916,842.0,74.0,74.0,,,13410,,,13410,18572,13107,12835.0,272.0,272.0,,13262,,,,13262,26369,44941,0,7905,,,-8244,15030.0,-5832,8859,0,8859,53800,
06/30/2004,54283,6184,6184,0.0,4598,4598.0,,,4255,2839.0,15969.0,,-14553.0,3032,,,,18069,8252,21470.0,-13218.0,0,,,27962,2929.0,1923.0,1006.0,,25033,36214,,14198,14198,,,,2575,,,,,,4198,,,4198,20971,11084,,,,,13279,,,,13279,24363,45334,0,8271,,,-8359,15300.0,-6263,8949,0,8949,54283,
09/30/2004,55388,4312,4312,0.0,5204,5204.0,,,4280,2749.0,16306.0,,-14.775,2688,,,,16484,8333,21389.0,-13056.0,0,,,30571,2928.0,1947.0,981.0,,27643,38904,,14971,14971,,,,1320,1252.0,68.0,68.0,,,5191,,,5191,21482,11050,10809.0,241.0,241.0,,13314,,,,13314,24364,45846,0,8331,,,-8411,15759.0,-6137,9542,0,9542,55388,
12/31/2004,56224,3523,3204,319.0,5269,4653.0,,,6508,1890.0,19071.0,,-14453.0,2061,,,,17361,8443,21405.0,-12962.0,3050,,,27370,2903.0,1948.0,955.0,,24467,38863,,4563,4563,,,,1321,1250.0,71.0,71.0,,,17212,,,17212,23096,10879,10634.0,245.0,245.0,,10963,,,,10963,21842,44938,0,8479,,,-8810,15565.0,-3948,11286,0,11286,56224,
03/31/2005,56714,3497,3330,167.0,5812,5316.0,,,6079,2217.0,20961.0,,-17099.0,2057,,,,17445,8467,21438.0,-12971.0,13536,,,17266,2860.0,1928.0,932.0,,14406,39269,,15338,15338,,,,998,,,,,,7065,,,7065,23401,10782,,,,,11053,,,,11053,21835,45236,0,8755,,,-9154,16101.0,-4224,11478,0,11478,56714,
06/30/2005,56494,5168,4961,207.0,5530,5066.0,,,5508,2246.0,20013.0,,-16751.0,2037,,,,18243,8121,19538.0,-11417.0,9894,,,20236,2825.0,1906.0,919.0,,17411,38251,,15939,15939,,,,809,,,,,,7676,,,7676,24424,10223,,,,,10715,,,,10715,20938,45362,0,9068,,,-9637,16251.0,-4550,11132,0,11132,56494,
09/30/2005,58318,5074,4547,527.0,5451,4997.0,,,6877,2302.0,22037.0,0.0,-17462.0,1757,,,,19159,8268,19730.0,-11462.0,12613,,,18278,2811.0,1903.0,908.0,,15467,39159,,16912,16912,,,,726,726.0,0.0,0.0,,,8478,,,8478,26116,10136,10136.0,0.0,0.0,,12643,,,,12643,22779,48895,0,8901,,,-10365,17264.0,-6377,9423,0,9423,58318,
12/31/2005,59996,5966,5412,554.0,5613,5246.0,,,7878,2235.0,21939.0,,-16296.0,2449,,,,21906,8420,19692.0,-11272.0,12491,,,17179,2799.0,1924.0,875.0,,14380,38090,,16513,16513,,,,1189,1136.0,53.0,53.0,,,10424,,,10424,28126,9538,9381.0,157.0,157.0,,11273,,,,11273,20811,48937,0,9432,,,-11075,17276.0,-4574,11059,0,11059,59996,
03/31/2006,61408,7357,6781,576.0,5373,5019.0,,,7627,2132.0,22542.0,,-17047.0,2406,,,,22763,8891,20468.0,-11577.0,12361,,,17393,2772.0,1922.0,850.0,,14621,38645,,16719,16719,,,,1967,,,,,,10702,,,10702,29388,9057,,,,,11446,,,,11446,20503,49891,0,9704,,,-11217,17953.0,-4923,11517,0,11517,61408,
06/30/2006,61269,8134,7567,567.0,4930,4577.0,,,7562,2429.0,22280.0,,-17147.0,2545,,,,23171,9042,20847.0,-11805.0,11798,,,17258,2878.0,2037.0,841.0,,14380,38098,,17847,17847,,,,1499,,,,,,11011,,,11011,30357,8962,,,,,11581,,,,11581,20543,50900,0,9625,,,-11537,17293.0,-5012,10369,0,10369,61269,
09/30/2006,61458,5621,5198,423.0,5620,5256.0,,,8173,2792.0,23036.0,,-17655.0,2962,,,,22376,8670,20527.0,-11857.0,11655,,,18757,4679.0,3208.0,1471.0,,14078,39082,,16741,16741,,,,1582,,,,,,11337,,,11337,29660,8549,,,,,12223,,,,12223,20772,50432,0,9374,,,-12134,17989.0,-4203,11026,0,11026,61458,
12/31/2006,51794,6386,6118,268.0,5655,5285.0,,,8105,2888.0,21072.0,,-15855.0,2837,,,,22983,7675,19310.0,-11635.0,12605,,,8531,4745.0,3047.0,1698.0,,3786,28811,,5643,5643,,,,1381,1271.0,110.0,110.0,,,22677,,,22677,29701,8157,8124.0,33.0,33.0,,9197,,,,9197,17354,47055,0,9716,,,-12459,18453.0,-10971,4739,0,4739,51794,
03/31/2007,51556,5277,4836,441.0,5965,5505.0,,,8400,3185.0,21990.0,,-16775.0,2868,,,,22510,7837,19545.0,-11708.0,12276,,,8933,4811.0,3091.0,1720.0,,4122,29046,,15921,15921,,,,598,,,,,,11910,,,11910,28429,8149,,,,,9367,,,,9367,17516,45945,0,9752,,,-12667,19319.0,-10793,5611,0,5611,51556,
06/30/2007,53886,7631,7156,475.0,6488,6038.0,,,8480,3383.0,22768.0,,-17671.0,2924,,,,25523,7985,19789.0,-11804.0,11331,,,9047,4846.0,3092.0,1754.0,,4201,28363,,17174,17174,,,,561,,,,,,12392,,,12392,30127,8094,,,,,9808,,,,9808,17902,48029,0,9960,,,-13131,19810.0,-10782,5857,0,5857,53886,
09/30/2007,54787,9464,8948,516.0,6030,5634.0,,,8194,3319.0,23608.0,,-18733.0,2940,,,,26628,8182,20288.0,-12106.0,10978,,,8999,4846.0,3096.0,1750.0,,4153,28159,,16536,16536,,,,1025,,,,,,13306,,,13306,30867,7555,,,,,9959,,,,9959,17514,48381,0,10303,,,-13964,20920.0,-10853,6406,0,6406,54787,
12/31/2007,58986,9308,7042,2266.0,6068,5740.0,,,9563,3401.0,24869.0,,-18707.0,2341,,,,27280,8265,20180.0,-11915.0,10888,,,12553,4675.0,3081.0,1594.0,,7878,31706,,5714,5714,,,,762,745.0,17.0,17.0,,,25062,,,25062,31538,7455,7384.0,71.0,71.0,,10989,,,,10989,18444,49982,0,9818,,,-14842,21376.0,-7348,9004,0,9004,58986,
03/31/2008,60360,9588,7707,1881.0,6010,5784.0,,,10156,3067.0,27109.0,,-20020.0,2447,,,,28201,8376,20507.0,-12131.0,10421,,,13362,5371.0,3135.0,2236.0,,7991,32159,,17336,17336,,,,802,,,,,,14548,,,14548,32686,7428,,,,,11180,,,,11180,18608,51294,0,9418,,,-16006,22409.0,-6755,9066,0,9066,60360,
