Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2001,270.941986,,-119.398003,,151.543983,,-80.318001,,,,,,71.225998,-161.824002,,7.203,,,0.0,,154.621002,-90.598004,31.965,-58.632999,0.0,,,-58.633004,0.0,-58.632999,0.0,0.0,-58.632999,-58.632999,,106.343002,-0.55,-0.55,0.35,108.820999,-0.55,-0.55,0.35,
12/31/2001,293.91,,-125.398,,168.512,,-95.6,,,,,,72.912,4.21,4.501,5.931,-1.43,,0.0,,-8.711,77.122,-30.829,46.293,0.0,,,46.293,0.0,46.293,0.0,0.0,46.293,46.293,-6.487,106.51,0.43,0.43,0.37,108.12,0.43,0.43,0.37,
03/31/2002,285.69,,-135.687,,150.003,0.0,-94.076,62.263,,,,31.813,55.927,-4.591,3.601,5.2,-1.599,,0.0,1.059,-0.069,51.336,-19.251,32.085,0.0,,,32.085,0.0,32.085,0.0,0.0,32.085,32.085,,106.467,0.3,0.3,0.34,107.423,0.3,0.3,0.34,
06/30/2002,300.074005,,-131.994995,,168.07901,,-93.277,,,,,,74.802002,20.367,,5.783,,,0.0,,-26.15,95.169002,-35.213001,59.956001,0.0,,,59.956,0.0,59.956001,0.0,0.0,59.956001,59.956001,,106.514999,0.56,0.56,0.41,107.228996,0.56,0.56,0.41,
09/30/2002,307.859985,,-137.014999,,170.844986,,-93.550003,,,,,,77.294998,-13.119,,5.747,-1.869,,0.0,,9.241,64.175998,-23.518999,40.657001,0.0,,,40.656999,0.0,40.657001,0.0,0.0,40.657001,40.657001,,106.783997,0.38,0.38,0.43,107.198997,0.38,0.38,0.43,
12/31/2002,329.574,,-147.08,,182.494,,-106.323,,,,,,76.171,-7.762,4.013,5.391,-1.378,,0.0,,3.749,68.409,-25.311,43.098,0.0,,,43.098,0.0,43.098,0.0,0.0,43.098,43.098,5.274,106.934,0.41,0.41,0.46,107.559,0.4,0.4,0.45,
03/31/2003,336.922,,-149.601,,187.321,0.0,-108.578,67.659,,,,40.919,78.743,-3.66,4.099,5.341,-1.242,,0.0,-0.117,-0.322,75.083,-27.254,47.829,0.0,,,47.829,0.0,47.829,0.0,0.0,47.829,47.829,,106.942,0.45,0.45,0.45,107.622,0.44,0.44,0.44,
06/30/2003,355.880005,,-154.376007,,201.503998,,-115.699997,,,,,,85.804001,-6.187,,7.58,-1.442,,0.0,,0.049,79.617001,-28.902,50.715,0.0,,,50.715001,0.0,50.715,0.0,0.0,50.715,50.715,,107.134003,0.47,0.47,0.47,108.334,0.47,0.47,0.47,
09/30/2003,358.756012,,-142.330994,,216.425018,,-131.794998,,,,,,84.629997,-3.847,,5.98,-1.603,,0.0,,-0.53,80.782997,-29.323999,51.459,0.0,,,51.458998,0.0,51.459,0.0,0.0,51.459,51.459,,107.762001,0.48,0.48,0.47,109.657997,0.47,0.47,0.46,
12/31/2003,406.164001,,-178.343002,,227.820999,,-138.085007,,,,,,89.736,-7.107,,6.907,-1.219,,0.0,,1.419,82.629,-29.768,52.861,0.0,,,52.861,0.0,52.861,0.0,0.0,52.861,52.861,,107.879997,0.49,0.49,0.55,124.556999,0.45,0.45,0.5,
03/31/2004,409.65799,,-196.481003,,213.176987,,-125.024002,,,,,,88.153,-15.238,2.536,3.743,-1.207,,0.0,,12.702,72.915,-26.256001,46.659,0.0,,,46.658999,0.0,46.659,0.0,0.0,46.659,46.659,,108.580002,0.43,0.43,0.52,110.779999,0.42,0.42,0.51,
06/30/2004,399.368011,,-198.854004,,200.514008,,-129.681,,,,,,70.833,-16.254,0.632,1.647,-1.015,,0.0,,15.622,54.579,-19.652,34.926998,0.0,,,34.926999,0.0,34.926998,0.0,0.0,34.926998,34.926998,,109.049004,0.32,0.32,0.4,110.324997,0.32,0.32,0.4,
09/30/2004,408.018005,,-202.507996,,205.51001,,-124.341003,,,,,,81.168999,-58.293,,3.681,-1.504,,0.0,,56.115999,22.875999,-8.235,14.641,0.0,,,14.641,0.0,14.641,0.0,0.0,14.641,14.641,,109.442001,0.13,0.13,0.41,124.096001,0.13,0.13,0.41,
12/31/2004,423.507,,-222.951,,200.556,,-110.133,,,,,,90.423,-4.389,,4.259,-2.89,,0.0,,3.02,86.034,-31.402,54.632,0.0,,,54.632,0.0,54.632,0.0,0.0,54.632,54.632,,109.568,0.5,0.5,0.51,124.402,0.46,0.46,0.47,
03/31/2005,400.828003,,-206.949997,,193.878006,,-133.126999,,,,,,60.750999,0.714,-0.816,3.29,-4.106,,0.0,,0.102,61.465,-22.851999,38.612999,0.0,,,38.613,0.0,38.612999,0.0,0.0,38.612999,38.612999,,109.136002,0.35,0.35,0.35,124.103996,0.32,0.32,0.32,
06/30/2005,416.265991,,-211.212997,,205.052994,,-140.712006,,,,,,64.341003,0.11,-0.922,3.624,-4.546,,0.0,,0.812,64.451003,-24.002001,40.449001,0.0,,,40.449003,0.0,40.449001,0.0,0.0,40.449001,40.449001,,106.359001,0.38,0.38,0.38,121.252998,0.35,0.35,0.35,
09/30/2005,410.29599,,-210.809006,,199.486984,,-136.115005,,,,,,63.372002,-1.022,-0.238,4.69,-4.928,,0.0,,1.26,62.350002,-23.264,39.085999,0.0,,,39.086002,0.0,39.085999,0.0,0.0,39.085999,39.085999,,102.966003,0.38,0.38,0.38,118.157997,0.35,0.35,0.35,
12/31/2005,418.813,,-223.442,,195.371,,-140.247,,,,,,55.124,-23.456,-2.821,2.92,-5.741,,0.0,,26.277,31.668,-11.259,20.128,0.0,,,20.409,0.0,20.128,0.0,0.0,20.128,20.128,,105.8525,0.2,0.2,0.35,120.884,0.19,0.19,0.34,
03/31/2006,407.233002,,-234.753998,,172.479004,,-137.686996,,,,,,34.792,5.746,-2.951,3.301,-6.252,,0.0,,-2.795,40.538,-15.364,25.174,0.0,,,25.173999,0.0,25.174,0.0,0.0,25.174,25.174,,101.614998,0.25,0.25,0.23,116.541,0.23,0.23,0.21,
06/30/2006,510.356,,-330.86,,179.496,,-143.0,,,,,,36.496,-61.634,-3.591,3.322,-6.913,,0.0,,65.225,-25.138,9.527,-15.611,0.0,,,-15.611,0.0,-15.611,0.0,0.0,-15.611,-15.611,39.65,101.666,-0.15,-0.15,0.24,101.666,-0.15,-0.15,0.24,
09/30/2006,440.493,,-257.896,,182.597,,-133.306,,,,,,49.291,5.562,-5.787,3.814,-9.601,,0.0,,0.225,54.853,-20.46,34.393,0.0,,,34.393,0.0,34.393,0.0,0.0,34.393,34.393,2.8,101.865,0.34,0.34,0.37,116.353,0.31,0.31,0.33,
12/31/2006,621.162,,-409.973,,211.189,,-185.8,103.069,49.242,,,82.731,25.389,-506.591,5.993,11.645,-5.652,,0.0,,500.598,-481.202,-7.759,-488.961,0.0,,,-488.961,0.0,-488.961,0.0,0.0,-488.961,-488.961,,101.892,-4.8,-4.8,-1.509389,101.892,-4.8,-4.8,-1.509389,
03/31/2007,671.60498,,-424.720001,,246.884979,,-184.959,,,,,,61.925999,-10.273,10.947,13.876,-2.929,,0.0,,-0.674,51.652998,-20.041,31.612,0.0,,,31.611998,0.0,31.612,0.0,0.0,31.612,31.612,,101.928001,0.31,0.31,0.37,116.612,0.29,0.29,0.34,
06/30/2007,603.005,,-360.438,,242.567,,-176.82,,,,,,65.747,-8.319,9.672,11.475,-1.803,,0.0,,-1.353,57.428,-21.019,36.409,0.0,,,36.409,0.0,36.409,0.0,0.0,36.409,36.409,1.504482,102.093,0.36,0.36,0.37,117.08,0.33,0.33,0.34,
09/30/2007,594.706,,-346.42,,248.286,,-192.307,,,,,,55.979,-0.594,8.161,10.125,-1.964,,0.0,,-7.567,55.385,-20.779,34.606,0.0,,,34.606,0.0,34.606,0.0,0.0,34.606,34.606,2.55,102.453,0.34,0.34,0.36,117.421,0.31,0.31,0.33,
12/31/2007,627.335,,-373.178,,254.157,,-188.267,,,,,,65.89,-6.072,6.807,8.997,-2.19,,0.0,,-0.735,59.818,-21.415,38.403,0.0,,,38.403,0.0,38.403,0.0,0.0,38.403,38.403,1.143,103.792,0.37,0.37,0.38,112.95,0.34,0.34,0.35,
03/31/2008,626.949,,-380.102,,246.847,0.0,-164.827,106.633,56.08,,,58.194,82.02,-0.229,4.487,6.796,-2.309,,0.0,,-4.258,81.791,-31.162,50.629,0.0,,,50.629,0.0,50.629,0.0,0.0,50.629,50.629,,102.625,0.49,0.49,0.62,117.38,0.45,0.45,0.55,
06/30/2008,622.635986,,-359.89801,,262.737976,,-163.701004,,,,,,99.037003,-3.166,5.246,6.931,-1.685,,0.0,,-2.08,95.871002,-35.568001,60.303001,0.0,,,60.303002,0.0,60.303001,0.0,0.0,60.303001,60.303001,,102.727997,0.59,0.59,0.55,117.652,0.53,0.53,0.48,
09/30/2008,640.690979,,-386.654999,,254.03598,,-166.791,,,,,,87.245003,6.790999,4.848,7.005,-2.157,,0.0,,-11.638999,94.036002,-22.975,71.060997,0.0,,,71.061002,0.0,71.060997,0.0,0.0,71.060997,71.060997,,102.892998,0.69,0.69,0.52,117.995003,0.62,0.62,0.47,
12/31/2008,645.225,,-376.167,,269.058,,-179.565,,,,,,76.397,10.218,4.548,7.452,-2.904,,0.0,,-14.766,86.615,-30.229,56.386,0.0,,,56.386,0.0,56.386,0.0,0.0,56.386,56.386,,103.03,0.55,0.55,0.59,118.0,0.5,0.5,0.54,
03/31/2009,667.4,667.4,-388.7,388.7,278.7,0.0,-197.2,134.6,65.7,68.9,42.3,20.3,81.5,-1.5,2.7,4.7,-2.0,,,-2.2,1.0,80.0,-30.9,49.1,0.0,0.0,0.0,49.1,0.0,49.1,0.0,0.0,49.1,66.585,17.485,103.1,0.48,0.48,0.645829,118.2,0.43,0.43,0.577927,
06/30/2009,677.8,677.8,-393.1,393.1,284.7,0.0,-193.2,128.3,66.2,62.1,42.6,22.3,91.5,-0.9,3.3,4.6,-1.3,,,,-2.4,90.6,-37.6,53.0,0.0,0.0,0.0,53.0,,53.0,0.0,0.0,53.0,68.405,15.405,103.4,0.51,0.51,0.661557,118.8,0.46,0.46,0.589672,
09/30/2009,662.1,662.1,-353.7,353.7,308.4,0.0,-197.7,120.1,60.0,60.1,51.9,25.7,110.7,-8.4,8.0,9.0,-1.0,,,,0.4,102.3,-39.3,63.0,0.0,0.0,0.0,63.0,0.0,63.0,0.0,0.0,63.0,77.495,14.495,103.8,0.61,0.61,0.74658,117.1,0.55,0.55,0.673783,
12/31/2009,785.7,785.7,-461.3,461.3,324.4,0.0,-224.2,137.2,71.2,66.0,60.5,26.5,100.2,-10.5,15.2,15.9,-0.7,,,,-4.7,89.7,-32.8,56.9,0.0,0.0,0.0,56.9,0.0,56.9,0.0,0.0,56.9,69.77,12.87,109.7,0.52,0.52,0.636007,111.3,0.51,0.51,0.625633,
03/31/2010,856.5,856.5,-504.7,504.7,351.8,0.0,-251.5,152.0,77.6,74.4,59.5,40.0,100.3,6.2,19.9,20.3,-0.4,,,-2.5,-23.6,106.5,-36.7,69.8,0.0,0.0,0.0,69.8,0.0,69.8,0.0,0.0,69.8,77.47,7.67,121.7,0.57,0.57,0.636565,123.4,0.57,0.57,0.632156,
06/30/2010,875.3,875.3,-498.0,498.0,377.3,0.0,-261.6,156.6,80.7,75.9,61.8,43.2,115.7,-17.2,19.7,20.0,-0.3,,,,-2.5,98.5,-27.9,70.6,0.0,0.0,0.0,70.6,,70.6,,0.0,70.6,89.125,18.525,122.3,0.58,0.58,0.728741,124.0,0.57,0.57,0.719395,
09/30/2010,882.4,882.4,-484.6,484.6,397.8,0.0,-363.4,241.6,78.1,163.5,75.8,46.0,34.4,-20.9,21.1,21.4,-0.3,,,,-0.2,13.5,12.2,25.7,0.0,0.0,0.0,25.7,,25.7,0.0,0.0,25.7,96.94,71.24,122.6,0.21,0.21,0.790701,124.3,0.21,0.21,0.78313,
12/31/2010,952.7,952.7,-511.2,511.2,441.5,0.0,-386.5,205.9,83.6,122.3,99.0,81.6,55.0,-22.9,21.8,22.4,-0.6,,,,1.1,32.1,-14.9,17.2,0.0,0.0,0.0,17.2,1.1,18.3,0.0,0.0,18.3,80.635,62.335,123.1,0.15,0.15,0.655037,125.1,0.15,0.15,0.648281,
03/31/2011,876.5,876.5,-455.6,455.6,420.9,0.0,-310.1,164.8,85.5,79.3,74.3,71.0,110.8,-24.7,21.0,21.8,-0.8,,,,3.7,86.1,-41.3,44.8,0.0,0.0,0.0,44.8,0.5,45.3,0.0,0.0,45.3,61.55,16.25,123.7,0.37,0.37,0.497575,125.7,0.36,0.36,0.489276,
06/30/2011,1081.7,1081.7,-613.4,613.4,468.3,0.0,-350.0,187.5,102.1,85.4,80.5,82.0,118.3,-22.7,22.4,22.9,-0.5,,,,0.3,95.6,-43.2,52.4,0.0,0.0,0.0,52.4,0.3,52.7,0.0,0.0,52.7,65.505,12.805,124.5,0.42,0.42,0.526145,126.4,0.42,0.42,0.521305,
09/30/2011,1081.6,1081.6,-603.2,603.2,478.4,0.0,-338.6,189.6,104.4,85.2,73.4,75.6,139.8,-21.2,24.1,24.4,-0.3,,,,-2.9,118.6,-50.9,67.7,0.0,0.0,0.0,67.7,0.4,68.1,0.0,0.0,68.1,81.555,13.455,124.9,0.55,0.55,0.652962,126.9,0.54,0.54,0.646028,
12/31/2011,1544.6,1544.6,-892.7,892.7,651.9,0.0,-484.6,213.0,109.8,103.2,67.2,204.4,167.3,-11.6,12.2,12.7,-0.5,,,,-0.6,155.7,-61.5,94.2,0.0,0.0,0.0,94.2,0.6,94.8,,0.0,94.8,195.485,100.685,125.1,0.76,0.76,1.56263,127.0,0.75,0.75,1.542795,
03/31/2012,1524.3,1524.3,-904.3,904.3,620.0,0.0,-503.1,282.5,118.1,164.4,88.5,132.1,116.9,-19.8,21.3,21.7,-0.4,,,,-1.5,97.1,-42.3,54.8,0.0,0.0,0.0,54.8,,54.8,0.0,0.0,54.8,112.13,57.33,125.3,0.44,0.44,0.894892,127.2,0.43,0.43,0.880708,
06/30/2012,1355.2,1355.2,-754.0,754.0,601.2,0.0,-505.0,239.7,117.9,121.8,79.7,185.6,96.2,-177.1,20.5,21.0,-0.5,,,,156.6,-80.9,18.7,-62.2,0.0,0.0,0.0,-62.2,,-62.2,0.0,0.0,-62.2,111.805,174.005,125.8,-0.49,-0.49,0.888752,125.8,-0.49,-0.49,0.888752,
09/30/2012,1285.2,1285.2,-724.1,724.1,561.1,0.0,-472.1,224.8,114.7,110.1,112.5,134.8,89.0,22.7,19.0,19.4,-0.4,,,,-41.7,111.7,-35.0,76.7,0.0,0.0,0.0,76.7,0.0,76.7,0.0,0.0,76.7,107.12,30.42,126.0,0.61,0.61,0.850159,128.0,0.6,0.6,0.837656,
12/31/2012,1750.2,1750.2,-1008.0,1008.0,742.2,0.0,-723.5,424.3,195.8,228.5,121.1,178.1,18.7,98.5,53.4,54.6,-1.2,,,,-151.9,117.2,-88.2,29.0,0.0,0.0,0.0,29.0,-1.0,28.0,0.0,0.0,28.0,48.67,20.67,126.2,0.22,0.22,0.385658,130.7,0.21,0.21,0.368148,
03/31/2013,1895.5,1895.5,-1086.6,1086.6,808.9,0.0,-851.5,413.0,227.2,185.8,132.1,306.4,-42.6,-32.7,53.3,54.1,-0.8,,,,-20.6,-75.3,-28.2,-103.5,0.0,0.0,0.0,-103.5,0.7,-102.8,0.0,0.0,-102.8,280.895,383.695,130.2,-0.79,-0.79,2.157412,130.2,-0.79,-0.79,2.156966,
06/30/2013,1989.8,1989.8,-1050.3,1050.3,939.5,0.0,-1402.6,461.4,235.6,225.8,136.3,804.9,-463.1,-50.1,53.9,55.1,-1.2,,,,-3.8,-513.2,-51.4,-564.6,0.0,0.0,0.0,-564.6,-0.2,-564.8,0.0,0.0,-564.8,773.354891,1338.154891,132.2,-4.27,-4.27,5.849886,132.2,-4.27,-4.27,5.849886,
