Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1997,503.257996,232.051003,119.497002,112.554001,79.375999,,,16.594999,,,,,28.030001,,,,356.052002,86.149002,,,24.200001,36.856998,,,,,36.856998,147.206001,,31.771,31.771,,,,0,,,,,75.535,,,75.535,107.306,0,,,,,0.0,,,,,,0.0,0.0,107.306,0.0,138.860001,,,0.0,,257.09201,395.952011,0.0,395.952011,503.258011,
09/30/1997,605.22998,249.920006,142.363007,107.556999,143.014008,,,20.299,,,,,33.199001,,,,446.432007,91.106003,104.446999,-13.341,,67.692001,,,,,67.692001,158.798004,,54.985001,54.985001,,,,0,,,,,94.018005,,,94.018005,149.003006,0,,,,,0.0,,,,,,0.0,0.0,149.003006,0.0,198.888,,,0.0,,257.338989,456.22699,0.0,456.22699,605.229996,
12/31/1997,780.776978,290.94101,155.516006,135.425003,273.256989,,,32.258999,,,,,33.390999,,,,629.848022,93.100998,112.763,-19.662001,27.311001,30.517,,,,,30.517,150.928999,,95.490997,95.490997,,,,0,,,,,160.705017,,,160.705017,256.196014,0,,,,,0.0,,,,,,0.0,0.0,256.196014,0.0,211.225006,,,0.0,,313.355988,524.580994,0.0,524.580994,780.777008,
03/31/1998,745.68103,378.280991,215.962997,162.317993,139.373993,,,19.625999,,,,,52.529999,,,,589.810974,105.095001,186.462006,-81.366997,24.200001,26.575001,,,,,26.575001,155.870003,,56.233002,56.233002,,,,0,,,,,125.479996,,,125.479996,181.712997,0,,,,,0.0,,,,,,0.0,0.0,181.712997,0.0,234.895996,,,0.0,,329.071991,563.967987,0.0,563.967987,745.680984,
06/30/1998,703.14502,368.18,363.319,4.861,100.045998,,,19.01,2.817,,16.193001,0.0,53.558998,,,,540.794983,108.681,115.997002,-7.316,24.200001,29.469,3.363,,,,26.106,162.35,,41.551998,41.551998,,,,0,0.0,0.0,0.0,,83.678005,,,83.678005,125.230003,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,125.230003,0.0,243.339996,,,0.0,,332.235992,575.575989,2.339,577.914989,703.144992,
09/30/1998,779.320984,163.066005,160.339005,2.727,202.25,,,26.113001,5.007,,21.106001,0.0,76.988998,,,,468.417999,157.746994,172.011002,-14.264,24.200001,128.955994,,,,,128.955994,310.902988,,78.108002,78.108002,,,,0,0.0,0.0,0.0,,134.888992,,,134.888992,212.996994,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,212.996994,0.0,253.923996,,,0.0,,309.920013,563.844009,2.48,566.324009,779.321003,
12/31/1998,936.48999,203.879992,201.235992,2.644,314.649994,,,30.249001,4.705,,25.544001,0.0,67.318001,,,,616.096985,169.227005,195.809006,-26.582001,24.200001,126.966003,,,,,126.966003,320.393009,,70.581001,70.581001,,,,0,0.0,0.0,0.0,,221.706993,,,221.706993,292.287994,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,292.287994,0.0,260.333008,,,0.0,,380.920013,641.253021,2.949,644.202021,936.490016,
03/31/1999,901.872986,317.705994,242.207993,75.498001,149.468002,,,22.375999,2.983,,19.393,0.0,79.915001,,,,569.465027,181.266006,271.17099,-89.904999,18.4,132.742004,90.681999,,,,42.060005,332.40801,,63.881001,63.881001,,,,0,0.0,0.0,0.0,,172.327999,,,172.327999,236.209,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,236.209,0.0,268.312012,,,-4.926,,399.543005,662.929016,2.733,665.662016,901.871016,
06/30/1999,863.065002,323.993992,319.666992,4.327,73.296997,,,16.003,1.265,,14.738,0.0,101.995003,,,,515.289001,192.628006,289.803009,-97.175003,18.4,136.748001,88.098999,,,,48.649002,347.776007,,44.111,44.111,,,,0,0.0,0.0,0.0,,133.264,,,133.264,177.375,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,177.375,0.0,284.553009,,,0.0,,398.515015,683.068024,2.622,685.690024,863.065024,
09/30/1999,1003.609985,230.440994,224.343994,6.097,265.748993,,,23.878,1.537,,22.341,0.0,115.329002,,,,635.396973,215.679001,320.820007,-105.140999,18.4,134.134003,86.065002,,,,48.069,368.213003,,95.858002,95.858002,,,,0,0.0,0.0,0.0,,164.832001,,,164.832001,260.690002,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,260.690002,0.0,318.756989,,,0.0,,420.984009,739.740997,3.179,742.919997,1003.61,
12/31/1999,1180.769043,248.616998,247.169998,1.447,377.920013,,,22.837999,1.848,,20.99,0.0,114.765999,,,,764.140991,243.794998,356.317993,-112.523003,18.4,154.432999,83.542,,,,70.890999,416.627996,,89.973,89.973,,,,0,0.0,0.0,0.0,,222.411003,,,222.411003,312.384003,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,312.384003,0.0,359.154999,,,0.0,,506.178009,865.333008,3.052,868.385008,1180.769011,
03/31/2000,1192.312012,340.039986,339.803986,0.236,234.087006,,,22.986,0.92,,22.066,0.0,108.209999,,,,705.322998,285.466003,406.601013,-121.135002,8.4,193.123001,117.236,,,,75.887001,486.989004,,97.703003,97.703003,,,,0,0.0,0.0,0.0,,167.598999,,,167.598999,265.302002,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,265.302002,0.0,413.385986,,,0.0,,510.006989,923.392975,3.617,927.009975,1192.311977,
06/30/2000,1036.994019,299.204,296.944,2.26,84.973999,,,25.705,1.24,,24.465,0.0,115.790001,,,,525.672974,318.447998,448.273987,-129.826004,8.4,184.473007,113.140999,,,,71.332008,511.321005,,47.573002,47.573002,,,,0,0.0,0.0,0.0,,101.923992,,,101.923992,149.496994,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,149.496994,0.0,419.963013,,,0.0,,463.395996,883.359009,4.138,887.497009,1036.994003,
09/30/2000,1115.099976,270.965002,253.817001,17.148001,148.095993,,,19.285,3.918,,15.367,0.0,143.757996,,,,582.104004,335.962006,473.850006,-137.888,8.4,188.634003,108.585999,,,,80.048004,532.996008,,74.689003,74.689003,,,,0,0.0,0.0,0.0,,142.219002,,,142.219002,216.908005,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,216.908005,0.0,460.820007,,,0.0,,433.178009,893.998016,4.194,898.192016,1115.100021,
12/31/2000,1337.276001,312.626015,295.377014,17.249001,356.484009,,,19.851999,1.141,,18.711,0.0,120.447998,,,,809.409973,340.187012,,,8.4,179.279007,103.889,,,,75.390007,527.866018,,68.192001,68.192001,,,,0,0.0,0.0,0.0,,251.861008,,,251.861008,320.053009,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,320.053009,0.0,489.579987,,,0.0,,523.335999,1012.915985,4.307,1017.222985,1337.275994,
03/31/2001,1378.917969,476.514005,466.492004,10.022,174.449005,,,15.686,0.976,,14.71,0.0,152.078003,,,,818.72699,337.199005,500.02301,-162.824005,8.4,214.591995,136.764008,,,,77.827988,560.191,,73.060997,73.060997,,,,0,0.0,0.0,0.0,,266.965004,,,266.965004,340.026001,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,340.026001,0.0,541.763977,,,0.0,,492.583008,1034.346985,4.545,1038.891985,1378.917986,
06/30/2001,1288.978027,468.962,460.194,8.768,76.990997,,,16.02,1.276,,14.744,0.0,171.632996,,,,733.606018,337.358002,,,8.4,209.613998,130.278,,,,79.335999,555.372,,59.167999,59.167999,,,,0,0.0,0.0,0.0,,187.837006,,,187.837006,247.005005,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,247.005005,0.0,590.164978,,,0.0,,447.497986,1037.662964,4.31,1041.972964,1288.977969,
09/30/2001,1294.151978,412.526007,407.945007,4.581,103.538002,,,20.819,,,,0.0,205.927002,,,,742.809998,337.130005,,,8.4,205.811996,124.226997,,,,81.584999,551.342001,,79.689003,79.689003,,,,0,0.0,0.0,0.0,,193.991997,,,193.991997,273.681,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,273.681,0.0,608.71698,,,-6.824,,414.659998,1016.552979,3.918,1020.470978,1294.151978,
12/31/2001,1695.373047,494.124011,486.84201,7.282,463.384003,,,24.917999,3.216,,21.702,0.0,186.662994,,,,1169.088989,322.790009,,,8.4,195.093994,116.161003,,,,78.932991,526.284002,,153.699005,153.699005,,,,0,0.0,0.0,0.0,,367.537018,,,367.537018,521.236023,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,521.236023,0.0,634.372009,,,-11.922,,548.094974,1170.544983,3.592,1174.136983,1695.373006,
03/31/2002,1699.374023,803.804974,796.935974,6.869,190.494995,,,23.780001,1.025,,22.754999,0.0,134.462997,,,,1152.542969,308.826996,515.517029,-206.690002,0.0,238.003998,110.512001,69.050003,41.461998,,127.491997,546.830994,,88.563004,88.563004,,,,0,0.0,0.0,0.0,,364.418991,,,364.418991,452.981995,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,452.981995,0.0,651.223022,,,0.0,,592.070984,1243.294006,3.098,1246.392006,1699.374001,
06/30/2002,1673.86499,832.269028,588.538025,243.731003,118.347,,,24.073999,1.757,,22.316999,,155.582001,,,,1130.271973,309.891998,,,0.0,233.701004,108.212997,69.050003,39.162994,,125.488007,543.593002,,86.325996,86.325996,,,,0,0.0,0.0,0.0,,298.964012,,,298.964012,385.290009,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,385.290009,0.0,677.413025,,,0.0,,608.700012,1286.113037,2.462,1288.575037,1673.865046,
09/30/2002,1847.084961,927.292999,627.471008,299.821991,139.365997,,,36.827,7.196,,29.631001,,195.699005,,,,1299.185059,307.056,,,0.0,240.843994,121.484001,84.822998,36.661003,,119.359993,547.899994,,120.32,120.32,,,,0,0.0,0.0,0.0,,333.557991,,,333.557991,453.877991,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,453.877991,0.0,731.223999,,,0.0,,660.562988,1391.786987,1.42,1393.206987,1847.084978,
12/31/2002,2461.024902,1166.666992,766.067993,400.598999,609.028992,,,33.216,2.612,,30.604,,120.371002,,,,1929.282959,302.230988,,,0.0,229.511002,119.405998,84.988998,34.417,,110.105003,531.741989,,146.815994,146.815994,,,,0,0.0,0.0,0.0,,599.783981,,,599.783981,746.599976,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,746.599976,0.0,798.421021,,,0.0,,913.127991,1711.549011,2.876,1714.425011,2461.024987,
03/31/2003,2359.532959,1588.729004,949.994995,638.734009,82.083,,,25.17,1.09,,24.08,0.0,215.154999,,,,1911.136963,262.252014,569.221008,-306.968994,0.0,186.143997,107.332001,86.030998,21.301003,,78.811996,448.396011,,106.329002,106.329002,,,,0,0.0,0.0,0.0,,464.546974,,,464.546974,570.875977,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,570.875977,0.0,859.312988,,,0.0,,925.426025,1784.739014,3.918,1788.657014,2359.53299,
06/30/2003,2348.202881,1623.290039,810.697021,812.593018,37.210999,,,17.034,1.827,0.0,15.027,0.0,238.975006,,,,1916.51001,273.263,,,0.0,158.429993,109.195,88.542,20.653,,49.234993,431.692993,,67.377998,67.377998,,,,0,0.0,0.0,0.0,,372.379997,,,372.379997,439.757996,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,439.757996,0.0,952.650024,,,0.0,942.26001,13.534973,1908.445007,0.0,1908.445007,2348.203003,
09/30/2003,2617.033936,1734.944946,376.125,1358.819946,202.802002,,,39.209,3.632,,35.577,0.0,216.087006,,,,2193.042969,273.304993,,,0.0,150.686005,108.433998,88.650002,19.783997,,42.252007,423.990997,,129.348007,129.348007,,,,0,0.0,0.0,0.0,,416.250992,,,416.250992,545.598999,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,545.598999,0.0,1039.688965,,,0.0,1018.848022,12.897949,2071.434937,0.0,2071.434937,2617.033936,
12/31/2003,3338.427979,1826.759033,573.01001,1253.749023,837.020996,,,64.765999,6.368,,58.397999,0.0,179.694,,,,2908.23999,280.026001,,,0.0,150.162003,109.008003,89.858002,19.150002,,41.153999,430.188004,,158.742996,158.742996,,,,0,0.0,0.0,0.0,,682.764999,,,682.764999,841.507996,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,841.507996,0.0,1067.987061,,,0.0,1411.144043,17.78894,2496.920044,0.0,2496.920044,3338.42804,
03/31/2004,3400.611084,2415.571014,2149.88501,265.686005,211.916,,,55.143002,2.263,,52.880001,0.0,228.177002,,,,2910.806885,298.072998,629.216003,-331.143005,0.0,191.731003,110.445,91.976997,18.468002,,81.286003,489.804001,,114.086998,114.086998,,,,0,0.0,0.0,0.0,,608.165993,,,608.165993,722.252991,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,722.252991,0.0,1156.694946,,,0.0,1501.18396,20.479004,2678.35791,0.0,2678.35791,3400.610901,
06/30/2004,3370.23999,2371.359985,1133.170044,1238.189941,169.619995,,,53.033001,6.611,,46.422001,0.0,247.781006,,,,2841.800049,292.867004,624.939026,-332.071991,0.0,235.572006,109.765999,91.575996,18.190002,,125.806007,528.439011,,65.556,65.556,,,,0,0.0,0.0,0.0,,520.431976,,,520.431976,585.987976,0,0.0,0.0,0.0,,37.653999,,,,,,37.653999,37.653999,623.641975,0.0,1213.969971,,,0.0,1525.410034,7.209961,2746.589966,0.0,2746.589966,3370.231941,
09/30/2004,3702.659912,2489.920044,1386.030029,1103.890015,379.389008,0.123,,79.272003,7.544,,71.727997,0.0,221.686996,,,,3170.27002,297.484985,632.822021,-335.337006,0.0,234.904007,109.862999,92.648003,17.214996,,125.041008,532.388992,,172.016998,172.016998,,,,0,0.0,0.0,0.0,,587.274994,,,587.274994,759.291992,0,0.0,0.0,0.0,,36.615002,,,,,,36.615002,36.615002,795.906994,0.0,1267.609985,,,0.0,1622.660034,16.469971,2906.73999,0.0,2906.73999,3702.646984,
12/31/2004,4436.081,2569.148,963.239,1605.909,892.133,892.133,,84.424,1.601,0.0,82.823,0.0,269.678,,,,3815.383,329.01,684.396,-355.386,0.0,291.688,159.729,122.166,37.563,24.918,107.041,620.698,,196.409,196.409,,,,0,0.0,0.0,0.0,,867.814,,,867.814,1064.223,0,0.0,0.0,0.0,,36.996,,,,,,36.996,36.996,1101.219,0.0,1313.375,,,0.0,1997.762,23.725,3334.862,0.0,3334.862,4436.081,
