Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2014,-18.38,69.502,49.185,85.961,-0.108,80.966,5.103,-335.322,,-335.322,0.0,159.39,-48.282,25.363,25.363,0.0,-73.645,-73.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.672,-141.15,-33.294,-0.001,0.0,0.0,-0.001,-78.446,8.691,-87.137,-29.409,-48.966,-49.106,98.0,9.0,
12/31/2014,235.225,214.543,48.1,5.205,-0.124,4.01,1.319,-34.754,,-34.754,,-18.395,-68.739,33.404,33.404,0.0,-102.143,-102.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.344,-104.142,-33.243,494.595,0.0,494.595,0.0,-495.094,0.352,-495.446,-70.4,-19.76,92.928,-11.529,2.509,
03/31/2015,39.282,144.079,48.026,206.442,,143.601,62.841,-52.775,0.0,-52.775,0.0,-18.145,-43.978,29.905,29.905,0.0,-73.883,-73.883,0.0,0.0,0.0,0.0,-21.537,0.0,0.0,-21.537,47.37,-153.97,-32.363,0.0,0.0,0.0,0.0,-110.735,0.923,-111.658,-10.872,-48.999,-181.832,62.0,10.0,
06/30/2015,164.907,148.507,47.114,28.468,-0.867,3.34,25.995,-59.182,,-59.182,0.0,-68.832,-34.619,24.985,24.985,0.0,-59.604,-59.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.213,-202.436,-31.168,-28.425,0.0,0.0,-28.425,-101.489,1.106,-102.595,-41.354,18.828,-87.533,53.0,11.0,
09/30/2015,366.234,171.283,46.489,-140.872,,-68.639,-72.233,290.238,,290.238,,-83.272,-32.078,15.513,15.513,0.0,-47.591,-47.591,0.0,0.0,0.0,0.0,45.566,45.566,0.0,0.0,-96.76,-177.803,-31.022,0.0,0.0,0.0,0.0,-145.307,0.0,-145.307,-1.474,-47.52,57.639,33.0,9.0,
12/31/2015,278.709,-51.4,48.109,159.528,,-73.627,233.155,125.615,,125.615,,103.742,46.86,106.002,106.002,0.0,-59.142,-59.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.882,-194.021,-30.651,0.0,0.0,0.0,0.0,-149.48,0.618,-150.098,-13.89,-19.943,168.487,101.921,10.585,
03/31/2016,114.655,104.323,47.369,89.012,,34.286,54.726,-126.049,0.0,-126.049,0.0,-559.948,-22.695,25.881,25.881,0.0,-48.576,-48.576,0.0,0.0,0.0,0.0,-643.188,0.0,-240.754,-402.434,105.935,170.821,-29.941,226.679,0.0,552.958,-326.279,-7.037,2.681,-9.718,-18.88,22.077,-252.395,27.0,13.0,
06/30/2016,-24.111,101.813,61.212,28.474,,-10.314,38.788,-215.61,,-215.61,0.0,-13.097,-45.603,13.166,13.166,0.0,-58.769,-58.769,0.0,0.0,0.0,0.0,402.448,0.0,0.014,402.434,-369.942,-2.38,-29.392,25.926,32.156,0.0,-6.23,0.463,0.463,0.0,0.623,-30.849,-70.437,50.0,25.0,
09/30/2016,361.94,4.804,58.958,14.057,,34.8,-20.743,284.121,,284.121,,-143.733,-36.443,21.726,21.726,0.0,-58.169,-58.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.29,-70.632,-29.693,-32.502,,,,0.171,0.171,0.0,-8.608,5.745,153.32,61.0,17.0,
12/31/2016,253.435,70.461,58.374,-68.331,,-66.684,-1.647,192.931,,192.931,,-24.573,-50.001,20.389,20.389,0.0,-70.39,-70.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.428,-108.159,-28.969,-39.197,-33.297,0.0,-5.9,0.343,0.343,0.0,-40.336,-50.641,70.062,26.836,17.057,
03/31/2017,270.235,60.611,55.777,71.068,,52.081,18.987,82.779,0.0,82.779,0.0,-96.268,-52.232,14.652,14.652,0.0,-66.884,-66.884,0.0,0.0,0.0,0.0,-86.026,0.0,0.0,-86.026,41.99,-77.489,-29.996,-53.455,-53.455,0.0,0.0,5.787,5.787,0.0,0.175,20.667,117.145,34.0,23.0,
06/30/2017,157.691,-24.025,55.664,42.203,,24.785,17.418,83.849,,83.849,0.0,-276.364,-61.413,13.256,13.256,0.0,-74.669,-74.669,0.0,0.0,0.0,0.0,-105.098,0.0,0.0,-105.098,-109.853,-45.662,-29.285,0.0,0.0,0.0,0.0,2.509,2.509,0.0,-18.886,16.553,-147.782,-33.841,13.0,
09/30/2017,122.711,94.463,56.514,51.547,,22.897,28.65,-79.813,,-79.813,0.0,-83.38,-46.833,27.95,27.95,0.0,-74.783,-74.783,0.0,0.0,0.0,0.0,-50.453,0.0,0.0,-50.453,13.906,-37.031,-29.342,0.0,0.0,0.0,0.0,0.507,0.507,0.0,-8.196,4.93,7.23,167.841,12.0,
12/31/2017,51.334,60.328,57.314,32.406,,0.523,31.883,-98.714,,-98.714,0.0,-28.266,-26.527,40.244,40.244,0.0,-66.771,-66.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.739,-55.32,-29.372,0.0,0.0,0.0,0.0,0.577,0.577,0.0,-26.525,9.298,-22.954,7.045,13.56,
03/31/2018,-136.002,-17.59,56.654,-24.015,,-37.92,13.905,-151.051,0.0,-151.051,0.0,66.882,-48.588,16.494,16.494,0.0,-65.082,-65.082,0.0,0.0,0.0,0.0,-15.574,0.0,0.0,-15.574,131.044,-57.979,-30.242,0.0,0.0,0.0,0.0,4.019,4.019,0.0,-31.756,8.978,-118.121,36.0,24.0,
06/30/2018,3.402,114.832,55.252,76.629,,53.539,23.09,-243.311,,-243.311,0.0,17.106,-21.778,23.591,23.591,0.0,-45.369,-45.369,0.0,0.0,0.0,0.0,-1.116,0.0,0.0,-1.116,40.0,17.531,-29.399,49.645,0.0,49.645,0.0,1.364,1.364,0.0,-4.079,-42.033,-3.994,-35.958,12.0,
09/30/2018,121.315,77.345,53.013,-97.938,,15.35,-113.288,88.895,,88.895,,-155.728,-17.442,20.778,20.778,0.0,-38.22,-38.22,0.0,0.0,0.0,0.0,-17.109,0.0,0.0,-17.109,-121.177,32.074,-29.552,74.796,0.0,578.081,-503.285,1.787,1.787,0.0,-14.957,0.175,-2.164,65.958,16.0,
12/31/2018,173.449,50.246,51.737,63.721,,39.625,24.096,7.745,,7.745,0.0,73.123,-42.152,20.175,20.175,0.0,-62.327,-62.327,0.0,0.0,0.0,0.0,85.596,0.0,0.0,85.596,29.679,-132.117,-29.541,-24.5,-24.5,0.0,0.0,-49.934,0.088,-50.022,-28.193,-29.505,84.95,-94.408,14.514,
03/31/2019,-17.476,-58.426,49.831,5.047,,-25.549,30.596,-13.928,0.0,-13.928,0.0,67.756,-37.452,10.72,10.72,0.0,-48.172,-48.172,0.0,0.0,0.0,0.0,-12.001,0.0,0.0,-12.001,117.209,-29.82,-30.005,0.0,0.0,0.0,0.0,1.466,1.466,0.0,-1.281,20.571,41.031,33.0,28.0,
06/30/2019,108.911,-554.808,47.083,-123.707,,-147.939,24.232,740.343,,740.343,0.0,-23.754,-38.209,14.459,14.459,0.0,-52.668,-52.668,0.0,0.0,0.0,0.0,-15.055,0.0,0.0,-15.055,29.51,-27.989,-29.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,-5.66,51.508,96.0,14.0,
09/30/2019,-24.537,-741.984,45.132,771.721,,444.484,327.237,-99.406,,-99.406,,30.676,-7.966,31.252,31.252,0.0,-39.218,-39.218,0.0,0.0,0.0,0.0,-7.446,0.0,0.0,-7.446,46.088,-29.331,-29.384,21.206,0.0,21.206,0.0,0.0,0.0,0.0,-21.153,-28.989,-52.181,51.0,17.0,
