Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2000,2129.376953,,-1479.706055,,649.670898,,-488.843994,,,,,,160.826996,0.0,16.023001,16.023001,,,,-16.023001,160.826996,-64.234001,96.593002,,,,96.592995,,96.593002,,,96.593002,96.593002,,176.339996,0.55,0.55,0.55,176.709,0.55,0.55,0.55,
09/30/2000,2150.572021,,-1494.775024,,655.796997,,-502.403015,,,,,,153.393997,0.0,16.122999,16.122999,,,,-16.122999,153.393997,-61.665001,91.728996,,,,91.728996,,91.728996,,,91.728996,91.728996,,174.192001,0.53,0.53,0.53,174.459,0.53,0.53,0.53,
12/31/2000,2018.916016,,-1338.938965,,679.977051,,-500.177002,,,,,,179.800003,0.0,16.190001,16.190001,,0.0,,-16.190001,179.800003,-74.528,105.272003,0.0,,,105.272003,0.0,105.272003,0.0,0.0,105.272003,105.272003,,172.761993,0.61,0.61,0.61,173.024994,0.61,0.61,0.61,
03/31/2001,2054.971924,,-1431.812988,,623.158936,,-474.369995,,,,,,148.789001,0.0,15.685,15.685,,0.0,,-15.685,148.789001,-59.515999,89.273003,0.0,,,89.273003,0.0,89.273003,0.0,0.0,89.273003,89.273003,,172.087006,0.52,0.52,0.52,172.826004,0.52,0.52,0.52,
06/30/2001,2118.976074,,-1475.999023,,642.977051,,-485.164001,,,,,,157.813004,0.0,15.097,15.097,,0.0,,-15.097,157.813004,-63.125,94.688004,0.0,,,94.688004,0.0,94.688004,0.0,0.0,94.688004,94.688004,,172.483002,0.55,0.55,0.55,173.360992,0.55,0.55,0.55,
09/30/2001,2099.190918,,-1468.879028,,630.31189,,-483.286011,,,,,,147.026001,0.0,13.956,13.956,,0.0,,-13.956,147.026001,-58.810001,88.216003,0.0,,,88.216,0.0,88.216003,0.0,0.0,88.216003,88.216003,,173.080994,0.51,0.51,0.51,173.981995,0.51,0.51,0.51,
12/31/2001,1947.529053,,-1322.483032,,625.046021,,-508.739014,,,,,,116.306999,-88.599998,14.678,14.678,,0.0,,73.921997,27.707002,-17.415001,24.969999,0.0,,,10.292001,0.0,24.969999,0.0,0.0,24.969999,24.969999,,173.389008,0.14,0.14,0.52,174.395004,0.14,0.14,0.51,
03/31/2002,1977.743042,,-1373.774048,,603.968994,,-461.066986,,,,,,142.901993,-24.316,16.448999,16.448999,,0.0,,7.867,118.585993,-55.875,62.710999,395.089996,,,-332.379003,0.0,-332.378998,0.0,0.0,-332.378998,-332.378998,,173.876999,-1.912,0.361,0.361,174.882004,-1.901,0.359,0.359,
06/30/2002,2130.924072,,-1486.692017,,644.232056,,-486.519989,,,,,,157.712006,0.0,16.409,16.409,,0.0,,-16.409,157.712006,-61.665001,96.046997,0.0,,,96.047005,0.0,96.046997,0.0,0.0,96.046997,96.046997,,174.445007,0.55,0.55,0.55,175.348007,0.55,0.55,0.55,
09/30/2002,2156.759033,,-1506.965942,,649.793091,,-494.632996,,,,,,155.160004,0.0,14.81,14.81,,0.0,,-14.81,155.160004,-61.132999,94.027,0.0,,,94.027004,0.0,94.027,0.0,0.0,94.027,94.027,,174.709,0.54,0.54,0.54,175.251007,0.54,0.54,0.54,
12/31/2002,1993.500977,,-1337.317017,,656.18396,,-506.221985,,,,,,149.962006,-11.972,11.972,11.972,,0.0,,0.0,137.990005,-59.563,90.399002,0.0,,,78.427006,0.0,90.399002,0.0,0.0,90.399002,90.399002,,174.434006,0.52,0.52,0.52,174.945007,0.52,0.52,0.52,
03/31/2003,2021.858032,,-1383.517944,,638.340088,,-479.450989,,,,,,158.889008,-13.694,13.694,13.694,,0.0,,0.0,145.195007,-56.771,88.424004,19.541,,,68.883007,0.0,68.883003,0.0,0.0,68.883003,68.883003,,174.145996,0.4,0.51,0.51,174.602005,0.39,0.51,0.51,
06/30/2003,2152.793945,,-1501.411011,,651.382935,,-490.006012,,,,,,161.376999,-13.35,13.35,13.35,,0.0,,0.0,148.026999,-57.879002,90.148003,0.0,,,90.147997,0.0,90.148003,0.0,0.0,90.148003,90.148003,,173.895004,0.52,0.52,0.52,174.460007,0.52,0.52,0.52,
09/30/2003,2189.387939,,-1537.438965,,651.948975,,-493.92099,,,,,,158.028,-12.982,12.982,12.982,,0.0,,0.0,145.046,-56.713001,88.333,0.0,,,88.332998,0.0,88.333,0.0,0.0,88.333,88.333,,173.947998,0.51,0.51,0.51,174.429001,0.51,0.51,0.51,
12/31/2003,2085.26,,-1404.316,,680.944,,-535.957,,,,,,144.987,-11.512,11.512,11.512,,0.0,,0.0,133.475,-46.738,86.737,0.0,,,86.737,0.0,86.737,0.0,0.0,86.737,86.737,,173.994,0.5,0.5,0.5,174.467,0.5,0.5,0.5,
03/31/2004,2196.99,,-1510.08,,686.91,,-514.537,,,,,,172.373,-9.977,9.977,9.977,,0.0,,0.0,162.396,-62.198,100.198,0.0,,,100.198,0.0,100.198,0.0,0.0,100.198,100.198,,174.32,0.57,0.57,0.57,174.9,0.57,0.57,0.57,
06/30/2004,2297.686,,-1604.621,,693.065,,-529.132,,,,,,163.933,0.0,9.87,9.87,,,,-9.87,163.933,-62.787,101.146,,,,101.146,,101.146,,,101.146,101.146,,174.829,0.58,0.58,0.58,175.644,0.58,0.58,0.58,
09/30/2004,2349.283,,-1649.89,,699.393,0.0,-541.675,541.675,,,,0.0,157.718,0.0,,9.307,,,,-9.307,157.718,-59.825,97.893,,,,97.893,,97.893,0.0,0.0,97.893,97.893,,174.792,0.56,0.56,0.56,175.813,0.56,0.56,0.56,
12/31/2004,2253.308,,-1502.953,,750.355,,-608.46,,,,,,141.895,9.977,8.106,8.106,,,,-18.083,151.872,-55.557,96.315,,,,96.315,,96.315,,,96.315,96.315,,174.687,0.55,0.55,0.55,175.66,0.54,0.54,0.54,
03/31/2005,2342.200928,,-1605.720947,,736.47998,,-564.27002,,,,,,172.210007,0.0,7.947,7.947,,0.0,,-7.947,172.210007,-65.612,106.598,0.0,,,106.598007,0.0,106.598,0.0,0.0,106.598,106.598,,174.772003,0.61,0.61,0.61,176.035995,0.61,0.61,0.61,
06/30/2005,2475.656982,,-1714.400024,,761.256958,,-581.419006,,,,,,179.837997,0.0,7.263,7.263,,0.0,,-7.263,179.837997,-68.871002,110.967003,0.0,,,110.966995,0.0,110.967003,0.0,0.0,110.967003,110.967003,,174.270004,0.64,0.64,0.64,175.231995,0.63,0.63,0.63,
09/30/2005,2555.50293,,-1777.000977,,778.501953,,-598.403015,,,,,,180.098999,0.0,8.159,8.159,,0.0,,-8.159,180.098999,-69.223,110.875999,0.0,,,110.875999,0.0,110.875999,0.0,0.0,110.875999,110.875999,,173.929001,0.64,0.64,0.64,174.884995,0.63,0.63,0.63,
12/31/2005,2409.689,,-1621.842,,787.847,,-610.93,,,,,,176.917,0.0,6.195,6.195,,0.0,,-6.195,176.917,-67.924,108.993,0.0,,,108.993,0.0,108.993,0.0,0.0,108.993,108.993,,174.054,0.62,0.62,0.62,175.007,0.63,0.63,0.63,
03/31/2006,2553.552002,,-1750.074951,,803.477051,,-618.981995,,,,,,184.494995,0.0,7.172,7.172,,0.0,,-7.172,184.494995,-70.57,113.925003,0.0,,,113.924995,0.0,113.925003,0.0,0.0,113.925003,113.925003,,172.772995,0.66,0.66,0.66,173.684998,0.66,0.66,0.66,
06/30/2006,2661.804932,,-1836.623047,,825.181885,,-629.687988,,,,,,195.494003,0.0,6.415,6.415,,0.0,,-6.415,195.494003,-74.814003,120.68,0.0,,,120.68,0.0,120.68,0.0,0.0,120.68,120.68,,172.186005,0.7,0.7,0.7,173.078995,0.7,0.7,0.7,
09/30/2006,2699.641113,,-1868.345947,,831.295166,,-634.445007,,,,,,196.850006,0.0,6.708,6.708,,0.0,,-6.708,196.850006,-75.516998,121.333,0.0,,,121.333008,0.0,121.333,0.0,0.0,121.333,121.333,,170.912003,0.71,0.71,0.71,171.737,0.71,0.71,0.71,
12/31/2006,2542.944,,-1727.403,,815.541,,-621.464,,,,,,194.077,0.0,-9.014,11.281,,0.0,,9.014,194.077,-74.61,119.467,0.0,,,119.467,0.0,119.467,0.0,0.0,119.467,119.467,,170.464,0.7,0.7,0.7,171.449,0.7,0.7,0.7,
03/31/2007,2648.843,,-1816.899,,831.944,,-635.834,,,,,,196.11,0.0,6.671,6.671,,0.0,,-6.671,196.11,-74.557,121.553,0.0,,,121.553,0.0,121.553,0.0,0.0,121.553,121.553,,170.466,0.71,0.71,0.71,171.501,0.71,0.71,0.71,
06/30/2007,2769.527,,-1899.942,,869.585,,-659.769,,,,,,209.816,0.0,5.173,5.173,,0.0,,-5.173,209.816,-79.695,130.121,0.0,,,130.121,0.0,130.121,0.0,0.0,130.121,130.121,,170.318,0.76,0.76,0.76,171.38,0.76,0.76,0.76,
09/30/2007,2797.556,,-1973.068,,824.488,,-617.101,,,,,,207.387,0.0,4.706,4.706,,0.0,,-4.706,207.387,-78.807,128.58,0.0,,,128.58,0.0,128.58,0.0,0.0,128.58,128.58,,168.819,0.76,0.76,0.76,169.825,0.76,0.76,0.76,
12/31/2007,2627.269,,-1849.063,,778.206,,-574.774,,,,,,203.432,0.0,,,,0.0,,0.0,203.432,-77.347,126.085,0.0,,,126.085,0.0,126.085,0.0,0.0,126.085,126.085,,166.955,0.76,0.76,0.76,167.931,0.75,0.75,0.75,
03/31/2008,2739.473,,-1919.99,,819.483,,-627.802,,,,,,191.681,0.0,7.154,7.154,,0.0,,-7.154,191.681,-68.138,123.543,0.0,,,123.543,0.0,123.543,0.0,0.0,123.543,123.543,,164.977,0.75,0.75,0.75,165.706,0.75,0.75,0.75,
06/30/2008,2873.485,,-2021.272,,852.213,,-636.502,,,,,,215.711,0.0,7.332,7.332,,0.0,,-7.332,215.711,-82.638,133.073,0.0,,,133.073,0.0,133.073,0.0,0.0,133.073,133.073,,163.411,0.81,0.81,0.81,164.127,0.81,0.81,0.81,
09/30/2008,2882.115,,-2033.11,,849.005,,-638.163,,,,,,210.842,0.0,7.391,7.391,,0.0,,-7.391,210.842,-79.825,131.017,0.0,,,131.017,0.0,131.017,0.0,0.0,131.017,131.017,,161.603,0.81,0.81,0.81,162.276,0.81,0.81,0.81,
12/31/2008,2520.19,,-1768.401,,751.789,,-569.943,,,,,,181.846,-31.612,9.844,9.844,,0.0,,21.768,150.234,-62.45,87.784,0.0,,,87.784,0.0,87.784,0.0,0.0,87.784,87.784,,159.452,0.55,0.55,0.55,159.909,0.55,0.55,0.55,
03/31/2009,2444.496,2444.496,-1712.295,1712.295,732.201,0.0,-587.533,565.012,,22.521,,0.0,144.668,0.0,,0.007096,,,,-0.007096,144.668,-55.509,89.159,0.0,0.0,0.0,89.159,,89.159,0.0,0.0,89.159,89.159,0.0,159.444,0.56,0.56,0.56,159.663,0.56,0.56,0.56,
06/30/2009,2535.045,2535.045,-1790.19,1790.19,744.855,0.0,-578.805,556.394,,22.411,,0.0,166.05,0.0,-0.006752,,,,,0.006752,166.05,-62.44,103.61,0.0,0.0,0.0,103.61,,103.61,0.0,0.0,103.61,103.61,0.0,159.513,0.65,0.65,0.65,159.766,0.65,0.65,0.65,
09/30/2009,2606.757,2606.757,-1841.511,1841.511,765.246,0.0,-594.54,571.978,,22.562,,0.0,170.706,0.0,-6.662,,,,,6.662,170.706,-63.067,107.639,0.0,0.0,0.0,107.639,,107.639,0.0,0.0,107.639,107.639,0.0,159.541,0.67,0.67,0.67,159.876,0.67,0.67,0.67,
12/31/2009,2471.214,2471.214,-1703.754,1703.754,767.46,0.0,-604.719,581.802,,22.917,,0.0,162.741,0.0,6.602,,,,,-6.602,162.741,-63.574,99.167,0.0,0.0,0.0,99.167,,99.167,0.0,0.0,99.167,99.167,0.0,159.144,0.62,0.62,0.62,159.52,0.62,0.62,0.62,
03/31/2010,2602.115,2602.115,-1841.64,1841.64,760.475,0.0,-598.36,576.217,,22.143,,0.0,162.115,0.0,-6.733,,,,,6.733,162.115,-61.506,100.609,0.0,0.0,0.0,100.609,,100.609,0.0,0.0,100.609,100.609,0.0,158.771,0.63,0.63,0.63,159.179,0.63,0.63,0.63,
06/30/2010,2847.186,2847.186,-2024.876,2024.876,822.31,0.0,-621.517,598.331,,23.186,,0.0,200.793,0.0,6.693,,,,,-6.693,200.793,-76.326,124.467,0.0,0.0,0.0,124.467,,124.467,0.0,0.0,124.467,124.467,0.0,158.26,0.79,0.79,0.79,158.662,0.78,0.78,0.78,
09/30/2010,2950.56,2950.56,-2097.529,2097.529,853.031,0.0,-640.542,618.449,,22.093,,0.0,212.489,0.0,6.562,,,,,-6.562,212.489,-80.704,131.785,0.0,0.0,0.0,131.785,,131.785,0.0,0.0,131.785,131.785,0.0,157.573,0.84,0.84,0.84,157.98,0.83,0.83,0.83,
12/31/2010,2807.728,2807.728,-1990.6,1990.6,817.128,0.0,-630.742,608.832,0.0,21.91,,0.0,186.386,0.0,6.61,,,0.0,0.0,-6.61,186.386,-67.736,118.65,0.0,0.0,0.0,118.65,,118.65,0.0,0.0,118.65,118.65,0.0,157.543,0.753128,0.753128,0.753128,158.318,0.749441,0.749441,0.749441,
03/31/2011,2974.198,2974.198,-2125.404,2125.404,848.794,0.0,-656.814,634.269,,22.545,,0.0,191.98,0.0,6.5,,,,,-6.5,191.98,-65.465,126.515,0.0,0.0,0.0,126.515,,126.515,0.0,0.0,126.515,126.515,0.0,157.633,0.8,0.8,0.8,158.656,0.8,0.8,0.8,
06/30/2011,3184.984,3184.984,-2268.87,2268.87,916.114,0.0,-674.563,651.635,,22.928,,0.0,241.551,0.0,6.236,,,,,-6.236,241.551,-89.739,151.812,0.0,0.0,0.0,151.812,,151.812,,0.0,151.812,151.812,0.0,157.248,0.97,0.97,0.97,158.243,0.96,0.96,0.96,
09/30/2011,3285.56,3285.56,-2337.028,2337.028,948.532,0.0,-701.432,679.967,,21.465,,0.0,247.1,0.0,6.244,,,,,-6.244,247.1,-95.268,151.832,0.0,0.0,0.0,151.832,,151.832,0.0,0.0,151.832,151.832,0.0,156.206,0.97,0.97,0.97,157.148,0.97,0.97,0.97,
