Date,Revenue,Revenue From Electric,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1994,77.349998,0.0,77.349998,,,0.0,0.0,,-48.689999,0.0,0.0,0.0,48.689999,,,,,28.66,-32.924,1.258,4.561,2.788,24.316999,-4.264,-2.813,,0.0,3.028,3.028,0.0,0.0,-0.215,-7.077,2.65,-4.427,0.0,,,-4.427,0.0,-4.427,0.0,,-4.427,-4.427,,15.28,-0.29,-0.29,-0.29,15.28,-0.29,-0.29,-0.29,
12/31/1994,117.848,0.0,117.848,,,0.0,0.0,,-74.365997,0.0,0.0,0.0,74.365997,,,,,43.482002,-30.049999,1.004,5.16,4.078,19.808001,13.432,-3.31,,0.0,3.449,3.449,0.0,0.0,-0.139,10.122,-3.646,6.476,0.0,,,6.476,0.0,6.476,0.0,,6.476,6.476,,15.331,0.42,0.42,0.42,15.331,0.42,0.42,0.42,
03/31/1995,157.294006,0.0,157.294006,,,0.0,0.0,,-97.717003,0.0,0.0,0.0,97.717003,,,,,59.577003,-34.033001,1.148,5.163,5.387,22.334999,25.544001,-3.744,,0.0,3.519,3.519,0.0,0.0,0.225,21.800001,-7.855,13.945,0.0,,,13.945001,0.0,13.945,0.0,,13.945,13.945,,15.381,0.91,0.91,0.91,15.381,0.91,0.91,0.91,
06/30/1995,84.684998,0.0,84.684998,,,0.0,0.0,,-50.616001,0.0,0.0,0.0,50.616001,,,,,34.068996,-31.049999,1.072,5.177,3.825,20.976,3.019,-2.905,,0.0,3.378,3.378,0.0,0.0,-0.473,0.114,-0.032,0.082,0.0,,,0.082,0.0,0.082,0.0,,0.082,0.082,,15.45,0.01,0.01,0.01,15.45,0.01,0.01,0.01,
09/30/1995,75.992996,0.0,75.992996,,,0.0,0.0,,-46.111,0.0,0.0,0.0,46.111,,,,,29.881996,-29.926001,1.052,5.241,3.321,20.312,-0.044,-3.545,,0.0,3.375,3.375,0.0,0.0,0.17,-3.589,1.959,-1.63,0.0,,,-1.63,0.0,-1.63,0.0,,-1.63,-1.63,,15.505,-0.11,-0.11,-0.11,15.505,-0.11,-0.11,-0.11,
12/31/1995,253.438995,0.0,253.438995,,,0.0,0.0,,-79.742996,0.0,0.0,0.0,79.742996,,,,,173.695999,-154.526001,1.075,5.591,4.198,143.662003,19.17,4.521,,0.0,3.872,3.872,0.0,0.0,-8.393,23.691,-5.195,18.496,0.0,,,18.496,0.0,18.496,0.0,,18.496,18.496,,28.9,0.64,0.64,0.64,28.9,0.64,0.64,0.64,
03/31/1996,341.867004,0.0,341.867004,,,0.0,0.0,,-125.709999,0.0,0.0,0.0,125.709999,,,,,216.157005,-185.309006,1.066,5.335,5.506,173.401993,30.848,15.426,,0.0,3.644,3.644,0.0,0.0,-19.07,46.273999,-10.368,35.905998,0.0,,,35.905999,0.0,35.905998,0.0,,35.905998,35.905998,,28.497,1.26,1.26,1.26,28.497,1.26,1.26,1.26,
06/30/1996,175.240005,0.0,175.240005,,,0.0,0.0,,-59.794998,0.0,0.0,0.0,59.794998,,,,,115.445007,-108.744003,1.013,5.456,3.742,98.532997,6.701,-9.344,,0.0,3.44,3.44,0.0,0.0,5.904,-2.643,-0.152,-2.795,0.0,,,-2.795,0.0,-2.795,0.0,,-2.795,-2.795,,27.950001,-0.1,-0.1,-0.1,27.950001,-0.1,-0.1,-0.1,
09/30/1996,116.144997,0.0,116.144997,,,0.0,0.0,,-29.629999,0.0,0.0,0.0,29.629999,,,,,86.514997,-50.657001,8.565,25.284,16.808001,,35.858002,-38.713001,,0.0,20.721001,20.721001,0.0,0.0,17.992001,-2.855,-7.601,-10.456,0.0,,,-10.455999,0.0,-10.456,0.0,,-10.456,-10.456,,29.044001,-0.36,-0.36,-0.36,29.044001,-0.36,0.0,-0.36,
12/31/1996,280.623993,0.0,263.85199,,,0.0,16.771999,,-183.354996,0.0,0.0,0.0,183.354996,,,,,97.268997,-60.452,2.588,11.512,8.179,38.173,36.817001,-7.813,,0.0,8.701,8.701,0.0,0.0,-0.888,29.004001,-10.849,18.155001,0.0,,,18.155001,0.0,18.155001,0.0,,18.155001,18.155001,,29.243,0.62,0.62,0.62,29.254999,0.62,0.62,0.62,
03/31/1997,362.635986,0.0,362.635986,,,0.0,0.0,,-132.485001,0.0,0.0,0.0,132.485001,,,,,230.150986,-184.542999,1.203,6.161,6.348,170.830994,45.608002,-6.45,,0.0,4.054,4.054,0.0,0.0,2.396,39.158002,-8.533,30.625,0.0,,,30.625002,0.0,30.625,0.0,,30.625,30.625,,29.379,1.04,1.04,1.04,29.396999,1.04,1.04,1.04,
06/30/1997,143.714005,0.0,143.714005,,,0.0,0.0,,-51.598999,0.0,0.0,0.0,51.598999,,,,,92.115006,-87.223999,1.122,5.795,4.022,76.285004,4.891,-7.617,,0.0,4.119,4.119,0.0,0.0,3.498,-2.726,-0.292,-3.018,0.0,,,-3.018,0.0,-3.018,0.0,,-3.018,-3.018,,29.464001,-0.1,-0.1,-0.1,29.507,-0.1,-0.1,-0.1,
09/30/1997,119.861,0.0,119.861,,,0.0,0.0,,-82.248001,0.0,0.0,0.0,82.248001,,,,,37.612999,-52.695999,8.741,27.076,16.879,,-15.083,-6.592999,,0.0,21.205999,21.205999,0.0,0.0,-14.613,-21.676,-0.248,-21.924,0.0,,,-21.924,0.0,-21.924,0.0,,-21.924,-21.924,,29.577999,-0.74,-0.74,-0.23,29.577999,-0.74,-0.74,-0.23,
12/31/1997,295.330994,0.0,282.06601,,,0.0,13.265,,-195.729996,0.0,0.0,0.0,195.729996,,,,,99.600998,-58.648998,2.481,11.908,8.219,36.041,40.952,-8.546,,0.0,9.309,9.309,0.0,0.0,-0.763,32.406,-12.284,20.122,0.0,,,20.121999,0.0,20.122,0.0,,20.122,20.122,,29.569,0.68,0.68,0.68,29.749001,0.68,0.68,0.68,
03/31/1998,288.549988,0.0,288.549988,,,0.0,0.0,,-164.578995,0.0,0.0,0.0,164.578995,,,,,123.970993,-56.768002,2.288,11.876,9.377,33.227001,67.203003,-7.095001,,0.0,9.336,9.336,0.0,0.0,-2.241,60.108002,-22.709999,37.397999,0.0,,,37.398003,0.0,37.397999,0.0,,37.397999,37.397999,,29.74,1.26,1.26,1.26,29.965,1.25,1.25,1.25,
06/30/1998,137.311005,0.0,137.311005,,,0.0,0.0,,-79.945,0.0,0.0,0.0,79.945,,,,,57.366005,-49.484001,2.66,12.332,7.212,27.280001,7.882,-5.255,,0.0,7.791,7.791,0.0,0.0,-2.536,2.627,-0.951,1.676,0.0,,,1.676,0.0,1.676,0.0,,1.676,1.676,,29.91,0.06,0.06,0.06,29.941,0.06,0.06,0.06,
09/30/1998,127.015999,0.0,127.015999,,,0.0,0.0,,-76.117996,0.0,0.0,0.0,76.117996,,,,,50.898003,-54.056,2.849,11.439,4.98,34.787998,-3.158,-4.912,,0.0,9.143,9.143,0.0,0.0,-4.231,-8.07,4.139,-3.931,0.0,,,-3.931,0.0,-3.931,0.0,,-3.931,-3.931,,30.069,-0.13,-0.13,-0.13,30.469,-0.13,-0.13,-0.13,
12/31/1998,210.227,0.0,210.227,,,0.0,0.0,,-119.019,0.0,0.0,0.0,119.019,,,,,91.208,-59.52,2.671,13.6,7.371,35.878,31.688,-7.353,,0.0,9.073,9.073,0.0,0.0,-1.72,24.335,-8.955,15.38,0.0,,,15.38,0.0,15.37988,0.0,0.0,15.37988,15.37988,,30.273,0.51,0.51,0.51,30.516,0.5,0.5,0.5,
03/31/1999,261.425995,0.0,261.425995,,,0.0,0.0,,-149.031006,0.0,0.0,0.0,149.031006,,,,,112.394989,-58.301998,1.156,13.8,9.034,34.312,54.092999,-9.061,,0.0,8.166,8.166,0.0,0.0,0.895,45.031998,-16.237,28.795,0.0,,,28.794999,0.0,28.795,0.0,,28.795,28.795,,30.448999,0.95,0.95,1.02,30.698,0.94,0.94,1.01,
06/30/1999,109.589996,0.0,109.589996,,,0.0,0.0,,-56.214001,0.0,0.0,0.0,56.214001,,,,,53.375996,-52.964001,2.342,14.043,6.783,29.796,0.412,-8.563,,0.0,9.689,9.689,0.0,0.0,-1.126,-8.151,2.856,-5.295,0.0,,,-5.295,0.0,-5.294922,0.0,,-5.294922,-5.294922,,30.669001,-0.17,-0.17,-0.17,30.92,-0.17,-0.17,-0.17,
09/30/1999,108.953003,0.0,108.953003,,,0.0,0.0,,-66.138,0.0,0.0,0.0,66.138,,,,,42.815002,-71.518997,2.972,15.431,8.287,44.828999,-28.704,-5.213,,0.0,10.135,10.135,0.0,0.0,-4.922,-33.917001,12.781,-21.136,0.0,,,-21.136001,0.0,-21.136,0.0,,-21.136,-21.136,,30.872,-0.68,-0.68,-0.68,31.127001,-0.68,-0.68,-0.68,
12/31/1999,224.457993,0.0,224.457993,,,0.0,0.0,,-134.908005,0.0,0.0,0.0,134.908005,,,,,89.549988,-59.409,2.342,16.5,7.485,33.082001,30.141001,-7.259,,0.0,11.217,11.217,0.0,0.0,-3.958,22.882001,-8.558,14.324,0.0,,,14.324001,0.0,14.32397,0.0,,14.32397,14.32397,,31.122,0.46,0.46,0.46,31.339001,0.46,0.46,0.46,
03/31/2000,314.196991,0.0,314.196991,,,0.0,0.0,,-196.070007,0.0,0.0,0.0,196.070007,,,,,118.126984,-62.139999,1.845,16.49,9.196,34.609001,55.987,-9.339,,0.0,11.027,11.027,0.0,0.0,-1.688,46.647999,-17.075001,29.573,0.0,,,29.572998,0.0,29.573,0.0,,29.573,29.573,,31.332001,0.94,0.94,0.94,31.544001,0.94,0.94,0.94,
06/30/2000,152.362,0.0,152.362,,,0.0,0.0,,-92.332001,0.0,0.0,0.0,92.332001,,,,,60.029999,-62.374001,1.611,15.138,7.114,38.511002,-2.344,-5.369999,,0.0,10.164,10.164,0.0,0.0,-4.794,-7.714,3.318,-4.396,0.0,,,-4.395999,0.0,-4.396,0.0,,-4.396,-4.396,,31.500999,-0.14,-0.14,-0.14,31.500999,-0.14,-0.14,-0.14,
09/30/2000,159.134995,0.0,159.134995,,,0.0,0.0,,-101.136002,0.0,0.0,0.0,101.136002,,,,,57.998993,-56.466999,1.850029,15.727,4.843,34.046989,1.532002,-7.111,,0.0,11.415,11.415,0.0,0.0,-4.304,-5.578998,1.996,-3.583001,0.0,,,-3.582998,0.0,-3.582975,0.0,,-3.582975,-3.582975,,31.743,-0.11,-0.11,-0.23,31.743,-0.11,-0.11,-0.23,
12/31/2000,442.790009,0.0,442.790009,,,0.0,0.0,,-332.84201,0.0,0.0,0.0,332.84201,,,,,109.947998,-61.007,1.69,15.781,9.267,34.269001,48.941002,-12.593,,0.0,12.246,12.246,0.0,0.0,0.347,36.348002,-13.376,22.972,0.0,,,22.972001,0.0,22.972,0.0,,22.972,22.972,,32.810001,0.7,0.7,0.7,32.908001,0.7,0.7,0.7,
03/31/2001,675.112976,0.0,675.112976,,,0.0,0.0,,-536.789001,0.0,0.0,0.0,536.789001,,,,,138.323975,-64.432999,1.824,15.905,13.544,33.16,73.890999,-3.478,,0.0,9.817,9.817,0.0,0.0,-6.339,70.412999,-26.339001,44.074001,0.0,,,44.073998,0.0,44.074001,0.0,,44.074001,44.074001,,38.814999,1.14,1.14,1.14,38.918999,1.13,1.13,1.13,
06/30/2001,164.259995,0.0,164.259995,,,0.0,0.0,,-102.981003,0.0,0.0,0.0,102.981003,,,,,61.278992,-58.105,1.803,16.129,7.584,32.589001,3.174,-8.588,,0.0,9.232,9.232,0.0,0.0,-0.644,-5.414,2.014,-3.4,0.0,,,-3.4,0.0,-3.4,0.0,,-3.4,-3.4,,40.395,-0.08,-0.08,-0.08,40.395,-0.08,-0.08,-0.08,
09/30/2001,160.112,0.0,160.112,,,0.0,0.0,,-94.943001,0.0,0.0,0.0,94.943001,,,,,65.168999,-60.894001,1.051,19.849001,7.26,32.734001,4.275,-16.164,,0.0,15.716,15.716,0.0,0.0,0.448,-11.889,4.333,-7.556,0.0,,,-7.555999,0.0,-7.556,0.0,,-7.556,-7.556,,40.604,-0.19,-0.19,-0.19,40.604,-0.19,-0.19,-0.19,
12/31/2001,271.34201,0.0,271.34201,,,0.0,0.0,,-154.813995,0.0,0.0,0.0,154.813995,,,,,116.528015,-73.082001,,20.474001,10.08,42.528,43.445999,-10.591,,0.0,15.992,15.992,0.0,0.0,-5.401,32.855,-12.222,20.632999,0.0,,,20.632999,0.0,20.632999,0.0,0.0,20.632999,20.632999,,40.837002,0.51,0.51,0.51,40.922001,0.5,0.5,0.5,
03/31/2002,379.480988,0.0,379.480988,,,0.0,0.0,,-229.598007,0.0,0.0,0.0,229.598007,,,,,149.88298,-73.153999,,20.039,10.861,42.254002,76.728996,-10.997,,0.0,14.489,14.489,0.0,0.0,-3.492,65.731996,-24.354,41.377998,0.0,,,41.377996,0.0,41.377998,0.0,0.0,41.377998,41.377998,,41.040001,1.01,1.01,1.01,41.134998,1.01,1.01,1.01,
06/30/2002,161.800003,0.0,161.800003,,,0.0,0.0,,-87.967003,0.0,0.0,0.0,87.967003,,,,,73.833,-66.914001,,20.362,8.72,37.832001,6.919,-1.746,,0.0,13.823,13.823,0.0,0.0,-12.077,5.173,-1.919,3.254,0.0,,,3.254,0.0,3.254,0.0,0.0,3.254,3.254,,41.264999,0.08,0.08,0.08,41.369999,0.08,0.08,0.08,
09/30/2002,176.764,0.0,138.226,,,0.0,38.538,,-85.868,0.0,0.0,0.0,85.868,,,,,90.896,-62.65899,,20.594,6.56,35.505,28.237,-37.161,,0.0,14.87,14.87,0.0,0.0,22.291,-8.924,3.315,-5.608999,0.0,,,-5.609,0.0,-5.608999,0.0,,-5.608999,-5.608999,,41.495,-0.14,-0.14,-0.14,41.495,-0.14,-0.14,-0.14,
12/31/2002,680.432007,0.0,677.532,,,0.0,2.9,,-543.265991,0.0,0.0,0.0,543.265991,,,,,137.166016,-84.542,,21.194,12.844,50.504002,52.624001,-11.355,,0.0,15.479,15.479,0.0,0.0,-4.124,41.269001,-15.476,25.792999,0.0,,,25.793001,0.0,25.792999,0.0,0.0,25.792999,25.792999,,42.796001,0.6,0.6,0.6,42.918999,0.6,0.6,0.6,
03/31/2003,1194.141968,0.0,1184.485,,,0.0,9.657,,-991.174011,0.0,0.0,0.0,991.174011,,,,,202.967957,-95.089996,,20.886999,18.538,55.665001,107.877998,-17.647001,,0.0,16.158001,16.158001,0.0,0.0,1.489,90.230997,-33.925999,56.305,7.773,,,48.531999,0.0,48.532001,0.0,0.0,48.532001,48.532001,,45.306,1.07,1.24,1.24,45.493,1.07,1.24,1.24,
06/30/2003,488.470001,0.0,484.785,,,0.0,3.685,,-393.406006,0.0,0.0,0.0,393.406006,,,,,95.063995,-81.008003,,23.191999,12.675,45.140999,14.056,-15.356,,0.0,16.042,16.042,0.0,0.0,-0.686,-1.3,1.099,-0.201,0.0,,,-0.201,0.0,-0.201,0.0,0.0,-0.201,-0.201,,45.997002,0.0,0.0,0.0,45.997002,0.0,0.0,0.0,
09/30/2003,436.872,0.0,431.484,,,0.0,5.388,,-337.094,0.0,0.0,0.0,337.094,,,,,99.778,-86.496,0.0,21.728,10.988,53.78,13.282,-17.111,,0.0,15.981,15.981,0.0,0.0,1.13,-3.829,1.393,-2.436,0.0,,,-2.436,0.0,-2.436,0.0,0.0,-2.436,-2.436,,51.2,-0.05,-0.05,-0.05,51.2,-0.05,-0.05,-0.05,
12/31/2003,763.616028,0.0,759.988,,,0.0,3.628,,-604.562988,0.0,0.0,0.0,604.562988,,,,,159.05304,-95.512001,,23.473,15.123,56.916,63.541,-16.127999,,0.0,17.334999,17.334999,0.0,0.0,-1.207,47.413001,-17.872,29.541,0.0,,,29.541002,0.0,29.541,0.0,0.0,29.541,29.541,,51.483002,0.57,0.57,0.57,51.861,0.57,0.57,0.57,
03/31/2004,1117.484985,0.0,1106.831,,,0.0,10.654,,-911.359009,0.0,0.0,0.0,911.359009,,,,,206.125977,-100.711998,,23.138,18.481001,59.092999,105.414001,-11.704,,0.0,16.16,16.16,0.0,0.0,-4.456,93.710001,-35.404999,58.305,0.0,,,58.305003,0.0,58.305,0.0,0.0,58.305,58.305,,51.849998,1.12,1.12,1.12,52.240002,1.12,1.12,1.12,
06/30/2004,546.057983,0.0,539.848,,,0.0,6.21,,-438.56601,0.0,0.0,0.0,438.56601,,,,,107.491974,-86.031998,,23.268,12.297,50.466999,21.459999,-13.824,,0.0,16.011,16.011,0.0,0.0,-2.187,7.635999,-2.871,4.765,0.0,,,4.764999,0.0,4.765,0.0,0.0,4.765,4.765,,52.220001,0.09,0.09,0.09,52.617001,0.09,0.09,0.09,
09/30/2004,492.878,0.0,490.219,,,0.0,2.659,,-403.358,0.0,0.0,0.0,403.358,,,,,89.52,-86.24,,26.768,11.478,47.994,3.28,-14.274,,0.0,15.931,15.931,0.0,0.0,-1.657,-10.994,4.61,-6.384,0.0,,,-6.384,0.0,-6.384,0.0,0.0,-6.384,-6.384,,60.477,-0.11,-0.11,-0.11,60.477,-0.11,-0.11,-0.11,
12/31/2004,1368.619995,0.0,1323.579956,,,0.0,45.049,,-1044.170044,0.0,0.0,0.0,1044.170044,,,,,324.449951,-195.778,,43.997002,38.654999,113.125999,128.673996,-32.157,,0.0,32.542,32.542,0.0,0.0,-0.385,96.516996,-36.917999,59.598999,0.0,,,59.598997,0.0,59.598999,0.0,0.0,59.598999,59.598999,,75.306,0.79,0.79,0.79,75.724998,0.79,0.79,0.79,
