Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2014,239.688,239.688,-75.427,75.427,164.261,0.0,-84.756,67.658,,,,17.098,0.0,79.505,-5.974,4.903,5.059,-0.156,,1.071,73.531,-26.385,47.146,-33.253,-33.253,0.0,80.399,0.0,80.399,0.0,0.0,80.399,47.146,0.0,117.582,0.68,0.4,0.4,118.597,0.68,0.4,0.4,
06/30/2014,254.226,254.226,-76.816,76.816,177.41,0.0,-88.879,71.516,,,,17.363,0.0,88.531,-4.448,5.174,5.366,-0.192,,-0.726,84.083,-27.28,56.803,-50.857,-50.857,0.0,107.66,0.0,107.66,0.0,0.0,107.66,56.803,0.0,116.702,0.92,0.48,0.48,117.664,0.91,0.48,0.48,
09/30/2014,251.661,251.661,-78.876,78.876,172.785,0.0,-88.749,70.833,,,,17.916,0.0,84.036,-4.04,5.327,5.604,-0.277,,-1.287,79.996,-28.272,51.724,0.01,0.01,0.0,51.714,0.0,51.714,0.0,0.0,51.714,51.724,0.0,116.251,0.44,0.44,0.44,117.163,0.44,0.44,0.44,
12/31/2014,251.105,251.105,-69.839,69.839,181.266,0.0,-96.172,59.726,40.805,18.921,17.235,19.211,0.0,85.094,-14.366,15.565,15.791,-0.226,,-1.199,70.728,-27.459,43.269,-1.071,-1.071,0.0,44.34,0.0,44.34,0.0,0.0,44.34,48.2554,4.9864,112.299,0.39,0.38,0.429705,113.289,0.39,0.38,0.424015,
03/31/2015,262.769,262.769,-69.904,69.904,192.865,0.0,-104.123,62.025,41.648,20.377,23.189,18.909,0.0,88.742,-11.082,10.904,11.108,-0.204,,0.178,77.66,-28.036,49.624,5.797,5.797,0.0,43.827,0.0,43.827,0.0,0.0,43.827,51.7057,2.0817,112.52,0.39,0.44,0.459525,113.522,0.39,0.44,0.458337,
06/30/2015,270.58,270.58,-67.394,67.394,203.186,0.0,-104.675,64.108,42.028,22.08,20.807,19.76,0.0,98.511,-11.095,10.931,11.116,-0.185,,0.164,87.416,-31.399,56.017,0.0,0.0,0.0,56.017,0.0,56.017,0.0,0.0,56.017,56.017,0.0,112.143,0.5,0.5,0.5,112.931,0.5,0.5,0.5,
09/30/2015,268.771,268.771,-65.593,65.593,203.178,0.0,-94.076,58.769,38.809,19.96,15.548,19.759,0.0,109.102,-10.06,16.982,17.267,-0.285,,-6.922,99.042,-34.644,64.398,0.0,0.0,0.0,64.398,0.0,64.398,0.0,0.0,64.398,62.85153,-1.54647,108.773,0.59,0.59,0.577823,109.44,0.59,0.59,0.575869,
12/31/2015,272.893,272.893,-64.804,64.804,208.089,0.0,-100.546,63.399,39.809,23.59,17.776,19.371,0.0,107.543,-22.107,22.404,22.896,-0.492,,-0.297,85.436,-25.437,59.999,0.593,0.593,0.0,59.406,0.0,59.406,0.0,0.0,59.406,59.999,0.0,102.837,0.58,0.59,0.59,103.589,0.57,0.58,0.58,
03/31/2016,278.828,278.828,-63.172,63.172,215.656,0.0,-102.515,63.579,41.689,21.89,18.928,20.008,0.0,113.141,-22.364,22.283,22.904,-0.621,,0.081,90.777,-30.41,60.367,0.0,0.0,0.0,60.367,0.0,60.367,0.0,0.0,60.367,60.545,0.178,99.425,0.61,0.61,0.608951,99.998,0.6,0.6,0.60178,
06/30/2016,290.596,290.596,-62.13,62.13,228.466,0.0,-102.775,63.873,41.854,22.019,18.566,20.336,0.0,125.691,-25.147,22.333,22.918,-0.585,,2.814,100.544,-33.587,66.957,0.0,0.0,0.0,66.957,0.0,66.957,0.0,0.0,66.957,66.957,0.0,96.412,0.69,0.69,0.69,96.888,0.69,0.69,0.69,
09/30/2016,288.433,288.433,-62.986,62.986,225.447,0.0,-102.187,63.373,41.514,21.859,18.75,20.064,0.0,123.26,-25.738,25.991,26.79,-0.799,,-0.253,97.522,-32.241,65.281,0.0,0.0,0.0,65.281,0.0,65.281,0.0,0.0,65.281,64.98915,-0.29185,94.823,0.69,0.69,0.685373,95.473,0.68,0.68,0.676943,
12/31/2016,292.812,292.812,-63.819,63.819,228.993,0.0,-102.981,63.076,41.609,21.467,18.96,20.945,0.0,126.012,-28.917,28.138,29.039,-0.901,0.0,0.779,97.095,-28.845,68.25,0.0,0.0,0.0,68.25,0.0,68.25,0.0,0.0,68.25,68.25,0.0,93.327,0.73,0.73,0.73,93.845,0.73,0.73,0.73,
03/31/2017,301.207,301.207,-67.463,67.463,233.744,0.0,-103.012,63.953,42.972,20.981,18.97,20.089,0.0,130.732,-29.107,28.092,29.024,-0.932,,1.015,101.625,-28.674,72.951,0.0,0.0,0.0,72.951,0.0,72.951,0.0,0.0,72.951,72.951,0.0,90.708,0.8,0.8,0.8,91.624,0.8,0.8,0.8,
06/30/2017,316.089,316.089,-68.538,68.538,247.551,0.0,-101.451,62.974,41.55,21.424,18.196,20.281,0.0,146.1,-28.589,27.717,29.027,-1.31,,0.872,117.511,-36.245,81.266,0.0,0.0,0.0,81.266,0.0,81.266,0.0,0.0,81.266,80.754474,-0.511526,90.404,0.9,0.9,0.893262,91.708,0.89,0.89,0.884422,
09/30/2017,322.097,322.097,-68.491,68.491,253.606,0.0,-104.943,67.021,44.918,22.103,17.983,19.939,0.0,148.663,-27.86,27.185,29.02,-1.835,,0.675,120.803,-35.65,85.153,0.0,0.0,0.0,85.153,0.0,85.153,0.0,0.0,85.153,85.153,0.0,90.112,0.94,0.94,0.94,91.868,0.93,0.93,0.93,
12/31/2017,334.779,334.779,-69.247,69.247,265.532,0.0,-111.393,71.006,47.726,23.28,20.709,19.678,0.0,154.139,-27.179,26.79,29.027,-2.237,0.0,0.389,126.96,-62.358,64.602,0.0,0.0,0.0,64.602,0.0,64.602,0.0,0.0,64.602,99.102,34.5,90.13,0.72,0.72,1.099545,92.467,0.7,0.7,1.073106,
03/31/2018,351.316,351.316,-71.304,71.304,280.012,0.0,-112.846,72.596,46.409,26.187,20.707,19.543,0.0,167.166,-27.728,26.79,29.56,-2.77,,0.938,139.438,-24.346,115.092,0.0,0.0,0.0,115.092,0.0,115.092,0.0,0.0,115.092,113.491,-1.601,90.075,1.28,1.28,1.259961,92.587,1.24,1.24,1.222708,
06/30/2018,363.046,363.046,-71.368,71.368,291.678,0.0,-118.167,71.452,47.416,24.036,19.801,26.914,0.0,173.511,-17.188,27.48,31.761,-4.281,,-10.292,156.323,-39.494,116.829,0.0,0.0,0.0,116.829,0.0,116.829,0.0,0.0,116.829,119.290083,2.461083,89.112,1.31,1.31,1.338653,91.586,1.28,1.28,1.306872,
09/30/2018,357.934,357.934,-70.906,70.906,287.028,0.0,-110.625,70.9,46.149,24.751,20.591,19.134,0.0,176.403,-29.557,29.38,35.902,-6.522,,0.177,146.846,-23.014,123.832,0.0,0.0,0.0,123.832,0.0,123.832,0.0,0.0,123.832,116.066096,-7.765904,88.796,1.39,1.39,1.30711,91.372,1.36,1.36,1.275008,
12/31/2018,361.688,361.688,-73.757,73.757,287.931,0.0,-118.113,77.857,52.949,24.908,20.312,19.944,0.0,169.818,17.471,29.795,35.891,-6.096,,-47.266,187.289,-35.157,152.132,0.0,0.0,0.0,152.132,0.0,152.132,0.0,0.0,152.132,110.4258,-41.7062,86.968,1.75,1.75,1.269729,89.495,1.7,1.7,1.233983,
03/31/2019,371.381,371.381,-82.346,82.346,289.035,0.0,-126.36,83.545,56.048,27.497,23.172,19.643,0.0,162.675,-34.383,31.829,35.915,-4.086,,2.554,128.292,49.9,178.192,0.0,0.0,0.0,178.192,0.0,178.192,0.0,0.0,178.192,127.0,-51.192,84.253,2.11,2.11,1.507365,85.649,2.08,2.08,1.482305,
06/30/2019,385.558,385.558,-71.975,71.975,313.583,0.0,-121.205,78.035,51.657,26.378,23.752,19.418,0.0,192.378,-32.633,32.57,35.915,-3.345,,0.063,159.745,-34.055,125.69,0.0,0.0,0.0,125.69,0.0,125.69,0.0,0.0,125.69,125.69,0.0,84.75,1.48,1.48,1.48,85.393,1.47,1.47,1.47,
09/30/2019,394.251,394.251,-70.486,70.486,323.765,0.0,-122.546,78.666,52.107,26.559,24.31,19.57,0.0,201.219,-32.471,32.249,35.922,-3.673,,0.222,168.748,-31.765,136.983,0.0,0.0,0.0,136.983,0.0,136.983,0.0,0.0,136.983,136.983,0.0,84.765,1.62,1.62,1.62,85.55,1.6,1.6,1.6,
12/31/2019,406.606,406.606,-70.154,70.154,336.452,0.0,-137.023,89.145,59.486,29.659,27.1,20.778,0.0,199.429,-52.896,34.99,40.289,-5.299,,17.906,146.533,-23.75,122.783,0.0,0.0,0.0,122.783,0.0,122.783,0.0,0.0,122.783,135.799466,13.016466,84.802,1.45,1.45,1.601371,85.546,1.44,1.44,1.592158,
03/31/2020,416.78,416.78,-74.609,74.609,342.171,0.0,-134.287,86.382,55.549,30.833,26.562,21.343,0.0,207.884,-45.035,36.748,40.231,-3.483,,8.287,162.849,-14.724,148.125,0.0,0.0,0.0,148.125,0.0,148.125,0.0,0.0,148.125,165.49238,17.36738,84.87,1.75,1.75,1.949951,85.548,1.73,1.73,1.933013,
06/30/2020,409.616,409.616,-70.456,70.456,339.16,0.0,-123.985,79.926,51.617,28.309,22.534,21.525,0.0,215.175,-76.008,40.456,41.227,-0.771,,35.552,139.167,-24.044,115.123,0.0,0.0,0.0,115.123,0.0,115.123,0.0,0.0,115.123,131.249277,16.126277,83.666,1.38,1.38,1.568729,84.349,1.36,1.36,1.551185,
09/30/2020,420.111,,,,345.52449306,,,,,,,,,215.714,,,,,,,178.333,,140.875,,,,,,140.875,,,140.875,152.333,,,1.672,1.672,1.794,,1.672,1.672,1.794,
12/31/2020,433.111,,,,358.59858356,,,,,,,,,220.714,,,,,,,177.0,,144.5,,,,,,144.5,,,144.5,155.167,,,1.712,1.712,1.83,,1.712,1.712,1.83,
