Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/24/2011,467.045,467.045,-223.846,223.846,,243.199,0.0,-169.778,114.844,75.112,39.732,28.877,26.057,73.421,-31.815,28.571,29.079,-0.508,,3.244,41.606,-14.037,27.569,0.0,0.0,0.0,27.569,0.0,27.569,0.0,0.0,27.569,35.3248,7.7558,262.164,0.11,0.11,0.134743,264.878,0.1,0.1,0.129281,
12/24/2011,472.711,472.711,-223.341,223.341,,249.37,0.0,-182.611,123.955,77.46,46.495,28.342,30.314,66.759,-26.855,28.847,29.509,-0.662,,-1.992,39.904,-19.092,20.812,0.0,0.0,0.0,20.812,0.0,20.812,0.0,0.0,20.812,31.51425,10.70225,262.717,0.08,0.08,0.119955,264.958,0.08,0.08,0.119955,
03/24/2012,471.165,471.165,-245.055,245.055,,226.11,0.0,-215.976,119.942,78.539,41.403,29.297,66.737,10.134,-68.742,27.922,28.512,-0.59,,40.82,-58.608,18.335,-40.273,0.0,0.0,0.0,-40.273,0.0,-40.273,0.0,0.0,-40.273,20.93035,61.20335,263.9,-0.15,-0.15,0.079312,263.9,-0.15,-0.15,0.079312,
06/23/2012,470.228,470.228,-225.588,225.588,,244.64,0.0,-164.113,119.789,76.368,43.421,26.229,18.095,80.527,-25.52,24.898,25.593,-0.695,,0.622,55.007,-31.413,23.594,0.0,0.0,0.0,23.594,0.0,23.594,0.0,0.0,23.594,28.5106,4.9166,264.609,0.09,0.09,0.107746,267.294,0.09,0.09,0.107746,
09/29/2012,588.548,588.548,-314.231,314.231,,274.317,0.0,-318.02,178.67,89.947,88.723,47.094,92.256,-43.703,-54.261,56.28,56.673,-0.393,,-2.019,-97.964,20.197,-77.767,0.0,0.0,0.0,-77.767,0.0,-77.767,0.0,0.0,-77.767,0.3975,78.1645,264.938,-0.29,-0.29,0.0015,264.938,-0.29,-0.29,0.0015,
12/29/2012,631.362,631.362,-349.689,349.689,,281.673,0.0,-218.444,148.834,94.443,54.391,51.509,18.101,63.229,-70.582,71.821,72.081,-0.26,,-1.239,-7.353,10.471,3.118,0.0,0.0,0.0,3.118,0.0,3.118,0.0,0.0,3.118,-0.0696,-3.1876,266.344,0.01,0.01,-0.000261,269.379,0.01,0.01,-0.001833,
03/30/2013,612.663,612.663,-333.337,333.337,,279.326,0.0,-273.784,152.847,88.614,64.233,49.621,71.316,5.542,-79.29,75.842,76.049,-0.207,,3.448,-73.748,22.644,-51.104,0.0,0.0,0.0,-51.104,0.0,-51.104,0.0,0.0,-51.104,-11.0666,40.0374,268.175,-0.19,-0.19,-0.041266,268.175,-0.19,-0.19,-0.041266,
06/29/2013,626.136,626.136,-316.378,316.378,,309.758,0.0,-248.606,143.387,82.911,60.476,47.779,57.44,61.152,-68.075,66.858,67.162,-0.304,,1.217,-6.923,-4.027,-10.95,0.0,0.0,0.0,-10.95,0.0,-10.95,0.0,0.0,-10.95,12.7126,23.6626,269.43,-0.04,-0.04,0.047183,269.43,-0.04,-0.04,0.047183,
09/28/2013,622.118,622.118,-331.487,331.487,,290.631,0.0,-1326.836,124.749,76.758,47.991,48.737,1153.35,-1036.205,-68.732,65.252,65.783,-0.531,,3.48,-1104.937,-8.965,-1113.902,0.0,0.0,0.0,-1113.902,0.0,-1113.902,0.0,0.0,-1113.902,19.6741,1133.5761,270.867,-4.11,-4.11,0.072634,270.867,-4.11,-4.11,0.072634,
12/28/2013,612.448,612.448,-306.852,306.852,,305.596,0.0,-244.311,151.076,83.257,67.819,48.669,44.566,61.285,-62.704,60.934,61.29,-0.356,,1.77,-1.419,-3.932,-5.351,0.0,0.0,0.0,-5.351,0.0,-5.351,0.0,0.0,-5.351,12.63775,17.98875,272.708,-0.02,-0.02,0.046342,272.708,-0.02,-0.02,0.045963,
03/29/2014,625.008,625.008,-316.329,316.329,,308.679,0.0,-258.429,140.766,78.657,62.109,49.915,67.748,50.25,-62.0,54.3,54.449,-0.149,,7.7,-11.75,-5.015,-16.765,0.0,0.0,0.0,-16.765,0.0,-16.765,0.0,0.0,-16.765,16.8569,33.6219,274.589,-0.06,-0.06,0.06139,274.589,-0.06,-0.06,0.06139,
06/28/2014,632.6,632.6,-319.8,319.8,,312.8,0.0,-236.6,147.7,83.0,64.7,52.5,36.4,76.2,-53.6,52.1,52.4,-0.3,,1.5,22.6,-11.3,11.3,0.0,0.0,0.0,11.3,0.0,11.3,0.0,0.0,11.3,23.78,12.48,276.843,0.04,0.04,0.085897,279.205,0.04,0.04,0.084698,
09/27/2014,660.644,660.644,-27.619,27.619,,633.025,0.0,-541.06,151.958,86.786,65.172,52.116,336.986,91.965,-53.296,51.966,52.461,-0.495,,1.33,38.669,-10.553,28.116,0.0,0.0,0.0,28.116,0.0,28.116,0.0,0.0,28.116,40.14035,12.02435,277.856,0.101189,0.101189,0.144465,286.938,0.097986,0.097986,0.139892,
12/27/2014,652.8,652.8,-314.2,314.2,,338.6,0.0,-235.1,147.3,86.0,61.3,52.0,35.8,103.5,-59.4,52.1,52.5,-0.4,,7.3,44.1,-14.9,29.2,0.0,0.0,0.0,29.2,0.0,29.2,0.0,0.0,29.2,44.345,15.145,278.671,0.1,0.1,0.15913,283.176,0.1,0.1,0.153483,
03/28/2015,655.5,655.5,-319.5,319.5,,336.0,0.0,-226.2,143.3,83.0,60.3,53.3,29.6,109.8,-49.0,49.1,49.4,-0.3,,-0.1,60.8,-13.0,47.8,0.0,0.0,0.0,47.8,0.0,47.8,0.0,0.0,47.8,49.1663,1.3663,280.338,0.17,0.17,0.175382,287.58,0.17,0.17,0.174751,
06/27/2015,693.9,693.9,-315.2,242.1,73.1,378.7,0.0,-262.7,167.4,94.3,73.1,56.0,39.3,116.0,-69.3,52.1,52.4,-0.3,,17.2,46.7,-17.3,29.4,0.0,0.0,0.0,29.4,0.0,29.4,0.0,0.0,29.4,59.755,30.355,281.184,0.1,0.1,0.212512,292.612,0.1,0.1,0.203738,
09/26/2015,702.8,702.8,-323.4,323.4,,379.4,0.0,-253.7,165.9,99.7,66.2,53.8,34.0,125.7,-100.2,50.9,51.2,-0.3,,49.3,25.5,-0.3,25.2,0.0,0.0,0.0,25.2,0.0,25.2,0.0,0.0,25.2,60.643478,35.443478,282.072,0.09,0.09,0.214993,294.778,0.09,0.09,0.210238,
12/26/2015,695.2,695.2,-316.1,242.7,73.4,379.1,0.0,-253.0,176.4,99.4,77.0,51.7,24.9,126.1,-11.4,39.0,39.2,-0.2,,-27.6,114.7,-29.8,84.9,0.0,0.0,0.0,84.9,0.0,84.9,0.0,0.0,84.9,76.135341,-8.764659,282.976,0.3,0.3,0.269052,291.971,0.29,0.29,0.259981,
03/26/2016,693.3,693.3,-308.3,237.5,70.8,385.0,0.0,-248.9,163.2,100.8,62.4,59.1,26.6,136.1,-44.2,38.9,39.1,-0.2,,5.3,91.9,-23.0,68.9,0.0,0.0,0.0,68.9,0.0,68.9,0.0,0.0,68.9,75.357178,6.457178,282.474,0.24,0.24,0.266776,287.857,0.24,0.24,0.262432,
06/25/2016,717.4,717.4,-324.3,246.4,77.9,393.1,0.0,-253.7,171.5,109.0,62.5,58.8,23.4,139.4,-38.3,38.9,39.1,-0.2,,-0.6,101.1,-16.3,84.8,0.0,0.0,0.0,84.8,0.0,84.8,0.0,0.0,84.8,92.045055,7.245055,277.853,0.31,0.31,0.331272,282.302,0.3,0.3,0.325664,
09/24/2016,726.8,726.8,-320.7,320.7,,406.1,0.0,-259.0,171.2,105.8,65.4,62.5,25.3,147.1,-39.5,37.8,37.9,-0.1,,1.7,107.6,-15.4,92.2,0.0,0.0,0.0,92.2,0.0,92.2,0.0,0.0,92.2,97.658996,5.458996,277.549,0.33,0.33,0.351862,282.494,0.33,0.33,0.349324,
12/31/2016,734.4,734.4,-329.6,256.1,73.5,404.8,0.0,-258.8,179.8,110.0,69.8,54.4,24.6,146.0,-29.9,40.1,40.4,-0.3,,-10.2,116.1,-29.6,86.5,0.0,0.0,0.0,86.5,0.0,86.5,0.0,0.0,86.5,85.49939,-1.00061,278.663,0.31,0.31,0.30682,284.224,0.3,0.3,0.29648,
04/01/2017,715.4,715.4,-326.7,261.5,65.2,388.7,0.0,611.1,220.8,103.4,117.4,55.4,-887.3,999.8,-32.2,35.6,37.5,-1.9,,-3.4,967.6,-440.8,526.8,0.0,0.0,0.0,526.8,0.0,526.8,0.0,0.0,526.8,103.456581,-423.343419,280.215,1.88,1.88,0.369204,286.01,1.84,1.84,0.35983,
07/01/2017,806.1,806.1,-396.5,317.4,79.1,409.6,0.0,-294.6,210.9,145.4,65.5,62.5,21.2,115.0,-40.5,38.0,39.1,-1.1,,2.5,74.5,-15.0,59.5,0.0,0.0,0.0,59.5,0.0,59.5,0.0,0.0,59.5,76.73679,17.23679,280.824,0.21,0.21,0.273256,287.638,0.21,0.21,0.269925,
09/30/2017,802.9,802.9,-385.0,305.8,79.2,417.9,0.0,-308.5,230.3,139.7,90.6,60.5,17.7,109.4,-37.0,35.6,36.1,-0.5,,1.4,72.4,10.3,82.7,0.0,0.0,0.0,82.7,0.0,82.7,0.0,0.0,82.7,88.334173,5.634173,279.543,0.3,0.3,0.315995,284.741,0.29,0.29,0.309787,
12/30/2017,791.1,791.1,-366.6,286.8,79.8,424.5,0.0,-290.4,217.4,139.5,77.9,54.8,18.2,134.1,-38.3,40.2,41.0,-0.8,,-1.9,95.8,310.9,406.7,0.0,0.0,0.0,406.7,0.0,406.7,0.0,0.0,406.7,81.09534,-325.60466,276.856,1.47,1.47,0.292915,280.802,1.45,1.45,0.290448,
03/31/2018,789.3,789.3,-374.2,294.4,79.8,415.1,0.0,-1019.3,214.3,130.5,83.8,56.8,748.2,-604.2,-86.8,36.8,38.9,-2.1,,50.0,-691.0,9.6,-681.4,0.0,0.0,0.0,-681.4,0.0,-681.4,0.0,0.0,-681.4,77.854379,759.254379,277.114,-2.46,-2.46,0.280947,277.114,-2.46,-2.46,0.279863,
06/30/2018,824.0,824.0,-388.0,308.6,79.4,436.0,0.0,-302.9,227.4,141.1,86.3,54.4,21.1,133.1,-27.8,33.0,34.5,-1.5,,-5.2,105.3,7.6,112.9,0.0,0.0,0.0,112.9,0.0,112.9,0.0,0.0,112.9,88.930662,-23.969338,273.729,0.41,0.41,0.324886,275.569,0.41,0.41,0.323019,
09/29/2018,813.5,813.5,-392.4,311.9,80.5,421.1,0.0,-321.9,251.6,133.5,118.1,52.7,17.6,99.2,-27.9,32.4,34.3,-1.9,,-4.5,71.3,-20.8,50.5,0.0,0.0,0.0,50.5,0.0,50.5,0.0,0.0,50.5,85.466077,34.966077,272.72,0.19,0.19,0.313384,274.981,0.18,0.18,0.307158,
12/29/2018,830.7,830.7,-396.6,315.6,81.0,434.1,0.0,-293.6,224.6,146.0,78.6,53.2,15.8,140.5,-36.2,34.8,36.1,-1.3,,1.4,104.3,-5.7,98.6,0.0,0.0,0.0,98.6,0.0,98.6,0.0,0.0,98.6,83.005664,-15.594336,270.59,0.36,0.36,0.306758,272.372,0.36,0.36,0.302746,
03/30/2019,818.4,818.4,-776.0,695.6,80.4,42.4,0.0,-365.6,223.4,133.5,89.9,57.3,84.9,-323.2,-30.5,34.0,34.8,-0.8,,-3.5,-353.7,81.1,-272.6,0.0,0.0,0.0,-272.6,0.0,-272.6,0.0,0.0,-272.6,86.85061,359.45061,269.235,-1.01,-1.01,0.322583,269.235,-1.01,-1.01,0.322583,
06/29/2019,852.4,852.4,-407.6,329.0,78.6,444.8,0.0,-299.5,223.5,143.6,79.9,61.4,14.6,145.3,-31.0,33.9,35.1,-1.2,,-2.9,114.3,-20.4,93.9,0.0,0.0,0.0,93.9,0.0,93.9,0.0,0.0,93.9,111.879698,17.979698,268.932,0.35,0.35,0.416015,270.789,0.35,0.35,0.416015,
09/28/2019,865.9,865.9,-616.4,616.4,,249.5,0.0,-336.0,225.6,141.8,83.8,60.4,50.0,-86.5,-36.2,33.5,34.8,-1.3,,2.7,-122.7,-0.8,-123.5,0.0,0.0,0.0,-123.5,0.0,-123.5,0.0,0.0,-123.5,-402.441197,-278.941197,268.894,-0.459289,-0.459289,-1.496654,268.894,-0.459289,-0.459289,-1.496654,
12/28/2019,850.5,850.5,-416.7,353.1,63.6,433.8,0.0,-309.0,233.4,144.9,88.5,61.2,14.4,124.8,-27.4,30.7,32.8,-2.1,,-3.3,97.4,288.4,385.8,0.0,0.0,0.0,385.8,0.3,386.1,0.0,0.0,386.1,106.244263,-279.855737,267.893,1.44,1.44,0.396592,269.721,1.43,1.43,0.392425,
03/28/2020,756.1,756.1,-360.3,297.4,62.9,395.8,0.0,-239.4,177.1,110.6,66.5,49.3,13.0,156.4,-37.5,30.0,31.3,-1.3,,7.5,118.9,-24.1,94.8,0.0,0.0,0.0,94.8,1.5,96.3,0.0,0.0,96.3,99.658923,3.415534,263.238,0.37,0.37,0.378804,264.506,0.36,0.36,0.372913,
06/27/2020,822.9,822.9,-356.8,293.9,62.9,466.1,0.0,-275.1,208.8,103.5,105.3,55.1,11.2,191.0,-22.6,26.9,27.4,-0.5,,-4.3,168.4,-32.0,136.4,0.0,0.0,0.0,136.4,1.5,137.9,0.0,0.0,137.9,142.34544,4.544071,259.87,0.53,0.53,0.548136,261.047,0.53,0.53,0.547407,
09/30/2020,989.0,,,,,655.59821,,,,,,,,381.091,,,,,,,350.833,,215.75,,,,,,215.75,,,215.75,274.231,,,0.82,0.82,1.056,,0.82,0.82,1.056,
12/31/2020,1102.222,,,,,728.41443092,,,,,,,,407.556,,,,,,,378.778,,232.0,,,,,,232.0,,,232.0,296.444,,,0.854,0.854,1.152,,0.854,0.854,1.152,
